geo,time,gc_ast_totl_cn
kir,2016,49953826.56
kir,2017,39355502.9
kir,2018,134797810.44
kir,2019,52469410
kna,2000,-100000
kna,2001,30500000
kna,2002,49382087
kna,2003,26645474
kna,2004,150668577
kna,2005,157477122
kna,2006,-1675653
kna,2007,-6658554
kna,2008,4533612.95
kna,2009,57835862.33
kna,2010,-32175056.673
kor,1972,0
kor,1973,0
kor,1974,0
kor,1975,0
kor,1976,0
kor,1977,0
kor,1978,0
kor,1979,0
kor,1980,0
kor,1981,0
kor,1982,0
kor,1983,0
kor,1984,0
kor,1985,0
kor,1986,0
kor,1987,0
kor,1988,0
kor,1989,0
kor,1990,3695000000000
kor,1991,2563000000000
kor,1992,3458000000000
kor,1993,5251000000000
kor,1994,8224000000000
kor,1995,8133000000000
kor,1996,11368000000000
kor,1997,18649000000000
kor,1998,23520195000000
kor,1999,22112141000000
kor,2000,20465484000000
kor,2001,3003401000000
kor,2002,-1031265000000
kor,2003,-21781448000000
kor,2004,1055506000000
kor,2005,3158100000000
kor,2006,4255700000000
kor,2007,-1518490000000.01001
kor,2008,58330682000000
kor,2009,57364549000000
kor,2010,35454878000000
kor,2011,37548046000000
kor,2012,52248200000000
kor,2013,74407300000000
kor,2014,59962594038702
kor,2015,60302549416272.60156
kor,2016,69183941154180
kor,2017,59751873942709
kor,2018,65997696736275
kor,2019,55275831702547.29688
lbn,1997,-2464600000000
lbn,1998,735903000000
lbn,1999,1864300000000
lbn,2000,1092100000000
lbn,2001,813800000000
lbn,2002,313500000000
lbn,2003,-393600000000
lbn,2004,851800000000
lbn,2005,1184226000000
lbn,2006,-1102559000000
lbn,2007,-1757654000000
lbn,2008,3089330700000
lbn,2009,1923254188000
lbn,2010,-1651900000000
lbn,2011,-1435600000000
lbn,2012,923000000000
lbn,2013,2124000000000
lbn,2014,-1909000000000
lbn,2015,-970000000000
lbn,2016,159000000000
lbn,2017,580000000000
lbn,2018,-1314000000000
lbn,2019,625000000000
lca,2000,-20010197
lca,2001,20418442
lca,2002,180173392
lca,2003,101262569
lca,2004,-77376886
lca,2005,6213668
lca,2006,66865101
lca,2007,126026884
lca,2008,48708641
lca,2009,-50279790
lca,2010,-43694507
lka,1990,13218000000
lka,1991,14806000000
lka,1992,-3538000000
lka,1993,241000000
lka,1994,14291000000
lka,1995,5022000000
lka,1996,2641000000
lka,1997,-12340000000
lka,1998,4880000000
lka,1999,11791000000
lka,2000,14554000000
lka,2001,20961000000
lka,2002,-8087000000
lka,2003,-65000000
lka,2004,4299000000
lka,2005,7919000000
lka,2006,10291000000
lka,2007,18070000000
lka,2008,8265000000
lka,2009,46106000000
lka,2010,55459000000
lka,2011,52573400000
lka,2012,20785000000
lka,2013,9913000000
lka,2014,26784156349.36
lka,2015,4965813051
lka,2016,-9316978139.0395
lka,2017,25894532387.63
lka,2018,36896949967.44
lka,2019,-10076985454.82
lso,1991,181340000
lso,1992,-30535000
lso,1993,542310000
lso,1994,125417000
lso,1995,377373000
lso,1996,454394000
lso,1997,310116000
lso,1998,-105933000
lso,1999,-420142000
lso,2000,-522313000
lso,2001,326159000
lso,2002,-524224000
lso,2003,227900000
lso,2004,152000000
lso,2005,326900000
lso,2006,1377249000
lso,2007,1000965000
lso,2008,364072000
lso,2009,-178603000
lso,2010,-666134000.59
lso,2011,-849354876.83
lso,2012,1948083442.09
lso,2013,340331134.49909
lso,2014,1498259952.74091
lso,2015,-733883766.49
lso,2016,-2585714174.39674
lso,2017,344384673.25326
lso,2018,-839573907.57674
lso,2019,-66186443.10794
ltu,1993,285159870.25023
ltu,1994,146055375.34754
lux,1972,0
lux,1973,0
lux,1974,0
lux,1975,0
lux,1976,0
lux,1977,0
lux,1978,0
lux,1979,0
lux,1980,0
lux,1981,0
lux,1982,0
lux,1983,0
lux,1984,0
lux,1985,0
lux,1986,0
lux,1987,0
lux,1988,0
lux,1989,0
lux,1990,265047756.68755
lux,1991,-671345243.79089
lux,1994,-104090491.05228
mac,1999,-284256847.54
mac,2000,805162944.66
mac,2001,1798176922.05
mac,2002,1576668883.06315
mac,2003,3174570231.64961
mac,2004,6657896673.94534
mac,2005,8100000000
mac,2006,11592000000
mac,2007,24267390657.735
mac,2008,29476751446.86
mac,2009,23037126984.57
mac,2010,43855418814.91
mac,2011,72886769796.08
mac,2012,82754609588.77
mac,2013,111112000000
mac,2014,105947169609.12
mac,2015,49701387163.2
mac,2016,41131570302.78
mac,2017,53677237230.11
mac,2018,59369047751.06
mac,2019,64210327520.62
mar,1990,826000000
mar,1991,52000000
mar,1992,2270000000
mar,1994,891000000
mar,1995,-14000000
mar,1997,-3470000000
mar,1998,-7679000000
mar,1999,-5166000000
mar,2002,-18792870857.14289
mar,2003,-9432508857.14285
mar,2004,-14083274862.9148
mar,2005,-11575000000
mar,2006,-6044000000.00002
mar,2007,-937000000
mar,2008,580999999.99999
mar,2009,1532445241.80851
mar,2010,14312041.7348
mar,2011,-30088040.40407
mar,2017,-894000000
mar,2018,-673000000
mar,2019,-4503000000
mda,1997,82500000
mda,1998,-43700000
mda,1999,60400000
mda,2000,-38300000
mda,2001,-41000000
mda,2004,263100000
mda,2005,689300000
mda,2006,-147900000
mda,2007,-39800000
mda,2008,-552200000
mda,2009,0
mda,2010,493600000
mda,2011,-1052300000
mda,2012,-282200000
mda,2013,-506100000
mda,2014,120500000
mda,2015,-107600000
mda,2016,1142100000
mda,2017,2089500000
mda,2018,-680700000
mda,2019,-2224200000
mdg,2003,96386000000
mdg,2004,92506600000
mdg,2005,53700000000
mdg,2006,403300000000
mdg,2007,40199000000
mdg,2008,260173000000
mdg,2009,-140472000000
mdg,2010,301238000000
mdg,2011,-72867000000
mdg,2012,-46269000000
mdg,2013,-385751000000
mdg,2014,112053000000
mdg,2015,198944000000
mdg,2016,351392319572.87097
mdg,2017,291214685477.54102
mdg,2018,294893549133.58801
mdg,2019,112199000000
mdv,1990,7200000
mdv,1991,18300000
mdv,1992,36000000
mdv,1993,14400000
mdv,1994,2300000
mdv,1995,-6600000
mdv,1996,13800000
mdv,1997,-35200000
mdv,1998,-32900000
mdv,1999,15000000
mdv,2000,-39200000
mdv,2001,1200000
mdv,2002,-21100000
mdv,2003,-180800000
mdv,2004,-148400000
mdv,2005,-59600000
mdv,2006,-60460000
mdv,2007,12000000
mdv,2008,-135900000
mdv,2009,-153400000
mex,1972,0
mex,1973,0
mex,1974,0
mex,1975,0
mex,1976,0
mex,1977,0
mex,1978,0
mex,1979,0
mex,1980,0
mex,1981,0
mex,1982,0
mex,1983,0
mex,1984,0
mex,1985,0
mex,1986,0
mex,1987,0
mex,1988,0
mex,1989,0
mex,2008,-86150731643.4727
mex,2009,-86713946038.24071
mex,2010,-75014741776.39139
mex,2011,-168031155889.237
mex,2012,-115133965981.26401
mex,2013,83596131390.97951
mex,2014,-85322825668.8663
mex,2015,84706497093.0155
mex,2016,347060367450.85797
mex,2017,161102953523.16299
mex,2018,94206345615.5065
mex,2019,156231952742.836
mhl,2008,7792043
mhl,2009,4026598
mhl,2010,6278353
mhl,2011,-11189212
mhl,2012,-5881935
mhl,2013,368081
mhl,2014,2103605
mhl,2015,2275748
mhl,2016,5839420
mhl,2017,10026397
mhl,2018,4000
mhl,2019,130000
mkd,2005,14748805141.75
mkd,2006,-14247492591.04
mkd,2007,-17994006994
mkd,2008,-5274000000
mkd,2009,-38000000
mkd,2010,-3954000000
mkd,2011,6261000000
mkd,2012,11523000000
mkd,2013,-520252561.5
mkd,2014,16068633787
mkd,2015,-9947981541
mkd,2016,6141003775
mkd,2017,-9057416169
mkd,2018,10319657011
mkd,2019,889314021
mli,2000,-22788011000
mli,2001,-10545318000
mli,2002,-33902056000
mli,2003,-3337945000
mli,2004,-6000000000
mli,2005,13000000000
mli,2007,-57400000000
mli,2008,-31535000000
mli,2009,-143852000169
mli,2010,19697000000
mli,2011,-2012000000
mli,2012,-129313000000
mli,2013,77303000000
mli,2014,130506000000
mli,2015,91569744168
mli,2016,-54000000000
mli,2017,-50000000000
mli,2018,-133074000000
mli,2019,311545839173
mlt,1990,124634770.47479
mlt,1991,-22517818.78408
mlt,1992,6673955.92878
mlt,1993,-22138000.15399
mlt,1994,-46392132.67564
mlt,1999,192536687.63103
mlt,2000,-136340554.39087
mlt,2001,109107849.98835
mlt,2002,-123093407.87328
mlt,2003,131283484.7426
mlt,2004,29934777.54484
mlt,2005,99701840.20498
mlt,2006,-373046820.40531
mlt,2007,240663871.41859
mlt,2008,27597000
mlt,2009,176559000
mlt,2010,172069000
mlt,2011,246246000
mlt,2012,116650000
mlt,2013,176295000
mlt,2014,119395000
mlt,2015,104743000
mlt,2016,488567000
mlt,2017,182969000
mlt,2018,324610000
mlt,2019,150608000
mmr,2001,-696000000
mmr,2012,4316275000
mmr,2013,193377542000
mmr,2014,289844061000
mmr,2015,365304123000
mmr,2016,-33211910000
mmr,2017,-2042177000
mmr,2018,20652722000
mmr,2019,14657660000
mng,1992,3185000000
mng,1993,32638000000
mng,1994,10258000000
mng,1995,32032000000
mng,1996,53478000000
mng,1997,48630000000
mng,1998,54835000000
mng,1999,77697000000
mng,2000,71475000000
mng,2001,68858000000
mng,2002,47154859187.469
mng,2003,53599768791
mng,2006,313674038729.29303
mng,2007,661367354568.91003
mng,2008,-198454310206.45999
mng,2009,563398099858.198
mng,2010,279919297663
mng,2011,625539249549.96997
mng,2012,1650434607262.62988
mng,2013,974783600000
mng,2014,-42313872802.3559
mng,2015,105675122256.67999
mng,2016,1715915500000
mng,2017,1009609023550.98999
mng,2018,-78749623413.66998
moz,2010,7859129726.09123
moz,2011,3670545908.50977
moz,2012,4091600439.73755
moz,2016,18832189851.3135
moz,2017,67379534588.9158
moz,2018,17138339629.4295
moz,2019,51282251856.3276
mus,1990,1562100000
mus,1991,2100400000
mus,1992,-3183800000
mus,1993,705500000
mus,1994,1559700000
mus,1995,843900000
mus,1996,1326800000
mus,1997,1505000000
mus,1998,1833000000
mus,1999,-2241000000
mus,2000,1766200000
mus,2001,-6362700000
mus,2002,5340700000
mus,2003,7856200000
mus,2004,-4439100000
mus,2005,3985700000
mus,2006,2290600000
mus,2007,-1753500000
mus,2008,6682300000
mus,2009,13565700000
mus,2010,-1920300000
mus,2011,4228700000
mus,2012,6143100000
mus,2013,8687200000
mus,2014,10445200000
mus,2015,2694610477.39083
mus,2016,24511390811.8604
mus,2017,4502100000
mus,2018,-13337841422
mus,2019,-763799999.99999
mwi,2009,1809262507
mwi,2010,3197106836
mwi,2011,4335001631
mwi,2012,3472337289
mwi,2013,10470203413.0557
mwi,2014,13237834349.6562
mwi,2015,22688841112.5152
mwi,2016,200439886667
mwi,2017,86473396762.07089
mwi,2018,1769413386.12659
mwi,2019,137575505878.96899
mwi,2020,-94239777564.0323
mys,2002,-4686000000
mys,2003,-736000000
mys,2004,6219000000
mys,2005,-11245000000
mys,2006,-2966369000
mys,2007,364221996.8
mys,2008,1234034999.99999
mys,2009,6870591000
mys,2010,-956522000
mys,2011,3526922000
mys,2012,728329000
mys,2013,931307000
mys,2014,614410000
mys,2015,3402600000
mys,2016,889100000
mys,2017,842978137.16999
mys,2018,1623179870.674
mys,2019,745646052.91993
nam,2000,14768000
nam,2001,395615000
nam,2002,20186000
nam,2003,-698990000
nam,2004,-249071000
nam,2005,553260000
nam,2006,2370813000
nam,2007,663142000
nam,2008,4785750049.81341
nam,2009,-8794398.09852
nam,2010,-1868045721.89387
nam,2011,3082004000.10863
nam,2012,1317458138.81924
nam,2013,-525795404.01
nam,2014,-3452274450.47
nam,2016,-1758683448.8
nam,2017,-1175915383.78
nam,2018,-988549990.88
nam,2019,2977936208.08
nld,1972,0
nld,1973,0
nld,1974,0
nld,1975,0
nld,1976,0
nld,1977,0
nld,1978,0
nld,1979,0
nld,1980,0
nld,1981,0
nld,1982,0
nld,1983,0
nld,1984,0
nld,1985,0
nld,1986,0
nld,1987,0
nld,1988,0
nld,1989,0
nld,1990,-703359334.93972
nld,1991,3013100634.83852
nld,1992,462855820.41194
nld,1993,-1497474713.09746
nld,1994,-11045010459.634
nor,1972,0
nor,1973,0
nor,1974,0
nor,1975,0
nor,1976,0
nor,1977,0
nor,1978,0
nor,1979,0
nor,1980,0
nor,1981,0
nor,1982,0
nor,1983,0
nor,1984,0
nor,1985,0
nor,1986,0
nor,1987,0
nor,1988,0
nor,1989,0
nor,1990,2837000000
nor,1991,-23000000
nor,1992,17136000000
nor,1993,64607000000
nor,1994,-5228000000
nor,1996,51398000000
nor,1997,74792000000
nor,1998,41068000000
nor,1999,111021000000
nor,2000,330448000000
nor,2001,231106000000
nor,2002,273721000000
nor,2003,240888000000
nor,2004,332908000000
nor,2005,302122000000
nor,2006,726875000000
nor,2007,479801000000
nor,2008,295681000000
nor,2009,49453000000
nor,2010,371512000000
nor,2011,39114000000
nor,2012,488672000000
nor,2013,385995000000
nor,2014,218674000000
nor,2015,326078000000
nor,2016,227967000000
nor,2017,243416000000
nor,2018,412438000000
nor,2019,256292000000
npl,1990,-201500000
npl,1997,-3150000000
npl,1998,-4546000000
npl,1999,-3655000000
npl,2000,-2498000000
npl,2001,-7191000000
npl,2002,-9118000000
npl,2003,-4548400000
npl,2004,-4386900000
npl,2005,-1090100000
npl,2006,-4747500000
npl,2007,-3152000000
npl,2008,289700000
npl,2009,703200000
npl,2010,12135582000
npl,2011,2294900000
npl,2012,-18630284000
npl,2013,-5851526000
npl,2014,31007563000
npl,2015,49161695735.64
npl,2016,111890772395.75999
npl,2017,23607880456.035
npl,2018,-96516780.39979
npl,2019,-33345127541.3302
nru,2014,12655380.42116
nru,2015,14489645.81708
nru,2016,16670178.14
nru,2017,15972266.43879
nru,2018,49850437.12588
nzl,1972,0
nzl,1973,0
nzl,1974,0
nzl,1987,0
nzl,1988,0
nzl,2002,2700609000
nzl,2003,6448672000
nzl,2004,4543915000
nzl,2005,8737200000
nzl,2008,9696000000
per,1995,3150000000
per,1996,6723600000
per,1997,2921200000
per,1998,1884600000
per,1999,-1473100000
per,2000,395900000
per,2001,1872100000
per,2002,8125220000
per,2003,527663000
per,2004,2060592000
per,2005,-214405000
per,2006,5587504190.0663
per,2007,5961938938.43665
per,2008,3981270154.13817
per,2009,-1090349726.8119
per,2010,-2701048830.93451
per,2011,7312280513.24656
per,2012,12814806017.0201
per,2013,-271451794.67531
per,2014,-7118636183.58577
per,2015,-7052349632.15905
per,2016,-17492707067.1858
per,2017,-35353646732.1508
per,2018,-23420999269.8542
per,2019,-26327097727.6756
phl,1990,-10512000000
phl,1991,24312000000
phl,1992,83764000000
phl,1993,-21589000000
phl,1994,-36795000000
phl,1995,-3911000000
phl,1996,34299000000
phl,1997,-30061000000
phl,1998,18187000000
phl,1999,-34259000000
phl,2000,51210000000
phl,2001,11420000000
phl,2002,58198000000
phl,2003,81810000000
phl,2004,79800000000
phl,2005,21280000000
phl,2006,37515000000
phl,2007,39391000000
phl,2008,34560000000
phl,2009,-60430000000
phl,2010,48197000000
phl,2011,-47103000000
phl,2012,388791000000
phl,2013,91111000000
phl,2014,51086000000
phl,2015,-53900000000
phl,2016,-231332000000
phl,2017,255694000000
phl,2018,-59446130000
phl,2019,-205065260000
plw,2008,-4870643.92762
plw,2009,-2975592.60829
plw,2010,7076403.79427
plw,2011,-3795846.83558
plw,2012,10135415.47509
plw,2013,-6114027
plw,2014,9664916
plw,2015,9405340
plw,2016,27848195
plw,2017,17974988
plw,2018,29268563
plw,2019,2564000
png,1990,-55740000
png,1991,27730000
png,1992,64240000
png,1993,129680000
png,1994,-30739000
png,1995,18268000
png,1996,398956000
png,1997,174410000
png,1998,-76010000
png,1999,266481000
png,2000,156272000
png,2001,295222000
png,2002,52983000
png,2014,-174100000
png,2015,-468410000
png,2016,861800000
png,2017,-180382911.739
png,2018,1228625141.0556
png,2019,-783900000
pol,1984,0
pol,1985,0
pol,1986,0
pol,1987,0
pol,1988,0
pol,1989,0
pol,1994,875000000
prt,1972,0
prt,1973,0
prt,1974,0
prt,1975,0
prt,1976,0
prt,1977,0
prt,1978,0
prt,1979,0
prt,1980,0
prt,1981,0
prt,1982,0
prt,1983,0
prt,1984,0
prt,1985,0
prt,1986,0
prt,1987,0
prt,1988,0
prt,1989,0
prt,1990,-1472451392.14493
prt,1991,1569716982.0732
prt,1992,10973553.7355
prt,1993,64863678.53473
prt,1994,893247274.06949
pry,2005,105400000000
pry,2006,755300000000
pry,2007,330800000000
pry,2008,1573600000000
pry,2009,1602641100501.1001
pry,2010,2353972583221.81982
pry,2011,1255870648527.26001
pry,2012,87279824591.65918
pry,2013,1316080000000
pry,2014,3979593663028.77979
pry,2015,2349189158816.50977
pry,2016,2897165061856.77979
pry,2017,5970818475491.9502
pry,2018,6216047829608.86035
pry,2019,598646008712.77002
rou,1990,1184000
rou,1991,4283000
rou,1993,17128000
rou,1994,21969000
rus,1998,-13052000000
rus,1999,87990000000
rus,2000,103071000000
rus,2001,-24784000000
rus,2002,102279000000
rus,2003,-79905687749.85989
rus,2004,670910461100
rus,2005,1298675612600
rus,2006,1564500000000
rus,2007,1953100000000
rus,2008,2502900000000
rus,2009,-1370600000000
rus,2010,-139200000000
rus,2011,2798000000000
rus,2012,2136400000000
rus,2013,1544400000000
rus,2014,500106424893.56403
rus,2015,-1404739861401.34009
rus,2016,-735072000000
rus,2017,1559706000000
rus,2018,4125030000000
rus,2019,5074820500000
rwa,2014,50179201847.8712
rwa,2015,111613989399.87399
rwa,2016,190601527968.96701
rwa,2017,164873574519.901
rwa,2018,202356231616.45401
rwa,2019,211688796514.19501
sau,2016,-136744526574.5
sau,2017,-91673519521.59021
sau,2018,-65082000000
sau,2019,-17123000000
sen,2015,-81042008169
sen,2016,355897963307.33301
sen,2017,126305909975
sen,2018,432209432505
sgp,1990,16004000000
sgp,1991,14467000000
sgp,1992,17862000000
sgp,1993,24398000000
sgp,1994,26065000000
sgp,1995,35989000000
sgp,1996,32895000000
sgp,1997,40665000000
sgp,1998,41686000000
sgp,1999,32721000000
sgp,2000,31015000000
sgp,2001,20726000000
sgp,2002,17872000000
sgp,2003,17088000000
sgp,2004,24295000000
sgp,2005,25481000000
sgp,2006,23475000000
sgp,2007,63265000000
sgp,2008,41326000000
sgp,2009,40704322000
sgp,2010,55737500000
sgp,2011,68350500000
sgp,2012,60641600000
sgp,2013,16107500000
sgp,2014,42984300000
sgp,2015,57892500000
sgp,2016,65410509894.7799
sgp,2017,73400400000
sgp,2018,69105855660.7943
sgp,2019,132292395761.388
slb,2011,501893078.0415
slb,2012,383096472.62411
slb,2013,237238811.12
slb,2014,87817218.22
slb,2015,-170850203.77
slb,2016,-300072103.73
slb,2017,178347550.39
slb,2018,61225787.35
slb,2019,-130733656.38
slb,2020,75410449.33
slv,1998,558560000
slv,1999,28270000
slv,2000,123350000
slv,2001,279600000
slv,2002,-78500000
slv,2003,-230600000
slv,2004,-455000000
slv,2005,471400000
slv,2006,132900000
slv,2007,58700000
slv,2008,-269000000
slv,2009,614100000
slv,2010,-312000000
slv,2011,27149000
slv,2012,1173078422.13
slv,2013,-919300000
slv,2014,142778278.27
slv,2015,-553891998.23
slv,2016,-496409725.75
slv,2017,-346861433.66
slv,2018,-848000000
slv,2019,-568400000
smr,1995,19300000000
smr,2002,-7227285.4
smr,2003,100739791.77
smr,2004,149123193.5
smr,2005,205400000
smr,2006,236033639.36
smr,2007,124443137.15
som,2017,2694958
som,2018,7774711.37218
som,2019,26500000
srb,2007,-51091800000
srb,2008,-69792954000
srb,2009,41011700000
srb,2010,-14665388000
srb,2011,39620100000
srb,2012,33500300000
svn,1993,70939742.94775
svn,1994,-19195459.85645
swe,1972,0
swe,1973,0
swe,1974,0
swe,1975,0
swe,1976,0
swe,1977,0
swe,1978,0
swe,1979,0
swe,1980,0
swe,1981,0
swe,1982,0
swe,1983,0
swe,1984,0
swe,1985,0
swe,1986,0
swe,1987,0
swe,1988,0
swe,1989,0
syc,1993,48500000
syc,1994,264500000
syc,1995,-231400000
syc,1996,115900000
syc,1997,-695700000
syc,1998,258600000
syc,2000,-4300000
syc,2005,109338389.03
syc,2006,503870000
syc,2007,46846623
syc,2008,555073748
syc,2009,-517440568.95
syc,2010,1856326571.8
syc,2011,427300000
syc,2012,1463796706.89
syc,2013,65076803.6
syc,2014,1066364744.54
syc,2015,542895993.28
syc,2016,461494220.45
syc,2017,-59964064.365
syc,2018,594635839.08602
tgo,2006,-3785171266
tgo,2007,-21035192956
tgo,2008,38569057932
tgo,2009,17116909770
tgo,2010,-3061517776.00001
tgo,2011,35310000000
tgo,2012,-1533281850.99999
tgo,2013,23794645528
tgo,2014,374427626
tgo,2015,9131452222
tgo,2016,157375946
tgo,2017,7002339278
tgo,2018,3495116338.43334
tgo,2019,68275792993
tha,1990,77208000000
tha,1991,57003000000
tha,1992,58409000000
tha,1993,24208000000
tha,1994,34626000000
tha,1995,91197000000
tha,1996,106094000000
tha,1997,-79626000000
tha,1998,-40122000000
tha,1999,19054000000
tha,2000,54178500000
tha,2001,60890638800
tha,2002,-3666307844.03992
tha,2003,104273138824.62
tha,2004,279490500000
tha,2005,212407376184.26999
tha,2006,335588035627.70898
tha,2007,153924180000
tha,2008,106682649920.62
tha,2009,198532480000
tha,2010,189231870000
tha,2011,218817566409.90701
tha,2012,217590688474.15701
tha,2013,280180872089.79498
tha,2014,49971920737.2656
tha,2015,142818731145.94299
tha,2016,432621930420.44202
tha,2017,346680757875.72699
tha,2018,316595511506.03802
tha,2019,183780151498.34695
tjk,2000,-13812000
tjk,2001,-5355000
tls,2010,1643566899.78
tls,2011,2486953062.41
tls,2012,2715190563.57
tls,2013,2991800000
tls,2014,1350893000.1
tls,2015,12334062
tls,2016,-848079744.046
tls,2017,-173068526.63554
tls,2018,-52072977.73
tls,2019,339847549.55451
tto,2006,663800000
tto,2007,486800000
tto,2008,3634700000
tto,2009,-6189200000
tto,2010,-4216100000
tto,2011,-476100000
tto,2012,602200000
tto,2013,-5542100000.00001
tto,2014,243100000
tto,2015,-1308200000
tto,2016,129500000
tto,2017,129500000
tto,2018,-3006500000
tun,1990,239200000
tun,1991,59500000
tun,1992,162500000
tun,1993,168400000
tun,1994,277900000
tun,1995,229600000
tun,1996,373100000
tun,1997,233500000
tun,1998,129000000
tun,1999,-162800000
tun,2000,-597600000
tun,2001,658100000
tun,2002,-242900000
tun,2003,265700000
tun,2004,-443000000
tun,2005,-939100000
tun,2006,-1683700000
tun,2007,-1294700000
tun,2008,-832800000
tun,2009,-739300000
tun,2010,-724900000
tun,2011,-1166900000
tun,2012,-1647700000
tur,1972,0
tur,1973,0
tur,1974,0
tur,1975,0
tur,1976,0
tur,1977,0
tur,1978,0
tur,1979,0
tur,1980,0
tur,1981,0
tur,1982,0
tur,1983,0
tur,1984,0
tur,1985,0
tur,1986,0
tur,1987,0
tur,1988,0
tur,1989,0
tur,2008,3293067287.08266
tur,2009,7274636170.65948
tur,2010,-3689042312.04644
tur,2011,14213451501.391
tur,2012,14170440090.9557
tur,2013,16605452360.7005
tur,2014,22187692019.2335
tur,2015,37499052135.8793
tur,2016,26142088581.3328
tur,2017,28005490058.6636
tur,2018,32721455600.6756
tur,2019,91077409972.4243
tur,2020,215790358704.005
tza,2009,2984046880000
tza,2010,2984046880000
tza,2011,3126121174500
tza,2012,10031189997.9198
tza,2013,691189295666.54102
tza,2014,168946529169.01999
tza,2015,-485928399040.44
tza,2016,276985705304
tza,2017,183237000000
tza,2018,119307268410.17999
uga,2015,-1285623381824.61011
uga,2016,1412624937696.36011
uga,2017,836393562222.75085
uga,2018,530923310212.336
uga,2019,-50565833756.868
ukr,1999,-83800000
ukr,2000,927300000
ukr,2001,1604400000
ukr,2002,725628000
ukr,2003,1447925438
ukr,2004,-375300000
ukr,2005,14198900000
ukr,2006,-3047000000
ukr,2007,2486000000
ukr,2008,19344200000
ukr,2009,55304800000
ukr,2010,35965340100
ukr,2011,28678600000
ukr,2012,-8443000000
ukr,2013,17891812964
ukr,2014,126096900000
ukr,2015,80145700000
ukr,2016,109468700000
ukr,2017,86156300000
ukr,2018,-7610500000
ukr,2019,2848000000
ury,1990,279000000
ury,1991,281000000
ury,1992,871000000
ury,1993,-1027000000
ury,1994,5603000000
ury,1999,-8003000000
ury,2001,-24736703512.6325
ury,2002,44877017089.2617
ury,2003,-8860240700.71964
ury,2004,-4237067510.07863
ury,2005,10326350101.3675
ury,2006,-10487356150.434
ury,2007,13106286730.8959
ury,2008,-5626390539.9402
ury,2009,32219455750.2621
ury,2010,-18630515205.6375
ury,2011,32209140304.6591
ury,2012,7274555170.80143
ury,2013,-3406299376
ury,2014,3130874011.23063
ury,2015,31213467749.5736
ury,2016,-27624872309.3974
ury,2017,-7477695983.43921
ury,2018,-13023169112.7851
ury,2019,-30239744134.2896
usa,1989,-8400000000
usa,1990,1060000000
usa,1991,7280000000
usa,1992,21270000000
usa,1993,-5600000000
usa,1994,-17080000000
usa,1995,21170000000
usa,1996,16930000000
usa,1997,17580000000
usa,1998,20000000000
usa,1999,34800000000
usa,2000,4550000000
usa,2001,52195000000
usa,2002,7306200000
usa,2003,34101200000
usa,2004,4230000000
usa,2005,29437300000
usa,2006,-15466600000
usa,2007,-433300000
usa,2008,511179800000
usa,2009,124493300000
usa,2010,238370400000
usa,2011,-164719900000
usa,2012,70660400000
usa,2013,364615100000
usa,2014,32020000000
usa,2015,236938000000
usa,2016,206339600000
usa,2017,155527200000
usa,2018,322991000000
usa,2019,84187000000
usa,2020,1697547800000
uzb,2011,7103238700000
uzb,2012,11176457000000
uzb,2013,6653520000000
uzb,2014,7198026836200
uzb,2015,6080439119845.19043
uzb,2016,9136404682420
uzb,2017,4489924615219.5
uzb,2018,10510068049035
uzb,2019,1767946037656.03003
vct,2000,11558278
vct,2001,-2695736
vct,2002,53261087
vct,2003,32898061
vct,2004,154492577
vct,2005,176004391
vct,2006,-154502
vct,2007,-6517141
vct,2008,21681865
vct,2009,35110000
vut,1990,-698400000
vut,2009,128800000
vut,2010,-636800000
vut,2011,-549000000
vut,2012,-51888414
vut,2013,-334826127
vut,2014,461118955
vut,2015,6243188030
vut,2016,7063551387
vut,2017,-2081558607.00001
vut,2018,3352144841.5
vut,2019,9986410904.81362
wsm,2012,-15246424
wsm,2013,12731427
wsm,2014,3756475
wsm,2015,-30631731
wsm,2016,13178175.22
wsm,2017,-32153937
wsm,2018,39992426
wsm,2019,41973943.54
zaf,1990,379000000
zaf,1991,2054000000
zaf,1992,-3867000000
zaf,1993,-243000000
zaf,1994,476000000
zaf,1995,174000000
zaf,1996,-8806000000
zaf,1997,-2724000000
zaf,1998,-2823000000
zaf,1999,623300000
zaf,2000,-1037800000
zaf,2001,6320000000
zaf,2002,1951000000
zaf,2003,9006300000
zaf,2004,24518000000
zaf,2005,37564000000
zaf,2006,29290000000
zaf,2007,32670000000
zaf,2008,46682000000
zaf,2009,91790000000
zaf,2010,85962947043.5
zaf,2011,14332463891
zaf,2012,-13688084961.5
zaf,2013,13206779198.25
zaf,2014,66193896370
zaf,2015,11728357926.25
zaf,2016,73820719774
zaf,2017,53878946209.3391
zaf,2018,-20119252340.9364
zaf,2019,9560588864.68991
zmb,1990,1769700
zmb,1991,2771400
zmb,1992,6694700
zmb,1993,12278000
zmb,1994,712900000
zmb,2007,-82888984.37334
zmb,2008,-273175877.57209
zmb,2009,1489350702.23849
zmb,2010,1060380046.93193
zmb,2011,1679854405.52172
zmb,2012,4124685364.68608
zmb,2013,-490906434.6
zmb,2014,1944076139.92
zmb,2015,7831108471.83
zmb,2016,-63140383.13
zmb,2017,-18476409062.95
zmb,2018,656395499.07488
zmb,2019,1056250521.1549
zwe,2015,261598341
zwe,2016,336277485
zwe,2017,449386167
zwe,2018,-165763545
