geo,time,dc_dac_poll_cd
uzb,2017,-389999.98569
uzb,2018,-90000.00358
uzb,2019,150000.00596
ven,2007,9999.99978
ven,2008,19999.99955
ven,2009,29999.99933
ven,2010,19999.99955
ven,2011,19999.99955
ven,2012,19999.99955
ven,2013,19999.99955
ven,2014,9999.99978
ven,2015,19999.99955
ven,2016,0
ven,2017,0
ven,2018,9999.99978
ven,2019,150000.00596
vnm,2005,810000.00238
vnm,2006,59999.99866
vnm,2007,740000.00954
vnm,2008,860000.01431
vnm,2009,1080000.04292
vnm,2010,4380000.11444
vnm,2011,4500000
vnm,2012,2339999.91417
vnm,2013,4300000.19073
vnm,2014,-150000.00596
vnm,2015,-189999.99762
vnm,2016,-430000.00715
vnm,2017,109999.9994
vnm,2018,2839999.91417
vnm,2019,479999.98927
yem,2005,19999.99955
yem,2006,9999.99978
yem,2007,29999.99933
yem,2008,39999.99911
yem,2009,39999.99911
yem,2011,9999.99978
yem,2012,29999.99933
yem,2013,39999.99911
yem,2014,50000.00075
yem,2015,50000.00075
yem,2016,29999.99933
yem,2017,540000.02146
yem,2018,29999.99933
yem,2019,660000.02623
zaf,2005,19999.99955
zaf,2006,9999.99978
zaf,2007,70000.0003
zaf,2008,100000.00149
zaf,2009,340000.00358
zaf,2010,29999.99933
zaf,2011,29999.99933
zaf,2012,19999.99955
zaf,2013,50000.00075
zaf,2014,50000.00075
zaf,2015,59999.99866
zaf,2017,9999.99978
zaf,2018,29999.99933
zaf,2019,170000.00179
zmb,2005,19999.99955
zmb,2006,29999.99933
zmb,2007,59999.99866
zmb,2008,400000.00596
zmb,2009,400000.00596
zmb,2010,189999.99762
zmb,2011,330000.01311
zmb,2012,59999.99866
zmb,2013,129999.99523
zmb,2014,70000.0003
zmb,2015,50000.00075
zmb,2016,9999.99978
zmb,2017,29999.99933
zmb,2018,29999.99933
zmb,2019,100000.00149
zwe,2005,39999.99911
zwe,2007,39999.99911
zwe,2008,50000.00075
zwe,2009,129999.99523
zwe,2010,19999.99955
zwe,2015,19999.99955
zwe,2016,29999.99933
zwe,2017,90000.00358
zwe,2018,379999.99523
zwe,2019,769999.98093
