geo,time,dc_dac_chel_cd
col,1998,4190000.05722
col,1999,3650000.09537
col,2000,5610000.13351
col,2001,4750000
col,2002,8130000.11444
col,2003,13729999.54224
col,2004,8210000.03815
col,2005,9579999.92371
col,2006,9079999.92371
col,2007,8720000.26703
col,2008,7659999.84741
col,2009,20030000.68665
col,2010,14760000.22888
col,2011,20620000.83923
col,2012,20200000.76294
col,2013,23989999.77112
col,2014,26440000.53406
col,2015,29639999.38965
col,2016,34500000
col,2017,38569999.69482
col,2018,40799999.23706
col,2019,49250000
com,1976,50000.00075
com,1977,50000.00075
com,1978,170000.00179
com,1979,330000.01311
com,1981,180000.00715
com,1982,100000.00149
com,1983,119999.99732
com,1984,9999.99978
com,1986,59999.99866
com,1987,29999.99933
com,1988,39999.99911
com,1989,39999.99911
com,1990,50000.00075
com,1991,59999.99866
com,1992,9999.99978
com,2003,70000.0003
com,2007,519999.98093
com,2014,59999.99866
cpv,1976,250000
cpv,1977,140000.0006
cpv,1978,469999.99881
cpv,1979,810000.00238
cpv,1980,810000.00238
cpv,1981,850000.02384
cpv,1982,790000.02146
cpv,1983,800000.01192
cpv,1984,1919999.95708
cpv,1985,1179999.94755
cpv,1986,1620000.00477
cpv,1987,1549999.95232
cpv,1988,2109999.8951
cpv,1989,1759999.99046
cpv,1990,2109999.8951
cpv,1991,3960000.03815
cpv,1992,3640000.1049
cpv,1993,5800000.19073
cpv,1994,3599999.90463
cpv,1995,3539999.96185
cpv,1996,4269999.98093
cpv,1997,3420000.07629
cpv,1998,7119999.88556
cpv,1999,3779999.97139
cpv,2000,3019999.98093
cpv,2001,219999.99881
cpv,2002,889999.98569
cpv,2003,2599999.90463
cpv,2004,4949999.80927
cpv,2005,19999.99955
cpv,2006,39999.99911
cpv,2007,449999.98808
cpv,2008,850000.02384
cpv,2009,709999.97854
cpv,2010,709999.97854
cpv,2011,1190000.05722
cpv,2012,1340000.03338
cpv,2013,50000.00075
cpv,2014,140000.0006
cpv,2015,1389999.98569
cpv,2016,39999.99911
cpv,2017,9999.99978
cpv,2018,9999.99978
cpv,2019,19999.99955
cri,1967,109999.9994
cri,1968,70000.0003
cri,1969,29999.99933
cri,1970,29999.99933
cri,1971,140000.0006
cri,1972,270000.01073
cri,1973,170000.00179
cri,1974,159999.99642
cri,1975,129999.99523
cri,1976,119999.99732
cri,1977,140000.0006
cri,1978,159999.99642
cri,1979,490000.00954
cri,1980,319999.99285
cri,1981,100000.00149
cri,1982,409999.99642
cri,1983,310000.00238
cri,1984,469999.99881
cri,1985,819999.99285
cri,1986,1100000.02384
cri,1987,1139999.98569
cri,1988,1039999.96185
cri,1989,1409999.96662
cri,1990,1549999.95232
cri,1991,1379999.99523
cri,1992,1230000.01907
cri,1993,2130000.11444
cri,1994,2660000.08583
cri,1995,2750000
cri,1996,2539999.96185
cri,1997,2279999.97139
cri,1998,1070000.05245
cri,1999,1250000
cri,2000,1049999.95232
cri,2001,879999.99523
cri,2002,1490000.00954
cri,2003,430000.00715
cri,2004,1090000.03338
cri,2005,2690000.05722
cri,2006,1299999.95232
cri,2007,649999.97616
cri,2008,90000.00358
cri,2009,349999.99404
cri,2010,400000.00596
cri,2011,300000.01192
cri,2012,239999.99464
cri,2013,170000.00179
cri,2014,200000.00298
cri,2015,59999.99866
cri,2016,39999.99911
cri,2017,140000.0006
cri,2018,239999.99464
cri,2019,319999.99285
cub,1964,9999.99978
cub,1971,9999.99978
cub,1972,9999.99978
cub,1973,9999.99978
cub,1976,19999.99955
cub,1977,100000.00149
cub,1978,59999.99866
cub,1979,79999.99821
cub,1980,9999.99978
cub,1982,9999.99978
cub,1983,50000.00075
cub,1986,9999.99978
cub,1987,19999.99955
cub,1988,9999.99978
cub,1989,19999.99955
cub,1990,29999.99933
cub,1991,39999.99911
cub,1992,109999.9994
cub,1993,560000.00238
cub,1994,189999.99762
cub,1995,340000.00358
cub,1996,259999.99046
cub,1997,159999.99642
cub,1998,1179999.94755
cub,1999,1490000.00954
cub,2000,689999.99762
cub,2001,500000
cub,2002,1480000.01907
cub,2003,3240000.00954
cub,2004,3900000.09537
cub,2005,6449999.80927
cub,2006,4239999.77112
cub,2007,4460000.03815
cub,2008,5039999.96185
cub,2009,4440000.05722
cub,2010,5170000.07629
cub,2011,4150000.09537
cub,2012,6400000.09537
cub,2013,9159999.84741
cub,2014,11329999.92371
cub,2015,11319999.69482
cub,2016,14810000.41962
cub,2017,13930000.30518
cub,2018,11760000.22888
cub,2019,13399999.61853
cyp,1974,860000.01431
cyp,1976,9999.99978
cyp,1977,9999.99978
cyp,1978,19999.99955
cyp,1979,9999.99978
cyp,1986,19999.99955
cyp,1987,70000.0003
cyp,1988,119999.99732
cyp,1989,100000.00149
cyp,1990,170000.00179
cyp,1991,129999.99523
cyp,1992,39999.99911
cyp,1994,9999.99978
cyp,2004,70000.0003
cze,1990,209999.99344
cze,1991,2200000.04768
cze,1992,6610000.13351
cze,1993,1169999.95708
cze,1994,13220000.26703
cze,1995,4750000
cze,1996,3349999.90463
cze,1997,3509999.99046
cze,1998,1070000.05245
cze,1999,419999.98689
cze,2000,159999.99642
cze,2001,209999.99344
cze,2002,6909999.84741
cze,2003,409999.99642
cze,2004,469999.99881
dji,1978,59999.99866
dji,1980,119999.99732
dji,1981,79999.99821
dji,1982,19999.99955
dji,1983,100000.00149
dji,1984,1330000.04292
dji,1985,379999.99523
dji,1986,170000.00179
dji,1987,239999.99464
dji,1988,259999.99046
dji,1989,79999.99821
dji,1990,140000.0006
dji,1991,259999.99046
dji,1995,39999.99911
dji,1998,389999.98569
dji,2000,419999.98689
dji,2001,129999.99523
dji,2002,109999.9994
dji,2006,140000.0006
dji,2007,29999.99933
dji,2008,860000.01431
dji,2009,460000.00834
dji,2010,159999.99642
dji,2011,699999.98808
dji,2012,340000.00358
dji,2013,270000.01073
dji,2014,9999.99978
dji,2015,140000.0006
dji,2016,219999.99881
dma,1980,759999.99046
dma,1981,180000.00715
dma,1982,19999.99955
dma,1983,379999.99523
dma,1984,239999.99464
dma,1985,90000.00358
dma,1986,9999.99978
dma,1987,9999.99978
dma,1988,19999.99955
dma,1990,109999.9994
dma,1992,19999.99955
dma,1997,39999.99911
dma,1998,50000.00075
dma,1999,50000.00075
dma,2000,39999.99911
dma,2002,9999.99978
dma,2016,50000.00075
dma,2017,349999.99404
dom,1978,19999.99955
dom,1979,9999.99978
dom,1982,9999.99978
dom,1983,9999.99978
dom,1984,9999.99978
dom,1986,19999.99955
dom,1988,119999.99732
dom,1989,449999.98808
dom,1990,490000.00954
dom,1991,170000.00179
dom,1992,50000.00075
dom,1993,1210000.03815
dom,1994,1740000.00954
dom,1995,1549999.95232
dom,1996,2130000.11444
dom,1997,1139999.98569
dom,1998,1269999.98093
dom,1999,1090000.03338
dom,2000,810000.00238
dom,2001,519999.98093
dom,2002,680000.00715
dom,2003,870000.00477
dom,2004,920000.01669
dom,2005,800000.01192
dom,2006,289999.99166
dom,2007,349999.99404
dom,2009,9999.99978
dom,2010,19999.99955
dom,2011,9999.99978
dom,2012,19999.99955
dom,2013,9999.99978
dom,2014,29999.99933
dom,2015,19999.99955
dom,2016,29999.99933
dom,2017,70000.0003
dom,2018,29999.99933
dom,2019,100000.00149
dza,1963,119999.99732
dza,1964,180000.00715
dza,1965,200000.00298
dza,1966,159999.99642
dza,1967,200000.00298
dza,1968,430000.00715
dza,1969,460000.00834
dza,1970,100000.00149
dza,1971,150000.00596
dza,1972,159999.99642
dza,1973,230000.00417
dza,1974,180000.00715
dza,1975,39999.99911
dza,1976,250000
dza,1977,150000.00596
dza,1978,119999.99732
dza,1979,159999.99642
dza,1980,469999.99881
dza,1981,1779999.97139
dza,1982,319999.99285
dza,1983,70000.0003
dza,1984,449999.98808
dza,1985,430000.00715
dza,1986,-140000.0006
dza,1987,330000.01311
dza,1988,340000.00358
dza,1989,670000.01669
dza,1990,509999.99046
dza,1991,3359999.8951
dza,1992,649999.97616
dza,1993,839999.97377
dza,1994,750000
dza,1995,670000.01669
dza,1996,600000.02384
dza,1997,400000.00596
dza,1998,790000.02146
dza,1999,1360000.01431
dza,2000,970000.02861
dza,2001,819999.99285
dza,2002,740000.00954
dza,2003,2079999.92371
dza,2004,1929999.94755
dza,2005,2380000.11444
dza,2006,1580000.04292
dza,2007,2079999.92371
dza,2008,1210000.03815
dza,2009,1429999.94755
dza,2010,1139999.98569
dza,2011,2680000.06676
dza,2012,2470000.02861
dza,2013,2640000.1049
dza,2014,4039999.96185
dza,2015,3869999.88556
dza,2016,3130000.11444
dza,2017,2650000.09537
dza,2018,2730000.01907
dza,2019,2200000.04768
ecu,1968,9999.99978
ecu,1969,79999.99821
ecu,1970,680000.00715
ecu,1971,280000.00119
ecu,1972,800000.01192
ecu,1973,419999.98689
ecu,1974,990000.00954
ecu,1975,289999.99166
ecu,1976,180000.00715
ecu,1977,250000
ecu,1978,759999.99046
ecu,1979,550000.01192
ecu,1980,620000.00477
ecu,1981,560000.00238
ecu,1982,1460000.03815
ecu,1983,1179999.94755
ecu,1984,870000.00477
ecu,1985,1519999.98093
ecu,1986,1470000.02861
ecu,1987,3160000.08583
ecu,1988,2680000.06676
ecu,1989,3059999.94278
ecu,1990,3869999.88556
ecu,1991,5199999.80927
ecu,1992,8060000.41962
ecu,1993,4639999.86649
ecu,1994,5719999.79019
ecu,1995,7579999.92371
ecu,1996,7480000.01907
ecu,1997,6019999.98093
ecu,1998,6389999.86649
ecu,1999,5139999.86649
ecu,2000,4659999.84741
ecu,2001,6929999.82834
ecu,2002,6320000.17166
ecu,2003,7610000.13351
ecu,2004,7760000.22888
ecu,2005,8760000.22888
ecu,2006,9409999.84741
ecu,2007,8489999.77112
ecu,2008,8859999.65668
ecu,2009,6420000.07629
ecu,2010,3069999.93324
ecu,2011,2829999.92371
ecu,2012,3039999.96185
ecu,2013,2430000.06676
ecu,2014,2900000.09537
ecu,2015,2259999.99046
ecu,2016,4360000.13351
ecu,2017,2529999.97139
ecu,2018,2390000.1049
ecu,2019,2720000.02861
egy,1961,9999.99978
egy,1968,79999.99821
egy,1969,159999.99642
egy,1970,79999.99821
egy,1971,70000.0003
egy,1972,150000.00596
egy,1973,100000.00149
egy,1974,109999.9994
egy,1975,70000.0003
egy,1976,540000.02146
egy,1977,90000.00358
egy,1978,219999.99881
egy,1979,180000.00715
egy,1980,870000.00477
egy,1981,3359999.8951
egy,1982,2140000.1049
egy,1983,1750000
egy,1984,150000.00596
egy,1985,439999.99762
egy,1986,159999.99642
egy,1987,10149999.61853
egy,1988,1549999.95232
egy,1989,990000.00954
egy,1990,2599999.90463
egy,1991,19290000.91553
egy,1992,3160000.08583
egy,1993,7800000.19073
egy,1994,8680000.30518
egy,1995,9890000.34332
egy,1996,11770000.45776
egy,1997,7579999.92371
egy,1998,11729999.54224
egy,1999,10840000.15259
egy,2000,7010000.22888
egy,2001,3150000.09537
egy,2002,4269999.98093
egy,2003,2759999.99046
egy,2004,1620000.00477
egy,2005,9510000.22888
egy,2006,2849999.90463
egy,2007,7170000.07629
egy,2008,1659999.96662
egy,2009,8989999.77112
egy,2010,6349999.90463
egy,2011,11850000.38147
egy,2012,14369999.88556
egy,2013,16809999.46594
egy,2014,24000000
egy,2015,19739999.77112
egy,2016,10739999.77112
egy,2017,8689999.58038
egy,2018,11020000.45776
egy,2019,14270000.45776
eri,1993,70000.0003
eri,1994,3190000.05722
eri,1995,3710000.03815
eri,1996,8670000.07629
eri,1997,1129999.99523
eri,1998,1320000.05245
eri,1999,1730000.01907
eri,2000,1539999.96185
eri,2001,2059999.94278
eri,2002,2140000.1049
eri,2003,1809999.94278
eri,2004,970000.02861
eri,2005,1889999.98569
eri,2006,839999.97377
eri,2007,469999.99881
eri,2008,790000.02146
eri,2009,1080000.04292
eri,2010,850000.02384
eri,2011,589999.97377
eri,2012,310000.00238
eri,2013,500000
eri,2014,300000.01192
eri,2015,759999.99046
eri,2016,740000.00954
eri,2017,3369999.88556
eri,2018,1809999.94278
eri,2019,1610000.01431
est,1992,2500000
est,1993,6500000
est,1994,569999.99285
est,1995,2720000.02861
est,1996,159999.99642
est,1997,3509999.99046
est,1998,2930000.06676
est,1999,50000.00075
est,2000,70000.0003
est,2001,50000.00075
est,2002,59999.99866
est,2003,79999.99821
est,2004,79999.99821
eth,1961,9999.99978
eth,1963,9999.99978
eth,1964,9999.99978
eth,1965,9999.99978
eth,1966,59999.99866
eth,1967,29999.99933
eth,1969,9999.99978
eth,1970,9999.99978
eth,1971,39999.99911
eth,1972,90000.00358
eth,1973,1250000
eth,1974,800000.01192
eth,1975,289999.99166
eth,1976,589999.97377
eth,1977,560000.00238
eth,1978,540000.02146
eth,1979,589999.97377
eth,1980,1210000.03815
eth,1981,1019999.98093
eth,1982,1440000.05722
eth,1983,1980000.01907
eth,1984,5780000.20981
eth,1985,6019999.98093
eth,1986,3660000.08583
eth,1987,7610000.13351
eth,1988,8840000.15259
eth,1989,5489999.77112
eth,1990,7530000.20981
eth,1991,12659999.84741
eth,1992,4539999.96185
eth,1993,9050000.19073
eth,1994,5980000.01907
eth,1995,7059999.94278
eth,1996,5829999.92371
eth,1997,2390000.1049
eth,1998,4550000.19073
eth,1999,2960000.03815
eth,2000,3589999.91417
eth,2001,2259999.99046
eth,2002,2119999.88556
eth,2003,5300000.19073
eth,2004,3240000.00954
eth,2005,2650000.09537
eth,2006,2759999.99046
eth,2007,2430000.06676
eth,2008,3150000.09537
eth,2009,5400000.09537
eth,2010,6230000.01907
eth,2011,11340000.15259
eth,2012,9539999.96185
eth,2013,9949999.80927
eth,2014,14210000.03815
eth,2015,19780000.68665
eth,2016,14149999.61853
eth,2017,16799999.23706
eth,2018,15739999.77112
eth,2019,15640000.34332
fji,1980,9999.99978
fji,1994,9999.99978
fji,1996,9999.99978
fji,1997,9999.99978
fji,1998,9999.99978
fji,2017,709999.97854
fji,2019,70000.0003
fsm,1999,9999.99978
fsm,2000,29999.99933
fsm,2001,29999.99933
fsm,2002,39999.99911
fsm,2007,50000.00075
fsm,2009,29999.99933
fsm,2011,29999.99933
fsm,2012,19999.99955
fsm,2013,29999.99933
gab,1964,9999.99978
gab,1968,9999.99978
gab,1969,39999.99911
gab,1970,19999.99955
gab,1971,9999.99978
gab,1972,140000.0006
gab,1973,19999.99955
gab,1974,19999.99955
gab,1975,9999.99978
gab,1977,19999.99955
gab,1978,50000.00075
gab,1979,9999.99978
gab,1980,9999.99978
gab,1981,9999.99978
gab,1982,50000.00075
gab,1983,59999.99866
gab,1984,50000.00075
gab,1985,59999.99866
gab,1986,59999.99866
gab,1987,600000.02384
gab,1988,59999.99866
gab,1989,50000.00075
gab,1990,39999.99911
gab,1991,19999.99955
gab,2010,9999.99978
gab,2013,9999.99978
gab,2014,9999.99978
gab,2015,9999.99978
gab,2016,19999.99955
gab,2017,0
gab,2018,9999.99978
gab,2019,0
geo,1991,39999.99911
geo,1993,469999.99881
geo,1994,779999.97139
geo,1995,1610000.01431
geo,1996,1539999.96185
geo,1997,3500000
geo,1998,4880000.11444
geo,1999,3700000.04768
geo,2000,2289999.96185
geo,2001,2299999.95232
geo,2002,4510000.22888
geo,2003,6920000.07629
geo,2004,8010000.22888
geo,2005,5880000.11444
geo,2006,4829999.92371
geo,2007,5519999.98093
geo,2008,8800000.19073
geo,2009,8369999.88556
geo,2010,6389999.86649
geo,2011,9359999.65668
geo,2012,10170000.07629
geo,2013,10409999.84741
geo,2014,13970000.26703
geo,2015,14539999.96185
geo,2016,11630000.11444
geo,2017,7039999.96185
geo,2018,6849999.90463
geo,2019,4329999.92371
gha,1963,19999.99955
gha,1964,119999.99732
gha,1967,39999.99911
gha,1968,19999.99955
gha,1969,180000.00715
gha,1970,19999.99955
gha,1971,100000.00149
gha,1972,50000.00075
gha,1973,170000.00179
gha,1974,70000.0003
gha,1975,50000.00075
gha,1976,59999.99866
gha,1977,90000.00358
gha,1978,140000.0006
gha,1979,90000.00358
gha,1980,189999.99762
gha,1981,150000.00596
gha,1982,159999.99642
gha,1983,639999.98569
gha,1984,4750000
gha,1985,9739999.77112
gha,1986,3140000.1049
gha,1987,3759999.99046
gha,1988,10640000.34332
gha,1989,5400000.09537
gha,1990,3700000.04768
gha,1991,11569999.69482
gha,1992,680000.00715
gha,1993,1179999.94755
gha,1994,899999.97616
gha,1995,479999.98927
gha,1996,600000.02384
gha,1997,280000.00119
gha,1998,469999.99881
gha,1999,639999.98569
gha,2000,660000.02623
gha,2001,370000.00477
gha,2002,7420000.07629
gha,2003,7719999.79019
gha,2004,7630000.11444
gha,2005,12260000.22888
gha,2006,13939999.58038
gha,2007,13829999.92371
gha,2008,8319999.69482
gha,2009,11960000.03815
gha,2010,13739999.77112
gha,2011,17049999.23706
gha,2012,18409999.84741
gha,2013,27760000.22888
gha,2014,18159999.84741
gha,2015,18510000.22888
gha,2016,12640000.34332
gha,2017,19340000.15259
gha,2018,17729999.54224
gha,2019,17950000.76294
gin,1961,9999.99978
gin,1963,29999.99933
gin,1964,19999.99955
gin,1965,29999.99933
gin,1966,9999.99978
gin,1967,9999.99978
gin,1968,29999.99933
gin,1969,29999.99933
gin,1970,9999.99978
gin,1971,109999.9994
gin,1972,9999.99978
gin,1973,9999.99978
gin,1974,-39999.99911
gin,1975,9999.99978
gin,1978,9999.99978
gin,1979,29999.99933
gin,1980,109999.9994
gin,1981,9999.99978
gin,1982,59999.99866
gin,1983,259999.99046
gin,1984,330000.01311
gin,1985,340000.00358
gin,1986,5920000.07629
gin,1987,400000.00596
gin,1988,579999.98331
gin,1989,629999.99523
gin,1990,1000000
gin,1991,1919999.95708
gin,1992,3119999.88556
gin,1993,2170000.07629
gin,1994,2640000.1049
gin,1995,1210000.03815
gin,1996,850000.02384
gin,1997,1580000.04292
gin,1998,360000.01431
gin,1999,400000.00596
gin,2000,680000.00715
gin,2001,850000.02384
gin,2002,1169999.95708
gin,2003,540000.02146
gin,2004,639999.98569
gin,2005,2019999.98093
gin,2006,1120000.00477
gin,2007,1149999.97616
gin,2008,1480000.01907
gin,2009,2670000.07629
gin,2010,1769999.98093
gin,2011,2759999.99046
gin,2012,2190000.05722
gin,2013,2210000.03815
gin,2014,5349999.90463
gin,2015,2720000.02861
gin,2016,1769999.98093
gin,2017,1710000.03815
gin,2018,910000.02623
gin,2019,629999.99523
gmb,1969,9999.99978
gmb,1970,9999.99978
gmb,1973,29999.99933
gmb,1976,39999.99911
gmb,1978,70000.0003
gmb,1979,79999.99821
gmb,1980,19999.99955
gmb,1981,19999.99955
gmb,1982,19999.99955
gmb,1983,19999.99955
gmb,1984,39999.99911
gmb,1985,70000.0003
gmb,1986,50000.00075
gmb,1989,4179999.82834
gmb,1990,39999.99911
gmb,1991,6699999.80927
gmb,1992,509999.99046
gmb,1993,1379999.99523
gmb,1994,39999.99911
gmb,1995,50000.00075
gmb,1997,-119999.99732
gmb,1998,29999.99933
gmb,2014,0
gmb,2015,19999.99955
gmb,2017,50000.00075
gmb,2018,59999.99866
gmb,2019,119999.99732
gnb,1969,50000.00075
gnb,1971,109999.9994
gnb,1975,50000.00075
gnb,1977,140000.0006
gnb,1978,70000.0003
gnb,1979,100000.00149
gnb,1980,270000.01073
gnb,1981,389999.98569
gnb,1982,430000.00715
gnb,1983,569999.99285
gnb,1984,2329999.92371
gnb,1985,769999.98093
gnb,1986,779999.97139
gnb,1987,4030000.20981
gnb,1988,4119999.88556
gnb,1989,1860000.01431
gnb,1990,2069999.93324
gnb,1991,1149999.97616
gnb,1992,2119999.88556
gnb,1993,1389999.98569
gnb,1994,1970000.02861
gnb,1995,13199999.80927
gnb,1996,1440000.05722
gnb,1997,970000.02861
gnb,1998,5639999.86649
gnb,1999,1250000
gnb,2000,2480000.01907
gnb,2001,699999.98808
gnb,2002,769999.98093
gnb,2003,1019999.98093
gnb,2004,519999.98093
gnb,2005,419999.98689
gnb,2006,500000
gnb,2007,389999.98569
gnb,2008,469999.99881
gnb,2009,349999.99404
gnb,2010,529999.97139
gnb,2011,839999.97377
gnb,2012,490000.00954
gnb,2013,469999.99881
gnb,2014,649999.97616
gnb,2015,419999.98689
gnb,2016,519999.98093
gnb,2017,810000.00238
gnb,2018,519999.98093
gnb,2019,519999.98093
gnq,1980,9999.99978
gnq,1981,119999.99732
gnq,1982,469999.99881
gnq,1983,460000.00834
gnq,1984,289999.99166
gnq,1985,150000.00596
gnq,1986,140000.0006
gnq,1987,159999.99642
gnq,1988,19999.99955
gnq,1994,109999.9994
gnq,1995,50000.00075
gnq,1996,59999.99866
gnq,1997,9999.99978
gnq,1999,29999.99933
gnq,2000,29999.99933
gnq,2001,29999.99933
gnq,2002,29999.99933
gnq,2003,39999.99911
gnq,2004,50000.00075
gnq,2005,50000.00075
gnq,2006,29999.99933
gnq,2010,569999.99285
gnq,2011,59999.99866
gnq,2012,9999.99978
gnq,2013,9999.99978
gnq,2014,9999.99978
grd,1977,9999.99978
grd,1978,9999.99978
grd,1979,9999.99978
grd,1985,9999.99978
grd,1986,9999.99978
grd,1998,9999.99978
grd,2007,70000.0003
grd,2012,9999.99978
gtm,1965,9999.99978
gtm,1966,19999.99955
gtm,1967,9999.99978
gtm,1968,19999.99955
gtm,1969,9999.99978
gtm,1970,19999.99955
gtm,1971,9999.99978
gtm,1972,9999.99978
gtm,1973,9999.99978
gtm,1974,50000.00075
gtm,1975,180000.00715
gtm,1976,349999.99404
gtm,1977,319999.99285
gtm,1978,660000.02623
gtm,1979,680000.00715
gtm,1980,709999.97854
gtm,1981,449999.98808
gtm,1982,189999.99762
gtm,1983,90000.00358
gtm,1984,90000.00358
gtm,1985,140000.0006
gtm,1986,209999.99344
gtm,1987,310000.00238
gtm,1988,560000.00238
gtm,1989,759999.99046
gtm,1990,1090000.03338
gtm,1991,1919999.95708
gtm,1992,6780000.20981
gtm,1993,2640000.1049
gtm,1994,1879999.99523
gtm,1995,1220000.02861
gtm,1996,2000000
gtm,1997,1379999.99523
gtm,1998,2990000.00954
gtm,1999,1669999.95708
gtm,2000,1539999.96185
gtm,2001,1230000.01907
gtm,2002,1720000.02861
gtm,2003,3009999.99046
gtm,2004,2049999.95232
gtm,2005,5159999.84741
gtm,2006,4559999.94278
gtm,2007,3859999.8951
gtm,2008,1080000.04292
gtm,2009,3000000
gtm,2010,3829999.92371
gtm,2011,3769999.98093
gtm,2012,3619999.88556
gtm,2013,3450000.04768
gtm,2014,3500000
gtm,2015,2980000.01907
gtm,2016,3029999.97139
gtm,2017,3549999.95232
gtm,2018,2759999.99046
gtm,2019,3690000.05722
guy,1973,9999.99978
guy,1974,9999.99978
guy,1975,9999.99978
guy,1976,19999.99955
guy,1977,9999.99978
guy,1978,19999.99955
guy,1983,9999.99978
guy,1985,9999.99978
guy,1986,19999.99955
guy,1987,19999.99955
guy,1988,19999.99955
guy,2019,50000.00075
hkg,1965,19999.99955
hkg,1968,29999.99933
hkg,1969,9999.99978
hkg,1970,39999.99911
hkg,1971,50000.00075
hkg,1972,59999.99866
hkg,1973,79999.99821
hkg,1974,29999.99933
hkg,1975,59999.99866
hkg,1976,50000.00075
hkg,1977,29999.99933
hkg,1978,39999.99911
hkg,1979,119999.99732
hkg,1980,100000.00149
hkg,1981,29999.99933
hkg,1982,9999.99978
hkg,1983,9999.99978
hkg,1987,19999.99955
hkg,1989,29999.99933
hkg,1991,19999.99955
hkg,1994,19999.99955
hkg,1996,29999.99933
hkg,1997,9999.99978
hkg,1998,19999.99955
hkg,2004,39999.99911
hnd,1968,9999.99978
hnd,1969,9999.99978
hnd,1970,9999.99978
hnd,1974,39999.99911
hnd,1975,29999.99933
hnd,1976,70000.0003
hnd,1977,129999.99523
hnd,1978,209999.99344
hnd,1979,870000.00477
hnd,1980,3730000.01907
hnd,1981,2730000.01907
hnd,1982,4469999.79019
hnd,1983,5210000.03815
hnd,1984,6900000.09537
hnd,1985,4349999.90463
hnd,1986,6559999.94278
hnd,1987,7230000.01907
hnd,1988,4739999.77112
hnd,1989,7519999.98093
hnd,1990,3730000.01907
hnd,1991,10609999.65668
hnd,1992,7059999.94278
hnd,1993,3690000.05722
hnd,1994,3680000.06676
hnd,1995,9960000.03815
hnd,1996,6989999.77112
hnd,1997,2200000.04768
hnd,1998,2140000.1049
hnd,1999,12920000.07629
hnd,2000,5340000.15259
hnd,2001,2029999.97139
hnd,2002,1769999.98093
hnd,2003,1789999.96185
hnd,2004,2000000
hnd,2005,2029999.97139
hnd,2006,3079999.92371
hnd,2007,7400000.09537
hnd,2008,2480000.01907
hnd,2009,3869999.88556
hnd,2010,6340000.15259
hnd,2011,9909999.84741
hnd,2012,7730000.01907
hnd,2013,18360000.61035
hnd,2014,20540000.91553
hnd,2015,20770000.45776
hnd,2016,16440000.53406
hnd,2017,15979999.54224
hnd,2018,18319999.69482
hnd,2019,21969999.31335
hrv,1995,4820000.17166
hrv,1996,3849999.90463
hrv,1997,370000.00477
hrv,1998,1580000.04292
hrv,1999,779999.97139
hrv,2000,1929999.94755
hrv,2001,3130000.11444
hrv,2002,1549999.95232
hrv,2003,1399999.97616
hrv,2004,490000.00954
hrv,2005,230000.00417
hrv,2006,129999.99523
hrv,2007,90000.00358
hrv,2008,129999.99523
hrv,2009,79999.99821
hrv,2010,70000.0003
hti,1963,9999.99978
hti,1965,19999.99955
hti,1966,9999.99978
hti,1967,59999.99866
hti,1968,39999.99911
hti,1969,59999.99866
hti,1970,29999.99933
hti,1971,39999.99911
hti,1972,79999.99821
hti,1973,39999.99911
hti,1974,79999.99821
hti,1975,119999.99732
hti,1976,90000.00358
hti,1977,119999.99732
hti,1978,109999.9994
hti,1979,170000.00179
hti,1980,289999.99166
hti,1981,870000.00477
hti,1982,800000.01192
hti,1983,2019999.98093
hti,1984,939999.99762
hti,1985,2809999.94278
hti,1986,2470000.02861
hti,1987,3500000
hti,1988,2150000.09537
hti,1989,3670000.07629
hti,1990,3710000.03815
hti,1991,2730000.01907
hti,1992,2000000
hti,1993,860000.01431
hti,1994,13510000.22888
hti,1995,4760000.22888
hti,1996,6550000.19073
hti,1997,2130000.11444
hti,1998,3440000.05722
hti,1999,2589999.91417
hti,2000,2339999.91417
hti,2001,2250000
hti,2002,2670000.07629
hti,2003,2849999.90463
hti,2004,6199999.80927
hti,2005,5019999.98093
hti,2006,4269999.98093
hti,2007,6440000.05722
hti,2008,7019999.98093
hti,2009,6070000.17166
hti,2010,23020000.45776
hti,2011,17379999.16077
hti,2012,16360000.61035
hti,2013,21950000.76294
hti,2014,23620000.83923
hti,2015,19969999.31335
hti,2016,24809999.46594
hti,2017,22260000.22888
hti,2018,19629999.16077
hti,2019,22600000.38147
hun,1990,1029999.97139
hun,1991,4000000
hun,1992,7159999.84741
hun,1993,2960000.03815
hun,1994,5949999.80927
hun,1995,7210000.03815
hun,1996,4489999.77112
hun,1997,1870000.00477
hun,1998,9550000.19073
hun,1999,90000.00358
hun,2000,4949999.80927
hun,2001,4650000.09537
hun,2002,109999.9994
hun,2003,129999.99523
hun,2004,159999.99642
idn,1963,19999.99955
idn,1966,59999.99866
idn,1967,29999.99933
idn,1968,109999.9994
idn,1969,79999.99821
idn,1970,259999.99046
idn,1971,79999.99821
idn,1972,629999.99523
idn,1973,810000.00238
idn,1974,2740000.00954
idn,1975,6130000.11444
idn,1976,5920000.07629
idn,1977,1190000.05722
idn,1978,1360000.01431
idn,1979,1899999.97616
idn,1980,3579999.92371
idn,1981,2839999.91417
idn,1982,3410000.08583
idn,1983,4150000.09537
idn,1984,4269999.98093
idn,1985,6030000.20981
idn,1986,9689999.58038
idn,1987,7380000.11444
idn,1988,28430000.30518
idn,1989,21370000.83923
idn,1990,19440000.53406
idn,1991,13800000.19073
idn,1992,29729999.54224
idn,1993,26139999.38965
idn,1994,22239999.77112
