geo,time,sh_xpd_ghed_gd_zs
gha,2000,0.7758
gha,2001,1.06371
gha,2002,0.69735
gha,2003,0.82478
gha,2004,0.72472
gha,2005,1.46986
gha,2006,1.47502
gha,2007,1.64793
gha,2008,1.76052
gha,2009,2.18213
gha,2010,2.3845
gha,2011,2.36649
gha,2012,1.9841
gha,2013,1.87059
gha,2014,1.4383
gha,2015,1.6214
gha,2016,1.32771
gha,2017,1.08723
gha,2018,1.37648
gha,2019,1.37567
gin,2000,0.30125
gin,2001,0.37107
gin,2002,0.64012
gin,2003,0.42213
gin,2004,0.24164
gin,2005,0.26129
gin,2006,0.24836
gin,2007,0.24067
gin,2008,0.26959
gin,2009,0.26025
gin,2010,0.36298
gin,2011,0.51037
gin,2012,0.51431
gin,2013,0.48859
gin,2014,0.61063
gin,2015,0.42931
gin,2016,0.66376
gin,2017,0.59997
gin,2018,0.601
gin,2019,0.89733
gmb,2000,0.58467
gmb,2001,0.59349
gmb,2002,0.52695
gmb,2003,0.57045
gmb,2004,0.75893
gmb,2005,0.7939
gmb,2006,0.8598
gmb,2007,0.6864
gmb,2008,0.70842
gmb,2009,0.88019
gmb,2010,0.8925
gmb,2011,1.0145
gmb,2012,1.17242
gmb,2013,1.08377
gmb,2014,1.09229
gmb,2015,0.99829
gmb,2016,1.28977
gmb,2017,1.06098
gmb,2018,1.07119
gmb,2019,1.04134
gnb,2000,3.1487
gnb,2001,2.88784
gnb,2002,1.7343
gnb,2003,2.24631
gnb,2004,3.22255
gnb,2005,2.68902
gnb,2006,2.48777
gnb,2007,2.52954
gnb,2008,2.21402
gnb,2009,2.66725
gnb,2010,1.03796
gnb,2011,0.43691
gnb,2012,0.50445
gnb,2013,0.5516
gnb,2014,0.5965
gnb,2015,0.5378
gnb,2016,0.48464
gnb,2017,0.49839
gnb,2018,0.5535
gnb,2019,0.53241
gnq,2000,0.31906
gnq,2001,0.18988
gnq,2002,0.15857
gnq,2003,0.19967
gnq,2004,0.1604
gnq,2005,0.20672
gnq,2006,0.26126
gnq,2007,0.28975
gnq,2008,0.2978
gnq,2009,0.58801
gnq,2010,0.45372
gnq,2011,0.40496
gnq,2012,0.52423
gnq,2013,0.42721
gnq,2014,0.47094
gnq,2015,0.5544
gnq,2016,0.69449
gnq,2017,0.59082
gnq,2018,0.61581
gnq,2019,0.66633
grc,2000,4.4638
grc,2001,5.04882
grc,2002,4.97795
grc,2003,5.05799
grc,2004,4.7451
grc,2005,5.21024
grc,2006,5.08809
grc,2007,5.31899
grc,2008,5.76758
grc,2009,6.42686
grc,2010,6.6125
grc,2011,6.04028
grc,2012,5.67586
grc,2013,5.10616
grc,2014,4.50619
grc,2015,4.58809
grc,2016,4.33709
grc,2017,4.22218
grc,2018,4.11165
grc,2019,3.77202
grd,2000,1.8604
grd,2001,2.14943
grd,2002,2.71164
grd,2003,2.16133
grd,2004,2.59474
grd,2005,2.42089
grd,2006,2.04413
grd,2007,2.0087
grd,2008,1.96291
grd,2009,2.17009
grd,2010,2.05671
grd,2011,2.41611
grd,2012,2.38695
grd,2013,2.27822
grd,2014,2.09314
grd,2015,1.93494
grd,2016,1.76571
grd,2017,1.88796
grd,2018,1.86229
grd,2019,2.05514
gtm,2000,1.91271
gtm,2001,1.98152
gtm,2002,1.94472
gtm,2003,2.04143
gtm,2004,2.02383
gtm,2005,1.88116
gtm,2006,2.06661
gtm,2007,1.97886
gtm,2008,2.05418
gtm,2009,2.25978
gtm,2010,2.06142
gtm,2011,1.9935
gtm,2012,2.02623
gtm,2013,2.21485
gtm,2014,2.23796
gtm,2015,2.2782
gtm,2016,2.28762
gtm,2017,2.20059
gtm,2018,2.20524
gtm,2019,2.38682
guy,2000,1.78831
guy,2001,1.63222
guy,2002,1.73537
guy,2003,1.72907
guy,2004,1.7398
guy,2005,1.78054
guy,2006,1.65197
guy,2007,1.6837
guy,2008,1.69492
guy,2009,1.88041
guy,2010,1.81934
guy,2011,2.02701
guy,2012,1.79708
guy,2013,1.88812
guy,2014,2.1751
guy,2015,2.35678
guy,2016,2.53192
guy,2017,2.79179
guy,2018,2.95149
guy,2019,2.93102
hnd,2000,3.02286
hnd,2001,2.49122
hnd,2002,2.54012
hnd,2003,2.61312
hnd,2004,2.45127
hnd,2005,2.91978
hnd,2006,3.27406
hnd,2007,3.33395
hnd,2008,3.31876
hnd,2009,3.9673
hnd,2010,3.69606
hnd,2011,3.8937
hnd,2012,3.38305
hnd,2013,3.49374
hnd,2014,3.19306
hnd,2015,2.94797
hnd,2016,3.07465
hnd,2017,2.83729
hnd,2018,2.83169
hnd,2019,2.85266
hrv,2000,6.55928
hrv,2001,5.94715
hrv,2002,4.90275
hrv,2003,5.17067
hrv,2004,5.24449
hrv,2005,5.87091
hrv,2006,5.90844
hrv,2007,6.46084
hrv,2008,6.47901
hrv,2009,6.77206
hrv,2010,6.74671
hrv,2011,6.36795
hrv,2012,6.43349
hrv,2013,5.5437
hrv,2014,5.63078
hrv,2015,5.63971
hrv,2016,5.6521
hrv,2017,5.5991
hrv,2018,5.64518
hrv,2019,5.69058
hti,2000,0.864
hti,2001,0.72341
hti,2002,0.48501
hti,2003,0.49905
hti,2004,0.58948
hti,2005,0.59453
hti,2006,0.29386
hti,2007,0.81008
hti,2008,0.84028
hti,2009,0.80493
hti,2010,0.82651
hti,2011,0.42167
hti,2012,0.45755
hti,2013,0.48876
hti,2014,0.47938
hti,2015,0.55998
hti,2016,0.53998
hti,2017,0.56358
hti,2018,0.55767
hti,2019,0.52096
hun,2000,4.66643
hun,2001,4.56684
hun,2002,4.9306
hun,2003,5.68199
hun,2004,5.40988
hun,2005,5.61318
hun,2006,5.47871
hun,2007,4.89114
hun,2008,4.8079
hun,2009,4.92138
hun,2010,4.9724
hun,2011,4.96028
hun,2012,4.81775
hun,2013,4.79953
hun,2014,4.71063
hun,2015,4.64973
hun,2016,4.73663
hun,2017,4.61724
hun,2018,4.55339
hun,2019,4.31689
idn,2000,0.54973
idn,2001,0.77221
idn,2002,0.67425
idn,2003,0.81785
idn,2004,0.74926
idn,2005,0.73213
idn,2006,0.83084
idn,2007,1.0187
idn,2008,0.89791
idn,2009,0.92164
idn,2010,0.66109
idn,2011,0.70177
idn,2012,0.76725
idn,2013,0.81687
idn,2014,0.99251
idn,2015,1.158
idn,2016,1.37558
idn,2017,1.34984
idn,2018,1.39585
idn,2019,1.42158
ind,2000,0.83443
ind,2001,0.80468
ind,2002,0.7702
ind,2003,0.75024
ind,2004,0.71163
ind,2005,0.76304
ind,2006,0.74535
ind,2007,0.73513
ind,2008,0.79528
ind,2009,0.89261
ind,2010,0.8575
ind,2011,0.93732
ind,2012,0.93187
ind,2013,0.86504
ind,2014,0.85654
ind,2015,0.92193
ind,2016,0.9405
ind,2017,0.96735
ind,2018,0.88782
ind,2019,0.98829
irl,2000,4.57661
irl,2001,5.01744
irl,2002,5.27241
irl,2003,5.52104
irl,2004,5.70014
irl,2005,6.03011
irl,2006,5.84978
irl,2007,6.18445
irl,2008,7.22561
irl,2009,8.09736
irl,2010,8.00348
irl,2011,7.67608
irl,2012,7.6428
irl,2013,7.2688
irl,2014,6.77029
irl,2015,5.26821
irl,2016,5.39948
irl,2017,5.15523
irl,2018,5.08517
irl,2019,4.9813
irn,2000,1.80147
irn,2001,2.06677
irn,2002,1.87644
irn,2003,2.03676
irn,2004,1.8824
irn,2005,1.98598
irn,2006,2.20625
irn,2007,2.01694
irn,2008,1.96144
irn,2009,2.38415
irn,2010,2.16591
irn,2011,2.19299
irn,2012,2.25899
irn,2013,2.28588
irn,2014,3.40469
irn,2015,3.91176
irn,2016,4.33774
irn,2017,4.34651
irn,2018,3.88674
irn,2019,3.32201
irq,2003,1.35637
irq,2004,2.72581
irq,2005,2.02031
irq,2006,1.60889
irq,2007,2.03766
irq,2008,2.38126
irq,2009,2.92355
irq,2010,2.38664
irq,2011,2.08888
irq,2012,1.00896
irq,2013,1.14635
irq,2014,1.03748
irq,2015,0.73074
irq,2016,0.71534
irq,2017,1.75486
irq,2018,2.04274
irq,2019,2.21017
isl,2000,7.19459
isl,2001,7.07461
isl,2002,7.70809
isl,2003,7.90755
isl,2004,7.55138
isl,2005,7.24719
isl,2006,6.98111
isl,2007,6.85141
isl,2008,6.85962
isl,2009,7.16392
isl,2010,6.67773
isl,2011,6.56287
isl,2012,6.53846
isl,2013,6.55948
isl,2014,6.62377
isl,2015,6.52119
isl,2016,6.59988
isl,2017,6.8107
isl,2018,6.96251
isl,2019,7.1605
isr,2000,4.28044
isr,2001,4.51927
isr,2002,4.56452
isr,2003,4.4191
isr,2004,4.33261
isr,2005,4.26547
isr,2006,4.304
isr,2007,4.1699
isr,2008,4.26578
isr,2009,4.32515
isr,2010,4.40657
isr,2011,4.37533
isr,2012,4.45454
isr,2013,4.48875
isr,2014,4.50931
isr,2015,4.50209
isr,2016,4.54184
isr,2017,4.65675
isr,2018,4.86226
isr,2019,4.83342
ita,2000,5.49628
ita,2001,5.77401
ita,2002,5.89694
ita,2003,5.90087
ita,2004,6.2257
ita,2005,6.46202
ita,2006,6.5596
ita,2007,6.30453
ita,2008,6.62789
ita,2009,7.00958
ita,2010,6.99494
ita,2011,6.75716
ita,2012,6.66466
ita,2013,6.64814
ita,2014,6.68862
ita,2015,6.59266
ita,2016,6.49174
ita,2017,6.39856
ita,2018,6.40597
ita,2019,6.40775
jam,2000,3.18738
jam,2001,2.40047
jam,2002,2.76125
jam,2003,2.04667
jam,2004,2.4734
jam,2005,2.23363
jam,2006,2.0005
jam,2007,2.66426
jam,2008,2.95135
jam,2009,2.94775
jam,2010,3.0463
jam,2011,3.09658
jam,2012,2.78246
jam,2013,2.97219
jam,2014,3.06122
jam,2015,3.55884
jam,2016,3.62554
jam,2017,4.06523
jam,2018,3.88881
jam,2019,3.97862
jor,2000,4.20304
jor,2001,4.37367
jor,2002,4.43905
jor,2003,4.11859
jor,2004,3.44001
jor,2005,4.44372
jor,2006,4.00581
jor,2007,4.56435
jor,2008,5.13682
jor,2009,6.18758
jor,2010,5.4503
jor,2011,5.49566
jor,2012,5.03539
jor,2013,4.41074
jor,2014,4.64796
jor,2015,3.9946
jor,2016,3.47256
jor,2017,3.57598
jor,2018,3.76851
jor,2019,3.88034
jpn,2000,5.65794
jpn,2001,5.86138
jpn,2002,5.93724
jpn,2003,5.98653
jpn,2004,6.04881
jpn,2005,6.21599
jpn,2006,6.17423
jpn,2007,6.32067
jpn,2008,6.56597
jpn,2009,7.28297
jpn,2010,7.42507
jpn,2011,8.78255
jpn,2012,8.95682
jpn,2013,8.99434
jpn,2014,9.02502
jpn,2015,9.03867
jpn,2016,8.95746
jpn,2017,8.97414
jpn,2018,9.00403
jpn,2019,9.00934
kaz,2000,2.11958
kaz,2001,1.96617
kaz,2002,1.93378
kaz,2003,2.0406
kaz,2004,2.32005
kaz,2005,2.53249
kaz,2006,2.31393
kaz,2007,1.79149
kaz,2008,2.26626
kaz,2009,2.65607
kaz,2010,1.844
kaz,2011,1.84244
kaz,2012,2.06989
kaz,2013,1.847
kaz,2014,2.13331
kaz,2015,1.91991
kaz,2016,2.04025
kaz,2017,1.89267
kaz,2018,1.7143
kaz,2019,1.67075
ken,2000,1.32658
ken,2001,1.39981
ken,2002,1.50158
ken,2003,1.48842
ken,2004,1.41601
ken,2005,1.48269
ken,2006,1.45846
ken,2007,1.55638
ken,2008,1.63805
ken,2009,1.68061
ken,2010,1.77155
ken,2011,1.79381
ken,2012,1.81928
ken,2013,1.85911
ken,2014,2.04217
ken,2015,2.10761
ken,2016,2.2008
ken,2017,1.77812
ken,2018,1.85614
ken,2019,2.11128
kgz,2000,2.1344
kgz,2001,2.00317
kgz,2002,2.2198
kgz,2003,2.26655
kgz,2004,2.33702
kgz,2005,3.79885
kgz,2006,4.21178
kgz,2007,3.08531
kgz,2008,2.89587
kgz,2009,3.48072
kgz,2010,3.41518
kgz,2011,3.69315
kgz,2012,4.22101
kgz,2013,3.94686
kgz,2014,2.74905
kgz,2015,2.71163
kgz,2016,2.49723
kgz,2017,2.34767
kgz,2018,2.42472
kgz,2019,2.31117
khm,2000,1.29261
khm,2001,1.18494
khm,2002,1.40066
khm,2003,1.4852
khm,2004,1.37275
khm,2005,1.22052
khm,2006,0.95991
khm,2007,0.97199
khm,2008,1.02431
khm,2009,1.21739
khm,2010,1.36283
khm,2011,1.27987
khm,2012,1.4067
khm,2013,1.41956
khm,2014,1.23977
khm,2015,1.34465
khm,2016,1.33381
khm,2017,1.51867
khm,2018,1.66258
khm,2019,1.69889
kir,2000,8.35802
kir,2001,11.87369
kir,2002,11.40624
kir,2003,10.25741
kir,2004,12.06273
kir,2005,11.09585
kir,2006,9.60938
kir,2007,9.15723
kir,2008,10.5
kir,2009,8.59412
kir,2010,8.41765
kir,2011,8.13068
kir,2012,7.63587
kir,2013,7.77604
kir,2014,8.23116
kir,2015,6.80702
kir,2016,7.41374
kir,2017,8.08714
kir,2018,8.70329
kir,2019,8.44736
kna,2000,2.01198
kna,2001,1.91941
kna,2002,1.92995
kna,2003,2.09648
kna,2004,2.16083
kna,2005,2.2214
kna,2006,2.23069
kna,2007,2.08317
kna,2008,1.86187
kna,2009,2.04348
kna,2010,2.00847
kna,2011,1.95238
kna,2012,2.02595
kna,2013,2.00138
kna,2014,2.02152
kna,2015,2.01014
kna,2016,2.26066
kna,2017,2.32648
kna,2018,2.39571
kna,2019,2.65799
kor,2000,1.96156
kor,2001,2.47662
kor,2002,2.35344
kor,2003,2.47797
kor,2004,2.4894
kor,2005,2.63444
kor,2006,2.91707
kor,2007,3.01493
kor,2008,3.09052
kor,2009,3.42187
kor,2010,3.51182
kor,2011,3.51881
kor,2012,3.53646
kor,2013,3.61363
kor,2014,3.71142
kor,2015,3.8157
kor,2016,3.97725
kor,2017,4.11589
kor,2018,4.40991
kor,2019,4.86
kwt,2000,1.59848
kwt,2001,2.51524
kwt,2002,2.39986
kwt,2003,2.12393
kwt,2004,1.79757
kwt,2005,1.53422
kwt,2006,1.39376
kwt,2007,1.47248
kwt,2008,1.5025
kwt,2009,2.20796
kwt,2010,2.25557
kwt,2011,1.97078
kwt,2012,1.94725
kwt,2013,2.08904
kwt,2014,2.46661
kwt,2015,3.5768
kwt,2016,4.03628
kwt,2017,3.98828
kwt,2018,4.49771
kwt,2019,4.77939
lao,2000,1.23306
lao,2001,1.32957
lao,2002,1.01875
lao,2003,1.09625
lao,2004,0.79426
lao,2005,0.90672
lao,2006,0.64222
lao,2007,0.57035
lao,2008,0.51333
lao,2009,1.14664
lao,2010,0.60364
lao,2011,0.36694
lao,2012,0.4367
lao,2013,0.71266
lao,2014,0.68373
lao,2015,0.86391
lao,2016,0.76495
lao,2017,0.88888
lao,2018,0.86923
lao,2019,0.95972
lbn,2000,3.23033
lbn,2001,3.45373
lbn,2002,3.05082
lbn,2003,2.94051
lbn,2004,2.9705
lbn,2005,2.89967
lbn,2006,3.55161
lbn,2007,3.51308
lbn,2008,3.07545
lbn,2009,2.67665
lbn,2010,2.99845
lbn,2011,3.5747
lbn,2012,3.04557
lbn,2013,3.11619
lbn,2014,3.56869
lbn,2015,3.32042
lbn,2016,3.66815
lbn,2017,3.6184
lbn,2018,4.3374
lbn,2019,4.23522
lbr,2000,0.75278
lbr,2001,0.79392
lbr,2002,0.48772
lbr,2003,0.53113
lbr,2004,0.69293
lbr,2005,0.57326
lbr,2006,0.70146
lbr,2007,0.82156
lbr,2008,1.36841
lbr,2009,0.96265
lbr,2010,0.79594
lbr,2011,1.517
lbr,2012,0.87223
lbr,2013,0.34225
lbr,2014,0.82515
lbr,2015,1.20691
lbr,2016,1.3923
lbr,2017,1.38163
lbr,2018,1.68725
lbr,2019,1.36337
lby,2000,1.66848
lby,2001,2.20701
lby,2002,3.272
lby,2003,2.71631
lby,2004,2.29708
lby,2005,1.67953
lby,2006,1.64356
lby,2007,1.62192
lby,2008,1.78328
lby,2009,2.94995
lby,2010,2.50757
lby,2011,3.82936
lca,2000,1.67298
lca,2001,1.78607
lca,2002,1.82825
lca,2003,1.64152
lca,2004,1.56839
lca,2005,1.60206
lca,2006,1.55924
lca,2007,1.55187
lca,2008,1.5929
lca,2009,1.81427
lca,2010,1.8105
lca,2011,1.80665
lca,2012,2.03023
lca,2013,2.06949
lca,2014,1.90818
lca,2015,1.99151
lca,2016,1.96285
lca,2017,2.03672
lca,2018,1.97535
lca,2019,2.05185
lka,2000,2.2774
lka,2001,2.20427
lka,2002,2.23059
lka,2003,2.07617
lka,2004,2.20045
lka,2005,2.11069
lka,2006,2.02829
lka,2007,1.91621
lka,2008,1.72213
lka,2009,1.70255
lka,2010,1.56388
lka,2011,1.58129
lka,2012,1.43724
lka,2013,1.73813
lka,2014,1.61315
lka,2015,1.70994
lka,2016,1.66632
lka,2017,1.4744
lka,2018,1.78758
lka,2019,1.92657
lso,2000,3.16542
lso,2001,3.98204
lso,2002,3.55323
lso,2003,3.55934
lso,2004,3.45754
lso,2005,2.62982
lso,2006,3.45185
lso,2007,4.63943
lso,2008,4.36958
lso,2009,4.86532
lso,2010,4.71744
lso,2011,5.37106
lso,2012,4.82381
lso,2013,4.6235
lso,2014,4.93264
lso,2015,5.31241
lso,2016,5.07717
lso,2017,5.56193
lso,2018,5.14241
lso,2019,4.90647
ltu,2000,4.16964
ltu,2001,4.22169
ltu,2002,4.47404
ltu,2003,4.59737
ltu,2004,3.45182
ltu,2005,3.42872
ltu,2006,3.64861
ltu,2007,3.79474
ltu,2008,4.45161
ltu,2009,5.29427
ltu,2010,4.8445
ltu,2011,4.56299
ltu,2012,4.18076
ltu,2013,4.01803
ltu,2014,4.12314
ltu,2015,4.28938
ltu,2016,4.36463
ltu,2017,4.219
ltu,2018,4.31181
ltu,2019,4.56012
lux,2000,4.91304
lux,2001,5.38588
lux,2002,5.65616
lux,2003,5.84524
lux,2004,6.20779
lux,2005,6.04405
lux,2006,5.62143
lux,2007,5.3225
lux,2008,5.73098
lux,2009,6.36492
lux,2010,6.04169
lux,2011,5.15383
lux,2012,4.66995
lux,2013,4.6356
lux,2014,4.58127
lux,2015,4.46511
lux,2016,4.38643
lux,2017,4.45764
lux,2018,4.48882
lux,2019,4.61187
lva,2000,2.76095
lva,2001,2.81549
lva,2002,2.86075
lva,2003,2.73558
lva,2004,3.49227
lva,2005,3.25704
lva,2006,3.51882
lva,2007,3.36081
lva,2008,3.37837
lva,2009,3.65007
lva,2010,3.68303
lva,2011,3.51927
lva,2012,3.24726
lva,2013,3.22127
lva,2014,3.26178
lva,2015,3.31828
lva,2016,3.42662
lva,2017,3.41296
lva,2018,3.69704
lva,2019,3.98358
mar,2000,0.98039
mar,2001,1.08517
mar,2002,1.22339
mar,2003,1.24859
mar,2004,1.28677
mar,2005,1.23509
mar,2006,1.82199
mar,2007,2.20344
mar,2008,2.12861
mar,2009,2.51896
mar,2010,2.34004
mar,2011,2.35246
mar,2012,2.44359
mar,2013,2.51814
mar,2014,2.15468
mar,2015,2.1045
mar,2016,2.22726
mar,2017,2.251
mar,2018,2.14312
mar,2019,2.11682
mco,2000,1.38951
mco,2001,1.41287
mco,2002,1.43587
mco,2003,1.68862
mco,2004,1.72503
mco,2005,1.71566
mco,2006,1.63257
mco,2007,1.4337
mco,2008,1.55009
mco,2009,1.85141
mco,2010,1.89827
mco,2011,1.76818
mco,2012,1.81689
mco,2013,1.74397
mco,2014,1.69046
mco,2015,1.64066
mco,2016,1.39202
mco,2017,1.40974
mco,2018,1.36813
mco,2019,1.2958
mda,2000,2.90143
mda,2001,2.86584
mda,2002,3.54673
mda,2003,3.21406
mda,2004,5.30847
mda,2005,5.0395
mda,2006,5.19463
mda,2007,5.62991
mda,2008,5.27913
mda,2009,5.83284
mda,2010,4.64634
mda,2011,4.24518
mda,2012,4.43541
mda,2013,4.05499
mda,2014,4.25988
mda,2015,3.89704
mda,2016,3.6768
mda,2017,3.54975
mda,2018,3.72367
mda,2019,3.80678
mdg,2000,1.76789
mdg,2001,1.87928
mdg,2002,1.78953
mdg,2003,2.1379
mdg,2004,2.19152
mdg,2005,1.93916
mdg,2006,1.88154
mdg,2007,1.88316
mdg,2008,1.39414
mdg,2009,1.23608
mdg,2010,1.86783
mdg,2011,1.67813
mdg,2012,1.48979
mdg,2013,1.30426
mdg,2014,1.74814
mdg,2015,1.99011
mdg,2016,2.37195
mdg,2017,2.24615
mdg,2018,1.48056
mdg,2019,1.18677
mdv,2000,2.5644
mdv,2001,2.67766
mdv,2002,2.54976
mdv,2003,2.14821
mdv,2004,2.31102
mdv,2005,2.96756
mdv,2006,2.95988
mdv,2007,3.91466
mdv,2008,6.39744
mdv,2009,5.82381
mdv,2010,4.49513
mdv,2011,3.67703
mdv,2012,4.20904
mdv,2013,4.29977
mdv,2014,4.90436
mdv,2015,6.26598
mdv,2016,7.42593
mdv,2017,6.60335
mdv,2018,5.77973
mdv,2019,6.39315
mex,2000,2.01178
mex,2001,2.10927
mex,2002,2.16506
mex,2003,2.4137
mex,2004,2.58745
mex,2005,2.46498
mex,2006,2.42198
mex,2007,2.52676
mex,2008,2.61655
mex,2009,2.86068
mex,2010,2.88099
mex,2011,2.91416
mex,2012,3.00722
mex,2013,3.12253
mex,2014,2.89231
mex,2015,2.98734
mex,2016,2.8478
mex,2017,2.75801
mex,2018,2.67185
mex,2019,2.67891
mhl,2000,9.65903
mhl,2001,7.94653
mhl,2002,6.33025
mhl,2003,6.00763
mhl,2004,6.57159
mhl,2005,5.64226
mhl,2006,4.22559
mhl,2007,7.22998
mhl,2008,5.55294
mhl,2009,5.5068
mhl,2010,4.55618
mhl,2011,5.87766
mhl,2012,6.044
mhl,2013,6.63874
mhl,2014,5.88222
mhl,2015,6.47803
mhl,2016,6.95125
mhl,2017,6.20377
mhl,2018,7.3478
mhl,2019,6.72698
mkd,2000,4.71221
mkd,2001,4.5579
mkd,2002,4.73121
mkd,2003,4.95398
mkd,2004,4.71959
mkd,2005,4.37579
mkd,2006,4.21516
mkd,2007,4.04008
mkd,2008,4.23245
mkd,2009,4.09192
mkd,2010,4.06657
mkd,2011,4.05699
mkd,2012,4.13496
mkd,2013,4.41112
mkd,2014,4.01872
mkd,2015,4.1193
mkd,2016,4.06073
mkd,2017,3.75675
mkd,2018,3.7573
mkd,2019,4.27757
mli,2000,1.29366
mli,2001,1.05447
mli,2002,1.11019
mli,2003,1.41262
mli,2004,1.58854
mli,2005,1.39724
mli,2006,1.22407
mli,2007,0.99665
mli,2008,0.71612
mli,2009,0.66759
mli,2010,0.66898
mli,2011,0.60476
mli,2012,0.41355
mli,2013,0.81584
mli,2014,0.89173
mli,2015,0.91927
mli,2016,1.20877
mli,2017,1.17751
mli,2018,1.15118
mli,2019,1.31027
mlt,2000,4.71914
mlt,2001,4.80657
mlt,2002,5.42564
mlt,2003,5.51436
mlt,2004,5.59698
mlt,2005,5.98918
mlt,2006,6.03369
mlt,2007,5.4574
mlt,2008,5.09185
mlt,2009,5.1441
mlt,2010,5.13513
mlt,2011,5.44436
mlt,2012,5.49936
mlt,2013,5.73996
mlt,2014,5.59774
mlt,2015,5.41261
mlt,2016,5.63705
mlt,2017,5.59465
mlt,2018,5.59291
mlt,2019,5.18352
mmr,2000,0.26259
mmr,2001,0.24215
mmr,2002,0.35882
mmr,2003,0.24303
mmr,2004,0.25223
mmr,2005,0.16991
mmr,2006,0.26903
mmr,2007,0.20322
mmr,2008,0.17093
mmr,2009,0.18706
mmr,2010,0.19247
mmr,2011,0.23041
mmr,2012,0.41501
mmr,2013,0.60411
mmr,2014,1.06256
mmr,2015,1.2047
mmr,2016,0.71514
mmr,2017,0.75167
mmr,2018,0.7266
mmr,2019,0.73723
mne,2011,4.85758
mne,2012,5.30494
mne,2013,4.89768
mne,2014,4.85656
mne,2015,5.39562
mne,2016,5.18993
mne,2017,4.58153
mne,2018,4.96869
mne,2019,5.06746
mng,2000,3.61938
mng,2001,2.98982
mng,2002,3.04937
mng,2003,2.38488
mng,2004,2.28126
mng,2005,2.27265
mng,2006,2.49134
mng,2007,2.88185
mng,2008,3.21819
mng,2009,3.10175
mng,2010,2.44484
mng,2011,2.13193
mng,2012,2.34204
mng,2013,2.26161
mng,2014,2.37263
mng,2015,2.38929
mng,2016,2.62487
mng,2017,2.47065
mng,2018,2.21058
mng,2019,2.13345
moz,2000,1.15973
moz,2001,1.39558
moz,2002,1.24442
moz,2003,1.23729
moz,2004,1.1738
moz,2005,1.48581
moz,2006,1.18744
moz,2007,1.21582
moz,2008,1.24023
moz,2009,1.31463
moz,2010,1.28008
moz,2011,1.27621
moz,2012,1.26102
moz,2013,1.51853
moz,2014,1.74079
moz,2015,1.81552
moz,2016,1.63326
moz,2017,1.66512
moz,2018,1.81106
moz,2019,1.66723
mrt,2000,0.46969
mrt,2001,0.5451
mrt,2002,0.87327
mrt,2003,0.772
mrt,2004,0.70655
mrt,2005,0.81956
mrt,2006,0.6762
mrt,2007,0.76388
mrt,2008,0.88777
mrt,2009,0.87886
mrt,2010,0.7315
mrt,2011,0.74975
mrt,2012,0.89774
mrt,2013,1.08288
mrt,2014,1.25234
mrt,2015,1.41884
mrt,2016,1.19935
mrt,2017,1.23883
mrt,2018,1.40456
mrt,2019,1.23796
mus,2000,1.55006
mus,2001,1.59245
mus,2002,1.70967
mus,2003,1.69131
mus,2004,1.82723
mus,2005,1.71798
mus,2006,1.64005
mus,2007,1.49295
mus,2008,1.40839
mus,2009,1.60116
mus,2010,2.0217
mus,2011,1.77171
mus,2012,1.90073
mus,2013,1.95769
mus,2014,2.4763
mus,2015,2.37549
mus,2016,2.5174
mus,2017,2.55904
mus,2018,2.57791
mus,2019,2.91635
mwi,2000,1.42972
mwi,2001,1.17792
mwi,2002,1.37271
mwi,2003,1.65459
mwi,2004,1.20767
mwi,2005,1.48227
mwi,2006,1.32874
mwi,2007,1.03429
mwi,2008,1.92541
mwi,2009,1.4865
mwi,2010,1.5938
mwi,2011,1.62257
mwi,2012,1.34665
mwi,2013,2.08673
mwi,2014,2.20789
mwi,2015,2.67399
mwi,2016,2.69071
mwi,2017,2.46795
mwi,2018,2.40221
mwi,2019,2.40972
mys,2000,1.17325
mys,2001,1.35142
mys,2002,1.36678
mys,2003,1.51884
mys,2004,1.45688
mys,2005,1.3628
mys,2006,1.67488
mys,2007,1.62478
mys,2008,1.59731
mys,2009,1.81166
mys,2010,1.67911
mys,2011,1.76482
mys,2012,1.86487
mys,2013,1.89357
mys,2014,2.03088
mys,2015,2.03361
mys,2016,1.88886
mys,2017,1.92219
mys,2018,1.92386
mys,2019,1.9966
nam,2000,4.85066
nam,2001,4.94875
nam,2002,5.16812
nam,2003,5.27505
nam,2004,4.97991
nam,2005,4.54677
nam,2006,4.16533
nam,2007,4.68895
nam,2008,4.13122
nam,2009,3.45771
nam,2010,3.98766
nam,2011,4.0921
nam,2012,3.87053
nam,2013,4.18122
nam,2014,3.88361
nam,2015,4.21268
nam,2016,4.37176
nam,2017,4.05779
nam,2018,3.8712
nam,2019,3.98512
ner,2000,1.13
ner,2001,1.14577
ner,2002,1.20737
ner,2003,1.07095
ner,2004,1.18101
ner,2005,1.92018
ner,2006,2.05841
ner,2007,1.50169
ner,2008,1.55048
ner,2009,1.53778
ner,2010,1.31194
ner,2011,1.2723
ner,2012,1.03993
ner,2013,1.34045
ner,2014,1.27712
ner,2015,1.11163
ner,2016,1.10086
ner,2017,1.88447
ner,2018,1.76169
ner,2019,2.02315
nga,2000,0.58559
nga,2001,0.85769
nga,2002,0.53133
nga,2003,0.92983
nga,2004,1.20203
nga,2005,1.14133
nga,2006,0.90187
nga,2007,0.77861
nga,2008,0.6606
nga,2009,0.57001
nga,2010,0.44847
nga,2011,0.47938
nga,2012,0.54437
nga,2013,0.48928
nga,2014,0.44593
