geo,time,dc_dac_autl_cd
cpv,2018,9999.99978
cpv,2019,9999.99978
cri,1965,70000.0003
cri,1967,9999.99978
cri,1971,79999.99821
cri,1975,59999.99866
cri,1976,-19999.99955
cri,1977,9999.99978
cri,1978,219999.99881
cri,1979,50000.00075
cri,1980,19999.99955
cri,1981,50000.00075
cri,1982,29999.99933
cri,1984,29999.99933
cri,1985,39999.99911
cri,1986,59999.99866
cri,1987,70000.0003
cri,1988,90000.00358
cri,1989,1889999.98569
cri,1990,670000.01669
cri,1991,879999.99523
cri,1992,129999.99523
cri,1993,2009999.99046
cri,1994,1220000.02861
cri,1995,550000.01192
cri,1996,209999.99344
cri,1997,540000.02146
cri,1998,310000.00238
cri,1999,90000.00358
cri,2000,340000.00358
cri,2001,330000.01311
cri,2002,150000.00596
cri,2003,310000.00238
cri,2004,100000.00149
cri,2005,9999.99978
cri,2006,29999.99933
cri,2007,129999.99523
cri,2008,230000.00417
cri,2009,180000.00715
cri,2010,250000
cri,2011,209999.99344
cri,2012,230000.00417
cri,2013,119999.99732
cri,2014,119999.99732
cri,2015,129999.99523
cri,2016,100000.00149
cri,2017,100000.00149
cri,2018,109999.9994
cri,2019,109999.9994
cub,1977,9999.99978
cub,1979,19999.99955
cub,1980,2089999.91417
cub,1982,9999.99978
cub,1983,9999.99978
cub,1984,2859999.8951
cub,1986,9999.99978
cub,1988,-100000.00149
cub,1989,-79999.99821
cub,1990,59999.99866
cub,1991,59999.99866
cub,1992,79999.99821
cub,1993,100000.00149
cub,1994,119999.99732
cub,1995,170000.00179
cub,1996,209999.99344
cub,1997,150000.00596
cub,1998,119999.99732
cub,1999,140000.0006
cub,2000,109999.9994
cub,2001,90000.00358
cub,2002,230000.00417
cub,2003,100000.00149
cub,2004,100000.00149
cub,2005,90000.00358
cub,2006,79999.99821
cub,2007,70000.0003
cub,2008,100000.00149
cub,2009,59999.99866
cub,2010,70000.0003
cub,2011,219999.99881
cub,2012,90000.00358
cub,2013,129999.99523
cub,2014,140000.0006
cub,2015,109999.9994
cub,2016,7849999.90463
cub,2017,10210000.03815
cub,2018,13180000.30518
cub,2019,70000.0003
cyp,1967,9999.99978
cyp,1975,189999.99762
cyp,1976,109999.9994
cyp,1977,50000.00075
cyp,1978,70000.0003
cyp,1979,79999.99821
cyp,1980,119999.99732
cyp,1981,14819999.69482
cyp,1982,180000.00715
cyp,1983,-300000.01192
cyp,1984,-1169999.95708
cyp,1985,-600000.02384
cyp,1986,-810000.00238
cyp,1987,-980000.01907
cyp,1988,-1019999.98093
cyp,1989,-910000.02623
cyp,1990,-1009999.99046
cyp,1991,-949999.98808
cyp,1992,-1120000.00477
cyp,1993,-1100000.02384
cyp,1994,-209999.99344
cyp,1995,479999.98927
cyp,1996,439999.99762
cyp,1999,250000
cyp,2001,90000.00358
cyp,2002,90000.00358
cyp,2003,100000.00149
cyp,2004,50000.00075
cze,1990,3309999.94278
cze,1991,7699999.80927
cze,1992,8189999.58038
cze,1993,7320000.17166
cze,1994,8770000.45776
cze,1995,13890000.34332
cze,1996,9109999.65668
cze,1997,6889999.86649
cze,1998,3819999.93324
cze,1999,2430000.06676
cze,2000,1950000.04768
cze,2001,3960000.03815
cze,2002,4380000.11444
cze,2003,4800000.19073
cze,2004,5699999.80927
dji,1983,9999.99978
dji,1984,270000.01073
dji,1987,19999.99955
dji,1988,129999.99523
dji,1992,819999.99285
dji,2016,0
dji,2017,9999.99978
dji,2018,9999.99978
dji,2019,0
dma,1987,9999.99978
dma,1988,9999.99978
dma,1989,9999.99978
dma,1990,9999.99978
dma,1991,9999.99978
dma,1992,9999.99978
dma,1993,9999.99978
dma,2016,9999.99978
dma,2017,19999.99955
dom,1966,79999.99821
dom,1967,-29999.99933
dom,1976,19999.99955
dom,1977,19999.99955
dom,1978,19999.99955
dom,1979,100000.00149
dom,1980,29999.99933
dom,1981,19999.99955
dom,1982,9999.99978
dom,1983,9999.99978
dom,1984,9999.99978
dom,1986,9999.99978
dom,1987,19999.99955
dom,1988,9999.99978
dom,1990,19999.99955
dom,1991,29999.99933
dom,1992,39999.99911
dom,1993,39999.99911
dom,1994,19999.99955
dom,1995,39999.99911
dom,1996,29999.99933
dom,1997,9999.99978
dom,1998,9999.99978
dom,1999,29999.99933
dom,2002,9999.99978
dom,2003,9999.99978
dom,2004,9999.99978
dom,2007,9999.99978
dom,2008,19999.99955
dom,2009,9999.99978
dom,2010,19999.99955
dom,2011,29999.99933
dom,2012,39999.99911
dom,2013,29999.99933
dom,2014,29999.99933
dom,2015,39999.99911
dom,2016,59999.99866
dom,2017,70000.0003
dom,2018,50000.00075
dom,2019,50000.00075
dza,1966,-680000.00715
dza,1967,1350000.02384
dza,1970,9999.99978
dza,1971,3029999.97139
dza,1974,19999.99955
dza,1975,-349999.99404
dza,1976,699999.98808
dza,1977,90000.00358
dza,1978,180000.00715
dza,1979,170000.00179
dza,1980,500000
dza,1981,63729999.54224
dza,1982,68260002.13623
dza,1983,20979999.54224
dza,1984,63020000.45776
dza,1985,96510002.13623
dza,1986,63360000.61035
dza,1987,61610000.61035
dza,1988,36669998.16895
dza,1989,20750000
dza,1990,-106819999.69482
dza,1991,-90180000.30518
dza,1992,-108699996.94824
dza,1993,-129699996.94824
dza,1994,-54959999.08447
dza,1995,2869999.88556
dza,1996,1000000
dza,1997,370000.00477
dza,1998,879999.99523
dza,1999,970000.02861
dza,2000,200000.00298
dza,2001,189999.99762
dza,2002,419999.98689
dza,2003,750000
dza,2004,540000.02146
dza,2005,879999.99523
dza,2006,150000.00596
dza,2007,170000.00179
dza,2008,170000.00179
dza,2009,140000.0006
dza,2010,119999.99732
dza,2011,150000.00596
dza,2012,250000
dza,2013,200000.00298
dza,2014,159999.99642
dza,2015,119999.99732
dza,2016,209999.99344
dza,2017,340000.00358
dza,2018,660000.02623
dza,2019,300000.01192
ecu,1963,460000.00834
ecu,1964,-70000.0003
ecu,1965,930000.00715
ecu,1966,-250000
ecu,1967,100000.00149
ecu,1968,9999.99978
ecu,1976,319999.99285
ecu,1977,259999.99046
ecu,1978,259999.99046
ecu,1979,140000.0006
ecu,1980,180000.00715
ecu,1981,150000.00596
ecu,1982,150000.00596
ecu,1983,200000.00298
ecu,1984,140000.0006
ecu,1985,219999.99881
ecu,1986,200000.00298
ecu,1987,330000.01311
ecu,1988,280000.00119
ecu,1989,280000.00119
ecu,1990,419999.98689
ecu,1991,600000.02384
ecu,1992,1090000.03338
ecu,1993,829999.98331
ecu,1994,579999.98331
ecu,1995,239999.99464
ecu,1996,150000.00596
ecu,1997,150000.00596
ecu,1998,409999.99642
ecu,1999,419999.98689
ecu,2000,449999.98808
ecu,2001,529999.97139
ecu,2002,479999.98927
ecu,2003,579999.98331
ecu,2004,419999.98689
ecu,2005,280000.00119
ecu,2006,200000.00298
ecu,2007,319999.99285
ecu,2008,319999.99285
ecu,2009,310000.00238
ecu,2010,230000.00417
ecu,2011,270000.01073
ecu,2012,389999.98569
ecu,2013,349999.99404
ecu,2014,3920000.07629
ecu,2015,2450000.04768
ecu,2016,1370000.00477
ecu,2017,409999.99642
ecu,2018,330000.01311
ecu,2019,310000.00238
egy,1963,-39999.99911
egy,1964,589999.97377
egy,1965,9999.99978
egy,1966,150000.00596
egy,1967,-1159999.96662
egy,1971,9999.99978
egy,1973,19999.99955
egy,1974,9999.99978
egy,1975,310000.00238
egy,1976,479999.98927
egy,1977,32040000.91553
egy,1978,4440000.05722
egy,1979,1049999.95232
egy,1980,1799999.95232
egy,1981,4320000.17166
egy,1982,15800000.19073
egy,1983,15789999.96185
egy,1984,17639999.38965
egy,1985,19159999.84741
egy,1986,15819999.69482
egy,1987,26899999.61853
egy,1988,1279999.97139
egy,1989,-5510000.22888
egy,1990,-21790000.91553
egy,1991,540000.02146
egy,1992,-37060001.37329
egy,1993,-23670000.07629
egy,1994,10180000.30518
egy,1995,27000000
egy,1996,25090000.15259
egy,1997,23379999.16077
egy,1998,26190000.53406
egy,1999,22250000
egy,2000,24860000.61035
egy,2001,23309999.46594
egy,2002,19600000.38147
egy,2003,18090000.15259
egy,2004,18239999.77112
egy,2005,18629999.16077
egy,2006,21120000.83923
egy,2007,26149999.61853
egy,2008,28020000.45776
egy,2009,11470000.26703
egy,2010,7360000.13351
egy,2011,8750000
egy,2012,6809999.94278
egy,2013,5010000.22888
egy,2014,3049999.95232
egy,2015,3539999.96185
egy,2016,4010000.22888
egy,2017,2779999.97139
egy,2018,5820000.17166
egy,2019,4420000.07629
eri,1994,9999.99978
eri,1996,19999.99955
eri,1997,9999.99978
eri,1998,19999.99955
eri,1999,39999.99911
eri,2000,90000.00358
eri,2001,19999.99955
eri,2002,1009999.99046
eri,2003,939999.99762
eri,2004,170000.00179
eri,2005,119999.99732
eri,2006,360000.01431
eri,2007,90000.00358
eri,2010,19999.99955
eri,2011,9999.99978
eri,2017,0
eri,2018,9999.99978
eri,2019,9999.99978
est,1991,9999.99978
est,1992,79999.99821
est,1993,70000.0003
est,1994,50000.00075
est,1995,100000.00149
est,1996,79999.99821
est,1997,29999.99933
est,1998,50000.00075
est,1999,29999.99933
est,2000,70000.0003
est,2001,59999.99866
est,2002,59999.99866
est,2003,100000.00149
est,2004,140000.0006
eth,1962,9999.99978
eth,1963,39999.99911
eth,1964,29999.99933
eth,1967,70000.0003
eth,1970,29999.99933
eth,1971,29999.99933
eth,1976,79999.99821
eth,1977,9999.99978
eth,1978,29999.99933
eth,1979,79999.99821
eth,1980,70000.0003
eth,1981,519999.98093
eth,1982,280000.00119
eth,1983,1210000.03815
eth,1984,860000.01431
eth,1985,2000000
eth,1986,939999.99762
eth,1987,1269999.98093
eth,1988,13340000.15259
eth,1989,1460000.03815
eth,1990,1210000.03815
eth,1991,2789999.96185
eth,1992,3099999.90463
eth,1993,1720000.02861
eth,1994,2200000.04768
eth,1995,2589999.91417
eth,1996,2220000.02861
eth,1997,2450000.04768
eth,1998,3210000.03815
eth,1999,4860000.13351
eth,2000,3759999.99046
eth,2001,6960000.03815
eth,2002,4300000.19073
eth,2003,7570000.17166
eth,2004,4300000.19073
eth,2005,7639999.86649
eth,2006,17590000.15259
eth,2007,7179999.82834
eth,2008,9750000
eth,2009,12659999.84741
eth,2010,9710000.03815
eth,2011,11869999.88556
eth,2012,8399999.61853
eth,2013,10630000.11444
eth,2014,9670000.07629
eth,2015,8069999.69482
eth,2016,8579999.92371
eth,2017,11369999.88556
eth,2018,13489999.77112
eth,2019,11550000.19073
fji,1998,9999.99978
fji,2000,9999.99978
fji,2009,19999.99955
fji,2015,50000.00075
fji,2016,59999.99866
fji,2017,70000.0003
fji,2018,39999.99911
fji,2019,0
fsm,2016,9999.99978
gab,2000,29999.99933
gab,2001,9999.99978
gab,2004,9999.99978
gab,2005,19999.99955
gab,2007,50000.00075
gab,2008,9999.99978
gab,2014,90000.00358
gab,2015,370000.00477
gab,2016,270000.01073
gab,2017,140000.0006
gab,2019,170000.00179
geo,1991,170000.00179
geo,1992,39999.99911
geo,1993,219999.99881
geo,1994,360000.01431
geo,1995,500000
geo,1996,340000.00358
geo,1997,300000.01192
geo,1998,370000.00477
geo,1999,699999.98808
geo,2000,779999.97139
geo,2001,879999.99523
geo,2002,2359999.8951
geo,2003,3329999.92371
geo,2004,4320000.17166
geo,2005,5920000.07629
geo,2006,860000.01431
geo,2007,55299999.23706
geo,2008,1690000.05722
geo,2009,1100000.02384
geo,2010,1519999.98093
geo,2011,1809999.94278
geo,2012,4739999.77112
geo,2013,4219999.79019
geo,2014,3420000.07629
geo,2015,3980000.01907
geo,2016,6579999.92371
geo,2017,8670000.07629
geo,2018,7400000.09537
geo,2019,5239999.77112
gha,1963,-230000.00417
gha,1964,-270000.01073
gha,1966,389999.98569
gha,1967,180000.00715
gha,1975,70000.0003
gha,1976,50000.00075
gha,1977,150000.00596
gha,1978,340000.00358
gha,1979,239999.99464
gha,1980,140000.0006
gha,1981,119999.99732
gha,1982,50000.00075
gha,1983,109999.9994
gha,1984,119999.99732
gha,1985,140000.0006
gha,1986,200000.00298
gha,1987,250000
gha,1988,270000.01073
gha,1989,8090000.15259
gha,1990,2029999.97139
gha,1991,2299999.95232
gha,1992,1360000.01431
gha,1993,479999.98927
gha,1994,349999.99404
gha,1995,1970000.02861
gha,1996,23829999.92371
gha,1997,6320000.17166
gha,1998,4590000.15259
gha,1999,310000.00238
gha,2000,1039999.96185
gha,2001,1559999.94278
gha,2002,379999.99523
gha,2003,1570000.05245
gha,2004,469999.99881
gha,2005,509999.99046
gha,2006,90000.00358
gha,2007,150000.00596
gha,2008,180000.00715
gha,2009,2109999.8951
gha,2010,2269999.98093
gha,2011,4000000
gha,2012,3960000.03815
gha,2013,4590000.15259
gha,2014,3259999.99046
gha,2015,1460000.03815
gha,2016,2750000
gha,2017,1149999.97616
gha,2018,2900000.09537
gha,2019,3099999.90463
gin,1979,9999.99978
gin,1980,19999.99955
gin,1984,9999.99978
gin,1985,19999.99955
gin,1986,19999.99955
gin,1987,39999.99911
gin,1988,50000.00075
gin,1989,29999.99933
gin,1990,119999.99732
gin,1991,150000.00596
gin,1992,180000.00715
gin,1993,959999.97854
gin,1994,620000.00477
gin,1995,920000.01669
gin,1996,750000
gin,1997,649999.97616
gin,1998,639999.98569
gin,1999,540000.02146
gin,2000,639999.98569
gin,2001,2380000.11444
gin,2002,529999.97139
gin,2003,699999.98808
gin,2004,670000.01669
gin,2005,629999.99523
gin,2006,500000
gin,2007,579999.98331
gin,2008,7760000.22888
gin,2009,259999.99046
gin,2010,150000.00596
gin,2011,189999.99762
gin,2012,2150000.09537
gin,2013,6840000.15259
gin,2014,29999.99933
gin,2015,39999.99911
gin,2016,70000.0003
gin,2017,19999.99955
gin,2018,9999.99978
gmb,1972,9999.99978
gmb,1977,9999.99978
gmb,1978,19999.99955
gmb,1979,9999.99978
gmb,1980,29999.99933
gmb,1981,9999.99978
gmb,1982,19999.99955
gmb,1983,29999.99933
gmb,1984,39999.99911
gmb,1985,9999.99978
gmb,1986,19999.99955
gmb,1987,19999.99955
gmb,1988,19999.99955
gmb,1989,70000.0003
gmb,1990,3170000.07629
gmb,1991,6289999.96185
gmb,1992,3750000
gmb,1993,39999.99911
gmb,1994,39999.99911
gmb,1995,9999.99978
gmb,1996,29999.99933
gmb,1997,-9999.99978
gmb,1998,9999.99978
gmb,1999,70000.0003
gmb,2000,70000.0003
gmb,2001,-280000.00119
gmb,2002,-360000.01431
gmb,2003,-330000.01311
gmb,2004,100000.00149
gmb,2005,219999.99881
gmb,2006,-670000.01669
gmb,2007,-720000.02861
gmb,2008,-779999.97139
gmb,2009,-7530000.20981
gmb,2011,-70000.0003
gmb,2012,-70000.0003
gmb,2013,19999.99955
gmb,2014,-19999.99955
gmb,2015,39999.99911
gmb,2016,9999.99978
gmb,2017,19999.99955
gmb,2018,50000.00075
gmb,2019,39999.99911
gnb,1978,19999.99955
gnb,1979,9999.99978
gnb,1980,19999.99955
gnb,1981,109999.9994
gnb,1982,140000.0006
gnb,1983,79999.99821
gnb,1984,50000.00075
gnb,1985,39999.99911
gnb,1986,90000.00358
gnb,1987,200000.00298
gnb,1988,209999.99344
gnb,1989,490000.00954
gnb,1990,159999.99642
gnb,1991,1139999.98569
gnb,1992,180000.00715
gnb,1993,340000.00358
gnb,1994,340000.00358
gnb,1995,250000
gnb,1996,39999.99911
gnb,1997,39999.99911
gnb,1998,29999.99933
gnb,1999,50000.00075
gnb,2000,29999.99933
gnb,2001,19999.99955
gnb,2002,29999.99933
gnb,2003,109999.9994
gnb,2004,109999.9994
gnb,2005,349999.99404
gnb,2006,19999.99955
gnb,2008,19999.99955
gnb,2009,19999.99955
gnb,2011,0
gnb,2012,0
gnb,2016,400000.00596
gnb,2018,0
gnb,2019,0
gnq,1988,9999.99978
gnq,1989,9999.99978
gnq,1990,9999.99978
gnq,1991,9999.99978
gnq,1992,9999.99978
gnq,1993,9999.99978
gnq,1995,9999.99978
gnq,1996,9999.99978
gnq,1997,9999.99978
gnq,1998,9999.99978
gnq,1999,9999.99978
gnq,2003,9999.99978
gnq,2004,9999.99978
gnq,2005,9999.99978
gnq,2008,9999.99978
gnq,2009,9999.99978
gnq,2010,9999.99978
gnq,2011,9999.99978
gnq,2012,19999.99955
gnq,2013,19999.99955
gnq,2014,19999.99955
gnq,2015,19999.99955
gnq,2016,19999.99955
gnq,2017,9999.99978
gnq,2018,9999.99978
grd,2010,29999.99933
grd,2011,19999.99955
grd,2012,19999.99955
grd,2013,19999.99955
gtm,1964,259999.99046
gtm,1965,1470000.02861
gtm,1966,180000.00715
gtm,1967,280000.00119
gtm,1968,90000.00358
gtm,1969,29999.99933
gtm,1970,-150000.00596
gtm,1971,-150000.00596
gtm,1972,100000.00149
gtm,1973,9999.99978
gtm,1974,109999.9994
gtm,1975,-140000.0006
gtm,1976,699999.98808
gtm,1977,740000.00954
gtm,1978,920000.01669
gtm,1979,959999.97854
gtm,1980,1100000.02384
gtm,1981,1370000.00477
gtm,1982,1259999.99046
gtm,1983,1370000.00477
gtm,1984,1200000.04768
gtm,1985,1240000.00954
gtm,1986,1460000.03815
gtm,1987,1870000.00477
gtm,1988,1960000.03815
gtm,1989,1960000.03815
gtm,1990,3450000.04768
gtm,1991,3319999.93324
gtm,1992,540000.02146
gtm,1993,4949999.80927
gtm,1994,4840000.15259
gtm,1995,6409999.84741
gtm,1996,5449999.80927
gtm,1997,5650000.09537
gtm,1998,6070000.17166
gtm,1999,6070000.17166
gtm,2000,4579999.92371
gtm,2001,4659999.84741
gtm,2002,4840000.15259
gtm,2003,4530000.20981
gtm,2004,6769999.98093
gtm,2005,5820000.17166
gtm,2006,7000000
gtm,2007,6840000.15259
gtm,2008,6219999.79019
gtm,2009,6659999.84741
gtm,2010,6010000.22888
gtm,2011,6400000.09537
gtm,2012,5469999.79019
gtm,2013,5659999.84741
gtm,2014,5449999.80927
gtm,2015,4670000.07629
gtm,2016,4579999.92371
gtm,2017,5059999.94278
gtm,2018,4960000.03815
gtm,2019,5159999.84741
guy,1967,9999.99978
guy,1977,100000.00149
guy,1979,150000.00596
guy,1992,19999.99955
guy,2011,19999.99955
hkg,1965,129999.99523
hkg,1967,9999.99978
hkg,1977,9999.99978
hkg,1978,29999.99933
hkg,1979,39999.99911
hkg,1980,59999.99866
hkg,1981,29999.99933
hkg,1982,9999.99978
hkg,1983,29999.99933
hkg,1985,439999.99762
hkg,1986,39999.99911
hkg,1987,9999.99978
hkg,1988,319999.99285
hkg,1989,109999.9994
hkg,1990,-59999.99866
hkg,1991,109999.9994
hkg,1992,39999.99911
hkg,1993,29999.99933
hkg,1994,29999.99933
hkg,1995,50000.00075
hkg,1996,70000.0003
hkg,1997,109999.9994
hkg,1998,-39999.99911
hkg,1999,-170000.00179
hkg,2000,79999.99821
hkg,2001,79999.99821
hkg,2002,79999.99821
hkg,2003,79999.99821
hkg,2004,79999.99821
hnd,1965,50000.00075
hnd,1966,180000.00715
hnd,1967,-29999.99933
hnd,1975,39999.99911
hnd,1976,50000.00075
hnd,1977,59999.99866
hnd,1978,59999.99866
hnd,1979,9999.99978
hnd,1980,70000.0003
hnd,1981,70000.0003
hnd,1982,70000.0003
hnd,1983,39999.99911
hnd,1984,9999.99978
hnd,1985,19999.99955
hnd,1986,50000.00075
hnd,1987,39999.99911
hnd,1988,50000.00075
hnd,1989,29999.99933
hnd,1990,9999.99978
hnd,1991,9999.99978
hnd,1992,29999.99933
hnd,1993,39999.99911
hnd,1994,50000.00075
hnd,1995,50000.00075
hnd,1996,50000.00075
hnd,1997,39999.99911
hnd,1998,200000.00298
hnd,1999,29999.99933
hnd,2000,9999.99978
hnd,2001,9999.99978
hnd,2002,9999.99978
hnd,2003,19999.99955
hnd,2004,29999.99933
hnd,2005,29999.99933
hnd,2006,19999.99955
hnd,2007,19999.99955
hnd,2008,29999.99933
hnd,2009,39999.99911
hnd,2010,29999.99933
hnd,2011,439999.99762
hnd,2012,2319999.93324
hnd,2013,4119999.88556
hnd,2014,4360000.13351
hnd,2015,779999.97139
hnd,2016,1009999.99046
hnd,2017,899999.97616
hnd,2018,1299999.95232
hnd,2019,90000.00358
hrv,1994,7619999.88556
hrv,1995,7739999.77112
hrv,1996,6139999.86649
hrv,1997,6889999.86649
hrv,1998,5130000.11444
hrv,1999,4860000.13351
hrv,2000,4789999.96185
hrv,2001,3630000.11444
hrv,2002,3309999.94278
hrv,2003,3630000.11444
hrv,2004,4889999.86649
hrv,2005,5079999.92371
hrv,2006,6260000.22888
hrv,2007,8819999.69482
hrv,2008,9149999.61853
hrv,2009,5360000.13351
hrv,2010,5739999.77112
hti,1967,19999.99955
hti,1976,29999.99933
hti,1977,19999.99955
hti,1978,19999.99955
hti,1979,9999.99978
hti,1980,9999.99978
hti,1982,9999.99978
hti,1983,9999.99978
hti,1987,9999.99978
hti,1988,19999.99955
hti,1989,9999.99978
hti,1990,29999.99933
hti,1991,39999.99911
hti,1992,9999.99978
hti,1995,1960000.03815
hti,1996,959999.97854
hti,1997,330000.01311
hti,1998,189999.99762
hti,1999,270000.01073
hti,2001,39999.99911
hti,2007,79999.99821
hti,2008,680000.00715
hti,2010,8930000.30518
hti,2011,589999.97377
hti,2012,150000.00596
hti,2013,529999.97139
hti,2014,50000.00075
hti,2015,29999.99933
hti,2016,159999.99642
hti,2017,39999.99911
hti,2018,39999.99911
hti,2019,39999.99911
hun,1990,6570000.17166
hun,1991,8159999.84741
hun,1992,7949999.80927
hun,1993,9039999.96185
hun,1994,5389999.86649
hun,1995,4400000.09537
hun,1996,5159999.84741
hun,1997,3450000.04768
hun,1998,4010000.22888
hun,1999,3750000
hun,2000,3200000.04768
hun,2001,7610000.13351
hun,2002,6730000.01907
hun,2003,8890000.34332
hun,2004,8899999.61853
idn,1963,9999.99978
idn,1964,119999.99732
idn,1965,330000.01311
idn,1966,-1169999.95708
idn,1967,-1169999.95708
idn,1974,270000.01073
idn,1975,870000.00477
idn,1976,400000.00596
idn,1977,610000.01431
idn,1978,379999.99523
idn,1979,370000.00477
idn,1980,66610000.61035
idn,1981,7610000.13351
idn,1982,200000.00298
idn,1983,2980000.01907
idn,1984,3329999.92371
idn,1985,490000.00954
idn,1986,189999.99762
idn,1987,550000.01192
idn,1988,6860000.13351
idn,1989,4400000.09537
idn,1990,230000.00417
idn,1991,-9989999.77112
idn,1992,-6110000.13351
idn,1993,-4969999.79019
idn,1994,-1080000.04292
idn,1995,10560000.41962
idn,1996,16149999.61853
idn,1997,11100000.38147
idn,1998,10539999.96185
idn,1999,7429999.82834
idn,2000,8520000.45776
idn,2001,4769999.98093
idn,2002,519999.98093
idn,2003,370000.00477
idn,2004,550000.01192
idn,2005,1360000.01431
idn,2006,2640000.1049
idn,2007,1710000.03815
idn,2008,1110000.01431
idn,2009,1950000.04768
idn,2010,850000.02384
idn,2011,600000.02384
idn,2012,1179999.94755
idn,2013,2130000.11444
idn,2014,860000.01431
idn,2015,2390000.1049
idn,2016,3069999.93324
idn,2017,920000.01669
idn,2018,2509999.99046
idn,2019,3579999.92371
ind,1963,-310000.00238
ind,1964,3769999.98093
ind,1965,4260000.22888
ind,1966,4530000.20981
ind,1967,4650000.09537
ind,1968,3740000.00954
ind,1969,2309999.94278
ind,1970,1230000.01907
ind,1971,109999.9994
ind,1972,-1090000.03338
ind,1973,610000.01431
ind,1974,1500000
ind,1975,3930000.06676
ind,1976,3009999.99046
ind,1977,2920000.07629
ind,1978,230000.00417
ind,1979,289999.99166
ind,1980,12300000.19073
ind,1981,5929999.82834
ind,1982,200000.00298
ind,1983,5260000.22888
ind,1984,-1029999.97139
ind,1985,-810000.00238
ind,1986,5059999.94278
ind,1987,-1440000.05722
ind,1988,-1330000.04292
ind,1989,8029999.73297
ind,1990,-1639999.98569
ind,1991,9119999.88556
ind,1992,-1590000.03338
ind,1993,-2200000.04768
ind,1994,-4449999.80927
ind,1995,-990000.00954
ind,1996,-2890000.1049
ind,1997,-469999.99881
ind,1998,-1529999.97139
ind,1999,-2359999.8951
ind,2000,750000
ind,2001,-340000.00358
ind,2002,569999.99285
ind,2003,-30040000.91553
ind,2004,2420000.07629
ind,2005,8010000.22888
ind,2006,1720000.02861
ind,2007,2559999.94278
ind,2008,2440000.05722
ind,2009,2339999.91417
ind,2010,2150000.09537
ind,2011,1990000.00954
ind,2012,2319999.93324
ind,2013,2539999.96185
ind,2014,2710000.03815
ind,2015,3390000.1049
ind,2016,3670000.07629
ind,2017,4010000.22888
ind,2018,5139999.86649
ind,2019,4590000.15259
irn,1962,9999.99978
irn,1963,-389999.98569
irn,1964,-280000.00119
irn,1965,4000000
irn,1966,3470000.02861
irn,1967,11840000.15259
irn,1968,70000.0003
irn,1969,-330000.01311
irn,1970,-370000.00477
irn,1971,-769999.98093
irn,1972,649999.97616
irn,1973,50000.00075
irn,1975,-1750000
irn,1976,200000.00298
irn,1977,3250000
irn,1978,3690000.05722
irn,1979,4170000.07629
irn,1980,3519999.98093
irn,1981,4369999.88556
irn,1982,5309999.94278
irn,1983,5389999.86649
irn,1984,4869999.88556
irn,1985,4889999.86649
irn,1986,6510000.22888
irn,1987,7989999.77112
irn,1988,8710000.03815
irn,1989,11510000.22888
irn,1990,19299999.23706
irn,1991,27420000.07629
irn,1992,14170000.07629
irn,1993,12130000.11444
irn,1994,13319999.69482
irn,1995,10710000.03815
irn,1996,10170000.07629
irn,1997,7659999.84741
irn,1998,7159999.84741
irn,1999,14220000.26703
irn,2000,8949999.80927
irn,2001,3529999.97139
irn,2002,3380000.11444
irn,2003,5730000.01907
irn,2004,6400000.09537
irn,2005,4400000.09537
irn,2006,3400000.09537
irn,2007,4170000.07629
irn,2008,4780000.20981
irn,2009,5070000.17166
irn,2010,5070000.17166
irn,2011,6210000.03815
irn,2012,8590000.15259
irn,2013,8359999.65668
irn,2014,9479999.54224
irn,2015,9119999.88556
irn,2016,10369999.88556
irn,2017,11109999.65668
irn,2018,12060000.41962
irn,2019,10899999.61853
irq,1963,-79999.99821
irq,1964,-629999.99523
irq,1965,1730000.01907
irq,1966,-330000.01311
irq,1967,-680000.00715
irq,1973,1679999.94755
irq,1975,-50000.00075
irq,1976,29999.99933
irq,1977,200000.00298
irq,1978,360000.01431
irq,1979,400000.00596
irq,1980,469999.99881
irq,1981,519999.98093
irq,1982,610000.01431
irq,1983,600000.02384
irq,1984,490000.00954
irq,1985,750000
irq,1986,569999.99285
irq,1987,620000.00477
irq,1988,689999.99762
irq,1989,1090000.03338
irq,1990,1330000.04292
irq,1991,6500000
irq,1992,5670000.07629
irq,1993,2309999.94278
irq,1994,2970000.02861
irq,1995,2049999.95232
irq,1996,3720000.02861
irq,1997,2650000.09537
irq,1998,1350000.02384
irq,1999,1669999.95708
irq,2000,2460000.03815
irq,2001,1649999.97616
irq,2002,3960000.03815
irq,2003,3880000.11444
irq,2004,3299999.95232
irq,2005,810419982.91016
irq,2006,231929992.67578
irq,2007,506540008.54492
irq,2008,677820007.32422
irq,2009,439999.99762
irq,2010,479999.98927
irq,2011,889999.98569
irq,2012,850000.02384
irq,2013,519999.98093
irq,2014,2930000.06676
irq,2015,3220000.02861
irq,2016,3190000.05722
irq,2017,10340000.15259
irq,2018,5170000.07629
irq,2019,3269999.98093
isr,1963,109999.9994
isr,1964,300000.01192
isr,1967,59999.99866
isr,1971,990000.00954
isr,1976,9999.99978
isr,1977,200000.00298
isr,1978,180000.00715
isr,1979,200000.00298
isr,1980,200000.00298
isr,1981,189999.99762
isr,1982,150000.00596
isr,1983,140000.0006
isr,1984,109999.9994
isr,1985,109999.9994
isr,1986,140000.0006
isr,1987,159999.99642
isr,1988,159999.99642
isr,1989,490000.00954
isr,1990,219999.99881
isr,1991,2569999.93324
isr,1992,750000
isr,1993,589999.97377
