geo,time,ny_gdp_disc_cn
chl,1973,-4951822.1287
chl,1974,-53105826.432
chl,1975,-151396904.21231
chl,1976,-130986602.14658
chl,1977,-1157374981.59283
chl,1978,-3082901677.92192
chl,1979,-2946328633.23508
chl,1980,-5260285596.54492
chl,1981,-12732069673.4951
chl,1982,-366652130.70471
chl,1983,-2985669955.694
chl,1984,-16249478820.9159
chl,1985,34725373119.4098
chl,1986,17803007531.3522
chl,1987,12874393852.61
chl,1988,5521790164.02075
chl,1989,-35694546352.1091
chl,1990,-81805611113.1909
chl,1991,-140544879900
chl,1992,-279746280100
chl,1993,-446161285900
chl,1994,-485736942300
chl,1995,-682407223400
chl,1996,-0.07812
chl,1997,0.02148
chl,1998,-0.09375
chl,1999,0.05664
chl,2000,-0.12695
chl,2001,-0.0918
chl,2002,0.10352
chl,2003,0
chl,2004,0.10352
chl,2005,-0.00781
chl,2006,0.00977
chl,2007,-0.00391
chl,2008,0.01953
chl,2009,-0.08984
chl,2010,0.21484
chl,2011,0.49219
chl,2012,-0.08594
chl,2013,-2.80469
chl,2014,-0.80078
chl,2015,409.5
chl,2016,1
chl,2017,-0.39844
chl,2018,-1.39844
chl,2019,1.39844
chl,2020,1.80469
chn,1960,-3462669690
chn,1961,-4632873370
chn,1962,-2016898450
chn,1963,-5080993420
chn,1964,2266762530
chn,1965,10036901300
chn,1966,5917788020
chn,1967,8348098760
chn,1968,3184040050
chn,1969,10083167300
chn,1970,7297876930
chn,1971,6134953080
chn,1972,9517820290
chn,1973,8567525390
chn,1974,9442075710
chn,1975,9474721040
chn,1976,2308395470
chn,1977,8670671620
chn,1978,8155171530
chn,1979,6433204410
chn,1980,5996245850
chn,1981,3143740610
chn,1982,-4797022470
chn,1983,-2961323220
chn,1984,-1188819540
chn,1985,-870808350
chn,1986,-1432522860.00049
chn,1987,-2557239250
chn,1988,1614366180
chn,1989,-1285089650
chn,1990,-14404906860
chn,1991,-3987063100
chn,1992,1145602999.99988
chn,1993,36366630200
chn,1994,22712631000
chn,1995,28956236400
chn,1996,27214796699.9995
chn,1997,29920886300
chn,1998,40470936400.001
chn,1999,46926647900
chn,2000,48117658200
chn,2001,47474034200
chn,2002,39074408800
chn,2003,27532508800
chn,2004,48455574000
chn,2005,-34188080800
chn,2006,-16238748400
chn,2007,-41786387100
chn,2008,116449565800
chn,2009,86659158199.99409
chn,2010,361385665100
chn,2011,383087455800
chn,2012,-45995254400
chn,2013,-338125209700
chn,2014,-298485616000
chn,2015,-323548104699.992
chn,2016,41455128900
chn,2017,305318457600
chn,2018,450827939300
chn,2019,-196876387100
chn,2020,-866771275900
civ,1960,1380036700
civ,1961,301149300
civ,1962,2685848600
civ,1963,2144598000
civ,1964,671563800
civ,1965,16400
civ,1966,49200
civ,1967,12300
civ,1968,45100
civ,1969,-8200
civ,1970,-8300
civ,1971,106400
civ,1972,-8200
civ,1973,0
civ,1974,0
civ,1975,-49100
civ,1976,100
civ,1977,-32800
civ,1978,32800
civ,1979,32799.99994
civ,1980,0
civ,1981,-65500
civ,1982,-65600
civ,1983,100
civ,1984,-196600
civ,1985,-32700
civ,1986,32800
civ,1987,-65600
civ,1988,-100
civ,1989,-65500
civ,1990,-32800
civ,1991,-81900
civ,1992,-45399965600
civ,1993,-32800
civ,1994,131100
civ,1995,-327600
civ,1996,0.01123
civ,1997,0.03906
civ,1998,0.02051
civ,1999,-0.03882
civ,2000,0.03027
civ,2001,-0.02026
civ,2002,0.04932
civ,2003,-0.02026
civ,2004,0.02783
civ,2005,0.02856
civ,2006,-0.05078
civ,2007,-0.04932
civ,2008,-0.03906
civ,2009,0.00879
civ,2010,0.04834
civ,2011,-0.03174
civ,2012,0.00879
civ,2013,-0.00977
civ,2014,-0.0625
civ,2015,0
civ,2016,0
civ,2017,0
civ,2018,0
civ,2019,0
civ,2020,0
cmr,1965,6200
cmr,1966,10300
cmr,1967,-8200
cmr,1968,0
cmr,1969,-8200
cmr,1970,-99.99997
cmr,1971,12300
cmr,1972,100
cmr,1973,-100
cmr,1974,0
cmr,1975,-16400
cmr,1976,24600
cmr,1977,100
cmr,1978,0
cmr,1979,65600
cmr,1980,106135600
cmr,1981,-18238406700
cmr,1982,10061250500.0001
cmr,1983,2128609200
cmr,1984,5309005900
cmr,1985,-3333357500
cmr,1986,-2379939800
cmr,1987,8830386300
cmr,1988,49872800
cmr,1989,1199636600
cmr,1990,-4718700
cmr,1991,-655300
cmr,1992,-1605600
cmr,1993,-9200
cmr,1994,-10200
cmr,1995,-11900
cmr,1996,-13800
cmr,1997,-14600
cmr,1998,-16500
cmr,1999,-19600
cmr,2000,-18700
cmr,2001,-20100
cmr,2002,-21600
cmr,2003,-23600
cmr,2004,0
cmr,2005,0.00098
cmr,2006,0
cmr,2007,100
cmr,2008,0
cmr,2009,100
cmr,2010,0
cmr,2011,100
cmr,2012,0
cmr,2013,-100
cmr,2014,0
cmr,2015,0
cmr,2016,0
cmr,2017,0
cmr,2018,0
cmr,2019,0
cmr,2020,0
cod,1994,247000
cod,1995,0
cod,1996,-100
cod,1997,0
cod,1998,0
cod,1999,-126800
cod,2000,0
cod,2001,0.00024
cod,2002,0
cod,2003,0
cod,2004,0
cod,2005,0
cod,2006,0
cod,2007,100
cod,2008,0
cod,2009,0
cod,2010,100
cod,2011,100
cod,2012,0
cod,2013,0
cod,2014,-56093000
cod,2015,100
cod,2016,100
cod,2017,0
cod,2018,0
cod,2019,-100
cod,2020,0.00781
cog,1960,0
cog,1961,0
cog,1962,0
cog,1963,0
cog,1964,0
cog,1965,0
cog,1966,0
cog,1967,0
cog,1968,0
cog,1969,-0.00001
cog,1970,0
cog,1971,0
cog,1972,0
cog,1973,0
cog,1974,0
cog,1975,0
cog,1976,0
cog,1977,0
cog,1978,0
cog,1979,0
cog,1980,0
cog,1981,0
cog,1982,0
cog,1983,0
cog,1984,0
cog,1985,0
cog,1986,0
cog,1987,0
cog,1988,0
cog,1989,-8100
cog,1990,0
cog,1991,0
cog,1992,0
cog,1993,0
cog,1994,0
cog,1995,79000000
cog,1996,-24000000
cog,1997,19000000
cog,1998,-43000000
cog,1999,102435613600
cog,2000,128770917300
cog,2001,34537251100
cog,2002,19464055600
cog,2003,541278610800
cog,2004,-66691899800
cog,2005,0
cog,2006,0
cog,2007,0
cog,2008,0
cog,2009,0
cog,2010,0
cog,2011,0
cog,2012,0
cog,2013,74231.64893
cog,2014,-0.00098
cog,2015,-0.00195
cog,2016,0
cog,2017,0
cog,2018,0.00049
cog,2019,-0.00024
cog,2020,-1000000
col,1960,-163163900
col,1961,-158156400
col,1962,-3096100
col,1963,40421300
col,1964,-101392500
col,1965,0
col,1966,0
col,1967,0
col,1968,0
col,1969,0
col,1970,0
col,1971,0
col,1972,0
col,1973,0
col,1974,0
col,1975,0
col,1976,0
col,1977,0
col,1978,0
col,1979,0
col,1980,0
col,1981,0
col,1982,0
col,1983,0
col,1984,0
col,1985,0
col,1986,0
col,1987,0
col,1988,0
col,1989,0
col,1990,0
col,1991,0
col,1992,0
col,1993,0
col,1994,0
col,1995,0
col,1996,0
col,1997,0
col,1998,0
col,1999,0
col,2000,0
col,2001,0
col,2002,0
col,2003,0
col,2004,0
col,2005,1
col,2006,1
col,2007,1
col,2008,1
col,2009,0
col,2010,0.9375
col,2011,1
col,2012,1
col,2013,1
col,2014,1
col,2015,1
col,2016,1
col,2017,0
col,2018,1
col,2019,0
col,2020,-3
com,1980,432623.54418
com,1981,-318563.89706
com,1982,523646.1455
com,1983,543985.9789
com,1984,150742.0335
com,1985,-1002436.3984
com,1986,378390.6963
com,1987,183104.5808
com,1988,-772116.0215
com,1989,-1108337.747
com,1990,-54939.2524
com,1991,-1440500
com,1992,-1134000
com,1993,-142300
com,1994,-76900
com,1995,-141900
com,1996,-368400
com,1997,-780700
com,1998,509100
com,1999,1896600
com,2000,593200
com,2001,88100
com,2002,87500
com,2003,-203200
com,2004,957000
com,2005,-24500
com,2006,-448400
com,2007,0
com,2008,0
com,2009,0
com,2010,0
com,2011,0
com,2012,0
com,2013,0
com,2014,0
com,2015,0
com,2016,0
com,2017,0
com,2018,0
com,2019,0
cpv,2007,-100
cpv,2008,100
cpv,2009,100
cpv,2010,0
cpv,2011,-170500
cpv,2012,0
cpv,2013,0
cpv,2014,0
cpv,2015,100
cpv,2016,-100.00002
cpv,2017,0
cpv,2018,-100
cpv,2019,0
cpv,2020,0
cri,1960,200
cri,1961,700
cri,1962,400
cri,1963,400
cri,1964,400
cri,1965,200
cri,1966,-200
cri,1967,100
cri,1968,-100
cri,1969,100
cri,1970,-200
cri,1971,-300
cri,1972,0
cri,1973,100
cri,1974,-100
cri,1975,-100
cri,1976,0
cri,1977,-500
cri,1978,-500
cri,1979,600
cri,1980,800
cri,1981,500
cri,1982,-700
cri,1983,0
cri,1984,0
cri,1985,0
cri,1986,0
cri,1987,0
cri,1988,0
cri,1989,0
cri,1990,100000
cri,1991,0.01004
cri,1992,0
cri,1993,0.00012
cri,1994,0.00977
cri,1995,0.00006
cri,1996,0.00952
cri,1997,-0.01001
cri,1998,0.01013
cri,1999,-0.01025
cri,2000,-0.00037
cri,2001,-0.01111
cri,2002,-0.00049
cri,2003,0.00952
cri,2004,-0.00024
cri,2005,0.01074
cri,2006,-0.06152
cri,2007,0.06836
cri,2008,0.08008
cri,2009,-0.03076
cri,2010,0.1792
cri,2011,0.04883
cri,2012,0.07324
cri,2013,-0.03711
cri,2014,-0.0127
cri,2015,0.08301
cri,2016,0.0918
cri,2017,-0.03418
cri,2018,-0.00977
cri,2019,0.09082
cri,2020,0.06738
cub,1970,-36094700
cub,1971,-43837700
cub,1972,-49264300
cub,1973,-52684800
cub,1974,-59653300
cub,1975,-66932000
cub,1976,-71755000
cub,1977,-75783400
cub,1978,-88025900
cub,1979,-92258100
cub,1980,-81768500
cub,1981,-112065400
cub,1982,-122403000
cub,1983,-120209000
cub,1984,-141222700
cub,1985,-41010700
cub,1986,-235976100
cub,1987,-153296700
cub,1988,-71823600
cub,1989,-181587500
cub,1990,200557800
cub,1991,77087000
cub,1992,-177640000
cub,1993,-197048800
cub,1994,174679300
cub,1995,140138200
cub,1996,368700
cub,1997,-91900
cub,1998,-16200
cub,1999,11100
cub,2000,75200
cub,2001,400000
cub,2002,24100
cub,2003,87500
cub,2004,400
cub,2005,84400
cub,2006,-235300
cub,2007,-500000
cub,2008,0
cub,2009,0
cub,2010,0
cub,2011,0
cub,2012,0
cub,2013,0
cub,2014,0
cub,2015,0
cub,2016,-1000000
cub,2017,-1000000
cub,2018,0
cub,2019,1000000
cub,2020,0
cyp,1975,0
cyp,1976,-32463400
cyp,1977,-33659500
cyp,1978,-35197200
cyp,1979,-7005300
cyp,1980,-7005300
cyp,1981,-12814400
cyp,1982,10593300
cyp,1983,18623800
cyp,1984,24433000
cyp,1985,47499300
cyp,1986,59801000
cyp,1987,39810200
cyp,1988,23066100
cyp,1989,77912400
cyp,1990,0
cyp,1991,100
cyp,1992,0
cyp,1993,-100
cyp,1994,0
cyp,1995,0
cyp,1996,0
cyp,1997,0
cyp,1998,0
cyp,1999,0
cyp,2000,0
cyp,2001,0
cyp,2002,0
cyp,2003,0
cyp,2004,0
cyp,2005,0
cyp,2006,0
cyp,2007,0
cyp,2008,0
cyp,2009,0
cyp,2010,0
cyp,2011,0
cyp,2012,0
cyp,2013,0
cyp,2014,0
cyp,2015,0
cyp,2016,11000
cyp,2017,0
cyp,2018,0
cyp,2019,0
cyp,2020,0
cze,1990,13903664000
cze,1991,26243128000
cze,1992,13314091000
cze,1993,15884268000
cze,1994,9288684000
cze,1995,0
cze,1996,0
cze,1997,0
cze,1998,0
cze,1999,0
cze,2000,0
cze,2001,0
cze,2002,0
cze,2003,0
cze,2004,0
cze,2005,0
cze,2006,0
cze,2007,0
cze,2008,0
cze,2009,0
cze,2010,0
cze,2011,0
cze,2012,0
cze,2013,0
cze,2014,0
cze,2015,0
cze,2016,0
cze,2017,0
cze,2018,0
cze,2019,0
cze,2020,0
deu,1970,-12657771000
deu,1971,-14560726000
deu,1972,-15196271000
deu,1973,-14375938000
deu,1974,-8849651000
deu,1975,-11342158000
deu,1976,-12101219000
deu,1977,-12687641000
deu,1978,-14081035000
deu,1979,-19249057000
deu,1980,-20390111000
deu,1981,-13995805000
deu,1982,-8873418000
deu,1983,-12278097000
deu,1984,-8237548000
deu,1985,-2787088000
deu,1986,-4082062000
deu,1987,-5263558000
deu,1988,-5184243000
deu,1989,-3318431000
deu,1990,-1147939000
deu,1991,0
deu,1992,0
deu,1993,0
deu,1994,0
deu,1995,0
deu,1996,0
deu,1997,0
deu,1998,0
deu,1999,0
deu,2000,0
deu,2001,0
deu,2002,0
deu,2003,0
deu,2004,0
deu,2005,0
deu,2006,0
deu,2007,0
deu,2008,0
deu,2009,0
deu,2010,0
deu,2011,0
deu,2012,0
deu,2013,0
deu,2014,0
deu,2015,0
deu,2016,0
deu,2017,0
deu,2018,0
deu,2019,0
deu,2020,0
dji,2013,64300
dji,2014,981000
dji,2015,777500
dji,2016,-222000
dji,2017,658800
dji,2018,-556800
dma,2009,0
dma,2010,10000
dma,2011,-10000
dma,2012,0
dma,2013,0
dma,2014,0
dma,2015,-10000
dma,2016,0
dma,2017,10000
dma,2018,0
dnk,1966,1000
dnk,1967,0
dnk,1968,0
dnk,1969,0
dnk,1970,1000
dnk,1971,1000
dnk,1972,-1000
dnk,1973,0
dnk,1974,1000
dnk,1975,-1000
dnk,1976,1000
dnk,1977,1000
dnk,1978,1000
dnk,1979,-2000
dnk,1980,0
dnk,1981,0
dnk,1982,-1000
dnk,1983,-1000
dnk,1984,-1000
dnk,1985,1000
dnk,1986,0
dnk,1987,-1000
dnk,1988,1000
dnk,1989,-1000
dnk,1990,-1000
dnk,1991,-3000
dnk,1992,-1000
dnk,1993,1000
dnk,1994,-8000
dnk,1995,-14000
dnk,1996,3000
dnk,1997,6000
dnk,1998,4000
dnk,1999,155000
dnk,2000,392000
dnk,2001,592000
dnk,2002,232000
dnk,2003,-104000
dnk,2004,161000
dnk,2005,-267000
dnk,2006,-23000
dnk,2007,-70000
dnk,2008,-143000
dnk,2009,-488000
dnk,2010,-57000
dnk,2011,-232000
dnk,2012,79000
dnk,2013,80000
dnk,2014,52000
dnk,2015,175000
dnk,2016,110000
dnk,2017,-16000
dnk,2018,-47000
dnk,2019,80000
dnk,2020,-40000
dom,1960,-19000300
dom,1961,-18999600
dom,1962,-18000300
dom,1963,-19000300
dom,1964,-19000300
dom,1965,-21000000
dom,1966,-19000000
dom,1967,-21000000
dom,1968,-20000000
dom,1969,-25000000
dom,1970,0
dom,1971,0
dom,1972,0
dom,1973,0
dom,1974,0
dom,1975,0
dom,1976,0
dom,1977,0
dom,1978,0
dom,1979,0
dom,1980,0
dom,1981,0
dom,1982,0
dom,1983,0
dom,1984,0.00001
dom,1985,0
dom,1986,0.00004
dom,1987,0
dom,1988,0.00003
dom,1989,0
dom,1990,-0.0001
dom,1991,0
dom,1992,0
dom,1993,0
dom,1994,0
dom,1995,0
dom,1996,0
dom,1997,0
dom,1998,0
dom,1999,0
dom,2000,0
dom,2001,0
dom,2002,0
dom,2003,0
dom,2004,0
dom,2005,-0.00003
dom,2006,0
dom,2007,0
dom,2008,-100
dom,2009,100
dom,2010,100
dom,2011,0
dom,2012,0
dom,2013,0
dom,2014,100
dom,2015,0
dom,2016,0
dom,2017,-100
dom,2018,-100.00012
dom,2019,0
dom,2020,0
dza,1960,427770500
dza,1961,241015100
dza,1962,-153617600
dza,1963,84859900
dza,1964,82884600
dza,1965,-500
dza,1966,0
dza,1967,500
dza,1968,600
dza,1969,600
dza,1970,600
dza,1971,1200
dza,1972,500
dza,1973,2300
dza,1974,-1100
dza,1975,200
dza,1976,4600
dza,1977,-4100
dza,1978,600
dza,1979,1800
dza,1980,2100
dza,1981,8600
dza,1982,900
dza,1983,-7200
dza,1984,-3000.00003
dza,1985,12800
dza,1986,23300
dza,1987,1000
dza,1988,28800
dza,1989,1100
dza,1990,-6200
dza,1991,-24600.00006
dza,1992,-16400
dza,1993,-20500
dza,1994,0.00012
dza,1995,-32600
dza,1996,16400
dza,1997,-152700
dza,1998,45000
dza,1999,-100000
dza,2000,300000
dza,2001,-200000
dza,2002,100000
dza,2003,-100000
dza,2004,300000
dza,2005,-400000
dza,2006,-100000
dza,2007,100000
dza,2008,100000
dza,2009,100000
dza,2010,200000
dza,2011,-100000
dza,2012,899399999.99902
dza,2013,-2262100000
dza,2014,-13946600000
dza,2015,10200000
dza,2016,1100000
dza,2017,5000000
dza,2018,-58761000000
dza,2019,72734000000
dza,2020,-339700000000
ecu,1960,7118537.42607
ecu,1961,3816767.86528
ecu,1962,16042508.89698
ecu,1963,18364722.92312
ecu,1964,-1821423.52221
ecu,1965,0
ecu,1966,0
ecu,1967,0
ecu,1968,0
ecu,1969,0
ecu,1970,0
ecu,1971,0
ecu,1972,0
ecu,1973,0
ecu,1974,0
ecu,1975,0
ecu,1976,0
ecu,1977,0
ecu,1978,0
ecu,1979,0
ecu,1980,0
ecu,1981,0
ecu,1982,0
ecu,1983,0
ecu,1984,0
ecu,1985,0
ecu,1986,0
ecu,1987,0
ecu,1988,0
ecu,1989,0
ecu,1990,0
ecu,1991,0
ecu,1992,0
ecu,1993,0
ecu,1994,0
ecu,1995,0
ecu,1996,0
ecu,1997,0
ecu,1998,0
ecu,1999,0
ecu,2000,0
ecu,2001,0
ecu,2002,0
ecu,2003,0
ecu,2004,0
ecu,2005,0
ecu,2006,0
ecu,2007,0
ecu,2008,0
ecu,2009,0
ecu,2010,0
ecu,2011,0
ecu,2012,0
ecu,2013,0
ecu,2014,0
ecu,2015,0
ecu,2016,0
ecu,2017,0
ecu,2018,0
ecu,2019,0
ecu,2020,0
egy,1960,0
egy,1961,0
egy,1962,0
egy,1963,0
egy,1964,0
egy,1965,-100000
egy,1966,0
egy,1967,0
egy,1968,0
egy,1969,0
egy,1970,0
egy,1971,0
egy,1972,0
egy,1973,0
egy,1974,0
egy,1975,0
egy,1976,0
egy,1977,0
egy,1978,0
egy,1979,0
egy,1980,2199184.70542
egy,1981,0
egy,1982,476300000
egy,1983,0
egy,1984,0
egy,1985,0
egy,1986,0
egy,1987,0
egy,1988,0
egy,1989,500
egy,1990,-1300
egy,1991,0
egy,1992,0
egy,1993,0
egy,1994,0
egy,1995,0
egy,1996,0
egy,1997,0
egy,1998,0
egy,1999,0
egy,2000,0
egy,2001,0
egy,2002,0
egy,2003,0
egy,2004,0
egy,2005,0
egy,2006,0
egy,2007,0
egy,2008,0
egy,2009,0
egy,2010,0
egy,2011,0
egy,2012,0
egy,2013,0
egy,2014,0
egy,2015,0
egy,2016,0
egy,2017,0
egy,2018,0
egy,2019,0
egy,2020,0
eri,1992,0
eri,1993,-11400000
eri,1994,-9000000
eri,1995,-9000000
eri,1996,0
eri,1997,0
eri,1998,0
eri,1999,0
eri,2000,-100
eri,2001,100
eri,2002,100
eri,2003,-100
eri,2004,100
eri,2005,0
eri,2006,0
eri,2007,0
eri,2008,0
eri,2009,0
eri,2010,-8110682500
eri,2011,-8359897000
esp,1970,-60645000
esp,1971,-24303000
esp,1972,-45327000
esp,1973,-87082000
esp,1974,-221928000
esp,1975,-242490000
esp,1976,-272262000
esp,1977,-221956000
esp,1978,-126447000
esp,1979,-167233000
esp,1980,-327078000
esp,1981,-272233000
esp,1982,-273927000
esp,1983,-176916000
esp,1984,-31010000
esp,1985,-69743000
esp,1986,-318798000
esp,1987,-412918000
esp,1988,-510168000
esp,1989,-672413000
esp,1990,-871942000
esp,1991,-951613000
esp,1992,-957815000
esp,1993,-717610000
esp,1994,-280185000
esp,1995,0
esp,1996,0
esp,1997,0
esp,1998,0
esp,1999,0
esp,2000,0
esp,2001,0
esp,2002,0
esp,2003,0
esp,2004,0
esp,2005,0
esp,2006,0
esp,2007,0
esp,2008,0
esp,2009,0
esp,2010,0
esp,2011,0
esp,2012,0
esp,2013,0
esp,2014,0
esp,2015,0
esp,2016,0
esp,2017,0
esp,2018,0
esp,2019,0
esp,2020,0
est,1995,11194000
est,1996,87516000
est,1997,53744000
est,1998,-6856000
est,1999,20194000
est,2000,49565000
est,2001,67028000
est,2002,67239000
est,2003,12004000
est,2004,35700000
est,2005,56173000
est,2006,41387000
est,2007,78287000
est,2008,86646000
est,2009,21198000
est,2010,-15145000
est,2011,-18553000
est,2012,-960000
est,2013,5800000
est,2014,10429000
est,2015,19246000
est,2016,18401000
est,2017,19224000
est,2018,292350000
est,2019,109147000
est,2020,-475729000
eth,2011,17000
eth,2012,27400
eth,2013,31100
eth,2014,22400
eth,2015,0
eth,2016,67817000000
eth,2017,-4381000000
eth,2018,83836000000
eth,2019,-5489000000
eth,2020,0
fin,1970,106493000
fin,1971,156598000
fin,1972,199892000
fin,1973,355982000
fin,1974,126887000
fin,1975,29265000
fin,1976,348813000
fin,1977,-334607000
fin,1978,171655000
fin,1979,244804000
fin,1980,155000000
fin,1981,183000000
fin,1982,-31000000
fin,1983,117000000
fin,1984,-176000000
fin,1985,357000000
fin,1986,340000000
fin,1987,147000000
fin,1988,639000000
fin,1989,126000000
fin,1990,441000000
fin,1991,-204000000
fin,1992,-173000000
fin,1993,-303000000
fin,1994,-323000000
fin,1995,-647000000
fin,1996,-880000000
fin,1997,-549000000
fin,1998,-709000000
fin,1999,-607000000
fin,2000,-777000000
fin,2001,135000000
fin,2002,143000000
fin,2003,663000000
fin,2004,469000000
fin,2005,625000000
fin,2006,1210000000
fin,2007,583000000
fin,2008,487000000
fin,2009,501000000
fin,2010,445000000
fin,2011,418000000
fin,2012,48000000
fin,2013,9000000
fin,2014,414000000
fin,2015,0
fin,2016,0
fin,2017,0
fin,2018,0
fin,2019,0
fin,2020,-980000000
fji,1980,-27539900
fji,1981,12928000
fji,1982,11699000
fji,1983,-17095900
fji,1984,8685000
fji,1985,-20411000
fji,1986,37356000
fji,1987,-31611000
fji,1988,-53640000
fji,1989,-99533000
fji,1990,3351000
fji,1991,-45501000
fji,1992,84961000
fji,1993,202648000
fji,1994,261660000
fji,1995,266138000
fji,1996,141650000
fji,1997,101350000
fji,1998,-74340000
fji,1999,441601000
fji,2000,477000000
fji,2001,701500000
fji,2002,505370000
fji,2003,789800000
fji,2004,1515600000
fji,2005,-218486200
fji,2006,231032100
fji,2007,422375700
fji,2008,222191800
fji,2009,79305600
fji,2010,18995100
fji,2011,-21700
fji,2012,-73900
fji,2013,36200
fji,2014,927708500
fji,2015,503751200
fji,2016,333541200
fji,2017,508104800
fji,2018,880335794.7145
fji,2019,1546629801.2719
fji,2020,1612577146.99711
fra,1960,0
fra,1961,0
fra,1962,-1000000
fra,1963,0
fra,1964,-1000000
fra,1965,1000000
fra,1966,1000000
fra,1967,0
fra,1968,0
fra,1969,0
fra,1970,0
fra,1971,0
fra,1972,-1000000
fra,1973,0
fra,1974,0
fra,1975,1000000
fra,1976,0
fra,1977,1000000
fra,1978,0
fra,1979,0
fra,1980,-1000000
fra,1981,1000000
fra,1982,0
fra,1983,-1000000
fra,1984,1000000
fra,1985,0
fra,1986,0
fra,1987,0
fra,1988,0
fra,1989,1000000
fra,1990,1000000
fra,1991,0
fra,1992,0
fra,1993,0
fra,1994,1000000
fra,1995,1000000
fra,1996,1000000
fra,1997,0
fra,1998,1000000
fra,1999,-1000000
fra,2000,0
fra,2001,0
fra,2002,0
fra,2003,0
fra,2004,1000000
fra,2005,1000000
fra,2006,1000000
fra,2007,0
fra,2008,-1000000
fra,2009,-1000000
fra,2010,-1000000
fra,2011,-1000000
fra,2012,0
fra,2013,0
fra,2014,0
fra,2015,0
fra,2016,0
fra,2017,0
fra,2018,0
fra,2019,0
fra,2020,0
fro,1998,0
fro,1999,0
fro,2000,0
fro,2001,0
fro,2002,0
fro,2003,0
fro,2004,100000
fro,2005,0
fro,2006,0
fro,2007,0
fro,2008,0
fro,2009,0
fro,2010,0
fro,2011,0
fro,2012,0
fro,2013,0
fro,2014,0
fro,2015,0
fro,2016,0
fro,2017,0
fro,2018,-100000
fro,2019,0
fsm,1983,1000000
gab,1970,0
gab,1971,0
gab,1972,0
gab,1973,0
gab,1974,0
gab,1975,0
gab,1976,0
gab,1977,0
gab,1978,0
gab,1979,0
gab,1980,0
gab,1981,0
gab,1982,0
gab,1983,0
gab,1984,0
gab,1985,0
gab,1986,0
gab,1987,0
gab,1988,0
gab,1989,0
gab,1990,0
gab,1991,11979995100
gab,1992,2613000600
gab,1993,-5744987700
gab,1994,-7113014600
gab,1995,290019700
gab,1996,-142599970800
gab,1997,22099991300
gab,1998,-12400020500
gab,1999,-63999985400
gab,2000,0
gab,2001,10209824000
gab,2002,24241774000
gab,2003,10895100000
gab,2004,1585400000
gab,2005,0
gab,2006,0
gab,2007,0
gab,2008,0
gab,2009,0
gab,2010,0
gab,2011,0
gab,2012,0.00098
gab,2013,0
gab,2014,100
gab,2015,99.99902
gab,2016,-100
gab,2017,9984423100
gab,2018,0
gab,2019,-100.00024
gab,2020,0
gbr,1970,-5117990000
gbr,1971,-6034331000
gbr,1972,-6163082000
gbr,1973,-7899129000
gbr,1974,-10635942000
gbr,1975,-14663932000
gbr,1976,-18939954000
gbr,1977,-19605115000
gbr,1978,-20874920000
gbr,1979,-22466502000
gbr,1980,-24534537000
gbr,1981,-25496972000
gbr,1982,-27244853000
gbr,1983,-29415025000
gbr,1984,-31170449000
gbr,1985,-33883641000
gbr,1986,-36431553000
gbr,1987,-36864982000
gbr,1988,-41263980000
gbr,1989,-41174888000
gbr,1990,-42207649000
gbr,1991,-42207881000
gbr,1992,-46960212000
gbr,1993,-49939501000
gbr,1994,-59500326000
gbr,1995,0
gbr,1996,0
gbr,1997,0
gbr,1998,0
gbr,1999,0
gbr,2000,0
gbr,2001,0
gbr,2002,0
gbr,2003,0
gbr,2004,0
gbr,2005,0
gbr,2006,0
gbr,2007,0
gbr,2008,0
gbr,2009,0
gbr,2010,0
gbr,2011,0
gbr,2012,0
gbr,2013,0
gbr,2014,0
gbr,2015,0
gbr,2016,0
gbr,2017,0
gbr,2018,0
gbr,2019,0
gbr,2020,-3709000000
geo,1987,0
geo,1988,0
geo,1989,100
geo,1990,-400
geo,1991,100
geo,1992,19300
geo,1993,-100
geo,1994,0
geo,1995,0
geo,1996,-524825800
geo,1997,-159651500
geo,1998,-86677100
geo,1999,45357200
geo,2000,-541493200
geo,2001,-336226100
geo,2002,-218888000
geo,2003,-240400000
geo,2004,-275900000
geo,2005,-326500000
geo,2006,-387100000
geo,2007,-477000000
geo,2008,-535600000
geo,2009,-504900000
geo,2010,200000
geo,2011,100000
geo,2012,0
geo,2013,0
geo,2014,-200000
geo,2015,100000
geo,2016,0
geo,2017,0
geo,2018,100000
geo,2019,0
geo,2020,9.671
gha,1960,0
gha,1961,0
gha,1962,0
gha,1963,0
gha,1964,0
gha,1965,0
gha,1966,0
gha,1967,0
gha,1968,0
gha,1969,0
gha,1970,0
gha,1971,0
gha,1972,-100
gha,1973,0
gha,1974,0
gha,1975,0
gha,1983,0
gha,1984,0
gha,1985,-100
gha,1986,-100
gha,1987,-100
gha,1988,100
gha,1989,0
gha,1990,100
gha,1991,0
gha,1992,0
gha,1993,0
gha,1994,0
gha,1995,-100
gha,1996,0
gha,1997,100
gha,1998,0
gha,1999,0
gha,2000,0
gha,2001,0
gha,2002,0
gha,2003,0
gha,2004,100
gha,2005,-5800
gha,2006,0
gha,2007,0
gha,2008,-6500
gha,2009,19300
gha,2010,1215968300
gha,2011,100
gha,2012,0
gha,2013,15.9793
gha,2014,-30.01749
gha,2015,3.5878
gha,2016,-90.12469
gha,2017,-89.41703
gha,2018,111.7915
gha,2019,-54.623
gha,2020,-16.8999
gin,1986,-46011900
gin,1987,-5816100
gin,1988,-6018300
