geo,time,dc_dac_deul_cd
chl,2009,11520000.45776
chl,2010,71839996.33789
chl,2011,36459999.08447
chl,2012,47750000
chl,2013,25600000.38147
chl,2014,162460006.71387
chl,2015,7349999.90463
chl,2016,135169998.16895
chl,2017,24629999.16077
chn,1979,1340000.03338
chn,1980,6519999.98093
chn,1981,8130000.11444
chn,1982,60209999.08447
chn,1983,96730003.35693
chn,1984,57479999.54224
chn,1985,97569999.69482
chn,1986,51200000.76294
chn,1987,29290000.91553
chn,1988,45569999.69482
chn,1989,111889999.38965
chn,1990,228940002.44141
chn,1991,107089996.33789
chn,1992,192820007.32422
chn,1993,247830001.83105
chn,1994,299989990.23438
chn,1995,684049987.79297
chn,1996,461140014.64844
chn,1997,381890014.64844
chn,1998,321309997.55859
chn,1999,304589996.33789
chn,2000,212809997.55859
chn,2001,163820007.32422
chn,2002,149869995.11719
chn,2003,152179992.67578
chn,2004,260459991.45508
chn,2005,255110000.61035
chn,2006,244850006.10352
chn,2007,289279998.7793
chn,2008,411869995.11719
chn,2009,340880004.88281
chn,2010,321500000
chn,2011,485549987.79297
chn,2012,431029998.7793
chn,2013,371570007.32422
chn,2014,425470001.2207
chn,2015,545119995.11719
chn,2016,589239990.23438
chn,2017,403779998.7793
chn,2018,507489990.23438
chn,2019,504649993.89648
civ,1962,19999.99955
civ,1963,109999.9994
civ,1964,50000.00075
civ,1965,790000.02146
civ,1966,1429999.94755
civ,1967,2339999.91417
civ,1968,2250000
civ,1969,5889999.86649
civ,1970,5929999.82834
civ,1971,8560000.41962
civ,1972,2839999.91417
civ,1973,7849999.90463
civ,1974,4800000.19073
civ,1975,9810000.41962
civ,1976,6780000.20981
civ,1977,5650000.09537
civ,1978,16459999.08447
civ,1979,18879999.16077
civ,1980,11649999.61853
civ,1981,8170000.07629
civ,1982,12869999.88556
civ,1983,19780000.68665
civ,1984,17430000.30518
civ,1985,13970000.26703
civ,1986,13829999.92371
civ,1987,14399999.61853
civ,1988,19440000.53406
civ,1989,13510000.22888
civ,1990,19219999.31335
civ,1991,28239999.77112
civ,1992,25120000.83923
civ,1993,43750000
civ,1994,45889999.38965
civ,1995,74230003.35693
civ,1996,34020000.45776
civ,1997,21049999.23706
civ,1998,35029998.7793
civ,1999,39849998.47412
civ,2000,15689999.58038
civ,2001,19010000.22888
civ,2002,31110000.61035
civ,2003,54369998.93188
civ,2004,14460000.03815
civ,2005,13199999.80927
civ,2006,12470000.26703
civ,2007,19809999.46594
civ,2008,17469999.31335
civ,2009,15079999.92371
civ,2010,92550003.05176
civ,2011,19459999.08447
civ,2012,14390000.34332
civ,2013,104839996.33789
civ,2014,18729999.54224
civ,2015,15850000.38147
civ,2016,9239999.77112
civ,2017,22629999.16077
civ,2018,15609999.65668
civ,2019,99610000.61035
cmr,1960,9999.99978
cmr,1962,29999.99933
cmr,1963,469999.99881
cmr,1964,300000.01192
cmr,1965,2119999.88556
cmr,1966,1899999.97616
cmr,1967,3319999.93324
cmr,1968,3250000
cmr,1969,3470000.02861
cmr,1970,2180000.06676
cmr,1971,5110000.13351
cmr,1972,4920000.07629
cmr,1973,4590000.15259
cmr,1974,4389999.86649
cmr,1975,7699999.80927
cmr,1976,19979999.54224
cmr,1977,20270000.45776
cmr,1978,36069999.69482
cmr,1979,76400001.52588
cmr,1980,25290000.91553
cmr,1981,15989999.77112
cmr,1982,10319999.69482
cmr,1983,9930000.30518
cmr,1984,12119999.88556
cmr,1985,11340000.15259
cmr,1986,22239999.77112
cmr,1987,49970001.2207
cmr,1988,27290000.91553
cmr,1989,44740001.67847
cmr,1990,43630001.06812
cmr,1991,41779998.7793
cmr,1992,50430000.30518
cmr,1993,30559999.46594
cmr,1994,33040000.91553
cmr,1995,34970001.2207
cmr,1996,56430000.30518
cmr,1997,57080001.83105
cmr,1998,42659999.84741
cmr,1999,36549999.23706
cmr,2000,46959999.08447
cmr,2001,46049999.23706
cmr,2002,67000000
cmr,2003,349170013.42773
cmr,2004,205669998.16895
cmr,2005,183039993.28613
cmr,2006,228110000.61035
cmr,2007,754520019.53125
cmr,2008,110019996.64307
cmr,2009,90980003.35693
cmr,2010,90529998.7793
cmr,2011,97080001.83105
cmr,2012,88839996.33789
cmr,2013,83760002.13623
cmr,2014,87389999.38965
cmr,2015,72430000.30518
cmr,2016,87720001.2207
cmr,2017,100059997.55859
cmr,2018,112569999.69482
cmr,2019,113330001.83106
cod,1960,90000.00358
cod,1961,79999.99821
cod,1962,3950000.04768
cod,1963,3960000.03815
cod,1964,720000.02861
cod,1965,600000.02384
cod,1966,3269999.98093
cod,1967,2250000
cod,1968,550000.01192
cod,1969,-100000.00149
cod,1970,1429999.94755
cod,1971,779999.97139
cod,1972,3339999.91417
cod,1973,5019999.98093
cod,1974,7619999.88556
cod,1975,8489999.77112
cod,1976,8090000.15259
cod,1977,14500000
cod,1978,15180000.30518
cod,1979,19930000.30518
cod,1980,36759998.32153
cod,1981,35860000.61035
cod,1982,31899999.61853
cod,1983,30899999.61853
cod,1984,26079999.92371
cod,1985,20020000.45776
cod,1986,39720001.2207
cod,1987,52259998.32153
cod,1988,51790000.91553
cod,1989,44560001.37329
cod,1990,112379997.25342
cod,1991,132070007.32422
cod,1992,31260000.22888
cod,1993,24829999.92371
cod,1994,27809999.46594
cod,1995,34150001.52588
cod,1996,34369998.93188
cod,1997,15789999.96185
cod,1998,2779999.97139
cod,1999,12199999.80927
cod,2000,12760000.22888
cod,2001,12920000.07629
cod,2002,21110000.61035
cod,2003,541559997.55859
cod,2004,59290000.91553
cod,2005,51090000.15259
cod,2006,35700000.76294
cod,2007,62959999.08447
cod,2008,61209999.08447
cod,2009,79419998.16895
cod,2010,77110000.61035
cod,2011,93889999.38965
cod,2012,594119995.11719
cod,2013,88000000
cod,2014,92510002.13623
cod,2015,87019996.64307
cod,2016,85250000
cod,2017,113599998.47412
cod,2018,142660003.66211
cod,2019,201990005.49316
cog,1963,50000.00075
cog,1964,219999.99881
cog,1965,170000.00179
cog,1966,910000.02623
cog,1967,1659999.96662
cog,1968,310000.00238
cog,1969,349999.99404
cog,1970,250000
cog,1971,1370000.00477
cog,1972,239999.99464
cog,1973,289999.99166
cog,1974,100000.00149
cog,1975,209999.99344
cog,1976,209999.99344
cog,1977,529999.97139
cog,1978,1019999.98093
cog,1979,1519999.98093
cog,1980,2779999.97139
cog,1981,2150000.09537
cog,1982,4320000.17166
cog,1983,6420000.07629
cog,1984,6559999.94278
cog,1985,5409999.84741
cog,1986,5300000.19073
cog,1987,6000000
cog,1988,8520000.45776
cog,1989,7559999.94278
cog,1990,6780000.20981
cog,1991,7440000.05722
cog,1992,11010000.22888
cog,1993,13239999.77112
cog,1994,12489999.77112
cog,1995,8350000.38147
cog,1996,6659999.84741
cog,1997,7949999.80927
cog,1998,13470000.26703
cog,1999,3759999.99046
cog,2000,2339999.91417
cog,2001,1659999.96662
cog,2002,2599999.90463
cog,2003,850000.02384
cog,2004,519999.98093
cog,2005,63729999.54224
cog,2006,3759999.99046
cog,2007,5780000.20981
cog,2008,-270000.01073
cog,2009,25829999.92371
cog,2010,9380000.11444
cog,2011,100370002.74658
cog,2012,9449999.80927
cog,2013,750000
cog,2014,649999.97616
cog,2015,490000.00954
cog,2016,430000.00715
cog,2017,540000.02146
cog,2018,610000.01431
cog,2019,649999.97616
col,1960,-270000.01073
col,1962,109999.9994
col,1963,180000.00715
col,1964,1090000.03338
col,1965,1429999.94755
col,1966,1639999.98569
col,1967,2940000.05722
col,1968,4070000.17166
col,1969,5150000.09537
col,1970,6409999.84741
col,1971,6349999.90463
col,1972,10310000.41962
col,1973,7880000.11444
col,1974,10069999.69482
col,1975,14439999.58038
col,1976,15470000.26703
col,1977,10899999.61853
col,1978,16200000.76294
col,1979,14369999.88556
col,1980,19620000.83923
col,1981,29850000.38147
col,1982,40250000
col,1983,14300000.19073
col,1984,11859999.65668
col,1985,16239999.77112
col,1986,17319999.69482
col,1987,22780000.68665
col,1988,22610000.61035
col,1989,17989999.77112
col,1990,24629999.16077
col,1991,20659999.84741
col,1992,75790000.91553
col,1993,18079999.92371
col,1994,17200000.76294
col,1995,20350000.38147
col,1996,32220001.2207
col,1997,31950000.76294
col,1998,24250000
col,1999,22409999.84741
col,2000,13119999.88556
col,2001,15039999.96185
col,2002,21389999.38965
col,2003,19299999.23706
col,2004,20590000.15259
col,2005,21510000.22888
col,2006,22370000.83923
col,2007,23870000.83923
col,2008,42080001.83105
col,2009,45240001.67847
col,2010,45270000.45776
col,2011,46220001.2207
col,2012,48930000.30518
col,2013,50299999.23706
col,2014,156070007.32422
col,2015,238800003.05176
col,2016,278640014.64844
col,2017,156320007.32422
col,2018,516960021.97266
col,2019,57040000.91553
com,1971,200000.00298
com,1977,19999.99955
com,1979,29999.99933
com,1980,600000.02384
com,1981,649999.97616
com,1982,620000.00477
com,1983,779999.97139
com,1984,1179999.94755
com,1985,529999.97139
com,1986,389999.98569
com,1987,3039999.96185
com,1988,319999.99285
com,1989,790000.02146
com,1990,460000.00834
com,1991,639999.98569
com,1992,449999.98808
com,1993,1639999.98569
com,1994,389999.98569
com,1995,209999.99344
com,1996,949999.98808
com,1997,259999.99046
com,1998,600000.02384
com,1999,419999.98689
com,2000,29999.99933
com,2001,29999.99933
com,2003,39999.99911
com,2004,19999.99955
com,2005,50000.00075
com,2006,19999.99955
com,2007,39999.99911
com,2008,9999.99978
com,2011,19999.99955
com,2012,0
com,2013,9999.99978
com,2018,9999.99978
com,2019,19999.99955
cpv,1969,9999.99978
cpv,1975,360000.01431
cpv,1976,600000.02384
cpv,1977,2059999.94278
cpv,1978,2920000.07629
cpv,1979,5889999.86649
cpv,1980,4920000.07629
cpv,1981,3839999.91417
cpv,1982,8869999.88556
cpv,1983,6690000.05722
cpv,1984,4809999.94278
cpv,1985,6210000.03815
cpv,1986,6099999.90463
cpv,1987,13199999.80927
cpv,1988,7099999.90463
cpv,1989,4380000.11444
cpv,1990,6110000.13351
cpv,1991,8149999.61853
cpv,1992,11010000.22888
cpv,1993,7190000.05722
cpv,1994,8579999.92371
cpv,1995,10710000.03815
cpv,1996,12319999.69482
cpv,1997,11079999.92371
cpv,1998,10439999.58038
cpv,1999,20229999.54224
cpv,2000,2150000.09537
cpv,2001,1840000.03338
cpv,2002,1169999.95708
cpv,2003,2160000.08583
cpv,2004,3000000
cpv,2005,3109999.8951
cpv,2006,2289999.96185
cpv,2007,1090000.03338
cpv,2008,500000
cpv,2009,-289999.99166
cpv,2010,-879999.99523
cpv,2011,209999.99344
cpv,2012,1100000.02384
cpv,2013,1179999.94755
cpv,2014,490000.00954
cpv,2015,289999.99166
cpv,2016,610000.01431
cpv,2017,119999.99732
cpv,2018,79999.99821
cpv,2019,910000.02623
cri,1963,19999.99955
cri,1964,19999.99955
cri,1965,230000.00417
cri,1966,639999.98569
cri,1967,310000.00238
cri,1968,490000.00954
cri,1969,709999.97854
cri,1970,1000000
cri,1971,1610000.01431
cri,1972,2000000
cri,1973,2619999.88556
cri,1974,3049999.95232
cri,1975,3119999.88556
cri,1976,3690000.05722
cri,1977,4210000.03815
cri,1978,7920000.07629
cri,1979,6760000.22888
cri,1980,12689999.58038
cri,1981,16190000.53406
cri,1982,8949999.80927
cri,1983,5769999.98093
cri,1984,5349999.90463
cri,1985,6840000.15259
cri,1986,12489999.77112
cri,1987,11119999.88556
cri,1988,12250000
cri,1989,13239999.77112
cri,1990,24659999.84741
cri,1991,13739999.77112
cri,1992,20780000.68665
cri,1993,13000000
cri,1994,14010000.22888
cri,1995,1340000.03338
cri,1996,2220000.02861
cri,1997,-5349999.90463
cri,1998,1490000.00954
cri,1999,-2289999.96185
cri,2000,1389999.98569
cri,2001,660000.02623
cri,2002,3130000.11444
cri,2003,8619999.88556
cri,2004,8909999.84741
cri,2005,5360000.13351
cri,2006,7389999.86649
cri,2007,3220000.02861
cri,2008,29670000.07629
cri,2009,15010000.22888
cri,2010,21909999.84741
cri,2011,9899999.61853
cri,2012,11060000.41962
cri,2013,7150000.09537
cri,2014,5909999.84741
cri,2015,17520000.45776
cri,2016,24520000.45776
cri,2017,2720000.02861
cri,2018,5050000.19073
cri,2019,4309999.94278
cub,1970,9999.99978
cub,1973,9999.99978
cub,1975,9999.99978
cub,1976,9999.99978
cub,1977,370000.00477
cub,1978,29999.99933
cub,1979,19999.99955
cub,1980,79999.99821
cub,1981,19999.99955
cub,1982,29999.99933
cub,1983,39999.99911
cub,1984,100000.00149
cub,1985,39999.99911
cub,1986,70000.0003
cub,1987,150000.00596
cub,1988,200000.00298
cub,1989,230000.00417
cub,1990,1139999.98569
cub,1991,1960000.03815
cub,1992,2299999.95232
cub,1993,1500000
cub,1994,1389999.98569
cub,1995,1539999.96185
cub,1996,2119999.88556
cub,1997,1730000.01907
cub,1998,1659999.96662
cub,1999,2509999.99046
cub,2000,2450000.04768
cub,2001,2170000.07629
cub,2002,4329999.92371
cub,2003,4690000.05722
cub,2004,2880000.11444
cub,2005,3490000.00954
cub,2006,3839999.91417
cub,2007,2950000.04768
cub,2008,2559999.94278
cub,2009,2450000.04768
cub,2010,2519999.98093
cub,2011,2849999.90463
cub,2012,2150000.09537
cub,2013,2630000.11444
cub,2014,2069999.93324
cub,2015,2140000.1049
cub,2016,2400000.09537
cub,2017,2890000.1049
cub,2018,3579999.92371
cub,2019,3049999.95232
cym,1987,1250000
cym,1988,11590000.15259
cym,1991,-620000.00477
cym,1992,-1210000.03815
cym,1993,-1139999.98569
cym,1994,-1159999.96662
cym,1995,-660000.02623
cym,1996,-1990000.00954
cym,1997,-1159999.96662
cym,1998,-1000000
cym,1999,-460000.00834
cym,2000,-3119999.88556
cyp,1962,50000.00075
cyp,1963,1279999.97139
cyp,1964,829999.98331
cyp,1965,349999.99404
cyp,1966,230000.00417
cyp,1967,79999.99821
cyp,1968,-39999.99911
cyp,1969,109999.9994
cyp,1970,3230000.01907
cyp,1971,519999.98093
cyp,1972,469999.99881
cyp,1973,1549999.95232
cyp,1974,3119999.88556
cyp,1975,1860000.01431
cyp,1976,1230000.01907
cyp,1977,4480000.01907
cyp,1978,4360000.13351
cyp,1979,3819999.93324
cyp,1980,4219999.79019
cyp,1981,7179999.82834
cyp,1982,10489999.77112
cyp,1983,3039999.96185
cyp,1984,379999.99523
cyp,1985,-9999.99978
cyp,1986,-490000.00954
cyp,1987,1269999.98093
cyp,1988,1129999.99523
cyp,1989,519999.98093
cyp,1990,600000.02384
cyp,1991,180000.00715
cyp,1992,-9999.99978
cyp,1993,-910000.02623
cyp,1994,1909999.96662
cyp,1995,-1129999.99523
cyp,1996,-379999.99523
cyp,1997,-1480000.01907
cyp,1998,100000.00149
cyp,1999,200000.00298
cyp,2000,-19999.99955
cyp,2001,660000.02623
cyp,2002,1090000.03338
cyp,2003,2210000.03815
cyp,2004,2539999.96185
cze,1990,3180000.06676
cze,1991,8000000
cze,1992,20000000
cze,1993,18370000.83923
cze,1994,15119999.88556
cze,1995,26799999.23706
cze,1996,31989999.77112
cze,1997,24030000.68665
cze,1998,13250000
cze,1999,13100000.38147
cze,2000,9819999.69482
cze,2001,9770000.45776
cze,2002,16340000.15259
cze,2003,18450000.76294
cze,2004,18149999.61853
dji,1967,9999.99978
dji,1977,100000.00149
dji,1978,180000.00715
dji,1979,879999.99523
dji,1980,3509999.99046
dji,1981,2710000.03815
dji,1982,1850000.02384
dji,1983,2779999.97139
dji,1984,2450000.04768
dji,1985,3920000.07629
dji,1986,2910000.08583
dji,1987,2029999.97139
dji,1988,4239999.77112
dji,1989,3029999.97139
dji,1990,2140000.1049
dji,1991,1899999.97616
dji,1992,1289999.96185
dji,1993,939999.99762
dji,1994,1679999.94755
dji,1995,1610000.01431
dji,1996,1440000.05722
dji,1997,1639999.98569
dji,1998,1899999.97616
dji,1999,449999.98808
dji,2000,300000.01192
dji,2001,90000.00358
dji,2002,29999.99933
dji,2003,579999.98331
dji,2004,289999.99166
dji,2005,389999.98569
dji,2006,140000.0006
dji,2007,280000.00119
dji,2008,200000.00298
dji,2009,1120000.00477
dji,2010,230000.00417
dji,2011,6800000.19073
dji,2012,2660000.08583
dji,2013,1820000.05245
dji,2014,1100000.02384
dji,2015,1429999.94755
dji,2016,1139999.98569
dji,2017,540000.02146
dji,2018,360000.01431
dji,2019,889999.98569
dma,1980,250000
dma,1981,189999.99762
dma,1982,59999.99866
dma,1983,59999.99866
dma,1984,129999.99523
dma,1985,90000.00358
dma,1986,150000.00596
dma,1987,289999.99166
dma,1988,200000.00298
dma,1989,280000.00119
dma,1990,330000.01311
dma,1991,389999.98569
dma,1992,360000.01431
dma,1993,189999.99762
dma,1994,340000.00358
dma,1995,270000.01073
dma,1996,159999.99642
dma,1997,159999.99642
dma,1999,19999.99955
dma,2000,79999.99821
dma,2001,39999.99911
dma,2002,50000.00075
dma,2003,29999.99933
dma,2004,50000.00075
dma,2005,19999.99955
dma,2008,9999.99978
dma,2009,9999.99978
dma,2010,29999.99933
dma,2011,39999.99911
dma,2013,9999.99978
dma,2014,19999.99955
dma,2015,29999.99933
dma,2016,39999.99911
dma,2017,90000.00358
dma,2018,39999.99911
dma,2019,100000.00149
dom,1964,19999.99955
dom,1965,150000.00596
dom,1966,239999.99464
dom,1967,219999.99881
dom,1968,370000.00477
dom,1969,189999.99762
dom,1970,170000.00179
dom,1971,259999.99046
dom,1972,209999.99344
dom,1973,389999.98569
dom,1974,540000.02146
dom,1975,850000.02384
dom,1976,930000.00715
dom,1977,1409999.96662
dom,1978,1409999.96662
dom,1979,2740000.00954
dom,1980,12869999.88556
dom,1981,5389999.86649
dom,1982,6099999.90463
dom,1983,10300000.19073
dom,1984,4019999.98093
dom,1985,5690000.05722
dom,1986,5550000.19073
dom,1987,16290000.91553
dom,1988,15119999.88556
dom,1989,10739999.77112
dom,1990,12390000.34332
dom,1991,11079999.92371
dom,1992,12850000.38147
dom,1993,15479999.54224
dom,1994,4000000
dom,1995,7860000.13351
dom,1996,6989999.77112
dom,1997,6719999.79019
dom,1998,8489999.77112
dom,1999,10829999.92371
dom,2000,9189999.58038
dom,2001,8159999.84741
dom,2002,7960000.03815
dom,2003,7460000.03815
dom,2004,10479999.54224
dom,2005,14729999.54224
dom,2006,23180000.30518
dom,2007,8720000.26703
dom,2008,8119999.88556
dom,2009,-2160000.08583
dom,2010,850000.02384
dom,2011,750000
dom,2012,550000.01192
dom,2013,59999.99866
dom,2014,430000.00715
dom,2015,-349999.99404
dom,2016,-140000.0006
dom,2017,319999.99285
dom,2018,4750000
dom,2019,9670000.07629
dza,1962,600000.02384
dza,1963,289999.99166
dza,1964,389999.98569
dza,1965,910000.02623
dza,1966,639999.98569
dza,1967,939999.99762
dza,1968,1340000.03338
dza,1969,910000.02623
dza,1970,1080000.04292
dza,1971,790000.02146
dza,1972,2019999.98093
dza,1973,3789999.96185
dza,1974,21409999.84741
dza,1975,16340000.15259
dza,1976,38409999.84741
dza,1977,26840000.15259
dza,1978,29010000.22888
dza,1979,9920000.07629
dza,1980,28620000.83923
dza,1981,3930000.06676
dza,1982,3890000.1049
dza,1983,1590000.03338
dza,1984,1120000.00477
dza,1985,-1720000.02861
dza,1986,-2920000.07629
dza,1987,-1330000.04292
dza,1988,11029999.73297
dza,1989,2559999.94278
dza,1990,5360000.13351
dza,1991,1799999.95232
dza,1992,23520000.45776
dza,1993,5199999.80927
dza,1994,11010000.22888
dza,1995,27100000.38147
dza,1996,-23819999.69482
dza,1997,13520000.45776
dza,1998,4639999.86649
dza,1999,2220000.02861
dza,2000,5780000.20981
dza,2001,600000.02384
dza,2002,-3930000.06676
dza,2003,59999.99866
dza,2004,-2589999.91417
dza,2005,2559999.94278
dza,2006,-25479999.54224
dza,2007,9380000.11444
dza,2008,12470000.26703
dza,2009,13069999.69482
dza,2010,10229999.54224
dza,2011,10390000.34332
dza,2012,7679999.82834
dza,2013,6099999.90463
dza,2014,5239999.77112
dza,2015,5340000.15259
dza,2016,7480000.01907
dza,2017,8460000.03815
dza,2018,10470000.26703
dza,2019,13979999.54224
ecu,1960,9999.99978
ecu,1962,39999.99911
ecu,1963,129999.99523
ecu,1964,59999.99866
ecu,1965,419999.98689
ecu,1966,589999.97377
ecu,1967,850000.02384
ecu,1968,1200000.04768
ecu,1969,2349999.90463
ecu,1970,4190000.05722
ecu,1971,5340000.15259
ecu,1972,2730000.01907
ecu,1973,4960000.03815
ecu,1974,7369999.88556
ecu,1975,7550000.19073
ecu,1976,8270000.45776
ecu,1977,9850000.38147
ecu,1978,7639999.86649
ecu,1979,11210000.03815
ecu,1980,11520000.45776
ecu,1981,12789999.96185
ecu,1982,12899999.61853
ecu,1983,8970000.26703
ecu,1984,7440000.05722
ecu,1985,8689999.58038
ecu,1986,13689999.58038
ecu,1987,18430000.30518
ecu,1988,19000000
ecu,1989,16739999.77112
ecu,1990,20920000.07629
ecu,1991,22719999.31335
ecu,1992,23850000.38147
ecu,1993,16270000.45776
ecu,1994,21709999.08447
ecu,1995,28069999.69482
ecu,1996,27059999.46594
ecu,1997,16010000.22888
ecu,1998,10699999.80927
ecu,1999,14510000.22888
ecu,2000,11250000
ecu,2001,13739999.77112
ecu,2002,16399999.61853
ecu,2003,16840000.15259
ecu,2004,14329999.92371
ecu,2005,16979999.54224
ecu,2006,16520000.45776
ecu,2007,22030000.68665
ecu,2008,24709999.08447
ecu,2009,24659999.84741
ecu,2010,27790000.91553
ecu,2011,41110000.61035
ecu,2012,36360000.61035
ecu,2013,31889999.38965
ecu,2014,36349998.47412
ecu,2015,30489999.77112
ecu,2016,26079999.92371
ecu,2017,29989999.77112
ecu,2018,49020000.45776
ecu,2019,43520000.45776
egy,1960,-2690000.05722
egy,1961,-4679999.82834
egy,1962,3200000.04768
egy,1963,10859999.65668
egy,1964,21620000.83923
egy,1965,9489999.77112
egy,1966,6360000.13351
egy,1967,8699999.80927
egy,1968,8239999.77112
egy,1969,3660000.08583
egy,1970,10380000.11444
egy,1971,7539999.96185
egy,1972,7639999.86649
egy,1973,21739999.77112
egy,1974,58439998.62671
egy,1975,65309997.55859
egy,1976,115190002.44141
egy,1977,54720001.2207
egy,1978,67379997.25342
egy,1979,121900001.52588
egy,1980,106720001.2207
egy,1981,10739999.77112
egy,1982,123519996.64307
egy,1983,96989997.86377
egy,1984,138860000.61035
egy,1985,131449996.94824
egy,1986,92160003.66211
egy,1987,157389999.38965
egy,1988,157669998.16895
egy,1989,203289993.28613
egy,1990,347079986.57227
egy,1991,185289993.28613
egy,1992,714909973.14453
egy,1993,110919998.16894
egy,1994,291579986.57227
egy,1995,169789993.28613
egy,1996,442390014.64844
egy,1997,397170013.42773
egy,1998,111900001.52588
egy,1999,103550003.05176
egy,2000,65160003.66211
egy,2001,106260002.13623
egy,2002,61939998.62671
egy,2003,98430000.30518
egy,2004,107250000
egy,2005,109180000.30518
egy,2006,140610000.61035
egy,2007,153910003.66211
egy,2008,170270004.27246
egy,2009,138839996.33789
egy,2010,104489997.86377
egy,2011,164330001.83105
egy,2012,103440002.44141
egy,2013,188100006.10352
egy,2014,144080001.83105
egy,2015,140750000
egy,2016,13319999.69482
egy,2017,-14079999.92371
egy,2018,269290008.54492
egy,2019,183830001.83105
eri,1994,20010000.22888
eri,1995,22129999.16077
eri,1996,22280000.68665
eri,1997,10159999.84741
eri,1998,5380000.11444
eri,1999,3490000.00954
eri,2000,3640000.1049
eri,2001,4719999.79019
eri,2002,3700000.04768
eri,2003,5800000.19073
eri,2004,4349999.90463
eri,2005,4920000.07629
eri,2006,4829999.92371
eri,2007,3900000.09537
eri,2008,1279999.97139
eri,2009,1429999.94755
eri,2010,1139999.98569
eri,2011,800000.01192
eri,2012,1610000.01431
eri,2013,800000.01192
eri,2014,490000.00954
eri,2015,600000.02384
eri,2016,920000.01669
eri,2017,2259999.99046
eri,2018,4349999.90463
eri,2019,4320000.17166
est,1991,1799999.95232
est,1992,5800000.19073
est,1993,10460000.03815
est,1994,6380000.11444
est,1995,6400000.09537
est,1996,9350000.38147
est,1997,3240000.00954
est,1998,4909999.84741
est,1999,4159999.84741
est,2000,2930000.06676
est,2001,2369999.88556
est,2002,2380000.11444
est,2003,3730000.01907
est,2004,4539999.96185
eth,1960,300000.01192
eth,1961,349999.99404
eth,1962,699999.98808
eth,1963,689999.99762
eth,1964,879999.99523
eth,1965,1429999.94755
eth,1966,3130000.11444
eth,1967,5480000.01907
eth,1968,3430000.06676
eth,1969,3680000.06676
eth,1970,4949999.80927
eth,1972,6530000.20981
eth,1973,7420000.07629
eth,1974,11100000.38147
eth,1975,15109999.65668
eth,1976,9170000.07629
eth,1977,9560000.41962
eth,1978,12380000.11444
eth,1979,16530000.68665
eth,1980,14899999.61853
eth,1981,12829999.92371
eth,1982,11729999.54224
eth,1983,9340000.15259
eth,1984,28299999.23706
eth,1985,25430000.30518
eth,1986,25129999.16077
eth,1987,26670000.07629
eth,1988,36330001.83105
eth,1989,49610000.61035
eth,1990,46689998.62671
eth,1991,47520000.45776
eth,1992,135750000
eth,1993,51069999.69482
eth,1994,165619995.11719
eth,1995,75019996.64307
eth,1996,81430000.30518
eth,1997,58299999.23706
eth,1998,63490001.67847
eth,1999,37459999.08447
eth,2000,38630001.06812
eth,2001,25879999.16077
eth,2002,40610000.61035
eth,2003,47610000.61035
eth,2004,126089996.33789
eth,2005,49849998.47412
eth,2006,56759998.32153
eth,2007,96480003.35693
eth,2008,98250000
eth,2009,79819999.69482
eth,2010,96449996.94824
eth,2011,101209999.08447
eth,2012,116839996.33789
eth,2013,85889999.38965
eth,2014,58340000.15259
eth,2015,49119998.93188
eth,2016,132330001.83106
eth,2017,137339996.33789
eth,2018,175110000.61035
eth,2019,141630004.88281
fji,1973,9999.99978
fji,1974,119999.99732
fji,1975,709999.97854
fji,1976,129999.99523
fji,1977,100000.00149
fji,1978,349999.99404
fji,1979,469999.99881
fji,1980,870000.00477
fji,1981,980000.01907
fji,1982,1909999.96662
fji,1983,1200000.04768
fji,1984,939999.99762
fji,1985,1019999.98093
fji,1986,1370000.00477
fji,1987,1809999.94278
fji,1988,2089999.91417
fji,1989,1769999.98093
fji,1990,1919999.95708
fji,1991,2009999.99046
fji,1992,2619999.88556
fji,1993,1789999.96185
fji,1994,2220000.02861
fji,1995,270000.01073
fji,1996,200000.00298
fji,1997,469999.99881
fji,1998,119999.99732
fji,1999,230000.00417
fji,2000,70000.0003
fji,2001,170000.00179
fji,2002,39999.99911
fji,2003,109999.9994
fji,2004,29999.99933
fji,2005,59999.99866
fji,2006,100000.00149
fji,2007,189999.99762
fji,2008,550000.01192
fji,2009,310000.00238
fji,2010,610000.01431
fji,2011,839999.97377
fji,2012,1179999.94755
fji,2013,1750000
fji,2014,2059999.94278
fji,2015,1820000.05245
fji,2016,2349999.90463
fji,2017,2170000.07629
fji,2018,2680000.06676
fji,2019,1720000.02861
fsm,1992,1129999.99523
fsm,2000,9999.99978
fsm,2002,9999.99978
fsm,2003,9999.99978
fsm,2004,9999.99978
fsm,2008,29999.99933
fsm,2009,50000.00075
fsm,2010,29999.99933
fsm,2011,39999.99911
fsm,2012,29999.99933
fsm,2013,19999.99955
fsm,2014,9999.99978
fsm,2015,19999.99955
fsm,2016,29999.99933
fsm,2018,19999.99955
gab,1962,19999.99955
gab,1963,9999.99978
gab,1964,460000.00834
gab,1965,1100000.02384
gab,1966,560000.00238
gab,1967,1950000.04768
gab,1968,109999.9994
gab,1969,479999.98927
gab,1970,649999.97616
gab,1971,19999.99955
gab,1972,-129999.99523
gab,1973,3640000.1049
gab,1974,779999.97139
gab,1975,680000.00715
gab,1976,79999.99821
gab,1977,150000.00596
gab,1978,7159999.84741
gab,1979,4139999.86649
gab,1980,6429999.82834
gab,1981,100000.00149
gab,1983,349999.99404
gab,1984,70000.0003
