geo,time,se_prm_enrl_tc_zs
cub,1976,23.17937
cub,1977,21.61838
cub,1978,19.63922
cub,1979,18.75056
cub,1980,17.91887
cub,1981,17.47407
cub,1982,16.96203
cub,1983,16.3521
cub,1984,15.37914
cub,1985,14.75258
cub,1986,13.96964
cub,1987,13.29788
cub,1988,12.68259
cub,1989,12.29152
cub,1990,12.319
cub,1991,12.51003
cub,1992,12.34485
cub,1993,12.37419
cub,1994,12.90747
cub,1995,13.57722
cub,1996,11.86058
cub,1997,11.7956
cub,1998,11.83972
cub,1999,11.7748
cub,2000,11.49998
cub,2001,10.73922
cub,2003,10.68011
cub,2004,10.24083
cub,2005,10.30837
cub,2006,9.97784
cub,2007,9.64855
cub,2008,9.61042
cub,2009,9.43833
cub,2010,9.12865
cub,2011,9.11033
cub,2012,9.05528
cub,2013,9.06109
cub,2014,9.06511
cub,2015,8.89917
cub,2016,8.74431
cub,2017,8.82731
cub,2018,9.16029
cym,1977,25.38636
cym,1980,18.83036
cym,1999,15.45933
cym,2000,14.49367
cym,2001,15.16667
cym,2002,14.9125
cym,2004,13.39044
cym,2005,12.80632
cym,2006,12.1014
cym,2007,11.06269
cym,2008,12.09061
cym,2011,12.07576
cym,2012,13.31023
cym,2013,13.0363
cym,2018,15.74725
cyp,1971,30.33333
cyp,1972,28.90849
cyp,1973,27.99215
cyp,1974,27.65737
cyp,1975,27.26131
cyp,1976,26.9405
cyp,1977,25.59686
cyp,1978,23.77845
cyp,1979,23.99867
cyp,1980,22.99045
cyp,1981,22.20748
cyp,1982,20.92374
cyp,1983,20.80054
cyp,1984,21.0054
cyp,1985,21.51726
cyp,1986,22.77356
cyp,1987,22.77666
cyp,1988,21.96193
cyp,1989,21.72401
cyp,1990,21.37772
cyp,1991,20.51548
cyp,1992,19.31041
cyp,1993,18.86012
cyp,1994,18.78096
cyp,1995,18.39116
cyp,1996,18.73117
cyp,1997,15.41195
cyp,1999,18.26784
cyp,2000,17.72506
cyp,2001,17.19454
cyp,2002,19.02568
cyp,2003,18.94185
cyp,2004,17.60724
cyp,2005,17.72706
cyp,2006,16.46264
cyp,2007,15.63024
cyp,2008,14.75299
cyp,2009,14.2405
cyp,2010,13.75307
cyp,2011,13.44153
cyp,2012,13.77462
cyp,2013,13.59542
cyp,2014,13.39274
cyp,2015,11.91513
cyp,2016,11.86448
cyp,2017,12.03922
cze,1971,27.02685
cze,1972,27.02718
cze,1973,27.02701
cze,1974,27.02752
cze,1975,27.02692
cze,1976,27.02756
cze,1977,27.02749
cze,1978,29.41132
cze,1979,29.41173
cze,1981,29.41175
cze,1982,29.4118
cze,1983,29.41233
cze,1984,29.41189
cze,1985,29.41146
cze,1986,29.41227
cze,1987,29.4121
cze,1988,29.41218
cze,1989,25.64486
cze,1990,24.48745
cze,1991,23.09835
cze,1992,22.13338
cze,1993,19.22587
cze,1994,19.64303
cze,1995,20.18596
cze,1996,19.10252
cze,1998,17.67153
cze,1999,18.28958
cze,2000,16.88543
cze,2001,17.71026
cze,2002,17.3543
cze,2003,16.79405
cze,2004,16.41274
cze,2005,16.24551
cze,2006,15.65768
cze,2007,18.7278
cze,2008,18.47503
cze,2009,18.50084
cze,2010,18.70713
cze,2011,18.82126
cze,2012,18.97433
cze,2013,18.93175
deu,1993,16.63115
deu,1994,16.22708
deu,1995,17.45831
deu,1996,17.04431
deu,1997,17.19019
deu,1998,17.44193
deu,1999,17.02284
deu,2000,15.28331
deu,2001,14.76453
deu,2002,14.29354
deu,2003,14.04776
deu,2004,14.19004
deu,2005,14.12233
deu,2006,13.96375
deu,2007,13.62843
deu,2008,13.49743
deu,2009,13.00225
deu,2010,12.68383
deu,2011,11.82415
deu,2012,11.71402
deu,2013,11.58027
deu,2014,12.29942
deu,2015,12.22305
deu,2016,12.14626
deu,2017,12.30285
dji,1971,35.67778
dji,1972,30.5614
dji,1973,37.77184
dji,1974,37.22271
dji,1975,37.0757
dji,1976,36.43284
dji,1979,39.44413
dji,1980,42.29722
dji,1981,40.19332
dji,1982,41.07826
dji,1983,48.30496
dji,1984,44.04637
dji,1985,44.09589
dji,1987,43.98055
dji,1988,44.03664
dji,1989,43.87206
dji,1990,44.13221
dji,1991,42.73046
dji,1992,43.23927
dji,1993,42.84174
dji,1994,41.93774
dji,1995,39.75482
dji,1996,36.04279
dji,1997,33.66423
dji,1998,38.76771
dji,1999,39.5383
dji,2004,34.54823
dji,2006,33.63267
dji,2007,35.48341
dji,2008,34.0344
dji,2009,34.14014
dji,2011,35.23512
dji,2012,34.93245
dji,2013,34.21598
dji,2014,33.23979
dji,2015,33.02204
dji,2016,31.09517
dji,2017,30.42105
dji,2018,29.37453
dma,1973,34.7877
dma,1974,38.05357
dma,1975,37.92918
dma,1977,38.0303
dma,1991,29.23918
dma,1992,29.27536
dma,1999,19.80921
dma,2000,19.55814
dma,2001,18.52512
dma,2002,18.64856
dma,2003,19.01818
dma,2004,19.02119
dma,2005,18.19075
dma,2006,17.23791
dma,2007,17.32064
dma,2008,16.738
dma,2009,16.13922
dma,2010,16.01969
dma,2011,15.92564
dma,2012,15.78295
dma,2013,14.84121
dma,2014,14.25
dma,2015,14.00558
dma,2016,13.07679
dnk,1985,11.92714
dnk,1986,11.59069
dnk,1987,11.40025
dnk,1988,11.65544
dnk,1989,11.39385
dnk,1990,11.27789
dnk,1992,11.47412
dnk,1993,9.83742
dnk,1994,9.92763
dnk,1995,9.9358
dnk,1998,9.90887
dnk,1999,10.03223
dnk,2000,10.12217
dnk,2001,9.93301
dnk,2014,10.73738
dom,1971,55.38453
dom,1972,55.71323
dom,1973,54.77386
dom,1974,52.9007
dom,1975,51.56871
dom,1976,50.81095
dom,1983,46.3499
dom,1985,43.44283
dom,1998,30.66259
dom,1999,31.18106
dom,2000,31.03273
dom,2002,32.60835
dom,2004,25.23843
dom,2005,24.32793
dom,2006,22.51085
dom,2007,23.88067
dom,2008,19.62249
dom,2009,25.18972
dom,2010,25.53138
dom,2011,25.45855
dom,2012,23.6279
dom,2013,23.49304
dom,2014,20.56358
dom,2015,18.29098
dom,2016,18.52102
dom,2017,18.91694
dom,2018,18.92322
dza,1971,40.00059
dza,1975,41.96422
dza,1976,40.94596
dza,1977,39.50841
dza,1978,37.58111
dza,1979,36.76106
dza,1980,35.80454
dza,1981,35.24855
dza,1982,33.74068
dza,1983,32.32614
dza,1984,30.56192
dza,1985,29.63073
dza,1986,27.84273
dza,1987,27.28204
dza,1988,27.17892
dza,1989,27.95506
dza,1990,27.78717
dza,1991,27.69468
dza,1992,28.1692
dza,1993,27.41847
dza,1994,27.36828
dza,1995,27.27589
dza,1996,27.32222
dza,1997,27.34591
dza,1999,28.19076
dza,2000,28.3962
dza,2001,27.84252
dza,2002,27.59291
dza,2003,27.53299
dza,2004,26.51107
dza,2005,25.43721
dza,2006,24.48384
dza,2007,23.93164
dza,2008,23.23052
dza,2009,22.99987
dza,2010,23.32803
dza,2011,23.26903
dza,2012,23.15942
dza,2013,23.26105
dza,2014,23.66406
dza,2015,23.83613
dza,2016,24.2355
dza,2017,24.22505
dza,2018,24.32018
ecu,1971,36.97997
ecu,1972,37.08638
ecu,1973,37.52643
ecu,1974,38.20217
ecu,1975,37.49028
ecu,1976,37.67877
ecu,1977,35.89868
ecu,1978,35.53701
ecu,1979,37.28132
ecu,1980,36.40746
ecu,1981,36.17253
ecu,1982,34.97651
ecu,1983,36.11976
ecu,1984,33.31607
ecu,1985,32.2522
ecu,1986,32.38547
ecu,1987,32.21246
ecu,1988,31.24253
ecu,1989,29.26967
ecu,1990,30.40775
ecu,1991,30.2485
ecu,1992,31.63678
ecu,1993,31.36302
ecu,1994,27.57674
ecu,1995,26.35151
ecu,1996,25.82958
ecu,1997,25.31028
ecu,1998,24.52709
ecu,1999,23.6912
ecu,2000,23.25134
ecu,2001,23.06638
ecu,2002,24.47064
ecu,2003,23.73489
ecu,2004,23.13241
ecu,2005,22.89619
ecu,2006,22.51506
ecu,2007,22.56566
ecu,2009,23.18609
ecu,2010,21.98396
ecu,2011,21.89836
ecu,2012,22.07965
ecu,2013,23.29823
ecu,2014,24.70893
ecu,2015,25.10819
ecu,2016,25.09592
ecu,2017,24.48003
ecu,2018,24.26216
egy,1971,37.98025
egy,1976,35.35867
egy,1977,33.36982
egy,1978,34.52648
egy,1979,34.44526
egy,1980,33.10761
egy,1982,34.4931
egy,1983,31.34519
egy,1984,32.23946
egy,1986,31.87956
egy,1987,31.32996
egy,1988,29.86008
egy,1989,19.6581
egy,1990,25.14449
egy,1991,24.93352
egy,1992,23.95754
egy,1993,23.50758
egy,1994,26.76104
egy,1995,25.09622
egy,1996,27.02079
egy,1997,23.12247
egy,1999,23.37189
egy,2000,22.98104
egy,2001,22.26153
egy,2002,22.49667
egy,2003,22.18727
egy,2004,21.8606
egy,2005,25.6326
egy,2006,26.00118
egy,2007,27.08402
egy,2009,27.20919
egy,2010,27.73437
egy,2016,23.07766
egy,2017,23.77693
egy,2018,23.67945
eri,1989,40.62725
eri,1990,38.17759
eri,1991,37.68117
eri,1992,41.36825
eri,1993,37.24102
eri,1994,39.28281
eri,1995,40.1732
eri,1996,41.47649
eri,1997,43.9622
eri,1999,46.98045
eri,2000,47.51019
eri,2001,44.79469
eri,2002,44.04881
eri,2003,46.71681
eri,2004,46.68206
eri,2005,47.53362
eri,2006,47.2394
eri,2007,47.866
eri,2008,42.95363
eri,2009,38.46821
eri,2010,37.95899
eri,2011,40.4643
eri,2012,40.9313
eri,2013,45.66797
eri,2014,42.46671
eri,2015,43.33621
eri,2017,39.24553
eri,2018,38.74092
esp,1971,30.78901
esp,1972,26.01015
esp,1981,28.27108
esp,1982,28.15021
esp,1983,27.20275
esp,1984,26.58332
esp,1986,25.28136
esp,1987,25.50205
esp,1988,24.71025
esp,1990,23.48296
esp,1991,22.02928
esp,1992,21.15976
esp,1993,19.99801
esp,1994,19.2214
esp,1995,17.83949
esp,1998,15.47547
esp,1999,15.04197
esp,2000,14.54434
esp,2001,14.30441
esp,2002,14.00892
esp,2003,13.87611
esp,2004,13.93149
esp,2005,13.75078
esp,2006,13.58265
esp,2007,12.8265
esp,2008,12.42388
esp,2009,12.62216
esp,2010,12.40145
esp,2011,12.39876
esp,2012,12.60121
esp,2013,13.31975
esp,2014,13.09629
esp,2015,13.18623
esp,2016,12.99102
esp,2017,13.13172
est,1994,18.33845
est,1999,15.66547
est,2000,14.32289
est,2001,14.10571
est,2006,10.58928
est,2007,12.82706
est,2008,12.15258
est,2009,11.89762
est,2010,11.72345
est,2011,11.7829
est,2012,11.54548
est,2013,11.49954
est,2016,11.26704
est,2017,11.31153
eth,1971,48.49985
eth,1972,47.16564
eth,1973,44.34221
eth,1974,46.11343
eth,1975,46.03242
eth,1976,44.3135
eth,1977,44.9922
eth,1978,39.67265
eth,1979,47.37794
eth,1980,59.0234
eth,1981,63.94322
eth,1982,62.7242
eth,1983,59.297
eth,1984,53.56085
eth,1985,49.96845
eth,1986,48.0888
eth,1987,48.27671
eth,1988,49.38413
eth,1989,43.27498
eth,1990,40.67554
eth,1991,36.07524
eth,1992,30.17056
eth,1993,26.61047
eth,1994,30.15261
eth,1995,32.7529
eth,1996,37.89781
eth,1997,43.198
eth,1998,46.51484
eth,2000,67.33913
eth,2008,62.28293
eth,2009,57.9406
eth,2010,54.05852
eth,2011,55.06929
fin,1971,22.24827
fin,1972,21.78292
fin,1973,19.76158
fin,1974,18.50725
fin,1975,17.47614
fin,1976,18.52441
fin,1977,16.00657
fin,1978,16.84085
fin,1979,16.18491
fin,1980,15.72409
fin,1981,14.38772
fin,1982,13.70455
fin,1983,14.78527
fin,1984,14.68026
fin,1996,16.50077
fin,1997,17.75162
fin,1998,17.6107
fin,1999,17.26959
fin,2000,16.68729
fin,2001,15.89647
fin,2002,15.56876
fin,2003,16.34786
fin,2004,15.95583
fin,2005,15.53424
fin,2006,15.0094
fin,2007,15.03387
fin,2008,14.394
fin,2009,13.64642
fin,2010,14.03056
fin,2011,13.67094
fin,2012,13.55949
fin,2013,13.19718
fin,2014,13.33204
fin,2016,13.32179
fin,2017,13.66688
fji,1981,23.95614
fji,1992,26.14061
fji,1994,24.64743
fji,1995,23.76422
fji,1996,23.03645
fji,1997,23.14209
fji,1998,23.03324
fji,2000,28.12209
fji,2001,27.95442
fji,2002,27.8225
fji,2003,28.16087
fji,2004,28.1581
fji,2008,26.03275
fji,2011,30.75971
fji,2012,27.99728
fra,1975,22.52035
fra,1976,22.52228
fra,1977,22.49692
fra,1979,20.1512
fra,1980,20.01228
fra,1982,20.55746
fra,1984,22.03016
fra,1985,21.50899
fra,1986,20.6365
fra,1987,20.71631
fra,1988,20.51745
fra,1989,20.99512
fra,1993,18.52528
fra,1994,18.70649
fra,1995,18.76642
fra,1996,18.7381
fra,1997,18.96238
fra,1998,20.31888
fra,1999,18.90745
fra,2000,18.74643
fra,2001,18.74644
fra,2002,18.63916
fra,2003,18.63923
fra,2004,18.64066
fra,2005,18.55493
fra,2006,18.67071
fra,2007,18.95016
fra,2008,19.03749
fra,2009,18.72938
fra,2010,17.76643
fra,2011,17.5183
fra,2012,17.81514
fra,2013,18.1766
fsm,1971,17.85478
fsm,2015,19.7106
gab,1971,45.51108
gab,1972,43.74524
gab,1973,49.64764
gab,1974,48.81231
gab,1975,50.33458
gab,1976,48.25526
gab,1977,47.48653
gab,1978,49.06909
gab,1979,45.84488
gab,1980,42.85055
gab,1981,45.06858
gab,1982,45.47618
gab,1983,43.78709
gab,1984,45.29221
gab,1985,46.60229
gab,1986,45.81013
gab,1987,46.84791
gab,1988,46.12178
gab,1989,48.26836
gab,1992,43.91468
gab,1995,52.45657
gab,1996,50.71677
gab,1997,55.62888
gab,1999,51.93734
gab,2001,49.21541
gab,2002,42.63022
gab,2003,36.04019
gab,2011,24.53098
gbr,1971,23.32729
gbr,1972,22.63746
gbr,1973,21.72124
gbr,1974,21.09322
gbr,1975,20.55043
gbr,1976,20.03306
gbr,1977,20.10764
gbr,1978,19.94377
gbr,1979,19.36901
gbr,1980,18.98941
gbr,1982,18.71611
gbr,1983,18.26122
gbr,1984,17.97819
gbr,1985,17.52049
gbr,1987,20.29108
gbr,1988,20.32558
gbr,1989,19.62207
gbr,1990,19.67982
gbr,1991,19.78394
gbr,1992,19.80669
gbr,1999,18.69099
gbr,2000,18.66476
gbr,2001,17.58523
gbr,2002,17.17514
gbr,2003,17.10493
gbr,2004,18.09401
gbr,2005,17.47359
gbr,2006,18.08045
gbr,2007,17.24426
gbr,2008,18.26999
gbr,2009,17.96198
gbr,2010,17.52706
gbr,2011,17.2654
gbr,2012,18.30825
gbr,2013,18.43752
gbr,2014,16.5528
gbr,2016,15.05392
gbr,2017,15.13275
geo,1981,19.02101
geo,1986,17.31092
geo,1991,17.21257
geo,1992,16.98373
geo,1993,16.80179
geo,1994,16.51064
geo,1995,16.15664
geo,1996,16.07292
geo,1997,17.73214
geo,1998,17.87435
geo,1999,17.41941
geo,2000,16.84272
geo,2001,15.62819
geo,2002,13.85575
geo,2003,14.50291
geo,2008,8.68001
geo,2009,8.9205
geo,2013,9.09457
geo,2014,9.07882
geo,2015,9.01662
geo,2016,8.82638
geo,2017,9.01533
geo,2018,8.98194
gha,1974,30.66968
gha,1975,30.33996
gha,1976,30.75608
gha,1977,29.88763
gha,1978,28.16485
gha,1979,27.29006
gha,1980,28.49105
gha,1981,30.11206
gha,1982,29.68792
gha,1983,29.44652
gha,1984,28.65872
gha,1985,27.64036
gha,1986,23.23974
gha,1987,23.80659
gha,1988,23.91446
gha,1989,25.91443
gha,1990,27.09356
gha,1991,29.05957
gha,1992,27.765
gha,1993,30.21381
gha,1994,30.89085
gha,1995,29.98269
gha,1996,32.78334
gha,1997,32.70742
gha,1999,29.59855
gha,2000,33.78522
gha,2001,32.5811
gha,2002,32.10887
gha,2003,30.98782
gha,2004,32.34112
gha,2005,32.81364
gha,2006,35.38932
gha,2007,31.98986
gha,2008,32.24014
gha,2009,33.11177
gha,2011,31.04223
gha,2012,32.98357
gha,2013,31.68167
gha,2014,30.07899
gha,2015,31.25587
gha,2016,30.5794
gha,2017,27.29644
gha,2018,27.24556
gha,2019,26.99486
gib,1972,22.60947
gib,1973,21.79845
gib,1974,19.46897
gib,1975,18.39333
gib,1976,17.77215
gib,1977,17.84667
gib,1978,17.25466
gib,1979,18.61905
gib,1980,18.13423
gib,1981,17.51592
gib,1982,16.92857
gib,1984,16.57627
gib,1985,15.46448
gib,1997,15.86628
gib,1999,28.33696
gib,2000,22.53333
gib,2001,20.66957
gib,2008,16.63731
gib,2009,16.03448
gib,2016,13.70588
gib,2017,14.17
gin,1971,43.66286
gin,1972,37.06646
gin,1973,42.55828
gin,1974,43.41534
gin,1975,44.17112
gin,1976,39.95359
gin,1977,44.89399
gin,1978,42.30341
gin,1979,38.15073
gin,1980,38.40903
gin,1981,35.94515
gin,1982,32.35854
gin,1983,31.34675
gin,1984,31.28626
gin,1985,36.21543
gin,1986,36.34951
gin,1987,36.05232
gin,1988,39.91076
gin,1989,38.57931
gin,1990,38.21817
gin,1991,39.86746
gin,1992,48.73963
gin,1993,49.18608
gin,1994,48.54826
gin,1995,46.72577
gin,1996,49.19251
gin,1997,49.10345
gin,1998,48.60131
gin,1999,46.83864
gin,2000,45.58806
gin,2001,44.35788
gin,2002,47.2258
gin,2003,44.99174
gin,2004,45.24222
gin,2005,44.86534
gin,2006,44.45992
gin,2007,45.36442
gin,2008,44.11118
gin,2009,43.68705
gin,2010,42.18615
gin,2011,44.08141
gin,2012,43.55555
gin,2013,44.21036
gin,2014,45.59096
gin,2016,47.14862
gmb,1971,27.46795
gmb,1972,28.48777
gmb,1973,28.68685
gmb,1974,25.42822
gmb,1975,25.9537
gmb,1976,25.9673
gmb,1977,27.14149
gmb,1978,25.19196
gmb,1979,25.96293
gmb,1980,27.20988
gmb,1981,24.3794
gmb,1983,23.31442
gmb,1984,24.95398
gmb,1985,25.29549
gmb,1986,24.47701
gmb,1987,28.7471
gmb,1989,28.29224
gmb,1990,31.05711
gmb,1991,31.30468
gmb,1992,31.51773
gmb,1993,30.46101
gmb,1994,33.39804
gmb,1995,33.60267
gmb,1996,30.23628
gmb,1997,30.38237
gmb,1998,32.83094
gmb,1999,36.95683
gmb,2000,37.44125
gmb,2001,38.68007
gmb,2002,37.98627
gmb,2003,39.40341
gmb,2004,38.53397
gmb,2005,36.56464
gmb,2006,38.47812
gmb,2007,35.15646
gmb,2008,34.36475
gmb,2010,37.48167
gmb,2011,37.61854
gmb,2012,33.86525
gmb,2013,36.13171
gmb,2014,44.68514
gmb,2015,37.14288
gmb,2017,38.67589
gmb,2018,36.13813
gnb,1971,45.41234
gnb,1972,52.21587
gnb,1976,37.85945
gnb,1979,28.00208
gnb,1980,24.72888
gnb,1981,22.88578
gnb,1982,22.56501
gnb,1983,22.11091
gnb,1984,22.70027
gnb,1985,24.7222
gnb,1987,24.67286
gnb,1988,24.76085
gnb,2000,44.0649
gnb,2006,62.23411
gnb,2010,51.92515
gnq,1974,57.10635
gnq,1981,68.77743
gnq,1982,68.41566
gnq,1993,53.79068
gnq,1994,54.85228
gnq,1999,56.68684
gnq,2000,43.39267
gnq,2001,43.35746
gnq,2003,31.97703
gnq,2008,27.96517
gnq,2009,24.21892
gnq,2010,27.16736
gnq,2011,27.90775
gnq,2012,26.1669
gnq,2015,23.22706
grc,1971,30.93285
grc,1972,30.87426
grc,1973,32.23596
grc,1974,30.97766
grc,1975,30.4632
grc,1976,30.23067
grc,1977,28.74069
grc,1978,26.9149
grc,1979,25.81226
grc,1980,24.8178
grc,1981,24.13617
grc,1982,23.49298
grc,1983,23.85878
grc,1984,24.126
grc,1985,23.44758
grc,1986,23.36514
grc,1987,22.81234
grc,1988,22.19387
grc,1989,21.14261
grc,1990,19.64665
grc,1991,18.65531
grc,1992,18.25282
grc,1993,17.82167
grc,1994,16.527
grc,1995,16.09251
grc,1996,14.96337
grc,1997,13.93695
grc,1998,13.60849
grc,1999,13.53775
grc,2000,13.41496
grc,2001,12.72615
grc,2002,12.52457
grc,2003,11.94256
grc,2004,11.25939
grc,2005,11.06286
grc,2006,10.53573
grc,2007,10.28887
grc,2012,9.19747
grc,2013,9.49328
grc,2014,9.44769
grc,2015,9.64365
grc,2016,9.27444
grc,2017,9.38027
grd,1971,37.94375
grd,1972,33.70475
grd,1973,35.22672
grd,1974,36.81806
grd,1977,32.00474
grd,1978,32.16066
grd,1979,31.4375
grd,1980,31.89097
grd,1981,23.29381
grd,1982,23.34079
grd,1983,23.17277
grd,1984,22.27742
grd,1985,22.71296
grd,1987,21.87942
grd,1988,22.61911
grd,1990,25.13761
grd,1992,26.73967
grd,1993,26.88929
grd,1994,26.37383
grd,1995,26.37093
grd,1996,24.27733
grd,1997,26.55239
grd,1998,25.94412
grd,1999,22.95528
grd,2000,20.32412
grd,2001,20.88105
grd,2003,18.69144
grd,2004,17.67486
grd,2005,18.23894
grd,2007,15.76693
grd,2008,22.55772
grd,2009,17.09157
grd,2010,16.05523
grd,2013,14.79771
grd,2014,14.48004
grd,2015,16.99747
grd,2016,15.45199
grd,2017,16.18269
grd,2018,16.35068
gtm,1970,35.97176
gtm,1971,36.28626
gtm,1972,36.28132
gtm,1973,35.34579
gtm,1974,34.88794
gtm,1975,34.59242
gtm,1976,33.59323
gtm,1977,34.51941
gtm,1978,34.7554
gtm,1979,34.68621
gtm,1980,33.79907
gtm,1981,36.5982
gtm,1982,34.67926
gtm,1983,35.96512
gtm,1984,36.34195
gtm,1985,36.55198
gtm,1986,35.50578
gtm,1987,34.91781
gtm,1991,33.99116
gtm,1992,35.5829
gtm,1993,31.52241
gtm,1994,27.83356
gtm,1995,33.63184
gtm,1996,34.80891
gtm,1997,34.31924
gtm,1998,35.50102
gtm,1999,38.146
gtm,2000,32.56065
gtm,2001,30.00455
gtm,2002,30.12575
gtm,2004,30.88923
gtm,2005,31.05577
gtm,2006,30.95251
gtm,2007,30.45308
gtm,2008,29.42545
gtm,2009,27.94058
gtm,2010,26.86718
gtm,2011,26.2891
gtm,2012,25.54245
gtm,2013,23.66146
gtm,2014,22.98198
gtm,2016,21.74437
gtm,2017,20.17993
gtm,2018,20.26228
gum,1971,25.14306
gum,1972,25.25616
gum,1973,22.02005
gum,1975,21.98889
gum,1976,21.99674
gum,1977,21.99236
gum,1979,19.93708
gum,1980,20.04111
gum,1981,19.99227
gum,1982,19.93889
gum,1983,20.00787
gum,1984,19.94598
gum,1986,19.97976
gum,1987,19.92024
gum,1988,19.9521
gum,1989,20.02065
guy,1971,29.09342
guy,1974,32.38239
guy,1976,32.14215
guy,1977,32.38616
guy,1978,30.97399
guy,1979,32.57699
guy,1980,32.994
guy,1981,33.46943
guy,1982,37.21815
guy,1983,36.22012
guy,1984,37.41756
guy,1985,35.69153
guy,1991,29.70675
guy,1992,27.37654
guy,1993,26.7468
guy,1994,28.41935
guy,1995,29.16711
guy,1996,29.9707
guy,1997,29.47125
guy,1999,26.65515
guy,2000,26.22418
guy,2001,26.00952
guy,2003,26.55199
guy,2005,28.03939
guy,2007,26.17853
guy,2008,25.56042
guy,2009,25.56063
guy,2010,24.61945
guy,2011,24.59172
guy,2012,23.1645
hkg,1971,33.04378
hkg,1972,32.23735
hkg,1973,32.17553
hkg,1974,31.88956
hkg,1975,31.30267
hkg,1976,31.09508
hkg,1977,30.8129
hkg,1978,30.138
hkg,1979,30.21287
hkg,1980,30.05414
hkg,1981,30.11986
hkg,1982,30.06734
hkg,1983,27.77275
hkg,1984,27.78323
hkg,1985,27.32888
hkg,1986,27.56664
hkg,1987,27.47756
hkg,1988,27.22594
hkg,1989,27.00434
hkg,1991,26.8941
hkg,1992,26.66898
hkg,1993,26.69638
hkg,1994,25.36665
hkg,1996,23.72998
hkg,1998,21.63416
hkg,1999,21.7
hkg,2000,21.50002
hkg,2001,21.09928
hkg,2002,20.16689
hkg,2003,19.76984
hkg,2004,18.7644
hkg,2005,18.347
hkg,2006,17.759
hkg,2007,16.94053
hkg,2008,16.54729
hkg,2009,15.8539
hkg,2010,15.16485
hkg,2011,14.79974
hkg,2012,14.43462
hkg,2013,13.99258
hkg,2014,13.84932
hkg,2015,13.66248
hkg,2016,13.67502
hkg,2017,13.76886
hkg,2018,13.34788
hnd,1970,35.28892
hnd,1971,35.83718
hnd,1972,36.29117
hnd,1973,35.92162
hnd,1974,35.98342
hnd,1975,35.31959
hnd,1976,35.40259
hnd,1977,34.54184
hnd,1978,36.24007
hnd,1979,39.66018
hnd,1980,36.70046
hnd,1981,39.02525
hnd,1982,37.46715
hnd,1983,37.09839
hnd,1984,38.47048
hnd,1986,39.08991
hnd,1990,34.82305
hnd,1991,38.05488
hnd,1992,35.88667
hnd,1993,37.28595
hnd,1994,34.89965
hnd,1995,34.78818
hnd,1996,32.9513
hnd,1997,33.13537
hnd,1998,32.82948
hnd,1999,31.72588
hnd,2000,34.05898
hnd,2004,32.90479
hnd,2005,29.14181
hnd,2006,27.92893
hnd,2008,33.34365
hnd,2009,33.87645
hnd,2015,29.14566
hnd,2016,28.37057
hnd,2017,25.59773
hrv,1996,19.60302
hrv,1997,18.94936
hrv,1998,19.88625
hrv,1999,19.20884
hrv,2000,18.77265
hrv,2001,18.27197
hrv,2002,17.93677
hrv,2003,17.72563
hrv,2005,17.52572
hrv,2006,17.06071
hrv,2007,16.69378
hrv,2008,16.02884
hrv,2009,14.78459
hrv,2010,14.25609
hrv,2011,13.83132
hrv,2012,13.67519
hrv,2013,13.71278
hrv,2014,13.69721
hrv,2015,13.702
hrv,2016,13.50611
hti,1971,46.8334
hti,1972,52.35814
hti,1973,50.90525
hti,1974,42.04647
hti,1975,39.85336
hti,1976,41.22673
hti,1977,39.42839
hti,1978,41.23968
hti,1979,41.45643
hti,1980,43.06168
hti,1981,44.05672
hti,1982,44.08803
hti,1983,42.56688
hti,1984,42.36704
hti,1985,40.3508
hti,1986,37.60776
hti,1987,36.17723
hti,1992,36.16852
hti,1993,30.87675
hti,1994,31.77983
hti,1995,32.72041
hti,1996,33.69951
hti,1997,34.72498
hti,1998,33.40803
hun,1994,9.65345
hun,1995,11.39403
hun,1997,12.01911
hun,1998,10.75367
hun,1999,10.64964
hun,2000,10.70924
hun,2001,10.53831
hun,2002,10.27733
hun,2003,9.58843
hun,2004,10.47323
hun,2005,10.44291
hun,2006,10.24786
hun,2007,10.05516
hun,2008,10.41766
hun,2009,10.49666
hun,2010,10.57857
hun,2011,10.5475
hun,2012,10.48051
hun,2013,10.40282
hun,2014,11.2436
hun,2015,10.97863
hun,2016,10.76744
idn,1970,28.93
idn,1971,29.01937
idn,1972,29.43001
idn,1973,29.90001
idn,1974,29.47681
idn,1975,29.46432
idn,1976,30.34809
idn,1977,36.00107
idn,1978,37.17652
idn,1981,32.43212
idn,1982,31.57757
idn,1983,28.79975
idn,1984,27.55328
idn,1985,26.43857
idn,1986,25.2978
idn,1987,24.42609
idn,1988,23.96357
idn,1989,23.55995
idn,1990,23.27149
idn,1991,23.21946
idn,1992,23.4541
idn,1993,23.1926
idn,1994,23.05079
idn,1995,22.66127
idn,1996,22.34334
idn,1997,22.02891
idn,1998,21.81721
idn,1999,21.95671
idn,2000,22.11772
idn,2001,22.24524
idn,2002,20.90186
idn,2003,20.29418
idn,2004,20.12598
idn,2005,20.41336
idn,2006,19.00007
idn,2007,18.81593
idn,2008,20.68852
idn,2009,19.77613
idn,2010,19.0117
idn,2011,18.9804
idn,2012,18.59225
idn,2013,16.09408
idn,2014,16.55935
idn,2016,13.97814
idn,2017,16.06371
idn,2018,17.03493
ind,1971,41.45214
ind,1972,41.62027
ind,1973,42.53532
ind,1974,42.52025
ind,1975,41.93173
ind,1976,42.11305
ind,1979,42.89832
ind,1999,40
