geo,time,bx_gsr_royl_cd
deu,2016,28726730973.8087
deu,2017,31302945582.4991
deu,2018,36498546825.925
deu,2019,36236840833.4416
deu,2020,35863331279.0863
dma,1976,0
dma,1977,0
dma,1978,0
dma,1979,0
dma,1980,0
dma,1981,0
dma,1982,0
dma,1983,0
dma,1984,0
dma,1985,0
dma,1986,0
dma,1987,0
dma,1988,0
dma,1989,0
dma,1990,0
dma,1991,0
dma,1992,0
dma,1993,0
dma,1994,0
dma,1995,0
dma,1996,0
dma,1997,0
dma,1998,203703.7037
dma,1999,100000
dma,2000,25925.92593
dma,2001,0
dma,2002,0
dma,2003,0
dma,2004,0
dma,2005,0
dma,2006,0
dma,2007,0
dma,2008,0
dma,2009,0
dma,2010,10948.14815
dma,2011,0
dma,2012,0
dma,2013,0
dma,2014,0
dma,2015,0
dma,2016,94.81481
dma,2017,71.11111
dma,2018,71.11111
dma,2019,71.11111
dma,2020,71.11111
dnk,1975,0
dnk,1976,0
dnk,1977,0
dnk,1978,0
dnk,1981,0
dnk,1982,0
dnk,1983,0
dnk,1984,0
dnk,1985,0
dnk,1986,0
dnk,1987,0
dnk,1988,0
dnk,1989,0
dnk,1990,0
dnk,1991,0
dnk,2005,1262022630.11981
dnk,2006,1583757819.08662
dnk,2007,1731557199.71218
dnk,2008,2369450702.44633
dnk,2009,2607872589.30152
dnk,2010,2030589542.92525
dnk,2011,2467921752.07129
dnk,2012,2264341595.26795
dnk,2013,2314926349.68148
dnk,2014,2497261263.25473
dnk,2015,2088570347.38057
dnk,2016,2429038179.13235
dnk,2017,3202244987.18987
dnk,2018,3797467556.60634
dnk,2019,4058729555.11135
dnk,2020,5148880024.98259
dom,1968,0
dom,1969,0
dom,1970,0
dom,1971,0
dom,1972,0
dom,1973,0
dom,1974,0
dom,1975,0
dom,1976,0
dom,1977,0
dom,1978,0
dom,1979,0
dom,1980,0
dom,1981,0
dom,1982,0
dom,1983,0
dom,1984,0
dom,1985,0
dom,1986,0
dom,1987,0
dom,1988,0
dom,1989,0
dom,1990,0
dom,1991,0
dom,1992,0
dom,1993,0
dom,1994,0
dom,1995,0
dom,1996,0
dom,2002,0
dom,2003,0
dom,2004,0
dom,2005,0
dom,2006,0
dom,2007,0
dom,2008,0
dom,2009,0
dom,2010,0
dom,2011,0
dom,2012,0
dom,2013,0
dom,2014,0
dom,2015,0
dom,2016,0
dom,2017,0
dom,2018,0
dom,2019,0
dom,2020,0
dza,1977,0
dza,1978,0
dza,1979,0
dza,1980,0
dza,1981,0
dza,1982,0
dza,1983,0
dza,1984,0
dza,1985,0
dza,1986,0
dza,1987,0
dza,1988,0
dza,1989,0
dza,1990,0
dza,1991,0
dza,2005,0
dza,2006,2000000
dza,2007,1460420.13765
dza,2008,2928308.67952
dza,2009,1916053.51418
dza,2010,2811908.23361
dza,2011,1713651.67575
dza,2012,2844580.77122
dza,2013,760560.87455
dza,2014,395792.55427
dza,2015,2222340.26848
dza,2016,474785.16788
dza,2017,138472.73568
dza,2018,203168.63626
dza,2019,177930.35144
dza,2020,1225996.32866
ecu,1976,0
ecu,1977,0
ecu,1978,0
ecu,1979,0
ecu,1980,0
ecu,1981,0
ecu,1982,0
ecu,1983,0
ecu,1984,0
ecu,1985,0
ecu,1986,0
ecu,1987,0
ecu,1988,0
ecu,1989,0
ecu,2000,0
ecu,2001,0
ecu,2002,0
ecu,2003,0
ecu,2004,0
ecu,2005,0
ecu,2006,0
ecu,2007,0
ecu,2008,0
ecu,2009,0
ecu,2010,0
ecu,2011,0
ecu,2012,0
ecu,2013,0
ecu,2014,0
ecu,2015,0
ecu,2016,5674384.6
ecu,2017,26726613.74
ecu,2018,2235390
ecu,2019,2380322
ecu,2020,4259574
egy,1977,0
egy,1978,0
egy,1979,0
egy,1980,0
egy,1981,0
egy,1982,0
egy,1983,0
egy,1984,0
egy,1985,0
egy,1986,0
egy,1987,0
egy,1988,0
egy,1989,0
egy,1990,0
egy,1991,0
egy,1992,0
egy,1993,0
egy,1994,40000000
egy,1995,47000000
egy,1996,55000000
egy,1997,54000000
egy,1998,56000000
egy,1999,46500000
egy,2000,59000000
egy,2001,46300000
egy,2002,37600000
egy,2003,120800000
egy,2004,100000000
egy,2005,136000000
egy,2006,138000000
egy,2007,122000000
egy,2008,0
egy,2009,0
egy,2010,0
egy,2011,0
egy,2012,0
egy,2013,0
egy,2018,0
egy,2019,1100000
egy,2020,0
eri,1998,398855.04349
eri,1999,8761.20997
eri,2000,94115.12027
esp,1975,15730006.19807
esp,1976,16382503.05087
esp,1977,21247459.59633
esp,1978,23502018.1258
esp,1979,25424944.32029
esp,1980,36187135.25713
esp,1981,31495595.84324
esp,1982,36293329.49422
esp,1983,32290544.66916
esp,1984,29962194.83461
esp,1985,25898159.74099
esp,1986,32219749.27708
esp,1987,29217433.57887
esp,1988,39515859.89487
esp,1989,52435028.30241
esp,1990,90117193.01273
esp,1991,84285827.83803
esp,1992,101499241.98791
esp,1993,150374141.98918
esp,1994,220171988.25632
esp,1995,196073167.44502
esp,1996,214088034.02195
esp,1997,211801152.17643
esp,1998,241764812.37889
esp,2013,1173589612.92665
esp,2014,1436944061.33098
esp,2015,1613627620.21978
esp,2016,1919938921.59533
esp,2017,2373442084.84579
esp,2018,2527128831.19964
esp,2019,3418268057.98161
esp,2020,2949863120.8288
est,1992,0
est,1993,0
est,1994,860853.29199
est,1995,942781.90088
est,1996,1349056.72419
est,1997,967263.9723
est,1998,1157940.36781
est,1999,1735788.98873
est,2000,1557828.55621
est,2001,2124895.16746
est,2002,4915363.96122
est,2008,26859382.85099
est,2009,24466201.9529
est,2010,20323470.15873
est,2011,22438019.75514
est,2012,19307726.99504
est,2013,10079195.93058
est,2014,12772797.44213
est,2015,11896638.93381
est,2016,11485129.1031
est,2017,20217819.2641
est,2018,16138594.75175
est,2019,19406590.92927
est,2020,20544520.43695
est,2021,368746811.61212
eth,1977,0
eth,1978,0
eth,1979,0
eth,1980,0
eth,1981,0
eth,1982,0
eth,1983,0
eth,1984,0
eth,1985,0
eth,1986,0
eth,1987,0
eth,1988,0
eth,1989,0
eth,1990,0
eth,1991,0
eth,1992,0
eth,1993,0
eth,1994,0
eth,2000,0
eth,2001,0
eth,2002,0
eth,2003,0
eth,2004,3316.23488
eth,2005,4609.56947
eth,2006,14908.7128
eth,2007,83930.4812
eth,2008,106466.97332
eth,2009,2157698.20482
eth,2010,247765.41689
eth,2011,4917.94659
eth,2012,19389.04006
eth,2015,23344.48387
eth,2016,8977.86887
eth,2017,139794.8955
eth,2018,7805175.49889
eth,2019,0
eth,2020,10115.4849
fin,1975,4761095.82091
fin,1976,6996697.94188
fin,1977,2956114.08754
fin,1978,2676225.39437
fin,1979,3585794.11982
fin,1980,3476102.48403
fin,1981,6456538.24878
fin,1982,4367760.06992
fin,1983,7145152.93521
fin,1984,5192160.24599
fin,1985,6540407.04862
fin,1986,9132753.25293
fin,1987,27073847.34529
fin,1988,39506967.02721
fin,1989,45067697.2612
fin,1990,50470757.87835
fin,1991,54124115.30349
fin,1992,62675143.46183
fin,1993,89132136.43793
fin,1994,75349812.19437
fin,1995,58274058.92611
fin,1996,65948470.83847
fin,1997,93449667.32439
fin,1998,106247893.55839
fin,1999,648293473.99267
fin,2000,886365778.47099
fin,2001,583847010.70304
fin,2002,560922518.6624
fin,2003,501363528.22006
fin,2004,839611133.01587
fin,2005,1205858637.75245
fin,2008,1489349689.87353
fin,2009,1734928257.78781
fin,2010,2318716972.87157
fin,2011,3238674269.52787
fin,2012,3326995162.51241
fin,2013,3533405014.68465
fin,2014,2622438709.32278
fin,2015,2455297313.72209
fin,2016,3030847431.06451
fin,2017,3072987936.20347
fin,2018,3456439587.82968
fin,2019,3612986914.01516
fin,2020,2974930080.26548
fin,2021,3428533563.78066
fji,1979,0
fji,1980,0
fji,1981,0
fji,1982,0
fji,1983,0
fji,1984,0
fji,1985,0
fji,1986,0
fji,1987,0
fji,1988,0
fji,2000,2914105.88255
fji,2001,1264910.9582
fji,2002,3905593.76641
fji,2003,1119308.92144
fji,2004,115848.82351
fji,2005,0
fji,2006,235405.14314
fji,2007,62502.53282
fji,2008,175272.51198
fji,2009,735267.24791
fji,2010,529960.19544
fji,2011,169838.76593
fji,2012,55074.6015
fji,2013,0
fji,2014,473007.19079
fji,2015,429171.98803
fji,2016,906978.50893
fji,2017,871780.79616
fji,2018,860879.35902
fji,2019,786481.77825
fji,2020,135473.6343
fra,1975,192154613.47843
fra,1976,201071165.68141
fra,1977,283850217.8907
fra,1978,347416985.06691
fra,1979,429876142.83644
fra,1980,495717088.75308
fra,1981,495447294.31584
fra,1982,374878716.63041
fra,1983,587718469.24471
fra,1984,424926838.84921
fra,1985,522346082.11216
fra,1986,688839182.67179
fra,1987,897504217.17055
fra,1988,1081605899.5873
fra,1989,998191639.64278
fra,1990,1294662125.40326
fra,1991,1387605156.12996
fra,1992,1578753016.40961
fra,1993,1455899627.5684
fra,1994,1531063076.63285
fra,1995,1850021380.68064
fra,1996,1884478266.1606
fra,1997,2046422949.03265
fra,1998,2337985042.3798
fra,1999,3663643017.03768
fra,2000,3973973759.52013
fra,2001,4741250358.65253
fra,2002,5714305056.38438
fra,2003,5865520891.77303
fra,2004,7237765433.9763
fra,2005,8315623611.71051
fra,2006,8459450015.32307
fra,2007,13466689886.0115
fra,2008,15472604431.7446
fra,2009,12671414489.1488
fra,2010,13625132122.8949
fra,2011,15344865099.7736
fra,2012,12742266510.8189
fra,2013,13169451182.1988
fra,2014,14543103950.2613
fra,2015,15242960369.0536
fra,2016,15482080301.7728
fra,2017,16843554961.9213
fra,2018,17743916340.6804
fra,2019,15521112562.8788
fra,2020,14667815635.4437
fro,1998,10000
fro,1999,10000
fro,2000,10000
fro,2001,20000
fro,2002,10000
fro,2003,20000
fro,2004,20317.83737
fro,2005,240460.50383
fro,2006,343459.91821
fro,2007,956121.7303
fro,2008,120436.29716
fro,2009,1410482.67569
fro,2010,1154871.95494
fro,2011,1183181.37014
gab,1978,0
gab,1979,0
gab,1980,0
gab,1981,0
gab,1982,0
gab,1983,0
gab,1984,0
gab,1985,0
gab,1986,0
gab,1987,0
gab,1988,0
gab,1989,0
gab,1990,0
gab,1991,0
gab,1992,0
gab,1993,0
gab,1994,0
gbr,1970,340799727.83734
gbr,1971,357770469.69041
gbr,1972,414465553.24054
gbr,1973,494946588.14454
gbr,1974,573064835.81822
gbr,1975,609148287.08169
gbr,1976,695748713.69134
gbr,1977,738818054.01079
gbr,1978,883117477.76434
gbr,1979,991008503.45008
gbr,1980,1135126607.25482
gbr,1981,1161183254.00913
gbr,1982,995518507.89001
gbr,1983,1062266136.91015
gbr,1984,1047765275.4511
gbr,1985,1161836266.86707
gbr,1986,1239093432.06294
gbr,1987,2018056605.26522
gbr,1988,2411849758.96279
gbr,1989,2603690902.7371
gbr,1990,3055033020.48712
gbr,1991,3339481527.94765
gbr,1992,4190099802.86732
gbr,1993,4355381732.61052
gbr,1994,5319050532.29923
gbr,1995,6080093956.74603
gbr,1996,6655053056.30066
gbr,1997,6790442218.39124
gbr,1998,7070738733.64791
gbr,1999,6229048240.99218
gbr,2000,6766385690.38884
gbr,2001,6906467448.51315
gbr,2002,6974034272.64218
gbr,2003,8094472171.92027
gbr,2004,9936021890.94357
gbr,2005,14395493043.2673
gbr,2006,14661348470.705
gbr,2007,16156709603.2351
gbr,2008,14673185993.1354
gbr,2009,14516204120.0582
gbr,2010,14454576641.5817
gbr,2011,15222679103.9032
gbr,2012,13947194052.99
gbr,2013,18158208115.2396
gbr,2014,20355608162.5432
gbr,2015,21418278414.3061
gbr,2016,19822283187.1978
gbr,2017,22661207886.1529
gbr,2018,25169785727.3538
gbr,2019,26355251209.9409
gbr,2020,23900778841.1856
geo,2000,3358785.7
geo,2001,3944509.86
geo,2002,5510000
geo,2003,6288505
geo,2004,7724886.7
geo,2005,9294601.03
geo,2006,12931970.91
geo,2007,10630297.59
geo,2008,6197426.51
geo,2009,7464329.01
geo,2010,4726381.09
geo,2011,4558175.12
geo,2012,3468465.09
geo,2013,3342545.4
geo,2014,1682200.68
geo,2015,566769.6
geo,2016,795201.33
geo,2017,332992.75
geo,2018,270121.8
geo,2019,927933.83
geo,2020,994714.92
gha,1975,0
gha,1976,0
gha,1977,0
gha,1978,0
gha,1979,0
gha,1980,0
gha,1981,0
gha,1982,0
gha,1983,0
gha,1984,0
gha,1985,0
gha,1986,0
gha,1995,0
gha,1996,0
gha,1997,0
gha,1998,0
gha,1999,0
gha,2009,0
gha,2010,0
gha,2018,95841909.32044
gha,2019,74737849.61993
gha,2020,46229218.56684
gin,1999,0
gin,2000,0
gin,2001,4390
gin,2002,30000
gin,2003,308640
gin,2004,0
gin,2005,270000
gin,2006,0
gin,2007,60000
gin,2008,100000
gin,2013,-1450000
gmb,1978,0
gmb,1979,0
gmb,1980,0
gmb,1981,0
gmb,1982,0
gmb,1983,0
gmb,1984,0
gmb,1985,0
gmb,1986,0
gmb,1987,0
gmb,1988,0
gmb,1989,0
gmb,1990,0
gmb,1991,0
gmb,1992,0
gmb,1993,0
gmb,1994,0
gnb,1982,0
gnb,1983,0
gnb,1984,0
gnb,1985,0
gnb,1986,0
gnb,1987,0
gnb,1988,0
gnb,1989,0
gnb,1990,0
gnb,1991,0
gnb,1992,0
gnb,1993,0
gnb,2001,0
gnb,2002,0
gnb,2003,0
gnb,2004,0
gnb,2005,0
gnb,2006,0
gnb,2016,78950
gnb,2018,0
gnb,2020,198580.22798
gnq,1987,0
gnq,1988,0
grc,1999,12898837.16506
grc,2000,5399433.95221
grc,2001,14004723.55365
grc,2002,12604740.52512
grc,2003,18379727.11095
grc,2004,31823429.76172
grc,2005,60220041.07776
grc,2006,66698116.08961
grc,2007,52293992.17594
grc,2008,43866779.27991
grc,2009,47980894.67034
grc,2010,68694446.77079
grc,2011,69091286.65323
grc,2012,82105489.07982
grc,2013,55007473.9062
grc,2014,107893971.52628
grc,2015,54111479.93306
grc,2016,77870831.57266
grc,2017,75578578.63278
grc,2018,95818326.15077
grc,2019,75905558.75475
grc,2020,58531027.32408
grd,1977,0
grd,1978,0
grd,1979,0
grd,1980,0
grd,1981,0
grd,1982,0
grd,1983,0
grd,1984,0
grd,1985,0
grd,1986,0
grd,1987,0
grd,1988,0
grd,1989,0
grd,1990,0
grd,1991,0
grd,1992,0
grd,1993,0
grd,1994,0
grd,1995,0
grd,1996,0
grd,1997,0
grd,1998,0
grd,1999,0
grd,2000,0
grd,2001,0
grd,2002,0
grd,2003,0
grd,2004,0
grd,2005,0
grd,2006,64714.81481
grd,2007,64714.81481
grd,2008,65040.74074
grd,2009,68148.51852
grd,2010,67444.07407
grd,2011,70484.44444
grd,2012,70387.40741
grd,2013,73248.14815
grd,2014,14156.66667
grd,2015,14156.66667
grd,2016,8050.07407
grd,2017,47790.37037
grd,2018,9121.34815
grd,2019,12424.12963
grd,2020,12424.12963
gtm,1977,500000
gtm,1978,200000
gtm,1979,500000
gtm,1980,400000
gtm,1981,300000
gtm,1982,100000
gtm,1983,100000
gtm,1984,0
gtm,1985,0
gtm,1986,400000
gtm,1987,0
gtm,1988,0
gtm,1989,0
gtm,1990,0
gtm,1991,1600000
gtm,1992,0
gtm,1993,0
gtm,2001,0
gtm,2002,0
gtm,2003,0
gtm,2004,2200000
gtm,2005,4500000
gtm,2006,7900000
gtm,2007,10800000
gtm,2008,11920490
gtm,2009,11760150
gtm,2010,12735430
gtm,2011,10874530
gtm,2012,12054730
gtm,2013,15423050
gtm,2014,15215600
gtm,2015,16477460
gtm,2016,14069750
gtm,2017,15596720
gtm,2018,16198890
gtm,2019,16437990
gtm,2020,15852370
guy,1977,0
guy,1978,0
guy,1979,0
guy,1980,0
guy,1981,0
guy,1982,0
guy,1983,0
guy,1984,0
guy,1985,0
guy,1996,14000000
guy,1997,17000000
guy,1998,17000000
guy,1999,16200000
guy,2000,14800000
guy,2001,23100000
guy,2002,34400000
guy,2003,32100000
guy,2004,33737000
guy,2005,35423000
guy,2006,37194000
guy,2007,40542000
guy,2008,42569095.23562
guy,2009,44697549.99741
guy,2010,46932427.49728
guy,2011,49279048.87214
guy,2012,51743001.31575
guy,2013,5390000
guy,2014,4364000
guy,2015,4077000
guy,2016,3011666.66667
guy,2017,375160
guy,2018,169000
guy,2019,1049100
guy,2020,92440
hkg,1998,155448442.07265
hkg,1999,77595156.25937
hkg,2000,106780916.33469
hkg,2001,195672003.25452
hkg,2002,228878001.44295
hkg,2003,340475603.67532
hkg,2004,217776854.60604
hkg,2005,245221771.98523
hkg,2006,259254439.29407
hkg,2007,357912339.75839
hkg,2008,379753523.11438
hkg,2009,383395054.44366
hkg,2010,400321901.39463
hkg,2011,459270724.81844
hkg,2012,520085354.94607
hkg,2013,573755078.03855
hkg,2014,622629445.12357
hkg,2015,642041544.14779
hkg,2016,673103891.84154
hkg,2017,719290503.22533
hkg,2018,742653007.0556
hkg,2019,754306901.65068
hkg,2020,701476714.7008
hnd,1974,0
hnd,1975,0
hnd,1976,0
hnd,1977,0
hnd,1978,0
hnd,1979,0
hnd,1980,0
hnd,1981,0
hnd,1982,0
hnd,1983,0
hnd,1984,0
hnd,1985,0
hnd,1986,0
hnd,1987,0
hnd,1988,0
hnd,1989,0
hnd,1990,0
hnd,1991,0
hnd,1992,0
hnd,1993,0
hnd,1994,0
hnd,1995,0
hnd,1996,0
hnd,1997,0
hnd,1998,0
hnd,1999,0
hnd,2000,300000
hnd,2001,600000
hnd,2002,1500000
hnd,2003,811000
hrv,1993,1942000
hrv,1994,2270000
hrv,1995,2239000
hrv,1996,2541883.073
hrv,1997,18925697.727
hrv,1998,41601188.066
hrv,1999,81888265.325
hrv,2000,66144724.54331
hrv,2001,106603020.58105
hrv,2002,85258160.65464
hrv,2003,34763273.46883
hrv,2004,41103285.46829
hrv,2005,73000550.04346
hrv,2006,47459762.85962
hrv,2007,39699092.28909
hrv,2008,43791239.65058
hrv,2009,32218180.39102
hrv,2010,31592952.48856
hrv,2011,24294931.14656
hrv,2012,29576838.45224
hrv,2013,24017495.59658
hrv,2014,26240895.7173
hrv,2015,45439792.7585
hrv,2016,51898461.93631
hrv,2017,54616631.64631
hrv,2018,68767957.6367
hrv,2019,75449856.29662
hrv,2020,59688546.73398
hti,1971,0
hti,1972,0
hti,1973,0
hti,1974,0
hti,1975,0
hti,1976,0
hti,1977,0
hti,1978,0
hti,1979,0
hti,1980,0
hti,1981,0
hti,1982,0
hti,1983,0
hti,1984,0
hti,1985,0
hti,1986,0
hti,1987,0
hti,1988,0
hti,1989,0
hti,1990,0
hti,1991,0
hti,1992,0
hti,1993,0
hti,1994,0
hti,1998,0
hti,1999,0
hti,2000,0
hti,2001,0
hti,2002,6460000
hti,2003,5840000
hti,2004,0
hti,2005,4490000
hti,2006,3690000
hti,2007,3440000
hti,2008,3324442.63
hti,2009,3396950.9
hti,2010,2456647.71
hti,2011,6576852
hti,2012,20460000
hti,2013,22765405.81
hti,2014,28614622.93
hti,2015,29732276.67
hun,1982,0
hun,1983,0
hun,1984,0
hun,1985,0
hun,1986,0
hun,1987,0
hun,1988,0
hun,1989,0
hun,1990,48527928.96592
hun,1991,18057553.65382
hun,1992,38259006.4879
hun,1993,33021083.40952
hun,1994,31485094.63497
hun,1995,31697809.0877
hun,1996,44955893.11876
hun,1997,100151484.28125
hun,1998,46392599.91664
hun,1999,61948340.64318
hun,2000,111789226.99906
hun,2001,95665751.87607
hun,2002,349305233.50785
hun,2003,313281410.50563
hun,2004,539814932.63008
hun,2005,837211660.23137
hun,2006,549836584.65437
hun,2007,919784068.09372
hun,2008,1706117940.48249
hun,2009,1701293482.78518
hun,2010,2046859456.77692
hun,2011,2185665843.34058
hun,2012,2033139463.29219
hun,2013,2076312985.30423
hun,2014,2085306419.75767
hun,2015,1566027527.81382
hun,2016,1794389317.46217
hun,2017,1688119273.45851
hun,2018,1859888614.27091
hun,2019,1386778888.47342
hun,2020,1267058571.36304
idn,1981,0
idn,1982,0
idn,1983,0
idn,1984,0
idn,1985,0
idn,1986,0
idn,1987,0
idn,1988,0
idn,1989,0
idn,1990,0
idn,1991,0
idn,1992,0
idn,1993,0
idn,1994,0
idn,1995,0
idn,2004,221187500
idn,2005,263330000
idn,2006,13445052.79733
idn,2007,30690000
idn,2008,27211956.75443
idn,2009,38128141.00432
idn,2010,59560687.40389
idn,2011,78800621.04072
idn,2012,58049485.71432
idn,2013,51972616.78515
idn,2014,59613861.40014
idn,2015,52092244.67043
idn,2016,46702857.31525
idn,2017,49809737.21707
idn,2018,61194660.71224
idn,2019,58916113.08253
idn,2020,83577215.45826
idn,2021,125588928.57983
ind,1975,0
ind,1976,111523.92689
ind,1977,113459.99489
ind,1978,0
ind,1979,0
ind,1980,0
ind,1981,111305.38952
ind,1982,625124.17533
ind,1983,896690.48989
ind,1984,173389.20156
ind,1985,165407.73005
ind,1986,397330.03793
ind,1987,771836.31346
ind,1988,1032024.35152
ind,1989,1292412.28766
ind,1990,1323398.80973
ind,1991,615524.76333
ind,1992,731658.98892
ind,1993,290980.45374
ind,1994,446175.13553
ind,1995,1395550.2634
ind,1996,6899307.42774
ind,1997,12414145.51873
ind,1998,19303913.32267
ind,1999,22883886.56334
ind,2000,82548708.77009
ind,2001,37156159.54394
ind,2002,20159947.93682
ind,2003,24088615.69061
ind,2004,52796059.57396
ind,2005,205974583.70142
ind,2006,60913260.30596
ind,2007,163126496.58327
ind,2008,147815443.39223
ind,2009,191939516.59349
ind,2010,127378163.31058
ind,2011,302615975.49212
ind,2012,321445173.96287
ind,2013,445568319.52663
ind,2014,658722433.04353
ind,2015,466556838.05446
ind,2016,524879155.06345
ind,2017,659628260.99832
ind,2018,784900902.14981
ind,2019,871605164.42863
ind,2020,1253654725.41466
irl,2005,773080030.993
irl,2006,925688450.40884
irl,2007,1185147192.36663
irl,2008,1474944933.25697
irl,2009,1699539803.78113
irl,2010,2920454233.04473
irl,2011,5006591257.65692
irl,2012,4984886674.48512
irl,2013,5827455129.30319
irl,2014,6937872103.19759
irl,2015,8127061423.30381
irl,2016,8906171885.48058
irl,2017,10401540497.5824
irl,2018,14335353391.4652
irl,2019,11868205387.2565
irl,2020,15030840688.9024
irn,1976,0
irn,1977,0
irn,1978,0
irn,1979,0
irn,1980,0
irn,1981,0
irn,1982,0
irn,1983,0
irn,1984,0
irn,1985,0
irn,1986,0
irn,1987,0
irn,1988,0
irn,1989,0
irn,1990,0
irn,1991,0
irn,1992,0
irn,1993,0
irn,1994,0
irn,1995,0
irn,1996,0
irn,1997,0
irn,1998,0
irn,1999,0
irn,2000,0
irq,2005,0
irq,2006,0
irq,2007,200000
irq,2008,0
irq,2009,0
irq,2010,300000
irq,2011,0
irq,2012,0
irq,2013,0
irq,2014,0
irq,2015,0
irq,2016,100000
irq,2017,100000
irq,2018,100000
irq,2019,1700000
irq,2020,100000
isl,1976,0
isl,1977,0
isl,1978,0
isl,1979,0
isl,1980,0
isl,1981,0
isl,1982,0
isl,1983,0
isl,1984,0
isl,1985,0
isl,1986,0
isl,1987,0
isl,1988,0
isl,1989,0
isl,2009,163966020.30976
isl,2010,143497501.70997
isl,2011,127101613.78653
isl,2012,64500509.81133
isl,2013,92372480.51419
isl,2014,159669307.11696
isl,2015,232042689.98149
isl,2016,193174457.97544
isl,2017,256539019.07682
isl,2018,173390796.38926
isl,2019,283837563.72321
isl,2020,382098633.65205
isr,1960,0
isr,1961,0
isr,1965,0
isr,1966,0
isr,1967,0
isr,1968,0
isr,1969,0
isr,1970,0
isr,1971,0
isr,1972,0
isr,1973,0
isr,1974,4000000
isr,1975,5000000
isr,1976,6000000
isr,1977,12000000
isr,1978,9000000
isr,1979,10000000
isr,1980,12000000
isr,1981,13900000
isr,1982,20800000
isr,1983,21800000
isr,1984,27600000
isr,1985,32600000
isr,1986,34600000
isr,1987,41500000
isr,1988,62000000
isr,1989,55100000
isr,1990,62900000
isr,1991,70400000
isr,1992,96100000
isr,1993,92000000
isr,1994,115500000
isr,1995,134300000
isr,1996,158200000
isr,1997,177100000
isr,1998,215600000
isr,1999,253500000
isr,2000,496100000
isr,2001,425200000
isr,2002,420200000
isr,2003,425200000
isr,2004,504700000
isr,2005,574100000
isr,2006,593000000
isr,2007,785800000
isr,2008,956700000
isr,2009,762600000
isr,2010,849400000
isr,2011,1099500000
isr,2012,1056500000
isr,2013,1006700000
isr,2014,1281000000
isr,2015,1096100000
isr,2016,1265200000
isr,2017,1264300000
isr,2018,1273100000
isr,2019,1579200000
isr,2020,1655600000
isr,2021,2198200000
ita,1970,1599999.9984
ita,1971,4838617.65556
ita,1972,5137937.52973
ita,1973,6851829.33912
ita,1974,7682274.57224
ita,1975,13856885.45729
ita,1976,20132059.23943
ita,1977,14728017.79859
ita,1978,18866592.50855
ita,1979,92689942.32244
ita,1980,95685878.39101
ita,1981,74419832.34932
ita,1982,68257187.81302
ita,1983,66568347.84982
ita,1984,66776035.70588
ita,1985,63849720.82693
ita,1986,79837157.85937
ita,1987,100499162.93886
ita,1988,113099275.70984
ita,1989,110083242.64312
ita,1990,1043013006.21975
ita,1991,247973083.54977
ita,1992,238930126.09598
ita,1993,234137657.0302
ita,1994,322492764.5155
ita,1995,462503766.01113
ita,1996,381868067.56177
ita,1997,490146606.54218
ita,1998,475885109.67595
ita,1999,1499788958.60806
ita,2000,1317491031.9024
ita,2001,1299572653.73486
ita,2002,1934458498.40048
ita,2003,2458542812.56633
ita,2004,2901080104.43723
ita,2005,3223190261.17551
ita,2006,3703823201.65662
ita,2007,4285997614.69991
ita,2008,3969313813.78757
ita,2009,3270322889.4034
ita,2010,3641187900.8658
ita,2011,4030909755.86444
ita,2012,4099330835.25125
ita,2013,3740046421.07211
ita,2014,3334403883.96036
ita,2015,3071645989.75541
ita,2016,3425839138.84143
ita,2017,4359808611.06344
ita,2018,4941537839.02931
ita,2019,4496738843.75001
ita,2020,4243284775.91466
jam,1976,0
jam,1977,0
jam,1978,0
jam,1979,400000
jam,1980,0
jam,1981,0
jam,1982,0
jam,1983,0
jam,1984,0
jam,1985,0
jam,1986,4100000
jam,1987,2600000
jam,1988,15300000
jam,1989,2700000
jam,1990,3300000
jam,1991,2000000
jam,1992,3300000
jam,1993,9200000
jam,1994,5100000
jam,1995,3900000
jam,1996,4300000
jam,1997,7000000
jam,1998,6600000
jam,1999,6200000
jam,2000,6400000
jam,2001,5900000
jam,2002,6130000
jam,2003,12000000
jam,2004,9686649
jam,2005,12652016
jam,2006,11959991.65
jam,2007,14948376
jam,2008,16607072.7
jam,2009,9134474.76
jam,2010,4861221.77
jam,2011,3896723.07
jam,2012,4033323.07
jam,2013,4993323.07
jam,2014,6255375.37
jam,2015,5521533.22
jam,2016,5297927.73
jam,2017,4870046.84
jam,2018,5293969.83
jam,2019,8082365.95
jam,2020,4643968.35
jor,1972,0
jor,1973,0
jor,1974,0
jor,1975,0
jor,1976,0
jor,1977,0
jor,1978,0
jor,1979,0
jor,1980,0
jor,1981,0
jor,1982,0
jor,1983,0
jor,1984,0
jor,1985,0
jor,1986,0
jor,1987,0
jor,1988,0
jor,1989,0
jor,1990,0
jor,1991,0
jor,1992,0
jor,1993,0
jor,1994,0
jor,1995,0
jor,2006,0
jor,2007,0
jor,2008,0
jor,2009,0
jor,2010,0
jor,2011,0
jor,2014,10845070.42254
jor,2015,12760563.38028
jor,2016,22112676.05634
jor,2017,34507042.25352
jor,2018,21830985.91549
jor,2019,8873239.43662
jor,2020,6197183.09859
jpn,1996,6680586807.97837
jpn,1997,7302764523.66377
jpn,1998,7388020643.41433
jpn,1999,8190414066.96276
jpn,2000,10227354811.4584
jpn,2001,10461595549.6634
jpn,2002,10421751154.8455
jpn,2003,12270687359.0694
jpn,2004,15701300547.3509
