geo,time,dc_dac_grcl_cd
mne,2016,19999.99955
mne,2017,19999.99955
mne,2018,39999.99911
mne,2019,29999.99933
mng,2001,19999.99955
mng,2007,9999.99978
mng,2008,9999.99978
mng,2009,9999.99978
mng,2010,9999.99978
mng,2011,9999.99978
mng,2012,9999.99978
mng,2013,0
mng,2016,0
moz,1998,9999.99978
moz,2008,39999.99911
moz,2009,59999.99866
moz,2010,59999.99866
moz,2011,19999.99955
moz,2019,0
mrt,2002,100000.00149
mrt,2003,119999.99732
mrt,2005,9999.99978
mrt,2006,9999.99978
mrt,2007,9999.99978
mrt,2008,39999.99911
mrt,2009,29999.99933
mrt,2010,50000.00075
mrt,2011,19999.99955
mrt,2012,9999.99978
mrt,2014,0
mus,1997,109999.9994
mus,1998,310000.00238
mus,1999,280000.00119
mus,2000,90000.00358
mus,2001,200000.00298
mus,2002,9999.99978
mus,2004,9999.99978
mus,2005,19999.99955
mus,2006,769999.98093
mus,2007,39999.99911
mus,2014,0
mwi,1996,39999.99911
mwi,1998,109999.9994
mwi,1999,29999.99933
mwi,2000,59999.99866
mwi,2001,50000.00075
mwi,2002,19999.99955
mwi,2003,70000.0003
mwi,2004,300000.01192
mwi,2005,129999.99523
mwi,2006,19999.99955
mwi,2007,400000.00596
mwi,2008,479999.98927
mwi,2009,29999.99933
mwi,2010,19999.99955
mwi,2011,19999.99955
mwi,2012,9999.99978
mys,2015,0
mys,2019,0
nam,1998,19999.99955
nam,2000,70000.0003
nam,2007,9999.99978
nam,2009,19999.99955
nam,2010,19999.99955
nam,2011,19999.99955
nam,2012,59999.99866
ner,1997,19999.99955
ner,2005,270000.01073
ner,2006,219999.99881
ner,2007,109999.9994
ner,2008,159999.99642
ner,2009,50000.00075
ner,2010,119999.99732
ner,2011,50000.00075
ner,2012,19999.99955
nga,1997,9999.99978
nga,1998,129999.99523
nga,1999,79999.99821
nga,2000,9999.99978
nga,2001,9999.99978
nga,2002,59999.99866
nga,2003,330000.01311
nga,2004,509999.99046
nga,2005,649999.97616
nga,2006,250000
nga,2007,1909999.96662
nga,2008,2230000.01907
nga,2009,1919999.95708
nga,2010,1450000.04768
nga,2011,1450000.04768
nga,2012,1379999.99523
nga,2013,29999.99933
nga,2014,29999.99933
nga,2015,19999.99955
nic,1998,29999.99933
nic,2007,209999.99344
nic,2013,9999.99978
nic,2014,9999.99978
nic,2015,9999.99978
npl,1997,9999.99978
npl,1998,9999.99978
npl,2000,50000.00075
npl,2003,9999.99978
npl,2004,9999.99978
npl,2005,9999.99978
npl,2006,19999.99955
npl,2007,39999.99911
npl,2008,29999.99933
npl,2009,50000.00075
npl,2010,59999.99866
npl,2011,100000.00149
npl,2012,70000.0003
npl,2013,29999.99933
npl,2014,0
npl,2015,0
nru,2005,39999.99911
nru,2006,9999.99978
nru,2007,79999.99821
omn,2009,19999.99955
pak,1997,29999.99933
pak,1998,50000.00075
pak,1999,29999.99933
pak,2000,109999.9994
pak,2001,140000.0006
pak,2002,70000.0003
pak,2003,340000.00358
pak,2004,280000.00119
pak,2005,3809999.94278
pak,2006,589999.97377
pak,2007,930000.00715
pak,2008,340000.00358
pak,2009,1139999.98569
pak,2010,379999.99523
pak,2011,209999.99344
pak,2012,180000.00715
pak,2013,129999.99523
pak,2014,119999.99732
pak,2015,100000.00149
pan,1999,39999.99911
pan,2004,9999.99978
pan,2007,29999.99933
pan,2008,19999.99955
pan,2009,19999.99955
pan,2010,39999.99911
pan,2011,50000.00075
pan,2012,39999.99911
per,1998,50000.00075
per,2000,270000.01073
per,2001,140000.0006
per,2002,9999.99978
per,2003,9999.99978
per,2004,9999.99978
per,2005,9999.99978
per,2006,9999.99978
per,2007,219999.99881
per,2008,129999.99523
per,2009,129999.99523
per,2010,100000.00149
per,2011,79999.99821
per,2012,59999.99866
per,2013,9999.99978
per,2014,19999.99955
per,2015,9999.99978
per,2017,9999.99978
phl,1997,9999.99978
phl,1998,19999.99955
phl,1999,29999.99933
phl,2002,9999.99978
phl,2003,319999.99285
phl,2004,59999.99866
phl,2006,379999.99523
phl,2007,29999.99933
phl,2008,119999.99732
phl,2009,200000.00298
phl,2010,79999.99821
phl,2011,79999.99821
phl,2012,70000.0003
phl,2013,39999.99911
plw,2005,9999.99978
plw,2006,9999.99978
plw,2007,39999.99911
png,1998,90000.00358
png,2006,9999.99978
png,2007,39999.99911
pol,1997,500000
pol,1998,419999.98689
pol,1999,270000.01073
pol,2000,70000.0003
pol,2001,50000.00075
pol,2002,70000.0003
pol,2003,1080000.04292
pol,2004,270000.01073
prk,1997,29999.99933
prk,1998,39999.99911
prk,1999,19999.99955
prk,2005,9999.99978
prk,2006,280000.00119
prk,2007,109999.9994
prk,2008,140000.0006
prk,2009,119999.99732
prk,2010,140000.0006
prk,2011,140000.0006
prk,2012,159999.99642
prk,2014,9999.99978
prk,2018,0
pse,1996,1399999.97616
pse,1997,3930000.06676
pse,1998,4380000.11444
pse,1999,3200000.04768
pse,2000,2599999.90463
pse,2001,1990000.00954
pse,2002,1279999.97139
pse,2003,2000000
pse,2004,5639999.86649
pse,2005,1809999.94278
pse,2006,5769999.98093
pse,2007,3170000.07629
pse,2008,7130000.11444
pse,2009,10720000.26703
pse,2010,6849999.90463
pse,2011,5349999.90463
pse,2012,5139999.86649
pse,2013,779999.97139
pse,2014,1519999.98093
pse,2015,709999.97854
pse,2016,159999.99642
pse,2017,209999.99344
pse,2018,200000.00298
pse,2019,219999.99881
rou,1996,90000.00358
rou,1997,819999.99285
rou,1998,1159999.96662
rou,1999,1690000.05722
rou,2000,1750000
rou,2001,2069999.93324
rou,2002,959999.97854
rou,2003,3950000.04768
rou,2004,5320000.17166
rus,1996,209999.99344
rus,1997,560000.00238
rus,1998,810000.00238
rus,1999,910000.02623
rus,2000,600000.02384
rus,2001,300000.01192
rus,2002,479999.98927
rus,2003,3440000.05722
rus,2004,930000.00715
rwa,1999,19999.99955
rwa,2000,9999.99978
rwa,2001,9999.99978
rwa,2004,9999.99978
rwa,2005,19999.99955
rwa,2006,29999.99933
rwa,2007,50000.00075
rwa,2008,79999.99821
rwa,2009,39999.99911
rwa,2010,29999.99933
rwa,2011,19999.99955
rwa,2012,19999.99955
sau,2004,29999.99933
sau,2005,29999.99933
sau,2006,250000
sau,2007,379999.99523
sdn,1996,9999.99978
sdn,1997,19999.99955
sdn,1998,39999.99911
sdn,1999,59999.99866
sdn,2000,39999.99911
sdn,2001,29999.99933
sdn,2002,79999.99821
sdn,2003,370000.00477
sdn,2004,949999.98808
sdn,2005,1110000.01431
sdn,2006,959999.97854
sdn,2007,2799999.95232
sdn,2008,2980000.01907
sdn,2009,2190000.05722
sdn,2010,1039999.96185
sdn,2011,930000.00715
sdn,2012,689999.99762
sdn,2013,50000.00075
sdn,2014,79999.99821
sdn,2015,39999.99911
sdn,2016,0
sdn,2017,9999.99978
sdn,2018,9999.99978
sdn,2019,0
sen,2005,39999.99911
sen,2006,39999.99911
sen,2007,9999.99978
sen,2008,289999.99166
sen,2009,180000.00715
sen,2011,9999.99978
sen,2012,9999.99978
sen,2013,9999.99978
sen,2014,9999.99978
sen,2015,9999.99978
slb,2006,9999.99978
slb,2007,39999.99911
slb,2014,9999.99978
sle,1997,9999.99978
sle,1998,90000.00358
sle,2003,29999.99933
sle,2004,29999.99933
sle,2005,29999.99933
sle,2006,9999.99978
sle,2007,159999.99642
sle,2008,319999.99285
sle,2009,219999.99881
sle,2010,170000.00179
sle,2011,189999.99762
sle,2012,170000.00179
sle,2014,19999.99955
sle,2015,9999.99978
sle,2016,0
slv,1998,29999.99933
slv,2001,300000.01192
slv,2003,50000.00075
slv,2008,270000.01073
slv,2009,9999.99978
slv,2010,29999.99933
slv,2011,50000.00075
slv,2012,39999.99911
slv,2013,19999.99955
slv,2014,39999.99911
slv,2015,9999.99978
slv,2016,9999.99978
slv,2017,9999.99978
som,2004,560000.00238
som,2005,9999.99978
som,2006,50000.00075
som,2007,119999.99732
som,2008,490000.00954
som,2009,479999.98927
som,2010,29999.99933
som,2011,9999.99978
som,2012,9999.99978
som,2013,9999.99978
som,2014,9999.99978
som,2015,9999.99978
srb,1997,569999.99285
srb,1998,1210000.03815
srb,1999,32979999.54224
srb,2000,55919998.16895
srb,2001,42290000.91553
srb,2002,5360000.13351
srb,2003,59209999.08447
srb,2004,12289999.96185
srb,2005,48900001.52588
srb,2006,35569999.69482
srb,2007,35880001.06812
srb,2008,36409999.84741
srb,2009,2579999.92371
srb,2010,12260000.22888
srb,2011,13310000.41962
srb,2012,1019999.98093
srb,2013,119999.99732
srb,2014,439999.99762
srb,2015,209999.99344
srb,2016,129999.99523
srb,2017,209999.99344
srb,2018,219999.99881
srb,2019,189999.99762
stp,1999,9999.99978
stp,2000,9999.99978
stp,2001,9999.99978
stp,2002,19999.99955
stp,2003,29999.99933
stp,2004,29999.99933
stp,2005,19999.99955
stp,2006,29999.99933
stp,2007,50000.00075
stp,2008,19999.99955
stp,2009,29999.99933
stp,2010,29999.99933
stp,2011,39999.99911
stp,2012,29999.99933
stp,2014,19999.99955
stp,2015,9999.99978
stp,2016,0
sur,2006,9999.99978
sur,2007,39999.99911
svk,1997,19999.99955
svk,1998,200000.00298
svk,1999,209999.99344
svk,2001,50000.00075
svk,2002,19999.99955
svk,2003,19999.99955
svk,2004,100000.00149
svn,1997,9999.99978
svn,1998,39999.99911
svn,1999,129999.99523
svn,2000,59999.99866
svn,2001,70000.0003
svn,2002,19999.99955
svn,2003,250000
svn,2004,19999.99955
swz,2006,39999.99911
swz,2008,100000.00149
syc,2000,9999.99978
syc,2001,9999.99978
syc,2002,9999.99978
syc,2004,129999.99523
syc,2005,9999.99978
syc,2006,9999.99978
syc,2007,50000.00075
syc,2008,9999.99978
syc,2011,19999.99955
syc,2012,19999.99955
syr,1996,90000.00358
syr,1997,340000.00358
syr,1998,409999.99642
syr,1999,270000.01073
syr,2000,349999.99404
syr,2001,219999.99881
syr,2002,1070000.05245
syr,2003,4269999.98093
syr,2004,2869999.88556
syr,2005,2930000.06676
syr,2006,2869999.88556
syr,2007,3990000.00954
syr,2008,4960000.03815
syr,2009,5579999.92371
syr,2010,3549999.95232
syr,2011,2759999.99046
syr,2012,2430000.06676
syr,2013,769999.98093
syr,2014,800000.01192
syr,2015,589999.97377
syr,2016,50000.00075
syr,2017,349999.99404
syr,2018,9999.99978
syr,2019,0
tcd,1998,9999.99978
tcd,2000,9999.99978
tcd,2002,9999.99978
tcd,2003,19999.99955
tcd,2004,39999.99911
tcd,2005,519999.98093
tcd,2007,9999.99978
tcd,2008,289999.99166
tcd,2009,1549999.95232
tcd,2010,19999.99955
tcd,2011,9999.99978
tcd,2012,9999.99978
tcd,2013,9999.99978
tcd,2014,9999.99978
tcd,2015,9999.99978
tgo,2007,109999.9994
tgo,2008,19999.99955
tgo,2009,9999.99978
tgo,2010,29999.99933
tgo,2011,19999.99955
tgo,2012,9999.99978
tgo,2013,9999.99978
tgo,2014,19999.99955
tgo,2015,9999.99978
tha,1999,9999.99978
tha,2004,159999.99642
tha,2005,479999.98927
tha,2006,70000.0003
tha,2007,39999.99911
tha,2008,129999.99523
tha,2009,100000.00149
tha,2010,79999.99821
tha,2011,90000.00358
tha,2012,70000.0003
tha,2013,9999.99978
tha,2014,19999.99955
tha,2015,9999.99978
tjk,1997,9999.99978
tjk,1998,9999.99978
tjk,2004,200000.00298
tjk,2008,289999.99166
tjk,2009,9999.99978
tjk,2011,9999.99978
tjk,2012,9999.99978
tjk,2013,0
tjk,2018,0
tkm,1999,29999.99933
tkm,2002,19999.99955
tkm,2004,200000.00298
tkm,2010,19999.99955
tkm,2011,9999.99978
tkm,2012,9999.99978
tls,2006,9999.99978
tls,2007,50000.00075
ton,2006,9999.99978
tto,2006,9999.99978
tto,2007,39999.99911
tto,2009,9999.99978
tun,1996,29999.99933
tun,1997,259999.99046
tun,1998,250000
tun,1999,189999.99762
tun,2000,370000.00477
tun,2001,250000
tun,2002,289999.99166
tun,2003,449999.98808
tun,2004,340000.00358
tun,2005,180000.00715
tun,2006,109999.9994
tun,2007,170000.00179
tun,2008,209999.99344
tun,2009,170000.00179
tun,2010,209999.99344
tun,2011,129999.99523
tun,2012,90000.00358
tun,2013,9999.99978
tun,2014,270000.01073
tun,2015,219999.99881
tun,2016,219999.99881
tun,2017,219999.99881
tun,2018,230000.00417
tun,2019,0
tur,1996,79999.99821
tur,1997,209999.99344
tur,1998,280000.00119
tur,1999,939999.99762
tur,2000,2009999.99046
tur,2001,389999.98569
tur,2002,2049999.95232
tur,2003,4190000.05722
tur,2004,6280000.20981
tur,2005,4469999.79019
tur,2006,3779999.97139
tur,2007,5949999.80927
tur,2008,5489999.77112
tur,2009,6469999.79019
tur,2010,6139999.86649
tur,2011,3279999.97139
tur,2012,2579999.92371
tur,2013,389999.98569
tur,2014,600000.02384
tur,2015,460000.00834
tur,2016,8229999.54224
tur,2017,12680000.30518
tur,2018,6750000
tur,2019,4559999.94278
tuv,2004,70000.0003
tuv,2005,39999.99911
tuv,2006,9999.99978
tuv,2007,39999.99911
tza,1998,150000.00596
tza,2001,9999.99978
tza,2002,39999.99911
tza,2003,19999.99955
tza,2004,150000.00596
tza,2005,70000.0003
tza,2006,39999.99911
tza,2007,670000.01669
tza,2008,150000.00596
tza,2009,59999.99866
tza,2010,59999.99866
tza,2011,29999.99933
tza,2012,29999.99933
tza,2019,0
uga,1998,79999.99821
uga,1999,79999.99821
uga,2000,100000.00149
uga,2001,70000.0003
uga,2002,59999.99866
uga,2003,170000.00179
uga,2004,70000.0003
uga,2005,59999.99866
uga,2006,29999.99933
uga,2007,180000.00715
uga,2008,270000.01073
uga,2009,219999.99881
uga,2010,189999.99762
uga,2011,200000.00298
uga,2012,180000.00715
uga,2013,39999.99911
uga,2014,50000.00075
uga,2015,39999.99911
uga,2016,0
uga,2017,9999.99978
uga,2018,9999.99978
uga,2019,19999.99955
ukr,1996,310000.00238
ukr,1997,2180000.06676
ukr,1998,2640000.1049
ukr,1999,1870000.00477
ukr,2000,970000.02861
ukr,2001,469999.99881
ukr,2002,1330000.04292
ukr,2003,4019999.98093
ukr,2004,4809999.94278
ukr,2005,2069999.93324
ukr,2006,2230000.01907
ukr,2007,2500000
ukr,2008,3660000.08583
ukr,2009,3990000.00954
ukr,2010,2960000.03815
ukr,2011,3680000.06676
ukr,2012,2990000.00954
ukr,2013,2160000.08583
ukr,2014,2349999.90463
ukr,2015,1919999.95708
ukr,2016,150000.00596
ukr,2017,219999.99881
ukr,2018,379999.99523
ukr,2019,330000.01311
ury,2002,9999.99978
ury,2005,39999.99911
ury,2006,29999.99933
ury,2007,39999.99911
ury,2008,70000.0003
ury,2009,70000.0003
ury,2010,70000.0003
ury,2011,79999.99821
ury,2012,59999.99866
ury,2013,19999.99955
ury,2014,19999.99955
ury,2015,9999.99978
ury,2016,9999.99978
ury,2017,19999.99955
uzb,1997,59999.99866
uzb,1998,310000.00238
uzb,1999,150000.00596
uzb,2000,319999.99285
uzb,2001,209999.99344
uzb,2002,90000.00358
uzb,2003,170000.00179
uzb,2004,469999.99881
uzb,2005,400000.00596
uzb,2006,180000.00715
uzb,2007,289999.99166
uzb,2008,439999.99762
uzb,2009,389999.98569
uzb,2010,370000.00477
uzb,2011,349999.99404
uzb,2012,250000
uzb,2013,109999.9994
uzb,2014,140000.0006
uzb,2015,100000.00149
uzb,2016,9999.99978
uzb,2017,9999.99978
uzb,2019,0
vct,2006,9999.99978
vct,2007,39999.99911
ven,1999,70000.0003
ven,2000,19999.99955
ven,2002,9999.99978
ven,2004,19999.99955
ven,2005,59999.99866
ven,2006,50000.00075
ven,2007,90000.00358
ven,2008,189999.99762
ven,2009,150000.00596
ven,2010,140000.0006
ven,2011,90000.00358
ven,2012,79999.99821
ven,2013,29999.99933
ven,2014,29999.99933
ven,2015,29999.99933
ven,2016,9999.99978
ven,2018,0
ven,2019,0
vnm,1997,39999.99911
vnm,2004,9999.99978
vnm,2005,9999.99978
vnm,2007,330000.01311
vnm,2008,119999.99732
vnm,2009,270000.01073
vnm,2010,39999.99911
vnm,2011,50000.00075
vnm,2012,79999.99821
vnm,2014,39999.99911
vnm,2015,9999.99978
vnm,2016,0
vnm,2018,0
vnm,2019,0
vut,2006,9999.99978
vut,2007,39999.99911
wsm,2006,9999.99978
wsm,2007,39999.99911
yem,1999,29999.99933
yem,2000,19999.99955
yem,2001,19999.99955
yem,2002,50000.00075
yem,2003,39999.99911
yem,2004,79999.99821
yem,2005,79999.99821
yem,2006,50000.00075
yem,2007,59999.99866
yem,2008,129999.99523
yem,2009,230000.00417
yem,2010,19999.99955
yem,2011,50000.00075
yem,2012,39999.99911
yem,2013,9999.99978
yem,2014,9999.99978
yem,2015,9999.99978
zaf,1996,100000.00149
zaf,1997,159999.99642
zaf,1998,70000.0003
zaf,1999,90000.00358
zaf,2000,29999.99933
zaf,2001,29999.99933
zaf,2002,79999.99821
zaf,2003,270000.01073
zaf,2004,340000.00358
zaf,2005,829999.98331
zaf,2006,1169999.95708
zaf,2007,899999.97616
zaf,2008,1519999.98093
zaf,2009,1019999.98093
zaf,2010,920000.01669
zaf,2011,750000
zaf,2012,430000.00715
zaf,2013,100000.00149
zaf,2014,90000.00358
zaf,2015,59999.99866
zaf,2016,29999.99933
zaf,2017,50000.00075
zaf,2018,100000.00149
zaf,2019,150000.00596
zmb,2001,29999.99933
zmb,2004,109999.9994
zmb,2005,109999.9994
zmb,2006,159999.99642
zmb,2007,280000.00119
zmb,2008,430000.00715
zmb,2009,100000.00149
zmb,2010,50000.00075
zmb,2011,39999.99911
zmb,2012,19999.99955
zmb,2013,0
zmb,2014,0
zmb,2015,0
zmb,2018,9999.99978
zwe,1998,19999.99955
zwe,1999,19999.99955
zwe,2000,9999.99978
zwe,2001,19999.99955
zwe,2002,19999.99955
zwe,2003,59999.99866
zwe,2004,230000.00417
zwe,2005,449999.98808
zwe,2006,250000
zwe,2007,560000.00238
zwe,2008,1679999.94755
zwe,2009,460000.00834
zwe,2010,280000.00119
zwe,2011,259999.99046
zwe,2012,200000.00298
zwe,2013,59999.99866
zwe,2014,50000.00075
zwe,2015,19999.99955
zwe,2016,0
zwe,2017,9999.99978
zwe,2018,9999.99978
zwe,2019,19999.99955
