geo,time,sp_pop_totl
cyp,2012,1135046
cyp,2013,1143866
cyp,2014,1152297
cyp,2015,1160987
cyp,2016,1170189
cyp,2017,1179685
cyp,2018,1189262
cyp,2019,1198574
cyp,2020,1207361
cze,1960,9602006
cze,1961,9586651
cze,1962,9624660
cze,1963,9670685
cze,1964,9727804
cze,1965,9779358
cze,1966,9821040
cze,1967,9852899
cze,1968,9876346
cze,1969,9896580
cze,1970,9858071
cze,1971,9826815
cze,1972,9867632
cze,1973,9922266
cze,1974,9988459
cze,1975,10058620
cze,1976,10125939
cze,1977,10186755
cze,1978,10242098
cze,1979,10292341
cze,1980,10304193
cze,1981,10300591
cze,1982,10314826
cze,1983,10323856
cze,1984,10330213
cze,1985,10337118
cze,1986,10342227
cze,1987,10347318
cze,1988,10355276
cze,1989,10361068
cze,1990,10333355
cze,1991,10308578
cze,1992,10319123
cze,1993,10329855
cze,1994,10333587
cze,1995,10327253
cze,1996,10315241
cze,1997,10304131
cze,1998,10294373
cze,1999,10283860
cze,2000,10255063
cze,2001,10216605
cze,2002,10196916
cze,2003,10193998
cze,2004,10197101
cze,2005,10211216
cze,2006,10238905
cze,2007,10298828
cze,2008,10384603
cze,2009,10443936
cze,2010,10474410
cze,2011,10496088
cze,2012,10510785
cze,2013,10514272
cze,2014,10525347
cze,2015,10546059
cze,2016,10566332
cze,2017,10594438
cze,2018,10629928
cze,2019,10671870
cze,2020,10697858
deu,1960,72814900
deu,1961,73377632
deu,1962,74025784
deu,1963,74714353
deu,1964,75318337
deu,1965,75963695
deu,1966,76600311
deu,1967,76951336
deu,1968,77294314
deu,1969,77909682
deu,1970,78169289
deu,1971,78312842
deu,1972,78688452
deu,1973,78936666
deu,1974,78967433
deu,1975,78673554
deu,1976,78336950
deu,1977,78159814
deu,1978,78091820
deu,1979,78126350
deu,1980,78288576
deu,1981,78407907
deu,1982,78333366
deu,1983,78128282
deu,1984,77858685
deu,1985,77684873
deu,1986,77720436
deu,1987,77839920
deu,1988,78144619
deu,1989,78751283
deu,1990,79433029
deu,1991,80013896
deu,1992,80624598
deu,1993,81156363
deu,1994,81438348
deu,1995,81678051
deu,1996,81914831
deu,1997,82034771
deu,1998,82047195
deu,1999,82100243
deu,2000,82211508
deu,2001,82349925
deu,2002,82488495
deu,2003,82534176
deu,2004,82516260
deu,2005,82469422
deu,2006,82376451
deu,2007,82266372
deu,2008,82110097
deu,2009,81902307
deu,2010,81776930
deu,2011,80274983
deu,2012,80425823
deu,2013,80645605
deu,2014,80982500
deu,2015,81686611
deu,2016,82348669
deu,2017,82657002
deu,2018,82905782
deu,2019,83092962
deu,2020,83160871
dji,1960,83634
dji,1961,88503
dji,1962,94203
dji,1963,100618
dji,1964,107582
dji,1965,114976
dji,1966,122876
dji,1967,131405
dji,1968,140462
dji,1969,149889
dji,1970,159662
dji,1971,169372
dji,1972,179237
dji,1973,190569
dji,1974,205180
dji,1975,224177
dji,1976,248556
dji,1977,277472
dji,1978,308008
dji,1979,336080
dji,1980,358960
dji,1981,374934
dji,1982,385268
dji,1983,393800
dji,1984,406018
dji,1985,425608
dji,1986,454359
dji,1987,490337
dji,1988,528993
dji,1989,563855
dji,1990,590393
dji,1991,606843
dji,1992,615050
dji,1993,618504
dji,1994,622364
dji,1995,630385
dji,1996,643649
dji,1997,660858
dji,1998,680465
dji,1999,699973
dji,2000,717577
dji,2001,733019
dji,2002,746947
dji,2003,759639
dji,2004,771599
dji,2005,783248
dji,2006,794554
dji,2007,805456
dji,2008,816361
dji,2009,827820
dji,2010,840194
dji,2011,853671
dji,2012,868136
dji,2013,883296
dji,2014,898707
dji,2015,913998
dji,2016,929117
dji,2017,944100
dji,2018,958923
dji,2019,973557
dji,2020,988002
dma,1960,60020
dma,1961,61036
dma,1962,61978
dma,1963,62917
dma,1964,63921
dma,1965,65044
dma,1966,66300
dma,1967,67687
dma,1968,69034
dma,1969,70214
dma,1970,71084
dma,1971,71569
dma,1972,71731
dma,1973,71739
dma,1974,71814
dma,1975,72088
dma,1976,72662
dma,1977,73443
dma,1978,74280
dma,1979,74960
dma,1980,75318
dma,1981,75314
dma,1982,75012
dma,1983,74484
dma,1984,73846
dma,1985,73207
dma,1986,72531
dma,1987,71842
dma,1988,71212
dma,1989,70722
dma,1990,70422
dma,1991,70377
dma,1992,70546
dma,1993,70818
dma,1994,71044
dma,1995,71105
dma,1996,70933
dma,1997,70592
dma,1998,70183
dma,1999,69828
dma,2000,69650
dma,2001,69671
dma,2002,69840
dma,2003,70102
dma,2004,70387
dma,2005,70580
dma,2006,70718
dma,2007,70797
dma,2008,70829
dma,2009,70848
dma,2010,70877
dma,2011,70912
dma,2012,70954
dma,2013,71019
dma,2014,71091
dma,2015,71175
dma,2016,71307
dma,2017,71460
dma,2018,71626
dma,2019,71808
dma,2020,71991
dnk,1960,4579603
dnk,1961,4611687
dnk,1962,4647727
dnk,1963,4684483
dnk,1964,4722072
dnk,1965,4759012
dnk,1966,4797381
dnk,1967,4835354
dnk,1968,4864883
dnk,1969,4891860
dnk,1970,4928757
dnk,1971,4963126
dnk,1972,4991596
dnk,1973,5021861
dnk,1974,5045297
dnk,1975,5059862
dnk,1976,5072596
dnk,1977,5088419
dnk,1978,5104248
dnk,1979,5116801
dnk,1980,5123027
dnk,1981,5121572
dnk,1982,5117810
dnk,1983,5114297
dnk,1984,5111619
dnk,1985,5113691
dnk,1986,5120534
dnk,1987,5127024
dnk,1988,5129516
dnk,1989,5132594
dnk,1990,5140939
dnk,1991,5154298
dnk,1992,5171370
dnk,1993,5188628
dnk,1994,5206180
dnk,1995,5233373
dnk,1996,5263074
dnk,1997,5284991
dnk,1998,5304219
dnk,1999,5321799
dnk,2000,5339616
dnk,2001,5358783
dnk,2002,5375931
dnk,2003,5390574
dnk,2004,5404523
dnk,2005,5419432
dnk,2006,5437272
dnk,2007,5461438
dnk,2008,5493621
dnk,2009,5523095
dnk,2010,5547683
dnk,2011,5570572
dnk,2012,5591572
dnk,2013,5614932
dnk,2014,5643475
dnk,2015,5683483
dnk,2016,5728010
dnk,2017,5764980
dnk,2018,5793636
dnk,2019,5814422
dnk,2020,5831404
dom,1960,3294222
dom,1961,3406282
dom,1962,3521018
dom,1963,3638110
dom,1964,3757123
dom,1965,3877768
dom,1966,3999796
dom,1967,4123100
dom,1968,4247559
dom,1969,4373127
dom,1970,4499722
dom,1971,4627202
dom,1972,4755464
dom,1973,4884460
dom,1974,5014187
dom,1975,5144632
dom,1976,5275767
dom,1977,5407496
dom,1978,5539596
dom,1979,5671801
dom,1980,5803929
dom,1981,5935895
dom,1982,6067769
dom,1983,6199657
dom,1984,6331760
dom,1985,6464229
dom,1986,6596967
dom,1987,6729930
dom,1988,6863438
dom,1989,6997877
dom,1990,7133491
dom,1991,7270413
dom,1992,7408339
dom,1993,7546467
dom,1994,7683707
dom,1995,7819239
dom,1996,7952766
dom,1997,8084407
dom,1998,8214427
dom,1999,8343288
dom,2000,8471317
dom,2001,8598599
dom,2002,8724974
dom,2003,8850317
dom,2004,8974444
dom,2005,9097262
dom,2006,9218681
dom,2007,9338856
dom,2008,9458079
dom,2009,9576736
dom,2010,9695117
dom,2011,9813219
dom,2012,9930916
dom,2013,10048226
dom,2014,10165182
dom,2015,10281675
dom,2016,10397738
dom,2017,10513111
dom,2018,10627147
dom,2019,10738957
dom,2020,10847904
dza,1960,11057864
dza,1961,11336336
dza,1962,11619828
dza,1963,11912800
dza,1964,12221675
dza,1965,12550880
dza,1966,12902626
dza,1967,13275020
dza,1968,13663581
dza,1969,14061724
dza,1970,14464992
dza,1971,14872253
dza,1972,15285992
dza,1973,15709831
dza,1974,16149018
dza,1975,16607706
dza,1976,17085799
dza,1977,17582899
dza,1978,18102266
dza,1979,18647801
dza,1980,19221659
dza,1981,19824297
dza,1982,20452901
dza,1983,21101875
dza,1984,21763578
dza,1985,22431507
dza,1986,23102386
dza,1987,23774287
dza,1988,24443472
dza,1989,25106192
dza,1990,25758872
dza,1991,26400468
dza,1992,27028330
dza,1993,27635517
dza,1994,28213777
dza,1995,28757788
dza,1996,29266415
dza,1997,29742980
dza,1998,30192750
dza,1999,30623406
dza,2000,31042238
dza,2001,31451513
dza,2002,31855110
dza,2003,32264159
dza,2004,32692153
dza,2005,33149720
dza,2006,33641007
dza,2007,34166976
dza,2008,34730604
dza,2009,35333882
dza,2010,35977451
dza,2011,36661438
dza,2012,37383899
dza,2013,38140135
dza,2014,38923688
dza,2015,39728020
dza,2016,40551398
dza,2017,41389174
dza,2018,42228415
dza,2019,43053054
dza,2020,43851043
ecu,1960,4543658
ecu,1961,4674176
ecu,1962,4809194
ecu,1963,4948991
ecu,1964,5093848
ecu,1965,5243980
ecu,1966,5399423
ecu,1967,5560013
ecu,1968,5725462
ecu,1969,5895368
ecu,1970,6069375
ecu,1971,6247421
ecu,1972,6429377
ecu,1973,6614840
ecu,1974,6803271
ecu,1975,6994331
ecu,1976,7187794
ecu,1977,7383713
ecu,1978,7582357
ecu,1979,7784074
ecu,1980,7989178
ecu,1981,8197648
ecu,1982,8409396
ecu,1983,8624594
ecu,1984,8843463
ecu,1985,9066100
ecu,1986,9292481
ecu,1987,9522362
ecu,1988,9755576
ecu,1989,9991870
ecu,1990,10230931
ecu,1991,10472476
ecu,1992,10716131
ecu,1993,10961460
ecu,1994,11207999
ecu,1995,11455205
ecu,1996,11703169
ecu,1997,11951457
ecu,1998,12198449
ecu,1999,12442109
ecu,2000,12681123
ecu,2001,12914660
ecu,2002,13143465
ecu,2003,13369678
ecu,2004,13596390
ecu,2005,13825839
ecu,2006,14059379
ecu,2007,14296554
ecu,2008,14535740
ecu,2009,14774412
ecu,2010,15011114
ecu,2011,15243885
ecu,2012,15474099
ecu,2013,15707473
ecu,2014,15951832
ecu,2015,16212022
ecu,2016,16491116
ecu,2017,16785356
ecu,2018,17084359
ecu,2019,17373657
ecu,2020,17643060
egy,1960,26632891
egy,1961,27366239
egy,1962,28112258
egy,1963,28871383
egy,1964,29644875
egy,1965,30433024
egy,1966,31237597
egy,1967,32056506
egy,1968,32881852
egy,1969,33703127
egy,1970,34513851
egy,1971,35311905
egy,1972,36102670
egy,1973,36896551
egy,1974,37708144
egy,1975,38549133
egy,1976,39422731
egy,1977,40329589
egy,1978,41275728
egy,1979,42267429
egy,1980,43309063
egy,1981,44400113
egy,1982,45539295
egy,1983,46728284
egy,1984,47968643
egy,1985,49258726
egy,1986,50602360
egy,1987,51991696
egy,1988,53399243
egy,1989,54788680
egy,1990,56134478
egy,1991,57424552
egy,1992,58666812
egy,1993,59880656
egy,1994,61095804
egy,1995,62334025
egy,1996,63601632
egy,1997,64892269
egy,1998,66200259
egy,1999,67515591
egy,2000,68831561
egy,2001,70152662
egy,2002,71485044
egy,2003,72826102
egy,2004,74172073
egy,2005,75523576
egy,2006,76873670
egy,2007,78232124
egy,2008,79636081
egy,2009,81134789
egy,2010,82761244
egy,2011,84529251
egy,2012,86422240
egy,2013,88404652
egy,2014,90424668
egy,2015,92442549
egy,2016,94447071
egy,2017,96442590
egy,2018,98423602
egy,2019,100388076
egy,2020,102334403
eri,1960,1007586
eri,1961,1033320
eri,1962,1060489
eri,1963,1088859
eri,1964,1118152
eri,1965,1148188
eri,1966,1178875
eri,1967,1210304
eri,1968,1242633
eri,1969,1276122
eri,1970,1310947
eri,1971,1347180
eri,1972,1384789
eri,1973,1423749
eri,1974,1463986
eri,1975,1505438
eri,1976,1547978
eri,1977,1591622
eri,1978,1636771
eri,1979,1683932
eri,1980,1733423
eri,1981,1784557
eri,1982,1836825
eri,1983,1890556
eri,1984,1946299
eri,1985,2003942
eri,1986,2064803
eri,1987,2127421
eri,1988,2185607
eri,1989,2231144
eri,1990,2258649
eri,1991,2266356
eri,1992,2257593
eri,1993,2238631
eri,1994,2218436
eri,1995,2204227
eri,1996,2196467
eri,1997,2195192
eri,1998,2206439
eri,1999,2237412
eri,2000,2292413
eri,2001,2374721
eri,2002,2481059
eri,2003,2600972
eri,2004,2719809
eri,2005,2826653
eri,2006,2918209
eri,2007,2996540
eri,2008,3062782
eri,2009,3119920
eri,2010,3170437
eri,2011,3213969
esp,1960,30455000
esp,1961,30739250
esp,1962,31023366
esp,1963,31296651
esp,1964,31609195
esp,1965,31954292
esp,1966,32283194
esp,1967,32682947
esp,1968,33113134
esp,1969,33441054
esp,1970,33814531
esp,1971,34224490
esp,1972,34604469
esp,1973,34988947
esp,1974,35373335
esp,1975,35757900
esp,1976,36137812
esp,1977,36511638
esp,1978,36864898
esp,1979,37191330
esp,1980,37491165
esp,1981,37758631
esp,1982,37986012
esp,1983,38171525
esp,1984,38330364
esp,1985,38469512
esp,1986,38584624
esp,1987,38684815
esp,1988,38766939
esp,1989,38827764
esp,1990,38867322
esp,1991,38966376
esp,1992,39157685
esp,1993,39361262
esp,1994,39549108
esp,1995,39724050
esp,1996,39889852
esp,1997,40057389
esp,1998,40223509
esp,1999,40386875
esp,2000,40567864
esp,2001,40850412
esp,2002,41431558
esp,2003,42187645
esp,2004,42921895
esp,2005,43653155
esp,2006,44397319
esp,2007,45226803
esp,2008,45954106
esp,2009,46362946
esp,2010,46576897
esp,2011,46742697
esp,2012,46773055
esp,2013,46620045
esp,2014,46480882
esp,2015,46444832
esp,2016,46484062
esp,2017,46593236
esp,2018,46797754
esp,2019,47134837
esp,2020,47363419
est,1960,1211537
est,1961,1225077
est,1962,1241623
est,1963,1258857
est,1964,1277086
est,1965,1294566
est,1966,1308597
est,1967,1318946
est,1968,1331214
est,1969,1345249
est,1970,1360076
est,1971,1376955
est,1972,1392518
est,1973,1405951
est,1974,1418169
est,1975,1429352
est,1976,1439576
est,1977,1450211
est,1978,1460188
est,1979,1468333
est,1980,1477219
est,1981,1487666
est,1982,1498414
est,1983,1508745
est,1984,1518617
est,1985,1528781
est,1986,1540190
est,1987,1552221
est,1988,1561900
est,1989,1568131
est,1990,1569174
est,1991,1561314
est,1992,1533091
est,1993,1494128
est,1994,1462514
est,1995,1436634
est,1996,1415594
est,1997,1399535
est,1998,1386156
est,1999,1390244
est,2000,1396985
est,2001,1388115
est,2002,1379350
est,2003,1370720
est,2004,1362550
est,2005,1354775
est,2006,1346810
est,2007,1340680
est,2008,1337090
est,2009,1334515
est,2010,1331475
est,2011,1327439
est,2012,1322696
est,2013,1317997
est,2014,1314545
est,2015,1315407
est,2016,1315790
est,2017,1317384
est,2018,1321977
est,2019,1326855
est,2020,1329479
eth,1960,22151284
eth,1961,22671193
eth,1962,23221385
eth,1963,23798418
eth,1964,24397010
eth,1965,25013634
eth,1966,25641040
eth,1967,26280135
eth,1968,26944386
eth,1969,27652715
eth,1970,28415080
eth,1971,29248650
eth,1972,30140799
eth,1973,31036670
eth,1974,31861353
eth,1975,32566855
eth,1976,33128151
eth,1977,33577240
eth,1978,33993301
eth,1979,34487806
eth,1980,35141703
eth,1981,35984531
eth,1982,36995246
eth,1983,38142679
eth,1984,39374346
eth,1985,40652146
eth,1986,41965696
eth,1987,43329238
eth,1988,44757205
eth,1989,46272308
eth,1990,47887864
eth,1991,49609976
eth,1992,51423591
eth,1993,53295556
eth,1994,55180993
eth,1995,57047906
eth,1996,58883531
eth,1997,60697443
eth,1998,62507724
eth,1999,64343008
eth,2000,66224809
eth,2001,68159422
eth,2002,70142090
eth,2003,72170581
eth,2004,74239508
eth,2005,76346310
eth,2006,78489205
eth,2007,80674343
eth,2008,82916236
eth,2009,85233923
eth,2010,87639962
eth,2011,90139928
eth,2012,92726982
eth,2013,95385793
eth,2014,98094264
eth,2015,100835453
eth,2016,103603461
eth,2017,106399926
eth,2018,109224410
eth,2019,112078727
eth,2020,114963583
fin,1960,4429634
fin,1961,4461005
fin,1962,4491443
fin,1963,4523309
fin,1964,4548543
fin,1965,4563732
fin,1966,4580869
fin,1967,4605744
fin,1968,4626469
fin,1969,4623785
fin,1970,4606307
fin,1971,4612124
fin,1972,4639657
fin,1973,4666081
fin,1974,4690574
fin,1975,4711440
fin,1976,4725664
fin,1977,4738902
fin,1978,4752528
fin,1979,4764690
fin,1980,4779535
fin,1981,4799964
fin,1982,4826933
fin,1983,4855787
fin,1984,4881803
fin,1985,4902206
fin,1986,4918154
fin,1987,4932123
fin,1988,4946481
fin,1989,4964371
fin,1990,4986431
fin,1991,5013740
fin,1992,5041992
fin,1993,5066447
fin,1994,5088333
fin,1995,5107790
fin,1996,5124573
fin,1997,5139835
fin,1998,5153498
fin,1999,5165474
fin,2000,5176209
fin,2001,5188008
fin,2002,5200598
fin,2003,5213014
fin,2004,5228172
fin,2005,5246096
fin,2006,5266268
fin,2007,5288720
fin,2008,5313399
fin,2009,5338871
fin,2010,5363352
fin,2011,5388272
fin,2012,5413971
fin,2013,5438972
fin,2014,5461512
fin,2015,5479531
fin,2016,5495303
fin,2017,5508214
fin,2018,5515525
fin,2019,5521606
fin,2020,5529543
fji,1960,393480
fji,1961,407244
fji,1962,421673
fji,1963,436303
fji,1964,450538
fji,1965,463960
fji,1966,476399
fji,1967,487973
fji,1968,498944
fji,1969,509708
fji,1970,520561
fji,1971,531622
fji,1972,542843
fji,1973,554143
fji,1974,565418
fji,1975,576626
fji,1976,587561
fji,1977,598299
fji,1978,609383
fji,1979,621584
fji,1980,635312
fji,1981,651032
fji,1982,668281
fji,1983,685497
fji,1984,700478
fji,1985,711770
fji,1986,718642
fji,1987,721776
fji,1988,722924
fji,1989,724602
fji,1990,728575
fji,1991,735398
fji,1992,744470
fji,1993,754962
fji,1994,765607
fji,1995,775428
fji,1996,784389
fji,1997,792736
fji,1998,800148
fji,1999,806302
fji,2000,811011
fji,2001,813923
fji,2002,815257
fji,2003,816078
fji,2004,817864
fji,2005,821606
fji,2006,827869
fji,2007,836185
fji,2008,845356
fji,2009,853636
fji,2010,859816
fji,2011,863451
fji,2012,865065
fji,2013,865602
fji,2014,866447
fji,2015,868632
fji,2016,872406
fji,2017,877460
fji,2018,883490
fji,2019,889955
fji,2020,896444
fra,1960,46621688
fra,1961,47240526
fra,1962,47904879
fra,1963,48582624
fra,1964,49230585
fra,1965,49818019
fra,1966,50330268
fra,1967,50775788
fra,1968,51175507
fra,1969,51561833
fra,1970,51957747
fra,1971,52371320
fra,1972,52793151
fra,1973,53207744
fra,1974,53592235
fra,1975,53931390
fra,1976,54220033
fra,1977,54467709
fra,1978,54691866
fra,1979,54917110
fra,1980,55161510
fra,1981,55430278
fra,1982,55718940
fra,1983,56023775
fra,1984,56337675
fra,1985,56654703
fra,1986,56976126
fra,1987,57302642
fra,1988,57627106
fra,1989,57940199
fra,1990,58235716
fra,1991,58559309
fra,1992,58851216
fra,1993,59106758
fra,1994,59327200
fra,1995,59541904
fra,1996,59753095
fra,1997,59964841
fra,1998,60186284
fra,1999,60496708
fra,2000,60912500
fra,2001,61357432
fra,2002,61805266
fra,2003,62244880
fra,2004,62704901
fra,2005,63179356
fra,2006,63621376
fra,2007,64016227
fra,2008,64374979
fra,2009,64707035
fra,2010,65027505
fra,2011,65342789
fra,2012,65659814
fra,2013,65998685
fra,2014,66312067
fra,2015,66548272
fra,2016,66724104
fra,2017,66918020
fra,2018,67101930
fra,2019,67248926
fra,2020,67379908
fro,1960,34624
fro,1961,35074
fro,1962,35521
fro,1963,35965
fro,1964,36409
fro,1965,36843
fro,1966,37283
fro,1967,37705
fro,1968,38131
fro,1969,38560
fro,1970,39008
fro,1971,39456
fro,1972,39915
fro,1973,40395
fro,1974,40847
fro,1975,41292
fro,1976,41724
fro,1977,42133
fro,1978,42539
fro,1979,42941
fro,1980,43339
fro,1981,43725
fro,1982,44101
fro,1983,44483
fro,1984,44895
fro,1985,45328
fro,1986,45812
fro,1987,46340
fro,1988,46833
fro,1989,47159
fro,1990,47276
fro,1991,47123
fro,1992,46746
fro,1993,46277
fro,1994,45848
fro,1995,45625
fro,1996,45624
fro,1997,45789
fro,1998,46094
fro,1999,46428
fro,2000,46738
fro,2001,46999
fro,2002,47235
fro,2003,47439
fro,2004,47600
fro,2005,47731
fro,2006,47793
fro,2007,47825
fro,2008,47822
fro,2009,47814
fro,2010,47803
fro,2011,47815
fro,2012,47843
fro,2013,47901
fro,2014,47965
fro,2015,48055
fro,2016,48173
fro,2017,48326
fro,2018,48497
fro,2019,48677
fro,2020,48865
fsm,1960,44510
fsm,1961,45939
fsm,1962,47372
fsm,1963,48856
fsm,1964,50476
fsm,1965,52224
fsm,1966,54192
fsm,1967,56308
fsm,1968,58386
fsm,1969,60146
fsm,1970,61415
fsm,1971,62089
fsm,1972,62275
fsm,1973,62268
fsm,1974,62456
fsm,1975,63122
fsm,1976,64360
fsm,1977,66079
fsm,1978,68196
fsm,1979,70515
fsm,1980,72936
fsm,1981,75422
fsm,1982,78015
fsm,1983,80630
fsm,1984,83192
fsm,1985,85641
fsm,1986,87904
fsm,1987,89985
fsm,1988,91984
fsm,1989,94062
fsm,1990,96304
fsm,1991,98779
fsm,1992,101386
fsm,1993,103901
fsm,1994,106030
fsm,1995,107535
fsm,1996,108311
fsm,1997,108473
fsm,1998,108206
fsm,1999,107769
fsm,2000,107405
fsm,2001,107170
fsm,2002,107027
fsm,2003,106902
fsm,2004,106624
fsm,2005,106135
fsm,2006,105374
fsm,2007,104442
fsm,2008,103549
fsm,2009,102971
fsm,2010,102916
fsm,2011,103448
fsm,2012,104506
fsm,2013,105922
fsm,2014,107444
fsm,2015,108886
fsm,2016,110215
fsm,2017,111461
fsm,2018,112640
fsm,2019,113811
fsm,2020,115021
gab,1960,500922
gab,1961,505793
gab,1962,511285
gab,1963,517573
gab,1964,524891
gab,1965,533357
gab,1966,543119
gab,1967,554054
gab,1968,565763
gab,1969,577644
gab,1970,589317
gab,1971,600608
gab,1972,611705
gab,1973,622914
gab,1974,634739
gab,1975,647538
gab,1976,661398
gab,1977,676264
gab,1978,692078
gab,1979,708788
gab,1980,726335
gab,1981,744695
gab,1982,763932
gab,1983,784056
gab,1984,805117
gab,1985,827107
gab,1986,850052
gab,1987,873871
gab,1988,898472
gab,1989,923714
gab,1990,949493
gab,1991,975785
gab,1992,1002573
gab,1993,1029769
gab,1994,1057252
gab,1995,1084951
gab,1996,1112944
gab,1997,1141332
gab,1998,1170061
gab,1999,1199058
gab,2000,1228359
gab,2001,1258008
gab,2002,1288310
gab,2003,1319946
gab,2004,1353788
gab,2005,1390550
gab,2006,1430144
gab,2007,1472565
gab,2008,1518538
gab,2009,1568925
gab,2010,1624146
gab,2011,1684629
gab,2012,1749677
gab,2013,1817070
gab,2014,1883801
gab,2015,1947690
gab,2016,2007882
gab,2017,2064812
gab,2018,2119275
gab,2019,2172578
gab,2020,2225728
gbm,1960,48444
gbm,1961,48286
gbm,1962,48421
gbm,1963,48800
gbm,1964,49396
gbm,1965,50145
gbm,1966,51051
gbm,1967,52117
gbm,1968,53252
gbm,1969,54378
gbm,1970,55431
gbm,1971,56352
gbm,1972,57166
gbm,1973,57919
gbm,1974,58673
gbm,1975,59482
gbm,1976,60374
gbm,1977,61335
gbm,1978,62260
gbm,1979,63026
gbm,1980,63546
gbm,1981,63778
gbm,1982,63765
gbm,1983,63697
gbm,1984,63812
gbm,1985,64277
gbm,1986,65200
gbm,1987,66476
gbm,1988,67927
gbm,1989,69263
gbm,1990,70292
gbm,1991,70928
gbm,1992,71262
gbm,1993,71431
gbm,1994,71662
gbm,1995,72133
gbm,1996,72884
gbm,1997,73851
gbm,1998,74936
gbm,1999,75996
gbm,2000,76942
gbm,2001,77707
gbm,2002,78318
gbm,2003,78878
gbm,2004,79515
gbm,2005,80293
gbm,2006,81283
gbm,2007,82406
gbm,2008,83515
gbm,2009,84379
gbm,2010,84856
gbm,2011,84889
gbm,2012,84534
gbm,2013,83985
gbm,2014,83488
gbm,2015,83232
gbm,2016,83296
gbm,2017,83610
gbm,2018,84073
gbm,2019,84589
gbm,2020,85032
gbr,1960,52400000
gbr,1961,52800000
gbr,1962,53250000
gbr,1963,53650000
gbr,1964,54000000
gbr,1965,54348050
gbr,1966,54648500
gbr,1967,54943600
gbr,1968,55211700
gbr,1969,55441750
gbr,1970,55663250
gbr,1971,55896223
gbr,1972,56086065
gbr,1973,56194527
gbr,1974,56229974
gbr,1975,56225800
gbr,1976,56211968
gbr,1977,56193492
gbr,1978,56196504
gbr,1979,56246951
gbr,1980,56314216
gbr,1981,56333829
gbr,1982,56313641
gbr,1983,56332848
gbr,1984,56422072
gbr,1985,56550268
gbr,1986,56681396
gbr,1987,56802050
gbr,1988,56928327
gbr,1989,57076711
gbr,1990,57247586
gbr,1991,57424897
gbr,1992,57580402
gbr,1993,57718614
gbr,1994,57865745
gbr,1995,58019030
gbr,1996,58166950
gbr,1997,58316954
gbr,1998,58487141
gbr,1999,58682466
gbr,2000,58892514
gbr,2001,59119673
gbr,2002,59370479
gbr,2003,59647577
gbr,2004,59987905
gbr,2005,60401206
gbr,2006,60846820
gbr,2007,61322463
gbr,2008,61806995
gbr,2009,62276270
gbr,2010,62766365
gbr,2011,63258810
gbr,2012,63700215
gbr,2013,64128273
gbr,2014,64602298
gbr,2015,65116219
gbr,2016,65611593
gbr,2017,66058859
gbr,2018,66460344
gbr,2019,66836327
gbr,2020,67215293
geo,1960,3645600
geo,1961,3703600
geo,1962,3760300
geo,1963,3816100
geo,1964,3870300
geo,1965,3921600
geo,1966,3966700
geo,1967,4005800
geo,1968,4042300
geo,1969,4080300
geo,1970,4119900
geo,1971,4163000
geo,1972,4205300
geo,1973,4242500
geo,1974,4279500
geo,1975,4311200
geo,1976,4342400
geo,1977,4372100
geo,1978,4397700
geo,1979,4430200
geo,1980,4467700
geo,1981,4504500
geo,1982,4542800
geo,1983,4582900
geo,1984,4622200
geo,1985,4662900
geo,1986,4704500
geo,1987,4743500
geo,1988,4790700
geo,1989,4803300
geo,1990,4802000
geo,1991,4835900
geo,1992,4873500
geo,1993,4911100
geo,1994,4836076
geo,1995,4657722
geo,1996,4491699
geo,1997,4349913
geo,1998,4243607
geo,1999,4157192
geo,2000,4077131
geo,2001,4014373
geo,2002,3978515
geo,2003,3951736
geo,2004,3927340
geo,2005,3902469
geo,2006,3880347
geo,2007,3860158
geo,2008,3848449
geo,2009,3814419
geo,2010,3786695
geo,2011,3756441
geo,2012,3728874
geo,2013,3717668
geo,2014,3719414
geo,2015,3725276
geo,2016,3727505
geo,2017,3728004
geo,2018,3726549
geo,2019,3720161
geo,2020,3722716
gha,1960,6635229
gha,1961,6848291
gha,1962,7071966
gha,1963,7300124
gha,1964,7524470
gha,1965,7739463
gha,1966,7941418
gha,1967,8132803
gha,1968,8321773
gha,1969,8520018
gha,1970,8735493
gha,1971,8973247
gha,1972,9229640
gha,1973,9493552
gha,1974,9749098
gha,1975,9985946
gha,1976,10199164
gha,1977,10395453
gha,1978,10590265
gha,1979,10805318
gha,1980,11056112
gha,1981,11348287
gha,1982,11676828
gha,1983,12033559
gha,1984,12405659
gha,1985,12783617
gha,1986,13164839
gha,1987,13552021
gha,1988,13947047
gha,1989,14353409
gha,1990,14773274
gha,1991,15207360
gha,1992,15653345
gha,1993,16106756
gha,1994,16561677
gha,1995,17014058
gha,1996,17462504
gha,1997,17908977
gha,1998,18357159
gha,1999,18812369
gha,2000,19278850
gha,2001,19756929
gha,2002,20246376
gha,2003,20750308
gha,2004,21272328
gha,2005,21814648
gha,2006,22379057
gha,2007,22963946
gha,2008,23563832
gha,2009,24170943
gha,2010,24779614
gha,2011,25387713
gha,2012,25996454
gha,2013,26607641
gha,2014,27224480
gha,2015,27849203
gha,2016,28481947
gha,2017,29121464
gha,2018,29767108
gha,2019,30417858
gha,2020,31072945
gib,1960,23420
gib,1961,23808
gib,1962,24307
gib,1963,24889
gib,1964,25478
gib,1965,26079
gib,1966,26631
gib,1967,27172
gib,1968,27693
gib,1969,28165
gib,1970,28601
