geo,time,se_prm_prsl_ma_zs
rwa,2018,62.08499
sau,2007,96.73854
sdn,2009,78.80517
sdn,2011,80.73677
sdn,2012,79.75051
sdn,2013,69.47135
sdn,2014,79.00493
sdn,2015,80.54433
sdn,2016,73.79903
sdn,2017,85.68142
sen,1971,74.307
sen,1978,88.19702
sen,1982,89.02134
sen,1983,85.66308
sen,1984,87.12892
sen,1987,90.39754
sen,1988,85.89127
sen,1989,90.34307
sen,1995,77.57841
sen,1996,86.53274
sen,1997,86.81685
sen,2000,66.50617
sen,2001,62.39707
sen,2002,74.34483
sen,2003,72.92913
sen,2004,65.85046
sen,2005,53.8052
sen,2007,57.36795
sen,2008,56.41635
sen,2009,58.08486
sen,2010,58.79993
sen,2011,58.97047
sen,2012,56.37439
sen,2013,63.06048
sen,2014,55.99362
sen,2019,65.01246
sgp,1972,95.14313
sgp,1973,94.61105
sgp,1974,95.7855
sgp,1975,95.23683
sgp,1976,97.08694
sgp,1977,89.05069
sgp,1978,83.06397
sgp,1979,91.39556
sgp,1981,87.50558
sgp,1983,94.77549
sgp,2008,98.54361
sgp,2016,99.82903
sgp,2017,99.42248
sgp,2018,99.25459
slb,1974,82.03827
slb,1980,65.68534
slb,1981,67.18498
slb,2010,74.66531
slb,2011,61.03901
slb,2012,72.79391
slb,2013,73.89959
slb,2014,68.26132
slb,2015,80.79617
slb,2016,67.74311
slb,2017,56.22964
slb,2018,73.1359
sle,2012,47.5821
sle,2015,52.48103
sle,2016,46.97057
sle,2017,23.76533
sle,2019,39.41877
slv,1970,27.4309
slv,1971,32.59966
slv,1972,48.77558
slv,1973,37.58424
slv,1975,37.01556
slv,1976,37.24423
slv,1980,12.48935
slv,1981,61.55836
slv,1982,40.64625
slv,1983,40.29922
slv,1987,43.57116
slv,1988,37.19878
slv,1991,49.76901
slv,1992,52.73793
slv,1995,66.95309
slv,2000,61.14734
slv,2001,63.29592
slv,2002,69.95367
slv,2005,65.17712
slv,2006,66.95513
slv,2007,73.85273
slv,2008,74.23657
slv,2009,86.01715
slv,2010,82.1107
slv,2011,82.34716
slv,2012,81.4752
slv,2013,80.27354
slv,2014,76.43223
slv,2015,76.80483
slv,2016,72.145
slv,2017,81.47613
smr,2011,94.85217
smr,2018,99.4186
smr,2019,98.09611
srb,2006,97.6171
srb,2007,97.81726
srb,2008,98.91287
srb,2009,98.38903
srb,2010,97.70737
srb,2011,98.39323
srb,2012,98.53285
srb,2013,97.72308
srb,2014,100
srb,2015,97.61494
srb,2016,98.68169
srb,2017,99.5523
srb,2018,99.23681
srb,2019,97.23835
stp,1983,76.56005
stp,2002,52.85165
stp,2003,58.81159
stp,2004,69.54244
stp,2007,78.38988
stp,2008,62.03974
sur,1975,25.97586
sur,1977,50.98722
sur,1978,66.30118
sur,1987,67.27705
sur,2006,63.68217
sur,2008,81.92955
sur,2009,75.637
sur,2010,79.05217
sur,2011,86.84614
sur,2012,81.34722
sur,2013,77.6322
sur,2014,85.41616
sur,2015,85.31543
sur,2016,62.13931
sur,2017,79.85612
sur,2018,82.62116
svk,1991,98.72589
svk,1992,90.52964
svk,1993,96.63475
svk,1994,96.6545
svk,1995,96.03483
svk,1996,95.74416
svk,1998,97.87443
svk,1999,96.25501
svk,2000,96.61614
svk,2001,97.60314
svk,2002,98.22552
svk,2003,97.49781
svk,2004,96.86892
svk,2005,97.27459
svk,2006,97.78217
svk,2007,96.83341
svk,2008,97.60081
svk,2009,98.09008
svk,2010,97.85366
svk,2011,98.20946
svk,2012,98.15054
svk,2013,97.41757
svk,2014,98.64899
svk,2015,98.77237
svk,2016,98.72929
svk,2017,98.52421
svk,2018,98.52409
svn,1996,99.70887
svn,1997,98.43134
svn,1998,98.7937
svn,1999,99.74773
svn,2001,98.30258
svn,2002,98.38077
svn,2008,99.69348
svn,2009,99.09618
svn,2010,99.08129
svn,2011,98.57809
svn,2012,99.70181
svn,2013,99.03163
svn,2014,98.82178
svn,2015,98.39741
svn,2016,99.57061
svn,2017,98.95808
svn,2018,99.59335
swe,1971,97.1512
swe,1972,95.98724
swe,1973,95.87944
swe,1974,96.45547
swe,1975,98.52876
swe,1976,99.11387
swe,1978,99.57916
swe,1979,98.80398
swe,1980,98.49767
swe,1981,97.99999
swe,1982,97.81662
swe,1983,98.46422
swe,1987,99.1312
swe,1988,99.40375
swe,1989,99.58289
swe,1990,99.28571
swe,1991,99.51224
swe,1999,98.53516
swe,2000,98.83576
swe,2001,98.68796
swe,2002,99.12763
swe,2003,98.62667
swe,2004,99.10216
swe,2005,98.49858
swe,2006,99.39414
swe,2007,99.57791
swe,2008,98.76565
swe,2009,99.28603
swe,2010,95.59042
swe,2012,99.54077
swe,2013,99.41533
swe,2018,99.61658
swz,1970,51.71953
swz,1971,61.25325
swz,1972,67.47618
swz,1973,63.12709
swz,1974,60.00295
swz,1975,54.09299
swz,1976,58.21665
swz,1977,55.48876
swz,1978,56.30943
swz,1979,58.87782
swz,1980,67.23001
swz,1981,60.0847
swz,1982,62.23062
swz,1983,63.65296
swz,1984,63.10908
swz,1985,57.39745
swz,1986,64.92621
swz,1987,63.1863
swz,1988,55.77782
swz,1989,71.31842
swz,1990,62.68532
swz,1991,64.5425
swz,1992,64.42546
swz,1993,66.01954
swz,1994,73.75679
swz,1995,56.34509
swz,1996,62.1216
swz,1997,65.26166
swz,1998,67.78587
swz,1999,63.15637
swz,2000,53.64112
swz,2001,60.60705
swz,2002,53.14832
swz,2004,67.43559
swz,2005,80.33115
swz,2006,69.61009
swz,2009,81.2391
swz,2012,72.18988
swz,2013,75.62226
swz,2014,75.94374
swz,2015,76.3587
swz,2016,82.33741
swz,2018,80.16399
syc,1973,83.00359
syc,1974,84.34114
syc,1979,87.19766
syc,1980,95.51379
syc,1981,94.17732
syc,1982,93.37768
syc,1983,94.79312
syc,1984,95.50252
syc,1985,96.81748
syc,1986,90.65088
syc,1987,92.42005
syc,1991,91.26558
syc,1996,97.77698
syc,1999,95.59212
syc,2000,90.31828
syc,2001,98.5038
syc,2002,97.09551
syc,2003,82.68422
syc,2010,94.66453
syc,2015,96.32328
syc,2017,96.71349
syr,1971,85.69241
syr,1972,90.68886
syr,1973,82.92138
syr,1974,85.33867
syr,1975,86.89776
syr,1976,84.13829
syr,1977,82.84493
syr,1978,86.74818
syr,1979,82.2666
syr,1980,85.32028
syr,1981,89.26636
syr,1982,90.62284
syr,1983,92.39523
syr,1984,94.18714
syr,1985,95.12236
syr,1988,87.97313
syr,1989,85.98348
syr,1990,95.57856
syr,1991,92.51711
syr,1992,87.18632
syr,1993,88.6067
syr,1994,84.93407
syr,1995,86.28202
syr,1996,89.37467
syr,1997,81.29349
syr,1999,87.09054
syr,2000,88.41224
syr,2001,89.47024
syr,2003,91.57801
syr,2004,93.53077
syr,2005,91.79531
syr,2006,94.69663
syr,2007,96.36038
syr,2008,92.79932
syr,2009,94.30817
syr,2010,95.11822
syr,2011,92.91201
tcd,1976,35.23596
tcd,1988,33.04221
tcd,1990,50.76039
tcd,1994,26.27231
tcd,1995,38.23699
tcd,1996,56.12395
tcd,1998,45.89163
tcd,1999,51.142
tcd,2000,50.78287
tcd,2001,59.08336
tcd,2002,53.98527
tcd,2004,27.32966
tcd,2005,33.76045
tcd,2009,28.29597
tcd,2010,50.89795
tcd,2011,40.5833
tcd,2012,54.40974
tcd,2015,30.47741
tcd,2016,23.19649
tcd,2017,71.51878
tgo,1971,75.62495
tgo,1978,79.00293
tgo,1979,75.45836
tgo,1980,64.81574
tgo,1981,51.38771
tgo,1982,49.70541
tgo,1983,32.79294
tgo,1984,43.1886
tgo,1985,50.38843
tgo,1986,72.55618
tgo,1987,62.80051
tgo,1988,57.00892
tgo,1989,65.5263
tgo,1990,67.91971
tgo,1991,46.89634
tgo,1995,70.9745
tgo,1999,48.72302
tgo,2000,76.10874
tgo,2002,68.30495
tgo,2003,76.25453
tgo,2004,75.29294
tgo,2005,87.562
tgo,2007,75.91289
tgo,2009,54.60542
tgo,2010,55.37651
tgo,2011,69.64249
tgo,2012,63.91098
tgo,2013,54.17491
tha,1974,39.70056
tha,1975,41.07537
tha,1976,42.17358
tha,1977,44.62231
tha,1999,78.73003
tha,2000,91.96857
tha,2016,92.46292
tha,2017,97.14152
tjk,2008,98.19834
tjk,2009,98.55112
tjk,2010,99.09191
tjk,2011,96.85435
tjk,2013,97.32396
tjk,2014,98.27822
tjk,2015,98.81727
tjk,2016,98.59172
tls,2008,70.82931
tls,2009,63.28974
tls,2010,82.05194
tls,2011,76.43977
tls,2012,74.73096
tls,2013,77.71646
tls,2014,81.08844
tls,2015,78.76621
tls,2016,80.1593
tls,2018,86.00496
ton,1977,89.91481
ton,1985,92.16888
ton,2005,89.43562
ton,2019,91.20941
tto,2004,79.31061
tto,2007,89.87645
tto,2008,93.34556
tto,2009,86.9356
tun,1976,85.89802
tun,1977,85.49168
tun,1978,76.0481
tun,1979,78.99915
tun,1981,80.45276
tun,1982,81.83652
tun,1983,80.40229
tun,1984,80.18633
tun,1985,80.79847
tun,1988,78.45743
tun,1989,80.528
tun,1990,78.6587
tun,1992,78.19994
tun,1993,83.46971
tun,1994,85.55017
tun,1995,86.3566
tun,1996,83.97797
tun,1998,85.2144
tun,1999,86.12006
tun,2000,87.2275
tun,2001,91.45059
tun,2002,92.20218
tun,2003,92.78637
tun,2004,92.65791
tun,2006,94.16573
tun,2007,93.66958
tun,2008,93.93205
tun,2009,94.57016
tun,2012,95.28914
tun,2013,92.81361
tun,2014,92.7262
tun,2016,93.27619
tur,1984,93.18899
tur,1985,97.91137
tur,1986,96.59367
tur,1987,97.55731
tur,1988,96.83499
tur,1989,97.07513
tur,1990,96.27829
tur,1991,97.99992
tur,1992,91.80866
tur,1993,88.08163
tur,2004,96.91364
tur,2005,97.53269
tur,2006,97.04402
tur,2007,94.00214
tur,2008,90.68472
tur,2009,98.48764
tur,2010,94.60823
tur,2011,90.7751
tur,2014,88.23945
tur,2016,99.89908
tur,2017,99.98018
tur,2018,99.87772
tuv,2015,54.38165
tza,1974,93.14291
tza,1980,83.20584
tza,1981,76.85303
tza,1982,88.2175
tza,1983,81.2549
tza,1985,79.72999
tza,1986,71.12745
tza,1987,66.8671
tza,1988,71.59765
tza,1990,71.04778
tza,1991,74.74478
tza,1992,75.41237
tza,1993,67.5419
tza,1996,68.21052
tza,1997,63.07658
tza,1998,70.51043
tza,1999,69.33054
tza,2000,71.37982
tza,2001,92.04276
tza,2003,78.88679
tza,2004,81.48937
tza,2005,77.5868
tza,2006,80.46276
tza,2008,71.1538
tza,2009,76.42438
tza,2012,57.84415
tza,2017,90.34156
tza,2018,82.39479
tza,2019,74.6182
uga,1985,47.83419
uga,2000,38.39976
uga,2001,41.19932
uga,2002,38.79293
uga,2003,23.3501
uga,2004,25.65359
uga,2006,33.37047
uga,2008,53.85235
uga,2010,25.17117
uga,2011,37.85153
uga,2012,35.14968
uga,2016,35.26984
ukr,1993,95.64055
ukr,1998,97.11826
ukr,1999,96.37707
ukr,2000,96.6135
ukr,2001,98.69456
ukr,2005,97.55132
ukr,2006,97.30855
ukr,2007,96.217
ukr,2008,97.49641
ukr,2009,97.35215
ukr,2010,97.71317
ukr,2011,97.61713
ukr,2012,99.47092
ukr,2013,97.94012
ukr,2014,68.26175
ukr,2015,95.31924
ukr,2016,97.99276
ukr,2017,98.52423
ukr,2018,99.01806
ukr,2019,98.1372
ury,1977,82.49633
ury,1984,92.26187
ury,1985,84.11527
ury,1986,90.10712
ury,1987,90.42702
ury,1988,92.10424
ury,1989,91.18045
ury,1990,90.4351
ury,1991,90.16776
ury,1992,91.24712
ury,1993,89.20834
ury,1994,92.39912
ury,1995,94.36648
ury,1996,91.29098
ury,1997,99.6354
ury,1998,80.9642
ury,2000,85.48867
ury,2001,90.18756
ury,2002,84.72829
ury,2003,87.73566
ury,2004,92.07875
ury,2005,90.81485
ury,2006,91.88075
ury,2007,92.62731
ury,2008,93.53495
ury,2009,93.53232
ury,2010,92.69362
ury,2011,99.06589
ury,2012,98.40166
ury,2013,98.80466
ury,2014,98.47725
ury,2015,99.35953
uzb,2000,98.5506
uzb,2001,99.86235
uzb,2002,95.83776
uzb,2003,98.14571
uzb,2004,98.38806
uzb,2005,97.92712
uzb,2006,99.01754
uzb,2007,97.24347
uzb,2008,97.83076
uzb,2009,99.65903
uzb,2010,97.8422
uzb,2011,98.10467
uzb,2012,97.57179
uzb,2013,98.86945
uzb,2014,97.68185
uzb,2015,98.70789
uzb,2016,98.75863
uzb,2017,98.74828
uzb,2018,97.09386
uzb,2019,99.64403
vct,2010,60.93758
vct,2015,91.51296
vct,2017,93.12305
ven,1987,62.88188
ven,1988,64.83462
ven,1991,76.9601
ven,1992,68.23731
ven,1996,81.90484
ven,1999,84.23904
ven,2002,77.08883
ven,2003,85.9031
ven,2004,85.09609
ven,2005,87.1917
ven,2006,94.49442
ven,2007,78.22231
ven,2008,89.11491
ven,2009,90.12169
ven,2010,91.79624
ven,2011,90.08857
ven,2012,92.40705
ven,2013,89.46097
ven,2014,90.22393
ven,2015,81.42549
ven,2016,82.27854
vgb,2017,14.45938
vnm,1999,79.89479
vnm,2000,86.09216
vnm,2002,85.66917
vnm,2012,94.48417
vnm,2014,94.03602
vut,1993,71.44954
vut,1999,66.96837
vut,2006,73.78228
vut,2007,73.00184
vut,2008,73.52747
vut,2019,82.54288
wsm,1999,88.49627
wsm,2006,83.59454
wsm,2010,74.2457
wsm,2011,90.66335
wsm,2014,91.99388
wsm,2015,89.85662
wsm,2016,90.66215
wsm,2017,85.08429
wsm,2018,91.12853
wsm,2019,92.30062
yem,2001,72.0899
yem,2002,74.04906
yem,2003,72.29802
yem,2004,61.18982
yem,2012,71.80024
zaf,1990,63.18036
zaf,1998,67.47727
zaf,1999,58.56633
zaf,2001,76.13928
zaf,2002,75.33849
zaf,2003,74.98127
zaf,2015,70.62319
zaf,2017,87.31864
zaf,2018,93.97079
zmb,1972,80.09246
zmb,1974,77.42263
zmb,1976,84.58574
zmb,1998,71.31558
zmb,1999,70.4917
zmb,2005,77.92325
zmb,2006,82.75466
zmb,2007,81.55697
zmb,2008,54.55821
zmb,2012,57.26354
zwe,1983,77.85823
zwe,1998,71.67873
zwe,2001,47.8792
zwe,2002,61.62096
zwe,2012,75.48243
zwe,2015,79.01574
zwe,2016,77.17429
zwe,2017,80.65165
zwe,2018,82.591
zwe,2019,84.42362
