geo,time,eg_use_comm_fo_zs
cyp,1971,98.44641
cyp,1972,98.77813
cyp,1973,98.83343
cyp,1974,99.30842
cyp,1975,98.89191
cyp,1976,98.79225
cyp,1977,98.89108
cyp,1978,98.92043
cyp,1979,98.97674
cyp,1980,99.27635
cyp,1981,99.29128
cyp,1982,99.30276
cyp,1983,99.35471
cyp,1984,99.28565
cyp,1985,99.26758
cyp,1986,99.35269
cyp,1987,99.45103
cyp,1988,99.50242
cyp,1989,99.52187
cyp,1990,99.55044
cyp,1991,99.60233
cyp,1992,99.6498
cyp,1993,99.67525
cyp,1994,99.27722
cyp,1995,97.36608
cyp,1996,97.59309
cyp,1997,97.58644
cyp,1998,97.67729
cyp,1999,97.69162
cyp,2000,97.86049
cyp,2001,97.82739
cyp,2002,97.77566
cyp,2003,97.81017
cyp,2004,97.5008
cyp,2005,97.43157
cyp,2006,97.50689
cyp,2007,96.71665
cyp,2008,96.10584
cyp,2009,95.78148
cyp,2010,95.39065
cyp,2011,94.89409
cyp,2012,94.16552
cyp,2013,92.99081
cyp,2014,92.90622
cze,1971,99.42076
cze,1972,99.71669
cze,1973,99.79184
cze,1974,99.31974
cze,1975,99.59176
cze,1976,99.75185
cze,1979,99.7317
cze,1980,99.62387
cze,1981,99.72404
cze,1982,99.89225
cze,1983,99.87488
cze,1984,99.32001
cze,1985,98.35461
cze,1986,96.58906
cze,1987,94.20421
cze,1988,93.82592
cze,1989,93.4051
cze,1990,91.62585
cze,1991,91.74659
cze,1992,90.47874
cze,1993,89.70098
cze,1994,88.4836
cze,1995,89.26307
cze,1996,89.26164
cze,1997,89.55314
cze,1998,88.81524
cze,1999,87.93101
cze,2000,89.96284
cze,2001,89.02094
cze,2002,86.87194
cze,2003,84.2496
cze,2004,83.69024
cze,2005,83.67512
cze,2006,82.97817
cze,2007,83.06228
cze,2008,81.42331
cze,2009,79.6577
cze,2010,80.5598
cze,2011,79.28734
cze,2012,77.20089
cze,2013,77.18177
cze,2014,75.27852
cze,2015,77.73459
deu,1960,99.02016
deu,1961,99.04099
deu,1962,99.19267
deu,1963,99.30221
deu,1964,99.39761
deu,1965,99.10231
deu,1966,98.86614
deu,1967,98.77119
deu,1968,98.7822
deu,1969,98.63854
deu,1970,97.86699
deu,1971,98.05888
deu,1972,97.65361
deu,1973,97.62144
deu,1974,97.18269
deu,1975,96.22976
deu,1976,96.33004
deu,1977,95.20013
deu,1978,95.18843
deu,1979,94.8335
deu,1980,94.09209
deu,1981,92.97446
deu,1982,91.96987
deu,1983,91.65331
deu,1984,90.06462
deu,1985,87.92519
deu,1986,88.65357
deu,1987,87.90541
deu,1988,86.91009
deu,1989,86.45118
deu,1990,86.83788
deu,1991,87.09636
deu,1992,85.95285
deu,1993,86.00931
deu,1994,86.02181
deu,1995,85.81095
deu,1996,85.9087
deu,1997,84.62946
deu,1998,84.92246
deu,1999,83.93137
deu,2000,83.62198
deu,2001,83.60503
deu,2002,83.27816
deu,2003,83.18231
deu,2004,82.56602
deu,2005,81.85568
deu,2006,81.27188
deu,2007,81.27195
deu,2008,80.80225
deu,2009,79.96747
deu,2010,79.56035
deu,2011,80.37021
deu,2012,80.62522
deu,2013,81.08827
deu,2014,79.71053
deu,2015,78.86255
dji,1990,0
dji,2004,0
dji,2005,0
dji,2006,0
dji,2007,0
dma,1990,0
dma,2004,0
dma,2005,0
dma,2006,0
dma,2007,0
dnk,1960,99.87405
dnk,1961,99.16221
dnk,1962,99.25784
dnk,1963,99.66478
dnk,1964,99.40883
dnk,1965,98.87263
dnk,1966,99.62772
dnk,1967,99.23596
dnk,1971,99.13182
dnk,1972,99.16204
dnk,1973,98.22457
dnk,1974,98.01599
dnk,1975,97.41028
dnk,1976,97.52908
dnk,1977,97.67494
dnk,1978,96.21509
dnk,1979,96.11697
dnk,1980,97.16716
dnk,1981,92.80376
dnk,1982,94.28115
dnk,1983,92.5705
dnk,1984,92.22415
dnk,1985,94.91504
dnk,1986,94.75663
dnk,1987,93.04936
dnk,1988,91.83152
dnk,1989,88.61328
dnk,1990,89.59052
dnk,1991,94.08442
dnk,1992,90.72489
dnk,1993,91.75701
dnk,1994,94.63847
dnk,1995,92.36304
dnk,1996,98.52626
dnk,1997,94.36666
dnk,1998,92.67663
dnk,1999,90.89289
dnk,2000,88.28005
dnk,2001,88.2707
dnk,2002,87.98991
dnk,2003,89.67968
dnk,2004,85.47479
dnk,2005,82.1873
dnk,2006,86.63662
dnk,2007,82.03661
dnk,2008,80.13137
dnk,2009,79.5758
dnk,2010,78.27423
dnk,2011,74.82228
dnk,2012,70.86237
dnk,2013,70.25939
dnk,2014,67.70456
dnk,2015,64.92709
dom,1971,48.21828
dom,1972,54.35039
dom,1973,57.87714
dom,1974,58.73217
dom,1975,59.22024
dom,1976,58.12308
dom,1977,59.84195
dom,1978,59.40904
dom,1979,59.71781
dom,1980,61.36856
dom,1981,56.22353
dom,1982,52.28413
dom,1983,58.70974
dom,1984,58.14191
dom,1985,67.65284
dom,1986,68.75879
dom,1987,72.39352
dom,1988,75.61271
dom,1989,78.53944
dom,1990,76.45631
dom,1991,76.1784
dom,1992,78.78107
dom,1993,81.03756
dom,1994,83.56493
dom,1995,84.91801
dom,1996,85.5677
dom,1997,87.17742
dom,1998,85.26174
dom,1999,85.30557
dom,2000,87.14808
dom,2001,87.7013
dom,2002,88.26308
dom,2003,85.49508
dom,2004,86.62649
dom,2005,86.42435
dom,2006,85.40245
dom,2007,86.89827
dom,2008,87.1129
dom,2009,84.87242
dom,2010,85.40274
dom,2011,86.48453
dom,2012,84.82243
dom,2013,86.76671
dom,2014,86.5636
dza,1971,98.99982
dza,1972,98.77993
dza,1973,98.52504
dza,1974,99.03101
dza,1975,99.35239
dza,1976,99.36535
dza,1977,99.58992
dza,1978,99.66614
dza,1979,99.70791
dza,1980,99.73035
dza,1981,99.66317
dza,1982,99.70168
dza,1983,99.84064
dza,1984,99.6827
dza,1985,99.61791
dza,1986,99.80952
dza,1987,99.75582
dza,1988,99.89831
dza,1989,99.86297
dza,1990,99.9383
dza,1995,99.87246
dza,1996,99.84153
dza,1997,99.76408
dza,1998,99.71309
dza,1999,99.74449
dza,2000,99.81505
dza,2001,99.77568
dza,2002,99.74043
dza,2003,99.73161
dza,2004,99.73794
dza,2005,99.61031
dza,2006,99.74002
dza,2007,99.75208
dza,2008,99.82114
dza,2009,99.81062
dza,2010,99.84783
dza,2011,99.88748
dza,2012,99.85892
dza,2013,99.91036
dza,2014,99.97792
ecu,1971,49.05761
ecu,1972,50.99081
ecu,1973,53.89998
ecu,1974,62.0843
ecu,1975,65.58892
ecu,1976,69.67714
ecu,1977,75.12786
ecu,1978,76.12329
ecu,1979,77.4392
ecu,1980,78.86168
ecu,1981,80.4472
ecu,1982,79.74876
ecu,1983,76.82594
ecu,1984,75.24377
ecu,1985,76.08231
ecu,1986,75.7647
ecu,1987,74.25598
ecu,1988,74.55054
ecu,1989,73.7826
ecu,1990,78.20975
ecu,1991,78.64847
ecu,1992,81.81159
ecu,1993,79.68357
ecu,1994,80.3883
ecu,1995,84.11476
ecu,1996,83.41053
ecu,1997,85.75095
ecu,1998,84.96532
ecu,1999,83.15629
ecu,2000,84.10733
ecu,2001,85.86363
ecu,2002,85.43974
ecu,2003,85.23795
ecu,2004,83.95551
ecu,2005,84.88933
ecu,2006,84.94441
ecu,2007,85.59495
ecu,2008,83.14893
ecu,2009,87.01508
ecu,2010,87.84865
ecu,2011,86.24185
ecu,2012,86.06629
ecu,2013,86.77055
ecu,2014,86.88466
egy,1971,86.08305
egy,1972,87.1731
egy,1973,85.96118
egy,1974,86.75492
egy,1975,87.19379
egy,1976,87.80389
egy,1977,87.65751
egy,1978,88.07444
egy,1979,88.63226
egy,1980,89.15601
egy,1981,90.44156
egy,1982,90.92021
egy,1983,92.15833
egy,1984,92.84051
egy,1985,93.41783
egy,1986,93.26305
egy,1987,93.74023
egy,1988,93.69367
egy,1989,93.89854
egy,1990,94.07344
egy,1991,93.888
egy,1992,94.04718
egy,1993,93.96158
egy,1994,93.3844
egy,1995,93.81628
egy,1996,94.07725
egy,1997,94.1581
egy,1998,94.44745
egy,1999,94.0179
egy,2000,93.88155
egy,2001,94.2236
egy,2002,94.87049
egy,2003,94.97358
egy,2004,96.81736
egy,2005,96.23115
egy,2006,96.28099
egy,2007,96.04048
egy,2008,96.16211
egy,2009,96.40166
egy,2010,97.21176
egy,2011,96.79239
egy,2012,96.8168
egy,2013,98.46009
egy,2014,97.92893
eri,1992,19.35538
eri,1993,23.1849
eri,1994,25.53127
eri,1995,26.79252
eri,1996,27.86632
eri,1997,25.12115
eri,1998,28.80347
eri,1999,29.27837
eri,2000,28.26607
eri,2001,28.37351
eri,2002,26.85149
eri,2003,29.67084
eri,2004,35.21807
eri,2005,34.40925
eri,2006,25.86076
eri,2007,26.08491
eri,2008,19.10594
eri,2009,22.2062
eri,2010,21.57767
eri,2011,21.8838
eri,2012,22.53637
eri,2013,22.6056
eri,2014,23.13345
esp,1960,91.76526
esp,1961,92.10455
esp,1962,92.75397
esp,1963,91.04657
esp,1964,92.40352
esp,1965,92.82543
esp,1966,91.59481
esp,1967,93.64901
esp,1968,94.01785
esp,1969,92.45901
esp,1970,93.39178
esp,1971,92.50995
esp,1972,90.7555
esp,1973,92.18236
esp,1974,92.0824
esp,1975,92.72736
esp,1976,93.93108
esp,1977,91.59255
esp,1978,91.67017
esp,1979,91.40037
esp,1980,94.03166
esp,1981,93.34953
esp,1982,93.0706
esp,1983,92.00146
esp,1984,86.58322
esp,1985,85.40212
esp,1986,82.89235
esp,1987,81.85179
esp,1988,79.30423
esp,1989,77.6044
esp,1990,77.3865
esp,1991,77.95236
esp,1992,79.25418
esp,1993,77.6917
esp,1994,78.59019
esp,1995,79.60095
esp,1996,77.85351
esp,1997,80.06129
esp,1998,79.5261
esp,1999,80.9759
esp,2000,80.63494
esp,2001,79.85
esp,2002,81.46071
esp,2003,80.82302
esp,2004,81.83203
esp,2005,83.46681
esp,2006,82.50959
esp,2007,83.18622
esp,2008,81.80832
esp,2009,79.71021
esp,2010,76.00086
esp,2011,76.50009
esp,2012,75.00815
esp,2013,72.55135
esp,2014,71.53112
esp,2015,72.95555
est,1990,43.73658
est,1991,43.02973
est,1992,31.77362
est,1993,31.65621
est,1994,31.37207
est,1995,28.00473
est,1996,27.97456
est,1997,27.51803
est,1998,31.24086
est,1999,32.20731
est,2000,28.65162
est,2001,31.87495
est,2002,29.58706
est,2003,28.30689
est,2004,29.24586
est,2005,30.2847
est,2006,31.41139
est,2007,28.59866
est,2008,28.07202
est,2009,23.28809
est,2010,20.57486
est,2011,18.87798
est,2012,19.55975
est,2013,17.19863
est,2014,14.49029
est,2015,13.05622
eth,1971,3.44399
eth,1972,3.08169
eth,1973,3.16633
eth,1974,3.07312
eth,1975,2.67517
eth,1976,2.65715
eth,1977,2.58759
eth,1978,2.84098
eth,1979,2.95348
eth,1980,3.00524
eth,1981,3.1317
eth,1982,2.83674
eth,1983,2.90118
eth,1984,2.61492
eth,1985,2.6007
eth,1986,2.91963
eth,1987,3.45553
eth,1988,3.38606
eth,1989,3.47458
eth,1990,3.55033
eth,1991,3.40089
eth,1992,2.24497
eth,1993,2.73663
eth,1994,3.04827
eth,1995,3.34325
eth,1996,3.51351
eth,1997,3.31172
eth,1998,3.32511
eth,1999,3.22567
eth,2000,3.42709
eth,2001,4.13205
eth,2002,4.18623
eth,2003,4.39884
eth,2004,4.4741
eth,2005,4.09359
eth,2006,4.24706
eth,2007,4.64889
eth,2008,4.90529
eth,2009,4.8568
eth,2010,4.57912
eth,2011,4.57341
eth,2012,5.00757
eth,2013,5.78827
eth,2014,6.56981
fin,1960,45.24597
fin,1961,45.12809
fin,1962,47.52485
fin,1963,51.67959
fin,1964,55.29927
fin,1965,58.28498
fin,1966,61.16302
fin,1967,62.3685
fin,1968,66.20961
fin,1969,70.2487
fin,1970,71.73904
fin,1971,71.34599
fin,1972,73.03496
fin,1973,75.01505
fin,1974,74.44119
fin,1975,76.64064
fin,1976,79.0989
fin,1977,76.47794
fin,1978,75.96878
fin,1979,72.24692
fin,1980,72.34255
fin,1981,60.44172
fin,1982,58.19475
fin,1983,54.64571
fin,1984,53.15411
fin,1985,57.66366
fin,1986,58.63736
fin,1987,60.24221
fin,1988,57.80546
fin,1989,58.23663
fin,1990,55.47018
fin,1991,56.56221
fin,1992,53.92849
fin,1993,54.80545
fin,1994,56.88474
fin,1995,52.94646
fin,1996,55.65216
fin,1997,53.26543
fin,1998,51.49752
fin,1999,50.79325
fin,2000,49.7867
fin,2001,50.33442
fin,2002,51.34685
fin,2003,54.4224
fin,2004,53.33484
fin,2005,49.18548
fin,2006,51.7061
fin,2007,49.82069
fin,2008,47.71862
fin,2009,48.47891
fin,2010,48.80003
fin,2011,46.98863
fin,2012,43.03336
fin,2013,42.62672
fin,2014,42.18253
fin,2015,40.20798
fji,1990,0
fji,2004,0
fji,2005,0
fji,2006,0
fji,2007,0
fra,1960,95.52018
fra,1961,95.86188
fra,1962,96.43237
fra,1963,95.89151
fra,1964,96.69443
fra,1965,95.82039
fra,1966,95.15636
fra,1967,95.7026
fra,1968,95.50743
fra,1969,95.53946
fra,1970,89.74153
fra,1971,89.92143
fra,1972,89.79687
fra,1973,90.26813
fra,1974,89.93531
fra,1975,88.2559
fra,1976,90.16325
fra,1977,88.03519
fra,1978,87.26473
fra,1979,86.36571
fra,1980,83.87551
fra,1981,77.75585
fra,1982,76.61919
fra,1983,72.29762
fra,1984,67.52501
fra,1985,64.33922
fra,1986,61.28574
fra,1987,60.41852
fra,1988,59.39941
fra,1989,58.84821
fra,1990,58.15396
fra,1991,57.94478
fra,1992,56.15971
fra,1993,54.19403
fra,1994,53.31348
fra,1995,53.57382
fra,1996,53.8475
fra,1997,52.90068
fra,1998,54.79426
fra,1999,54.0187
fra,2000,52.80594
fra,2001,53.40058
fra,2002,52.81353
fra,2003,52.69399
fra,2004,52.41504
fra,2005,52.29711
fra,2006,51.89245
fra,2007,51.68551
fra,2008,50.84347
fra,2009,50.85168
fra,2010,49.83638
fra,2011,48.67699
fra,2012,49.01203
fra,2013,48.54358
fra,2014,46.22592
fra,2015,46.48797
gab,1971,54.56275
gab,1972,52.51381
gab,1973,64.76169
gab,1974,66.42749
gab,1975,58.06166
gab,1976,55.1533
gab,1977,57.15541
gab,1978,61.54695
gab,1979,55.58994
gab,1980,55.34802
gab,1981,58.53121
gab,1982,58.45978
gab,1983,58.48018
gab,1984,54.08301
gab,1985,47.27396
gab,1986,46.1514
gab,1987,42.25246
gab,1988,44.35886
gab,1989,39.39566
gab,1990,32.01095
gab,1991,31.89975
gab,1992,34.47957
gab,1993,36.75772
gab,1994,28.36984
gab,1995,32.6105
gab,1996,34.51411
gab,1997,34.23558
gab,1998,36.77855
gab,1999,33.55453
gab,2000,32.43089
gab,2001,35.18228
gab,2002,28.07896
gab,2003,23.57892
gab,2004,20.96227
gab,2005,20.37656
gab,2006,18.70251
gab,2007,18.2074
gab,2008,17.11377
gab,2009,16.46213
gab,2010,18.90264
gab,2011,26.22884
gab,2012,30.69469
gab,2013,22.0596
gab,2014,22.78652
gbr,1960,99.46471
gbr,1961,99.36838
gbr,1962,99.20776
gbr,1963,98.86813
gbr,1964,98.6065
gbr,1965,97.61702
gbr,1966,96.87669
gbr,1967,96.48755
gbr,1968,96.17445
gbr,1969,95.98616
gbr,1970,96.48387
gbr,1971,96.41645
gbr,1972,96.19949
gbr,1973,96.49959
gbr,1974,95.65984
gbr,1975,95.86926
gbr,1976,95.21395
gbr,1977,94.81715
gbr,1978,95.14016
gbr,1979,95.23247
gbr,1980,94.96889
gbr,1981,94.66283
gbr,1982,93.80623
gbr,1983,92.95642
gbr,1984,92.42253
gbr,1985,91.89555
gbr,1986,92.06997
gbr,1987,92.33756
gbr,1988,91.2895
gbr,1989,89.92769
gbr,1990,90.65259
gbr,1991,90.19917
gbr,1992,89.21274
gbr,1993,87.79017
gbr,1994,87.79004
gbr,1995,87.71103
gbr,1996,87.56976
gbr,1997,86.71952
gbr,1998,86.77064
gbr,1999,87.23516
gbr,2000,88.41036
gbr,2001,87.82898
gbr,2002,88.53443
gbr,2003,88.82498
gbr,2004,88.61973
gbr,2005,88.15745
gbr,2006,88.60591
gbr,2007,89.61976
gbr,2008,90.1787
gbr,2009,87.36774
gbr,2010,88.16811
gbr,2011,85.56319
gbr,2012,85.13981
gbr,2013,83.55974
gbr,2014,82.71658
gbr,2015,80.35177
geo,1990,88.84093
geo,1991,87.1787
geo,1992,84.56583
geo,1993,77.98328
geo,1994,80.4506
geo,1995,68.29294
geo,1996,60.53852
geo,1997,59.86522
geo,1998,59.13705
geo,1999,55.69597
geo,2000,59.0122
geo,2001,55.09044
geo,2002,49.58948
geo,2003,52.14469
geo,2004,53.77327
geo,2005,64.41339
geo,2006,70.40866
geo,2007,70.69079
geo,2008,66.78924
geo,2009,66.99369
geo,2010,64.70334
geo,2011,72.76507
geo,2012,74.46282
geo,2013,68.9345
geo,2014,72.20954
gha,1971,21.99753
gha,1972,21.97581
gha,1973,22.22792
gha,1974,22.10596
gha,1975,23.17931
gha,1976,20.73236
gha,1977,22.90248
gha,1978,22.46567
gha,1979,19.50541
gha,1980,18.79619
gha,1981,20.74249
gha,1982,22.07629
gha,1983,11.5289
gha,1984,16.42281
gha,1985,19.58609
gha,1986,17.44669
gha,1987,20.36821
gha,1988,15.14111
gha,1989,18.43305
gha,1990,18.23597
gha,1991,16.56256
gha,1992,16.0887
gha,1993,17.40875
gha,1994,17.61105
gha,1995,18.78593
gha,1996,19.32334
gha,1997,20.49129
gha,1998,26.62183
gha,1999,25.87802
gha,2000,28.35021
gha,2001,32.17572
gha,2002,36.02899
gha,2003,36.76214
gha,2004,36.92011
gha,2005,37.6025
gha,2006,43.03432
gha,2007,45.75725
gha,2008,42.95208
gha,2009,46.00239
gha,2010,49.67779
gha,2011,49.82104
gha,2012,52.616
gha,2013,52.49759
gha,2014,52.54306
gib,1971,100
gib,1972,100
gib,1973,100
gib,1974,100
gib,1975,100
gib,1976,100
gib,1977,100
gib,1979,100
gib,1980,100
gib,1981,100
gib,1982,100
gib,1984,99.99691
gib,1985,100
gib,1986,99.9977
gib,1987,100
gib,1988,100
gib,1989,100
gib,1992,100
gib,1993,100
gib,1994,100
gib,1995,100
gib,1996,100
gib,1997,100
gib,1998,100
gib,1999,99.99918
gib,2000,100
gib,2003,100
gib,2004,100
gib,2006,100
gib,2007,100
gib,2008,100
gib,2009,100
gib,2011,100
gib,2013,98.96051
gib,2014,99.51282
gmb,1990,0
gmb,2004,0
gmb,2005,0
gmb,2006,0
gmb,2007,0
gnb,1990,0
gnb,2004,0
gnb,2005,0
gnb,2006,0
gnb,2007,0
gnq,2004,0
gnq,2005,0
gnq,2006,0
gnq,2007,0
grc,1960,98.31104
grc,1961,98.19957
grc,1962,98.12458
grc,1963,97.68108
grc,1964,98.19371
grc,1965,98.27098
grc,1966,96.82702
grc,1967,97.11396
grc,1968,97.90573
grc,1969,97.28686
grc,1970,91.15888
grc,1971,92.20331
grc,1972,93.26235
grc,1973,94.53948
grc,1974,94.18104
grc,1975,94.68781
grc,1976,95.20603
grc,1977,95.47634
grc,1978,95.0107
grc,1979,94.94151
grc,1980,94.68906
grc,1981,94.74596
grc,1982,94.56292
grc,1983,94.83612
grc,1984,94.39761
grc,1985,95.70019
grc,1986,94.97226
grc,1987,95.58044
grc,1988,96.17815
grc,1989,96.63052
grc,1990,94.56338
grc,1991,94.05584
grc,1992,94.32196
grc,1993,94.16119
grc,1994,94.27011
grc,1995,93.85006
grc,1996,93.463
grc,1997,93.51095
grc,1998,94.08695
grc,1999,94.17984
grc,2000,94.59119
grc,2001,94.38734
grc,2002,94.07166
grc,2003,93.98923
grc,2004,93.77944
grc,2005,93.41074
grc,2006,92.88599
grc,2007,93.02602
grc,2008,92.78015
grc,2009,92.37083
grc,2010,90.3856
grc,2011,90.85296
grc,2012,90.14823
grc,2013,88.00125
grc,2014,86.04932
grc,2015,82.57464
grd,1990,0
grd,2004,0
grd,2005,0
grd,2006,0
grd,2007,0
gtm,1971,29.28304
gtm,1972,29.68357
gtm,1973,30.70027
gtm,1974,30.70225
gtm,1975,26.63739
gtm,1976,27.31077
gtm,1977,30.21893
gtm,1978,31.34557
gtm,1979,34.33671
gtm,1980,37.44827
gtm,1981,33.28777
gtm,1982,29.26485
gtm,1983,27.4904
gtm,1984,30.24976
gtm,1985,30.0818
gtm,1986,23.58024
gtm,1987,25.1439
gtm,1988,26.51375
gtm,1989,26.06838
gtm,1990,27.86726
gtm,1991,28.5931
gtm,1992,30.9475
gtm,1993,31.69116
gtm,1994,35.56152
gtm,1995,36.61797
gtm,1996,37.70698
gtm,1997,38.25352
gtm,1998,42.21661
gtm,1999,40.31015
gtm,2000,42.27667
gtm,2001,43.24445
gtm,2002,44.30087
gtm,2003,42.48637
gtm,2004,42.97533
gtm,2005,44.16832
gtm,2006,43.1871
gtm,2007,43.40465
gtm,2008,40.36716
gtm,2009,39.0493
gtm,2010,32.66036
gtm,2011,30.92107
gtm,2012,30.87616
gtm,2013,32.65371
gtm,2014,37.3786
guy,1990,0
guy,2004,0
guy,2005,0
guy,2006,0
guy,2007,0
hkg,1971,98.38182
hkg,1972,98.52385
hkg,1973,98.53232
hkg,1974,98.70848
hkg,1975,98.90611
hkg,1976,98.88436
hkg,1977,99.01321
hkg,1978,99.04265
hkg,1979,99.34582
hkg,1980,99.41812
hkg,1981,99.36735
hkg,1982,99.43133
hkg,1983,99.58306
hkg,1994,94.22567
hkg,1995,94.5443
hkg,1996,93.48241
hkg,1997,93.16714
hkg,1998,94.88347
hkg,1999,94.79722
hkg,2000,93.89153
hkg,2001,94.34455
hkg,2002,94.3333
hkg,2003,94.88612
hkg,2004,94.98405
hkg,2005,95.10334
hkg,2006,95.34357
hkg,2007,95.34313
hkg,2008,94.72453
hkg,2009,94.92693
hkg,2010,93.97148
hkg,2011,94.31189
hkg,2012,93.2822
hkg,2013,93.63824
hkg,2014,93.17288
hnd,1971,27.13549
hnd,1972,26.87789
hnd,1973,28.21532
hnd,1974,27.25258
hnd,1975,27.78357
hnd,1976,29.12906
hnd,1977,31.01098
hnd,1978,30.38439
hnd,1979,30.61863
hnd,1980,29.69973
hnd,1981,28.34226
hnd,1982,32.01052
hnd,1983,28.98913
hnd,1984,30.42805
hnd,1985,27.22483
hnd,1986,28.65084
hnd,1987,29.12125
hnd,1988,30.6482
hnd,1989,31.7747
hnd,1990,30.01649
hnd,1991,29.86987
hnd,1992,32.28275
hnd,1993,33.22425
hnd,1994,36.95168
hnd,1995,41.23647
hnd,1996,40.32339
hnd,1997,38.10993
hnd,1998,42.86878
hnd,1999,49.08965
hnd,2000,48.27216
hnd,2001,52.81255
hnd,2002,53.55273
hnd,2003,54.73353
hnd,2004,56.48112
hnd,2005,54.86179
hnd,2006,50.47652
hnd,2007,54.82596
hnd,2008,54.27791
hnd,2009,50.80048
hnd,2010,51.16666
hnd,2011,52.14851
hnd,2012,51.48488
hnd,2013,51.35134
hnd,2014,52.47931
hrv,1990,81.05128
hrv,1991,74.12738
hrv,1992,77.82279
hrv,1993,78.27105
hrv,1994,77.18588
hrv,1995,76.86405
hrv,1996,74.48572
hrv,1997,77.13221
hrv,1998,78.23251
hrv,1999,78.27437
hrv,2000,77.9085
hrv,2001,77.78751
hrv,2002,79.70875
hrv,2003,79.50439
hrv,2004,78.03953
hrv,2005,77.0328
hrv,2006,77.64004
hrv,2007,79.65827
hrv,2008,78.05161
hrv,2009,76.12965
hrv,2010,74.29497
hrv,2011,74.6371
hrv,2012,72.23776
hrv,2013,71.30325
hrv,2014,70.70366
hti,1971,8.40036
hti,1972,7.68373
hti,1973,7.6918
hti,1974,8.20099
hti,1975,8.09231
hti,1976,10.68563
hti,1977,10.63685
hti,1978,11.09299
hti,1979,10.89686
hti,1980,9.89635
hti,1981,9.51701
hti,1982,11.65209
hti,1983,12.95457
hti,1984,13.37846
hti,1985,13.25604
hti,1986,16.49258
hti,1987,17.64754
hti,1988,18.53232
hti,1989,19.49137
hti,1990,19.73422
hti,1991,18.64176
hti,1992,16.76038
hti,1993,14.37212
hti,1994,4.39347
hti,1995,17.76927
hti,1996,17.8615
hti,1997,22.45268
hti,1998,20.65678
hti,1999,22.03207
hti,2000,23.30768
hti,2001,24.88891
hti,2002,24.96274
hti,2003,24.55432
hti,2004,27.71382
hti,2005,19.49573
hti,2006,19.38001
hti,2007,20.99531
hti,2008,20.72857
hti,2009,19.29313
hti,2010,17.77461
hti,2011,17.96017
hti,2012,18.04956
hti,2013,18.6978
hti,2014,22.01589
hun,1965,94.76998
hun,1966,95.17447
hun,1967,95.03011
hun,1968,95.52889
hun,1969,94.72308
hun,1970,95.57362
hun,1971,95.14683
hun,1972,95.21087
hun,1973,95.06746
hun,1974,95.32232
hun,1975,96.35972
hun,1976,96.289
hun,1977,96.52252
hun,1978,96.94383
hun,1979,96.15544
hun,1980,95.90674
hun,1981,95.5033
hun,1982,95.33927
hun,1983,92.83917
hun,1984,91.08635
hun,1985,89.11245
hun,1986,88.60439
hun,1987,85.92849
hun,1988,83.69957
hun,1989,83.14279
hun,1990,81.60451
hun,1991,81.67145
hun,1992,81.06043
hun,1993,81.89985
hun,1994,81.13193
hun,1995,81.60282
hun,1996,81.9531
hun,1997,81.88621
hun,1998,82.16913
hun,1999,81.74122
hun,2000,80.53891
hun,2001,80.98184
hun,2002,80.79183
hun,2003,83.13717
hun,2004,81.82084
hun,2005,80.36823
hun,2006,80.06276
hun,2007,78.97655
hun,2008,77.82373
hun,2009,74.16961
hun,2010,74.27192
hun,2011,73.2938
hun,2012,71.78642
hun,2013,69.54964
hun,2014,68.1924
hun,2015,69.54979
idn,1971,24.67655
idn,1972,26.8829
idn,1973,29.22824
idn,1974,31.51109
idn,1975,32.62206
idn,1976,34.44661
idn,1977,39.84436
idn,1978,42.56705
idn,1979,44.15717
idn,1980,45.47945
idn,1981,47.08413
idn,1982,47.13011
idn,1983,46.66363
idn,1984,47.70855
idn,1985,48.56543
idn,1986,52.44102
idn,1987,52.18277
idn,1988,51.85336
idn,1989,53.60229
idn,1990,53.43061
idn,1991,54.81097
idn,1992,55.7021
idn,1993,59.07521
idn,1994,57.46948
idn,1995,60.59168
idn,1996,61.50844
idn,1997,62.04563
idn,1998,60.6648
idn,1999,62.21295
idn,2000,61.95227
idn,2001,61.45676
idn,2002,62.54925
idn,2003,62.44202
idn,2004,64.31645
idn,2005,64.99625
idn,2006,65.17708
idn,2007,64.58464
idn,2008,63.80708
idn,2009,65.52072
idn,2010,67.15479
idn,2011,65.30214
idn,2012,65.34475
idn,2013,65.26569
idn,2014,66.08948
ind,1971,35.11979
ind,1972,35.22633
ind,1973,35.31958
ind,1974,36.46746
ind,1975,36.93546
ind,1976,37.85034
ind,1977,38.22398
ind,1978,37.2177
ind,1979,38.70258
ind,1980,39.38335
ind,1981,41.41914
ind,1982,43.02513
ind,1983,43.85184
ind,1984,45.17457
ind,1985,47.22557
ind,1986,48.253
ind,1987,49.68345
ind,1988,51.24905
ind,1989,52.8142
ind,1990,53.76396
ind,1991,55.06349
ind,1992,56.07028
ind,1993,56.95683
ind,1994,58.01455
ind,1995,59.98794
ind,1996,60.82516
ind,1997,61.77329
ind,1998,62.01582
ind,1999,63.4604
ind,2000,63.72739
ind,2001,63.64797
ind,2002,64.32921
ind,2003,64.51924
ind,2004,65.58374
ind,2005,65.9898
ind,2006,66.80567
ind,2007,67.88343
ind,2008,69.00512
ind,2009,71.1435
ind,2010,71.4047
ind,2011,71.47172
ind,2012,72.41908
ind,2013,72.28546
ind,2014,73.57698
irl,1960,67.24187
irl,1961,69.44043
