geo,time,dc_dac_prtl_cd
stp,1997,11630000.11444
stp,1998,10770000.45776
stp,1999,13239999.77112
stp,2000,10579999.92371
stp,2001,14020000.45776
stp,2002,13000000
stp,2003,11140000.34332
stp,2004,12800000.19073
stp,2005,11460000.03815
stp,2006,11239999.77112
stp,2007,13060000.41962
stp,2008,13279999.73297
stp,2009,14810000.41962
stp,2010,25709999.08447
stp,2011,29129999.16077
stp,2012,21469999.31335
stp,2013,17209999.08447
stp,2014,13210000.03815
stp,2015,24860000.61035
stp,2016,15079999.92371
stp,2017,11609999.65668
stp,2018,14659999.84741
stp,2019,13489999.77112
sur,1996,9999.99978
svk,1996,9999.99978
svk,1997,9999.99978
svk,2002,9999.99978
svk,2004,9999.99978
svn,1998,100000.00149
svn,2000,9999.99978
svn,2001,9999.99978
svn,2004,9999.99978
swz,2013,140000.0006
swz,2014,119999.99732
swz,2015,90000.00358
swz,2016,109999.9994
swz,2017,150000.00596
swz,2018,70000.0003
swz,2019,79999.99821
syc,1996,59999.99866
syc,1997,79999.99821
syc,2006,189999.99762
syr,2012,50000.00075
syr,2013,409999.99642
syr,2014,150000.00596
syr,2015,689999.99762
syr,2016,7820000.17166
syr,2017,12210000.03815
syr,2018,6389999.86649
syr,2019,4539999.96185
tcd,2007,2099999.90463
tcd,2008,2279999.97139
tcd,2009,1059999.94278
tcd,2010,970000.02861
tgo,2012,0
tgo,2013,9999.99978
tgo,2017,9999.99978
tgo,2018,19999.99955
tgo,2019,50000.00075
tha,2001,70000.0003
tha,2002,109999.9994
tha,2004,29999.99933
tha,2005,59999.99866
tha,2006,219999.99881
tha,2007,39999.99911
tha,2008,90000.00358
tha,2009,70000.0003
tha,2010,39999.99911
tha,2011,100000.00149
tha,2012,79999.99821
tha,2013,90000.00358
tha,2014,100000.00149
tha,2015,59999.99866
tha,2016,50000.00075
tha,2017,79999.99821
tha,2018,100000.00149
tha,2019,90000.00358
tjk,1996,29999.99933
tjk,1998,90000.00358
tjk,1999,79999.99821
tjk,2012,0
tkm,2019,0
tls,1961,1639999.98569
tls,1967,310000.00238
tls,1992,129999.99523
tls,1993,119999.99732
tls,1994,150000.00596
tls,1996,50000.00075
tls,1997,310000.00238
tls,1998,790000.02146
tls,1999,66129997.25342
tls,2000,52619998.93188
tls,2001,57950000.76294
tls,2002,75849998.47412
tls,2003,42689998.62671
tls,2004,25549999.23706
tls,2005,34689998.62671
tls,2006,38500000
tls,2007,46639999.38965
tls,2008,38990001.67847
tls,2009,34639999.38965
tls,2010,33659999.84741
tls,2011,27649999.61853
tls,2012,19719999.31335
tls,2013,17329999.92371
tls,2014,17680000.30518
tls,2015,12970000.26703
tls,2016,14579999.92371
tls,2017,15439999.58038
tls,2018,15949999.80927
tls,2019,14750000
tun,1993,59999.99866
tun,1994,180000.00715
tun,1996,19999.99955
tun,1997,29999.99933
tun,2001,19999.99955
tun,2002,70000.0003
tun,2003,19999.99955
tun,2004,59999.99866
tun,2005,70000.0003
tun,2006,50000.00075
tun,2007,79999.99821
tun,2008,100000.00149
tun,2009,59999.99866
tun,2010,29999.99933
tun,2011,9999.99978
tun,2012,50000.00075
tun,2013,59999.99866
tun,2014,70000.0003
tun,2015,70000.0003
tun,2016,170000.00179
tun,2017,209999.99344
tun,2018,230000.00417
tun,2019,170000.00179
tur,1995,140000.0006
tur,1996,889999.98569
tur,2005,9999.99978
tur,2006,50000.00075
tur,2007,70000.0003
tur,2008,50000.00075
tur,2009,19999.99955
tur,2011,59999.99866
tur,2012,59999.99866
tur,2013,70000.0003
tur,2014,70000.0003
tur,2015,59999.99866
tur,2016,79999.99821
tur,2017,90000.00358
tur,2018,119999.99732
tur,2019,100000.00149
tza,2012,70000.0003
tza,2013,70000.0003
tza,2014,9999.99978
tza,2015,9999.99978
tza,2016,9999.99978
tza,2017,39999.99911
tza,2018,39999.99911
tza,2019,39999.99911
uga,2018,50000.00075
uga,2019,39999.99911
ukr,2009,19999.99955
ukr,2010,9999.99978
ukr,2011,9999.99978
ukr,2013,0
ukr,2014,39999.99911
ukr,2015,59999.99866
ukr,2016,0
ukr,2017,19999.99955
ukr,2018,59999.99866
ukr,2019,129999.99523
ury,2001,9999.99978
ury,2002,79999.99821
ury,2004,9999.99978
ury,2005,9999.99978
ury,2006,19999.99955
ury,2007,90000.00358
ury,2008,109999.9994
ury,2009,59999.99866
ury,2010,39999.99911
ury,2011,90000.00358
ury,2012,70000.0003
ury,2013,79999.99821
ury,2014,79999.99821
ury,2015,79999.99821
ury,2016,90000.00358
ury,2017,90000.00358
uzb,2016,0
uzb,2018,0
uzb,2019,0
vct,2010,9999.99978
vct,2011,140000.0006
ven,2001,29999.99933
ven,2002,109999.9994
ven,2004,79999.99821
ven,2005,100000.00149
ven,2006,109999.9994
ven,2007,150000.00596
ven,2008,119999.99732
ven,2009,100000.00149
ven,2010,150000.00596
ven,2011,90000.00358
ven,2012,59999.99866
ven,2013,140000.0006
ven,2014,209999.99344
ven,2015,230000.00417
ven,2016,200000.00298
ven,2017,209999.99344
ven,2018,400000.00596
ven,2019,560000.00238
vnm,2005,9999.99978
vnm,2006,9999.99978
vnm,2009,9999.99978
vnm,2011,29999.99933
vnm,2012,19999.99955
vnm,2013,29999.99933
vnm,2014,29999.99933
vnm,2015,39999.99911
vnm,2016,29999.99933
vnm,2017,29999.99933
vnm,2018,29999.99933
vnm,2019,29999.99933
yem,2017,109999.9994
yem,2018,50000.00075
yem,2019,59999.99866
zaf,1993,159999.99642
zaf,1994,39999.99911
zaf,1995,79999.99821
zaf,1997,39999.99911
zaf,1999,119999.99732
zaf,2000,170000.00179
zaf,2001,109999.9994
zaf,2002,2009999.99046
zaf,2003,270000.01073
zaf,2004,400000.00596
zaf,2005,639999.98569
zaf,2006,250000
zaf,2007,100000.00149
zaf,2008,150000.00596
zaf,2009,50000.00075
zaf,2010,50000.00075
zaf,2011,70000.0003
zaf,2012,59999.99866
zaf,2013,1460000.03815
zaf,2014,1620000.00477
zaf,2015,1259999.99046
zaf,2016,1240000.00954
zaf,2017,1360000.01431
zaf,2018,1379999.99523
zaf,2019,1230000.01907
zmb,1994,9999.99978
zmb,2016,0
zwe,1992,79999.99821
zwe,1994,140000.0006
zwe,1995,129999.99523
zwe,1996,200000.00298
zwe,1997,129999.99523
zwe,1998,9999.99978
zwe,1999,70000.0003
zwe,2000,239999.99464
zwe,2001,140000.0006
zwe,2002,29999.99933
zwe,2006,9999.99978
zwe,2007,39999.99911
zwe,2008,50000.00075
zwe,2009,129999.99523
zwe,2010,59999.99866
zwe,2011,59999.99866
zwe,2012,59999.99866
zwe,2013,119999.99732
zwe,2014,79999.99821
zwe,2015,50000.00075
zwe,2016,70000.0003
zwe,2017,70000.0003
zwe,2018,50000.00075
zwe,2019,70000.0003
