geo,time,sh_anm_nprg_zs
prk,2011,31.4
prk,2012,31.5
prk,2013,31.7
prk,2014,32
prk,2015,32.3
prk,2016,32.6
prk,2017,33
prk,2018,33.4
prk,2019,33.7
prt,2000,12.8
prt,2001,12.5
prt,2002,12.4
prt,2003,12.3
prt,2004,12.2
prt,2005,12.1
prt,2006,12
prt,2007,11.9
prt,2008,11.8
prt,2009,11.8
prt,2010,11.8
prt,2011,11.8
prt,2012,11.9
prt,2013,12
prt,2014,12.1
prt,2015,12.2
prt,2016,12.4
prt,2017,12.6
prt,2018,12.8
prt,2019,13.1
pry,2000,23.9
pry,2001,23.8
pry,2002,23.7
pry,2003,23.6
pry,2004,23.7
pry,2005,23.6
pry,2006,23.6
pry,2007,23.5
pry,2008,23
pry,2009,22.5
pry,2010,22
pry,2011,22
pry,2012,22
pry,2013,22.1
pry,2014,22.1
pry,2015,22.3
pry,2016,22.5
pry,2017,22.9
pry,2018,22.9
pry,2019,22.9
qat,2000,31.5
qat,2001,30.9
qat,2002,30.4
qat,2003,30
qat,2004,29.6
qat,2005,29.3
qat,2006,28.9
qat,2007,28.5
qat,2008,28.1
qat,2009,27.7
qat,2010,27.4
qat,2011,27.2
qat,2012,27.1
qat,2013,27.1
qat,2014,27.1
qat,2015,27.2
qat,2016,27.4
qat,2017,27.7
qat,2018,27.9
qat,2019,28.2
rou,2000,23.3
rou,2001,23
rou,2002,22.8
rou,2003,22.6
rou,2004,22.4
rou,2005,22.2
rou,2006,22
rou,2007,22
rou,2008,22
rou,2009,22
rou,2010,22
rou,2011,22
rou,2012,22
rou,2013,22
rou,2014,22
rou,2015,22
rou,2016,22
rou,2017,22
rou,2018,22.2
rou,2019,22.6
rus,2000,22
rus,2001,21.9
rus,2002,21.9
rus,2003,21.7
rus,2004,21.4
rus,2005,21.2
rus,2006,21
rus,2007,20.8
rus,2008,20.6
rus,2009,20.3
rus,2010,20.1
rus,2011,20
rus,2012,19.9
rus,2013,19.9
rus,2014,20
rus,2015,20
rus,2016,20.2
rus,2017,20.5
rus,2018,20.8
rus,2019,21.1
rwa,2000,25.1
rwa,2001,24.5
rwa,2002,23.9
rwa,2003,23.4
rwa,2004,22.7
rwa,2005,22
rwa,2006,21.3
rwa,2007,20.6
rwa,2008,19.8
rwa,2009,19.2
rwa,2010,18.6
rwa,2011,18.2
rwa,2012,17.9
rwa,2013,17.6
rwa,2014,17.4
rwa,2015,17.3
rwa,2016,17.1
rwa,2017,16.9
rwa,2018,16.8
rwa,2019,16.6
sau,2000,31.6
sau,2001,30.9
sau,2002,30.3
sau,2003,29.9
sau,2004,29.5
sau,2005,29.1
sau,2006,28.6
sau,2007,28
sau,2008,27.3
sau,2009,26.8
sau,2010,26.3
sau,2011,26
sau,2012,25.7
sau,2013,25.6
sau,2014,25.8
sau,2015,26
sau,2016,26.3
sau,2017,26.7
sau,2018,27.1
sau,2019,27.5
sdn,2000,43
sdn,2001,42.2
sdn,2002,41.6
sdn,2003,41.1
sdn,2004,40.6
sdn,2005,40.2
sdn,2006,39.6
sdn,2007,39
sdn,2008,38.4
sdn,2009,37.8
sdn,2010,37.3
sdn,2011,36.9
sdn,2012,36.6
sdn,2013,36.4
sdn,2014,36.3
sdn,2015,36.2
sdn,2016,36.2
sdn,2017,36.3
sdn,2018,36.4
sdn,2019,36.5
sen,2000,59.7
sen,2001,59.7
sen,2002,59.6
sen,2003,59.5
sen,2004,59.4
sen,2005,59.2
sen,2006,58.9
sen,2007,58.5
sen,2008,58
sen,2009,57.4
sen,2010,56.8
sen,2011,56.2
sen,2012,55.6
sen,2013,55.1
sen,2014,54.6
sen,2015,54.2
sen,2016,53.7
sen,2017,53.3
sen,2018,52.8
sen,2019,52.3
sgp,2000,12.1
sgp,2001,11.9
sgp,2002,11.8
sgp,2003,11.7
sgp,2004,11.6
sgp,2005,11.5
sgp,2006,11.5
sgp,2007,11.4
sgp,2008,11.3
sgp,2009,11.3
sgp,2010,11.3
sgp,2011,11.3
sgp,2012,11.4
sgp,2013,11.5
sgp,2014,11.7
sgp,2015,11.8
sgp,2016,12
sgp,2017,12.3
sgp,2018,12.6
sgp,2019,12.9
slb,2000,39.8
slb,2001,39.7
slb,2002,39.6
slb,2003,39.4
slb,2004,39.3
slb,2005,39.1
slb,2006,38.9
slb,2007,38.6
slb,2008,38.3
slb,2009,38
slb,2010,37.7
slb,2011,37.4
slb,2012,37.2
slb,2013,37.1
slb,2014,36.9
slb,2015,36.9
slb,2016,36.8
slb,2017,36.8
slb,2018,36.7
slb,2019,36.7
sle,2000,53.7
sle,2001,53
sle,2002,52.3
sle,2003,51.6
sle,2004,51
sle,2005,50.4
sle,2006,49.8
sle,2007,49.1
sle,2008,48.5
sle,2009,47.9
sle,2010,47.5
sle,2011,47.3
sle,2012,47.1
sle,2013,47
sle,2014,47
sle,2015,47.1
sle,2016,47.3
sle,2017,47.4
sle,2018,47.6
sle,2019,47.8
slv,2000,11.1
slv,2001,10.8
slv,2002,10.7
slv,2003,10.5
slv,2004,10.4
slv,2005,10.3
slv,2006,10.2
slv,2007,10.1
slv,2008,10
slv,2009,9.9
slv,2010,9.8
slv,2011,9.7
slv,2012,9.7
slv,2013,9.6
slv,2014,9.7
slv,2015,9.7
slv,2016,9.8
slv,2017,9.9
slv,2018,10.1
slv,2019,10.4
smr,2000,11.1
smr,2001,10.9
smr,2002,10.9
smr,2003,10.8
smr,2004,10.7
smr,2005,10.7
smr,2006,10.7
smr,2007,10.7
smr,2008,10.7
smr,2009,10.7
smr,2010,10.7
smr,2011,10.7
smr,2012,10.8
smr,2013,11
smr,2014,11.1
smr,2015,11.3
smr,2016,11.5
smr,2017,11.7
smr,2018,12
smr,2019,12.4
som,2000,47.3
som,2001,47
som,2002,46.7
som,2003,46.5
som,2004,46.2
som,2005,46
som,2006,45.6
som,2007,45.2
som,2008,44.7
som,2009,44.3
som,2010,43.9
som,2011,43.5
som,2012,43.2
som,2013,43
som,2014,42.9
som,2015,42.7
som,2016,42.6
som,2017,42.5
som,2018,42.5
som,2019,42.4
srb,2000,23.8
srb,2001,23.5
srb,2002,23.3
srb,2003,23.1
srb,2004,22.9
srb,2005,22.7
srb,2006,22.6
srb,2007,22.4
srb,2008,22.2
srb,2009,22
srb,2010,21.8
srb,2011,21.8
srb,2012,21.8
srb,2013,21.8
srb,2014,21.8
srb,2015,21.9
srb,2016,22.1
srb,2017,22.3
srb,2018,22.5
srb,2019,22.8
ssd,2000,38.8
ssd,2001,38.4
ssd,2002,38
ssd,2003,37.7
ssd,2004,37.4
ssd,2005,37
ssd,2006,36.5
ssd,2007,36
ssd,2008,35.4
ssd,2009,34.9
ssd,2010,34.5
ssd,2011,34.2
ssd,2012,34
ssd,2013,34
ssd,2014,34.1
ssd,2015,34.3
ssd,2016,34.5
ssd,2017,34.7
ssd,2018,34.9
ssd,2019,35.2
stp,2000,51.5
stp,2001,51
stp,2002,50.4
stp,2003,49.9
stp,2004,49.3
stp,2005,48.7
stp,2006,48.1
stp,2007,47.4
stp,2008,46.8
stp,2009,46.3
stp,2010,45.8
stp,2011,45.3
stp,2012,45
stp,2013,44.7
stp,2014,44.5
stp,2015,44.4
stp,2016,44.1
stp,2017,43.9
stp,2018,43.7
stp,2019,43.6
sur,2000,27.4
sur,2001,26.9
sur,2002,26.2
sur,2003,25.6
sur,2004,24.9
sur,2005,24.3
sur,2006,23.8
sur,2007,23
sur,2008,22.3
sur,2009,21.6
sur,2010,20.9
sur,2011,20.4
sur,2012,20.1
sur,2013,19.9
sur,2014,19.9
sur,2015,20
sur,2016,20.1
sur,2017,20.3
sur,2018,20.5
sur,2019,20.8
svk,2000,22.3
svk,2001,22.3
svk,2002,22.2
svk,2003,22.2
svk,2004,22.1
svk,2005,22
svk,2006,21.9
svk,2007,21.9
svk,2008,21.8
svk,2009,21.9
svk,2010,22
svk,2011,22.1
svk,2012,22.3
svk,2013,22.5
svk,2014,22.6
svk,2015,22.8
svk,2016,23
svk,2017,23.1
svk,2018,23.3
svk,2019,23.5
svn,2000,20.2
svn,2001,20.1
svn,2002,20
svn,2003,20
svn,2004,20
svn,2005,20
svn,2006,20
svn,2007,20
svn,2008,20
svn,2009,20
svn,2010,20
svn,2011,20
svn,2012,20.1
svn,2013,20.2
svn,2014,20.4
svn,2015,20.6
svn,2016,20.8
svn,2017,21.1
svn,2018,21.4
svn,2019,21.7
swe,2000,12.4
swe,2001,12.2
swe,2002,12
swe,2003,11.9
swe,2004,11.8
swe,2005,11.7
swe,2006,11.6
swe,2007,11.5
swe,2008,11.5
swe,2009,11.4
swe,2010,11.4
swe,2011,11.4
swe,2012,11.5
swe,2013,11.6
swe,2014,11.8
swe,2015,12
swe,2016,12.3
swe,2017,12.7
swe,2018,13
swe,2019,13.4
swz,2000,34.3
swz,2001,33.3
swz,2002,32.7
swz,2003,32.1
swz,2004,31.6
swz,2005,31.2
swz,2006,30.9
swz,2007,30.7
swz,2008,30.8
swz,2009,30.6
swz,2010,30.3
swz,2011,30
swz,2012,29.8
swz,2013,29.7
swz,2014,29.6
swz,2015,29.6
swz,2016,29.7
swz,2017,29.9
swz,2018,30.2
swz,2019,30.6
syc,2000,27.4
syc,2001,27.1
syc,2002,26.8
syc,2003,26.5
syc,2004,26.2
syc,2005,25.9
syc,2006,25.4
syc,2007,25
syc,2008,24.4
syc,2009,24
syc,2010,23.7
syc,2011,23.5
syc,2012,23.3
syc,2013,23.4
syc,2014,23.5
syc,2015,23.7
syc,2016,24
syc,2017,24.3
syc,2018,24.6
syc,2019,24.9
syr,2000,36.8
syr,2001,36.1
syr,2002,35.6
syr,2003,35.2
syr,2004,34.8
syr,2005,34.3
syr,2006,33.7
syr,2007,33.3
syr,2008,32.9
syr,2009,32.4
syr,2010,32
syr,2011,31.8
syr,2012,31.6
syr,2013,31.7
syr,2014,31.7
syr,2015,31.8
syr,2016,32
syr,2017,32.2
syr,2018,32.4
syr,2019,32.8
tcd,2000,51.9
tcd,2001,52
tcd,2002,52.1
tcd,2003,52.2
tcd,2004,52.1
tcd,2005,52
tcd,2006,51.8
tcd,2007,51.5
tcd,2008,51.1
tcd,2009,50.6
tcd,2010,50.1
tcd,2011,49.5
tcd,2012,49
tcd,2013,48.5
tcd,2014,48
tcd,2015,47.4
tcd,2016,46.9
tcd,2017,46.4
tcd,2018,45.9
tcd,2019,45.5
tgo,2000,48.9
tgo,2001,48.8
tgo,2002,48.7
tgo,2003,48.6
tgo,2004,48.6
tgo,2005,48.6
tgo,2006,48.4
tgo,2007,48.2
tgo,2008,47.9
tgo,2009,47.5
tgo,2010,47.2
tgo,2011,46.9
tgo,2012,46.6
tgo,2013,46.4
tgo,2014,46.1
tgo,2015,45.9
tgo,2016,45.6
tgo,2017,45.3
tgo,2018,45.1
tgo,2019,44.9
tha,2000,20.6
tha,2001,20.7
tha,2002,20.7
tha,2003,20.8
tha,2004,20.9
tha,2005,21
tha,2006,21.2
tha,2007,21.3
tha,2008,21.4
tha,2009,21.5
tha,2010,21.5
tha,2011,21.7
tha,2012,21.9
tha,2013,22
tha,2014,22.2
tha,2015,22.5
tha,2016,22.8
tha,2017,23.1
tha,2018,23.4
tha,2019,23.8
tjk,2000,39.1
tjk,2001,38.4
tjk,2002,37.5
tjk,2003,36.5
tjk,2004,35.1
tjk,2005,34.1
tjk,2006,33.7
tjk,2007,32.9
tjk,2008,32.2
tjk,2009,31.5
tjk,2010,30.7
tjk,2011,30.4
tjk,2012,30.5
tjk,2013,30.8
tjk,2014,31.2
tjk,2015,31.6
tjk,2016,32.5
tjk,2017,33.4
tjk,2018,34.2
tjk,2019,35
tkm,2000,32.7
tkm,2001,31.9
tkm,2002,31.2
tkm,2003,30.5
tkm,2004,29.6
tkm,2005,28.6
tkm,2006,27.9
tkm,2007,27.2
tkm,2008,26.5
tkm,2009,25.9
tkm,2010,25.4
tkm,2011,25.2
tkm,2012,25.1
tkm,2013,25.2
tkm,2014,25.2
tkm,2015,25.3
tkm,2016,25.5
tkm,2017,25.8
tkm,2018,26.1
tkm,2019,26.5
tls,2000,36.9
tls,2001,35.5
tls,2002,34.1
tls,2003,32.8
tls,2004,31.4
tls,2005,30.2
tls,2006,29.2
tls,2007,28.3
tls,2008,27.5
tls,2009,26.8
tls,2010,26.4
tls,2011,26.2
tls,2012,26.2
tls,2013,26.4
tls,2014,26.7
tls,2015,27.1
tls,2016,27.6
tls,2017,28.2
tls,2018,28.6
tls,2019,29.2
ton,2000,27.1
ton,2001,26.9
ton,2002,26.8
ton,2003,26.7
ton,2004,26.7
ton,2005,26.6
ton,2006,26.6
ton,2007,26.6
ton,2008,26.5
ton,2009,26.4
ton,2010,26.4
ton,2011,26.4
ton,2012,26.5
ton,2013,26.6
ton,2014,26.8
ton,2015,27
ton,2016,27.3
ton,2017,27.5
ton,2018,27.7
ton,2019,27.9
tto,2000,25.5
tto,2001,24.6
tto,2002,23.8
tto,2003,23.2
tto,2004,22.4
tto,2005,21.8
tto,2006,21.2
tto,2007,20.5
tto,2008,20
tto,2009,19.3
tto,2010,18.7
tto,2011,18.2
tto,2012,17.8
tto,2013,17.5
tto,2014,17.4
tto,2015,17.3
tto,2016,17.3
tto,2017,17.3
tto,2018,17.5
tto,2019,17.7
tun,2000,31.4
tun,2001,31.1
tun,2002,30.9
tun,2003,30.9
tun,2004,30.9
tun,2005,30.9
tun,2006,30.8
tun,2007,30.7
tun,2008,30.5
tun,2009,30.4
tun,2010,30.2
tun,2011,30.3
tun,2012,30.3
tun,2013,30.5
tun,2014,30.6
tun,2015,30.8
tun,2016,31.1
tun,2017,31.4
tun,2018,31.8
tun,2019,32.1
tuv,2000,26.2
tuv,2001,26
tuv,2002,25.8
tuv,2003,25.7
tuv,2004,25.6
tuv,2005,25.6
tuv,2006,25.5
tuv,2007,25.5
tuv,2008,25.4
tuv,2009,25.2
tuv,2010,25.2
tuv,2011,25.3
tuv,2012,25.4
tuv,2013,25.6
tuv,2014,25.7
tuv,2015,25.9
tuv,2016,26.2
tuv,2017,26.5
tuv,2018,26.7
tuv,2019,27
tza,2000,45.6
tza,2001,45.4
tza,2002,45.1
tza,2003,44.8
tza,2004,44.5
tza,2005,44
tza,2006,43.5
tza,2007,42.7
tza,2008,41.9
tza,2009,41
tza,2010,40.3
tza,2011,39.6
tza,2012,39.1
tza,2013,38.8
tza,2014,38.6
tza,2015,38.6
tza,2016,38.4
tza,2017,38.1
tza,2018,37.9
tza,2019,37.9
uga,2000,38.2
uga,2001,37.5
uga,2002,36.9
uga,2003,36.2
uga,2004,35.6
uga,2005,34.9
uga,2006,34.1
uga,2007,33.2
uga,2008,32.4
uga,2009,31.6
uga,2010,30.9
uga,2011,30.4
uga,2012,30.2
uga,2013,30.2
uga,2014,30.3
uga,2015,30.6
uga,2016,30.9
uga,2017,31.2
uga,2018,31.6
uga,2019,32.1
ukr,2000,13.3
ukr,2001,13.2
ukr,2002,13.2
ukr,2003,13.2
ukr,2004,13.2
ukr,2005,13.2
ukr,2006,13.2
ukr,2007,13.3
ukr,2008,13.4
ukr,2009,13.5
ukr,2010,13.6
ukr,2011,13.8
ukr,2012,14.1
ukr,2013,14.5
ukr,2014,14.9
ukr,2015,15.3
ukr,2016,15.8
ukr,2017,16.4
ukr,2018,16.9
ukr,2019,17.5
ury,2000,12.8
ury,2001,13
ury,2002,13.2
ury,2003,13.5
ury,2004,13.7
ury,2005,13.8
ury,2006,13.8
ury,2007,13.6
ury,2008,13.3
ury,2009,13.1
ury,2010,12.8
ury,2011,12.7
ury,2012,12.8
ury,2013,13
ury,2014,13.1
ury,2015,13.4
ury,2016,13.6
ury,2017,14
ury,2018,14.3
ury,2019,14.7
usa,2000,7.8
usa,2001,7.7
usa,2002,7.7
usa,2003,7.8
usa,2004,7.9
usa,2005,8.1
usa,2006,8.4
usa,2007,8.6
usa,2008,8.9
usa,2009,9.2
usa,2010,9.4
usa,2011,9.8
usa,2012,10
usa,2013,10.3
usa,2014,10.5
usa,2015,10.7
usa,2016,11
usa,2017,11.2
usa,2018,11.5
usa,2019,11.8
uzb,2000,46.7
uzb,2001,45
uzb,2002,43.5
uzb,2003,41.8
uzb,2004,40.2
uzb,2005,38.5
uzb,2006,36.9
uzb,2007,35.3
uzb,2008,33.6
uzb,2009,32.1
uzb,2010,30.6
uzb,2011,29.4
uzb,2012,28.3
uzb,2013,27.3
uzb,2014,26.5
uzb,2015,25.8
uzb,2016,25.2
uzb,2017,24.8
uzb,2018,24.5
uzb,2019,24.3
vct,2000,24.5
vct,2001,23.6
vct,2002,22.8
vct,2003,22.1
vct,2004,21.3
vct,2005,20.5
vct,2006,19.9
vct,2007,19.3
vct,2008,18.7
vct,2009,18.2
vct,2010,17.8
vct,2011,17.4
vct,2012,17.1
vct,2013,16.9
vct,2014,16.8
vct,2015,16.7
vct,2016,16.6
vct,2017,16.5
vct,2018,16.6
vct,2019,16.8
ven,2000,27.3
ven,2001,26.6
ven,2002,26.1
ven,2003,25.9
ven,2004,25.5
ven,2005,24.9
ven,2006,24.1
ven,2007,23.1
ven,2008,22.3
ven,2009,21.7
ven,2010,21.1
ven,2011,20.7
ven,2012,20.7
ven,2013,20.9
ven,2014,21.3
ven,2015,21.8
ven,2016,22.3
ven,2017,22.9
ven,2018,23.6
ven,2019,24.1
vnm,2000,26.7
vnm,2001,25.4
vnm,2002,24
vnm,2003,22.7
vnm,2004,21.5
vnm,2005,20.4
vnm,2006,19.4
vnm,2007,18.5
vnm,2008,17.6
vnm,2009,17.1
vnm,2010,16.7
vnm,2011,16.5
vnm,2012,16.5
vnm,2013,16.7
vnm,2014,17.1
vnm,2015,17.5
vnm,2016,18.1
vnm,2017,18.7
vnm,2018,19.5
vnm,2019,20.3
vut,2000,29.7
vut,2001,29
vut,2002,28.3
vut,2003,27.6
vut,2004,26.9
vut,2005,26.1
vut,2006,25.4
vut,2007,24.7
vut,2008,24
vut,2009,23.5
vut,2010,23.2
vut,2011,23.1
vut,2012,23.3
vut,2013,23.6
vut,2014,24.1
vut,2015,24.8
vut,2016,25.6
vut,2017,26.5
vut,2018,27.5
vut,2019,28.5
wsm,2000,23.2
wsm,2001,23
wsm,2002,22.9
wsm,2003,23
wsm,2004,23.1
wsm,2005,23.3
wsm,2006,23.4
wsm,2007,23.4
wsm,2008,23.3
wsm,2009,23.2
wsm,2010,23.2
wsm,2011,23.2
wsm,2012,23.3
wsm,2013,23.6
wsm,2014,23.8
wsm,2015,24
wsm,2016,24.4
wsm,2017,24.8
wsm,2018,25.3
wsm,2019,25.8
yem,2000,67
yem,2001,66.5
yem,2002,66
yem,2003,65.7
yem,2004,65.4
yem,2005,64.9
yem,2006,64.4
yem,2007,63.9
yem,2008,63.3
yem,2009,62.9
yem,2010,62.5
yem,2011,62.1
yem,2012,61.9
yem,2013,61.8
yem,2014,61.7
yem,2015,61.6
yem,2016,61.6
yem,2017,61.7
yem,2018,61.8
yem,2019,61.8
zaf,2000,35.3
zaf,2001,34.8
zaf,2002,34.3
zaf,2003,33.7
zaf,2004,33.1
zaf,2005,32.4
zaf,2006,31.7
zaf,2007,30.9
zaf,2008,30.2
zaf,2009,29.5
zaf,2010,29
zaf,2011,28.7
zaf,2012,28.5
zaf,2013,28.5
zaf,2014,28.6
zaf,2015,28.8
zaf,2016,29.1
zaf,2017,29.4
zaf,2018,29.9
zaf,2019,30.5
zmb,2000,34.4
zmb,2001,33.9
zmb,2002,33.5
zmb,2003,33.2
zmb,2004,32.8
zmb,2005,32.4
zmb,2006,31.9
zmb,2007,31.4
zmb,2008,30.8
zmb,2009,30.3
zmb,2010,29.8
zmb,2011,29.6
zmb,2012,29.5
zmb,2013,29.6
zmb,2014,29.7
zmb,2015,29.8
zmb,2016,30
zmb,2017,30.1
zmb,2018,30.4
zmb,2019,30.7
zwe,2000,33.9
zwe,2001,33.6
zwe,2002,33.2
zwe,2003,33
zwe,2004,32.8
zwe,2005,32.7
zwe,2006,32.4
zwe,2007,32.1
zwe,2008,31.6
zwe,2009,31.1
zwe,2010,30.6
zwe,2011,30.1
zwe,2012,29.7
zwe,2013,29.3
zwe,2014,29
zwe,2015,28.8
zwe,2016,28.7
zwe,2017,28.6
zwe,2018,28.6
zwe,2019,28.7
