geo,time,eg_imp_cons_zs
cri,1976,59.44001
cri,1977,64.92203
cri,1978,65.5339
cri,1979,64.90636
cri,1980,60.47466
cri,1981,56.10688
cri,1982,54.16365
cri,1983,49.23329
cri,1984,48.82821
cri,1985,52.62895
cri,1986,53.83864
cri,1987,55.73067
cri,1988,55.67758
cri,1989,59.14331
cri,1990,59.34937
cri,1991,59.49461
cri,1992,58.85797
cri,1993,58.30268
cri,1994,57.37457
cri,1995,59.3899
cri,1996,57.70607
cri,1997,58.43799
cri,1998,63.75767
cri,1999,60.59017
cri,2000,57.60555
cri,2001,56.46518
cri,2002,53.8171
cri,2003,56.38652
cri,2004,47.46354
cri,2005,46.91545
cri,2006,47.90322
cri,2007,49.37482
cri,2008,48.86697
cri,2009,48.10266
cri,2010,47.56954
cri,2011,48.19643
cri,2012,47.91574
cri,2013,49.04994
cri,2014,49.83418
cub,1971,61.93608
cub,1972,64.03029
cub,1973,64.34426
cub,1974,65.00122
cub,1975,64.6588
cub,1976,66.32226
cub,1977,66.44271
cub,1978,64.82384
cub,1979,64.99361
cub,1980,66.9835
cub,1981,66.22486
cub,1982,63.79571
cub,1983,64.8962
cub,1984,62.91039
cub,1985,62.99548
cub,1986,61.5492
cub,1987,62.77115
cub,1988,62.48221
cub,1989,61.60216
cub,1990,56.57485
cub,1991,54.69702
cub,1992,47.19087
cub,1993,50.4429
cub,1994,50.44192
cub,1995,54.44924
cub,1996,53.28618
cub,1997,55.70369
cub,1998,55.24659
cub,1999,48.58963
cub,2000,44.86693
cub,2001,41.35715
cub,2002,36.27302
cub,2003,37.45055
cub,2004,40.48815
cub,2005,46.80395
cub,2006,47.74709
cub,2007,45.74324
cub,2008,49.47761
cub,2009,53.97095
cub,2010,57.46575
cub,2011,53.31755
cub,2012,53.96512
cub,2013,53.57121
cub,2014,49.77824
cyp,1971,98.44658
cyp,1972,98.77799
cyp,1973,98.83343
cyp,1974,99.30859
cyp,1975,98.89209
cyp,1976,98.7924
cyp,1977,98.89122
cyp,1978,98.92029
cyp,1979,98.97686
cyp,1980,99.27635
cyp,1981,99.29128
cyp,1982,99.30276
cyp,1983,99.35482
cyp,1984,99.28565
cyp,1985,99.26769
cyp,1986,99.35269
cyp,1987,99.45103
cyp,1988,99.50242
cyp,1989,99.52187
cyp,1990,99.55044
cyp,1991,99.60233
cyp,1992,99.6498
cyp,1993,99.67519
cyp,1994,99.39182
cyp,1995,97.49624
cyp,1996,97.71016
cyp,1997,97.74583
cyp,1998,97.82616
cyp,1999,97.80271
cyp,2000,97.92928
cyp,2001,97.89692
cyp,2002,97.91302
cyp,2003,97.93738
cyp,2004,97.70729
cyp,2005,97.70098
cyp,2006,97.76798
cyp,2007,96.99213
cyp,2008,96.8614
cyp,2009,96.69791
cyp,2010,96.35067
cyp,2011,95.95965
cyp,2012,95.19865
cyp,2013,94.35631
cyp,2014,94.02675
cze,1971,11.9761
cze,1972,12.87508
cze,1973,14.73294
cze,1974,6.71411
cze,1975,7.31355
cze,1976,7.56169
cze,1977,9.92587
cze,1978,7.46586
cze,1979,10.67637
cze,1980,12.24908
cze,1981,12.11662
cze,1982,12.38944
cze,1983,11.42896
cze,1984,11.92779
cze,1985,13.33473
cze,1986,12.86733
cze,1987,13.20746
cze,1988,12.69012
cze,1989,13.55832
cze,1990,17.40153
cze,1991,13.86645
cze,1992,16.69442
cze,1993,15.33327
cze,1994,18.65665
cze,1995,21.81046
cze,1996,22.65475
cze,1997,22.27752
cze,1998,24.43815
cze,1999,26.33848
cze,2000,25.25379
cze,2001,25.5109
cze,2002,26.1001
cze,2003,24.55792
cze,2004,24.04076
cze,2005,26.73391
cze,2006,26.95088
cze,2007,26.53848
cze,2008,26.93371
cze,2009,25.79574
cze,2010,28.6958
cze,2011,24.77472
cze,2012,23.39931
cze,2013,28.10411
cze,2014,28.98981
cze,2015,31.6237
deu,1960,11.89783
deu,1961,13.58235
deu,1962,19.12601
deu,1963,23.80631
deu,1964,25.32552
deu,1965,30.20691
deu,1966,34.63771
deu,1967,40.01019
deu,1968,42.76595
deu,1969,46.00984
deu,1970,42.11674
deu,1971,42.56409
deu,1972,45.62642
deu,1973,48.71154
deu,1974,47.27185
deu,1975,45.086
deu,1976,48.4952
deu,1977,48.85996
deu,1978,50.0617
deu,1979,50.23209
deu,1980,48.0298
deu,1981,44.24969
deu,1982,42.11623
deu,1983,43.10359
deu,1984,42.89987
deu,1985,41.39994
deu,1986,43.90763
deu,1987,44.47393
deu,1988,44.07217
deu,1989,43.60712
deu,1990,46.99362
deu,1991,51.11785
deu,1992,51.69083
deu,1993,54.57237
deu,1994,56.41397
deu,1995,56.9351
deu,1996,58.85053
deu,1997,58.39315
deu,1998,60.36084
deu,1999,59.08027
deu,2000,59.82339
deu,2001,61.17646
deu,2002,60.34081
deu,2003,59.97774
deu,2004,59.73851
deu,2005,59.46621
deu,2006,60.01126
deu,2007,58.46423
deu,2008,60.00315
deu,2009,59.31755
deu,2010,60.66441
deu,2011,60.56451
deu,2012,60.69546
deu,2013,62.09378
deu,2014,60.87591
deu,2015,61.40017
dnk,1960,88.70139
dnk,1961,90.00828
dnk,1962,91.38926
dnk,1963,92.29122
dnk,1964,93.44054
dnk,1965,94.1583
dnk,1966,94.97353
dnk,1967,96.36286
dnk,1968,97.89167
dnk,1969,98.96787
dnk,1970,98.07033
dnk,1971,98.22093
dnk,1972,97.74592
dnk,1973,97.75604
dnk,1974,97.45868
dnk,1975,96.98731
dnk,1976,96.86205
dnk,1977,95.31776
dnk,1978,95.5882
dnk,1979,95.27438
dnk,1980,95.02304
dnk,1981,90.97684
dnk,1982,85.28699
dnk,1983,81.25832
dnk,1984,79.38205
dnk,1985,74.20327
dnk,1986,66.7601
dnk,1987,58.35436
dnk,1988,55.53193
dnk,1989,45.60561
dnk,1990,41.93397
dnk,1991,38.0963
dnk,1992,29.871
dnk,1993,26.56674
dnk,1994,22.87291
dnk,1995,19.61042
dnk,1996,19.50539
dnk,1997,0.46479
dnk,1998,-1.89204
dnk,1999,-24.0479
dnk,2000,-48.84419
dnk,2001,-41.3137
dnk,2002,-50.41935
dnk,2003,-41.72096
dnk,2004,-60.07112
dnk,2005,-65.69406
dnk,2006,-45.86116
dnk,2007,-36.99422
dnk,2008,-38.71496
dnk,2009,-30.45988
dnk,2010,-19.86202
dnk,2011,-14.54195
dnk,2012,-8.65372
dnk,2013,4.90809
dnk,2014,0.94435
dnk,2015,1.775
dom,1971,48.21823
dom,1972,54.35042
dom,1973,57.87714
dom,1974,58.73217
dom,1975,59.22024
dom,1976,58.12308
dom,1977,59.84192
dom,1978,59.40901
dom,1979,59.71781
dom,1980,61.36856
dom,1981,56.22353
dom,1982,52.28416
dom,1983,58.70976
dom,1984,58.14189
dom,1985,67.65281
dom,1986,68.75879
dom,1987,72.39352
dom,1988,75.61271
dom,1989,78.53946
dom,1990,76.45631
dom,1991,76.1784
dom,1992,78.78107
dom,1993,81.03756
dom,1994,83.56493
dom,1995,84.91801
dom,1996,85.5677
dom,1997,87.17742
dom,1998,86.07322
dom,1999,86.11173
dom,2000,87.44478
dom,2001,87.33238
dom,2002,87.38857
dom,2003,86.6483
dom,2004,84.2927
dom,2005,85.34725
dom,2006,85.94509
dom,2007,86.05525
dom,2008,86.58323
dom,2009,86.28308
dom,2010,86.91858
dom,2011,87.17058
dom,2012,87.23524
dom,2013,86.59394
dom,2014,86.7171
dza,1971,-1098.05297
dza,1972,-1261.35429
dza,1973,-1071.40972
dza,1974,-927.05731
dza,1975,-860.74181
dza,1976,-833.00554
dza,1977,-780.26693
dza,1978,-700.47751
dza,1979,-588.9017
dza,1980,-486.65327
dza,1981,-451.49891
dza,1982,-324.3415
dza,1983,-332.10594
dza,1984,-353.23103
dza,1985,-355.11755
dza,1986,-319.62584
dza,1987,-348.65274
dza,1988,-335.35536
dza,1989,-357.44405
dza,1990,-351.21256
dza,1991,-337.1058
dza,1992,-333.76028
dza,1993,-335.21702
dza,1994,-332.9506
dza,1995,-340.14454
dza,1996,-379.8625
dza,1997,-405.6179
dza,1998,-410.45156
dza,1999,-415.38476
dza,2000,-426.80354
dza,2001,-405.60698
dza,2002,-394.66251
dza,2003,-405.0418
dza,2004,-407.11579
dza,2005,-414.04535
dza,2006,-375.07932
dza,2007,-345.94472
dza,2008,-334.70246
dza,2009,-275.42561
dza,2010,-275.46349
dza,2011,-248.73482
dza,2012,-212.76593
dza,2013,-189.34547
dza,2014,-177.12436
ecu,1971,40.8058
ecu,1972,-124.88431
ecu,1973,-403.96306
ecu,1974,-256.16742
ecu,1975,-197.42514
ecu,1976,-206.85509
ecu,1977,-154.12297
ecu,1978,-167.11824
ecu,1979,-160.44019
ecu,1980,-134.37889
ecu,1981,-130.56276
ecu,1982,-111.79491
ecu,1983,-161.12608
ecu,1984,-166.22045
ecu,1985,-181.68658
ecu,1986,-190.98288
ecu,1987,-81.77602
ecu,1988,-182.45764
ecu,1989,-177.24687
ecu,1990,-159.06296
ecu,1991,-158.55554
ecu,1992,-168.69408
ecu,1993,-208.55396
ecu,1994,-215.81567
ecu,1995,-177.91201
ecu,1996,-160.96518
ecu,1997,-152.22434
ecu,1998,-139.06223
ecu,1999,-165.22242
ecu,2000,-154.29192
ecu,2001,-142.46745
ecu,2002,-141.49947
ecu,2003,-153.69703
ecu,2004,-209.63589
ecu,2005,-194.88858
ecu,2006,-199.58703
ecu,2007,-156.97493
ecu,2008,-178.77383
ecu,2009,-125.64909
ecu,2010,-123.06956
ecu,2011,-117.98284
ecu,2012,-125.65751
ecu,2013,-118.75888
ecu,2014,-114.71214
egy,1971,-109.71259
egy,1972,-40.29924
egy,1973,-22.82865
egy,1974,1.53915
egy,1975,-35.34356
egy,1976,-61.05052
egy,1977,-85.60943
egy,1978,-115.78828
egy,1979,-105.43715
egy,1980,-121.78656
egy,1981,-105.55402
egy,1982,-95.08736
egy,1983,-90.92255
egy,1984,-98.13751
egy,1985,-99.59727
egy,1986,-81.6535
egy,1987,-89.7364
egy,1988,-79.77343
egy,1989,-74.79273
egy,1990,-70.13186
egy,1991,-72.09107
egy,1992,-70.81247
egy,1993,-74.10725
egy,1994,-79.2194
egy,1995,-70.25561
egy,1996,-57.34524
egy,1997,-48.55961
egy,1998,-37.47345
egy,1999,-39.45263
egy,2000,-30.80413
egy,2001,-25.09477
egy,2002,-25.49477
egy,2003,-27.14792
egy,2004,-18.1112
egy,2005,-26.84729
egy,2006,-24.65582
egy,2007,-22.66252
egy,2008,-23.32967
egy,2009,-18.97838
egy,2010,-16.46164
egy,2011,-9.87107
egy,2012,-4.9701
egy,2013,-6.89169
egy,2014,-7.39149
eri,1992,19.35538
eri,1993,23.1849
eri,1994,25.53127
eri,1995,26.79252
eri,1996,27.86623
eri,1997,25.12124
eri,1998,28.80332
eri,1999,29.27822
eri,2000,28.26593
eri,2001,28.37351
eri,2002,26.85122
eri,2003,29.67071
eri,2004,35.2182
eri,2005,34.40911
eri,2006,25.86061
eri,2007,26.08477
eri,2008,19.10579
eri,2009,22.20606
eri,2010,21.5774
eri,2011,21.88354
eri,2012,22.53611
eri,2013,22.35547
eri,2014,22.26723
esp,1960,39.10049
esp,1961,41.95471
esp,1962,50.39855
esp,1963,48.76573
esp,1964,56.23245
esp,1965,56.87309
esp,1966,58.89102
esp,1967,66.05283
esp,1968,69.4451
esp,1969,70.46116
esp,1970,74.498
esp,1971,75.4732
esp,1972,74.16355
esp,1973,77.99543
esp,1974,76.48368
esp,1975,76.76829
esp,1976,79.55933
esp,1977,76.17039
esp,1978,77.55861
esp,1979,76.20135
esp,1980,76.69856
esp,1981,74.2381
esp,1982,70.61883
esp,1983,67.72881
esp,1984,63.92735
esp,1985,62.66686
esp,1986,60.87364
esp,1987,62.37957
esp,1988,62.21762
esp,1989,60.78805
esp,1990,61.59692
esp,1991,63.24911
esp,1992,64.57754
esp,1993,63.9318
esp,1994,66.52337
esp,1995,68.73313
esp,1996,67.07232
esp,1997,69.96793
esp,1998,70.83482
esp,1999,73.62371
esp,2000,74.10017
esp,2001,73.22307
esp,2002,75.4184
esp,2003,75.27398
esp,2004,76.59246
esp,2005,78.75104
esp,2006,77.90083
esp,2007,78.94003
esp,2008,78.17692
esp,2009,76.23692
esp,2010,73.04963
esp,2011,74.55708
esp,2012,73.31056
esp,2013,70.34306
esp,2014,69.35979
esp,2015,71.43266
est,1990,44.63674
est,1991,46.88324
est,1992,32.24613
est,1993,35.31833
est,1994,34.64771
est,1995,34.53181
est,1996,30.68477
est,1997,30.79935
est,1998,36.6857
est,1999,37.84704
est,2000,32.53125
est,2001,35.51741
est,2002,28.37402
est,2003,24.96883
est,2004,30.06726
est,2005,25.76872
est,2006,26.31894
est,2007,22.52267
est,2008,23.02561
est,2009,14.62175
est,2010,12.31326
est,2011,10.44537
est,2012,7.79022
est,2013,7.22692
est,2014,3.3972
est,2015,-2.70596
eth,1971,3.444
eth,1972,3.08168
eth,1973,3.16631
eth,1974,3.07311
eth,1975,2.67518
eth,1976,2.65715
eth,1977,2.58759
eth,1978,2.84097
eth,1979,2.95347
eth,1980,3.00523
eth,1981,3.1317
eth,1982,2.83674
eth,1983,2.90118
eth,1984,2.61491
eth,1985,2.6007
eth,1986,2.91962
eth,1987,3.45553
eth,1988,3.38607
eth,1989,3.47458
eth,1990,3.55033
eth,1991,3.40089
eth,1992,2.24497
eth,1993,2.73663
eth,1994,3.04827
eth,1995,3.34325
eth,1996,3.51351
eth,1997,3.31172
eth,1998,3.32511
eth,1999,3.22567
eth,2000,3.42709
eth,2001,4.13205
eth,2002,4.18623
eth,2003,4.39883
eth,2004,4.47411
eth,2005,4.09359
eth,2006,4.24706
eth,2007,4.60815
eth,2008,4.84375
eth,2009,4.79025
eth,2010,4.56774
eth,2011,4.93742
eth,2012,4.94625
eth,2013,5.58577
eth,2014,5.92631
fin,1960,45.6199
fin,1961,45.28047
fin,1962,47.59164
fin,1963,51.93705
fin,1964,55.78942
fin,1965,58.69348
fin,1966,61.10374
fin,1967,62.36489
fin,1968,66.36721
fin,1969,70.33872
fin,1970,71.99353
fin,1971,72.57189
fin,1972,74.90186
fin,1973,76.781
fin,1974,75.75438
fin,1975,77.82252
fin,1976,80.26259
fin,1977,76.37451
fin,1978,75.90881
fin,1979,72.801
fin,1980,71.89892
fin,1981,62.15733
fin,1982,56.4779
fin,1983,56.54898
fin,1984,56.07656
fin,1985,59.83571
fin,1986,58.016
fin,1987,63.63583
fin,1988,59.46846
fin,1989,59.21477
fin,1990,57.43277
fin,1991,61.20694
fin,1992,55.32175
fin,1993,58.4955
fin,1994,57.22562
fin,1995,54.49686
fin,1996,56.237
fin,1997,53.38331
fin,1998,58.27799
fin,1999,52.54762
fin,2000,53.92289
fin,2001,53.78197
fin,2002,53.9634
fin,2003,56.80849
fin,2004,57.41221
fin,2005,51.45999
fin,2006,51.32411
fin,2007,56.16715
fin,2008,53.35357
fin,2009,50.27907
fin,2010,52.23543
fin,2011,51.15492
fin,2012,49.01078
fin,2013,45.30506
fin,2014,46.19728
fin,2015,45.33379
fra,1960,42.8232
fra,1961,46.52076
fra,1962,49.88809
fra,1963,55.82784
fra,1964,55.3896
fra,1965,56.24365
fra,1966,57.04355
fra,1967,61.14579
fra,1968,65.93057
fra,1969,68.35267
fra,1970,67.33521
fra,1971,69.97682
fra,1972,72.01161
fra,1973,75.47788
fra,1974,75.73489
fra,1975,73.58811
fra,1976,76.65613
fra,1977,74.24801
fra,1978,75.193
fra,1979,75.07825
fra,1980,72.57128
fra,1981,65.84711
fra,1982,65.22688
fra,1983,61.075
fra,1984,56.21885
fra,1985,54.21546
fra,1986,51.76178
fra,1987,51.09265
fra,1988,50.54887
fra,1989,50.29522
fra,1990,50.05899
fra,1991,49.9491
fra,1992,48.35533
fra,1993,46.56742
fra,1994,45.61439
fra,1995,46.06459
fra,1996,47.38344
fra,1997,46.98181
fra,1998,49.80777
fra,1999,49.03473
fra,2000,48.13282
fra,2001,49.32859
fra,2002,48.65845
fra,2003,48.94659
fra,2004,49.24383
fra,2005,49.38185
fra,2006,48.89812
fra,2007,49.03908
fra,2008,48.51809
fra,2009,49.24531
fra,2010,48.16347
fra,2011,46.06021
fra,2012,46.79923
fra,2013,46.35288
fra,2014,43.48527
fra,2015,44.11017
gab,1971,-502.85325
gab,1972,-569.32038
gab,1973,-499.09323
gab,1974,-609.59709
gab,1975,-819.78829
gab,1976,-851.71255
gab,1977,-771.69741
gab,1978,-624.33696
gab,1979,-699.2241
gab,1980,-587.05354
gab,1981,-441.26917
gab,1982,-441.22647
gab,1983,-427.11101
gab,1984,-471.59181
gab,1985,-593.64152
gab,1986,-569.62757
gab,1987,-566.72171
gab,1988,-542.22872
gab,1989,-778.95616
gab,1990,-1138.37516
gab,1991,-1205.96377
gab,1992,-1116.35708
gab,1993,-1119.4939
gab,1994,-1411.42646
gab,1995,-1373.82555
gab,1996,-1325.97684
gab,1997,-1324.81582
gab,1998,-1174.33415
gab,1999,-1077.29743
gab,2000,-929.56844
gab,2001,-813.91414
gab,2002,-657.9006
gab,2003,-603.50966
gab,2004,-518.49973
gab,2005,-440.45599
gab,2006,-348.46402
gab,2007,-317.88929
gab,2008,-281.43141
gab,2009,-258.78184
gab,2010,-235.33713
gab,2011,-292.20823
gab,2012,-332.60962
gab,2013,-205.16481
gab,2014,-213.40052
gbr,1960,27.76107
gbr,1961,28.57545
gbr,1962,28.21567
gbr,1963,31.51327
gbr,1964,32.8022
gbr,1965,36.60027
gbr,1966,39.84195
gbr,1967,40.59059
gbr,1968,43.24804
gbr,1969,48.35061
gbr,1970,50.59548
gbr,1971,47.37893
gbr,1972,51.92454
gbr,1973,50.23861
gbr,1974,51.09474
gbr,1975,42.43745
gbr,1976,37.73411
gbr,1977,25.49607
gbr,1978,18.94592
gbr,1979,11.09182
gbr,1980,0.29409
gbr,1981,-7.79372
gbr,1982,-15.85933
gbr,1983,-22.6327
gbr,1984,-7.92985
gbr,1985,-18.61358
gbr,1986,-21.32033
gbr,1987,-17.85774
gbr,1988,-12.79548
gbr,1989,-1.00083
gbr,1990,-1.008
gbr,1991,-0.84983
gbr,1992,-1.31829
gbr,1993,-4.24105
gbr,1994,-13.25833
gbr,1995,-19.03417
gbr,1996,-19.16893
gbr,1997,-22.32727
gbr,1998,-22.75576
gbr,1999,-26.80622
gbr,2000,-22.21181
gbr,2001,-17.24191
gbr,2002,-18.01738
gbr,2003,-10.71813
gbr,2004,-1.70657
gbr,2005,7.86198
gbr,2006,14.70555
gbr,2007,16.55018
gbr,2008,19.82312
gbr,2009,19.11992
gbr,2010,26.5705
gbr,2011,30.84123
gbr,2012,39.18083
gbr,2013,42.32392
gbr,2014,39.67463
gbr,2015,34.62999
geo,1990,83.76078
geo,1991,84.05208
geo,1992,83.06243
geo,1993,76.8486
geo,1994,78.69212
geo,1995,67.94389
geo,1996,57.02959
geo,1997,56.1918
geo,1998,54.71748
geo,1999,52.34675
geo,2000,53.84133
geo,2001,50.80497
geo,2002,47.80618
geo,2003,49.15307
geo,2004,53.71595
geo,2005,65.50541
geo,2006,69.40494
geo,2007,67.88669
geo,2008,64.16859
geo,2009,61.72295
geo,2010,57.97265
geo,2011,68.43693
geo,2012,70.33715
geo,2013,63.36345
geo,2014,68.75205
gha,1971,21.99757
gha,1972,21.97584
gha,1973,21.97233
gha,1974,21.7944
gha,1975,22.85737
gha,1976,20.3684
gha,1977,22.50647
gha,1978,21.98448
gha,1979,17.96232
gha,1980,17.8557
gha,1981,19.77817
gha,1982,21.04096
gha,1983,10.37878
gha,1984,15.05964
gha,1985,18.37872
gha,1986,16.18492
gha,1987,19.50205
gha,1988,14.763
gha,1989,17.56722
gha,1990,16.99901
gha,1991,15.29811
gha,1992,14.73437
gha,1993,16.3015
gha,1994,17.07277
gha,1995,18.83246
gha,1996,19.1692
gha,1997,20.78386
gha,1998,26.79744
gha,1999,26.56108
gha,2000,28.96181
gha,2001,32.35863
gha,2002,36.56766
gha,2003,37.01526
gha,2004,36.77233
gha,2005,37.57714
gha,2006,42.45422
gha,2007,45.53119
gha,2008,42.05294
gha,2009,44.8828
gha,2010,45.908
gha,2011,5.30682
gha,2012,2.87544
gha,2013,-7.49335
gha,2014,-8.1921
gib,1971,100
gib,1972,100
gib,1973,100
gib,1974,100
gib,1975,100
gib,1976,100
gib,1977,100
gib,1978,100
gib,1979,100
gib,1980,100
gib,1981,100
gib,1982,100
gib,1983,100
gib,1984,100
gib,1985,100
gib,1986,100
gib,1987,100
gib,1988,100
gib,1989,100
gib,1990,100
gib,1991,100
gib,1992,100
gib,1993,100
gib,1994,100
gib,1995,100
gib,1996,100
gib,1997,100
gib,1998,100
gib,1999,100
gib,2000,100
gib,2001,100
gib,2002,100
gib,2003,100
gib,2004,100
gib,2005,100
gib,2006,100
gib,2007,100
gib,2008,100
gib,2009,100
gib,2010,100
gib,2011,100
gib,2012,100
gib,2013,100
gib,2014,100
grc,1960,86.6152
grc,1961,87.39549
grc,1962,86.98258
grc,1963,84.12544
grc,1964,85.907
grc,1965,84.33816
grc,1966,83.78173
grc,1967,84.84018
grc,1968,84.78481
grc,1969,83.67455
grc,1970,78.0022
grc,1971,76.00786
grc,1972,78.51079
grc,1973,80.23584
grc,1974,78.2728
grc,1975,75.07589
grc,1976,72.86274
grc,1977,73.56569
grc,1978,75.77995
grc,1979,75.33236
grc,1980,75.33132
grc,1981,69.84219
grc,1982,63.379
grc,1983,62.22713
grc,1984,60.7218
grc,1985,60.50384
grc,1986,56.6935
grc,1987,55.07391
grc,1988,56.79898
grc,1989,58.05634
grc,1990,57.09856
grc,1991,58.20249
grc,1992,59.56617
grc,1993,58.95035
grc,1994,59.29579
grc,1995,58.99898
grc,1996,61.03129
grc,1997,60.71297
grc,1998,61.62497
grc,1999,62.93212
grc,2000,63.13241
grc,2001,64.41669
grc,2002,63.88291
grc,2003,66.00879
grc,2004,65.31408
grc,2005,65.89464
grc,2006,66.68933
grc,2007,66.34262
grc,2008,67.5874
grc,2009,65.77148
grc,2010,65.82323
grc,2011,64.02047
grc,2012,60.75162
grc,2013,60.11987
grc,2014,61.97067
grc,2015,64.17555
gtm,1971,29.28304
gtm,1972,29.68361
gtm,1973,30.70027
gtm,1974,30.70221
gtm,1975,26.63739
gtm,1976,26.94083
gtm,1977,30.03111
gtm,1978,31.26698
gtm,1979,32.41035
gtm,1980,31.88679
gtm,1981,27.65229
gtm,1982,20.47972
gtm,1983,17.38591
gtm,1984,23.81037
gtm,1985,26.15491
gtm,1986,16.4516
gtm,1987,20.26731
gtm,1988,21.8238
gtm,1989,21.60016
gtm,1990,23.33487
gtm,1991,24.44784
gtm,1992,24.89447
gtm,1993,24.38206
gtm,1994,28.19439
gtm,1995,27.75509
gtm,1996,22.92959
gtm,1997,19.24872
gtm,1998,19.53007
gtm,1999,21.15084
gtm,2000,25.14264
gtm,2001,26.74806
gtm,2002,25.03745
gtm,2003,23.90147
gtm,2004,28.10311
gtm,2005,30.77215
gtm,2006,31.93863
gtm,2007,33.43921
gtm,2008,30.80782
gtm,2009,31.02644
gtm,2010,26.37323
gtm,2011,25.62755
gtm,2012,25.59392
gtm,2013,27.81992
gtm,2014,32.84421
hkg,1971,98.9665
hkg,1972,98.95844
hkg,1973,98.96977
hkg,1974,99.02459
hkg,1975,99.05507
hkg,1976,99.11626
hkg,1977,99.2502
hkg,1978,99.29101
hkg,1979,99.17598
hkg,1980,99.16373
hkg,1981,99.24485
hkg,1982,99.29196
hkg,1983,99.34563
hkg,1984,99.3537
hkg,1985,99.36201
hkg,1986,99.44625
hkg,1987,99.48828
hkg,1988,99.53275
hkg,1989,99.54064
hkg,1990,99.49648
hkg,1991,99.51462
hkg,1992,99.58922
hkg,1993,99.5725
hkg,1994,99.57659
hkg,1995,99.55929
hkg,1996,99.53956
hkg,1997,99.51725
hkg,1998,99.62715
hkg,1999,99.69292
hkg,2000,99.63381
hkg,2001,99.64614
hkg,2002,99.61706
hkg,2003,99.62847
hkg,2004,99.60125
hkg,2005,99.59525
hkg,2006,99.51559
hkg,2007,99.54604
hkg,2008,99.53288
hkg,2009,99.55657
hkg,2010,99.30006
hkg,2011,99.22622
hkg,2012,99.32035
hkg,2013,99.23166
hkg,2014,98.68032
hnd,1971,27.13549
hnd,1972,26.87796
hnd,1973,28.21538
hnd,1974,27.25258
hnd,1975,27.78357
hnd,1976,29.10746
hnd,1977,30.96521
hnd,1978,30.38445
hnd,1979,30.69039
hnd,1980,29.71812
hnd,1981,28.30984
hnd,1982,32.05324
hnd,1983,29.62523
hnd,1984,30.41527
hnd,1985,26.64893
hnd,1986,28.03091
hnd,1987,27.87793
hnd,1988,29.50312
hnd,1989,30.9409
hnd,1990,28.80939
hnd,1991,29.10312
hnd,1992,32.29645
hnd,1993,33.39571
hnd,1994,37.13296
hnd,1995,41.18169
hnd,1996,40.12927
hnd,1997,38.54028
hnd,1998,42.98257
hnd,1999,49.48675
hnd,2000,49.06579
hnd,2001,53.63376
hnd,2002,54.61616
hnd,2003,55.51381
hnd,2004,57.30567
hnd,2005,54.97686
hnd,2006,50.46791
hnd,2007,54.80577
hnd,2008,55.32465
hnd,2009,50.71365
hnd,2010,51.18362
hnd,2011,52.22327
hnd,2012,51.61075
hnd,2013,51.53659
hnd,2014,52.99644
hrv,1990,39.64413
hrv,1991,30.04778
hrv,1992,31.48167
hrv,1993,29.80861
hrv,1994,35.87815
hrv,1995,35.96058
hrv,1996,36.17787
hrv,1997,42.29037
hrv,1998,44.96492
hrv,1999,48.89925
hrv,2000,49.1704
hrv,2001,47.05717
hrv,2002,49.69776
hrv,2003,51.8202
hrv,2004,50.58248
hrv,2005,51.18285
hrv,2006,48.41718
hrv,2007,51.37338
hrv,2008,51.16507
hrv,2009,47.90633
hrv,2010,45.10363
hrv,2011,49.76603
hrv,2012,51.11391
hrv,2013,47.41132
hrv,2014,45.85969
hti,1971,8.40049
hti,1972,7.6838
hti,1973,7.69187
hti,1974,8.20105
hti,1975,8.09231
hti,1976,10.68568
hti,1977,10.63679
hti,1978,11.09294
hti,1979,10.89681
hti,1980,9.89635
hti,1981,9.51701
hti,1982,11.65203
hti,1983,12.95462
hti,1984,13.37846
hti,1985,13.25604
hti,1986,16.49251
hti,1987,17.64754
hti,1988,18.53232
hti,1989,19.49131
hti,1990,19.73422
hti,1991,18.64183
hti,1992,16.76031
hti,1993,14.37212
hti,1994,4.3934
hti,1995,17.76939
hti,1996,17.8615
hti,1997,22.45263
hti,1998,20.65678
hti,1999,22.03207
hti,2000,23.30768
hti,2001,24.88891
hti,2002,24.96274
hti,2003,24.55436
hti,2004,27.71382
hti,2005,19.49573
hti,2006,19.38001
hti,2007,20.99534
hti,2008,20.7286
hti,2009,19.29316
hti,2010,17.77461
hti,2011,17.96017
hti,2012,18.04963
hti,2013,18.6978
hti,2014,22.01587
hun,1965,28.14287
hun,1966,29.73081
hun,1967,32.75149
hun,1968,30.7241
hun,1969,33.32372
hun,1970,34.18598
hun,1971,37.76557
hun,1972,39.72767
hun,1973,40.3106
hun,1974,42.21112
hun,1975,45.27626
hun,1976,44.95293
hun,1977,45.66711
hun,1978,46.27028
hun,1979,48.09934
hun,1980,48.88158
hun,1981,48.81326
hun,1982,47.03134
hun,1983,45.70235
hun,1984,45.73941
hun,1985,44.85592
hun,1986,45.73991
hun,1987,45.3317
hun,1988,46.04108
hun,1989,46.73553
hun,1990,48.97203
hun,1991,47.318
hun,1992,44.61837
hun,1993,46.70485
hun,1994,46.63304
hun,1995,46.26983
hun,1996,48.57376
hun,1997,48.7614
hun,1998,51.48223
hun,1999,53.25459
hun,2000,53.52502
hun,2001,55.84827
hun,2002,56.25746
hun,2003,60.16619
hun,2004,60.73496
hun,2005,62.36069
hun,2006,62.17671
