geo,time,sh_xpd_chex_pc_cd
gbr,2010,3904.50708
gbr,2011,4156.57715
gbr,2012,4222.08496
gbr,2013,4344.66846
gbr,2014,4740.11035
gbr,2015,4477.28564
gbr,2016,4067.17578
gbr,2017,3966.05835
gbr,2018,4270.22119
gbr,2019,4312.88916
geo,2000,51.85282
geo,2001,55.22227
geo,2002,64.06044
geo,2003,77.73463
geo,2004,100.87418
geo,2005,126.44508
geo,2006,145.05231
geo,2007,186.61778
geo,2008,268.14035
geo,2009,257.06177
geo,2010,271.01666
geo,2011,296.68869
geo,2012,326.47607
geo,2013,334.68906
geo,2014,345.25598
geo,2015,275.84082
geo,2016,301.54578
geo,2017,285.9877
geo,2018,312.74692
geo,2019,291.12204
gha,2000,16.60114
gha,2001,19.6333
gha,2002,20.25616
gha,2003,23.87804
gha,2004,26.3738
gha,2005,40.99432
gha,2006,47.44152
gha,2007,56.52697
gha,2008,63.90114
gha,2009,63.79365
gha,2010,73.89851
gha,2011,98.95211
gha,2012,86.24561
gha,2013,108.43036
gha,2014,80.82214
gha,2015,80.5949
gha,2016,66.85625
gha,2017,68.02946
gha,2018,76.83074
gha,2019,75.28166
gin,2000,23.2588
gin,2001,22.10682
gin,2002,25.11639
gin,2003,25.97828
gin,2004,26.85199
gin,2005,19.99733
gin,2006,16.37117
gin,2007,22.65229
gin,2008,23.32743
gin,2009,24.11286
gin,2010,23.04637
gin,2011,24.67529
gin,2012,24.29986
gin,2013,26.61382
gin,2014,37.69288
gin,2015,44.68756
gin,2016,39.52142
gin,2017,33.49687
gin,2018,35.70617
gin,2019,43.03782
gmb,2000,50.86864
gmb,2001,42.06742
gmb,2002,40.10683
gmb,2003,32.37855
gmb,2004,35.62045
gmb,2005,38.13536
gmb,2006,41.04984
gmb,2007,44.29708
gmb,2008,50.5449
gmb,2009,43.18163
gmb,2010,43.80533
gmb,2011,41.94843
gmb,2012,38.35943
gmb,2013,27.41662
gmb,2014,27.04078
gmb,2015,20.98541
gmb,2016,25.43909
gmb,2017,28.17405
gmb,2018,35.81453
gmb,2019,29.7258
gnb,2000,21.97259
gnb,2001,22.55652
gnb,2002,21.66681
gnb,2003,25.36908
gnb,2004,33.14951
gnb,2005,34.49229
gnb,2006,33.59095
gnb,2007,38.9257
gnb,2008,46.37085
gnb,2009,41.68201
gnb,2010,38.65888
gnb,2011,46.01939
gnb,2012,38.86497
gnb,2013,47.39304
gnb,2014,66.86971
gnb,2015,53.94602
gnb,2016,58.17871
gnb,2017,56.28973
gnb,2018,61.23582
gnb,2019,62.57558
gnq,2000,41.02703
gnq,2001,58.39389
gnq,2002,73.83692
gnq,2003,108.55357
gnq,2004,138.13895
gnq,2005,163.83368
gnq,2006,195.41931
gnq,2007,250.27495
gnq,2008,421.31564
gnq,2009,308.59097
gnq,2010,314.40918
gnq,2011,336.20602
gnq,2012,274.33688
gnq,2013,382.46207
gnq,2014,425.29581
gnq,2015,328.95062
gnq,2016,290.87692
gnq,2017,286.14676
gnq,2018,310.58487
gnq,2019,254.8911
grc,2000,885.4104
grc,2001,1004.81543
grc,2002,1168.8241
grc,2003,1566.40979
grc,2004,1782.69592
grc,2005,1935.26758
grc,2006,2052.87549
grc,2007,2426.75952
grc,2008,2840.50854
grc,2009,2809.05957
grc,2010,2564.36938
grc,2011,2338.91504
grc,2012,1948.24854
grc,2013,1813.87793
grc,2014,1705.1145
grc,2015,1452.052
grc,2016,1488.19812
grc,2017,1505.94592
grc,2018,1572.6842
grc,2019,1500.59497
grd,2000,270.98392
grd,2001,283.47583
grd,2002,322.0144
grd,2003,300.3642
grd,2004,308.14841
grd,2005,341.89975
grd,2006,340.39716
grd,2007,377.75787
grd,2008,421.8443
grd,2009,396.14377
grd,2010,393.33411
grd,2011,423.11542
grd,2012,433.50952
grd,2013,438.27972
grd,2014,399.53253
grd,2015,422.72177
grd,2016,427.35168
grd,2017,472.76404
grd,2018,479.81177
grd,2019,534.27441
gtm,2000,83.95554
gtm,2001,100.39343
gtm,2002,107.95599
gtm,2003,113.6129
gtm,2004,122.26273
gtm,2005,132.33414
gtm,2006,148.71378
gtm,2007,158.33392
gtm,2008,174.77887
gtm,2009,168.18478
gtm,2010,173.75179
gtm,2011,189.2429
gtm,2012,198.46655
gtm,2013,196.13559
gtm,2014,213.94275
gtm,2015,229.8062
gtm,2016,241.78253
gtm,2017,259.91251
gtm,2018,259.62018
gtm,2019,271.02127
guy,2000,63.88975
guy,2001,61.65348
guy,2002,66.68852
guy,2003,69.84245
guy,2004,76.36301
guy,2005,87.04457
guy,2006,100.0065
guy,2007,127.54288
guy,2008,140.14713
guy,2009,151.09639
guy,2010,162.66496
guy,2011,184.65996
guy,2012,199.45345
guy,2013,208.71324
guy,2014,213.44785
guy,2015,224.33635
guy,2016,233.52495
guy,2017,264.54227
guy,2018,301.44827
guy,2019,325.88516
hnd,2000,68.51775
hnd,2001,67.19782
hnd,2002,70.81792
hnd,2003,79.79922
hnd,2004,83.47967
hnd,2005,98.11773
hnd,2006,112.44801
hnd,2007,127.98851
hnd,2008,149.64786
hnd,2009,161.00055
hnd,2010,166.16116
hnd,2011,183.60168
hnd,2012,185.62592
hnd,2013,178.24165
hnd,2014,174.59979
hnd,2015,172.29205
hnd,2016,180.16776
hnd,2017,171.51489
hnd,2018,180.8898
hnd,2019,187.55434
hrv,2000,371.06213
hrv,2001,388.32489
hrv,2002,386.44409
hrv,2003,512.1521
hrv,2004,634.6203
hrv,2005,727.13104
hrv,2006,816.01703
hrv,2007,1041.03442
hrv,2008,1258.87244
hrv,2009,1187.54529
hrv,2010,1126.37366
hrv,2011,1132.4989
hrv,2012,1029.97119
hrv,2013,889.94452
hrv,2014,909.37164
hrv,2015,795.52081
hrv,2016,840.90503
hrv,2017,902.62524
hrv,2018,1014.22235
hrv,2019,1040.08569
hti,2000,29.78231
hti,2001,26.9067
hti,2002,21.99155
hti,2003,18.31631
hti,2004,23.67709
hti,2005,24.89042
hti,2006,28.71922
hti,2007,37.113
hti,2008,39.96041
hti,2009,40.94066
hti,2010,54.91715
hti,2011,75.7063
hti,2012,73.75851
hti,2013,58.3647
hti,2014,64.02371
hti,2015,67.40188
hti,2016,59.1344
hti,2017,62.79302
hti,2018,63.13831
hti,2019,56.9944
hun,2000,313.10858
hun,2001,359.69748
hun,2002,473.12784
hun,2003,682.86566
hun,2004,798.45361
hun,2005,895.20331
hun,2006,893.203
hun,2007,1003.25818
hun,2008,1117.20227
hun,2009,943.68768
hun,2010,983.11084
hun,2011,1063.43225
hun,2012,961.13837
hun,2013,990.63116
hun,2014,1006.15649
hun,2015,870.51941
hun,2016,914.19354
hun,2017,985.79901
hun,2018,1074.01758
hun,2019,1062.39417
idn,2000,15.7236
idn,2001,17.24096
idn,2002,19.39154
idn,2003,26.05935
idn,2004,26.52275
idn,2005,34.78798
idn,2006,45.29361
idn,2007,57.1265
idn,2008,60.42225
idn,2009,63.60499
idn,2010,87.14134
idn,2011,108.90616
idn,2012,107.66364
idn,2013,103.98309
idn,2014,103.50387
idn,2015,97.42826
idn,2016,107.64949
idn,2017,111.44987
idn,2018,111.65947
idn,2019,120.12496
ind,2000,18.50239
ind,2001,19.79768
ind,2002,20.23548
ind,2003,21.9978
ind,2004,25.06458
ind,2005,27.66702
ind,2006,29.56234
ind,2007,35.85624
ind,2008,37.88212
ind,2009,38.30339
ind,2010,45.12977
ind,2011,48.6039
ind,2012,48.94622
ind,2013,56.1184
ind,2014,57.07432
ind,2015,58.9169
ind,2016,60.60255
ind,2017,57.55659
ind,2018,60.26567
ind,2019,63.74832
irl,2000,1564.8374
irl,2001,1823.73474
irl,2002,2200.35742
irl,2003,2910.93213
irl,2004,3483.16064
irl,2005,3938.19116
irl,2006,4147.13232
irl,2007,4858.64502
irl,2008,5638.7793
irl,2009,5502.8877
irl,2010,5133.45508
irl,2011,5558.29688
irl,2012,5222.04492
irl,2013,5328.5791
irl,2014,5329.98047
irl,2015,4561.38916
irl,2016,4709.16846
irl,2017,5010.25635
irl,2018,5484.22119
irl,2019,5428.58887
irn,2000,80.85905
irn,2001,94.6177
irn,2002,105.77117
irn,2003,116.6152
irn,2004,142.40454
irn,2005,174.84387
irn,2006,199.80202
irn,2007,248.38495
irn,2008,302.44983
irn,2009,371.4201
irn,2010,445.66364
irn,2011,530.71381
irn,2012,525.5849
irn,2013,418.88528
irn,2014,387.3761
irn,2015,377.83749
irn,2016,458.25818
irn,2017,481.57639
irn,2018,484.28659
irn,2019,470.4346
irq,2003,28.15368
irq,2004,53.49329
irq,2005,53.76188
irq,2006,57.49063
irq,2007,98.87437
irq,2008,140.75539
irq,2009,145.22536
irq,2010,150.45607
irq,2011,168.74902
irq,2012,183.91609
irq,2013,199.51622
irq,2014,190.69331
irq,2015,156.83722
irq,2016,159.73895
irq,2017,214.35634
irq,2018,239.41298
irq,2019,253.31464
isl,2000,2873.84814
isl,2001,2557.26953
isl,2002,3091.28833
isl,2003,3861.73608
isl,2004,4430.375
isl,2005,5111.64209
isl,2006,4986.39795
isl,2007,5926.80713
isl,2008,4851.42139
isl,2009,3652.2085
isl,2010,3589.55566
isl,2011,3860.03003
isl,2012,3705.94604
isl,2013,4029.23315
isl,2014,4474.54932
isl,2015,4280.49072
isl,2016,5068.1001
isl,2017,6144.54639
isl,2018,6565.87939
isl,2019,6274.95947
isr,2000,1513.9447
isr,2001,1559.08325
isr,2002,1403.31604
isr,2003,1433.67078
isr,2004,1488.16138
isr,2005,1555.03601
isr,2006,1593.60986
isr,2007,1799.73254
isr,2008,2144.82153
isr,2009,2039.00305
isr,2010,2234.94971
isr,2011,2437.04614
isr,2012,2402.91577
isr,2013,2678.36182
isr,2014,2819.57178
isr,2015,2670.4668
isr,2016,2818.50537
isr,2017,3118.43359
isr,2018,3329.23291
isr,2019,3456.38696
ita,2000,1524.23962
ita,2001,1586.6571
ita,2002,1762.5376
ita,2003,2163.02539
ita,2004,2565.62744
ita,2005,2677.55225
ita,2006,2832.69775
ita,2007,3092.55884
ita,2008,3504.11157
ita,2009,3337.75073
ita,2010,3217.68286
ita,2011,3392.0127
ita,2012,3086.30322
ita,2013,3149.24268
ita,2014,3154.27588
ita,2015,2675.67163
ita,2016,2699.73291
ita,2017,2809.72144
ita,2018,3000.71094
ita,2019,2905.5
jam,2000,191.47247
jam,2001,177.26375
jam,2002,171.27206
jam,2003,146.88263
jam,2004,179.3847
jam,2005,186.54173
jam,2006,182.25623
jam,2007,246.01036
jam,2008,276.53769
jam,2009,223.1118
jam,2010,249.08258
jam,2011,267.73898
jam,2012,254.50778
jam,2013,247.21297
jam,2014,249.72156
jam,2015,276.05673
jam,2016,276.1369
jam,2017,311.73264
jam,2018,319.87717
jam,2019,327.40353
jor,2000,159.14764
jor,2001,170.04581
jor,2002,174.0002
jor,2003,171.04767
jor,2004,184.51149
jor,2005,193.50096
jor,2006,202.44814
jor,2007,227.05791
jor,2008,293.36459
jor,2009,328.34686
jor,2010,305.29361
jor,2011,313.93478
jor,2012,305.71707
jor,2013,289.82498
jor,2014,297.8349
jor,2015,310.68472
jor,2016,298.80917
jor,2017,337.7554
jor,2018,335.21057
jor,2019,334.04422
jpn,2000,2740.6748
jpn,2001,2479.81152
jpn,2002,2404.64648
jpn,2003,2642.22705
jpn,2004,2875.93359
jpn,2005,2883.30005
jpn,2006,2754.37744
jpn,2007,2772.69702
jpn,2008,3213.69556
jpn,2009,3686.1543
jpn,2010,4060.49097
jpn,2011,5087.35645
jpn,2012,5212.18359
jpn,2013,4336.10693
jpn,2014,4099.28027
jpn,2015,3733.37646
jpn,2016,4174.42236
jpn,2017,4121.03662
jpn,2018,4256.0957
jpn,2019,4360.47363
kaz,2000,50.99633
kaz,2001,51.56955
kaz,2002,59.46536
kaz,2003,76.02937
kaz,2004,112.7057
kaz,2005,144.7014
kaz,2006,177.00896
kaz,2007,180.50116
kaz,2008,256.54428
kaz,2009,251.49954
kaz,2010,249.26892
kaz,2011,303.98087
kaz,2012,377.12729
kaz,2013,370.09402
kaz,2014,380.6601
kaz,2015,319.04993
kaz,2016,263.48373
kaz,2017,281.61777
kaz,2018,275.85461
kaz,2019,272.96524
ken,2000,20.5172
ken,2001,21.25756
ken,2002,21.68993
ken,2003,25.03597
ken,2004,27.09414
ken,2005,30.47352
ken,2006,40.28915
ken,2007,49.51649
ken,2008,54.57352
ken,2009,54.56043
ken,2010,58.21166
ken,2011,56.46788
ken,2012,63.82014
ken,2013,66.80594
ken,2014,71.83387
ken,2015,69.77668
ken,2016,72.51428
ken,2017,65.11085
ken,2018,73.54043
ken,2019,83.41163
kgz,2000,12.29037
kgz,2001,13.16162
kgz,2002,14.77256
kgz,2003,22.32097
kgz,2004,27.23155
kgz,2005,36.11393
kgz,2006,45.97068
kgz,2007,50.84463
kgz,2008,63.82301
kgz,2009,60.65093
kgz,2010,61.45378
kgz,2011,79.82954
kgz,2012,99.98524
kgz,2013,104.78458
kgz,2014,94.01565
kgz,2015,80.11973
kgz,2016,71.92368
kgz,2017,76.98123
kgz,2018,65.73706
kgz,2019,62.14478
khm,2000,19.73248
khm,2001,22.5629
khm,2002,24.55883
khm,2003,25.21897
khm,2004,28.98139
khm,2005,32.49567
khm,2006,33.0271
khm,2007,30.96166
khm,2008,49.21836
khm,2009,55.96895
khm,2010,54.29156
khm,2011,66.20181
khm,2012,69.04489
khm,2013,71.99204
khm,2014,73.2815
khm,2015,72.034
khm,2016,77.65437
khm,2017,79.27455
khm,2018,92.90359
khm,2019,113.31044
kir,2000,68.88992
kir,2001,90.62193
kir,2002,98.50438
kir,2003,108.2701
kir,2004,140.2952
kir,2005,139.9231
kir,2006,134.90601
kir,2007,156.48007
kir,2008,200.8367
kir,2009,176.54558
kir,2010,139.49522
kir,2011,148.8027
kir,2012,154.00323
kir,2013,162.52477
kir,2014,162.96077
kir,2015,123.3464
kir,2016,147.77731
kir,2017,175.06552
kir,2018,202.2019
kir,2019,172.30574
kna,2000,458.55939
kna,2001,451.68024
kna,2002,473.88654
kna,2003,487.4155
kna,2004,491.52451
kna,2005,551.97992
kna,2006,678.22388
kna,2007,692.07739
kna,2008,856.41272
kna,2009,842.46271
kna,2010,828.48224
kna,2011,872.81146
kna,2012,829.82159
kna,2013,877.50299
kna,2014,891.93127
kna,2015,958.0849
kna,2016,1059.45752
kna,2017,1072.09656
kna,2018,1004.72302
kna,2019,1087.80103
kor,2000,474.23624
kor,2001,508.36133
kor,2002,544.03717
kor,2003,644.13214
kor,2004,717.29193
kor,2005,886.28741
kor,2006,1064.65271
kor,2007,1223.01843
kor,2008,1151.71606
kor,2009,1105.79053
kor,2010,1365.91284
kor,2011,1512.53271
kor,2012,1565.65601
kor,2013,1700.95288
kor,2014,1899.13892
kor,2015,1919.03735
kor,2016,2033.8512
kor,2017,2257.51758
kor,2018,2543.59644
kor,2019,2624.5332
kwt,2000,406.41135
kwt,2001,528.69751
kwt,2002,557.56757
kwt,2003,611.35742
kwt,2004,636.68396
kwt,2005,716.55084
kwt,2006,779.2583
kwt,2007,882.07135
kwt,2008,1067.61731
kwt,2009,1016.60938
kwt,2010,1033.38379
kwt,2011,1134.39294
kwt,2012,1212.57043
kwt,2013,1228.76709
kwt,2014,1285.00769
kwt,2015,1259.18457
kwt,2016,1308.1062
kwt,2017,1384.57825
kwt,2018,1733.80908
kwt,2019,1758.67419
lao,2000,14.38795
lao,2001,14.7659
lao,2002,13.18179
lao,2003,17.97391
lao,2004,16.57515
lao,2005,17.68592
lao,2006,19.61175
lao,2007,25.2152
lao,2008,27.20223
lao,2009,36.25553
lao,2010,34.9944
lao,2011,27.4564
lao,2012,32.84053
lao,2013,43.96372
lao,2014,45.96819
lao,2015,52.50928
lao,2016,54.87628
lao,2017,61.99768
lao,2018,57.70953
lao,2019,68.22131
lbn,2000,479.60199
lbn,2001,459.46579
lbn,2002,418.0903
lbn,2003,385.02695
lbn,2004,370.42245
lbn,2005,345.35742
lbn,2006,400.70999
lbn,2007,445.77625
lbn,2008,477.75702
lbn,2009,515.38916
lbn,2010,577.35938
lbn,2011,627.64221
lbn,2012,556.73999
lbn,2013,560.36951
lbn,2014,577.87903
lbn,2015,566.79968
lbn,2016,603.61847
lbn,2017,606.8374
lbn,2018,695.05878
lbn,2019,663.05109
lbr,2000,13.01917
lbr,2001,10.75422
lbr,2002,9.0524
lbr,2003,8.48155
lbr,2004,26.1755
lbr,2005,28.49938
lbr,2006,28.3088
lbr,2007,41.98615
lbr,2008,41.8951
lbr,2009,44.32735
lbr,2010,45.36039
lbr,2011,54.93714
lbr,2012,56.66407
lbr,2013,59.36724
lbr,2014,65.25737
lbr,2015,73.45074
lbr,2016,69.98904
lbr,2017,64.49088
lbr,2018,61.2219
lbr,2019,52.56287
lby,2000,244.675
lby,2001,253.90991
lby,2002,180.98595
lby,2003,189.68851
lby,2004,201.76945
lby,2005,212.05681
lby,2006,234.78423
lby,2007,275.47913
lby,2008,321.21362
lby,2009,355.18661
lby,2010,399.01917
lby,2011,309.87866
lca,2000,289.2843
lca,2001,288.75674
lca,2002,304.02979
lca,2003,322.10931
lca,2004,314.05533
lca,2005,337.52008
lca,2006,392.91214
lca,2007,439.90485
lca,2008,427.18515
lca,2009,426.18546
lca,2010,430.23776
lca,2011,461.78833
lca,2012,454.57471
lca,2013,482.43463
lca,2014,468.12479
lca,2015,462.40115
lca,2016,509.01566
lca,2017,514.55823
lca,2018,501.52756
lca,2019,502.1817
lka,2000,43.71691
lka,2001,41.3237
lka,2002,42.84845
lka,2003,42.36934
lka,2004,50.92407
lka,2005,57.30347
lka,2006,65.39843
lka,2007,73.72817
lka,2008,92.90745
lka,2009,100.32187
lka,2010,108.27518
lka,2011,118.97397
lka,2012,113.44898
lka,2013,137.64352
lka,2014,137.67101
lka,2015,149.96318
lka,2016,151.47502
lka,2017,148.78862
lka,2018,162.1084
lka,2019,160.69696
lso,2000,23.37423
lso,2001,27.73781
lso,2002,23.51197
lso,2003,31.494
lso,2004,40.47373
lso,2005,40.7688
lso,2006,48.55777
lso,2007,65.21095
lso,2008,68.66408
lso,2009,80.8466
lso,2010,97.6808
lso,2011,125.72116
lso,2012,117.28894
lso,2013,115.78518
lso,2014,113.33662
lso,2015,104.15738
lso,2016,89.53188
lso,2017,110.86827
lso,2018,124.68973
lso,2019,124.19363
ltu,2000,217.17613
ltu,2001,218.81802
ltu,2002,254.36688
ltu,2003,338.86307
ltu,2004,366.95969
ltu,2005,438.93268
ltu,2006,536.05737
ltu,2007,704.29315
ltu,2008,936.50934
ltu,2009,864.73639
ltu,2010,805.22449
ltu,2011,925.47162
ltu,2012,896.93707
ltu,2013,958.92719
ltu,2014,1021.23297
ltu,2015,920.19977
ltu,2016,988.52795
ltu,2017,1083.30334
ltu,2018,1249.03101
ltu,2019,1369.97949
lux,2000,2901.19995
lux,2001,3109.20142
lux,2002,3600.86743
lux,2003,4607.40283
lux,2004,5610.35352
lux,2005,5818.146
lux,2006,6070.73584
lux,2007,6671.26514
lux,2008,7578.74951
lux,2009,7670.59375
lux,2010,7459.83545
lux,2011,7174.73926
lux,2012,6029.4751
lux,2013,6356.64453
lux,2014,6547.03467
lux,2015,5421.93213
lux,2016,5475.13965
lux,2017,5713.11865
lux,2018,6227.08398
lux,2019,6220.74121
lva,2000,181.57072
lva,2001,205.02048
lva,2002,237.29517
lva,2003,280.50879
lva,2004,393.29807
lva,2005,440.80975
lva,2006,552.30157
lva,2007,775.19153
lva,2008,913.52148
lva,2009,744.66162
lva,2010,689.07721
lva,2011,764.59174
lva,2012,745.51746
lva,2013,807.13
lva,2014,856.76654
lva,2015,775.86432
lva,2016,874.79773
lva,2017,932.50159
lva,2018,1101.49255
lva,2019,1166.79785
mar,2000,53.68618
mar,2001,55.94983
mar,2002,63.52367
mar,2003,79.60365
mar,2004,93.63454
mar,2005,97.53406
mar,2006,110.1038
mar,2007,137.54327
mar,2008,155.53877
mar,2009,169.95036
mar,2010,169.00949
mar,2011,177.28041
mar,2012,169.95767
mar,2013,180.20198
mar,2014,169.92953
mar,2015,147.85619
mar,2016,154.11241
mar,2017,161.36484
mar,2018,174.78185
mar,2019,174.22377
mco,2000,1408.09424
mco,2001,1431.13391
mco,2002,1560.80945
mco,2003,2214.79492
mco,2004,2570.47681
mco,2005,2628.36108
mco,2006,2706.86279
mco,2007,3039.25659
mco,2008,3573.77271
mco,2009,3523.40356
mco,2010,3509.56616
mco,2011,3677.65063
mco,2012,3520.15454
mco,2013,3818.14014
mco,2014,3947.6792
mco,2015,3366.15015
mco,2016,2765.32959
mco,2017,2751.86694
mco,2018,2968.84912
mco,2019,2905.84375
mda,2000,21.37988
mda,2001,25.39859
mda,2002,33.92424
mda,2003,38.43837
mda,2004,64.60715
mda,2005,79.33213
mda,2006,100.10816
mda,2007,135.44366
mda,2008,185.56116
mda,2009,208.53004
mda,2010,198.28894
mda,2011,214.98247
mda,2012,223.61896
mda,2013,231.66229
mda,2014,230.76982
mda,2015,186.43643
mda,2016,171.18477
mda,2017,243.9454
mda,2018,276.47144
mda,2019,284.30713
mdg,2000,13.12315
mdg,2001,15.91025
mdg,2002,15.8686
mdg,2003,17.50808
mdg,2004,14.94955
mdg,2005,16.62432
mdg,2006,17.19595
mdg,2007,19.71443
mdg,2008,22.02349
mdg,2009,20.65012
mdg,2010,21.95084
mdg,2011,23.57986
mdg,2012,19.80638
mdg,2013,20.2303
mdg,2014,23.50833
mdg,2015,23.23208
mdg,2016,25.02087
mdg,2017,24.96243
mdg,2018,22.33701
mdg,2019,19.84998
mdv,2000,221.92073
mdv,2001,230.17087
mdv,2002,247.30165
mdv,2003,235.61952
mdv,2004,294.9519
mdv,2005,321.31842
mdv,2006,387.12332
mdv,2007,462.99023
mdv,2008,758.711
mdv,2009,669.81024
mdv,2010,600.64435
mdv,2011,577.66296
mdv,2012,630.14252
mdv,2013,645.06055
mdv,2014,672.11963
mdv,2015,785.03162
mdv,2016,946.81116
mdv,2017,885.08429
mdv,2018,786.43768
mdv,2019,854.37061
mex,2000,318.46152
mex,2001,363.67358
mex,2002,385.09851
mex,2003,411.42242
mex,2004,445.62039
mex,2005,483.09537
mex,2006,512.83319
mex,2007,556.04028
mex,2008,570.83051
mex,2009,490.56586
mex,2010,531.88947
mex,2011,563.10895
mex,2012,580.21838
mex,2013,623.05157
mex,2014,606.92981
mex,2015,550.34003
mex,2016,485.62418
mex,2017,506.89233
mex,2018,521.0083
mex,2019,540.37231
mhl,2000,431.56458
mhl,2001,387.95535
mhl,2002,362.42953
mhl,2003,351.17676
mhl,2004,421.32974
mhl,2005,544.32977
mhl,2006,560.80322
mhl,2007,477.05157
mhl,2008,462.47614
mhl,2009,438.07611
mhl,2010,449.94284
mhl,2011,454.55557
mhl,2012,471.68713
mhl,2013,491.75623
mhl,2014,475.43707
mhl,2015,545.72125
mhl,2016,604.849
mhl,2017,587.08368
mhl,2018,646.1723
mhl,2019,664.31848
mkd,2000,164.47365
mkd,2001,152.15872
mkd,2002,175.03603
mkd,2003,217.21655
mkd,2004,233.99182
mkd,2005,233.10674
mkd,2006,245.67073
mkd,2007,265.3627
mkd,2008,314.14532
mkd,2009,296.66541
mkd,2010,305.2323
mkd,2011,329.95044
mkd,2012,310.77499
mkd,2013,350.2099
mkd,2014,343.87866
mkd,2015,306.9151
mkd,2016,327.49136
mkd,2017,358.30688
mkd,2018,399.09708
mkd,2019,436.88718
mli,2000,14.78874
mli,2001,13.9068
mli,2002,16.81324
mli,2003,19.86939
mli,2004,23.0078
mli,2005,25.40553
mli,2006,28.53667
mli,2007,31.38578
mli,2008,35.1592
mli,2009,36.67557
mli,2010,33.23125
mli,2011,33.62853
mli,2012,29.21527
mli,2013,31.93978
mli,2014,38.01743
mli,2015,30.89646
mli,2016,29.4628
mli,2017,30.49655
mli,2018,33.39861
mli,2019,34.28178
mlt,2000,647.1015
mlt,2001,685.98401
mlt,2002,830.6463
mlt,2003,1074.09314
mlt,2004,1223.85742
mlt,2005,1379.6864
mlt,2006,1474.4845
mlt,2007,1596.12317
mlt,2008,1751.16504
mlt,2009,1677.3623
mlt,2010,1733.66882
mlt,2011,1960.06116
mlt,2012,1898.60144
mlt,2013,2121.08228
mlt,2014,2456.43481
mlt,2015,2243.46704
mlt,2016,2321.15332
mlt,2017,2551.71606
mlt,2018,2753.51099
mlt,2019,2531.91089
mmr,2000,4.33537
mmr,2001,4.48455
mmr,2002,6.86361
mmr,2003,6.37247
mmr,2004,6.79912
mmr,2005,7.41624
mmr,2006,8.21359
mmr,2007,9.61487
mmr,2008,14.25487
mmr,2009,18.11137
mmr,2010,19.60237
mmr,2011,26.56099
mmr,2012,36.11348
mmr,2013,36.5303
mmr,2014,52.62076
mmr,2015,61.70107
mmr,2016,57.93582
mmr,2017,57.85927
mmr,2018,59.20605
mmr,2019,60.01587
mne,2011,578.4375
mne,2012,541.67297
mne,2013,603.71411
mne,2014,585.79004
mne,2015,583.2915
mne,2016,601.9787
mne,2017,616.28491
mne,2018,731.48108
mne,2019,735.15887
mng,2000,27.00856
mng,2001,26.48762
mng,2002,29.65745
mng,2003,26.508
mng,2004,33.17297
mng,2005,37.50867
mng,2006,50.02914
mng,2007,66.53733
mng,2008,97.36169
mng,2009,76.45706
mng,2010,98.8448
mng,2011,134.75063
mng,2012,167.76242
mng,2013,177.53171
mng,2014,173.68382
mng,2015,166.08276
mng,2016,161.9086
mng,2017,146.96208
mng,2018,159.37991
mng,2019,163.44186
moz,2000,7.08692
moz,2001,8.61284
moz,2002,10.0179
moz,2003,11.0712
moz,2004,14.0747
moz,2005,18.23711
moz,2006,17.79966
moz,2007,18.95361
moz,2008,23.89216
moz,2009,27.0814
moz,2010,25.66654
moz,2011,29.74784
moz,2012,34.50272
moz,2013,40.67848
moz,2014,42.67788
moz,2015,39.61872
moz,2016,30.76437
moz,2017,35.80191
moz,2018,40.72651
moz,2019,39.46094
mrt,2000,22.85624
mrt,2001,23.07802
mrt,2002,25.60134
mrt,2003,28.94957
mrt,2004,30.71714
mrt,2005,33.04817
mrt,2006,34.0396
mrt,2007,39.03686
mrt,2008,47.59681
mrt,2009,43.21328
mrt,2010,42.46692
mrt,2011,46.5024
mrt,2012,48.08863
mrt,2013,54.26546
mrt,2014,58.04792
mrt,2015,55.98909
mrt,2016,47.58858
mrt,2017,52.6654
mrt,2018,57.29695
mrt,2019,57.88485
mus,2000,118.97707
mus,2001,119.46854
mus,2002,135.94144
mus,2003,162.00185
mus,2004,189.9288
mus,2005,197.67505
mus,2006,209.14854
mus,2007,235.85057
mus,2008,321.81631
mus,2009,310.15561
mus,2010,367.12079
mus,2011,396.61215
mus,2012,398.12189
mus,2013,452.45566
mus,2014,559.44458
mus,2015,529.16138
mus,2016,553.21362
mus,2017,609.16852
mus,2018,656.6225
mus,2019,685.94562
mwi,2000,7.47428
mwi,2001,6.1908
mwi,2002,11.26799
mwi,2003,12.50175
mwi,2004,16.20174
mwi,2005,17.5326
mwi,2006,21.31405
mwi,2007,25.4615
mwi,2008,33.32745
mwi,2009,36.23828
mwi,2010,34.66257
mwi,2011,40.08782
mwi,2012,33.2003
mwi,2013,40.34523
mwi,2014,36.0578
mwi,2015,35.6838
mwi,2016,34.72794
mwi,2017,38.38742
mwi,2018,37.43349
mwi,2019,30.40029
mys,2000,110.7466
mys,2001,114.03215
mys,2002,121.08184
mys,2003,142.10138
mys,2004,154.26685
mys,2005,163.095
mys,2006,202.20087
mys,2007,232.95891
mys,2008,266.91223
mys,2009,249.09537
mys,2010,290.17661
mys,2011,349.58545
mys,2012,379.36548
mys,2013,390.82794
mys,2014,425.9501
mys,2015,380.11032
mys,2016,361.85446
mys,2017,380.01523
mys,2018,426.4686
mys,2019,436.61203
nam,2000,209.92296
nam,2001,185.40504
nam,2002,176.70792
