geo,time,eg_elc_fosl_zs
cyp,1977,100
cyp,1978,100
cyp,1979,100
cyp,1980,100
cyp,1981,100
cyp,1982,100
cyp,1983,100
cyp,1984,100
cyp,1985,100
cyp,1986,100
cyp,1987,100
cyp,1988,100
cyp,1989,100
cyp,1990,100
cyp,1991,100
cyp,1992,100
cyp,1993,100
cyp,1994,100
cyp,1995,100
cyp,1996,100
cyp,1997,100
cyp,1998,100
cyp,1999,100
cyp,2000,100
cyp,2001,100
cyp,2002,100
cyp,2003,100
cyp,2004,100
cyp,2005,99.97715
cyp,2006,99.9785
cyp,2007,99.93841
cyp,2008,99.70467
cyp,2009,99.40556
cyp,2010,98.62834
cyp,2011,96.38872
cyp,2012,94.55162
cyp,2013,92.37762
cyp,2014,92.71264
cyp,2015,91.21994
cze,1971,96.67876
cze,1972,96.80639
cze,1973,97.37456
cze,1974,95.7835
cze,1975,96.04862
cze,1976,97.0018
cze,1977,96.15775
cze,1978,96.58996
cze,1979,95.52577
cze,1980,95.44401
cze,1981,96.1532
cze,1982,96.94402
cze,1983,96.72557
cze,1984,95.62767
cze,1985,93.00081
cze,1986,86.75874
cze,1987,78.83144
cze,1988,78.37069
cze,1989,78.4112
cze,1990,77.92552
cze,1991,78.0739
cze,1992,76.88335
cze,1993,75.86354
cze,1994,74.72469
cze,1995,75.83657
cze,1996,76.32358
cze,1997,77.12911
cze,1998,76.53968
cze,1999,75.50616
cze,2000,78.22002
cze,2001,76.65355
cze,2002,71.38891
cze,2003,66.48232
cze,2004,65.30135
cze,2005,65.98601
cze,2006,64.64724
cze,2007,66.2823
cze,2008,63.63047
cze,2009,60.95649
cze,2010,60.13222
cze,2011,58.88034
cze,2012,55.55504
cze,2013,53.2683
cze,2014,53.40086
cze,2015,55.91532
deu,1960,89.80765
deu,1961,90.54419
deu,1962,91.61804
deu,1963,92.46251
deu,1964,93.16442
deu,1965,91.61247
deu,1966,90.90405
deu,1967,90.986
deu,1968,91.39907
deu,1969,91.96208
deu,1970,91.39654
deu,1971,93.14314
deu,1972,92.61654
deu,1973,91.9191
deu,1974,91.01937
deu,1975,88.45637
deu,1976,88.86772
deu,1977,85.38327
deu,1978,85.29513
deu,1979,84.0812
deu,1980,82.82476
deu,1981,80.66713
deu,1982,78.82181
deu,1983,78.81232
deu,1984,74.69681
deu,1985,69.15668
deu,1986,70.58946
deu,1987,68.69532
deu,1988,66.83988
deu,1989,66.85432
deu,1990,68.01753
deu,1991,68.63553
deu,1992,65.7638
deu,1993,65.927
deu,1994,65.86247
deu,1995,65.4127
deu,1996,65.12672
deu,1997,63.68577
deu,1998,65.01942
deu,1999,63.17766
deu,2000,63.1546
deu,2001,62.69871
deu,2002,62.79294
deu,2003,64.37857
deu,2004,62.6817
deu,2005,62.31682
deu,2006,61.0271
deu,2007,62.79237
deu,2008,60.75207
deu,2009,59.73887
deu,2010,59.45725
deu,2011,60.40087
deu,2012,59.68114
deu,2013,59.23832
deu,2014,56.73234
deu,2015,55.06305
dnk,1960,99.54874
dnk,1961,99.51091
dnk,1962,99.57908
dnk,1963,99.66555
dnk,1964,99.6808
dnk,1965,99.6833
dnk,1966,99.73893
dnk,1967,99.7535
dnk,1968,99.83774
dnk,1969,99.87494
dnk,1970,99.88014
dnk,1971,99.87113
dnk,1972,99.88335
dnk,1973,99.87448
dnk,1974,99.86887
dnk,1975,99.86859
dnk,1976,99.88298
dnk,1977,99.90029
dnk,1978,99.87266
dnk,1979,99.8598
dnk,1980,99.84681
dnk,1981,99.77736
dnk,1982,99.78926
dnk,1983,99.57618
dnk,1984,99.57657
dnk,1985,99.59855
dnk,1986,99.3308
dnk,1987,99.10475
dnk,1988,98.55005
dnk,1989,97.46217
dnk,1990,96.7362
dnk,1991,96.93255
dnk,1992,95.23066
dnk,1993,94.72538
dnk,1994,95.13283
dnk,1995,88.18216
dnk,1996,87.90639
dnk,1997,82.40325
dnk,1998,80.6971
dnk,1999,77.69013
dnk,2000,72.51824
dnk,2001,74.126
dnk,2002,74.56411
dnk,2003,80.55471
dnk,2004,74.80958
dnk,2005,70.67814
dnk,2006,78.02065
dnk,2007,71.76722
dnk,2008,70.09231
dnk,2009,70.16464
dnk,2010,66.09541
dnk,2011,57.53782
dnk,2012,49.29481
dnk,2013,51.98169
dnk,2014,41.84999
dnk,2015,31.89968
dom,1971,64.88812
dom,1972,61.41079
dom,1973,73.06322
dom,1974,73.22253
dom,1975,79.2352
dom,1976,64.50021
dom,1977,80.80229
dom,1978,71.32916
dom,1979,71.48218
dom,1980,80.5709
dom,1981,56.51387
dom,1982,68.43547
dom,1983,69.69786
dom,1984,65.87954
dom,1985,71.4012
dom,1986,66.81303
dom,1987,65.96612
dom,1988,53.9011
dom,1989,84.66974
dom,1990,89.88643
dom,1991,86.34146
dom,1992,89.98387
dom,1993,78.25518
dom,1994,89.77534
dom,1995,88.22348
dom,1996,86.34921
dom,1997,90.14649
dom,1998,88.75036
dom,1999,85.75489
dom,2000,90.85222
dom,2001,92.54081
dom,2002,91.12892
dom,2003,87.90575
dom,2004,83.4845
dom,2005,82.20768
dom,2006,84.61804
dom,2007,85.86935
dom,2008,88.39215
dom,2009,86.95344
dom,2010,88.11119
dom,2011,87.91038
dom,2012,85.52341
dom,2013,83.43031
dom,2014,86.66063
dom,2015,88.36756
dza,1971,85.19515
dza,1972,79.6798
dza,1973,73.20029
dza,1974,83.80052
dza,1975,90.96419
dza,1976,90.81464
dza,1977,94.19758
dza,1978,95.43796
dza,1979,95.47364
dza,1980,96.39197
dza,1981,95.50479
dza,1982,94.90209
dza,1983,97.70014
dza,1984,95.95779
dza,1985,94.73684
dza,1986,98.07411
dza,1987,96.07766
dza,1988,98.68967
dza,1989,98.52519
dza,1990,99.1617
dza,1991,98.31075
dza,1992,98.91174
dza,1993,98.18172
dza,1994,99.16512
dza,1995,99.02105
dza,1996,99.34637
dza,1997,99.65111
dza,1998,99.07575
dza,1999,99.18003
dza,2000,99.7875
dza,2001,99.74085
dza,2002,99.79384
dza,2003,99.10385
dza,2004,99.1968
dza,2005,98.36356
dza,2006,99.38114
dza,2007,99.39241
dza,2008,99.29665
dza,2009,99.20522
dza,2010,99.61954
dza,2011,99.01999
dza,2012,98.91632
dza,2013,99.44899
dza,2014,99.60462
dza,2015,99.67732
ecu,1971,58.09524
ecu,1972,60.16115
ecu,1973,65.36624
ecu,1974,64.15771
ecu,1975,61.42506
ecu,1976,67.4906
ecu,1977,74.60173
ecu,1978,69.63532
ecu,1979,76.81491
ecu,1980,74.13998
ecu,1981,78.86598
ecu,1982,78.37642
ecu,1983,60.00465
ecu,1984,28.72575
ecu,1985,28.06055
ecu,1986,19.95211
ecu,1987,15.11887
ecu,1988,14.44779
ecu,1989,14.12723
ecu,1990,21.4522
ecu,1991,27.22971
ecu,1992,30.87827
ecu,1993,21.60302
ecu,1994,19.38851
ecu,1995,38.77091
ecu,1996,32.07709
ecu,1997,36.94268
ecu,1998,40.25712
ecu,1999,30.37447
ecu,2000,28.29815
ecu,2001,36.00905
ecu,2002,36.70087
ecu,2003,37.8053
ecu,2004,42.4266
ecu,2005,44.88363
ecu,2006,48.30551
ecu,2007,43.45834
ecu,2008,38.85848
ecu,2009,49.15181
ecu,2010,54.50818
ecu,2011,44.4412
ecu,2012,45.13065
ecu,2013,51.00813
ecu,2014,50.82487
ecu,2015,47.19706
egy,1971,36.97174
egy,1972,35.85727
egy,1973,36.3928
egy,1974,33.18053
egy,1975,34.56052
egy,1976,34.38012
egy,1977,36.05293
egy,1978,38.48185
egy,1979,43.22388
egy,1980,48.24964
egy,1981,52.06476
egy,1982,53.6056
egy,1983,62.06577
egy,1984,66.83879
egy,1985,72.46169
egy,1986,72.26572
egy,1987,77.12247
egy,1988,77.26124
egy,1989,76.05225
egy,1990,76.49565
egy,1991,77.65035
egy,1992,78.76439
egy,1993,78.06302
egy,1994,77.74826
egy,1995,78.05192
egy,1996,79.04425
egy,1997,79.48415
egy,1998,80.58952
egy,1999,78.5634
egy,2000,82.29656
egy,2001,81.56745
egy,2002,85.35374
egy,2003,85.93551
egy,2004,87.00185
egy,2005,87.85905
egy,2006,88.26674
egy,2007,86.94068
egy,2008,88.09905
egy,2009,89.93094
egy,2010,89.95204
egy,2011,90.67316
egy,2012,91.12059
egy,2013,91.11812
egy,2014,91.12909
egy,2015,91.74071
eri,1992,100
eri,1993,100
eri,1994,100
eri,1995,100
eri,1996,100
eri,1997,99.53271
eri,1998,99.48718
eri,1999,99.53271
eri,2000,99.52381
eri,2001,99.57082
eri,2002,99.6139
eri,2003,99.63899
eri,2004,99.64664
eri,2005,99.65278
eri,2006,99.25651
eri,2007,99.30556
eri,2008,99.30314
eri,2009,99.32203
eri,2010,99.35691
eri,2011,99.40653
eri,2012,99.4429
eri,2013,99.45946
eri,2014,99.48454
eri,2015,99.50739
esp,1960,16.06318
esp,1961,23.4601
esp,1962,29.82755
esp,1963,18.37278
esp,1964,30.07519
esp,1965,37.94288
esp,1966,27.65732
esp,1967,44.21382
esp,1968,46.5827
esp,1969,39.59566
esp,1970,48.95121
esp,1971,44.15686
esp,1972,40.6891
esp,1973,53.06238
esp,1974,52.74239
esp,1975,58.9247
esp,1976,67.87047
esp,1977,49.87431
esp,1978,50.94416
esp,1979,49.04826
esp,1980,67.86663
esp,1981,70.96804
esp,1982,68.64571
esp,1983,66.8325
esp,1984,53.33006
esp,1985,52.28194
esp,1986,49.70677
esp,1987,47.80251
esp,1988,37.66596
esp,1989,48.28465
esp,1990,46.80767
esp,1991,46.03067
esp,1992,51.806
esp,1993,47.68945
esp,1994,47.45187
esp,1995,51.6027
esp,1996,43.46725
esp,1997,50.88793
esp,1998,50.09359
esp,1999,57.7831
esp,2000,55.95394
esp,2001,51.36892
esp,2002,59.78568
esp,2003,54.14612
esp,2004,57.69776
esp,2005,63.63834
esp,2006,61.70098
esp,2007,62.08343
esp,2008,60.70301
esp,2009,56.16424
esp,2010,46.17056
esp,2011,49.8489
esp,2012,49.20018
esp,2013,40.01883
esp,2014,38.8032
esp,2015,44.06714
est,1990,14.38799
est,1991,15.73802
est,1992,7.50571
est,1993,8.78578
est,1994,4.56731
est,1995,4.5899
est,1996,4.71273
est,1997,5.5652
est,1998,7.27614
est,1999,7.4867
est,2000,9.5501
est,2001,9.64282
est,2002,9.71033
est,2003,7.86495
est,2004,7.05551
est,2005,7.7609
est,2006,8.35388
est,2007,5.11895
est,2008,6.98422
est,2009,6.27634
est,2010,5.80839
est,2011,5.63096
est,2012,5.76586
est,2013,3.90207
est,2014,5.05383
est,2015,7.15177
eth,1971,48.73524
eth,1972,48.93617
eth,1973,43.65482
eth,1974,40.7155
eth,1975,39.61938
eth,1976,36.97917
eth,1977,30.93923
eth,1978,28.39506
eth,1979,29.8722
eth,1980,29.75327
eth,1981,29.681
eth,1982,27.3183
eth,1983,26.74419
eth,1984,24.17582
eth,1985,23.98649
eth,1986,21.63934
eth,1987,19.1704
eth,1988,18.81414
eth,1989,17.97497
eth,1990,11.64725
eth,1991,10.50455
eth,1992,7.25222
eth,1993,8.67679
eth,1994,6.68504
eth,1995,6.4833
eth,1996,5.80162
eth,1997,2.97398
eth,1998,2.90381
eth,1999,1.15572
eth,2000,1.37395
eth,2001,0.94433
eth,2002,1.0274
eth,2003,0.69686
eth,2004,0.70894
eth,2005,0.42179
eth,2006,0.3059
eth,2007,4.56724
eth,2008,12.36431
eth,2009,11.12224
eth,2010,0.62249
eth,2011,0.58396
eth,2012,0.15806
eth,2013,0.09193
eth,2014,0.03153
eth,2015,0.03833
fin,1960,38.76816
fin,1961,23.37154
fin,1962,15.89187
fin,1963,29.19239
fin,1964,34.64524
fin,1965,32.80172
fin,1966,34.61199
fin,1967,30.61456
fin,1968,41.18538
fin,1969,56.22904
fin,1970,57.90096
fin,1971,50.98473
fin,1972,55.70478
fin,1973,59.71573
fin,1974,54.28685
fin,1975,53.56693
fin,1976,67.7491
fin,1977,55.34473
fin,1978,63.60125
fin,1979,55.12066
fin,1980,57.69505
fin,1981,30.77807
fin,1982,27.47055
fin,1983,25.82648
fin,1984,29.09003
fin,1985,36.85735
fin,1986,36.16693
fin,1987,37.37875
fin,1988,38.90827
fin,1989,40.31812
fin,1990,30.10832
fin,1991,28.01193
fin,1992,25.48982
fin,1993,28.50571
fin,1994,34.66959
fin,1995,30.8144
fin,1996,36.53583
fin,1997,30.98329
fin,1998,26.52386
fin,1999,28.91861
fin,2000,28.42403
fin,2001,31.70126
fin,2002,34.5047
fin,2003,41.2186
fin,2004,35.52566
fin,2005,26.80287
fin,2006,36.31305
fin,2007,31.59087
fin,2008,26.97076
fin,2009,30.41946
fin,2010,33.31185
fin,2011,27.435
fin,2012,20.77942
fin,2013,25.57222
fin,2014,20.81387
fin,2015,16.18584
fra,1960,45.33234
fra,1961,51.19298
fra,1962,57.85162
fra,1963,51.79276
fra,1964,63.68783
fra,1965,54.83518
fra,1966,51.09509
fra,1967,58.16864
fra,1968,55.48201
fra,1969,57.11667
fra,1970,57.01734
fra,1971,62.20829
fra,1972,62.47802
fra,1973,65.35494
fra,1974,61.6285
fra,1975,57.33699
fra,1976,68.4616
fra,1977,54.89903
fra,1978,55.99903
fra,1979,55.47409
fra,1980,48.89976
fra,1981,35.32272
fra,1982,35.26366
fra,1983,27.37922
fra,1984,20.10643
fra,1985,16.25437
fra,1986,11.93351
fra,1987,10.49245
fra,1988,9.5497
fra,1989,12.74465
fra,1990,11.29389
fra,1991,13.36147
fra,1992,10.92061
fra,1993,7.31091
fra,1994,7.03445
fra,1995,7.76566
fra,1996,8.42132
fra,1997,7.68302
fra,1998,10.63308
fra,1999,9.73933
fra,2000,9.25644
fra,2001,8.25347
fra,2002,9.23487
fra,2003,9.92513
fra,2004,9.63795
fra,2005,10.80146
fra,2006,9.7109
fra,2007,9.99482
fra,2008,9.43492
fra,2009,9.28009
fra,2010,9.85247
fra,2011,8.53525
fra,2012,8.70613
fra,2013,7.7664
fra,2014,4.82455
fra,2015,6.05579
gab,1971,100
gab,1972,96.26866
gab,1973,96.9697
gab,1974,48.18653
gab,1975,43.47826
gab,1976,50.60976
gab,1977,32.05418
gab,1978,32.11009
gab,1979,40.38462
gab,1980,50.9434
gab,1981,30.7563
gab,1982,26.98651
gab,1983,24.96571
gab,1984,23.27044
gab,1985,22.53194
gab,1986,21.95946
gab,1987,22.01117
gab,1988,22.08791
gab,1989,22.94521
gab,1990,27.60736
gab,1991,27.41117
gab,1992,27.49245
gab,1993,28.12813
gab,1994,29.17448
gab,1995,29.76295
gab,1996,35.99671
gab,1997,35.03185
gab,1998,39.01713
gab,1999,36.89759
gab,2000,38.40304
gab,2001,37.10021
gab,2002,37.24696
gab,2003,40.87353
gab,2004,41.49351
gab,2005,47.90343
gab,2006,42.76276
gab,2007,53.34487
gab,2008,50.49396
gab,2009,47.98035
gab,2010,52.6615
gab,2011,58.40274
gab,2012,57.48614
gab,2013,55.00954
gab,2014,59.65966
gab,2015,56.25588
gbr,1960,96.12391
gbr,1961,95.63569
gbr,1962,95.36041
gbr,1963,94.45449
gbr,1964,93.58431
gbr,1965,90.13413
gbr,1966,87.98864
gbr,1967,86.67441
gbr,1968,86.63759
gbr,1969,86.40905
gbr,1970,87.70271
gbr,1971,87.91583
gbr,1972,87.52926
gbr,1973,88.67788
gbr,1974,86.1664
gbr,1975,87.41128
gbr,1976,85.52632
gbr,1977,84.4209
gbr,1978,85.61101
gbr,1979,85.75131
gbr,1980,85.59726
gbr,1981,84.70674
gbr,1982,82.14712
gbr,1983,80.22985
gbr,1984,79.32674
gbr,1985,77.88198
gbr,1986,78.67215
gbr,1987,80.3162
gbr,1988,77.7009
gbr,1989,75.53626
gbr,1990,77.45338
gbr,1991,76.36424
gbr,1992,73.91043
gbr,1993,70.39249
gbr,1994,70.59048
gbr,1995,71.05258
gbr,1996,71.15109
gbr,1997,69.76488
gbr,1998,69.8908
gbr,1999,71.16851
gbr,2000,74.47693
gbr,2001,73.2815
gbr,2002,73.52046
gbr,2003,74.17034
gbr,2004,75.38809
gbr,2005,74.42986
gbr,2006,75.61243
gbr,2007,78.46202
gbr,2008,80.21672
gbr,2009,74.23279
gbr,2010,76.37855
gbr,2011,71.06622
gbr,2012,68.4682
gbr,2013,64.59253
gbr,2014,60.96876
gbr,2015,53.18086
geo,1990,44.79015
geo,1991,42.86484
geo,1992,41.68908
geo,1993,36.85318
geo,1994,38.57039
geo,1995,36.19083
geo,1996,16.51593
geo,1997,15.58006
geo,1998,16.93391
geo,1999,16.15254
geo,2000,21.06681
geo,2001,20.10956
geo,2002,6.7521
geo,2003,8.85475
geo,2004,12.6372
geo,2005,14.18742
geo,2006,27.06189
geo,2007,18.17091
geo,2008,15.27268
geo,2009,13.39098
geo,2010,7.47728
geo,2011,22.60153
geo,2012,25.49768
geo,2013,17.77513
geo,2014,19.63167
geo,2015,21.96068
gha,1971,1.18886
gha,1972,1.07239
gha,1973,0.97187
gha,1974,0.75444
gha,1975,0.97793
gha,1976,1.11348
gha,1977,1.14736
gha,1978,1.37821
gha,1979,1.13151
gha,1980,0.77111
gha,1981,0.65104
gha,1982,0.56349
gha,1983,0.93313
gha,1984,1.80131
gha,1985,1.02717
gha,1986,0.68151
gha,1987,0
gha,1988,0
gha,1989,0
gha,1990,0
gha,1991,0
gha,1992,0
gha,1993,0.34849
gha,1994,0.45827
gha,1995,0.31066
gha,1996,0.03018
gha,1997,0.50828
gha,1998,0
gha,1999,0
gha,2000,0
gha,2001,0
gha,2002,0
gha,2003,0
gha,2004,0
gha,2005,0
gha,2006,0
gha,2007,0
gha,2008,0
gha,2009,0.22326
gha,2010,10.77997
gha,2011,24.33929
gha,2012,12.08417
gha,2013,10.40323
gha,2014,18.19795
gha,2015,38.84779
gib,1971,100
gib,1972,100
gib,1973,100
gib,1974,100
gib,1975,100
gib,1976,100
gib,1977,100
gib,1978,100
gib,1979,100
gib,1980,100
gib,1981,100
gib,1982,100
gib,1983,100
gib,1984,100
gib,1985,100
gib,1986,100
gib,1987,100
gib,1988,100
gib,1989,100
gib,1990,100
gib,1991,100
gib,1992,100
gib,1993,100
gib,1994,100
gib,1995,100
gib,1996,100
gib,1997,100
gib,1998,100
gib,1999,100
gib,2000,100
gib,2001,100
gib,2002,100
gib,2003,100
gib,2004,100
gib,2005,100
gib,2006,100
gib,2007,100
gib,2008,100
gib,2009,100
gib,2010,100
gib,2011,100
gib,2012,100
gib,2013,100
gib,2014,100
gib,2015,100
grc,1960,79.69432
grc,1961,78.11676
grc,1962,78.04961
grc,1963,74.5722
grc,1964,80.17566
grc,1965,82.67359
grc,1966,71.24335
grc,1967,76.16997
grc,1968,82.23146
grc,1969,76.70596
grc,1970,73.15682
grc,1971,77.06279
grc,1972,79.59759
grc,1973,84.99696
grc,1974,84.37417
grc,1975,87.5
grc,1976,89.46926
grc,1977,89.87622
grc,1978,85.80523
grc,1979,83.86571
grc,1980,84.96888
grc,1981,85.43581
grc,1982,84.69835
grc,1983,90.24309
grc,1984,88.46154
grc,1985,89.88825
grc,1986,88.49737
grc,1987,90.7565
grc,1988,92.86231
grc,1989,94.44315
grc,1990,94.90726
grc,1991,91.32418
grc,1992,93.69241
grc,1993,93.65183
grc,1994,93.28397
grc,1995,91.12085
grc,1996,89.38719
grc,1997,90.68881
grc,1998,91.45301
grc,1999,89.97874
grc,2000,91.93823
grc,2001,94.28178
grc,2002,93.16897
grc,2003,89.58121
grc,2004,89.70126
grc,2005,89.05211
grc,2006,87.19819
grc,2007,92.63447
grc,2008,90.83005
grc,2009,86.57151
grc,2010,81.43358
grc,2011,86.04745
grc,2012,83.19758
grc,2013,74.72774
grc,2014,75.61329
grc,2015,71.12809
gtm,1971,59.60729
gtm,1972,69.52381
gtm,1973,69.60352
gtm,1974,61.89873
gtm,1975,69.05188
gtm,1976,71.14967
gtm,1977,79.59049
gtm,1978,78.48181
gtm,1979,80.67776
gtm,1980,85.34836
gtm,1981,77.92662
gtm,1982,68.77347
gtm,1983,48.60724
gtm,1984,62.1232
gtm,1985,61.23321
gtm,1986,4.26632
gtm,1987,13.7971
gtm,1988,12.55435
gtm,1989,9.29457
gtm,1990,8.37145
gtm,1991,10.4112
gtm,1992,37.24879
gtm,1993,33.7274
gtm,1994,34.73344
gtm,1995,33.56009
gtm,1996,31.35568
gtm,1997,31.77759
gtm,1998,44.27738
gtm,1999,42.98669
gtm,2000,48.28042
gtm,2001,52.02322
gtm,2002,58.26199
gtm,2003,50.78579
gtm,2004,42.89429
gtm,2005,39.88073
gtm,2006,44.69753
gtm,2007,52.37551
gtm,2008,44.58591
gtm,2009,50.8898
gtm,2010,36.15203
gtm,2011,35.56257
gtm,2012,33.1173
gtm,2013,32.83266
gtm,2014,31.42591
gtm,2015,39.60933
hkg,1971,100
hkg,1972,100
hkg,1973,100
hkg,1974,100
hkg,1975,100
hkg,1976,100
hkg,1977,100
hkg,1978,100
hkg,1979,100
hkg,1980,100
hkg,1981,100
hkg,1982,100
hkg,1983,100
hkg,1984,100
hkg,1985,100
hkg,1986,100
hkg,1987,100
hkg,1988,100
hkg,1989,100
hkg,1990,100
hkg,1991,100
hkg,1992,100
hkg,1993,100
hkg,1994,100
hkg,1995,100
hkg,1996,100
hkg,1997,100
hkg,1998,100
hkg,1999,100
hkg,2000,100
hkg,2001,100
hkg,2002,100
hkg,2003,100
hkg,2004,100
hkg,2005,100
hkg,2006,99.99741
hkg,2007,99.99743
hkg,2008,99.99737
hkg,2009,99.99742
hkg,2010,99.75773
hkg,2011,99.79544
hkg,2012,99.76573
hkg,2013,99.75739
hkg,2014,99.7344
hkg,2015,99.72127
hnd,1971,38.10742
hnd,1972,28.13239
hnd,1973,26.13169
hnd,1974,22.92871
hnd,1975,25.92593
hnd,1976,29.41176
hnd,1977,31.8314
hnd,1978,14.75626
hnd,1979,12.92597
hnd,1980,13.68653
hnd,1981,16.90283
hnd,1982,19.19771
hnd,1983,26.84859
hnd,1984,26.80067
hnd,1985,6.45161
hnd,1986,3.05499
hnd,1987,2.78242
hnd,1988,2.76356
hnd,1989,2.39843
hnd,1990,1.72488
hnd,1991,1.44928
hnd,1992,6.44473
hnd,1993,11.86573
hnd,1994,22.18415
hnd,1995,38.67302
hnd,1996,33.5181
hnd,1997,33.51403
hnd,1998,43.6896
hnd,1999,37.85278
hnd,2000,38.08872
hnd,2001,50.74665
hnd,2002,60.0341
hnd,2003,60.82451
hnd,2004,70.03298
hnd,2005,67.05336
hnd,2006,63.07179
hnd,2007,62.39937
hnd,2008,62.00947
hnd,2009,55.24528
hnd,2010,52.19124
hnd,2011,53.22096
hnd,2012,50.69767
hnd,2013,53.24498
hnd,2014,56.17069
hnd,2015,57.72448
hrv,1990,54.44714
hrv,1991,34.11252
hrv,1992,51.07841
hrv,1993,52.2271
hrv,1994,37.98017
hrv,1995,38.63734
hrv,1996,29.54444
hrv,1997,42.81528
hrv,1998,47.34591
hrv,1999,43.46921
hrv,2000,42.69733
hrv,2001,43.77104
hrv,2002,53.94726
hrv,2003,58.62644
hrv,2004,45.07448
hrv,2005,45.92939
hrv,2006,48.56457
hrv,2007,62.19211
hrv,2008,54.29153
hrv,2009,43.99402
hrv,2010,37.15869
hrv,2011,52.96158
hrv,2012,50.32569
hrv,2013,33.49824
hrv,2014,26.04198
hrv,2015,33.17316
hti,1971,52.43902
hti,1972,14.15094
hti,1973,21.31148
hti,1974,8.60927
hti,1975,7.07071
hti,1976,8.08081
hti,1977,20.57416
hti,1978,17.55102
hti,1979,26.42857
hti,1980,26.11465
hti,1981,29.83871
hti,1982,34.87179
hti,1983,49.14842
hti,1984,49.76303
hti,1985,47.61905
hti,1986,23.70203
hti,1987,31.98381
hti,1988,23.73832
hti,1989,26.6087
hti,1990,20.60302
hti,1991,25.42735
hti,1992,24.11348
hti,1993,24.72527
hti,1994,17.08185
hti,1995,48.88889
hti,1996,55.04132
hti,1997,66.94215
hti,1998,53.84615
hti,1999,41.97708
hti,2000,48.26325
hti,2001,52.3569
hti,2002,52.46801
hti,2003,52.33645
hti,2004,52.46801
hti,2005,52.33813
hti,2006,52.45614
hti,2007,67.09402
hti,2008,62.7572
hti,2009,71.28988
hti,2010,69.84668
hti,2011,87.16861
hti,2012,79.90909
hti,2013,86.63507
hti,2014,91.28751
hti,2015,92.00385
hun,1965,99.32898
hun,1966,99.1569
hun,1967,99.34347
hun,1968,99.32345
hun,1969,99.32476
hun,1970,99.39486
hun,1971,99.35974
hun,1972,99.3261
hun,1973,99.42753
hun,1974,99.57335
hun,1975,99.20379
hun,1976,99.2517
hun,1977,99.3633
hun,1978,99.45973
hun,1979,99.40454
hun,1980,99.53091
hun,1981,99.30864
hun,1982,99.35822
hun,1983,89.81
hun,1984,84.78881
hun,1985,75.01866
hun,1986,72.8264
hun,1987,62.35168
hun,1988,53.27883
hun,1989,52.48301
hun,1990,50.96708
hun,1991,53.38251
hun,1992,55.14281
hun,1993,57.34771
hun,1994,57.33254
hun,1995,57.98695
hun,1996,58.74038
hun,1997,59.66042
hun,1998,61.77467
hun,1999,61.94491
hun,2000,58.8588
hun,2001,60.34876
hun,2002,60.67428
hun,2003,66.66569
hun,2004,61.79839
hun,2005,55.87873
hun,2006,57.92967
hun,2007,58.19319
hun,2008,56.8045
hun,2009,48.65211
hun,2010,49.33772
hun,2011,48.56048
hun,2012,46.42125
hun,2013,39.62171
hun,2014,35.48585
hun,2015,36.55988
idn,1971,55.9795
idn,1972,66.95043
idn,1973,56.54008
idn,1974,58.41885
idn,1975,60.10033
idn,1976,57.17647
idn,1977,64.12657
idn,1978,71.80689
idn,1979,76.8747
idn,1980,82.07145
idn,1981,81.07354
idn,1982,86.79531
idn,1983,83.27828
idn,1984,82.85861
idn,1985,77.20244
idn,1986,73.02507
idn,1987,77.47116
idn,1988,75.02877
idn,1989,72.23625
idn,1990,79.08287
idn,1991,79.44296
idn,1992,76.16168
idn,1993,80.22467
idn,1994,84.34324
idn,1995,83.5369
idn,1996,84.46932
idn,1997,89.66058
idn,1998,84.2346
idn,1999,85.87674
idn,2000,84.04393
idn,2001,82.52513
idn,2002,85.04671
idn,2003,86.36146
idn,2004,86.39348
idn,2005,86.39447
idn,2006,87.74122
idn,2007,87.09612
idn,2008,86.68417
idn,2009,86.76694
idn,2010,84.14598
idn,2011,87.99893
idn,2012,88.75569
idn,2013,87.72058
idn,2014,88.517
idn,2015,89.34457
ind,1971,55.98337
ind,1972,59.81621
ind,1973,56.9001
ind,1974,60.76058
ind,1975,58.1768
ind,1976,60.15688
ind,1977,59.2724
ind,1978,54.65136
ind,1979,57.12766
ind,1980,58.84195
ind,1981,60.24787
ind,1982,64.37285
ind,1983,64.77804
ind,1984,66.23187
ind,1985,69.8951
ind,1986,71.13168
ind,1987,76.3392
ind,1988,73.92477
ind,1989,75.43834
ind,1990,73.41288
ind,1991,75.46201
ind,1992,77.25257
ind,1993,78.94525
ind,1994,77.33571
ind,1995,80.8554
ind,1996,82.18522
ind,1997,81.8517
ind,1998,80.93225
ind,1999,82.31434
ind,2000,83.44216
ind,2001,83.48184
ind,2002,84.76876
ind,2003,83.79364
ind,2004,83.02024
ind,2005,80.94923
ind,2006,80.01587
ind,2007,80.05156
ind,2008,81.70059
ind,2009,82.27508
ind,2010,81.23586
ind,2011,79.63233
ind,2012,81.28737
ind,2013,79.72051
ind,2014,80.89616
ind,2015,81.8921
irl,1960,58.79752
irl,1961,69.91439
irl,1962,75.72744
irl,1963,77.49141
irl,1964,76.8253
irl,1965,74.50555
irl,1966,78.72659
irl,1967,81.75366
irl,1968,84.14559
irl,1969,88.92688
irl,1970,86.15092
irl,1971,92.60787
irl,1972,90.10016
irl,1973,91.23571
irl,1974,89.69991
irl,1975,93.07273
irl,1976,92.85026
irl,1977,91.69715
