geo,time,pa_nus_atls
bra,1968,0
bra,1969,0
bra,1970,0
bra,1971,0
bra,1972,0
bra,1973,0
bra,1974,0
bra,1975,0
bra,1976,0
bra,1977,0
bra,1978,0
bra,1979,0
bra,1980,0
bra,1981,0
bra,1982,0
bra,1983,0
bra,1984,0
bra,1985,0
bra,1986,0
bra,1987,0
bra,1988,0
bra,1989,0
bra,1990,0.00003
bra,1991,0.00018
bra,1992,0.00195
bra,1993,0.03828
bra,1994,0.66468
bra,1995,0.91767
bra,1996,1.0051
bra,1997,1.07799
bra,1998,1.16052
bra,1999,1.81393
bra,2000,1.82942
bra,2001,2.34963
bra,2002,2.92036
bra,2003,3.07748
bra,2004,2.92512
bra,2005,2.43439
bra,2006,2.17533
bra,2007,1.94706
bra,2008,1.83377
bra,2009,1.99943
bra,2010,1.75923
bra,2011,1.67283
bra,2012,1.95307
bra,2013,2.15609
bra,2014,2.35295
bra,2015,3.3269
bra,2016,3.49131
bra,2017,3.19139
bra,2018,3.65383
bra,2019,3.94447
bra,2020,5.15518
brb,1960,1.7143
brb,1961,1.7143
brb,1962,1.7143
brb,1963,1.7143
brb,1964,1.7143
brb,1965,1.7143
brb,1966,1.7143
brb,1967,1.7381
brb,1968,2
brb,1969,2
brb,1970,2
brb,1971,1.9749
brb,1972,1.9213
brb,1973,1.9592
brb,1974,2.0532
brb,1975,2.0201
brb,1976,2.0038
brb,1977,2.0068
brb,1978,2.0113
brb,1979,2.0113
brb,1980,2.0113
brb,1981,2.0113
brb,1982,2.0113
brb,1983,2.0113
brb,1984,2.0113
brb,1985,2.0113
brb,1986,2.0113
brb,1987,2.0113
brb,1988,2.0113
brb,1989,2.0113
brb,1990,2.0113
brb,1991,2.0113
brb,1992,2
brb,1993,2.0113
brb,1994,2.0113
brb,1995,2.0113
brb,1996,2.0113
brb,1997,2.0113
brb,1998,2.0113
brb,1999,2.0113
brb,2000,2
brb,2001,2
brb,2002,2
brb,2003,2
brb,2004,2
brb,2005,2
brb,2006,2
brb,2007,2
brb,2008,2
brb,2009,2
brb,2010,2
brb,2011,2
brb,2012,2
brb,2013,2
brb,2014,2
brb,2015,2
brb,2016,2
brb,2017,2
brb,2018,2
brb,2019,2
brb,2020,2
brn,1960,3.0612
brn,1961,3.0612
brn,1962,3.0612
brn,1963,3.0612
brn,1964,3.0612
brn,1965,3.0612
brn,1966,3.0612
brn,1967,3.0612
brn,1968,3.0612
brn,1969,3.0612
brn,1970,3.0612
brn,1971,3.0523
brn,1972,2.8196
brn,1973,2.4586
brn,1974,2.4369
brn,1975,2.3713
brn,1976,2.4708
brn,1977,2.4394
brn,1978,2.274
brn,1979,2.1746
brn,1980,2.1412
brn,1981,2.1127
brn,1982,2.14
brn,1983,2.113
brn,1984,2.1331
brn,1985,2.2001
brn,1986,2.1774
brn,1987,2.106
brn,1988,2.0124
brn,1989,1.9503
brn,1990,1.8125
brn,1991,1.7276
brn,1992,1.629
brn,1993,1.6158
brn,1994,1.5274
brn,1995,1.4174
brn,1996,1.41
brn,1997,1.4848
brn,1998,1.6736
brn,1999,1.695
brn,2000,1.724
brn,2001,1.7917
brn,2002,1.7906
brn,2003,1.7422
brn,2004,1.6902
brn,2005,1.6644
brn,2006,1.5889
brn,2007,1.5071
brn,2008,1.4172
brn,2009,1.4546
brn,2010,1.3635
brn,2011,1.2579
brn,2012,1.2496
brn,2013,1.2512
brn,2014,1.267
brn,2015,1.3749
brn,2016,1.3813
brn,2017,1.3809
brn,2018,1.3489
brn,2019,1.3642
brn,2020,1.3797
btn,1960,4.7619
btn,1961,4.7619
btn,1962,4.7619
btn,1963,4.7619
btn,1964,4.7619
btn,1965,4.7619
btn,1966,6.3591
btn,1967,7.5
btn,1968,7.5
btn,1969,7.5
btn,1970,7.5
btn,1971,7.5008
btn,1972,7.5945
btn,1973,7.742
btn,1974,8.1016
btn,1975,8.3759
btn,1976,8.9604
btn,1977,8.7386
btn,1978,8.1928
btn,1979,8.1258
btn,1980,7.86
btn,1981,8.66
btn,1982,9.46
btn,1983,10.1
btn,1984,11.36
btn,1985,12.37
btn,1986,12.61
btn,1987,12.96
btn,1988,13.92
btn,1989,16.23
btn,1990,17.51
btn,1991,22.74
btn,1992,25.92
btn,1993,30.49
btn,1994,31.37
btn,1995,32.43
btn,1996,35.43
btn,1997,36.31
btn,1998,41.26
btn,1999,43.06
btn,2000,44.94
btn,2001,47.19
btn,2002,48.61
btn,2003,46.58
btn,2004,45.32
btn,2005,44.1
btn,2006,45.307
btn,2007,41.3485
btn,2008,43.5052
btn,2009,48.4053
btn,2010,45.7258
btn,2011,46.6705
btn,2012,53.4372
btn,2013,58.5978
btn,2014,61.0295
btn,2015,64.1519
btn,2016,67.1953
btn,2017,65.1216
btn,2018,68.3895
btn,2019,70.4203
btn,2020,74.09957
bwa,1960,0.7133
bwa,1961,0.7147
bwa,1962,0.7133
bwa,1963,0.7153
bwa,1964,0.7173
bwa,1965,0.7163
bwa,1966,0.717
bwa,1967,0.717
bwa,1968,0.717
bwa,1969,0.7181
bwa,1970,0.7164
bwa,1971,0.7124
bwa,1972,0.7728
bwa,1973,0.6941
bwa,1974,0.6795
bwa,1975,0.7395
bwa,1976,0.8696
bwa,1977,0.842
bwa,1978,0.8282
bwa,1979,0.815
bwa,1980,0.7772
bwa,1981,0.8367
bwa,1982,1.0297
bwa,1983,1.0969
bwa,1984,1.2984
bwa,1985,1.9026
bwa,1986,1.8791
bwa,1987,1.6789
bwa,1988,1.8286
bwa,1989,2.0149
bwa,1990,1.8605
bwa,1991,2.0216
bwa,1992,2.1097
bwa,1993,2.4231
bwa,1994,2.6846
bwa,1995,2.7722
bwa,1996,3.3242
bwa,1997,3.6508
bwa,1998,4.2259
bwa,1999,4.6244
bwa,2000,5.1018
bwa,2001,5.8412
bwa,2002,6.3278
bwa,2003,4.9499
bwa,2004,4.6929
bwa,2005,5.1167
bwa,2006,5.8303
bwa,2007,6.1388
bwa,2008,6.8269
bwa,2009,7.1551
bwa,2010,6.7936
bwa,2011,6.8382
bwa,2012,7.6405
bwa,2013,8.3989
bwa,2014,8.9761
bwa,2015,10.129
bwa,2016,10.9012
bwa,2017,10.3474
bwa,2018,10.2
bwa,2019,10.7559
bwa,2020,11.4562
caf,1960,245.1951
caf,1961,245.2601
caf,1962,245.0139
caf,1963,245.0164
caf,1964,245.0272
caf,1965,245.0609
caf,1966,245.6784
caf,1967,246.0009
caf,1968,247.5647
caf,1969,259.9606
caf,1970,276.4031
caf,1971,275.3565
caf,1972,252.0276
caf,1973,222.8892
caf,1974,240.7047
caf,1975,214.3129
caf,1976,238.9505
caf,1977,245.6797
caf,1978,225.6559
caf,1979,212.7216
caf,1980,211.2796
caf,1981,271.7315
caf,1982,328.6063
caf,1983,381.066
caf,1984,436.9567
caf,1985,449.263
caf,1986,346.3059
caf,1987,300.5366
caf,1988,297.8482
caf,1989,319.0083
caf,1990,272.2648
caf,1991,282.1069
caf,1992,264.6918
caf,1993,283.1626
caf,1994,555.2047
caf,1995,499.1484
caf,1996,511.5524
caf,1997,583.6694
caf,1998,589.9518
caf,1999,615.6991
caf,2000,711.9763
caf,2001,733.0385
caf,2002,696.9882
caf,2003,581.2003
caf,2004,528.2848
caf,2005,527.4681
caf,2006,522.8901
caf,2007,479.2668
caf,2008,447.8348
caf,2009,472.1863
caf,2010,494.7943
caf,2011,471.2486
caf,2012,510.5563
caf,2013,493.8996
caf,2014,493.7573
caf,2015,591.2117
caf,2016,592.6056
caf,2017,580.6568
caf,2018,555.4465
caf,2019,585.911
caf,2020,575.586
can,1960,0.96978
can,1961,1.01307
can,1962,1.06877
can,1963,1.07851
can,1964,1.07861
can,1965,1.07798
can,1966,1.07732
can,1967,1.07871
can,1968,1.07747
can,1969,1.07677
can,1970,1.0449
can,1971,1.0098
can,1972,0.9899
can,1973,1.0001
can,1974,0.978
can,1975,1.0172
can,1976,0.986
can,1977,1.0635
can,1978,1.1407
can,1979,1.1714
can,1980,1.1692
can,1981,1.1989
can,1982,1.2337
can,1983,1.2324
can,1984,1.2951
can,1985,1.3655
can,1986,1.3895
can,1987,1.326
can,1988,1.2307
can,1989,1.184
can,1990,1.1668
can,1991,1.1457
can,1992,1.2087
can,1993,1.2901
can,1994,1.3656
can,1995,1.3724
can,1996,1.3635
can,1997,1.3846
can,1998,1.4835
can,1999,1.4857
can,2000,1.4851
can,2001,1.5488
can,2002,1.5693
can,2003,1.4011
can,2004,1.301
can,2005,1.2118
can,2006,1.1344
can,2007,1.0741
can,2008,1.067
can,2009,1.1431
can,2010,1.03011
can,2011,0.98926
can,2012,0.99936
can,2013,1.03014
can,2014,1.10475
can,2015,1.27879
can,2016,1.32562
can,2017,1.29794
can,2018,1.29579
can,2019,1.32679
can,2020,1.34115
chanisl,1998,0.6038
chanisl,1999,0.6181
chanisl,2000,0.6609
chanisl,2001,0.6947
chanisl,2002,0.6672
chanisl,2003,0.6125
chanisl,2004,0.5462
chanisl,2005,0.55
chanisl,2006,0.5435
chanisl,2007,0.4998
che,1960,4.37295
che,1961,4.37295
che,1962,4.37295
che,1963,4.37295
che,1964,4.37295
che,1965,4.37295
che,1966,4.37295
che,1967,4.37295
che,1968,4.37295
che,1969,4.37295
che,1970,4.373
che,1971,4.1339
che,1972,3.8193
che,1973,3.1648
che,1974,2.9793
che,1975,2.5813
che,1976,2.4996
che,1977,2.4035
che,1978,1.788
che,1979,1.6627
che,1980,1.6757
che,1981,1.9642
che,1982,2.0303
che,1983,2.0991
che,1984,2.3497
che,1985,2.4571
che,1986,1.7989
che,1987,1.4912
che,1988,1.4633
che,1989,1.6359
che,1990,1.3892
che,1991,1.434
che,1992,1.4062
che,1993,1.4776
che,1994,1.3677
che,1995,1.1825
che,1996,1.236
che,1997,1.4513
che,1998,1.4498
che,1999,1.5022
che,2000,1.6888
che,2001,1.6876
che,2002,1.5586
che,2003,1.3467
che,2004,1.2435
che,2005,1.2452
che,2006,1.2538
che,2007,1.2004
che,2008,1.0831
che,2009,1.0881
che,2010,1.04291
che,2011,0.88804
che,2012,0.93768
che,2013,0.9269
che,2014,0.91615
che,2015,0.96238
che,2016,0.98539
che,2017,0.98469
che,2018,0.97788
che,2019,0.99377
che,2020,0.93884
chl,1960,0.0011
chl,1961,0.0011
chl,1962,0.0011
chl,1963,0.0016
chl,1964,0.0023
chl,1965,0.0032
chl,1966,0.0039
chl,1967,0.0051
chl,1968,0.0069
chl,1969,0.0086
chl,1970,0.0113
chl,1971,0.0122
chl,1972,0.0208
chl,1973,0.0716
chl,1974,0.5928
chl,1975,4.91
chl,1976,13.05
chl,1977,21.54
chl,1978,31.66
chl,1979,37.25
chl,1980,39
chl,1981,39
chl,1982,50.91
chl,1983,78.79
chl,1984,98.48
chl,1985,160.86
chl,1986,192.93
chl,1987,219.41
chl,1988,245.01
chl,1989,266.95
chl,1990,304.9
chl,1991,349.22
chl,1992,362.58
chl,1993,404.17
chl,1994,420.18
chl,1995,396.77
chl,1996,412.27
chl,1997,419.31
chl,1998,460.29
chl,1999,508.78
chl,2000,539.49
chl,2001,634.94
chl,2002,688.94
chl,2003,691.4
chl,2004,609.53
chl,2005,559.7675
chl,2006,530.275
chl,2007,522.4642
chl,2008,522.461
chl,2009,560.8599
chl,2010,510.2492
chl,2011,483.6675
chl,2012,486.4713
chl,2013,495.2729
chl,2014,570.3482
chl,2015,654.1241
chl,2016,676.9577
chl,2017,648.8338
chl,2018,641.2768
chl,2019,702.8974
chl,2020,792.7272
chn,1960,2.4618
chn,1961,2.4618
chn,1962,2.4618
chn,1963,2.4618
chn,1964,2.4618
chn,1965,2.4618
chn,1966,2.4618
chn,1967,2.4618
chn,1968,2.4618
chn,1969,2.4618
chn,1970,2.4618
chn,1971,2.4618
chn,1972,2.2451
chn,1973,1.9894
chn,1974,1.9612
chn,1975,1.8598
chn,1976,1.9414
chn,1977,1.8578
chn,1978,2.46
chn,1979,2.3
chn,1980,2.4
chn,1981,2.52
chn,1982,2.62
chn,1983,2.61
chn,1984,2.8
chn,1985,2.94
chn,1986,3.45
chn,1987,4.46
chn,1988,4.86
chn,1989,4.94
chn,1990,5.23
chn,1991,5.74
chn,1992,6.37
chn,1993,8.0213
chn,1994,8.6187
chn,1995,8.3507
chn,1996,8.3142
chn,1997,8.2898
chn,1998,8.2791
chn,1999,8.2783
chn,2000,8.2784
chn,2001,8.2771
chn,2002,8.277
chn,2003,8.277
chn,2004,8.2768
chn,2005,8.1943
chn,2006,7.9734
chn,2007,7.6075
chn,2008,6.9487
chn,2009,6.8314
chn,2010,6.7703
chn,2011,6.4615
chn,2012,6.3123
chn,2013,6.1958
chn,2014,6.1434
chn,2015,6.2275
chn,2016,6.6445
chn,2017,6.7588
chn,2018,6.616
chn,2019,6.9084
chn,2020,6.9008
civ,1960,245.1951
civ,1961,245.2601
civ,1962,245.0139
civ,1963,245.0164
civ,1964,245.0272
civ,1965,245.0609
civ,1966,245.6784
civ,1967,246.0009
civ,1968,247.5647
civ,1969,259.9606
civ,1970,276.4031
civ,1971,275.3565
civ,1972,252.0276
civ,1973,222.8892
civ,1974,240.7047
civ,1975,214.3129
civ,1976,238.9505
civ,1977,245.6797
civ,1978,225.6559
civ,1979,212.7216
civ,1980,211.2796
civ,1981,271.7315
civ,1982,328.6063
civ,1983,381.066
civ,1984,436.9567
civ,1985,449.263
civ,1986,346.3059
civ,1987,300.5366
civ,1988,297.8482
civ,1989,319.0083
civ,1990,272.2648
civ,1991,282.1069
civ,1992,264.6918
civ,1993,283.1626
civ,1994,555.2047
civ,1995,499.1484
civ,1996,511.5524
civ,1997,583.6694
civ,1998,589.9518
civ,1999,615.6991
civ,2000,710.208
civ,2001,732.3977
civ,2002,693.7132
civ,2003,579.8974
civ,2004,527.338
civ,2005,527.2584
civ,2006,522.4256
civ,2007,478.6337
civ,2008,446
civ,2009,470.2934
civ,2010,494.7943
civ,2011,471.2486
civ,2012,510.5563
civ,2013,493.8996
civ,2014,493.7573
civ,2015,591.2117
civ,2016,592.6056
civ,2017,580.6567
civ,2018,555.4465
civ,2019,585.911
civ,2020,575.586
cmr,1960,245.1951
cmr,1961,245.2601
cmr,1962,245.0139
cmr,1963,245.0164
cmr,1964,245.0272
cmr,1965,245.0609
cmr,1966,245.6784
cmr,1967,246.0009
cmr,1968,247.5647
cmr,1969,259.9606
cmr,1970,276.4031
cmr,1971,275.3565
cmr,1972,252.0276
cmr,1973,222.8892
cmr,1974,240.7047
cmr,1975,214.3129
cmr,1976,238.9505
cmr,1977,245.6797
cmr,1978,225.6559
cmr,1979,212.7216
cmr,1980,211.2796
cmr,1981,271.7315
cmr,1982,328.6063
cmr,1983,381.066
cmr,1984,436.9567
cmr,1985,449.263
cmr,1986,346.3059
cmr,1987,300.5366
cmr,1988,297.8482
cmr,1989,319.0083
cmr,1990,272.2648
cmr,1991,282.1069
cmr,1992,264.6918
cmr,1993,283.1626
cmr,1994,555.2047
cmr,1995,499.1484
cmr,1996,511.5524
cmr,1997,583.6694
cmr,1998,589.9518
cmr,1999,615.4733
cmr,2000,710.208
cmr,2001,732.3977
cmr,2002,693.7132
cmr,2003,579.8974
cmr,2004,527.338
cmr,2005,527.2584
cmr,2006,522.4256
cmr,2007,478.6337
cmr,2008,446
cmr,2009,470.2934
cmr,2010,494.7943
cmr,2011,471.2486
cmr,2012,510.5563
cmr,2013,493.8996
cmr,2014,493.7573
cmr,2015,591.2117
cmr,2016,592.6056
cmr,2017,580.6567
cmr,2018,555.4465
cmr,2019,585.911
cmr,2020,575.586
cod,1960,0
cod,1961,0
cod,1962,0
cod,1963,0
cod,1964,0
cod,1965,0
cod,1966,0
cod,1967,0
cod,1968,0
cod,1969,0
cod,1970,0
cod,1971,0
cod,1972,0
cod,1973,0
cod,1974,0
cod,1975,0
cod,1976,0
cod,1977,0
cod,1978,0
cod,1979,0
cod,1980,0
cod,1981,0
cod,1982,0
cod,1983,0
cod,1984,0
cod,1985,0
cod,1986,0
cod,1987,0
cod,1988,0
cod,1989,0
cod,1990,0
cod,1991,0
cod,1992,0
cod,1993,0.00003
cod,1994,0.0119
cod,1995,0.0702
cod,1996,0.5018
cod,1997,1.3134
cod,1998,1.6072
cod,1999,11
cod,2000,69
cod,2001,300
cod,2002,346.6879
cod,2003,405.3974
cod,2004,399.4757
cod,2005,473.908
cod,2006,468.2788
cod,2007,516.7498
cod,2008,559.2925
cod,2009,809.7858
cod,2010,905.9135
cod,2011,919.4913
cod,2012,919.755
cod,2013,919.5659
cod,2014,925.2263
cod,2015,925.985
cod,2016,1010.3028
cod,2017,1464.4179
cod,2018,1622.5235
cod,2019,1647.7601
cod,2020,1851.1222
cog,1960,245.1951
cog,1961,245.2601
cog,1962,245.01385
cog,1963,245.01635
cog,1964,245.02718
cog,1965,245.06093
cog,1966,245.67844
cog,1967,246.00094
cog,1968,247.56469
cog,1969,259.96057
cog,1970,276.40314
cog,1971,275.35646
cog,1972,252.02763
cog,1973,222.88918
cog,1974,240.70467
cog,1975,214.3129
cog,1976,238.95049
cog,1977,245.67969
cog,1978,225.65586
cog,1979,212.72164
cog,1980,211.27956
cog,1981,271.73145
cog,1982,328.60625
cog,1983,381.06604
cog,1984,436.95667
cog,1985,449.26296
cog,1986,346.3059
cog,1987,300.53656
cog,1988,297.84822
cog,1989,319.0083
cog,1990,272.26479
cog,1991,282.1069
cog,1992,264.6918
cog,1993,283.1626
cog,1994,555.2047
cog,1995,499.1484
cog,1996,511.5524
cog,1997,583.6694
cog,1998,589.9518
cog,1999,615.6991
cog,2000,710.208
cog,2001,732.3977
cog,2002,693.7132
cog,2003,579.8974
cog,2004,527.338
cog,2005,527.4681
cog,2006,522.8901
cog,2007,479.2668
cog,2008,447.8053
cog,2009,472.1863
cog,2010,495.277
cog,2011,471.8661
cog,2012,510.5271
cog,2013,494.04
cog,2014,494.415
cog,2015,591.4495
cog,2016,592.8
cog,2017,580.9
cog,2018,555.4465
cog,2019,585.911
cog,2020,575.586
col,1960,6.635
col,1961,6.7
col,1962,6.9012
col,1963,9
col,1964,9
col,1965,10.5
col,1966,13.5
col,1967,14.5067
col,1968,16.2917
col,1969,17.3217
col,1970,18.4442
col,1971,19.9333
col,1972,21.8667
col,1973,23.5717
col,1974,26.0617
col,1975,30.9275
col,1976,34.695
col,1977,36.7742
col,1978,39.095
col,1979,42.5483
col,1980,47.2783
col,1981,54.4892
col,1982,64.0858
col,1983,78.8575
col,1984,100.8175
col,1985,142.3117
col,1986,194.2608
col,1987,242.6067
col,1988,299.1733
col,1989,382.5667
col,1990,502.26
col,1991,633.05
col,1992,680.1
col,1993,786.6697
col,1994,826.5602
col,1995,912.7834
col,1996,1036.5508
col,1997,1141.0844
col,1998,1427.0417
col,1999,1758.5771
col,2000,2087.6779
col,2001,2299.6332
col,2002,2504.2413
col,2003,2877.6525
col,2004,2628.6129
col,2005,2320.8342
col,2006,2361.1394
col,2007,2078.2918
col,2008,1967.7113
col,2009,2158.2559
col,2010,1898.5696
col,2011,1848.1395
col,2012,1796.8959
col,2013,1868.7853
col,2014,2001.781
col,2015,2741.8809
col,2016,3054.1217
col,2017,2951.3274
col,2018,2955.704
col,2019,3280.8316
col,2020,3694.8541
com,1960,245.193
com,1961,245.258
com,1962,245.0118
com,1963,245.0143
com,1964,245.0251
com,1965,245.0589
com,1966,245.6764
com,1967,245.9989
com,1968,247.5626
com,1969,259.9584
com,1970,276.4008
com,1971,275.3543
com,1972,252.0255
com,1973,222.8873
com,1974,240.7026
com,1975,214.3111
com,1976,238.9485
com,1977,245.6776
com,1978,225.6539
com,1979,212.7198
com,1980,211.2778
com,1981,271.7291
com,1982,328.6035
com,1983,381.0628
com,1984,436.953
com,1985,449.2592
com,1986,346.303
com,1987,300.534
com,1988,297.8457
com,1989,319.0056
com,1990,272.2625
com,1991,282.1045
com,1992,264.6896
com,1993,283.1602
com,1994,416.3988
com,1995,374.3571
com,1996,383.66
com,1997,437.7471
com,1998,442.4588
com,1999,461.7746
com,2000,532.656
com,2001,549.2983
com,2002,520.2849
com,2003,434.9231
com,2004,395.5035
com,2005,395.4438
com,2006,391.8192
com,2007,358.9753
com,2008,334.5
com,2009,352.7201
com,2010,371.0957
com,2011,353.4365
com,2012,382.9173
com,2013,370.4247
com,2014,370.318
com,2015,443.4088
com,2016,444.4542
com,2017,435.4926
com,2018,416.5848
com,2019,439.4631
com,2020,430.7209
cpv,1960,28.7001
cpv,1961,28.7001
cpv,1962,28.7001
cpv,1963,28.7001
cpv,1964,28.7001
cpv,1965,28.75
cpv,1966,28.75
cpv,1967,28.75
cpv,1968,28.75
cpv,1969,28.75
cpv,1970,28.75
cpv,1971,28.3121
cpv,1972,27.0534
cpv,1973,24.5152
cpv,1974,25.4082
cpv,1975,25.5432
cpv,1976,30.2291
cpv,1977,34.0465
cpv,1978,35.5007
cpv,1979,37.433
cpv,1980,40.1749
cpv,1981,48.6947
cpv,1982,58.2933
cpv,1983,71.6858
cpv,1984,84.8779
cpv,1985,91.6317
cpv,1986,80.1449
cpv,1987,72.4658
cpv,1988,72.0675
cpv,1989,77.9781
cpv,1990,70.0313
cpv,1991,71.408
cpv,1992,68.018
cpv,1993,80.427
cpv,1994,81.891
cpv,1995,76.853
cpv,1996,82.5915
cpv,1997,93.117
cpv,1998,98.158
cpv,1999,103.502
cpv,2000,119.6871
cpv,2001,123.2278
cpv,2002,117.1676
cpv,2003,97.703
cpv,2004,88.8076
cpv,2005,88.6703
cpv,2006,87.9007
cpv,2007,80.5674
cpv,2008,75.2785
cpv,2009,79.3771
cpv,2010,83.2588
cpv,2011,79.2769
cpv,2012,86.319
cpv,2013,83.0725
cpv,2014,83.0345
cpv,2015,99.3857
cpv,2016,99.6887
cpv,2017,97.8881
cpv,2018,93.4135
cpv,2019,98.4952
cpv,2020,96.7957
cri,1960,5.6363
cri,1961,5.9742
cri,1962,6.6501
cri,1963,6.6501
cri,1964,6.6501
cri,1965,6.625
cri,1966,6.625
cri,1967,6.625
cri,1968,6.625
cri,1969,6.625
cri,1970,6.625
cri,1971,6.6258
cri,1972,6.635
cri,1973,6.6468
cri,1974,7.93
cri,1975,8.57
cri,1976,8.57
cri,1977,8.57
cri,1978,8.57
cri,1979,8.57
cri,1980,8.57
cri,1981,21.7633
cri,1982,37.4067
cri,1983,41.0942
cri,1984,44.5327
cri,1985,50.5
cri,1986,55.8
cri,1987,62.77
cri,1988,75.79
cri,1989,81.11
cri,1990,91.54
cri,1991,122.43
cri,1992,134.5063
cri,1993,142.1717
cri,1994,157.0667
cri,1995,179.63
cri,1996,207.71
cri,1997,232.6
cri,1998,257.19
cri,1999,285.68
cri,2000,308.19
cri,2001,328.87
cri,2002,359.82
cri,2003,398.66
cri,2004,437.93
cri,2005,477.88
cri,2006,511.25
cri,2007,516.6155
cri,2008,526.2356
cri,2009,573.288
cri,2010,525.8295
cri,2011,505.6642
cri,2012,502.9015
cri,2013,499.7668
cri,2014,538.3172
cri,2015,534.5658
cri,2016,544.7394
cri,2017,567.5131
cri,2018,576.9725
cri,2019,587.2946
cri,2020,584.9009
cub,1970,1
cub,1971,1
cub,1972,0.953
cub,1973,0.829
cub,1974,0.82
cub,1975,0.82
cub,1976,0.821
cub,1977,0.83
cub,1978,0.77
cub,1979,0.73
cub,1980,0.72
cub,1981,0.83
cub,1982,0.85
cub,1983,0.859
cub,1984,0.8785
cub,1985,0.9159
cub,1986,0.8334
cub,1987,0.7863
cub,1988,0.758
cub,1989,0.7803
cub,1990,0.752
cub,1991,0.7327
cub,1992,0.74
cub,1993,0.74
cub,1994,0.74
cub,1995,0.7833
cub,1996,1
cub,1997,1
cub,1998,1
cub,1999,1
cub,2000,1
cub,2001,1
cub,2002,1
cub,2003,1
cub,2004,1
cub,2005,1
cub,2006,1
cub,2007,1
cub,2008,1
cub,2009,1
cub,2010,1
cub,2011,1
cub,2012,1
cub,2013,1
cub,2014,1
cub,2015,1
cub,2016,1
cub,2017,1
cub,2018,1
cub,2019,1
cub,2020,1
cym,2005,0.8333
cym,2006,0.8333
cym,2007,0.8333
cym,2008,0.8333
cym,2009,0.8333
cym,2010,0.8333
cym,2011,0.8333
cym,2012,0.8333
cym,2013,0.8333
cym,2014,0.8333
cym,2015,0.8333
cym,2016,0.8333
cym,2017,0.8333
cym,2018,0.8333
cym,2019,0.8333
cym,2020,0.8333
cyp,1970,0.9706
cyp,1971,0.9483
cyp,1972,0.8888
cyp,1973,0.8591
cyp,1974,0.8979
cyp,1975,0.8963
cyp,1976,0.9903
cyp,1977,0.9837
cyp,1978,0.8977
cyp,1979,0.835
cyp,1980,0.603
cyp,1981,0.717
cyp,1982,0.811
cyp,1983,0.899
cyp,1984,1.003
cyp,1985,1.042
cyp,1986,0.885
cyp,1987,0.821
cyp,1988,0.797
cyp,1989,0.845
cyp,1990,0.781
cyp,1991,0.792
cyp,1992,0.767
cyp,1993,0.849
cyp,1994,0.84
cyp,1995,0.773
cyp,1996,0.797
cyp,1997,0.877
cyp,1998,0.884
cyp,1999,0.927
cyp,2000,1.061
cyp,2001,1.098
cyp,2002,1.04
cyp,2003,0.883
cyp,2004,0.8
cyp,2005,0.8041
cyp,2006,0.7971
cyp,2007,0.7306
cyp,2008,0.6827
cyp,2009,0.7198
cyp,2010,0.7543
cyp,2011,0.7184
cyp,2012,0.7783
cyp,2013,0.7529
cyp,2014,0.7527
cyp,2015,0.9013
cyp,2016,0.9034
cyp,2017,0.8852
cyp,2018,0.8468
cyp,2019,0.8933
cyp,2020,0.8755
cze,1980,14.26
cze,1981,13.25
cze,1982,13.73
cze,1983,14.15
cze,1984,16.6
cze,1985,17.18
cze,1986,15
cze,1987,13.68
cze,1988,14.364
cze,1989,15.054
cze,1990,17.953
cze,1991,29.477
cze,1992,28.27
cze,1993,29.153
cze,1994,28.785
cze,1995,26.54
cze,1996,27.1452
cze,1997,31.6986
cze,1998,32.2812
cze,1999,34.5692
cze,2000,38.5955
cze,2001,38.0357
cze,2002,32.7386
cze,2003,28.209
cze,2004,25.6998
cze,2005,23.9574
cze,2006,22.5956
cze,2007,20.2937
cze,2008,17.0717
cze,2009,19.063
cze,2010,19.09825
cze,2011,17.69592
cze,2012,19.5775
cze,2013,19.57058
cze,2014,20.7575
cze,2015,24.59875
cze,2016,24.43992
cze,2017,23.37633
cze,2018,21.72992
cze,2019,22.93225
cze,2020,23.21025
deu,1960,2.14743
deu,1961,2.06221
deu,1962,2.04517
deu,1963,2.04517
deu,1964,2.04517
deu,1965,2.04517
deu,1966,2.04517
deu,1967,2.04517
deu,1968,2.04517
deu,1969,2.01619
deu,1970,1.8713
deu,1971,1.7933
deu,1972,1.6303
deu,1973,1.3665
deu,1974,1.3231
deu,1975,1.2579
deu,1976,1.2874
deu,1977,1.1873
deu,1978,1.027
deu,1979,0.9371
deu,1980,0.9294
deu,1981,1.1555
deu,1982,1.2407
deu,1983,1.3055
deu,1984,1.4551
deu,1985,1.5052
deu,1986,1.1103
deu,1987,0.919
deu,1988,0.8979
deu,1989,0.9613
deu,1990,0.8261
deu,1991,0.8485
deu,1992,0.7985
deu,1993,0.8453
deu,1994,0.8297
deu,1995,0.7327
deu,1996,0.7694
deu,1997,0.8866
deu,1998,0.8997
deu,1999,0.93828
deu,2000,1.08271
deu,2001,1.11653
deu,2002,1.05756
deu,2003,0.88405
deu,2004,0.80392
deu,2005,0.8038
deu,2006,0.79643
deu,2007,0.72967
deu,2008,0.67992
deu,2009,0.71696
deu,2010,0.75431
deu,2011,0.71841
deu,2012,0.77834
deu,2013,0.75295
deu,2014,0.75273
deu,2015,0.9013
deu,2016,0.90342
deu,2017,0.88521
deu,2018,0.84677
deu,2019,0.89328
deu,2020,0.87551
dji,1980,177.721
dji,1981,177.721
dji,1982,177.721
dji,1983,177.721
