geo,time,se_prm_prsl_zs
gab,1983,56.46489
gab,1986,58.33221
gab,1987,44.73366
gab,1988,60.48162
gab,1995,52.81174
gab,2002,59.80949
gbr,2015,97.60794
gbr,2016,99.75447
gbr,2017,99.83507
gbr,2018,99.8123
geo,1995,98.23887
geo,1996,98.43073
geo,1999,99.11871
geo,2000,94.8342
geo,2001,94.10345
geo,2002,95.01244
geo,2003,94.48258
geo,2004,85.69029
geo,2005,98.84364
geo,2006,99.73282
geo,2007,94.62175
geo,2008,94.64145
geo,2009,96.18667
geo,2011,93.11802
geo,2012,99.82045
geo,2013,98.67687
geo,2014,96.34457
geo,2015,99.2046
geo,2016,98.7848
geo,2017,98.95592
geo,2018,98.67887
geo,2019,98.28351
gha,1971,71.70608
gha,1973,68.95879
gha,1974,77.12094
gha,1975,91.97287
gha,1976,76.00887
gha,1977,71.12549
gha,1978,74.68071
gha,1979,73.17705
gha,1980,76.26329
gha,1991,78.10372
gha,2000,59.42404
gha,2001,88.99243
gha,2002,59.46301
gha,2008,72.23023
gha,2012,78.90396
gha,2013,83.71366
gha,2016,84.98027
gha,2017,81.58728
gin,1976,72.14941
gin,1977,59.6082
gin,1980,38.81897
gin,1981,46.02165
gin,1982,50.12233
gin,1983,40.95549
gin,1984,41.15276
gin,1985,44.35379
gin,1986,43.88012
gin,1987,43.36785
gin,1988,49.39724
gin,1989,44.07139
gin,1990,65.82119
gin,1991,51.75747
gin,1992,72.41185
gin,1993,72.65053
gin,2003,75.94414
gin,2004,70.54204
gin,2005,73.98927
gin,2006,76.31505
gin,2007,54.92511
gin,2008,62.60804
gin,2009,65.69451
gin,2011,58.58071
gin,2013,65.8936
gmb,1971,87.53307
gmb,1982,72.12316
gmb,1984,72.81341
gmb,1985,61.28354
gmb,1988,64.06994
gmb,1992,79.70101
gmb,1993,75.23437
gmb,1995,73.98043
gmb,1996,73.90536
gmb,1999,65.68633
gmb,2000,72.92384
gmb,2001,60.45601
gmb,2003,75.03509
gmb,2004,63.34356
gmb,2005,61.69446
gmb,2007,70.0477
gmb,2010,63.03621
gmb,2011,82.84922
gmb,2012,72.96015
gmb,2013,77.24511
gmb,2014,77.75113
gmb,2015,75.05229
gmb,2018,84.35406
gmb,2019,79.70687
gnb,1978,13.57479
gnb,1979,13.17231
gnb,1980,14.26305
gnb,1981,17.79871
gnb,1982,15.02372
gnb,1983,16.23813
gnb,1987,8.42558
gnq,2008,54.47262
gnq,2009,61.93119
gnq,2010,55.34128
gnq,2011,72.06936
grc,1971,93.34068
grc,1972,94.94908
grc,1973,94.14861
grc,1974,92.46327
grc,1975,97.33583
grc,1976,97.49854
grc,1977,96.9489
grc,1978,97.01343
grc,1979,92.89389
grc,1980,98.02712
grc,1981,97.9449
grc,1982,98.86576
grc,1983,99.22053
grc,1984,99.78504
grc,1985,98.52928
grc,1986,92.66098
grc,1988,97.54322
grc,1991,99.31844
grc,2004,97.85196
grc,2005,97.546
grc,2006,97.36444
grc,2010,92.89116
grc,2011,94.41727
grc,2012,90.68469
grc,2013,91.68669
grc,2015,95.96618
grc,2016,98.62579
grc,2017,97.95698
grc,2018,99.26242
grd,1975,66.52861
grd,1976,65.35079
grd,1982,85.15232
grd,1983,79.79792
grd,1984,86.88845
gtm,1970,30.96738
gtm,1971,32.33637
gtm,1974,33.73831
gtm,1975,32.11098
gtm,1976,37.15388
gtm,1977,37.03357
gtm,1978,35.50632
gtm,1979,38.71221
gtm,1980,41.32828
gtm,1981,25.67936
gtm,1982,47.17731
gtm,1983,39.75689
gtm,1984,39.88104
gtm,1985,35.5214
gtm,1995,44.53096
gtm,1999,51.78842
gtm,2000,50.39272
gtm,2001,60.48973
gtm,2004,62.6479
gtm,2005,63.34212
gtm,2006,62.49393
gtm,2007,64.79045
gtm,2008,78.81249
gtm,2009,67.98445
gtm,2010,70.92667
gtm,2011,66.72773
gtm,2012,67.74237
gtm,2013,71.76278
gtm,2014,74.75536
gtm,2016,78.39797
gtm,2017,84.95945
gtm,2018,71.84782
gtm,2019,76.49139
guy,1972,84.48165
guy,1977,77.03811
guy,1978,80.9952
guy,1979,74.1416
guy,1980,90.67545
guy,1981,83.11067
guy,1982,76.2752
guy,1983,68.97812
guy,1999,86.05712
guy,2000,65.10686
guy,2008,83.46675
guy,2011,92.18719
hkg,1979,96.35314
hkg,1980,97.4506
hkg,1981,97.19274
hkg,1982,98.53371
hkg,1983,98.00785
hkg,1984,97.58977
hkg,1985,99.00708
hkg,1988,98.76375
hkg,1989,98.76344
hkg,1990,97.25998
hkg,1991,98.56003
hkg,1992,98.37924
hkg,1993,98.8581
hkg,1994,99.17868
hkg,1995,99.403
hkg,2002,99.32948
hkg,2003,99.31755
hkg,2004,99.25633
hkg,2007,99.51376
hkg,2008,99.56053
hkg,2010,99.4252
hkg,2011,99.02224
hkg,2012,98.99714
hkg,2013,98.44961
hkg,2014,98.30232
hkg,2015,98.24547
hkg,2016,98.84462
hkg,2017,98.69878
hkg,2018,97.35319
hkg,2019,98.18859
hnd,1979,36.6527
hnd,1983,42.83578
hnd,1991,60.00548
hnd,1992,55.48124
hnd,1993,54.14503
hnd,1994,49.21566
hnd,1995,54.81278
hnd,1996,54.31493
hnd,1997,52.27336
hnd,2005,80.95521
hnd,2007,76.19142
hnd,2008,71.71689
hnd,2009,79.78904
hnd,2010,74.7994
hnd,2011,69.55745
hnd,2012,69.65487
hnd,2013,75.44572
hnd,2015,82.58241
hnd,2016,82.69117
hnd,2019,76.70302
hrv,1994,98.39449
hrv,1995,98.13594
hrv,1996,99.47845
hrv,1998,99.47222
hrv,1999,99.39708
hrv,2000,99.51306
hrv,2001,99.53808
hrv,2002,99.55165
hrv,2005,99.49619
hrv,2006,99.45349
hrv,2007,98.14363
hrv,2008,98.95018
hrv,2009,99.05614
hrv,2010,99.30332
hrv,2011,99.43954
hrv,2012,99.25469
hrv,2013,97.85067
hrv,2014,99.01141
hrv,2015,97.38467
hrv,2016,97.04085
hrv,2017,96.715
hrv,2018,98.35238
hti,1978,33.7615
hti,1979,45.56662
hti,1981,14.20187
hti,1982,30.99176
hti,1984,15.21736
hti,1985,32.23436
hun,1971,93.9191
hun,1972,94.65154
hun,1973,94.78075
hun,1974,95.16064
hun,1975,95.92881
hun,1976,95.89763
hun,1977,95.85038
hun,1978,95.99096
hun,1979,97.07388
hun,1980,96.41405
hun,1981,96.71991
hun,1982,97.21787
hun,1983,97.0592
hun,1984,97.13194
hun,1985,96.83341
hun,1986,96.63021
hun,1987,96.73841
hun,1988,97.74811
hun,1989,97.8121
hun,1990,98.22758
hun,1991,97.63886
hun,1992,97.55775
hun,1996,96.06522
hun,1997,93.78696
hun,1998,96.07585
hun,1999,96.42893
hun,2000,94.41328
hun,2001,96.54681
hun,2002,97.36002
hun,2003,97.29416
hun,2004,97.9969
hun,2005,98.03142
hun,2006,97.95404
hun,2007,98.66861
hun,2008,97.69845
hun,2009,98.0723
hun,2010,98.47976
hun,2011,98.44737
hun,2012,97.96927
hun,2013,98.26017
hun,2014,97.91477
hun,2015,98.42916
hun,2016,97.3747
hun,2017,98.90197
hun,2018,98.9183
idn,1971,57.87459
idn,1972,58.03003
idn,1973,45.45737
idn,1974,49.13553
idn,1975,50.3441
idn,1976,59.00239
idn,1977,77.20383
idn,1981,68.25008
idn,1982,69.07361
idn,1983,73.06587
idn,1984,75.45193
idn,1985,79.88473
idn,1986,80.12446
idn,1987,78.43163
idn,1988,79.45013
idn,1989,77.43698
idn,1990,78.82184
idn,1991,77.96305
idn,1992,81.65811
idn,1993,89.49887
idn,1994,80.76279
idn,1995,84.91615
idn,1996,82.97163
idn,2001,85.88998
idn,2002,86.36936
idn,2003,85.10136
idn,2004,82.98568
idn,2007,79.97704
idn,2008,87.86967
idn,2009,91.79967
idn,2011,88.97507
idn,2012,81.80196
idn,2013,81.94135
idn,2016,97.58232
idn,2017,98.23205
ind,1973,38.285
ind,1986,52.73543
ind,1987,61.95472
ind,1994,58.62834
ind,1999,62.04667
ind,2000,59.00634
ind,2001,61.37311
ind,2013,81.83775
ind,2014,93.2662
ind,2015,90.16345
ind,2016,87.73737
ind,2018,86.5115
irn,1983,83.06699
irn,1984,85.22882
irn,1985,84.4175
irn,1986,83.17769
irn,1987,86.93596
irn,1988,88.72429
irn,1989,90.57713
irn,1990,90.75587
irn,1991,89.94117
irn,1992,90.59385
irn,1993,89.11992
irn,1994,90.36001
irn,2000,97.44409
irn,2001,93.72916
irn,2002,87.51674
irn,2008,96.30315
irn,2009,93.16313
irn,2010,98.13071
irn,2011,96.17577
irn,2014,97.52948
irn,2015,97.88421
irn,2016,95.95456
irq,1971,61.1441
irq,1972,74.49824
irq,1973,72.90169
irq,1974,68.89213
irq,1982,58.53064
irq,1984,66.39711
irq,1985,69.33697
irq,1986,71.75882
irq,1987,72.57632
irq,1988,58.09831
irq,1999,49.49685
isl,1997,95.47238
isl,1998,98.10551
isl,1999,97.55185
isl,2000,98.94829
isl,2001,97.785
isl,2002,97.668
isl,2003,97.69095
isl,2004,98.16967
isl,2005,97.4772
isl,2006,93.16898
isl,2009,98.05722
isl,2010,97.09032
isl,2011,97.91737
isl,2012,98.34171
isl,2013,98.96922
isl,2014,98.74138
isl,2015,98.51166
isl,2016,98.37223
isl,2018,98.82293
isr,2001,99.12715
isr,2002,99.07579
isr,2003,98.8218
isr,2004,99.33844
isr,2005,99.1721
isr,2006,98.76787
isr,2007,98.846
isr,2008,98.8894
isr,2009,98.91862
isr,2010,98.91231
isr,2011,98.94026
isr,2012,98.83933
isr,2013,99.23824
isr,2014,98.89401
isr,2015,99.22209
isr,2016,98.57932
isr,2017,99.02128
isr,2018,98.79115
ita,1999,93.8457
ita,2001,95.81915
ita,2004,99.71162
ita,2005,99.40086
ita,2006,99.49865
ita,2007,99.57482
ita,2008,99.66056
ita,2009,99.64202
ita,2010,99.51775
ita,2011,99.33455
ita,2012,98.94044
ita,2013,99.41766
ita,2014,99.17572
ita,2015,99.23696
ita,2016,99.75483
ita,2017,99.76471
ita,2018,99.81511
jam,1983,81.62238
jam,1987,78.77522
jam,1990,87.7926
jam,2000,85.22241
jam,2001,85.84942
jam,2008,86.86084
jam,2012,86.07906
jam,2013,94.85108
jam,2016,93.37753
jam,2017,96.74934
jam,2018,92.83731
jam,2019,64.89734
jor,1971,71.39474
jor,1972,85.7948
jor,1973,87.15549
jor,1974,85.05377
jor,1975,85.59472
jor,1976,86.69966
jor,1977,86.89956
jor,1978,89.46321
jor,1979,92.04473
jor,1980,90.65745
jor,1981,93.75955
jor,1982,89.35329
jor,1983,95.66099
jor,1988,82.99711
jor,1989,94.27935
jor,1992,96.0296
jor,1993,96.37783
jor,1999,96.47739
jor,2002,95.57837
jor,2003,97.21293
jor,2004,95.39183
jor,2006,93.42581
jor,2010,97.89906
jor,2017,95.89703
jor,2018,95.30619
jor,2019,93.6752
jpn,1971,99.62306
jpn,1972,99.67175
jpn,1973,99.74348
jpn,1974,99.81923
jpn,1975,99.77883
jpn,1976,99.72062
jpn,1977,99.79537
jpn,1978,99.84037
jpn,1979,99.56293
jpn,1980,99.81565
jpn,1981,99.85946
jpn,1982,99.84385
jpn,1983,99.83347
jpn,1984,99.88051
jpn,1985,99.83455
jpn,1986,99.90023
jpn,1987,99.91309
jpn,1988,99.86482
jpn,1989,99.87708
jpn,1990,99.91701
jpn,1991,99.96497
jpn,1998,99.97495
jpn,1999,99.97693
jpn,2000,99.94003
jpn,2001,99.96523
jpn,2002,99.94649
jpn,2003,99.96613
jpn,2004,99.93345
jpn,2005,99.91943
jpn,2006,99.97233
jpn,2008,99.98383
jpn,2009,99.95139
jpn,2010,99.93114
jpn,2011,99.83826
jpn,2013,99.94394
jpn,2014,99.96458
jpn,2015,99.93462
jpn,2016,99.97674
kaz,1994,93.24812
kaz,1996,91.90541
kaz,1997,90.26097
kaz,2000,94.9527
kaz,2001,94.76754
kaz,2002,98.20675
kaz,2003,99.6688
kaz,2004,99.44144
kaz,2005,99.27073
kaz,2006,99.5783
kaz,2007,99.4526
kaz,2008,98.94902
kaz,2009,98.77773
kaz,2010,99.83943
kaz,2011,99.55235
kaz,2012,99.27584
kaz,2013,98.89575
kaz,2014,98.77222
kaz,2015,99.03161
kaz,2016,98.25333
kaz,2017,99.17728
kaz,2018,99.16993
kaz,2019,97.14414
ken,1972,75.82365
ken,1974,63.63094
ken,1975,51.99753
ken,1976,57.35577
ken,1977,50.08201
ken,1979,65.59749
ken,1980,59.59632
ken,2003,72.7511
ken,2004,77.63126
ken,2014,93.00393
kgz,1995,96.21886
kgz,1999,94.51797
kgz,2000,93.0335
kgz,2001,92.14788
kgz,2002,93.48337
kgz,2003,95.82462
kgz,2004,96.86686
kgz,2005,98.08012
kgz,2006,96.49643
kgz,2007,98.34704
kgz,2008,96.22084
kgz,2009,97.64782
kgz,2010,95.29498
kgz,2011,97.05364
kgz,2012,97.74317
kgz,2013,98.79444
kgz,2014,96.71755
kgz,2015,98.33485
kgz,2016,97.61222
kgz,2017,98.13803
kgz,2018,98.25276
kgz,2019,97.69109
khm,1997,39.23255
khm,1998,44.05591
khm,2000,54.7357
khm,2001,63.59256
khm,2002,55.01776
khm,2003,53.51751
khm,2004,56.9225
khm,2005,55.09135
khm,2006,54.48389
khm,2007,54.46349
khm,2010,61.34297
khm,2011,65.94856
khm,2012,64.2296
khm,2015,73.48805
khm,2016,76.24903
khm,2017,83.50455
khm,2018,79.7605
khm,2019,79.69552
kir,1980,81.54088
kir,2001,69.44574
kir,2003,78.90506
kna,2000,73.69897
kna,2007,67.36613
kna,2009,73.52583
kna,2011,80.07324
kna,2012,92.8223
kna,2014,95.38667
kor,1971,95.17044
kor,1972,91.85733
kor,1973,92.83554
kor,1974,94.41448
kor,1975,94.02977
kor,1976,92.44002
kor,1977,95.11892
kor,1978,95.93041
kor,1979,97.20156
kor,1981,93.72934
kor,1982,96.80518
kor,1983,96.66874
kor,1984,98.924
kor,1985,99.31398
kor,1986,99.01846
kor,1987,99.319
kor,1988,99.22764
kor,1989,99.47473
kor,1990,99.66468
kor,1991,99.26587
kor,1992,99.52871
kor,1993,99.70461
kor,1994,99.14335
kor,1996,92.40652
kor,1997,96.10061
kor,1998,99.2453
kor,1999,99.21781
kor,2000,98.81973
kor,2001,98.24599
kor,2002,99.24488
kor,2003,97.27323
kor,2004,98.49282
kor,2005,98.61521
kor,2006,97.35924
kor,2007,98.36812
kor,2008,98.82567
kor,2009,99.28266
kor,2010,99.03759
kor,2011,99.22676
kor,2012,99.55937
kor,2013,99.3525
kor,2014,99.46037
kor,2015,99.39524
kor,2016,99.47643
kor,2017,99.25526
kor,2018,99.3345
kwt,1972,95.08783
kwt,1973,97.64711
kwt,1974,96.16519
kwt,1976,57.06488
kwt,1978,93.05684
kwt,1979,97.73627
kwt,1981,96.48694
kwt,1982,94.63546
kwt,1983,92.02383
kwt,1984,92.52509
kwt,1985,91.00554
kwt,1986,90.29201
kwt,1994,91.07354
kwt,1995,98.37671
kwt,1996,95.55158
kwt,1998,91.25167
kwt,1999,94.01114
kwt,2000,94.84823
kwt,2001,98.29202
kwt,2002,97.46118
kwt,2003,98.41708
kwt,2009,95.99306
kwt,2011,94.07154
kwt,2012,95.69849
kwt,2015,96.07713
kwt,2016,92.27158
kwt,2017,92.76545
kwt,2018,88.54453
kwt,2019,93.95474
lao,1992,53.58857
lao,1993,53.13342
lao,1996,55.51463
lao,1997,59.72345
lao,1998,54.29437
lao,1999,54.56648
lao,2000,53.47818
lao,2001,62.65537
lao,2002,64.46854
lao,2003,62.89964
lao,2004,63.32604
lao,2005,62.23402
lao,2006,61.61269
lao,2007,66.97506
lao,2008,68.45205
lao,2009,71.05385
lao,2010,68.01588
lao,2011,69.94736
lao,2012,73.33742
lao,2013,77.61487
lao,2014,78.72298
lao,2015,79.63403
lao,2016,81.08197
lao,2017,82.17095
lao,2018,82.94813
lao,2019,82.05267
lbn,1999,90.31523
lbn,2000,96.31941
lbn,2001,90.74899
lbn,2002,88.7415
lbn,2003,94.24857
lbn,2004,90.0463
lbn,2005,87.80627
lbn,2006,94.48911
lbn,2007,89.30868
lbn,2008,91.83391
lbn,2010,90.46808
lbn,2011,93.28772
lbn,2013,90.2347
lbn,2015,84.08637
lbn,2016,94.03256
lbn,2017,85.48409
lbn,2018,84.94777
lbn,2019,84.85859
lbr,2008,67.7655
lbr,2016,46.45854
lby,1971,88.79186
lby,1972,86.69365
lby,1973,87.62203
lby,1975,90.05325
lby,1976,82.66526
lby,1977,71.55766
lby,1979,79.58341
lby,1980,81.64162
lca,2004,93.75627
lca,2008,92.78723
lca,2009,92.10353
lca,2010,91.76201
lca,2011,89.57329
lca,2013,90.08747
lca,2016,92.522
lca,2017,91.9823
lca,2018,91.97969
lca,2019,93.70082
lie,2007,81.8287
lie,2008,83.2229
lie,2009,79.39875
lie,2011,75.07237
lie,2014,96.68985
lie,2015,97.28163
lie,2016,98.11609
lie,2017,97.52916
lie,2018,90.12699
lka,1974,66.02892
lka,1975,74.44018
lka,1976,78.54589
lka,1978,93.99716
lka,1981,89.85305
lka,1982,91.26562
lka,1983,90.95586
lka,1984,92.38613
lka,1985,92.73884
lka,1986,93.37459
lka,1988,95.38506
lka,1989,90.76337
lka,1990,94.37318
lka,1991,92.20493
lka,2001,97.78514
lka,2002,98.06043
lka,2005,98.73586
lka,2006,98.6329
lka,2010,97.33051
lka,2011,96.57491
lka,2012,98.47259
lka,2013,98.26402
lka,2014,99.1807
lka,2015,98.38902
lka,2016,98.46994
lka,2018,98.83014
lso,1970,21.97447
lso,1971,31.52413
lso,1972,41.38157
lso,1973,58.77519
lso,1974,39.66074
lso,1975,34.11538
lso,1976,31.22794
lso,1977,34.33571
lso,1978,37.31517
lso,1979,40.27321
lso,1980,48.65323
lso,1981,50.67788
lso,1982,45.7905
lso,1983,44.6988
lso,1984,51.65801
lso,1985,46.29659
lso,1986,52.87955
lso,1987,53.23062
lso,1988,45.68313
lso,1989,50.90917
lso,1990,56.80203
lso,1991,51.57469
lso,1992,46.72692
lso,1993,67.9614
lso,1994,63.83212
lso,1995,49.95379
lso,1996,54.98386
lso,1997,60.72778
lso,1998,54.15107
lso,1999,59.66736
lso,2000,55.02998
lso,2001,58.99467
lso,2002,67.22673
lso,2003,57.09713
lso,2004,61.27076
lso,2005,63.11826
lso,2006,46.39313
lso,2007,65.23905
lso,2008,59.37185
lso,2009,69.29807
lso,2010,63.85453
lso,2011,63.90215
lso,2012,56.75437
lso,2013,67.35948
lso,2014,64.85597
lso,2015,69.28239
ltu,1995,98.01012
ltu,1996,98.34617
ltu,1998,98.89671
ltu,1999,99.17254
ltu,2000,98.60082
ltu,2001,98.26917
ltu,2002,97.8736
ltu,2003,98.53149
ltu,2004,97.91808
ltu,2005,96.70928
ltu,2006,97.749
ltu,2007,98.02455
ltu,2008,98.41921
ltu,2009,98.29344
ltu,2010,96.39385
ltu,2011,97.49953
ltu,2012,96.66353
ltu,2013,97.20947
ltu,2014,98.2828
ltu,2015,98.24387
ltu,2016,98.4434
ltu,2017,97.80951
ltu,2018,97.67415
lux,1975,86.13248
lux,1976,90.34685
lux,1977,89.22136
lux,1978,87.08023
lux,1982,86.37818
lux,2012,84.78167
lux,2013,82.93496
lux,2016,82.974
lva,1994,75.25308
lva,1995,96.01168
lva,1996,97.34804
lva,1999,96.9859
lva,2000,97.33838
lva,2001,96.37786
lva,2002,97.82165
lva,2003,98.24672
lva,2004,98.17068
lva,2005,97.75209
lva,2006,97.05904
lva,2007,95.27628
lva,2008,95.53413
lva,2009,94.60066
lva,2010,93.08756
lva,2011,90.28721
lva,2012,92.44223
lva,2013,93.5173
lva,2014,95.16589
lva,2015,96.58608
lva,2016,96.43951
lva,2017,97.28697
lva,2018,96.92712
mac,2008,98.06949
mac,2009,98.27377
mac,2017,99.40988
mac,2018,98.73235
mac,2019,99.07706
mar,1971,67.40409
mar,1972,65.28861
mar,1973,68.8427
mar,1974,74.9418
mar,1975,89.0178
mar,1976,80.19072
mar,1977,83.02202
mar,1978,84.60213
mar,1979,81.86278
mar,1980,80.23626
mar,1981,80.25677
mar,1982,76.94191
mar,1983,79.4061
mar,1984,67.91451
mar,1985,67.70194
mar,1986,68.95977
mar,1987,66.57774
mar,1988,63.16429
mar,1989,75.64475
mar,1990,73.52736
mar,1991,68.19937
mar,1992,73.7424
mar,1993,73.50241
mar,1994,74.21539
mar,1995,71.86051
mar,1996,68.2188
mar,1997,67.65988
mar,1998,69.90117
mar,1999,75.08971
mar,2000,73.27762
mar,2001,77.97212
mar,2002,75.59176
mar,2003,69.40944
mar,2004,72.61697
mar,2005,73.70618
mar,2006,77.57596
mar,2007,76.21102
mar,2008,78.07334
mar,2009,90.51783
mar,2010,89.42414
mar,2011,88.23651
mar,2012,91.55942
mar,2013,89.25434
mar,2014,88.83884
mar,2015,92.63004
mar,2016,95.05267
mar,2017,92.98669
mar,2018,94.2649
mar,2019,95.07421
mco,1991,81.86695
mco,2020,93.80957
mda,1994,96.14707
mda,1999,95.38492
mda,2000,89.52519
mda,2001,95.29579
mda,2002,96.06844
mda,2003,95.35745
mda,2004,96.20892
mda,2005,97.02079
mda,2006,96.24294
mda,2007,95.56744
mda,2008,95.16391
mda,2009,95.25138
mda,2010,95.35321
mda,2011,95.78251
mda,2012,94.61747
mda,2013,95.06012
mda,2014,94.75893
mda,2015,94.83479
mda,2016,94.99443
mda,2017,94.34001
mda,2018,93.83409
mda,2019,93.20878
mdg,1971,39.2909
mdg,1972,24.93992
mdg,1974,37.88771
mdg,1988,34.46631
mdg,1989,32.86078
mdg,1990,39.39906
mdg,1991,21.75995
mdg,1992,31.40637
mdg,1993,28.12243
mdg,1994,27.7338
mdg,1995,40.75975
mdg,1998,37.71892
mdg,1999,52.42253
mdg,2000,36.14034
mdg,2001,34.68239
mdg,2002,55.40961
mdg,2003,59.86242
mdg,2004,42.8822
mdg,2005,35.97865
mdg,2006,42.4667
mdg,2007,42.66062
mdg,2008,49.38719
mdg,2009,34.58469
mdg,2010,39.5193
mdg,2011,40.65857
mdg,2012,37.9698
mdg,2013,40.05122
mdg,2014,42.57314
mdg,2015,35.10206
mdg,2018,31.5693
mdv,1996,94.22079
mdv,2011,82.84738
mdv,2012,82.15837
mdv,2015,90.36941
mdv,2016,93.32917
mdv,2017,94.67847
mdv,2018,94.2243
mex,1974,48.3608
mex,1975,55.19407
mex,1976,64.63275
mex,1977,59.38865
mex,1978,69.65915
mex,1979,63.92339
mex,1980,64.93165
mex,1981,65.64137
mex,1982,68.76584
mex,1983,70.31432
mex,1984,67.85404
mex,1985,70.94413
mex,1986,71.51198
mex,1987,68.95788
mex,1988,71.67532
mex,1989,69.75347
mex,1990,71.55903
mex,1991,75.51625
mex,1992,77.86936
mex,1993,81.04511
mex,1994,82.0846
mex,1995,83.92571
mex,1996,83.26531
mex,1998,86.74591
mex,1999,87.22498
mex,2000,87.15165
mex,2001,88.98998
mex,2002,91.15432
mex,2003,90.38382
mex,2004,91.62409
mex,2005,92.13538
mex,2006,92.3488
mex,2007,91.51253
mex,2008,94.01039
mex,2009,94.15228
mex,2010,95.00521
mex,2011,95.75267
mex,2012,94.57297
mex,2013,95.71265
mex,2014,95.71737
mex,2015,92.19475
mex,2016,98.65837
mex,2017,94.93809
mex,2018,96.95107
mhl,2005,78.39129
mhl,2006,70.73072
mhl,2007,82.14751
mhl,2008,83.46782
mhl,2019,73.32425
mkd,1993,97.85169
mkd,1994,96.88102
mkd,1995,98.64582
mkd,1996,97.10629
mkd,1997,97.69656
mkd,1998,98.35853
mkd,1999,97.27711
mkd,2000,96.61963
mkd,2001,97.53017
mkd,2002,95.87744
mkd,2003,98.19329
mkd,2004,98.18195
mkd,2005,94.35318
mkd,2006,97.49306
mkd,2012,97.0125
mkd,2013,96.37144
mkd,2014,97.35433
mkd,2017,98.34723
mli,1971,45.30679
mli,1972,45.87768
mli,1973,49.12592
mli,1975,47.68909
mli,1976,58.20254
mli,1977,56.0846
mli,1978,61.39367
mli,1979,42.05193
mli,1980,37.13267
mli,1982,40.88338
mli,1983,35.57415
mli,1984,39.38435
mli,1985,37.52663
mli,1986,40.12479
mli,1987,41.03465
mli,1999,64.54518
mli,2000,83.37222
mli,2001,75.84334
mli,2002,66.11489
mli,2003,78.42656
mli,2004,80.39195
mli,2005,73.5216
mli,2007,76.37588
mli,2008,79.20554
mli,2009,77.33661
mli,2010,75.49311
mli,2011,61.59251
mlt,1973,69.80203
mlt,1977,94.94542
mlt,1978,93.7569
mlt,1979,91.4782
mlt,1980,91.24041
mlt,1984,95.02284
mlt,1991,98.43735
mlt,1992,97.48916
mlt,1994,93.19906
mlt,1996,97.92624
mlt,1997,96.73894
mlt,1998,97.13909
mlt,1999,98.15494
mlt,2000,97.93394
mlt,2001,98.22782
mlt,2002,97.38038
mlt,2006,95.77983
mlt,2007,94.89111
mlt,2008,79.67272
mlt,2010,95.74941
mlt,2011,94.46349
mlt,2012,98.26297
mlt,2013,96.87554
mlt,2014,96.57306
mlt,2016,93.80666
mlt,2018,97.17871
mmr,1971,26.79529
mmr,1973,32.30799
mmr,2000,55.21708
mmr,2001,59.21355
mmr,2002,65.4034
mmr,2003,68.96428
mmr,2008,69.6463
mmr,2009,74.79233
mne,2011,80.4986
mne,2015,93.19243
mne,2016,98.02392
mne,2017,99.09871
mne,2019,99.0525
mng,1978,91.1947
mng,1979,95.1476
mng,1982,93.50212
mng,1995,91.86171
mng,1996,90.40899
mng,1997,84.193
mng,1998,87.56491
mng,1999,87.22167
mng,2000,88.89873
mng,2001,88.52844
mng,2002,92.03886
mng,2003,90.89742
mng,2015,97.92207
mng,2016,97.28346
mng,2017,97.77224
mng,2018,98.59039
moz,1982,20.62342
moz,1983,36.10521
moz,1984,34.02708
moz,1985,39.65498
moz,1986,33.71347
moz,1987,23.17103
moz,1988,34.18283
moz,1989,41.8289
moz,1990,32.93992
moz,1991,34.51535
moz,1992,35.2676
moz,1993,43.01002
moz,1994,46.53418
moz,1999,29.42783
moz,2000,32.96781
moz,2001,31.65984
moz,2004,45.691
moz,2005,39.08918
moz,2006,44.95174
moz,2007,43.30594
moz,2008,36.17669
moz,2009,35.44532
moz,2010,26.961
moz,2011,30.57324
moz,2012,31.59497
moz,2013,30.74917
moz,2014,33.22979
moz,2017,38.9227
moz,2018,41.80585
moz,2019,43.07118
mrt,1977,71.88385
mrt,1988,67.78385
mrt,1989,51.82986
mrt,1990,72.72647
mrt,1991,73.61101
mrt,1992,73.41987
mrt,1993,68.84991
mrt,1994,62.20302
mrt,1995,56.35857
mrt,1996,58.46476
mrt,1997,58.34144
mrt,1998,56.44225
mrt,2001,40.42919
mrt,2004,39.37401
mrt,2005,44.5829
mrt,2006,54.48307
mrt,2008,81.23777
mrt,2012,64.12793
mrt,2016,64.89405
mus,1983,97.66648
mus,1984,94.95187
mus,1985,95.80533
mus,1986,97.29589
mus,1987,93.21935
mus,1988,97.94015
mus,1989,95.66394
mus,1990,97.30864
mus,1991,96.60331
mus,1992,97.86585
mus,1997,97.57761
mus,1998,98.13001
mus,1999,98.45087
mus,2000,97.42079
mus,2001,96.32035
mus,2002,98.3886
mus,2003,97.5477
mus,2004,95.86962
mus,2005,97.70899
mus,2006,97.47129
mus,2007,97.25424
mus,2008,96.16868
mus,2009,97.76737
mus,2010,97.39553
mus,2011,97.3389
mus,2012,95.80681
mus,2013,98.23855
mus,2014,96.02607
mus,2015,96.4629
mus,2016,95.04353
mus,2017,96.21887
mus,2018,94.61476
mwi,1973,37.3583
mwi,1974,43.91984
mwi,1975,31.14026
mwi,1976,32.19627
mwi,1977,30.03436
mwi,1978,31.64293
mwi,1979,39.86137
mwi,1980,33.18871
mwi,1981,39.76968
mwi,1982,27.31112
mwi,1983,30.71002
