geo,time,sp_dyn_tfrt_in
bmu,2017,1.4
bmu,2018,1.3
bmu,2019,1.3
bmu,2020,1.3
bol,1960,6.358
bol,1961,6.335
bol,1962,6.309
bol,1963,6.279
bol,1964,6.245
bol,1965,6.208
bol,1966,6.168
bol,1967,6.127
bol,1968,6.086
bol,1969,6.045
bol,1970,6.004
bol,1971,5.964
bol,1972,5.923
bol,1973,5.88
bol,1974,5.835
bol,1975,5.786
bol,1976,5.732
bol,1977,5.673
bol,1978,5.61
bol,1979,5.542
bol,1980,5.474
bol,1981,5.408
bol,1982,5.346
bol,1983,5.289
bol,1984,5.238
bol,1985,5.189
bol,1986,5.139
bol,1987,5.087
bol,1988,5.028
bol,1989,4.963
bol,1990,4.89
bol,1991,4.81
bol,1992,4.726
bol,1993,4.64
bol,1994,4.553
bol,1995,4.466
bol,1996,4.381
bol,1997,4.297
bol,1998,4.214
bol,1999,4.133
bol,2000,4.051
bol,2001,3.969
bol,2002,3.885
bol,2003,3.798
bol,2004,3.71
bol,2005,3.621
bol,2006,3.533
bol,2007,3.447
bol,2008,3.364
bol,2009,3.287
bol,2010,3.213
bol,2011,3.143
bol,2012,3.076
bol,2013,3.01
bol,2014,2.947
bol,2015,2.886
bol,2016,2.829
bol,2017,2.777
bol,2018,2.73
bol,2019,2.688
bol,2020,2.651
bra,1960,6.061
bra,1961,6.031
bra,1962,5.981
bra,1963,5.91
bra,1964,5.818
bra,1965,5.703
bra,1966,5.57
bra,1967,5.424
bra,1968,5.272
bra,1969,5.12
bra,1970,4.972
bra,1971,4.836
bra,1972,4.712
bra,1973,4.6
bra,1974,4.502
bra,1975,4.415
bra,1976,4.339
bra,1977,4.267
bra,1978,4.195
bra,1979,4.12
bra,1980,4.037
bra,1981,3.943
bra,1982,3.838
bra,1983,3.723
bra,1984,3.6
bra,1985,3.471
bra,1986,3.342
bra,1987,3.217
bra,1988,3.101
bra,1989,2.995
bra,1990,2.902
bra,1991,2.822
bra,1992,2.754
bra,1993,2.693
bra,1994,2.639
bra,1995,2.588
bra,1996,2.536
bra,1997,2.483
bra,1998,2.426
bra,1999,2.365
bra,2000,2.3
bra,2001,2.232
bra,2002,2.163
bra,2003,2.097
bra,2004,2.033
bra,2005,1.976
bra,2006,1.925
bra,2007,1.882
bra,2008,1.847
bra,2009,1.818
bra,2010,1.796
bra,2011,1.781
bra,2012,1.771
bra,2013,1.764
bra,2014,1.758
bra,2015,1.753
bra,2016,1.747
bra,2017,1.739
bra,2018,1.73
bra,2019,1.719
bra,2020,1.706
brb,1960,4.333
brb,1961,4.313
brb,1962,4.269
brb,1963,4.196
brb,1964,4.094
brb,1965,3.963
brb,1966,3.807
brb,1967,3.637
brb,1968,3.46
brb,1969,3.284
brb,1970,3.113
brb,1971,2.949
brb,1972,2.794
brb,1973,2.648
brb,1974,2.513
brb,1975,2.393
brb,1976,2.288
brb,1977,2.198
brb,1978,2.121
brb,1979,2.057
brb,1980,2.004
brb,1981,1.96
brb,1982,1.922
brb,1983,1.889
brb,1984,1.858
brb,1985,1.83
brb,1986,1.805
brb,1987,1.782
brb,1988,1.765
brb,1989,1.75
brb,1990,1.74
brb,1991,1.733
brb,1992,1.728
brb,1993,1.725
brb,1994,1.725
brb,1995,1.727
brb,1996,1.732
brb,1997,1.74
brb,1998,1.75
brb,1999,1.762
brb,2000,1.775
brb,2001,1.785
brb,2002,1.793
brb,2003,1.797
brb,2004,1.795
brb,2005,1.788
brb,2006,1.775
brb,2007,1.757
brb,2008,1.735
brb,2009,1.711
brb,2010,1.687
brb,2011,1.665
brb,2012,1.645
brb,2013,1.63
brb,2014,1.62
brb,2015,1.614
brb,2016,1.613
brb,2017,1.615
brb,2018,1.619
brb,2019,1.623
brb,2020,1.628
brn,1960,6.836
brn,1961,6.771
brn,1962,6.683
brn,1963,6.572
brn,1964,6.44
brn,1965,6.297
brn,1966,6.156
brn,1967,6.026
brn,1968,5.912
brn,1969,5.812
brn,1970,5.719
brn,1971,5.619
brn,1972,5.5
brn,1973,5.355
brn,1974,5.183
brn,1975,4.99
brn,1976,4.784
brn,1977,4.58
brn,1978,4.389
brn,1979,4.216
brn,1980,4.067
brn,1981,3.943
brn,1982,3.84
brn,1983,3.751
brn,1984,3.675
brn,1985,3.608
brn,1986,3.546
brn,1987,3.488
brn,1988,3.428
brn,1989,3.363
brn,1990,3.29
brn,1991,3.206
brn,1992,3.111
brn,1993,3.007
brn,1994,2.897
brn,1995,2.785
brn,1996,2.677
brn,1997,2.578
brn,1998,2.489
brn,1999,2.413
brn,2000,2.346
brn,2001,2.284
brn,2002,2.22
brn,2003,2.154
brn,2004,2.086
brn,2005,2.022
brn,2006,1.969
brn,2007,1.933
brn,2008,1.918
brn,2009,1.921
brn,2010,1.937
brn,2011,1.957
brn,2012,1.973
brn,2013,1.978
brn,2014,1.969
brn,2015,1.947
brn,2016,1.915
brn,2017,1.881
brn,2018,1.848
brn,2019,1.819
brn,2020,1.796
btn,1960,6.635
btn,1961,6.622
btn,1962,6.611
btn,1963,6.603
btn,1964,6.597
btn,1965,6.595
btn,1966,6.595
btn,1967,6.596
btn,1968,6.598
btn,1969,6.599
btn,1970,6.601
btn,1971,6.604
btn,1972,6.608
btn,1973,6.613
btn,1974,6.618
btn,1975,6.62
btn,1976,6.616
btn,1977,6.605
btn,1978,6.584
btn,1979,6.553
btn,1980,6.511
btn,1981,6.46
btn,1982,6.402
btn,1983,6.336
btn,1984,6.262
btn,1985,6.176
btn,1986,6.075
btn,1987,5.956
btn,1988,5.819
btn,1989,5.664
btn,1990,5.493
btn,1991,5.306
btn,1992,5.11
btn,1993,4.909
btn,1994,4.704
btn,1995,4.5
btn,1996,4.297
btn,1997,4.095
btn,1998,3.895
btn,1999,3.701
btn,2000,3.515
btn,2001,3.342
btn,2002,3.183
btn,2003,3.037
btn,2004,2.906
btn,2005,2.788
btn,2006,2.679
btn,2007,2.577
btn,2008,2.48
btn,2009,2.387
btn,2010,2.301
btn,2011,2.224
btn,2012,2.159
btn,2013,2.107
btn,2014,2.067
btn,2015,2.037
btn,2016,2.014
btn,2017,1.994
btn,2018,1.975
btn,2019,1.954
btn,2020,1.931
bwa,1960,6.615
bwa,1961,6.632
bwa,1962,6.649
bwa,1963,6.666
bwa,1964,6.681
bwa,1965,6.692
bwa,1966,6.698
bwa,1967,6.697
bwa,1968,6.687
bwa,1969,6.67
bwa,1970,6.645
bwa,1971,6.615
bwa,1972,6.582
bwa,1973,6.547
bwa,1974,6.51
bwa,1975,6.472
bwa,1976,6.433
bwa,1977,6.392
bwa,1978,6.345
bwa,1979,6.288
bwa,1980,6.214
bwa,1981,6.115
bwa,1982,5.988
bwa,1983,5.833
bwa,1984,5.652
bwa,1985,5.454
bwa,1986,5.245
bwa,1987,5.037
bwa,1988,4.839
bwa,1989,4.654
bwa,1990,4.485
bwa,1991,4.33
bwa,1992,4.183
bwa,1993,4.041
bwa,1994,3.904
bwa,1995,3.774
bwa,1996,3.654
bwa,1997,3.546
bwa,1998,3.452
bwa,1999,3.371
bwa,2000,3.304
bwa,2001,3.248
bwa,2002,3.2
bwa,2003,3.159
bwa,2004,3.122
bwa,2005,3.091
bwa,2006,3.066
bwa,2007,3.047
bwa,2008,3.034
bwa,2009,3.026
bwa,2010,3.022
bwa,2011,3.017
bwa,2012,3.011
bwa,2013,3.002
bwa,2014,2.988
bwa,2015,2.968
bwa,2016,2.942
bwa,2017,2.91
bwa,2018,2.874
bwa,2019,2.836
bwa,2020,2.796
caf,1960,5.84
caf,1961,5.867
caf,1962,5.891
caf,1963,5.91
caf,1964,5.925
caf,1965,5.937
caf,1966,5.946
caf,1967,5.952
caf,1968,5.956
caf,1969,5.958
caf,1970,5.958
caf,1971,5.956
caf,1972,5.951
caf,1973,5.944
caf,1974,5.935
caf,1975,5.925
caf,1976,5.916
caf,1977,5.908
caf,1978,5.902
caf,1979,5.898
caf,1980,5.897
caf,1981,5.899
caf,1982,5.904
caf,1983,5.909
caf,1984,5.914
caf,1985,5.915
caf,1986,5.91
caf,1987,5.897
caf,1988,5.876
caf,1989,5.847
caf,1990,5.811
caf,1991,5.771
caf,1992,5.729
caf,1993,5.689
caf,1994,5.652
caf,1995,5.618
caf,1996,5.589
caf,1997,5.564
caf,1998,5.541
caf,1999,5.52
caf,2000,5.5
caf,2001,5.48
caf,2002,5.459
caf,2003,5.436
caf,2004,5.411
caf,2005,5.383
caf,2006,5.353
caf,2007,5.322
caf,2008,5.289
caf,2009,5.254
caf,2010,5.215
caf,2011,5.172
caf,2012,5.123
caf,2013,5.068
caf,2014,5.007
caf,2015,4.941
caf,2016,4.87
caf,2017,4.796
caf,2018,4.721
caf,2019,4.645
caf,2020,4.568
can,1960,3.811
can,1961,3.753
can,1962,3.681
can,1963,3.607
can,1964,3.456
can,1965,3.115
can,1966,2.749
can,1967,2.528
can,1968,2.386
can,1969,2.334
can,1970,2.258
can,1971,2.141
can,1972,1.98
can,1973,1.89
can,1974,1.837
can,1975,1.824
can,1976,1.796
can,1977,1.782
can,1978,1.768
can,1979,1.754
can,1980,1.74
can,1981,1.7
can,1982,1.69
can,1983,1.68
can,1984,1.65
can,1985,1.67
can,1986,1.675
can,1987,1.68
can,1988,1.68
can,1989,1.77
can,1990,1.83
can,1991,1.72
can,1992,1.71
can,1993,1.68
can,1994,1.69
can,1995,1.67
can,1996,1.63
can,1997,1.57
can,1998,1.56
can,1999,1.54
can,2000,1.51
can,2001,1.54
can,2002,1.51
can,2003,1.54
can,2004,1.55
can,2005,1.57
can,2006,1.61
can,2007,1.66
can,2008,1.69
can,2009,1.68
can,2010,1.64
can,2011,1.62
can,2012,1.62
can,2013,1.6
can,2014,1.61
can,2015,1.6
can,2016,1.59
can,2017,1.54
can,2018,1.5
can,2019,1.47
can,2020,1.4
chanisl,1960,2.421
chanisl,1961,2.481
chanisl,1962,2.525
chanisl,1963,2.55
chanisl,1964,2.551
chanisl,1965,2.526
chanisl,1966,2.475
chanisl,1967,2.404
chanisl,1968,2.318
chanisl,1969,2.222
chanisl,1970,2.121
chanisl,1971,2.019
chanisl,1972,1.918
chanisl,1973,1.822
chanisl,1974,1.735
chanisl,1975,1.659
chanisl,1976,1.596
chanisl,1977,1.546
chanisl,1978,1.505
chanisl,1979,1.475
chanisl,1980,1.454
chanisl,1981,1.44
chanisl,1982,1.433
chanisl,1983,1.429
chanisl,1984,1.429
chanisl,1985,1.432
chanisl,1986,1.437
chanisl,1987,1.444
chanisl,1988,1.455
chanisl,1989,1.468
chanisl,1990,1.483
chanisl,1991,1.499
chanisl,1992,1.518
chanisl,1993,1.536
chanisl,1994,1.554
chanisl,1995,1.567
chanisl,1996,1.573
chanisl,1997,1.572
chanisl,1998,1.562
chanisl,1999,1.546
chanisl,2000,1.526
chanisl,2001,1.508
chanisl,2002,1.496
chanisl,2003,1.492
chanisl,2004,1.496
chanisl,2005,1.509
chanisl,2006,1.527
chanisl,2007,1.547
chanisl,2008,1.564
chanisl,2009,1.578
chanisl,2010,1.585
chanisl,2011,1.586
chanisl,2012,1.58
chanisl,2013,1.569
chanisl,2014,1.556
chanisl,2015,1.541
chanisl,2016,1.527
chanisl,2017,1.516
chanisl,2018,1.51
chanisl,2019,1.509
chanisl,2020,1.512
che,1960,2.44
che,1961,2.52
che,1962,2.58
che,1963,2.65
che,1964,2.66
che,1965,2.59
che,1966,2.5
che,1967,2.39
che,1968,2.29
che,1969,2.19
che,1970,2.1
che,1971,2.04
che,1972,1.91
che,1973,1.81
che,1974,1.73
che,1975,1.61
che,1976,1.55
che,1977,1.53
che,1978,1.51
che,1979,1.52
che,1980,1.55
che,1981,1.55
che,1982,1.56
che,1983,1.52
che,1984,1.53
che,1985,1.52
che,1986,1.53
che,1987,1.52
che,1988,1.57
che,1989,1.56
che,1990,1.58
che,1991,1.58
che,1992,1.58
che,1993,1.51
che,1994,1.49
che,1995,1.48
che,1996,1.5
che,1997,1.48
che,1998,1.47
che,1999,1.48
che,2000,1.5
che,2001,1.38
che,2002,1.39
che,2003,1.39
che,2004,1.42
che,2005,1.42
che,2006,1.44
che,2007,1.46
che,2008,1.48
che,2009,1.5
che,2010,1.52
che,2011,1.52
che,2012,1.52
che,2013,1.52
che,2014,1.54
che,2015,1.54
che,2016,1.54
che,2017,1.52
che,2018,1.52
che,2019,1.48
che,2020,1.46
chl,1960,4.697
chl,1961,4.655
chl,1962,4.602
chl,1963,4.536
chl,1964,4.457
chl,1965,4.364
chl,1966,4.259
chl,1967,4.144
chl,1968,4.025
chl,1969,3.902
chl,1970,3.778
chl,1971,3.654
chl,1972,3.53
chl,1973,3.409
chl,1974,3.293
chl,1975,3.182
chl,1976,3.078
chl,1977,2.981
chl,1978,2.892
chl,1979,2.812
chl,1980,2.744
chl,1981,2.689
chl,1982,2.648
chl,1983,2.619
chl,1984,2.601
chl,1985,2.592
chl,1986,2.589
chl,1987,2.59
chl,1988,2.591
chl,1989,2.589
chl,1990,2.579
chl,1991,2.558
chl,1992,2.526
chl,1993,2.484
chl,1994,2.432
chl,1995,2.372
chl,1996,2.306
chl,1997,2.238
chl,1998,2.172
chl,1999,2.11
chl,2000,2.055
chl,2001,2.009
chl,2002,1.972
chl,2003,1.943
chl,2004,1.923
chl,2005,1.909
chl,2006,1.901
chl,2007,1.898
chl,2008,1.895
chl,2009,1.892
chl,2010,1.884
chl,2011,1.87
chl,2012,1.849
chl,2013,1.821
chl,2014,1.787
chl,2015,1.75
chl,2016,1.713
chl,2017,1.678
chl,2018,1.649
chl,2019,1.627
chl,2020,1.611
chn,1960,5.756
chn,1961,5.905
chn,1962,6.062
chn,1963,6.206
chn,1964,6.32
chn,1965,6.385
chn,1966,6.384
chn,1967,6.316
chn,1968,6.184
chn,1969,5.986
chn,1970,5.725
chn,1971,5.403
chn,1972,5.035
chn,1973,4.643
chn,1974,4.244
chn,1975,3.859
chn,1976,3.508
chn,1977,3.2
chn,1978,2.943
chn,1979,2.745
chn,1980,2.613
chn,1981,2.547
chn,1982,2.536
chn,1983,2.561
chn,1984,2.607
chn,1985,2.65
chn,1986,2.666
chn,1987,2.643
chn,1988,2.575
chn,1989,2.46
chn,1990,2.309
chn,1991,2.14
chn,1992,1.977
chn,1993,1.838
chn,1994,1.731
chn,1995,1.66
chn,1996,1.622
chn,1997,1.605
chn,1998,1.597
chn,1999,1.595
chn,2000,1.596
chn,2001,1.597
chn,2002,1.6
chn,2003,1.604
chn,2004,1.608
chn,2005,1.612
chn,2006,1.615
chn,2007,1.617
chn,2008,1.62
chn,2009,1.623
chn,2010,1.627
chn,2011,1.632
chn,2012,1.639
chn,2013,1.647
chn,2014,1.656
chn,2015,1.665
chn,2016,1.675
chn,2017,1.683
chn,2018,1.69
chn,2019,1.696
chn,2020,1.7
civ,1960,7.691
civ,1961,7.72
civ,1962,7.75
civ,1963,7.781
civ,1964,7.811
civ,1965,7.841
civ,1966,7.868
civ,1967,7.893
civ,1968,7.912
civ,1969,7.927
civ,1970,7.936
civ,1971,7.941
civ,1972,7.942
civ,1973,7.939
civ,1974,7.929
civ,1975,7.91
civ,1976,7.877
civ,1977,7.828
civ,1978,7.763
civ,1979,7.682
civ,1980,7.59
civ,1981,7.488
civ,1982,7.383
civ,1983,7.278
civ,1984,7.176
civ,1985,7.078
civ,1986,6.984
civ,1987,6.892
civ,1988,6.801
civ,1989,6.71
civ,1990,6.622
civ,1991,6.536
civ,1992,6.454
civ,1993,6.374
civ,1994,6.298
civ,1995,6.225
civ,1996,6.154
civ,1997,6.084
civ,1998,6.014
civ,1999,5.943
civ,2000,5.87
civ,2001,5.793
civ,2002,5.713
civ,2003,5.63
civ,2004,5.545
civ,2005,5.46
civ,2006,5.376
civ,2007,5.296
civ,2008,5.221
civ,2009,5.152
civ,2010,5.088
civ,2011,5.029
civ,2012,4.974
civ,2013,4.92
civ,2014,4.867
civ,2015,4.813
civ,2016,4.759
civ,2017,4.704
civ,2018,4.649
civ,2019,4.593
civ,2020,4.536
cmr,1960,5.647
cmr,1961,5.705
cmr,1962,5.766
cmr,1963,5.828
cmr,1964,5.89
cmr,1965,5.949
cmr,1966,6.004
cmr,1967,6.058
cmr,1968,6.108
cmr,1969,6.157
cmr,1970,6.203
cmr,1971,6.246
cmr,1972,6.287
cmr,1973,6.328
cmr,1974,6.367
cmr,1975,6.406
cmr,1976,6.448
cmr,1977,6.492
cmr,1978,6.538
cmr,1979,6.583
cmr,1980,6.625
cmr,1981,6.661
cmr,1982,6.688
cmr,1983,6.704
cmr,1984,6.707
cmr,1985,6.695
cmr,1986,6.667
cmr,1987,6.626
cmr,1988,6.573
cmr,1989,6.509
cmr,1990,6.436
cmr,1991,6.354
cmr,1992,6.264
cmr,1993,6.17
cmr,1994,6.073
cmr,1995,5.978
cmr,1996,5.886
cmr,1997,5.799
cmr,1998,5.718
cmr,1999,5.645
cmr,2000,5.58
cmr,2001,5.524
cmr,2002,5.475
cmr,2003,5.431
cmr,2004,5.39
cmr,2005,5.35
cmr,2006,5.309
cmr,2007,5.266
cmr,2008,5.219
cmr,2009,5.167
cmr,2010,5.111
cmr,2011,5.049
cmr,2012,4.984
cmr,2013,4.916
cmr,2014,4.847
cmr,2015,4.777
cmr,2016,4.708
cmr,2017,4.639
cmr,2018,4.572
cmr,2019,4.506
cmr,2020,4.443
cod,1960,6.001
cod,1961,6.015
cod,1962,6.03
cod,1963,6.048
cod,1964,6.067
cod,1965,6.089
cod,1966,6.111
cod,1967,6.135
cod,1968,6.161
cod,1969,6.187
cod,1970,6.215
cod,1971,6.244
cod,1972,6.275
cod,1973,6.308
cod,1974,6.341
cod,1975,6.376
cod,1976,6.41
cod,1977,6.444
cod,1978,6.476
cod,1979,6.506
cod,1980,6.535
cod,1981,6.562
cod,1982,6.587
cod,1983,6.612
cod,1984,6.636
cod,1985,6.658
cod,1986,6.679
cod,1987,6.699
cod,1988,6.717
cod,1989,6.733
cod,1990,6.746
cod,1991,6.758
cod,1992,6.767
cod,1993,6.773
cod,1994,6.777
cod,1995,6.779
cod,1996,6.777
cod,1997,6.774
cod,1998,6.768
cod,1999,6.76
cod,2000,6.751
cod,2001,6.74
cod,2002,6.73
cod,2003,6.718
cod,2004,6.705
cod,2005,6.69
cod,2006,6.671
cod,2007,6.649
cod,2008,6.621
cod,2009,6.587
cod,2010,6.544
cod,2011,6.493
cod,2012,6.432
cod,2013,6.363
cod,2014,6.287
cod,2015,6.203
cod,2016,6.112
cod,2017,6.017
cod,2018,5.919
cod,2019,5.819
cod,2020,5.718
cog,1960,5.88
cog,1961,5.922
cog,1962,5.966
cog,1963,6.011
cog,1964,6.055
cog,1965,6.098
cog,1966,6.138
cog,1967,6.176
cog,1968,6.211
cog,1969,6.241
cog,1970,6.267
cog,1971,6.289
cog,1972,6.306
cog,1973,6.319
cog,1974,6.324
cog,1975,6.318
cog,1976,6.299
cog,1977,6.263
cog,1978,6.211
cog,1979,6.142
cog,1980,6.059
cog,1981,5.964
cog,1982,5.86
cog,1983,5.752
cog,1984,5.644
cog,1985,5.539
cog,1986,5.44
cog,1987,5.347
cog,1988,5.262
cog,1989,5.185
cog,1990,5.119
cog,1991,5.064
cog,1992,5.019
cog,1993,4.982
cog,1994,4.953
cog,1995,4.93
cog,1996,4.913
cog,1997,4.9
cog,1998,4.889
cog,1999,4.88
cog,2000,4.871
cog,2001,4.862
cog,2002,4.854
cog,2003,4.846
cog,2004,4.838
cog,2005,4.829
cog,2006,4.82
cog,2007,4.81
cog,2008,4.798
cog,2009,4.784
cog,2010,4.765
cog,2011,4.742
cog,2012,4.712
cog,2013,4.676
cog,2014,4.634
cog,2015,4.587
cog,2016,4.536
cog,2017,4.482
cog,2018,4.428
cog,2019,4.374
cog,2020,4.321
col,1960,6.735
col,1961,6.712
col,1962,6.663
col,1963,6.584
col,1964,6.475
col,1965,6.333
col,1966,6.159
col,1967,5.957
col,1968,5.737
col,1969,5.506
col,1970,5.276
col,1971,5.057
col,1972,4.857
col,1973,4.68
col,1974,4.527
col,1975,4.398
col,1976,4.285
col,1977,4.179
col,1978,4.074
col,1979,3.967
col,1980,3.856
col,1981,3.743
col,1982,3.632
col,1983,3.527
col,1984,3.43
col,1985,3.343
col,1986,3.269
col,1987,3.208
col,1988,3.158
col,1989,3.117
col,1990,3.082
col,1991,3.047
col,1992,3.01
col,1993,2.968
col,1994,2.918
col,1995,2.862
col,1996,2.802
col,1997,2.742
col,1998,2.683
col,1999,2.627
col,2000,2.572
col,2001,2.516
col,2002,2.458
col,2003,2.395
col,2004,2.33
col,2005,2.263
col,2006,2.198
col,2007,2.137
col,2008,2.081
col,2009,2.033
col,2010,1.992
col,2011,1.958
col,2012,1.93
col,2013,1.905
col,2014,1.883
col,2015,1.863
col,2016,1.843
col,2017,1.825
col,2018,1.807
col,2019,1.789
col,2020,1.771
com,1960,6.792
com,1961,6.849
com,1962,6.897
com,1963,6.939
com,1964,6.975
com,1965,7.004
com,1966,7.027
com,1967,7.044
com,1968,7.055
com,1969,7.06
com,1970,7.061
com,1971,7.06
com,1972,7.058
com,1973,7.055
com,1974,7.052
com,1975,7.052
com,1976,7.055
com,1977,7.061
com,1978,7.069
com,1979,7.075
com,1980,7.078
com,1981,7.072
com,1982,7.056
com,1983,7.026
com,1984,6.982
com,1985,6.921
com,1986,6.842
com,1987,6.749
com,1988,6.644
com,1989,6.531
com,1990,6.412
com,1991,6.291
com,1992,6.171
com,1993,6.053
com,1994,5.941
com,1995,5.835
com,1996,5.736
com,1997,5.642
com,1998,5.552
com,1999,5.466
com,2000,5.384
com,2001,5.307
com,2002,5.235
com,2003,5.167
com,2004,5.103
com,2005,5.042
com,2006,4.984
com,2007,4.927
com,2008,4.87
com,2009,4.813
com,2010,4.754
com,2011,4.693
com,2012,4.628
com,2013,4.561
com,2014,4.491
com,2015,4.419
com,2016,4.347
com,2017,4.275
com,2018,4.205
com,2019,4.138
com,2020,4.073
cpv,1960,6.885
cpv,1961,6.922
cpv,1962,6.953
cpv,1963,6.976
cpv,1964,6.989
cpv,1965,6.993
cpv,1966,6.99
cpv,1967,6.982
cpv,1968,6.97
cpv,1969,6.954
cpv,1970,6.935
cpv,1971,6.913
cpv,1972,6.887
cpv,1973,6.855
cpv,1974,6.818
cpv,1975,6.771
cpv,1976,6.714
cpv,1977,6.645
cpv,1978,6.564
cpv,1979,6.473
cpv,1980,6.375
cpv,1981,6.273
cpv,1982,6.17
cpv,1983,6.068
cpv,1984,5.97
cpv,1985,5.875
cpv,1986,5.784
cpv,1987,5.695
cpv,1988,5.603
cpv,1989,5.504
cpv,1990,5.392
cpv,1991,5.259
cpv,1992,5.102
cpv,1993,4.921
cpv,1994,4.72
cpv,1995,4.505
cpv,1996,4.287
cpv,1997,4.074
cpv,1998,3.876
cpv,1999,3.697
cpv,2000,3.539
cpv,2001,3.399
cpv,2002,3.271
cpv,2003,3.151
cpv,2004,3.038
cpv,2005,2.933
cpv,2006,2.839
cpv,2007,2.757
cpv,2008,2.687
cpv,2009,2.629
cpv,2010,2.581
cpv,2011,2.539
cpv,2012,2.5
cpv,2013,2.463
cpv,2014,2.425
cpv,2015,2.385
cpv,2016,2.346
cpv,2017,2.309
cpv,2018,2.274
cpv,2019,2.242
cpv,2020,2.213
cri,1960,6.712
cri,1961,6.651
cri,1962,6.543
cri,1963,6.389
cri,1964,6.193
cri,1965,5.96
cri,1966,5.697
cri,1967,5.416
cri,1968,5.13
cri,1969,4.852
cri,1970,4.595
cri,1971,4.369
cri,1972,4.177
cri,1973,4.019
cri,1974,3.895
cri,1975,3.804
cri,1976,3.74
cri,1977,3.692
cri,1978,3.652
cri,1979,3.615
cri,1980,3.581
cri,1981,3.548
cri,1982,3.521
cri,1983,3.5
cri,1984,3.482
cri,1985,3.464
cri,1986,3.441
cri,1987,3.412
cri,1988,3.373
cri,1989,3.324
cri,1990,3.264
cri,1991,3.193
cri,1992,3.114
cri,1993,3.029
cri,1994,2.941
cri,1995,2.85
cri,1996,2.755
cri,1997,2.657
cri,1998,2.558
cri,1999,2.459
cri,2000,2.363
cri,2001,2.275
cri,2002,2.195
cri,2003,2.124
cri,2004,2.065
cri,2005,2.016
cri,2006,1.978
cri,2007,1.948
cri,2008,1.923
cri,2009,1.903
cri,2010,1.885
cri,2011,1.869
cri,2012,1.853
cri,2013,1.838
cri,2014,1.823
cri,2015,1.806
cri,2016,1.789
cri,2017,1.772
cri,2018,1.754
cri,2019,1.737
cri,2020,1.721
cub,1960,4.192
cub,1961,4.365
cub,1962,4.502
cub,1963,4.584
cub,1964,4.6
cub,1965,4.552
cub,1966,4.455
cub,1967,4.333
cub,1968,4.205
cub,1969,4.074
cub,1970,3.935
cub,1971,3.774
cub,1972,3.58
cub,1973,3.351
cub,1974,3.094
cub,1975,2.824
cub,1976,2.562
cub,1977,2.328
cub,1978,2.135
cub,1979,1.99
cub,1980,1.896
cub,1981,1.848
cub,1982,1.831
cub,1983,1.831
cub,1984,1.838
cub,1985,1.843
cub,1986,1.839
cub,1987,1.823
cub,1988,1.797
cub,1989,1.759
cub,1990,1.714
cub,1991,1.668
cub,1992,1.628
cub,1993,1.6
cub,1994,1.584
cub,1995,1.58
cub,1996,1.585
cub,1997,1.593
cub,1998,1.6
cub,1999,1.603
cub,2000,1.603
cub,2001,1.598
cub,2002,1.59
cub,2003,1.583
cub,2004,1.576
cub,2005,1.573
cub,2006,1.576
cub,2007,1.586
cub,2008,1.602
cub,2009,1.624
cub,2010,1.647
cub,2011,1.668
cub,2012,1.683
cub,2013,1.689
cub,2014,1.686
cub,2015,1.674
cub,2016,1.656
cub,2017,1.637
cub,2018,1.618
cub,2019,1.602
cub,2020,1.59
cyp,1960,3.5
cyp,1961,3.471
cyp,1962,3.421
cyp,1963,3.346
cyp,1964,3.249
cyp,1965,3.133
cyp,1966,3.01
cyp,1967,2.889
cyp,1968,2.779
cyp,1969,2.686
cyp,1970,2.61
cyp,1971,2.547
cyp,1972,2.491
cyp,1973,2.44
cyp,1974,2.393
cyp,1975,2.352
cyp,1976,2.323
cyp,1977,2.31
cyp,1978,2.312
cyp,1979,2.328
cyp,1980,2.354
cyp,1981,2.385
cyp,1982,2.415
cyp,1983,2.438
cyp,1984,2.453
cyp,1985,2.458
cyp,1986,2.456
cyp,1987,2.45
cyp,1988,2.442
cyp,1989,2.43
cyp,1990,2.411
cyp,1991,2.381
cyp,1992,2.337
cyp,1993,2.278
cyp,1994,2.206
cyp,1995,2.124
cyp,1996,2.036
cyp,1997,1.946
cyp,1998,1.861
cyp,1999,1.783
cyp,2000,1.716
cyp,2001,1.66
cyp,2002,1.614
cyp,2003,1.576
cyp,2004,1.545
cyp,2005,1.52
cyp,2006,1.498
cyp,2007,1.479
cyp,2008,1.461
cyp,2009,1.443
cyp,2010,1.424
cyp,2011,1.406
cyp,2012,1.39
cyp,2013,1.376
cyp,2014,1.364
cyp,2015,1.354
cyp,2016,1.345
cyp,2017,1.337
cyp,2018,1.329
cyp,2019,1.321
cyp,2020,1.313
cze,1960,2.09
cze,1961,2.11
cze,1962,2.12
cze,1963,2.31
cze,1964,2.34
cze,1965,2.18
cze,1966,2.02
cze,1967,1.91
cze,1968,1.84
cze,1969,1.87
cze,1970,1.92
cze,1971,2
cze,1972,2.09
cze,1973,2.31
cze,1974,2.46
cze,1975,2.43
cze,1976,2.39
cze,1977,2.34
cze,1978,2.33
cze,1979,2.27
cze,1980,2.08
cze,1981,2
cze,1982,2
cze,1983,1.97
cze,1984,1.97
cze,1985,1.95
cze,1986,1.92
cze,1987,1.91
cze,1988,1.94
cze,1989,1.87
cze,1990,1.9
cze,1991,1.86
cze,1992,1.71
cze,1993,1.67
cze,1994,1.44
cze,1995,1.28
cze,1996,1.18
cze,1997,1.17
cze,1998,1.16
cze,1999,1.13
