geo,time,dc_dac_korl_cd
geo,2004,39999.99911
geo,2005,39999.99911
geo,2006,50000.00075
geo,2007,159999.99642
geo,2010,50000.00075
geo,2011,159999.99642
geo,2012,59999.99866
geo,2013,50000.00075
geo,2014,59999.99866
geo,2015,200000.00298
geo,2016,519999.98093
geo,2017,289999.99166
geo,2018,39999.99911
geo,2019,310000.00238
gha,1989,19999.99955
gha,1990,9999.99978
gha,1991,200000.00298
gha,1992,2710000.03815
gha,1993,6789999.96185
gha,1994,2299999.95232
gha,1995,280000.00119
gha,1996,1840000.03338
gha,1997,4460000.03815
gha,1998,189999.99762
gha,1999,-360000.01431
gha,2000,-360000.01431
gha,2001,-29999.99933
gha,2002,-9999.99978
gha,2003,12380000.11444
gha,2004,15220000.26703
gha,2005,13699999.80927
gha,2006,270000.01073
gha,2007,1559999.94278
gha,2008,2509999.99046
gha,2009,2470000.02861
gha,2010,6730000.01907
gha,2011,5059999.94278
gha,2012,23440000.53406
gha,2013,9850000.38147
gha,2014,15819999.69482
gha,2015,39840000.15259
gha,2016,23180000.30518
gha,2017,45990001.67847
gha,2018,17250000
gha,2019,22100000.38147
gin,1991,70000.0003
gin,1999,9999.99978
gin,2005,50000.00075
gin,2006,50000.00075
gin,2007,2230000.01907
gin,2008,1009999.99046
gin,2009,100000.00149
gin,2010,159999.99642
gin,2011,250000
gin,2012,140000.0006
gin,2013,50000.00075
gin,2014,310000.00238
gin,2015,90000.00358
gin,2016,19999.99955
gin,2017,79999.99821
gin,2019,2349999.90463
gmb,1992,0
gmb,1994,100000.00149
gmb,1995,19999.99955
gmb,1996,50000.00075
gmb,1997,70000.0003
gmb,1999,70000.0003
gmb,2000,19999.99955
gmb,2001,9999.99978
gmb,2002,79999.99821
gmb,2003,50000.00075
gmb,2004,70000.0003
gmb,2005,79999.99821
gmb,2006,39999.99911
gmb,2007,100000.00149
gmb,2008,29999.99933
gmb,2009,19999.99955
gmb,2010,109999.9994
gmb,2011,59999.99866
gmb,2012,50000.00075
gmb,2013,39999.99911
gmb,2014,39999.99911
gmb,2015,79999.99821
gmb,2016,300000.01192
gmb,2017,19999.99955
gmb,2018,1799999.95232
gmb,2019,910000.02623
gnb,1991,79999.99821
gnb,1992,50000.00075
gnb,1993,50000.00075
gnb,1994,50000.00075
gnb,1995,50000.00075
gnb,1996,79999.99821
gnb,1997,29999.99933
gnb,1998,9999.99978
gnb,2001,39999.99911
gnb,2002,29999.99933
gnb,2004,29999.99933
gnb,2005,70000.0003
gnb,2006,29999.99933
gnb,2007,29999.99933
gnb,2008,250000
gnb,2009,79999.99821
gnb,2010,119999.99732
gnb,2011,119999.99732
gnb,2012,400000.00596
gnb,2014,150000.00596
gnb,2015,140000.0006
gnb,2017,39999.99911
gnb,2018,19999.99955
gnb,2019,19999.99955
gnq,1995,29999.99933
gnq,1996,39999.99911
gnq,1997,19999.99955
gnq,2000,19999.99955
gnq,2005,50000.00075
gnq,2007,129999.99523
gnq,2010,19999.99955
gnq,2011,289999.99166
gnq,2012,280000.00119
gnq,2013,140000.0006
gnq,2014,29999.99933
gnq,2015,29999.99933
gnq,2016,180000.00715
gnq,2018,100000.00149
gnq,2019,129999.99523
grd,1991,50000.00075
grd,1992,29999.99933
grd,1993,19999.99955
grd,1994,50000.00075
grd,1995,29999.99933
grd,1996,29999.99933
grd,1997,29999.99933
grd,1999,29999.99933
grd,2000,19999.99955
grd,2002,119999.99732
grd,2003,19999.99955
grd,2004,50000.00075
grd,2005,119999.99732
grd,2006,70000.0003
grd,2007,219999.99881
grd,2008,19999.99955
grd,2011,9999.99978
grd,2012,109999.9994
grd,2013,129999.99523
grd,2014,119999.99732
grd,2015,79999.99821
grd,2016,9999.99978
grd,2017,90000.00358
grd,2019,180000.00715
gtm,1989,19999.99955
gtm,1991,150000.00596
gtm,1992,239999.99464
gtm,1993,310000.00238
gtm,1994,579999.98331
gtm,1995,400000.00596
gtm,1996,239999.99464
gtm,1997,959999.97854
gtm,1998,439999.99762
gtm,1999,100000.00149
gtm,2000,170000.00179
gtm,2001,209999.99344
gtm,2002,259999.99046
gtm,2003,1210000.03815
gtm,2004,889999.98569
gtm,2005,1450000.04768
gtm,2006,2279999.97139
gtm,2007,2769999.98093
gtm,2008,4030000.20981
gtm,2009,3950000.04768
gtm,2010,5449999.80927
gtm,2011,4880000.11444
gtm,2012,5010000.22888
gtm,2013,2730000.01907
gtm,2014,4389999.86649
gtm,2015,3200000.04768
gtm,2016,4880000.11444
gtm,2017,3420000.07629
gtm,2018,6579999.92371
gtm,2019,7380000.11444
guy,1991,129999.99523
guy,1992,70000.0003
guy,1993,189999.99762
guy,1994,100000.00149
guy,1995,100000.00149
guy,1996,100000.00149
guy,1997,79999.99821
guy,1999,9999.99978
guy,2000,9999.99978
guy,2001,29999.99933
guy,2002,90000.00358
guy,2003,59999.99866
guy,2004,9999.99978
guy,2005,59999.99866
guy,2006,70000.0003
guy,2007,670000.01669
guy,2012,9999.99978
guy,2013,50000.00075
guy,2014,150000.00596
guy,2015,119999.99732
guy,2016,29999.99933
guy,2017,90000.00358
guy,2018,90000.00358
hkg,1990,9999.99978
hkg,1992,9999.99978
hkg,1994,19999.99955
hkg,1996,9999.99978
hkg,1998,9999.99978
hkg,1999,9999.99978
hnd,1991,109999.9994
hnd,1992,109999.9994
hnd,1993,180000.00715
hnd,1994,100000.00149
hnd,1995,119999.99732
hnd,1996,109999.9994
hnd,1997,730000.01907
hnd,1998,579999.98331
hnd,1999,250000
hnd,2000,70000.0003
hnd,2001,90000.00358
hnd,2002,100000.00149
hnd,2003,419999.98689
hnd,2004,4289999.96185
hnd,2005,1679999.94755
hnd,2006,1049999.95232
hnd,2007,3109999.8951
hnd,2008,9850000.38147
hnd,2009,4469999.79019
hnd,2010,6449999.80927
hnd,2011,4750000
hnd,2012,3700000.04768
hnd,2013,1950000.04768
hnd,2014,3670000.07629
hnd,2015,5829999.92371
hnd,2016,10189999.58038
hnd,2017,23229999.54224
hnd,2018,8920000.07629
hnd,2019,33700000.76294
hrv,1994,9999.99978
hrv,1995,79999.99821
hrv,1996,19999.99955
hrv,1997,19999.99955
hrv,1998,9999.99978
hrv,1999,9999.99978
hrv,2001,13319999.69482
hrv,2002,18899999.61853
hrv,2003,2829999.92371
hrv,2004,19999.99955
hrv,2006,50000.00075
hrv,2008,-1110000.01431
hrv,2009,-1929999.94755
hrv,2010,-2109999.8951
hti,1991,9999.99978
hti,1994,219999.99881
hti,1995,100000.00149
hti,1996,100000.00149
hti,1997,180000.00715
hti,1999,39999.99911
hti,2001,39999.99911
hti,2002,219999.99881
hti,2003,79999.99821
hti,2004,90000.00358
hti,2005,129999.99523
hti,2006,29999.99933
hti,2007,150000.00596
hti,2008,720000.02861
hti,2009,430000.00715
hti,2010,5539999.96185
hti,2011,970000.02861
hti,2012,2450000.04768
hti,2013,4639999.86649
hti,2014,920000.01669
hti,2015,2339999.91417
hti,2016,1509999.99046
hti,2017,3099999.90463
hti,2018,4000000
hti,2019,2859999.8951
hun,1990,19999.99955
hun,1991,29999.99933
hun,1992,59999.99866
hun,1993,70000.0003
hun,1994,100000.00149
hun,1995,50000.00075
hun,1996,70000.0003
hun,1997,11810000.41962
hun,1998,-2279999.97139
hun,1999,39999.99911
hun,2000,119999.99732
hun,2001,349999.99404
hun,2002,-300000.01192
hun,2003,-280000.00119
hun,2004,-400000.00596
idn,1988,330000.01311
idn,1989,79999.99821
idn,1990,579999.98331
idn,1991,2720000.02861
idn,1992,7280000.20981
idn,1993,6019999.98093
idn,1994,1730000.01907
idn,1995,2589999.91417
idn,1996,2019999.98093
idn,1997,15390000.34332
idn,1998,19549999.23706
idn,1999,9329999.92371
idn,2000,3789999.96185
idn,2001,23000000
idn,2002,14670000.07629
idn,2003,30170000.07629
idn,2004,16930000.30518
idn,2005,18319999.69482
idn,2006,18899999.61853
idn,2007,28780000.68665
idn,2008,18940000.53406
idn,2009,27760000.22888
idn,2010,24440000.53406
idn,2011,24290000.91553
idn,2012,37229999.54224
idn,2013,31500000
idn,2014,21489999.77112
idn,2015,39549999.23706
idn,2016,41659999.84741
idn,2017,47970001.2207
idn,2018,42889999.38965
idn,2019,35430000.30518
ind,1988,9999.99978
ind,1989,19999.99955
ind,1990,19999.99955
ind,1991,79999.99821
ind,1992,59999.99866
ind,1993,170000.00179
ind,1994,70000.0003
ind,1995,50000.00075
ind,1996,170000.00179
ind,1997,109999.9994
ind,1998,109999.9994
ind,1999,189999.99762
ind,2000,140000.0006
ind,2001,449999.98808
ind,2002,430000.00715
ind,2003,1230000.01907
ind,2004,810000.00238
ind,2005,889999.98569
ind,2006,680000.00715
ind,2007,3859999.8951
ind,2008,2500000
ind,2009,750000
ind,2010,1070000.05245
ind,2011,1129999.99523
ind,2012,430000.00715
ind,2013,300000.01192
ind,2014,500000
ind,2015,230000.00417
ind,2016,600000.02384
ind,2017,720000.02861
ind,2018,689999.99762
ind,2019,3170000.07629
irn,1989,19999.99955
irn,1991,70000.0003
irn,1992,140000.0006
irn,1993,159999.99642
irn,1994,50000.00075
irn,1995,50000.00075
irn,1996,170000.00179
irn,1997,219999.99881
irn,1998,50000.00075
irn,1999,90000.00358
irn,2000,70000.0003
irn,2001,70000.0003
irn,2002,310000.00238
irn,2003,529999.97139
irn,2004,1330000.04292
irn,2005,439999.99762
irn,2006,600000.02384
irn,2007,4849999.90463
irn,2008,660000.02623
irn,2009,109999.9994
irn,2010,349999.99404
irn,2011,360000.01431
irn,2012,270000.01073
irn,2013,39999.99911
irn,2014,300000.01192
irn,2015,230000.00417
irn,2016,389999.98569
irn,2017,479999.98927
irn,2018,3299999.95232
irn,2019,5639999.86649
irq,1988,9999.99978
irq,1989,19999.99955
irq,1993,100000.00149
irq,1994,19999.99955
irq,1995,90000.00358
irq,1996,219999.99881
irq,1997,100000.00149
irq,1998,19999.99955
irq,1999,19999.99955
irq,2000,19999.99955
irq,2001,29999.99933
irq,2002,9999.99978
irq,2003,40569999.69482
irq,2004,72150001.52588
irq,2005,149539993.28613
irq,2006,57090000.15259
irq,2007,53619998.93188
irq,2008,9760000.22888
irq,2009,6550000.19073
irq,2010,11880000.11444
irq,2011,5289999.96185
irq,2012,8029999.73297
irq,2013,12489999.77112
irq,2014,18120000.83923
irq,2015,13250000
irq,2016,13090000.15259
irq,2017,17319999.69482
irq,2018,18649999.61853
irq,2019,14680000.30518
isr,1992,19999.99955
isr,1993,19999.99955
isr,2001,39999.99911
isr,2002,59999.99866
isr,2003,29999.99933
isr,2004,29999.99933
jam,1991,170000.00179
jam,1992,100000.00149
jam,1993,209999.99344
jam,1994,70000.0003
jam,1995,119999.99732
jam,1996,109999.9994
jam,1997,129999.99523
jam,1998,59999.99866
jam,1999,140000.0006
jam,2000,79999.99821
jam,2001,29999.99933
jam,2002,59999.99866
jam,2003,79999.99821
jam,2004,50000.00075
jam,2005,19999.99955
jam,2006,150000.00596
jam,2007,100000.00149
jam,2008,1340000.03338
jam,2009,1240000.00954
jam,2010,109999.9994
jam,2011,29999.99933
jam,2012,1120000.00477
jam,2013,1519999.98093
jam,2014,349999.99404
jam,2015,400000.00596
jam,2016,300000.01192
jam,2017,209999.99344
jam,2018,39999.99911
jam,2019,239999.99464
jor,1990,9999.99978
jor,1991,90000.00358
jor,1992,39999.99911
jor,1993,2079999.92371
jor,1994,3480000.01907
jor,1995,2930000.06676
jor,1996,1730000.01907
jor,1997,300000.01192
jor,1998,59999.99866
jor,1999,-150000.00596
jor,2000,-300000.01192
jor,2001,939999.99762
jor,2002,4579999.92371
jor,2003,-119999.99732
jor,2004,930000.00715
jor,2005,1259999.99046
jor,2006,3230000.01907
jor,2007,2259999.99046
jor,2008,12020000.45776
jor,2009,3900000.09537
jor,2010,11529999.73297
jor,2011,29319999.69482
jor,2012,23600000.38147
jor,2013,14850000.38147
jor,2014,40159999.84741
jor,2015,36889999.38965
jor,2016,29860000.61035
jor,2017,20239999.77112
jor,2018,16469999.31335
jor,2019,27379999.16077
kaz,1992,0
kaz,1993,19999.99955
kaz,1994,250000
kaz,1995,709999.97854
kaz,1996,959999.97854
kaz,1997,720000.02861
kaz,1998,759999.99046
kaz,1999,1059999.94278
kaz,2000,1279999.97139
kaz,2001,980000.01907
kaz,2002,10909999.84741
kaz,2003,2420000.07629
kaz,2004,3130000.11444
kaz,2005,3680000.06676
kaz,2006,2640000.1049
kaz,2007,2210000.03815
kaz,2008,3450000.04768
kaz,2009,5519999.98093
kaz,2010,3759999.99046
kaz,2011,2019999.98093
kaz,2012,349999.99404
kaz,2013,-209999.99344
kaz,2014,119999.99732
kaz,2015,-7150000.09537
kaz,2016,2710000.03815
kaz,2017,1879999.99523
kaz,2018,1269999.98093
kaz,2019,1909999.96662
ken,1989,9999.99978
ken,1990,9999.99978
ken,1991,280000.00119
ken,1992,270000.01073
ken,1993,259999.99046
ken,1994,2359999.8951
ken,1995,3369999.88556
ken,1996,5940000.05722
ken,1997,2089999.91417
ken,1998,389999.98569
ken,1999,100000.00149
ken,2000,-579999.98331
ken,2001,-460000.00834
ken,2002,150000.00596
ken,2003,-629999.99523
ken,2004,-519999.98093
ken,2005,10930000.30518
ken,2006,15470000.26703
ken,2007,2599999.90463
ken,2008,1789999.96185
ken,2009,4500000
ken,2010,2789999.96185
ken,2011,9289999.96185
ken,2012,8979999.54224
ken,2013,5280000.20981
ken,2014,3730000.01907
ken,2015,5920000.07629
ken,2016,8130000.11444
ken,2017,10369999.88556
ken,2018,21270000.45776
ken,2019,23340000.15259
kgz,1992,0
kgz,1993,0
kgz,1994,79999.99821
kgz,1995,70000.0003
kgz,1996,109999.9994
kgz,1997,159999.99642
kgz,1998,50000.00075
kgz,1999,13010000.22888
kgz,2000,589999.97377
kgz,2001,129999.99523
kgz,2002,230000.00417
kgz,2003,620000.00477
kgz,2004,479999.98927
kgz,2005,419999.98689
kgz,2006,610000.01431
kgz,2007,150000.00596
kgz,2008,709999.97854
kgz,2009,720000.02861
kgz,2010,1830000.04292
kgz,2011,1210000.03815
kgz,2012,1000000
kgz,2013,1330000.04292
kgz,2014,2359999.8951
kgz,2015,7969999.79019
kgz,2016,9319999.69482
kgz,2017,11989999.77112
kgz,2018,5519999.98093
kgz,2019,8869999.88556
khm,1993,0
khm,1994,9999.99978
khm,1996,219999.99881
khm,1997,1779999.97139
khm,1998,300000.01192
khm,1999,250000
khm,2000,660000.02623
khm,2001,1129999.99523
khm,2002,22709999.08447
khm,2003,10760000.22888
khm,2004,23879999.16077
khm,2005,17770000.45776
khm,2006,13829999.92371
khm,2007,35279998.7793
khm,2008,34659999.84741
khm,2009,17049999.23706
khm,2010,37330001.83105
khm,2011,62229999.54224
khm,2012,56150001.52588
khm,2013,60540000.91553
khm,2014,68620002.74658
khm,2015,65849998.47412
khm,2016,53150001.52588
khm,2017,64150001.52588
khm,2018,57220001.2207
khm,2019,70699996.94824
kir,1991,59999.99866
kir,1992,39999.99911
kir,1993,29999.99933
kir,1994,29999.99933
kir,1995,39999.99911
kir,1996,29999.99933
kir,1997,29999.99933
kir,1998,29999.99933
kir,1999,9999.99978
kir,2001,29999.99933
kir,2002,29999.99933
kir,2004,19999.99955
kir,2005,39999.99911
kir,2006,109999.9994
kir,2007,300000.01192
kir,2008,109999.9994
kir,2009,129999.99523
kir,2010,209999.99344
kir,2011,639999.98569
kir,2012,509999.99046
kir,2013,9999.99978
kir,2014,569999.99285
kir,2015,340000.00358
kir,2016,839999.97377
kir,2017,529999.97139
kir,2018,800000.01192
kir,2019,930000.00715
kna,1991,39999.99911
kna,1992,29999.99933
kna,1993,29999.99933
kna,1994,29999.99933
kna,1995,50000.00075
kna,1996,29999.99933
kna,1997,29999.99933
kna,1998,29999.99933
kna,1999,9999.99978
kna,2000,50000.00075
kna,2001,9999.99978
kna,2002,170000.00179
kna,2004,50000.00075
kna,2005,119999.99732
kna,2007,100000.00149
kna,2012,109999.9994
kna,2013,100000.00149
kos,2019,50000.00075
kwt,1988,9999.99978
kwt,1998,9999.99978
kwt,2004,9999.99978
lao,1991,19999.99955
lao,1992,9999.99978
lao,1993,9999.99978
lao,1994,19999.99955
lao,1995,70000.0003
lao,1996,409999.99642
lao,1997,810000.00238
lao,1998,219999.99881
lao,1999,300000.01192
lao,2000,600000.02384
lao,2001,670000.01669
lao,2002,1470000.02861
lao,2003,2109999.8951
lao,2004,3640000.1049
lao,2005,9770000.45776
lao,2006,13550000.19073
lao,2007,17899999.61853
lao,2008,11569999.69482
lao,2009,25139999.38965
lao,2010,27750000
lao,2011,33479999.54224
lao,2012,23520000.45776
lao,2013,27069999.69482
lao,2014,28979999.54224
lao,2015,87629997.25342
lao,2016,36580001.83105
lao,2017,55099998.47412
lao,2018,69569999.69482
lao,2019,60569999.69482
lbn,1994,59999.99866
lbn,1995,29999.99933
lbn,1996,150000.00596
lbn,1997,119999.99732
lbn,1998,70000.0003
lbn,1999,50000.00075
lbn,2000,59999.99866
lbn,2001,79999.99821
lbn,2002,90000.00358
lbn,2003,119999.99732
lbn,2004,1179999.94755
lbn,2005,250000
lbn,2006,680000.00715
lbn,2007,5820000.17166
lbn,2008,5070000.17166
lbn,2009,2849999.90463
lbn,2010,1820000.05245
lbn,2011,1580000.04292
lbn,2012,870000.00477
lbn,2013,930000.00715
lbn,2014,1450000.04768
lbn,2015,1500000
lbn,2016,1399999.97616
lbn,2017,2069999.93324
lbn,2018,939999.99762
lbn,2019,3740000.00954
lbr,1989,19999.99955
lbr,1991,9999.99978
lbr,1992,29999.99933
lbr,1993,50000.00075
lbr,1998,9999.99978
lbr,2006,9999.99978
lbr,2007,200000.00298
lbr,2008,10329999.92371
lbr,2009,9999.99978
lbr,2010,39999.99911
lbr,2011,100000.00149
lbr,2012,59999.99866
lbr,2013,50000.00075
lbr,2014,70000.0003
lbr,2015,1309999.94278
lbr,2016,1450000.04768
lbr,2017,19999.99955
lbr,2018,140000.0006
lbr,2019,579999.98331
lby,1990,29999.99933
lby,1992,0
lby,1993,0
lby,1994,50000.00075
lby,1995,59999.99866
lby,1996,129999.99523
lby,1997,79999.99821
lby,1998,100000.00149
lby,1999,70000.0003
lby,2000,119999.99732
lby,2001,509999.99046
lby,2002,1370000.00477
lby,2003,100000.00149
lby,2004,90000.00358
lby,2005,79999.99821
lby,2006,59999.99866
lby,2007,419999.98689
lby,2008,519999.98093
lby,2009,170000.00179
lby,2010,239999.99464
lby,2011,2299999.95232
lby,2012,1190000.05722
lby,2013,209999.99344
lby,2014,1210000.03815
lby,2015,850000.02384
lby,2016,1000000
lby,2017,1500000
lby,2018,1519999.98093
lby,2019,1730000.01907
lca,1991,39999.99911
lca,1992,29999.99933
lca,1993,19999.99955
lca,1994,29999.99933
lca,1995,29999.99933
lca,1996,29999.99933
lca,1997,39999.99911
lca,1999,19999.99955
lca,2002,189999.99762
lca,2004,50000.00075
lca,2005,100000.00149
lca,2006,9999.99978
lca,2007,170000.00179
lca,2010,79999.99821
lca,2011,9999.99978
lca,2012,119999.99732
lca,2013,119999.99732
lca,2014,29999.99933
lca,2015,219999.99881
lca,2016,109999.9994
lca,2017,19999.99955
lca,2018,19999.99955
lca,2019,119999.99732
lka,1988,29999.99933
lka,1989,39999.99911
lka,1990,140000.0006
lka,1991,730000.01907
lka,1992,2470000.02861
lka,1993,4329999.92371
lka,1994,6500000
lka,1995,2420000.07629
lka,1996,1620000.00477
lka,1997,1669999.95708
lka,1998,16629999.16077
lka,1999,11109999.65668
lka,2000,10260000.22888
lka,2001,10850000.38147
lka,2002,10930000.30518
lka,2003,17149999.61853
lka,2004,5369999.88556
lka,2005,33209999.08447
lka,2006,22649999.61853
lka,2007,33259998.32153
lka,2008,20299999.23706
lka,2009,15500000
lka,2010,43470001.2207
lka,2011,43360000.61035
lka,2012,51490001.67847
lka,2013,44930000.30518
lka,2014,44779998.7793
lka,2015,27459999.08447
lka,2016,30219999.31335
lka,2017,11770000.45776
lka,2018,22420000.07629
lka,2019,30149999.61853
lso,1991,159999.99642
lso,1992,140000.0006
lso,1993,129999.99523
lso,1994,129999.99523
lso,1995,209999.99344
lso,1996,50000.00075
lso,1997,50000.00075
lso,1999,29999.99933
lso,2003,50000.00075
lso,2004,29999.99933
lso,2009,90000.00358
lso,2010,140000.0006
lso,2011,180000.00715
lso,2012,250000
lso,2013,79999.99821
lso,2014,230000.00417
lso,2015,209999.99344
lso,2016,200000.00298
lso,2017,100000.00149
lso,2018,90000.00358
lso,2019,90000.00358
ltu,1992,59999.99866
ltu,1993,50000.00075
ltu,1994,59999.99866
ltu,1995,150000.00596
ltu,1996,119999.99732
ltu,1997,70000.0003
ltu,1998,29999.99933
ltu,1999,9999.99978
ltu,2000,50000.00075
ltu,2001,9999.99978
ltu,2002,39999.99911
ltu,2003,9999.99978
ltu,2004,50000.00075
lva,1992,9999.99978
lva,1993,9999.99978
lva,1994,9999.99978
lva,1995,29999.99933
lva,1996,29999.99933
lva,1997,39999.99911
lva,1998,19999.99955
lva,1999,9999.99978
lva,2001,9999.99978
lva,2002,19999.99955
lva,2003,39999.99911
lva,2004,29999.99933
mar,1988,29999.99933
mar,1991,100000.00149
mar,1992,140000.0006
mar,1994,180000.00715
mar,1995,460000.00834
mar,1996,330000.01311
mar,1997,39999.99911
mar,1998,19999.99955
mar,1999,79999.99821
mar,2000,39999.99911
mar,2001,140000.0006
mar,2002,460000.00834
mar,2003,680000.00715
mar,2004,2500000
mar,2005,1399999.97616
mar,2006,2400000.09537
mar,2007,2849999.90463
mar,2008,2579999.92371
mar,2009,2700000.04768
mar,2010,3920000.07629
mar,2011,7510000.22888
mar,2012,6219999.79019
mar,2013,5349999.90463
mar,2014,4050000.19073
mar,2015,5809999.94278
mar,2016,5349999.90463
mar,2017,6909999.84741
mar,2018,5340000.15259
mar,2019,6019999.98093
mda,1993,9999.99978
mda,1994,29999.99933
mda,1995,19999.99955
mda,1996,19999.99955
mda,1997,29999.99933
mda,1998,19999.99955
mda,1999,19999.99955
mda,2000,50000.00075
mda,2001,9999.99978
mda,2002,39999.99911
mda,2003,59999.99866
mda,2004,90000.00358
mda,2005,79999.99821
mda,2008,59999.99866
mda,2010,59999.99866
mda,2011,259999.99046
mda,2012,660000.02623
mda,2013,270000.01073
mda,2014,479999.98927
mda,2015,479999.98927
mda,2016,899999.97616
mda,2017,259999.99046
mda,2018,400000.00596
mda,2019,430000.00715
mdg,1993,109999.9994
mdg,1994,100000.00149
mdg,1995,129999.99523
mdg,1996,90000.00358
mdg,1997,90000.00358
mdg,2000,29999.99933
mdg,2001,19999.99955
mdg,2002,150000.00596
mdg,2003,79999.99821
mdg,2004,79999.99821
mdg,2005,19999.99955
mdg,2006,50000.00075
mdg,2007,519999.98093
mdg,2008,310000.00238
mdg,2009,560000.00238
mdg,2010,509999.99046
mdg,2011,7610000.13351
mdg,2012,4010000.22888
mdg,2013,519999.98093
mdg,2014,500000
mdg,2015,449999.98808
mdg,2016,9369999.88556
mdg,2017,19559999.46594
mdg,2018,5170000.07629
mdg,2019,3279999.97139
mdv,1988,9999.99978
mdv,1991,129999.99523
mdv,1992,59999.99866
mdv,1993,70000.0003
mdv,1994,90000.00358
mdv,1995,100000.00149
mdv,1996,50000.00075
mdv,1997,90000.00358
mdv,1998,9999.99978
mdv,1999,9999.99978
mdv,2001,50000.00075
mdv,2002,50000.00075
mdv,2003,29999.99933
mdv,2004,59999.99866
mdv,2005,3119999.88556
mdv,2006,59999.99866
mdv,2007,119999.99732
mdv,2008,569999.99285
mdv,2009,29999.99933
mdv,2010,119999.99732
mdv,2011,479999.98927
mdv,2012,239999.99464
mdv,2013,170000.00179
mdv,2014,79999.99821
mdv,2015,90000.00358
mdv,2016,119999.99732
mdv,2017,79999.99821
mdv,2018,150000.00596
mdv,2019,219999.99881
mex,1989,19999.99955
mex,1990,19999.99955
mex,1991,29999.99933
mex,1992,79999.99821
mex,1993,70000.0003
mex,1994,9999.99978
mex,1995,39999.99911
mex,1996,9999.99978
mex,1997,109999.9994
mex,1998,29999.99933
mex,1999,70000.0003
mex,2000,79999.99821
mex,2001,150000.00596
mex,2002,109999.9994
mex,2003,170000.00179
mex,2004,1610000.01431
mex,2005,720000.02861
mex,2006,330000.01311
mex,2007,349999.99404
mex,2008,899999.97616
mex,2009,790000.02146
mex,2010,550000.01192
mex,2011,529999.97139
mex,2012,270000.01073
mex,2013,400000.00596
mex,2014,810000.00238
mex,2015,379999.99523
mex,2016,330000.01311
mex,2017,1620000.00477
mex,2018,670000.01669
mex,2019,1429999.94755
mhl,1992,39999.99911
mhl,1993,19999.99955
mhl,1994,39999.99911
mhl,1995,29999.99933
mhl,1996,79999.99821
mhl,1997,29999.99933
mhl,1998,19999.99955
mhl,2001,9999.99978
mhl,2004,9999.99978
mhl,2005,50000.00075
mhl,2007,109999.9994
mhl,2009,79999.99821
mhl,2010,9999.99978
mhl,2011,59999.99866
mhl,2013,159999.99642
mhl,2014,280000.00119
mhl,2015,19999.99955
mhl,2016,170000.00179
mhl,2017,289999.99166
mhl,2018,109999.9994
mhl,2019,209999.99344
mkd,2012,9999.99978
mkd,2014,90000.00358
mkd,2016,59999.99866
mkd,2019,29999.99933
mli,1991,100000.00149
mli,1992,100000.00149
mli,1993,59999.99866
mli,1994,70000.0003
mli,1995,79999.99821
mli,1996,79999.99821
mli,1997,50000.00075
mli,1998,9999.99978
mli,1999,9999.99978
mli,2000,19999.99955
mli,2001,109999.9994
mli,2002,9999.99978
mli,2003,59999.99866
mli,2004,70000.0003
mli,2005,70000.0003
mli,2006,9999.99978
mli,2008,270000.01073
mli,2009,419999.98689
mli,2010,439999.99762
mli,2011,12930000.30518
mli,2012,1100000.02384
mli,2013,9319999.69482
mli,2014,7190000.05722
mli,2015,9149999.61853
mli,2016,15850000.38147
mli,2017,12109999.65668
mli,2018,9340000.15259
mli,2019,3180000.06676
mlt,1991,9999.99978
mlt,1993,9999.99978
mmr,1988,50000.00075
mmr,1989,9999.99978
mmr,1990,19999.99955
mmr,1991,280000.00119
mmr,1992,209999.99344
mmr,1993,330000.01311
mmr,1994,6280000.20981
mmr,1995,1940000.05722
mmr,1996,879999.99523
mmr,1997,16450000.76294
mmr,1998,13300000.19073
mmr,1999,7789999.96185
mmr,2000,839999.97377
mmr,2001,419999.98689
mmr,2002,7199999.80927
mmr,2003,6639999.86649
mmr,2004,2930000.06676
mmr,2005,8109999.65668
mmr,2006,8529999.73297
mmr,2007,500000
mmr,2008,4369999.88556
mmr,2009,1950000.04768
mmr,2010,3250000
mmr,2011,4809999.94278
mmr,2012,6039999.96185
mmr,2013,11720000.26703
mmr,2014,17290000.91553
mmr,2015,21229999.54224
mmr,2016,44419998.16895
mmr,2017,74639999.38965
mmr,2018,35709999.08447
mmr,2019,88029998.7793
mne,2006,19999.99955
mne,2007,689999.99762
mne,2012,109999.9994
mne,2014,90000.00358
mne,2017,29999.99933
mne,2018,9999.99978
mne,2019,90000.00358
mng,1990,29999.99933
mng,1991,1559999.94278
mng,1992,479999.98927
mng,1993,560000.00238
mng,1994,1450000.04768
mng,1995,5010000.22888
mng,1996,939999.99762
mng,1997,4260000.22888
mng,1998,779999.97139
mng,1999,3069999.93324
mng,2000,1539999.96185
mng,2001,2670000.07629
mng,2002,16469999.31335
mng,2003,5909999.84741
mng,2004,1870000.00477
mng,2005,4659999.84741
mng,2006,5400000.09537
mng,2007,12899999.61853
mng,2008,16469999.31335
mng,2009,32259998.32153
mng,2010,39150001.52588
mng,2011,30500000
mng,2012,31790000.91553
mng,2013,27670000.07629
mng,2014,30760000.22888
mng,2015,24200000.76294
mng,2016,41409999.84741
mng,2017,23290000.91553
mng,2018,76919998.16895
mng,2019,54229999.54224
moz,1992,100000.00149
moz,1993,129999.99523
moz,1994,100000.00149
moz,1995,109999.9994
