geo,time,fp_wpi_totl
sgp,1988,89.02605
sgp,1989,91.3024
sgp,1990,92.88138
sgp,1991,89.07325
sgp,1992,85.17223
sgp,1993,81.46394
sgp,1994,81.12415
sgp,1995,81.13963
sgp,1996,81.23251
sgp,1997,80.29595
sgp,1998,77.85782
sgp,1999,79.49261
sgp,2000,87.51533
sgp,2001,86.02085
sgp,2002,83.26947
sgp,2003,84.97088
sgp,2004,89.34703
sgp,2005,97.94605
sgp,2006,102.83568
sgp,2007,103.12692
sgp,2008,110.90589
sgp,2009,95.4859
sgp,2010,100
sgp,2011,108.41508
sgp,2012,108.89792
sgp,2013,105.99326
sgp,2014,102.46015
sgp,2015,86.77192
sgp,2016,80.73268
sgp,2017,86.4347
sgp,2018,91.96812
sgp,2019,88.97915
sgp,2020,81.2615
sle,1970,4.04652
sle,1971,4.27313
sle,1972,4.74657
sle,1973,5.98885
sle,1974,7.55081
sle,1975,8.81737
sle,1976,10.80128
sle,1977,12.75873
sle,1978,14.92781
sle,1979,18.08443
sle,1980,22.12939
sle,1981,26.98997
sle,1982,32.31787
sle,1983,46.26254
sle,1984,67.02744
sle,1985,100
slv,1960,5.75168
slv,1961,5.60045
slv,1962,5.57346
slv,1963,5.66116
slv,1964,6.04288
slv,1965,5.93663
slv,1966,5.93832
slv,1967,6.01927
slv,1968,5.94057
slv,1969,5.92258
slv,1970,6.43978
slv,1971,6.08898
slv,1972,6.44597
slv,1973,7.80701
slv,1974,9.78476
slv,1975,9.95679
slv,1976,13.41477
slv,1977,19.75786
slv,1978,15.83608
slv,1979,17.03758
slv,1980,19.72898
slv,1981,21.69603
slv,1982,23.54612
slv,1983,25.14634
slv,1984,26.62296
slv,1985,30.30187
slv,1986,40.14749
slv,1987,40.44095
slv,1988,42.66345
slv,1989,46.80236
slv,1990,55.6392
slv,1991,59.49409
slv,1992,60.79938
slv,1993,65.38301
slv,1994,70.52139
slv,1995,77.89172
slv,1996,81.63469
slv,1997,82.46723
slv,1998,77.53898
slv,1999,76.40925
slv,2000,78.90169
slv,2001,77.65275
slv,2002,74.4127
slv,2003,76.18331
slv,2004,80.49614
slv,2005,85.75585
slv,2006,91.52531
slv,2007,95.82058
slv,2008,106.17366
slv,2009,95.32553
slv,2010,100
slv,2011,114.43792
slv,2012,112.09366
slv,2013,108.55425
slv,2014,110.84366
slv,2015,111.3451
slv,2016,108.44556
svk,1980,78.86435
svk,1981,82.25552
svk,1982,88.40694
svk,1983,89.19558
svk,1984,96.52997
svk,1985,98.26498
svk,1986,98.26498
svk,1987,98.34385
svk,1988,98.10726
svk,1989,95.42587
svk,1990,100
svk,1991,168.92744
svk,1992,177.83912
swe,1962,79.79754
swe,1963,80.6338
swe,1964,84.9912
swe,1965,88.20423
swe,1966,90.625
swe,1967,88.64437
swe,1968,87.76408
swe,1969,93.30986
swe,1970,100
swe,1971,100.48415
swe,1972,102.86092
swe,1973,118.48592
swe,1974,158.93486
syr,1960,2.65364
syr,1961,2.62764
syr,1962,2.433
syr,1963,2.40867
syr,1964,2.45733
syr,1965,2.45328
syr,1966,2.67833
syr,1967,2.92163
syr,1968,2.8162
syr,1969,2.75335
syr,1970,3.02301
syr,1971,3.29469
syr,1972,3.14466
syr,1973,4.17057
syr,1974,4.74436
syr,1975,5.10323
syr,1976,5.7135
syr,1977,6.22849
syr,1978,7.03138
syr,1979,7.63963
syr,1980,8.78314
syr,1981,10.45194
syr,1982,11.59375
syr,1983,11.94508
syr,1984,12.99905
syr,1985,14.31652
syr,1986,20.1134
syr,1987,29.51136
syr,1988,43.36364
syr,1989,49.38636
syr,1990,60.22727
syr,1991,68.65909
syr,1992,70.46591
syr,1993,76.48864
syr,1994,87.32955
syr,1995,93.35227
syr,1996,96.36364
syr,1997,98.77273
syr,1998,98.17045
syr,1999,96.36364
syr,2000,90.90909
syr,2001,87.27273
syr,2002,91.81818
syr,2003,96.36364
syr,2004,97.27273
syr,2005,100
syr,2006,104
syr,2007,108
syr,2008,115
syr,2009,145
tha,1960,19.35183
tha,1961,20.93356
tha,1962,22.25292
tha,1963,20.84735
tha,1964,19.59171
tha,1965,20.21016
tha,1966,23.07752
tha,1967,24.83541
tha,1968,23.69222
tha,1969,24.47933
tha,1970,23.96958
tha,1971,23.07377
tha,1972,24.81667
tha,1973,34.42324
tha,1974,43.43386
tha,1975,42.30566
tha,1976,44.97811
tha,1977,45.83269
tha,1978,48.68505
tha,1979,57.66943
tha,1980,66.75875
tha,1981,62.31342
tha,1982,56.3838
tha,1983,60.4056
tha,1984,58.53849
tha,1985,58.52386
tha,1986,59.7816
tha,1987,63.11607
tha,1988,69.63877
tha,1989,70.77951
tha,1990,70.35051
tha,1991,71.22313
tha,1992,72.70024
tha,1993,71.21338
tha,1994,79.31556
tha,1995,92.18544
tha,1996,93.11656
tha,1997,92.51694
tha,1998,111.03203
tha,1999,98.17189
tha,2000,100
tun,1962,21.61665
tun,1963,22.6964
tun,1964,23.79951
tun,1965,26.87708
tun,1966,27.8185
tun,1967,28.84615
tun,1968,29.84865
tun,1969,30.15946
tun,1970,31.35779
tun,1971,33.67566
tun,1972,34.16693
tun,1973,35.99875
tun,1974,43.62653
tun,1975,47.7553
tun,1976,48.33804
tun,1977,50.68726
tun,1978,52.26037
tun,1979,56.05728
tun,1980,62.12501
tun,1981,69.89913
tun,1982,81.71579
tun,1983,87.09627
tun,1984,93.30511
tun,1985,100
tun,1986,105.66792
tun,1987,108.4849
tur,1981,0.00349
tur,1982,0.00443
tur,1983,0.00578
tur,1984,0.00868
tur,1985,0.01244
tur,1986,0.01611
tur,1987,0.02128
tur,1988,0.03627
tur,1989,0.05948
tur,1990,0.09058
tur,1991,0.14072
tur,1992,0.2281
tur,1993,0.36032
tur,1994,0.79725
tur,1995,1.48309
tur,1996,2.60928
tur,1997,4.74376
tur,1998,8.15124
tur,1999,12.47647
tur,2000,18.89369
tur,2001,30.53737
tur,2002,45.83884
tur,2003,57.55653
tur,2004,63.94079
tur,2005,69.20754
tur,2006,75.96622
tur,2007,80.75844
tur,2008,91.0286
tur,2009,92.15249
tur,2010,100
tur,2011,111.08529
tur,2012,117.85292
tur,2013,123.13431
ury,1961,0.00001
ury,1962,0.00001
ury,1963,0.00001
ury,1964,0.00001
ury,1965,0.00002
ury,1966,0.00003
ury,1967,0.00005
ury,1968,0.00012
ury,1969,0.00014
ury,1970,0.00016
ury,1971,0.00019
ury,1972,0.00037
ury,1973,0.00079
ury,1974,0.00141
ury,1975,0.00243
ury,1976,0.00365
ury,1977,0.00549
ury,1978,0.00816
ury,1979,0.01473
ury,1980,0.02088
ury,1981,0.02577
ury,1982,0.0291
ury,1983,0.05047
ury,1984,0.08953
ury,1985,0.15809
ury,1986,0.26427
ury,1987,0.43135
ury,1988,0.67911
ury,1989,1.1761
ury,1990,2.4425
ury,1991,4.58257
ury,1992,7.25496
ury,1993,9.67589
ury,1994,12.98495
ury,1995,17.88167
ury,1996,22.35642
ury,1997,26.01421
ury,1998,28.43098
ury,1999,28.18075
ury,2000,30.10834
ury,2001,32.08942
ury,2002,42.33387
ury,2003,58.80858
ury,2004,67.44854
ury,2005,65.71434
ury,2006,69.6015
ury,2007,77.82375
ury,2008,91.00657
ury,2009,92.92903
ury,2010,100
ury,2011,115.93008
ury,2012,123.38049
ury,2013,127.64629
ury,2014,141.59166
ury,2015,151.2673
ury,2016,156.33769
ven,1960,0.01329
ven,1961,0.01348
ven,1962,0.01413
ven,1963,0.01458
ven,1964,0.01521
ven,1965,0.0157
ven,1966,0.01591
ven,1967,0.01613
ven,1968,0.0164
ven,1969,0.01665
ven,1970,0.01691
ven,1971,0.01751
ven,1972,0.01811
ven,1973,0.01932
ven,1974,0.02255
ven,1975,0.02563
ven,1976,0.02747
ven,1977,0.03031
ven,1978,0.03254
ven,1979,0.03555
ven,1980,0.04267
ven,1981,0.04858
ven,1982,0.05277
ven,1983,0.05616
ven,1984,0.06598
ven,1985,0.078
ven,1986,0.09123
ven,1987,0.13281
ven,1988,0.15846
ven,1989,0.31293
ven,1990,0.39814
ven,1991,0.48675
ven,1992,0.60148
ven,1993,0.81176
ven,1994,1.4462
ven,1995,2.28125
ven,1996,4.63635
ven,1997,6.01616
ven,1998,7.34995
ven,1999,8.54163
ven,2000,9.83823
ven,2001,11.36729
ven,2002,15.6045
ven,2003,23.62647
ven,2004,30.83515
ven,2005,36.36724
ven,2006,41.2257
ven,2007,49.10927
ven,2008,61.05564
ven,2009,78.94228
ven,2010,100
ven,2011,122.10804
ven,2012,141.37654
ven,2013,194.44133
ven,2014,305.71801
ven,2015,751.61614
ven,2016,4005.10219
vnm,1960,27.12777
vnm,1961,30.2952
vnm,1962,31.11398
vnm,1963,32.14824
vnm,1964,33.24715
vnm,1965,35.94053
vnm,1966,46.73562
vnm,1967,62.20642
vnm,1968,67.29153
vnm,1969,80.34906
vnm,1970,100
vnm,1971,119.09071
vnm,1972,158.88817
vnm,1973,241.37039
vnm,1974,413.70394
zmb,1966,0.02155
zmb,1967,0.0213
zmb,1968,0.02316
zmb,1969,0.02537
zmb,1970,0.02475
zmb,1971,0.02321
zmb,1972,0.02439
zmb,1973,0.02976
zmb,1974,0.03358
zmb,1975,0.03135
zmb,1976,0.03739
zmb,1977,0.0456
zmb,1978,0.05308
zmb,1979,0.06598
zmb,1980,0.0748
zmb,1981,0.07587
zmb,1982,0.08091
zmb,1983,0.10041
zmb,1984,0.12846
zmb,1985,0.1891
zmb,1986,0.4083
zmb,1987,0.75295
zmb,1988,0.83997
zmb,1989,1.5472
zmb,1990,3.3354
zmb,1991,6.39431
zmb,1992,14.14905
zmb,1993,34.07385
zmb,1994,58.13047
zmb,1995,100
