geo,time,dc_dac_czel_cd
syr,2017,2369999.88556
syr,2018,2089999.91417
syr,2019,2140000.1049
tcd,2005,9999.99978
tcd,2008,59999.99866
tcd,2009,19999.99955
tcd,2010,79999.99821
tcd,2014,100000.00149
tcd,2018,230000.00417
tgo,2008,9999.99978
tha,2005,79999.99821
tha,2006,189999.99762
tha,2007,70000.0003
tha,2008,59999.99866
tha,2009,50000.00075
tha,2010,19999.99955
tha,2011,140000.0006
tha,2012,9999.99978
tha,2013,0
tha,2014,29999.99933
tha,2015,19999.99955
tha,2016,19999.99955
tha,2017,9999.99978
tha,2018,29999.99933
tha,2019,9999.99978
tjk,2005,129999.99523
tjk,2006,90000.00358
tjk,2007,9999.99978
tjk,2008,70000.0003
tjk,2009,39999.99911
tjk,2010,79999.99821
tjk,2011,39999.99911
tjk,2012,50000.00075
tjk,2013,19999.99955
tjk,2014,50000.00075
tjk,2015,50000.00075
tjk,2016,59999.99866
tjk,2017,50000.00075
tjk,2018,59999.99866
tjk,2019,50000.00075
tkm,2006,9999.99978
tkm,2007,9999.99978
tkm,2008,9999.99978
tkm,2009,79999.99821
tkm,2010,50000.00075
tkm,2011,19999.99955
tkm,2015,9999.99978
tkm,2016,19999.99955
tls,2008,39999.99911
tls,2009,29999.99933
tun,2005,9999.99978
tun,2006,19999.99955
tun,2007,9999.99978
tun,2008,9999.99978
tun,2010,19999.99955
tun,2011,79999.99821
tun,2012,59999.99866
tun,2013,50000.00075
tun,2014,50000.00075
tun,2015,59999.99866
tun,2016,59999.99866
tun,2017,19999.99955
tun,2018,29999.99933
tun,2019,19999.99955
tur,2005,119999.99732
tur,2006,200000.00298
tur,2007,1169999.95708
tur,2008,1610000.01431
tur,2009,889999.98569
tur,2010,870000.00477
tur,2011,639999.98569
tur,2012,150000.00596
tur,2013,860000.01431
tur,2014,39999.99911
tur,2015,439999.99762
tur,2016,430000.00715
tur,2018,5360000.13351
tur,2019,3890000.1049
tuv,2013,9999.99978
tza,2005,170000.00179
tza,2006,239999.99464
tza,2007,29999.99933
tza,2008,50000.00075
tza,2009,50000.00075
tza,2010,19999.99955
tza,2011,19999.99955
tza,2012,19999.99955
tza,2013,29999.99933
tza,2014,19999.99955
tza,2015,9999.99978
tza,2018,19999.99955
tza,2019,140000.0006
uga,2005,39999.99911
uga,2006,330000.01311
uga,2007,90000.00358
uga,2008,50000.00075
uga,2009,300000.01192
uga,2010,140000.0006
uga,2011,19999.99955
uga,2012,50000.00075
uga,2013,9999.99978
uga,2014,9999.99978
uga,2015,79999.99821
uga,2016,79999.99821
uga,2017,170000.00179
uga,2018,9999.99978
uga,2019,59999.99866
ukr,2005,4619999.88556
ukr,2006,2690000.05722
ukr,2007,2299999.95232
ukr,2008,3200000.04768
ukr,2009,5030000.20981
ukr,2010,3009999.99046
ukr,2011,3029999.97139
ukr,2012,2539999.96185
ukr,2013,2779999.97139
ukr,2014,3089999.91417
ukr,2015,3730000.01907
ukr,2016,2750000
ukr,2017,2900000.09537
ukr,2018,3619999.88556
ukr,2019,3200000.04768
ury,2005,9999.99978
ury,2006,9999.99978
ury,2011,0
ury,2015,0
uzb,2005,389999.98569
uzb,2006,310000.00238
uzb,2007,449999.98808
uzb,2008,259999.99046
uzb,2009,330000.01311
uzb,2010,310000.00238
uzb,2011,460000.00834
uzb,2012,239999.99464
uzb,2013,189999.99762
uzb,2014,39999.99911
uzb,2015,109999.9994
uzb,2016,119999.99732
uzb,2017,70000.0003
uzb,2018,70000.0003
uzb,2019,90000.00358
vct,2013,29999.99933
vct,2014,70000.0003
ven,2005,29999.99933
ven,2006,59999.99866
ven,2007,59999.99866
ven,2008,79999.99821
ven,2009,50000.00075
ven,2010,39999.99911
ven,2011,9999.99978
ven,2013,0
ven,2014,0
ven,2015,0
ven,2016,9999.99978
ven,2018,70000.0003
ven,2019,19999.99955
vnm,2005,1419999.95708
vnm,2006,1909999.96662
vnm,2007,3039999.96185
vnm,2008,3930000.06676
vnm,2009,3549999.95232
vnm,2010,2359999.8951
vnm,2011,1659999.96662
vnm,2012,1450000.04768
vnm,2013,1480000.01907
vnm,2014,439999.99762
vnm,2015,70000.0003
vnm,2016,79999.99821
vnm,2017,59999.99866
vnm,2018,59999.99866
vnm,2019,59999.99866
vut,2008,29999.99933
yem,2005,319999.99285
yem,2006,920000.01669
yem,2007,1360000.01431
yem,2008,1379999.99523
yem,2009,1389999.98569
yem,2010,1000000
yem,2011,310000.00238
yem,2012,479999.98927
yem,2013,610000.01431
yem,2014,250000
yem,2015,270000.01073
yem,2016,170000.00179
yem,2017,730000.01907
yem,2018,550000.01192
yem,2019,860000.01431
zaf,2010,19999.99955
zaf,2011,19999.99955
zaf,2013,0
zaf,2014,19999.99955
zaf,2015,19999.99955
zaf,2016,29999.99933
zaf,2017,19999.99955
zaf,2019,9999.99978
zmb,2005,360000.01431
zmb,2006,870000.00477
zmb,2007,409999.99642
zmb,2008,959999.97854
zmb,2009,1309999.94278
zmb,2010,779999.97139
zmb,2011,1029999.97139
zmb,2012,829999.98331
zmb,2013,790000.02146
zmb,2014,670000.01669
zmb,2015,600000.02384
zmb,2016,899999.97616
zmb,2017,1690000.05722
zmb,2018,1909999.96662
zmb,2019,2509999.99046
zwe,2008,289999.99166
zwe,2009,159999.99642
zwe,2010,239999.99464
zwe,2011,270000.01073
zwe,2012,189999.99762
zwe,2013,209999.99344
zwe,2014,79999.99821
zwe,2015,70000.0003
zwe,2016,79999.99821
zwe,2017,50000.00075
zwe,2018,109999.9994
zwe,2019,90000.00358
