geo,time,dc_dac_bell_cd
cpv,2004,1639999.98569
cpv,2005,1090000.03338
cpv,2006,170000.00179
cpv,2007,70000.0003
cpv,2008,430000.00715
cpv,2009,379999.99523
cpv,2010,389999.98569
cpv,2011,319999.99285
cpv,2012,250000
cpv,2013,310000.00238
cpv,2015,0
cpv,2016,0
cpv,2017,-79999.99821
cpv,2019,5469999.79019
cri,1967,19999.99955
cri,1968,19999.99955
cri,1969,29999.99933
cri,1970,39999.99911
cri,1971,39999.99911
cri,1972,50000.00075
cri,1973,59999.99866
cri,1974,39999.99911
cri,1975,29999.99933
cri,1976,50000.00075
cri,1977,200000.00298
cri,1978,119999.99732
cri,1979,109999.9994
cri,1980,100000.00149
cri,1981,59999.99866
cri,1982,379999.99523
cri,1983,39999.99911
cri,1984,280000.00119
cri,1985,79999.99821
cri,1986,129999.99523
cri,1987,180000.00715
cri,1988,289999.99166
cri,1989,70000.0003
cri,1990,239999.99464
cri,1991,230000.00417
cri,1992,740000.00954
cri,1993,400000.00596
cri,1994,529999.97139
cri,1995,1379999.99523
cri,1996,289999.99166
cri,1997,569999.99285
cri,1998,810000.00238
cri,1999,680000.00715
cri,2000,660000.02623
cri,2001,680000.00715
cri,2002,620000.00477
cri,2003,439999.99762
cri,2004,589999.97377
cri,2005,4110000.13351
cri,2006,819999.99285
cri,2007,490000.00954
cri,2008,200000.00298
cri,2009,449999.98808
cri,2013,9999.99978
cri,2016,0
cri,2017,39999.99911
cri,2018,50000.00075
cri,2019,70000.0003
cub,1970,19999.99955
cub,1971,50000.00075
cub,1972,79999.99821
cub,1973,180000.00715
cub,1974,70000.0003
cub,1975,400000.00596
cub,1976,300000.01192
cub,1977,50000.00075
cub,1978,29999.99933
cub,1979,3490000.00954
cub,1980,29999.99933
cub,1981,1070000.05245
cub,1982,280000.00119
cub,1983,9999.99978
cub,1984,9999.99978
cub,1987,9999.99978
cub,1988,9999.99978
cub,1992,270000.01073
cub,1993,500000
cub,1994,119999.99732
cub,1995,439999.99762
cub,1996,90000.00358
cub,1997,1289999.96185
cub,1998,379999.99523
cub,1999,850000.02384
cub,2000,1360000.01431
cub,2001,2299999.95232
cub,2002,4179999.82834
cub,2003,2589999.91417
cub,2004,3160000.08583
cub,2005,3180000.06676
cub,2006,3079999.92371
cub,2007,3029999.97139
cub,2008,5940000.05722
cub,2009,4389999.86649
cub,2010,4030000.20981
cub,2011,3730000.01907
cub,2012,2839999.91417
cub,2013,3180000.06676
cub,2014,3480000.01907
cub,2015,3039999.96185
cub,2016,7090000.15259
cub,2017,9770000.45776
cub,2018,12550000.19073
cub,2019,4190000.05722
cyp,1969,9999.99978
cyp,1973,39999.99911
cyp,1974,250000
cyp,1975,259999.99046
cyp,1976,59999.99866
cyp,1981,90000.00358
cyp,1991,59999.99866
cyp,1992,100000.00149
cyp,1993,50000.00075
cyp,1995,109999.9994
cyp,1999,379999.99523
cyp,2000,119999.99732
cyp,2001,230000.00417
cyp,2002,340000.00358
cyp,2003,119999.99732
cze,1992,1799999.95232
cze,1993,1000000
cze,1994,270000.01073
cze,1995,360000.01431
cze,1996,19999.99955
cze,1997,920000.01669
cze,1999,439999.99762
cze,2000,379999.99523
cze,2001,360000.01431
cze,2002,379999.99523
cze,2003,579999.98331
cze,2004,660000.02623
dji,1978,50000.00075
dji,1980,50000.00075
dji,1981,29999.99933
dji,1985,70000.0003
dji,1986,230000.00417
dji,1987,79999.99821
dji,1988,70000.0003
dji,1989,19999.99955
dji,1990,19999.99955
dji,1991,129999.99523
dji,1992,129999.99523
dji,1993,159999.99642
dji,1994,730000.01907
dji,1995,610000.01431
dji,1996,109999.9994
dji,1997,90000.00358
dji,1998,79999.99821
dji,1999,29999.99933
dji,2002,39999.99911
dji,2003,29999.99933
dji,2004,9999.99978
dji,2005,19999.99955
dji,2006,19999.99955
dji,2011,119999.99732
dma,1979,100000.00149
dma,1980,239999.99464
dma,1981,349999.99404
dma,1982,109999.9994
dma,1983,180000.00715
dma,1984,90000.00358
dma,1985,90000.00358
dma,1986,119999.99732
dma,1987,50000.00075
dma,1988,119999.99732
dma,1989,39999.99911
dma,1990,39999.99911
dma,1991,19999.99955
dma,1992,39999.99911
dma,1993,39999.99911
dma,1994,129999.99523
dma,1995,29999.99933
dma,1996,29999.99933
dma,1997,19999.99955
dma,2005,180000.00715
dma,2017,189999.99762
dom,1969,9999.99978
dom,1973,29999.99933
dom,1974,9999.99978
dom,1975,29999.99933
dom,1976,29999.99933
dom,1977,50000.00075
dom,1978,140000.0006
dom,1979,129999.99523
dom,1980,250000
dom,1981,150000.00596
dom,1982,239999.99464
dom,1983,150000.00596
dom,1984,119999.99732
dom,1985,140000.0006
dom,1986,159999.99642
dom,1987,129999.99523
dom,1988,189999.99762
dom,1989,289999.99166
dom,1990,239999.99464
dom,1991,1750000
dom,1992,449999.98808
dom,1993,529999.97139
dom,1994,699999.98808
dom,1995,1059999.94278
dom,1996,879999.99523
dom,1997,1080000.04292
dom,1998,1009999.99046
dom,1999,610000.01431
dom,2000,389999.98569
dom,2001,59999.99866
dom,2002,90000.00358
dom,2003,150000.00596
dom,2004,349999.99404
dom,2005,500000
dom,2006,990000.00954
dom,2007,930000.00715
dom,2008,889999.98569
dom,2009,639999.98569
dom,2010,870000.00477
dom,2011,800000.01192
dom,2012,709999.97854
dom,2013,800000.01192
dom,2014,430000.00715
dom,2015,289999.99166
dom,2016,360000.01431
dom,2017,389999.98569
dom,2018,430000.00715
dom,2019,370000.00477
dza,1967,119999.99732
dza,1968,140000.0006
dza,1969,129999.99523
dza,1970,170000.00179
dza,1971,330000.01311
dza,1972,409999.99642
dza,1973,899999.97616
dza,1974,1039999.96185
dza,1975,1539999.96185
dza,1976,1950000.04768
dza,1977,2069999.93324
dza,1978,2230000.01907
dza,1979,3410000.08583
dza,1980,4119999.88556
dza,1981,5130000.11444
dza,1982,2890000.1049
dza,1983,2299999.95232
dza,1984,1860000.01431
dza,1985,1429999.94755
dza,1986,1519999.98093
dza,1987,1950000.04768
dza,1988,1950000.04768
dza,1989,1110000.01431
dza,1990,2269999.98093
dza,1991,30430000.30518
dza,1992,14039999.96185
dza,1993,4550000.19073
dza,1994,1409999.96662
dza,1995,6590000.15259
dza,1996,11689999.58038
dza,1997,4449999.80927
dza,1998,3900000.09537
dza,1999,5489999.77112
dza,2000,1100000.02384
dza,2001,5710000.03815
dza,2002,1309999.94278
dza,2003,4159999.84741
dza,2004,11319999.69482
dza,2005,14510000.22888
dza,2006,13180000.30518
dza,2007,12960000.03815
dza,2008,10319999.69482
dza,2009,11060000.41962
dza,2010,10279999.73297
dza,2011,6969999.79019
dza,2012,6559999.94278
dza,2013,7619999.88556
dza,2014,6820000.17166
dza,2015,-319999.99285
dza,2016,2980000.01907
dza,2017,3160000.08583
dza,2018,5300000.19073
dza,2019,8569999.69482
ecu,1966,19999.99955
ecu,1967,29999.99933
ecu,1968,59999.99866
ecu,1969,90000.00358
ecu,1970,79999.99821
ecu,1971,70000.0003
ecu,1972,70000.0003
ecu,1973,140000.0006
ecu,1974,129999.99523
ecu,1975,180000.00715
ecu,1976,289999.99166
ecu,1977,469999.99881
ecu,1978,1070000.05245
ecu,1979,2329999.92371
ecu,1980,1450000.04768
ecu,1981,1419999.95708
ecu,1982,1559999.94278
ecu,1983,1730000.01907
ecu,1984,5909999.84741
ecu,1985,1730000.01907
ecu,1986,2470000.02861
ecu,1987,3329999.92371
ecu,1988,3779999.97139
ecu,1989,3380000.11444
ecu,1990,3539999.96185
ecu,1991,4599999.90463
ecu,1992,8729999.54224
ecu,1993,7849999.90463
ecu,1994,12289999.96185
ecu,1995,9789999.96185
ecu,1996,8500000
ecu,1997,9689999.58038
ecu,1998,8069999.69482
ecu,1999,6230000.01907
ecu,2000,6030000.20981
ecu,2001,5710000.03815
ecu,2002,7909999.84741
ecu,2003,12590000.15259
ecu,2004,17799999.23706
ecu,2005,15800000.19073
ecu,2006,21680000.30518
ecu,2007,19139999.38965
ecu,2008,17889999.38965
ecu,2009,12050000.19073
ecu,2010,11729999.54224
ecu,2011,12140000.34332
ecu,2012,14920000.07629
ecu,2013,14960000.03815
ecu,2014,19389999.38965
ecu,2015,12529999.73297
ecu,2016,9449999.80927
ecu,2017,7320000.17166
ecu,2018,9020000.45776
ecu,2019,8579999.92371
egy,1967,19999.99955
egy,1968,29999.99933
egy,1969,159999.99642
egy,1970,280000.00119
egy,1971,59999.99866
egy,1972,170000.00179
egy,1973,560000.00238
egy,1974,150000.00596
egy,1975,170000.00179
egy,1976,409999.99642
egy,1977,4409999.84741
egy,1978,259999.99046
egy,1979,540000.02146
egy,1980,3960000.03815
egy,1981,1639999.98569
egy,1982,150000.00596
egy,1983,140000.0006
egy,1984,3390000.1049
egy,1985,449999.98808
egy,1986,800000.01192
egy,1987,3539999.96185
egy,1988,1549999.95232
egy,1989,140000.0006
egy,1990,6880000.11444
egy,1991,409999.99642
egy,1992,6969999.79019
egy,1993,660000.02623
egy,1994,870000.00477
egy,1995,649999.97616
egy,1996,300000.01192
egy,1997,189999.99762
egy,1998,119999.99732
egy,1999,19999.99955
egy,2000,9999.99978
egy,2001,9999.99978
egy,2002,-2019999.98093
egy,2003,-1240000.00954
egy,2004,-879999.99523
egy,2005,-910000.02623
egy,2006,-1330000.04292
egy,2007,-2509999.99046
egy,2008,-1570000.05245
egy,2009,-1539999.96185
egy,2010,-1299999.95232
egy,2011,1100000.02384
egy,2012,-150000.00596
egy,2013,-289999.99166
egy,2014,-529999.97139
egy,2015,-740000.00954
egy,2016,-959999.97854
egy,2017,-1000000
egy,2018,289999.99166
egy,2019,239999.99464
eri,1994,4460000.03815
eri,1995,3099999.90463
eri,1996,3519999.98093
eri,1997,1029999.97139
eri,1998,550000.01192
eri,1999,200000.00298
eri,2000,1110000.01431
eri,2001,4059999.94278
eri,2002,5969999.79019
eri,2003,3369999.88556
eri,2004,370000.00477
eri,2005,319999.99285
eri,2006,949999.98808
eri,2007,839999.97377
eri,2008,1990000.00954
eri,2011,109999.9994
eri,2012,100000.00149
eri,2016,620000.00477
est,1996,119999.99732
est,1997,219999.99881
est,2000,19999.99955
est,2002,200000.00298
est,2003,50000.00075
est,2004,50000.00075
eth,1967,39999.99911
eth,1968,79999.99821
eth,1969,79999.99821
eth,1970,90000.00358
eth,1971,119999.99732
eth,1972,129999.99523
eth,1973,140000.0006
eth,1974,300000.01192
eth,1975,379999.99523
eth,1976,389999.98569
eth,1977,449999.98808
eth,1978,759999.99046
eth,1979,200000.00298
eth,1980,100000.00149
eth,1981,819999.99285
eth,1982,159999.99642
eth,1983,389999.98569
eth,1984,230000.00417
eth,1985,8210000.03815
eth,1986,5480000.01907
eth,1987,2339999.91417
eth,1988,6570000.17166
eth,1989,3940000.05722
eth,1990,4550000.19073
eth,1991,2549999.95232
eth,1992,3859999.8951
eth,1993,2670000.07629
eth,1994,4630000.11444
eth,1995,3410000.08583
eth,1996,8569999.69482
eth,1997,6650000.09537
eth,1998,7900000.09537
eth,1999,2859999.8951
eth,2000,8899999.61853
eth,2001,13359999.65668
eth,2002,1570000.05245
eth,2003,7980000.01907
eth,2004,9439999.58038
eth,2005,5340000.15259
eth,2006,6599999.90463
eth,2007,13130000.11444
eth,2008,8770000.45776
eth,2009,6300000.19073
eth,2010,4179999.82834
eth,2011,8399999.61853
eth,2012,3259999.99046
eth,2013,2519999.98093
eth,2014,3359999.8951
eth,2015,1779999.97139
eth,2016,2009999.99046
eth,2017,3730000.01907
eth,2018,3849999.90463
eth,2019,5360000.13351
fji,1967,9999.99978
fji,1968,9999.99978
fji,1975,29999.99933
fji,1977,59999.99866
fji,1980,70000.0003
fji,1981,29999.99933
fji,1982,129999.99523
fji,1986,70000.0003
fji,1987,129999.99523
fji,1988,119999.99732
fji,1991,90000.00358
fji,1992,170000.00179
fji,1997,9999.99978
fji,1998,9999.99978
fji,2016,129999.99523
gab,1968,9999.99978
gab,1969,39999.99911
gab,1970,50000.00075
gab,1971,79999.99821
gab,1972,90000.00358
gab,1973,300000.01192
gab,1974,270000.01073
gab,1975,270000.01073
gab,1976,310000.00238
gab,1977,189999.99762
gab,1978,200000.00298
gab,1979,170000.00179
gab,1980,300000.01192
gab,1981,360000.01431
gab,1982,1600000.02384
gab,1983,1399999.97616
gab,1984,2029999.97139
gab,1985,2410000.08583
gab,1986,1690000.05722
gab,1987,3140000.1049
gab,1988,2880000.11444
gab,1989,2690000.05722
gab,1990,1889999.98569
gab,1991,2630000.11444
gab,1992,3369999.88556
gab,1993,3500000
gab,1994,2710000.03815
gab,1995,2980000.01907
gab,1996,1899999.97616
gab,1997,1590000.03338
gab,1998,170000.00179
gab,1999,-189999.99762
gab,2000,90000.00358
gab,2001,-400000.00596
gab,2002,9999.99978
gab,2003,70000.0003
gab,2004,500000
gab,2005,19999.99955
gab,2006,-159999.99642
gab,2007,-509999.99046
gab,2008,-439999.99762
gab,2009,-980000.01907
gab,2010,-90000.00358
gab,2011,-649999.97616
gab,2012,-529999.97139
gab,2013,-379999.99523
gab,2014,-400000.00596
gab,2015,-340000.00358
gab,2016,-259999.99046
gab,2017,-180000.00715
geo,1994,9999.99978
geo,1995,50000.00075
geo,1999,289999.99166
geo,2000,310000.00238
geo,2001,280000.00119
geo,2002,219999.99881
geo,2003,389999.98569
geo,2004,560000.00238
geo,2005,990000.00954
geo,2006,1529999.97139
geo,2007,1509999.99046
geo,2008,1990000.00954
geo,2009,19999.99955
geo,2010,50000.00075
geo,2012,29999.99933
geo,2016,19999.99955
geo,2017,19999.99955
geo,2018,9999.99978
geo,2019,9999.99978
gha,1970,19999.99955
gha,1973,9999.99978
gha,1974,39999.99911
gha,1975,70000.0003
gha,1976,100000.00149
gha,1977,109999.9994
gha,1978,100000.00149
gha,1979,170000.00179
gha,1980,50000.00075
gha,1981,79999.99821
gha,1982,200000.00298
gha,1983,29999.99933
gha,1984,50000.00075
gha,1985,109999.9994
gha,1986,200000.00298
gha,1987,200000.00298
gha,1988,170000.00179
gha,1989,79999.99821
gha,1990,209999.99344
gha,1991,2160000.08583
gha,1992,740000.00954
gha,1993,540000.02146
gha,1994,119999.99732
gha,1995,79999.99821
gha,1996,39999.99911
gha,1997,140000.0006
gha,1998,300000.01192
gha,1999,379999.99523
gha,2000,230000.00417
gha,2001,189999.99762
gha,2002,150000.00596
gha,2003,189999.99762
gha,2004,2680000.06676
gha,2005,2900000.09537
gha,2006,18450000.76294
gha,2007,13140000.34332
gha,2008,20110000.61035
gha,2009,5119999.88556
gha,2010,30069999.69482
gha,2011,14289999.96185
gha,2012,14279999.73297
gha,2013,7559999.94278
gha,2014,2720000.02861
gha,2015,4050000.19073
gha,2016,8569999.69482
gha,2017,4960000.03815
gha,2018,5400000.09537
gha,2019,2369999.88556
gin,1967,29999.99933
gin,1968,29999.99933
gin,1969,19999.99955
gin,1970,9999.99978
gin,1971,9999.99978
gin,1973,19999.99955
gin,1974,29999.99933
gin,1975,19999.99955
gin,1976,39999.99911
gin,1977,50000.00075
gin,1978,59999.99866
gin,1979,180000.00715
gin,1980,100000.00149
gin,1981,129999.99523
gin,1982,200000.00298
gin,1983,39999.99911
gin,1984,219999.99881
gin,1985,1100000.02384
gin,1986,469999.99881
gin,1987,509999.99046
gin,1988,370000.00477
gin,1989,550000.01192
gin,1990,519999.98093
gin,1991,660000.02623
gin,1992,850000.02384
gin,1993,3009999.99046
gin,1994,3920000.07629
gin,1995,5690000.05722
gin,1996,1659999.96662
gin,1997,1769999.98093
gin,1998,1129999.99523
gin,1999,910000.02623
gin,2000,2440000.05722
gin,2001,1029999.97139
gin,2002,4809999.94278
gin,2003,1210000.03815
gin,2004,1769999.98093
gin,2005,1230000.01907
gin,2006,1529999.97139
gin,2007,920000.01669
gin,2008,2240000.00954
gin,2009,1149999.97616
gin,2010,1049999.95232
gin,2011,1470000.02861
gin,2012,1370000.00477
gin,2013,1879999.99523
gin,2014,3539999.96185
gin,2015,6840000.15259
gin,2016,6760000.22888
gin,2017,4900000.09537
gin,2018,10600000.38147
gin,2019,9239999.77112
gmb,1978,180000.00715
gmb,1979,9999.99978
gmb,1982,140000.0006
gmb,1983,29999.99933
gmb,1984,59999.99866
gmb,1987,59999.99866
gmb,1988,19999.99955
gmb,1990,280000.00119
gmb,1991,259999.99046
gmb,1992,230000.00417
gmb,1993,200000.00298
gmb,1994,140000.0006
gmb,1995,79999.99821
gmb,1997,180000.00715
gmb,1998,90000.00358
gmb,1999,100000.00149
gmb,2000,180000.00715
gmb,2001,209999.99344
gmb,2002,189999.99762
gmb,2003,280000.00119
gmb,2004,270000.01073
gmb,2005,400000.00596
gmb,2006,519999.98093
gmb,2007,1289999.96185
gmb,2008,529999.97139
gmb,2009,540000.02146
gmb,2010,409999.99642
gmb,2011,330000.01311
gmb,2012,289999.99166
gmb,2013,300000.01192
gmb,2014,270000.01073
gmb,2015,180000.00715
gmb,2016,189999.99762
gmb,2017,70000.0003
gmb,2018,219999.99881
gmb,2019,79999.99821
gnb,1978,90000.00358
gnb,1979,170000.00179
gnb,1980,200000.00298
gnb,1981,389999.98569
gnb,1982,340000.00358
gnb,1983,100000.00149
gnb,1984,200000.00298
gnb,1985,500000
gnb,1986,239999.99464
gnb,1987,649999.97616
gnb,1988,490000.00954
gnb,1989,219999.99881
gnb,1990,90000.00358
gnb,1991,119999.99732
gnb,1992,360000.01431
gnb,1993,259999.99046
gnb,1994,389999.98569
gnb,1995,270000.01073
gnb,1996,2769999.98093
gnb,1997,59999.99866
gnb,1998,389999.98569
gnb,1999,170000.00179
gnb,2000,1169999.95708
gnb,2001,239999.99464
gnb,2002,2180000.06676
gnb,2003,1679999.94755
gnb,2004,270000.01073
gnb,2005,289999.99166
gnb,2006,660000.02623
gnb,2007,270000.01073
gnb,2008,509999.99046
gnb,2009,740000.00954
gnb,2010,730000.01907
gnb,2011,790000.02146
gnb,2012,469999.99881
gnb,2013,10909999.84741
gnb,2014,469999.99881
gnb,2015,360000.01431
gnb,2016,360000.01431
gnb,2018,19999.99955
gnq,1982,19999.99955
gnq,1984,29999.99933
gnq,1985,19999.99955
gnq,1986,39999.99911
gnq,1987,119999.99732
gnq,1988,119999.99732
gnq,1989,29999.99933
gnq,1990,119999.99732
gnq,1991,79999.99821
gnq,1992,379999.99523
gnq,1993,370000.00477
gnq,1994,39999.99911
gnq,1995,170000.00179
gnq,1996,140000.0006
gnq,2011,180000.00715
gnq,2012,109999.9994
grd,1987,9999.99978
grd,1988,29999.99933
grd,1989,9999.99978
gtm,1967,19999.99955
gtm,1968,19999.99955
gtm,1969,9999.99978
gtm,1970,19999.99955
gtm,1971,19999.99955
gtm,1972,39999.99911
gtm,1973,79999.99821
gtm,1974,19999.99955
gtm,1975,90000.00358
gtm,1976,730000.01907
gtm,1977,870000.00477
gtm,1978,310000.00238
gtm,1979,389999.98569
gtm,1980,529999.97139
gtm,1981,289999.99166
gtm,1982,209999.99344
gtm,1983,259999.99046
gtm,1984,150000.00596
gtm,1985,170000.00179
gtm,1986,189999.99762
gtm,1987,330000.01311
gtm,1988,740000.00954
gtm,1989,1669999.95708
gtm,1990,1259999.99046
gtm,1991,1820000.05245
gtm,1992,1580000.04292
gtm,1993,2690000.05722
gtm,1994,1740000.00954
gtm,1995,3250000
gtm,1996,2470000.02861
gtm,1997,2609999.8951
gtm,1998,2920000.07629
gtm,1999,2069999.93324
gtm,2000,1519999.98093
gtm,2001,2039999.96185
gtm,2002,2710000.03815
gtm,2003,3039999.96185
gtm,2004,4070000.17166
gtm,2005,3380000.11444
gtm,2006,3380000.11444
gtm,2007,3329999.92371
gtm,2008,4440000.05722
gtm,2009,5199999.80927
gtm,2010,3740000.00954
gtm,2011,4519999.98093
gtm,2012,3940000.05722
gtm,2013,4269999.98093
gtm,2014,3920000.07629
gtm,2015,3430000.06676
gtm,2016,3700000.04768
gtm,2017,2319999.93324
gtm,2018,3049999.95232
gtm,2019,2779999.97139
guy,1976,9999.99978
guy,1978,59999.99866
guy,1979,29999.99933
guy,1980,9999.99978
guy,1981,50000.00075
guy,1982,39999.99911
guy,1988,50000.00075
guy,1993,29999.99933
guy,1995,100000.00149
guy,1998,9999.99978
guy,2004,39999.99911
guy,2008,100000.00149
guy,2009,129999.99523
guy,2010,79999.99821
guy,2011,79999.99821
guy,2012,19999.99955
hkg,1968,9999.99978
hkg,1969,9999.99978
hkg,1978,19999.99955
hkg,1979,19999.99955
hkg,1980,29999.99933
hkg,1981,39999.99911
hkg,1982,29999.99933
hkg,1983,19999.99955
hkg,1984,19999.99955
hkg,1985,19999.99955
hkg,1986,29999.99933
hkg,1987,50000.00075
hkg,1988,39999.99911
hkg,1989,50000.00075
hkg,1990,59999.99866
hkg,1991,70000.0003
hkg,1992,70000.0003
hkg,1993,90000.00358
hkg,1994,90000.00358
hkg,1995,79999.99821
hkg,1996,50000.00075
hkg,1997,100000.00149
hkg,1998,100000.00149
hkg,1999,19999.99955
hkg,2000,19999.99955
hkg,2001,19999.99955
hkg,2002,19999.99955
hkg,2003,119999.99732
hkg,2004,19999.99955
hnd,1967,19999.99955
hnd,1968,19999.99955
hnd,1969,9999.99978
hnd,1971,9999.99978
hnd,1972,19999.99955
hnd,1973,39999.99911
hnd,1974,129999.99523
hnd,1975,70000.0003
hnd,1976,100000.00149
hnd,1977,79999.99821
hnd,1978,129999.99523
hnd,1979,119999.99732
hnd,1980,239999.99464
hnd,1981,9999.99978
hnd,1982,79999.99821
hnd,1983,39999.99911
hnd,1984,150000.00596
hnd,1985,200000.00298
hnd,1986,140000.0006
hnd,1987,540000.02146
hnd,1988,529999.97139
hnd,1989,879999.99523
hnd,1990,1019999.98093
hnd,1991,889999.98569
hnd,1992,779999.97139
hnd,1993,649999.97616
hnd,1994,620000.00477
hnd,1995,779999.97139
hnd,1996,600000.02384
hnd,1997,629999.99523
hnd,1998,600000.02384
hnd,1999,2180000.06676
hnd,2000,1240000.00954
hnd,2001,500000
hnd,2002,400000.00596
hnd,2003,569999.99285
hnd,2004,1299999.95232
hnd,2005,1759999.99046
hnd,2006,1889999.98569
hnd,2007,1820000.05245
hnd,2008,5159999.84741
hnd,2009,2970000.02861
hnd,2010,2500000
hnd,2011,2700000.04768
hnd,2012,2839999.91417
hnd,2013,3019999.98093
hnd,2014,2309999.94278
hnd,2015,1269999.98093
hnd,2016,1570000.05245
hnd,2017,1620000.00477
hnd,2018,1669999.95708
hnd,2019,1210000.03815
hrv,1995,259999.99046
hrv,1997,1259999.99046
hrv,1998,1080000.04292
hrv,1999,920000.01669
hrv,2000,740000.00954
hrv,2001,1039999.96185
hrv,2002,119999.99732
hrv,2003,159999.99642
hrv,2004,119999.99732
hrv,2005,19999.99955
hrv,2006,1740000.00954
hrv,2007,500000
hrv,2008,319999.99285
hrv,2009,39999.99911
hrv,2010,9999.99978
hti,1966,19999.99955
hti,1967,19999.99955
hti,1968,19999.99955
hti,1969,39999.99911
hti,1970,19999.99955
hti,1971,9999.99978
hti,1972,39999.99911
hti,1973,519999.98093
hti,1974,569999.99285
hti,1975,670000.01669
hti,1976,1029999.97139
hti,1977,280000.00119
hti,1978,1559999.94278
hti,1979,2309999.94278
hti,1980,1620000.00477
hti,1981,1399999.97616
hti,1982,1669999.95708
hti,1983,1659999.96662
hti,1984,1490000.00954
hti,1985,1529999.97139
hti,1986,2599999.90463
hti,1987,2299999.95232
hti,1988,1940000.05722
hti,1989,920000.01669
hti,1990,2109999.8951
hti,1991,1990000.00954
hti,1992,3609999.8951
hti,1993,1929999.94755
hti,1994,1299999.95232
hti,1995,5079999.92371
hti,1996,1350000.02384
hti,1997,2140000.1049
hti,1998,2069999.93324
hti,1999,2529999.97139
hti,2000,3380000.11444
hti,2001,1399999.97616
hti,2002,1379999.99523
hti,2003,2420000.07629
hti,2004,5989999.77112
hti,2005,2930000.06676
hti,2006,3609999.8951
hti,2007,3640000.1049
hti,2008,6619999.88556
hti,2009,5300000.19073
hti,2010,25180000.30518
hti,2011,13119999.88556
hti,2012,8430000.30518
hti,2013,6369999.88556
hti,2014,7949999.80927
hti,2015,5230000.01907
hti,2016,9329999.92371
hti,2017,6940000.05722
hti,2018,10020000.45776
hti,2019,7019999.98093
hun,1990,1600000.02384
hun,1992,2700000.04768
hun,1993,4599999.90463
hun,1994,159999.99642
hun,1995,280000.00119
hun,1996,3470000.02861
hun,1997,1490000.00954
hun,1999,610000.01431
hun,2000,270000.01073
hun,2001,379999.99523
hun,2002,300000.01192
hun,2003,360000.01431
hun,2004,449999.98808
idn,1967,9999.99978
idn,1968,409999.99642
idn,1969,1649999.97616
idn,1970,3700000.04768
idn,1971,5800000.19073
idn,1972,7000000
idn,1973,12079999.92371
idn,1974,14470000.26703
idn,1975,14460000.03815
idn,1976,13239999.77112
idn,1977,13979999.54224
idn,1978,4929999.82834
idn,1979,16200000.76294
idn,1980,20549999.23706
idn,1981,13560000.41962
idn,1982,12939999.58038
idn,1983,12090000.15259
idn,1984,3240000.00954
idn,1985,3390000.1049
idn,1986,11270000.45776
idn,1987,5840000.15259
idn,1988,6230000.01907
idn,1989,10739999.77112
idn,1990,-1590000.03338
idn,1991,37560001.37329
idn,1992,2500000
idn,1993,15409999.84741
idn,1994,1539999.96185
idn,1995,-1190000.05722
idn,1996,7110000.13351
idn,1997,-4099999.90463
idn,1998,1450000.04768
idn,1999,1059999.94278
idn,2000,980000.01907
idn,2001,1169999.95708
idn,2002,1399999.97616
idn,2003,1399999.97616
idn,2004,-6909999.84741
idn,2005,-449999.98808
idn,2006,10340000.15259
idn,2007,-10079999.92371
idn,2008,-6550000.19073
idn,2009,-6190000.05722
idn,2010,-5800000.19073
idn,2011,-5039999.96185
idn,2012,-4099999.90463
idn,2013,-4199999.80927
idn,2014,-4780000.20981
idn,2015,-3920000.07629
idn,2016,-8890000.34332
idn,2017,-4159999.84741
idn,2018,3240000.00954
idn,2019,2829999.92371
ind,1966,59999.99866
ind,1967,1610000.01431
ind,1968,2569999.93324
ind,1969,4590000.15259
ind,1970,1100000.02384
ind,1971,7820000.17166
ind,1972,5050000.19073
ind,1973,6440000.05722
ind,1974,7070000.17166
ind,1975,9420000.07629
ind,1976,699999.98808
ind,1977,10659999.84741
ind,1978,12270000.45776
ind,1979,24510000.22888
ind,1980,490000.00954
ind,1981,19260000.22888
ind,1982,-479999.98927
ind,1983,6230000.01907
ind,1984,5389999.86649
ind,1985,-790000.02146
ind,1986,-1700000.04768
ind,1987,-1870000.00477
ind,1988,-2660000.08583
ind,1989,-2710000.03815
ind,1990,4300000.19073
ind,1991,-3700000.04768
ind,1992,-3329999.92371
ind,1993,4639999.86649
ind,1994,-2230000.01907
ind,1995,-3150000.09537
ind,1996,-4530000.20981
ind,1997,-3329999.92371
ind,1998,-2960000.03815
ind,1999,-2250000
ind,2000,-1320000.05245
ind,2001,5559999.94278
ind,2002,-5059999.94278
ind,2003,3819999.93324
ind,2004,-19940000.53406
ind,2005,689999.99762
ind,2006,4519999.98093
ind,2007,5309999.94278
ind,2008,17520000.45776
ind,2009,12060000.41962
ind,2010,7170000.07629
ind,2011,5369999.88556
ind,2012,7119999.88556
ind,2013,4099999.90463
ind,2014,2990000.00954
ind,2015,2910000.08583
ind,2016,2119999.88556
ind,2017,1299999.95232
ind,2018,1639999.98569
ind,2019,1139999.98569
irn,1966,59999.99866
irn,1967,100000.00149
irn,1968,109999.9994
irn,1969,100000.00149
irn,1970,170000.00179
irn,1971,189999.99762
irn,1973,680000.00715
irn,1974,720000.02861
irn,1975,740000.00954
irn,1976,939999.99762
irn,1977,119999.99732
irn,1978,109999.9994
irn,1979,250000
irn,1980,9999.99978
irn,1981,239999.99464
irn,1982,109999.9994
irn,1983,90000.00358
irn,1984,90000.00358
irn,1985,70000.0003
irn,1986,529999.97139
