geo,time,dc_dac_gbrl_cd
chn,1984,750000
chn,1985,1559999.94278
chn,1986,3210000.03815
chn,1987,4789999.96185
chn,1988,42540000.91553
chn,1989,26780000.68665
chn,1990,33270000.45776
chn,1991,35650001.52588
chn,1992,58650001.52588
chn,1993,42310001.37329
chn,1994,47040000.91553
chn,1995,47770000.45776
chn,1996,57080001.83105
chn,1997,46159999.84741
chn,1998,55430000.30518
chn,1999,59250000
chn,2000,83440002.44141
chn,2001,50720001.2207
chn,2002,36130001.06812
chn,2003,47389999.38965
chn,2004,72150001.52588
chn,2005,55479999.54224
chn,2006,52279998.7793
chn,2007,162429992.67578
chn,2008,174899993.89648
chn,2009,116000000
chn,2010,86720001.2207
chn,2011,64860000.61035
chn,2012,43159999.84741
chn,2013,-28100000.38147
chn,2014,-55319999.69482
chn,2015,68209999.08447
chn,2016,63299999.23706
chn,2017,56540000.91553
chn,2018,74230003.35693
chn,2019,86629997.25342
civ,1964,19999.99955
civ,1965,19999.99955
civ,1966,29999.99933
civ,1967,39999.99911
civ,1968,50000.00075
civ,1969,140000.0006
civ,1970,79999.99821
civ,1971,90000.00358
civ,1972,100000.00149
civ,1973,100000.00149
civ,1974,1460000.03815
civ,1975,200000.00298
civ,1976,2339999.91417
civ,1977,150000.00596
civ,1978,250000
civ,1979,920000.01669
civ,1980,3589999.91417
civ,1981,3769999.98093
civ,1982,2099999.90463
civ,1983,1440000.05722
civ,1984,1019999.98093
civ,1985,790000.02146
civ,1986,1830000.04292
civ,1987,1610000.01431
civ,1988,2849999.90463
civ,1989,2089999.91417
civ,1990,1710000.03815
civ,1991,1700000.04768
civ,1992,759999.99046
civ,1993,500000
civ,1994,100000.00149
civ,1995,-1009999.99046
civ,1996,10069999.69482
civ,1997,1580000.04292
civ,1998,3480000.01907
civ,1999,1389999.98569
civ,2000,1090000.03338
civ,2001,1210000.03815
civ,2002,11720000.26703
civ,2003,2140000.1049
civ,2004,5880000.11444
civ,2005,3069999.93324
civ,2006,1860000.01431
civ,2007,-37110000.61035
civ,2008,340000.00358
civ,2009,150000.00596
civ,2010,25959999.08447
civ,2011,10739999.77112
civ,2012,74980003.35693
civ,2013,-639999.98569
civ,2014,3339999.91417
civ,2015,1070000.05245
civ,2016,790000.02146
civ,2017,490000.00954
civ,2018,790000.02146
civ,2019,1519999.98093
cmr,1960,289999.99166
cmr,1961,5469999.79019
cmr,1962,2849999.90463
cmr,1963,-19999.99955
cmr,1964,70000.0003
cmr,1965,270000.01073
cmr,1966,300000.01192
cmr,1967,330000.01311
cmr,1968,629999.99523
cmr,1969,579999.98331
cmr,1970,800000.01192
cmr,1971,610000.01431
cmr,1972,560000.00238
cmr,1973,620000.00477
cmr,1974,540000.02146
cmr,1975,670000.01669
cmr,1976,829999.98331
cmr,1977,779999.97139
cmr,1978,1639999.98569
cmr,1979,2230000.01907
cmr,1980,11890000.34332
cmr,1981,6769999.98093
cmr,1982,5320000.17166
cmr,1983,4489999.77112
cmr,1984,7219999.79019
cmr,1985,5070000.17166
cmr,1986,2130000.11444
cmr,1987,4420000.07629
cmr,1988,3890000.1049
cmr,1989,3619999.88556
cmr,1990,3720000.02861
cmr,1991,5369999.88556
cmr,1992,6070000.17166
cmr,1993,4269999.98093
cmr,1994,3609999.8951
cmr,1995,3740000.00954
cmr,1996,3970000.02861
cmr,1997,3799999.95232
cmr,1998,5969999.79019
cmr,1999,11069999.69482
cmr,2000,8069999.69482
cmr,2001,5150000.09537
cmr,2002,43330001.83105
cmr,2003,13739999.77112
cmr,2004,30030000.68665
cmr,2005,4619999.88556
cmr,2006,169600006.10352
cmr,2007,51740001.67847
cmr,2008,2910000.08583
cmr,2009,2259999.99046
cmr,2010,1029999.97139
cmr,2011,819999.99285
cmr,2012,1960000.03815
cmr,2013,1320000.05245
cmr,2014,88150001.52588
cmr,2015,9510000.22888
cmr,2016,2299999.95232
cmr,2017,2660000.08583
cmr,2018,13789999.96185
cmr,2019,14279999.73297
cod,1964,1210000.03815
cod,1965,649999.97616
cod,1967,90000.00358
cod,1968,129999.99523
cod,1969,9999.99978
cod,1970,140000.0006
cod,1971,209999.99344
cod,1972,419999.98689
cod,1973,259999.99046
cod,1974,129999.99523
cod,1975,189999.99762
cod,1976,219999.99881
cod,1977,159999.99642
cod,1978,280000.00119
cod,1979,4909999.84741
cod,1980,1269999.98093
cod,1981,3420000.07629
cod,1982,550000.01192
cod,1983,3339999.91417
cod,1984,1669999.95708
cod,1985,959999.97854
cod,1986,419999.98689
cod,1987,5099999.90463
cod,1988,1059999.94278
cod,1989,1190000.05722
cod,1990,3440000.05722
cod,1991,2690000.05722
cod,1992,2430000.06676
cod,1993,2740000.00954
cod,1994,4320000.17166
cod,1995,2220000.02861
cod,1996,1860000.01431
cod,1997,5019999.98093
cod,1998,13520000.45776
cod,1999,2430000.06676
cod,2000,8029999.73297
cod,2001,17040000.91553
cod,2002,14930000.30518
cod,2003,22659999.84741
cod,2004,300970001.2207
cod,2005,77569999.69482
cod,2006,139929992.67578
cod,2007,120690002.44141
cod,2008,192850006.10352
cod,2009,225460006.71387
cod,2010,250779998.7793
cod,2011,383049987.79297
cod,2012,220199996.94824
cod,2013,252720001.2207
cod,2014,274269989.01367
cod,2015,218059997.55859
cod,2016,174830001.83105
cod,2017,214050003.05176
cod,2018,271720001.2207
cod,2019,235529998.7793
cog,1964,9999.99978
cog,1965,19999.99955
cog,1966,50000.00075
cog,1967,19999.99955
cog,1969,19999.99955
cog,1970,9999.99978
cog,1971,9999.99978
cog,1974,59999.99866
cog,1975,140000.0006
cog,1976,159999.99642
cog,1977,140000.0006
cog,1978,100000.00149
cog,1979,150000.00596
cog,1980,300000.01192
cog,1981,310000.00238
cog,1982,159999.99642
cog,1983,119999.99732
cog,1984,79999.99821
cog,1985,150000.00596
cog,1986,189999.99762
cog,1987,289999.99166
cog,1988,529999.97139
cog,1989,430000.00715
cog,1990,400000.00596
cog,1991,610000.01431
cog,1992,600000.02384
cog,1993,340000.00358
cog,1996,1539999.96185
cog,1998,5489999.77112
cog,1999,5179999.82834
cog,2000,39999.99911
cog,2002,319999.99285
cog,2003,3970000.02861
cog,2004,4869999.88556
cog,2005,579999.98331
cog,2006,639999.98569
cog,2007,200000.00298
cog,2008,19999.99955
cog,2010,78750000
cog,2012,79999.99821
cog,2016,119999.99732
cog,2017,2380000.11444
cog,2018,2390000.1049
cog,2019,7059999.94278
col,1964,9999.99978
col,1965,70000.0003
col,1966,150000.00596
col,1967,370000.00477
col,1968,230000.00417
col,1969,330000.01311
col,1970,449999.98808
col,1971,460000.00834
col,1972,629999.99523
col,1973,469999.99881
col,1974,2109999.8951
col,1975,5670000.07629
col,1976,2369999.88556
col,1977,1960000.03815
col,1978,1259999.99046
col,1979,2069999.93324
col,1980,1450000.04768
col,1981,990000.00954
col,1982,670000.01669
col,1983,540000.02146
col,1984,289999.99166
col,1985,769999.98093
col,1986,1179999.94755
col,1987,819999.99285
col,1988,2009999.99046
col,1989,1450000.04768
col,1990,3000000
col,1991,8899999.61853
col,1992,3660000.08583
col,1993,3039999.96185
col,1994,4119999.88556
col,1995,3839999.91417
col,1996,3309999.94278
col,1997,4139999.86649
col,1998,4719999.79019
col,1999,4630000.11444
col,2000,3349999.90463
col,2001,2609999.8951
col,2002,3150000.09537
col,2003,2809999.94278
col,2004,2019999.98093
col,2005,1250000
col,2006,639999.98569
col,2007,1500000
col,2008,3319999.93324
col,2009,7750000
col,2010,2640000.1049
col,2011,4360000.13351
col,2012,39700000.76294
col,2013,11239999.77112
col,2014,11319999.69482
col,2015,61590000.15259
col,2016,33580001.83105
col,2017,31040000.91553
col,2018,46939998.62671
col,2019,63430000.30518
com,1977,9999.99978
com,1989,9999.99978
com,1991,9999.99978
com,1992,50000.00075
com,1993,39999.99911
com,1995,39999.99911
com,1996,29999.99933
com,1997,19999.99955
com,1998,29999.99933
com,1999,29999.99933
com,2000,29999.99933
com,2010,119999.99732
com,2011,119999.99732
com,2014,9999.99978
com,2015,9999.99978
com,2016,9999.99978
com,2017,39999.99911
com,2018,180000.00715
com,2019,159999.99642
cpv,1978,1840000.03338
cpv,1979,-59999.99866
cpv,1980,1490000.00954
cpv,1981,29999.99933
cpv,1982,19999.99955
cpv,1983,50000.00075
cpv,1984,19999.99955
cpv,1985,29999.99933
cpv,1986,39999.99911
cpv,1987,59999.99866
cpv,1988,90000.00358
cpv,1989,109999.9994
cpv,1990,90000.00358
cpv,1991,189999.99762
cpv,1992,200000.00298
cpv,1993,150000.00596
cpv,1994,9999.99978
cpv,1995,150000.00596
cpv,1996,39999.99911
cpv,1997,39999.99911
cpv,1998,39999.99911
cpv,1999,19999.99955
cpv,2000,39999.99911
cpv,2006,529999.97139
cpv,2007,540000.02146
cpv,2008,800000.01192
cpv,2009,720000.02861
cpv,2010,899999.97616
cpv,2011,29999.99933
cpv,2012,1000000
cpv,2013,59999.99866
cpv,2014,129999.99523
cpv,2015,180000.00715
cpv,2016,100000.00149
cpv,2017,370000.00477
cpv,2018,519999.98093
cpv,2019,319999.99285
cri,1964,79999.99821
cri,1965,9999.99978
cri,1966,19999.99955
cri,1967,19999.99955
cri,1968,19999.99955
cri,1969,39999.99911
cri,1970,90000.00358
cri,1971,189999.99762
cri,1972,209999.99344
cri,1973,409999.99642
cri,1974,1980000.01907
cri,1975,5150000.09537
cri,1976,1620000.00477
cri,1977,1360000.01431
cri,1978,529999.97139
cri,1979,920000.01669
cri,1980,970000.02861
cri,1981,959999.97854
cri,1982,850000.02384
cri,1983,699999.98808
cri,1984,-250000
cri,1985,379999.99523
cri,1986,769999.98093
cri,1987,689999.99762
cri,1988,2309999.94278
cri,1989,5659999.84741
cri,1990,2690000.05722
cri,1991,1690000.05722
cri,1992,819999.99285
cri,1993,1600000.02384
cri,1994,5949999.80927
cri,1995,2160000.08583
cri,1996,3410000.08583
cri,1997,1120000.00477
cri,1998,11329999.92371
cri,1999,8270000.45776
cri,2000,15189999.58038
cri,2001,1389999.98569
cri,2002,-109999.9994
cri,2003,19319999.69482
cri,2004,-15939999.58038
cri,2005,5909999.84741
cri,2006,-460000.00834
cri,2007,-11970000.26703
cri,2008,-150000.00596
cri,2009,2559999.94278
cri,2010,769999.98093
cri,2011,310000.00238
cri,2012,1039999.96185
cri,2013,170000.00179
cri,2014,6070000.17166
cri,2015,1679999.94755
cri,2016,1080000.04292
cri,2017,819999.99285
cri,2018,860000.01431
cri,2019,1500000
cub,1964,9999.99978
cub,1990,9999.99978
cub,1991,19999.99955
cub,1992,29999.99933
cub,1993,239999.99464
cub,1994,270000.01073
cub,1995,79999.99821
cub,1996,409999.99642
cub,1997,3579999.92371
cub,1998,12680000.30518
cub,1999,2220000.02861
cub,2000,170000.00179
cub,2001,3180000.06676
cub,2002,600000.02384
cub,2003,-2430000.06676
cub,2004,3319999.93324
cub,2005,9029999.73297
cub,2006,-2930000.06676
cub,2007,-4860000.13351
cub,2008,239999.99464
cub,2009,949999.98808
cub,2010,389999.98569
cub,2011,270000.01073
cub,2012,2299999.95232
cub,2013,1710000.03815
cub,2014,6519999.98093
cub,2015,2029999.97139
cub,2016,3630000.11444
cub,2017,5599999.90463
cub,2018,6199999.80927
cub,2019,2670000.07629
cym,1974,1570000.05245
cym,1975,519999.98093
cym,1976,959999.97854
cym,1977,949999.98808
cym,1978,479999.98927
cym,1979,569999.99285
cym,1980,990000.00954
cym,1981,370000.00477
cym,1982,59999.99866
cym,1983,-29999.99933
cym,1984,-39999.99911
cym,1985,-70000.0003
cym,1986,-90000.00358
cym,1987,-109999.9994
cym,1988,-109999.9994
cym,1989,-129999.99523
cym,1990,2140000.1049
cym,1991,-170000.00179
cym,1992,-150000.00596
cym,1993,79999.99821
cym,1994,-39999.99911
cym,1995,70000.0003
cym,1996,-59999.99866
cym,1997,-1779999.97139
cym,1998,-540000.02146
cym,1999,79999.99821
cym,2000,-50000.00075
cym,2001,-39999.99911
cym,2003,-19999.99955
cyp,1960,22030000.68665
cyp,1961,14100000.38147
cyp,1962,8770000.45776
cyp,1963,7360000.13351
cyp,1964,1610000.01431
cyp,1965,4989999.77112
cyp,1966,569999.99285
cyp,1967,150000.00596
cyp,1968,-100000.00149
cyp,1969,59999.99866
cyp,1970,349999.99404
cyp,1971,460000.00834
cyp,1972,1889999.98569
cyp,1973,660000.02623
cyp,1974,730000.01907
cyp,1975,2029999.97139
cyp,1976,1250000
cyp,1977,639999.98569
cyp,1978,600000.02384
cyp,1979,1080000.04292
cyp,1980,1450000.04768
cyp,1981,1720000.02861
cyp,1982,959999.97854
cyp,1983,460000.00834
cyp,1984,379999.99523
cyp,1985,779999.97139
cyp,1986,579999.98331
cyp,1987,1500000
cyp,1988,1269999.98093
cyp,1989,1080000.04292
cyp,1990,2009999.99046
cyp,1991,1110000.01431
cyp,1992,1110000.01431
cyp,1993,1429999.94755
cyp,1994,589999.97377
cyp,1995,850000.02384
cyp,1996,589999.97377
cyp,1997,500000
cyp,1998,500000
cyp,1999,360000.01431
cyp,2000,239999.99464
cyp,2001,150000.00596
cyp,2003,29999.99933
cze,1990,389999.98569
cze,1991,5000000
cze,1992,8000000
cze,1993,4730000.01907
cze,1994,3859999.8951
cze,1995,4329999.92371
cze,1996,4429999.82834
cze,1997,4610000.13351
cze,1998,2559999.94278
cze,1999,1389999.98569
cze,2000,870000.00477
cze,2001,1240000.00954
cze,2002,1279999.97139
cze,2003,509999.99046
dji,1978,90000.00358
dji,1981,19999.99955
dji,1982,9999.99978
dji,1984,9999.99978
dji,1987,270000.01073
dji,1988,239999.99464
dji,1989,129999.99523
dji,1990,109999.9994
dji,1991,219999.99881
dji,1992,180000.00715
dji,1993,209999.99344
dji,1994,19999.99955
dji,2002,19999.99955
dji,2009,2349999.90463
dji,2010,9999.99978
dji,2011,19999.99955
dji,2012,109999.9994
dji,2013,100000.00149
dji,2015,29999.99933
dji,2017,50000.00075
dji,2018,70000.0003
dji,2019,779999.97139
dma,1974,2160000.08583
dma,1975,3349999.90463
dma,1976,1830000.04292
dma,1977,2529999.97139
dma,1978,4989999.77112
dma,1979,6079999.92371
dma,1980,5429999.82834
dma,1981,3069999.93324
dma,1982,3099999.90463
dma,1983,2480000.01907
dma,1984,1490000.00954
dma,1985,1970000.02861
dma,1986,3299999.95232
dma,1987,1330000.04292
dma,1988,3430000.06676
dma,1989,3990000.00954
dma,1990,2109999.8951
dma,1991,2309999.94278
dma,1992,4670000.07629
dma,1993,3869999.88556
dma,1994,689999.99762
dma,1995,-479999.98927
dma,1996,15159999.84741
dma,1997,8460000.03815
dma,1998,3470000.02861
dma,1999,2849999.90463
dma,2000,1590000.03338
dma,2001,889999.98569
dma,2002,1970000.02861
dma,2003,1029999.97139
dma,2004,-3630000.11444
dma,2005,889999.98569
dma,2006,180000.00715
dma,2008,239999.99464
dma,2010,300000.01192
dma,2011,29999.99933
dma,2012,50000.00075
dma,2013,50000.00075
dma,2014,0
dma,2015,750000
dma,2016,59999.99866
dma,2017,100000.00149
dma,2018,529999.97139
dma,2019,1350000.02384
dom,1967,9999.99978
dom,1970,39999.99911
dom,1971,9999.99978
dom,1972,9999.99978
dom,1973,29999.99933
dom,1974,70000.0003
dom,1975,59999.99866
dom,1976,70000.0003
dom,1977,90000.00358
dom,1978,209999.99344
dom,1979,159999.99642
dom,1980,340000.00358
dom,1981,280000.00119
dom,1982,239999.99464
dom,1983,270000.01073
dom,1984,90000.00358
dom,1985,29999.99933
dom,1986,59999.99866
dom,1987,59999.99866
dom,1988,200000.00298
dom,1989,39999.99911
dom,1990,19999.99955
dom,1991,50000.00075
dom,1992,50000.00075
dom,1993,109999.9994
dom,1994,19999.99955
dom,1995,11420000.07629
dom,1997,29999.99933
dom,1998,379999.99523
dom,1999,47099998.47412
dom,2000,6420000.07629
dom,2001,-860000.01431
dom,2002,25940000.53406
dom,2003,200000.00298
dom,2004,159999.99642
dom,2005,509999.99046
dom,2006,-71919998.16895
dom,2007,-37349998.47412
dom,2008,1480000.01907
dom,2009,100000.00149
dom,2010,59999.99866
dom,2011,150000.00596
dom,2012,230000.00417
dom,2013,379999.99523
dom,2014,670000.01669
dom,2015,2230000.01907
dom,2016,9999.99978
dom,2017,360000.01431
dom,2018,600000.02384
dom,2019,670000.01669
dza,1964,9999.99978
dza,1965,9999.99978
dza,1969,9999.99978
dza,1970,70000.0003
dza,1971,70000.0003
dza,1972,370000.00477
dza,1973,610000.01431
dza,1974,740000.00954
dza,1975,819999.99285
dza,1976,569999.99285
dza,1977,319999.99285
dza,1978,170000.00179
dza,1979,109999.9994
dza,1980,779999.97139
dza,1982,9999.99978
dza,1983,59999.99866
dza,1984,19999.99955
dza,1985,119999.99732
dza,1986,250000
dza,1987,340000.00358
dza,1988,829999.98331
dza,1989,800000.01192
dza,1990,660000.02623
dza,1991,800000.01192
dza,1992,589999.97377
dza,1993,500000
dza,1994,219999.99881
dza,1995,289999.99166
dza,1996,100000.00149
dza,1997,109999.9994
dza,1998,159999.99642
dza,1999,50000.00075
dza,2001,219999.99881
dza,2003,779999.97139
dza,2004,19999.99955
dza,2007,569999.99285
dza,2008,2109999.8951
dza,2009,3609999.8951
dza,2010,2200000.04768
dza,2011,1440000.05722
dza,2012,3410000.08583
dza,2013,4860000.13351
dza,2014,16090000.15259
dza,2015,4090000.15259
dza,2016,4389999.86649
dza,2017,8640000.34332
dza,2018,8819999.69482
dza,2019,10630000.11444
ecu,1966,319999.99285
ecu,1967,409999.99642
ecu,1968,519999.98093
ecu,1969,219999.99881
ecu,1970,250000
ecu,1971,379999.99523
ecu,1972,509999.99046
ecu,1973,1450000.04768
ecu,1974,1580000.04292
ecu,1975,2539999.96185
ecu,1976,8640000.34332
ecu,1977,3319999.93324
ecu,1978,2779999.97139
ecu,1979,3490000.00954
ecu,1980,1139999.98569
ecu,1981,379999.99523
ecu,1982,330000.01311
ecu,1983,660000.02623
ecu,1984,649999.97616
ecu,1985,810000.00238
ecu,1986,1049999.95232
ecu,1987,3109999.8951
ecu,1988,2099999.90463
ecu,1989,1909999.96662
ecu,1990,2309999.94278
ecu,1991,2349999.90463
ecu,1992,2579999.92371
ecu,1993,1940000.05722
ecu,1994,2970000.02861
ecu,1995,1769999.98093
ecu,1996,2740000.00954
ecu,1997,13140000.34332
ecu,1998,3759999.99046
ecu,1999,11630000.11444
ecu,2000,910000.02623
ecu,2001,980000.01907
ecu,2002,620000.00477
ecu,2003,409999.99642
ecu,2004,-14770000.45776
ecu,2005,310000.00238
ecu,2006,-1970000.02861
ecu,2007,-1330000.04292
ecu,2008,-550000.01192
ecu,2009,-159999.99642
ecu,2010,-29999.99933
ecu,2011,219999.99881
ecu,2012,540000.02146
ecu,2013,680000.00715
ecu,2014,400000.00596
ecu,2015,479999.98927
ecu,2016,119999.99732
ecu,2017,370000.00477
ecu,2018,540000.02146
ecu,2019,1360000.01431
egy,1963,5989999.77112
egy,1964,2309999.94278
egy,1965,490000.00954
egy,1966,-769999.98093
egy,1968,-250000
egy,1969,70000.0003
egy,1970,230000.00417
egy,1971,-1330000.04292
egy,1972,-1500000
egy,1973,3160000.08583
egy,1974,4340000.15259
egy,1975,5639999.86649
egy,1976,4059999.94278
egy,1977,5960000.03815
egy,1978,7050000.19073
egy,1979,37799999.23706
egy,1980,27879999.16077
egy,1981,14810000.41962
egy,1982,11649999.61853
egy,1983,14800000.19073
egy,1984,19489999.77112
egy,1985,23700000.76294
egy,1986,21889999.38965
egy,1987,11550000.19073
egy,1988,31770000.45776
egy,1989,16530000.68665
egy,1990,13859999.65668
egy,1991,23889999.38965
egy,1992,16579999.92371
egy,1993,9649999.61853
egy,1994,7340000.15259
egy,1995,6190000.05722
egy,1996,8100000.38147
egy,1997,8760000.22888
egy,1998,12229999.54224
egy,1999,5309999.94278
egy,2000,4099999.90463
egy,2001,3559999.94278
egy,2002,12180000.30518
egy,2003,3539999.96185
egy,2004,76750000
egy,2005,6179999.82834
egy,2006,18770000.45776
egy,2007,129999.99523
egy,2008,8760000.22888
egy,2009,35639999.38965
egy,2010,8989999.77112
egy,2011,17420000.07629
egy,2012,14100000.38147
egy,2013,32830001.83105
egy,2014,-39520000.45776
egy,2015,18530000.68665
egy,2016,15489999.77112
egy,2017,29780000.68665
egy,2018,30030000.68665
egy,2019,30159999.84741
eri,1993,4000000
eri,1994,7730000.01907
eri,1995,3670000.07629
eri,1996,2769999.98093
eri,1997,1690000.05722
eri,1998,1809999.94278
eri,1999,699999.98808
eri,2000,1129999.99523
eri,2001,4869999.88556
eri,2002,1200000.04768
eri,2003,4360000.13351
eri,2004,5039999.96185
eri,2005,3069999.93324
eri,2006,5539999.96185
eri,2007,6400000.09537
eri,2008,5570000.17166
eri,2009,6449999.80927
eri,2010,5510000.22888
eri,2011,8369999.88556
eri,2012,4010000.22888
eri,2013,7289999.96185
eri,2014,9680000.30518
eri,2015,460000.00834
eri,2016,800000.01192
eri,2017,810000.00238
eri,2018,3670000.07629
eri,2019,5610000.13351
est,1992,569999.99285
est,1993,360000.01431
est,1994,1039999.96185
est,1995,1370000.00477
est,1996,1289999.96185
est,1997,1009999.99046
est,1998,529999.97139
est,1999,389999.98569
est,2000,340000.00358
est,2001,90000.00358
est,2002,209999.99344
est,2003,50000.00075
eth,1964,59999.99866
eth,1965,550000.01192
eth,1966,360000.01431
eth,1967,360000.01431
eth,1968,529999.97139
eth,1969,769999.98093
eth,1970,1110000.01431
eth,1971,2440000.05722
eth,1972,2500000
eth,1973,4179999.82834
eth,1974,4639999.86649
eth,1975,6110000.13351
eth,1976,3890000.1049
eth,1977,2890000.1049
eth,1978,5309999.94278
eth,1979,5949999.80927
eth,1980,4360000.13351
eth,1981,959999.97854
eth,1982,9720000.26703
eth,1983,5070000.17166
eth,1984,8430000.30518
eth,1985,36099998.47412
eth,1986,13810000.41962
eth,1987,13680000.30518
eth,1988,33779998.7793
eth,1989,19709999.08447
eth,1990,35240001.67847
eth,1991,38200000.76294
eth,1992,33830001.83105
eth,1993,16559999.46594
eth,1994,43150001.52588
eth,1995,42430000.30518
eth,1996,19729999.54224
eth,1997,21559999.46594
eth,1998,13029999.73297
eth,1999,12039999.96185
eth,2000,11350000.38147
eth,2001,27610000.61035
eth,2002,43659999.84741
eth,2003,62919998.16895
eth,2004,147130004.88281
eth,2005,75480003.35693
eth,2006,164610000.61035
eth,2007,291070007.32422
eth,2008,253679992.67578
eth,2009,342920013.42773
eth,2010,406950012.20703
eth,2011,552250000
eth,2012,421049987.79297
eth,2013,515059997.55859
eth,2014,529650024.41406
eth,2015,517619995.11719
eth,2016,451170013.42773
eth,2017,419950012.20703
eth,2018,402079986.57227
eth,2019,382250000
fji,1960,1080000.04292
fji,1961,980000.01907
fji,1962,10810000.41962
fji,1963,4389999.86649
fji,1964,3390000.1049
fji,1965,4300000.19073
fji,1966,3900000.09537
fji,1967,2519999.98093
fji,1968,4110000.13351
fji,1969,6500000
fji,1970,5639999.86649
fji,1971,7769999.98093
fji,1972,4710000.03815
fji,1973,8260000.22888
fji,1974,6610000.13351
fji,1975,7230000.01907
fji,1976,8479999.54224
fji,1977,8789999.96185
fji,1978,8939999.58038
fji,1979,7280000.20981
fji,1980,9529999.73297
fji,1981,8079999.92371
fji,1982,3140000.1049
fji,1983,2910000.08583
fji,1984,1669999.95708
fji,1985,1809999.94278
fji,1986,1570000.05245
fji,1987,870000.00477
fji,1988,479999.98927
fji,1989,1750000
fji,1990,2079999.92371
fji,1991,2740000.00954
fji,1992,1970000.02861
fji,1993,2240000.00954
fji,1994,-150000.00596
fji,1995,1149999.97616
fji,2006,500000
fji,2007,639999.98569
fji,2008,750000
fji,2009,579999.98331
fji,2010,529999.97139
fji,2011,209999.99344
fji,2012,1059999.94278
fji,2013,1490000.00954
fji,2014,1789999.96185
fji,2015,1929999.94755
fji,2016,259999.99046
fji,2017,1419999.95708
fji,2018,340000.00358
fji,2019,4380000.11444
fsm,2017,9999.99978
fsm,2018,90000.00358
fsm,2019,180000.00715
gab,1967,200000.00298
gab,1968,9999.99978
gab,1969,9999.99978
gab,1970,29999.99933
gab,1971,300000.01192
gab,1972,100000.00149
gab,1981,9999.99978
gab,1982,9999.99978
gab,1983,29999.99933
gab,1984,9999.99978
gab,1985,19999.99955
gab,1986,29999.99933
gab,1987,39999.99911
gab,1988,9999.99978
gab,1989,59999.99866
gab,1990,79999.99821
gab,1991,90000.00358
gab,1992,70000.0003
gab,1994,9999.99978
gab,2002,230000.00417
gab,2010,159999.99642
gab,2011,200000.00298
gab,2014,-360000.01431
gab,2016,200000.00298
gab,2017,29999.99933
gab,2018,19999.99955
gab,2019,29999.99933
geo,1992,19999.99955
geo,1993,1210000.03815
geo,1994,3970000.02861
geo,1995,2630000.11444
geo,1996,2839999.91417
geo,1997,2869999.88556
geo,1998,1809999.94278
geo,1999,1500000
geo,2000,1669999.95708
geo,2001,5690000.05722
geo,2002,3869999.88556
geo,2003,3410000.08583
geo,2004,3119999.88556
geo,2005,3339999.91417
geo,2006,4880000.11444
geo,2007,8729999.54224
geo,2008,12829999.92371
geo,2009,7250000
geo,2010,3430000.06676
geo,2011,3190000.05722
geo,2012,6769999.98093
geo,2013,7039999.96185
geo,2014,7139999.86649
geo,2015,4360000.13351
geo,2016,1029999.97139
geo,2017,1070000.05245
geo,2018,1700000.04768
geo,2019,5829999.92371
gha,1960,340000.00358
gha,1961,289999.99166
gha,1962,829999.98331
gha,1963,3240000.00954
gha,1964,6630000.11444
gha,1965,1250000
gha,1966,980000.01907
gha,1967,870000.00477
gha,1968,14310000.41962
gha,1969,13020000.45776
gha,1970,12439999.58038
gha,1971,15970000.26703
gha,1972,3769999.98093
gha,1973,4059999.94278
gha,1974,1220000.02861
gha,1975,1379999.99523
gha,1976,2750000
gha,1977,3900000.09537
gha,1978,7630000.11444
gha,1979,21200000.76294
gha,1980,34790000.91553
gha,1981,13319999.69482
gha,1982,8810000.41962
gha,1983,8199999.80927
gha,1984,3819999.93324
gha,1985,11510000.22888
gha,1986,24399999.61853
gha,1987,27649999.61853
gha,1988,49909999.84741
gha,1989,71849998.47412
gha,1990,22250000
gha,1991,53790000.91553
gha,1992,55509998.32153
gha,1993,36930000.30518
gha,1994,28860000.61035
gha,1995,20930000.30518
gha,1996,33590000.15259
gha,1997,38080001.83105
gha,1998,64629997.25342
gha,1999,91779998.7793
gha,2000,79910003.66211
gha,2001,97839996.33789
gha,2002,122489997.86377
gha,2003,123900001.52588
gha,2004,280029998.7793
gha,2005,119739997.86377
gha,2006,167169998.16895
gha,2007,152000000
gha,2008,150770004.27246
gha,2009,153929992.67578
gha,2010,166580001.83105
gha,2011,130460006.71387
gha,2012,83500000
gha,2013,161580001.83105
gha,2014,108800003.05176
gha,2015,92629997.25342
gha,2016,78470001.2207
gha,2017,72680000.30518
gha,2018,50259998.32153
gha,2019,60080001.83105
gib,1960,469999.99881
gib,1961,870000.00477
gib,1962,430000.00715
gib,1963,-9999.99978
gib,1964,150000.00596
gib,1965,1059999.94278
gib,1966,1700000.04768
gib,1967,2630000.11444
gib,1968,810000.00238
gib,1969,1379999.99523
gib,1970,2650000.09537
gib,1971,3819999.93324
gib,1972,4190000.05722
gib,1973,6250000
gib,1974,6619999.88556
gib,1975,3029999.97139
gib,1976,2950000.04768
gib,1977,4449999.80927
gib,1978,3529999.97139
gib,1979,6530000.20981
gib,1980,11149999.61853
gib,1981,7420000.07629
gib,1982,3119999.88556
gib,1983,3390000.1049
gib,1984,10750000
gib,1985,28920000.07629
gib,1986,20819999.69482
gib,1987,14550000.19073
gib,1988,16180000.30518
gib,1989,439999.99762
gib,1990,550000.01192
gib,1991,2569999.93324
gib,1992,3119999.88556
gib,1993,-19999.99955
gib,1994,529999.97139
gib,1995,170000.00179
gib,1996,-330000.01311
