geo,time,ny_gdp_mktp_cn_ad
cmr,1999,7118457948300
cmr,2000,7504468904900
cmr,2001,8022307400000
cmr,2002,8614011492400
cmr,2003,9261144581200
cmr,2004,9927778712300
cmr,2005,10286732736700
cmr,2006,10924187809500
cmr,2007,11452867470400
cmr,2008,12360954482800
cmr,2009,13136692225100
cmr,2010,13610554063300
cmr,2011,14434774483800
cmr,2012,15395858195200
cmr,2013,16658553318900
cmr,2014,17966123162400
cmr,2015,19043066557100
cmr,2016,20038566000000
cmr,2017,20960865000000.10156
cmr,2018,22203328999999.89453
cmr,2019,23243661999999.89453
cmr,2020,23486470000000.10156
cod,1990,22.39033
cod,1991,500
cod,1992,17700
cod,1993,269200
cod,1994,69502300
cod,1995,396421800
cod,1996,2896399900
cod,1997,7999999900
cod,1998,9989899900
cod,1999,51823853700
cod,2000,1317075195100
cod,2001,2231456730100
cod,2002,3025905347400
cod,2003,3623266448400
cod,2004,4113594421900
cod,2005,5670065000000
cod,2006,6767519545399.96973
cod,2007,8648878513699.96973
cod,2008,11067568514400
cod,2009,15101187901500
cod,2010,19536676925500
cod,2011,23759424582500
cod,2012,26954556932500
cod,2013,30051179396400
cod,2014,33223988461800
cod,2015,35111225971899.89453
cod,2016,37517392391700
cod,2017,55676093127400
cod,2018,76495500373000
cod,2019,83048340000000
cod,2020,90181047764600
cog,1990,832147495102.48096
cog,1991,839464277539.73291
cog,1992,847873117057.17297
cog,1993,830072586650.125
cog,1994,1072793193292.47998
cog,1995,1153430688093.48999
cog,1996,1419346587119.02002
cog,1997,1480501783609.48999
cog,1998,1255974847923.05005
cog,1999,1582718326314.98999
cog,2000,2503540856328.66016
cog,2001,2236860517346.99023
cog,2002,2298670948085.58008
cog,2003,2218841575523.91016
cog,2004,2681873777523.18945
cog,2005,3506269000000
cog,2006,4217179000000.00977
cog,2007,4203697999999.99023
cog,2008,5195837000000
cog,2009,4572803999999.98047
cog,2010,6505751000000.01953
cog,2011,7377577999999.99023
cog,2012,9033228000000.01953
cog,2013,8869805400772.4375
cog,2014,8844629467374.86914
cog,2015,7029660317337.7002
cog,2016,6056038869040.29004
cog,2017,6442284253308.66992
cog,2018,7592974204296.42871
cog,2019,7470563887276.34863
cog,2020,5863564999999.99023
col,1990,28899214233831.69531
col,1991,37438334190686.29688
col,1992,47781075638499.79688
col,1993,62863080922305.89844
col,1994,81216504215836.98438
col,1995,101548328457929
col,1996,121117730051205
col,1997,146368115837671
col,1998,168948330865465
col,1999,182275406417040
col,2000,208531000000000
col,2001,225851000000000
col,2002,245323000000000
col,2003,272345000000000
col,2004,307762000000000
col,2005,337958000000001
col,2006,381604000000000.9375
col,2007,428506000000000.9375
col,2008,476554000000000.9375
col,2009,501573999999999.0625
col,2010,544060000000000
col,2011,619023000000000
col,2012,666507000000000
col,2013,714093000000000
col,2014,762903000000000
col,2015,804692000000000
col,2016,863782000000001
col,2017,920471000000001.875
col,2018,987790999999999
col,2019,1061119000000000
col,2020,1002922315560450
com,1990,108050807336.429
com,1991,110519985826.728
com,1992,111834479276.67101
com,1993,118459600164.222
com,1994,122775350971.05901
com,1995,137792722731.92401
com,1996,140363513505.77399
com,1997,147370142330.66
com,1998,151270206522.96899
com,1999,163141292485.86899
com,2000,187035000000
com,2001,207916000000
com,2002,221623000000
com,2003,237853000000
com,2004,250633000000
com,2005,258559000000
com,2006,273659000000
com,2007,285627000000
com,2008,306288000000
com,2009,319332000000
com,2010,336947000000.00098
com,2011,361596000000
com,2012,388984000000
com,2013,413476999999.99902
com,2014,425712999999.99902
com,2015,428345999999.99902
com,2016,450159000000.00201
com,2017,469217000000.00098
com,2018,495235000000
com,2019,524085999999.99902
com,2020,532112751599.99902
cpv,1990,20211346727.0312
cpv,1991,21477356871.4477
cpv,1992,22845813665.3021
cpv,1993,37092532929.122
cpv,1994,31311339191.69469
cpv,1995,35208003180.5968
cpv,1996,41463678543.4782
cpv,1997,45688936580.6714
cpv,1998,51235225467.0515
cpv,1999,61322930806.5013
cpv,2000,69241186491.3815
cpv,2001,74435687173.5114
cpv,2002,78059670926.42868
cpv,2003,85321466060.0072
cpv,2004,88067785920.5988
cpv,2005,92465454547.27242
cpv,2006,104480368644.533
cpv,2007,121973724800
cpv,2008,134698360600
cpv,2009,135879083600
cpv,2010,138568517500
cpv,2011,147924000000
cpv,2012,150351280900.00101
cpv,2013,153723172600
cpv,2014,154435743100
cpv,2015,158699114300
cpv,2016,165782176300.00101
cpv,2017,173097401200
cpv,2018,183697948800
cpv,2019,195202292599.99896
cpv,2020,164910706000
cri,1990,522847900000
cri,1991,881040082000.94897
cri,1992,1151917873758.07007
cri,1993,1362412387549.15991
cri,1994,1647124682888.53003
cri,1995,2079862886938.40967
cri,1996,2425725554424.4502
cri,1997,2934156514136.1001
cri,1998,3519453786929.75977
cri,1999,4072330199172.43018
cri,2000,4627050524473.7998
cri,2001,5254084454224.67969
cri,2002,5965391259675.83984
cri,2003,6885560043737.37988
cri,2004,8150137801043.75879
cri,2005,9577022226860.41992
cri,2006,11613319990806
cri,2007,13889052911136.30078
cri,2008,16208974698512.40039
cri,2009,17626147744796
cri,2010,19802010592707.60156
cri,2011,21623524556480.80078
cri,2012,23752868569291.19922
cri,2013,25462954639352.69531
cri,2014,28001327620471
cri,2015,30171918863718.39844
cri,2016,32056288212048
cri,2017,34343647497605.19922
cri,2018,36014718708004.10156
cri,2019,37629651104627.29688
cri,2020,36174304618350.20312
cub,1990,21541368300
cub,1991,17816740600
cub,1992,16343535100
cub,1993,16551768600
cub,1994,21051761800
cub,1995,23835665200
cub,1996,25017368700
cub,1997,25365908100
cub,1998,25736331200
cub,1999,28364615199.9999
cub,2000,30565400000
cub,2001,31682400000.0001
cub,2002,33590499999.9999
cub,2003,35901200000.0001
cub,2004,38202999999.9999
cub,2005,42643836100
cub,2006,52742800000.0002
cub,2007,58603899999.9999
cub,2008,60806300000.0001
cub,2009,62080000000.0001
cub,2010,64327999999.9998
cub,2011,68989999999.99989
cub,2012,73140999999.9998
cub,2013,77147999999.9998
cub,2014,80655999999.9998
cub,2015,87132999999.99969
cub,2016,91369999999.9998
cub,2017,96851000000
cub,2018,100050000000
cub,2019,103428000000
cub,2020,107352000000
cym,2006,3500226200
cym,2007,3721883500
cym,2008,3821608900
cym,2009,3568081200
cym,2010,3464020400
cym,2011,3488380300
cym,2012,3575822800
cym,2013,3671482000
cym,2014,3802362800
cym,2015,3923457000
cym,2016,4091085500.00002
cym,2017,4305217200.00001
cym,2018,4602003900
cym,2019,4946276600.00002
cym,2020,4659499999.99998
cyp,1990,4366672700
cyp,1991,4569996300
cyp,1992,5301619400
cyp,1993,5595157100
cyp,1994,6237591300
cyp,1995,7678312000
cyp,1996,7979499000
cyp,1997,8373437000
cyp,1998,9059778000
cyp,1999,9731561000
cyp,2000,10594981000
cyp,2001,11416891000
cyp,2002,11877037000
cyp,2003,12845288000
cyp,2004,13856442000
cyp,2005,14822306000
cyp,2006,16000018000
cyp,2007,17511579000
cyp,2008,19009576000
cyp,2009,18675493000
cyp,2010,19409974000
cyp,2011,19803032999.9999
cyp,2012,19440777000
cyp,2013,17994967000
cyp,2014,17430161000.0001
cyp,2015,17883959000.0001
cyp,2016,18929340000
cyp,2017,20245261999.9999
cyp,2018,21612598000.0001
cyp,2019,23009941000
cyp,2020,21548372000.0001
cze,1990,731206852000
cze,1991,880180896000
cze,1992,983937724000
cze,1993,1191388325000
cze,1994,1377368118000
cze,1995,1596306000000
cze,1996,1829255000000
cze,1997,1971024000000
cze,1998,2156624000000
cze,1999,2252983000000
cze,2000,2386289000000
cze,2001,2579126000000
cze,2002,2690982000000
cze,2003,2823452000000
cze,2004,3079207000000
cze,2005,3285601000000
cze,2006,3530881000000
cze,2007,3859533000000
cze,2008,4042860000000
cze,2009,3954320000000
cze,2010,3992870000000
cze,2011,4062323000000
cze,2012,4088912000000
cze,2013,4142811000000
cze,2014,4345766000000
cze,2015,4625378000000
cze,2016,4796872999999.98047
cze,2017,5110743000000
cze,2018,5409665000000.00977
cze,2019,5790348000000.00977
cze,2020,5694387000000.00977
deu,1990,1463577584000
deu,1991,1585800000000
deu,1992,1702060000000
deu,1993,1750890000000
deu,1994,1829550000000
deu,1995,1894610000000
deu,1996,1921380000000
deu,1997,1961150000000
deu,1998,2014420000000
deu,1999,2059480000000
deu,2000,2109090000000
deu,2001,2172540000000
deu,2002,2198120000000
deu,2003,2211570000000
deu,2004,2262520000000
deu,2005,2288310000000
deu,2006,2385080000000
deu,2007,2499550000000
deu,2008,2546490000000
deu,2009,2445730000000
deu,2010,2564400000000
deu,2011,2693560000000
deu,2012,2745310000000
deu,2013,2811350000000
deu,2014,2927430000000
deu,2015,3026180000000
deu,2016,3134739999999.99023
deu,2017,3267160000000.00977
deu,2018,3367860000000.02002
deu,2019,3473349999999.99023
deu,2020,3367560000000
dji,2013,363051509000
dji,2014,393594980999.99902
dji,2015,431910777500
dji,2016,462703778000.00098
dji,2017,488989658800
dji,2018,535438443200
dji,2019,590853999999.99805
dji,2020,601476325099.99805
dma,1990,530982811.34834
dma,1991,579310780.24059
dma,1992,616996832.75051
dma,1993,647223780.56676
dma,1994,696908837.87842
dma,1995,723660077.22484
dma,1996,770484509.30711
dma,1997,798700232.55936
dma,1998,849898589.90704
dma,1999,874540972.42907
dma,2000,900370000
dma,2001,918550000
dma,2002,899630000
dma,2003,926940000
dma,2004,991440000
dma,2005,983490000
dma,2006,1053680000
dma,2007,1137710000
dma,2008,1237110000
dma,2009,1320499999.99999
dma,2010,1333330000
dma,2011,1352770000
dma,2012,1312190000
dma,2013,1345400000
dma,2014,1404560000
dma,2015,1459990000
dma,2016,1555820000
dma,2017,1403560000
dma,2018,1486680000
dma,2019,1651150000
dma,2020,1361380000
dnk,1990,855557153000
dnk,1991,890550722000
dnk,1992,923014182000
dnk,1993,928466126000
dnk,1994,993286477000
dnk,1995,1036482553000
dnk,1996,1088023687000
dnk,1997,1146129390000
dnk,1998,1185987558000
dnk,1999,1241520747000
dnk,2000,1326911504000
dnk,2001,1371526218000
dnk,2002,1410271027000
dnk,2003,1436751240000
dnk,2004,1506000798000
dnk,2005,1585984170000
dnk,2006,1682260207000
dnk,2007,1738845296000
dnk,2008,1801469912000
dnk,2009,1722142505000
dnk,2010,1810925601000
dnk,2011,1846853613000
dnk,2012,1895002254000
dnk,2013,1929677034000
dnk,2014,1981164991000
dnk,2015,2036356221000
dnk,2016,2107808217999.9895
dnk,2017,2192960001999.9895
dnk,2018,2253316249000
dnk,2019,2318041864000
dnk,2020,2329561402000.00977
dom,1990,78760907202.1333
dom,1991,125814595036.866
dom,1992,147723995018.35199
dom,1993,166507552996.76001
dom,1994,188153199555.64801
dom,1995,218044339093.91501
dom,1996,239558626652.172
dom,1997,285497294979.18597
dom,1998,324484621947.22302
dom,1999,356939425201.50897
dom,2000,400505787548.83295
dom,2001,435144844899.96399
dom,2002,486173686772.09698
dom,2003,640123212243.06091
dom,2004,953126046186.75806
dom,2005,1103286850634.65991
dom,2006,1284500519640.56006
dom,2007,1458416518100
dom,2008,1661642680499.98999
dom,2009,1736041063700
dom,2010,1983201682200
dom,2011,2210213934499.99023
dom,2012,2386016246999.99023
dom,2013,2619769696500
dom,2014,2925665101900.00977
dom,2015,3205655136100.00977
dom,2016,3487292512700
dom,2017,3802655772399.99023
dom,2018,4235846766900
dom,2019,4562235075700
dom,2020,4456657376799.99023
dza,1990,555800002599.99902
dza,1991,844499976199.99902
dza,1992,1048200020000
dza,1993,1165999996900
dza,1994,1491500007400
dza,1995,1990600032300
dza,1996,2570000007200
dza,1997,2780199911400
dza,1998,2830500102100
dza,1999,3238198000000
dza,2000,4123514000000
dza,2001,4227113000000
dza,2002,4522773000000
dza,2003,5252321000000
dza,2004,6149117000000
dza,2005,7561984000000
dza,2006,8501636000000
dza,2007,9352886000000
dza,2008,11043704000000
dza,2009,9968025000000
dza,2010,11991564000000
dza,2011,14588532000000
dza,2012,16209598000000
dza,2013,16647919000000
dza,2014,17228598000000
dza,2015,16712686000000
dza,2016,17514635000000
dza,2017,18876175999999.89453
dza,2018,20393523999999.89453
dza,2019,20501057999999.89453
dza,2020,18383799999999.89453
ecu,1990,15231973000
ecu,1991,16980041000
ecu,1992,18085191000
ecu,1993,18929248000
ecu,1994,22697319000
ecu,1995,24420668000
ecu,1996,25213780000
ecu,1997,28147972000
ecu,1998,27967906000
ecu,1999,19635450000
ecu,2000,18318601000
ecu,2001,24468324000
ecu,2002,28548945000
ecu,2003,32432858000
ecu,2004,36591661000
ecu,2005,41507085000
ecu,2006,46802044000
ecu,2007,51007777000
ecu,2008,61762635000.0003
ecu,2009,62519685999.99969
ecu,2010,69555367000.00031
ecu,2011,79276663999.9998
ecu,2012,87924543999.99969
ecu,2013,95129658999.99968
ecu,2014,101726331000
ecu,2015,99290380999.99968
ecu,2016,99937695999.9998
ecu,2017,104295862000
ecu,2018,107562008000
ecu,2019,108108009000
ecu,2020,98808010000.00031
egy,1990,95800000000
egy,1991,112500000000
egy,1992,139100000000
egy,1993,155200000000
egy,1994,175000000000
egy,1995,204000000000
egy,1996,229400000000
egy,1997,265900000000
egy,1998,287400000000
egy,1999,307600000000
egy,2000,340100000000
egy,2001,358700000000
egy,2002,378900000000
egy,2003,417500000000
egy,2004,485300000000
egy,2005,538500000000
egy,2006,617700000000
egy,2007,744800000000
egy,2008,895500000000
egy,2009,1042200000000
egy,2010,1206600000000
egy,2011,1371100000000
egy,2012,1674700000000
egy,2013,1860400000000
egy,2014,2130000000000
egy,2015,2443900000000
egy,2016,2709400000000
egy,2017,3470000000000
egy,2018,4437400000000.01953
egy,2019,5322100000000.00977
egy,2020,5855000000000
eri,1992,1950464898.14296
eri,1993,2182287199.79721
eri,1994,3231355293.51967
eri,1995,3699300000
eri,1996,4408600000
eri,1997,4942660000
eri,1998,5488489000
eri,1999,5616500000
eri,2000,6798819100
eri,2001,8508911500
eri,2002,10180013500
eri,2003,12077210600
eri,2004,15291082100
eri,2005,16880499400
eri,2006,18621613900
eri,2007,20263857800
eri,2008,21220402800
eri,2009,28546694100
eri,2010,24438800000
eri,2011,31749400000
esp,1990,328695793000
esp,1991,360440276000
esp,1992,388202626000
esp,1993,401630354000
esp,1994,427155977000
esp,1995,460588000000
esp,1996,489203000000
esp,1997,519268000000
esp,1998,555993000000
esp,1999,595723000000
esp,2000,647851000000
esp,2001,700993000000
esp,2002,749552000000
esp,2003,802266000000
esp,2004,859437000000
esp,2005,927357000000
esp,2006,1003823000000
esp,2007,1075539000000
esp,2008,1109541000000
esp,2009,1069323000000
esp,2010,1072709000000
esp,2011,1063763000000
esp,2012,1031099000000
esp,2013,1020348000000
esp,2014,1032158000000
esp,2015,1077590000000
esp,2016,1113840000000
esp,2017,1161866999999.98999
esp,2018,1203259000000
esp,2019,1244375000000
esp,2020,1121948000000
est,1995,2861638000
est,1996,3679970000
est,1997,4573002000
est,1998,5100431000
est,1999,5406892000
est,2000,6171645000
est,2001,6987069000
est,2002,7822580000
est,2003,8744426000.00001
est,2004,9777459000.00001
est,2005,11343270000
est,2006,13568930000
est,2007,16401334000
est,2008,16618064000
est,2009,14131856000
est,2010,14741103000
est,2011,16677256000
est,2012,17916682000
est,2013,18910784000
est,2014,20048226000
est,2015,20631362000
est,2016,21747909999.9999
est,2017,23833614000
est,2018,25817676000.0001
est,2019,27732289999.9999
est,2020,26834520999.9999
eth,1990,25831413862.5082
eth,1991,28565584561.9614
eth,1992,30140324329.8038
eth,1993,38663344103.007
eth,1994,41066095709.0296
eth,1995,49120169241.1979
eth,1996,55355988181.2167
eth,1997,57208774587.4044
eth,1998,55147488845.1133
eth,1999,59283334874.27489
eth,2000,67159835100
eth,2001,68548836800
eth,2002,67067110300
eth,2003,73995583200
eth,2004,87325768600
eth,2005,107289698100
eth,2006,132651633500
eth,2007,173308781900
eth,2008,250206540400
eth,2009,337965157200
eth,2010,385876491200
eth,2011,515078541000
eth,2012,747326498000
eth,2013,866921083000.00098
eth,2014,1060814376000
eth,2015,1297961440000
eth,2016,1568097000000
eth,2017,1832786000000.01001
eth,2018,2200121000000.00977
eth,2019,2690751000000
eth,2020,3374348999999.99023
fin,1990,90959000000
fin,1991,86899000000
fin,1992,84782000000
fin,1993,85708000000
fin,1994,90749000000
fin,1995,98549000000
fin,1996,102083000000
fin,1997,110807000000
fin,1998,120474000000
fin,1999,126916000000
fin,2000,136442000000
fin,2001,144628000000
fin,2002,148486000000
fin,2003,151749000000
fin,2004,158758000000
fin,2005,164687000000
fin,2006,172897000000
fin,2007,187072000000
fin,2008,194265000000
fin,2009,181747000000
fin,2010,188143000000
fin,2011,197998000000
fin,2012,201037000000
fin,2013,204321000000
fin,2014,206897000000
fin,2015,211385000000
fin,2016,217517999999.99896
fin,2017,226301000000.00101
fin,2018,233468000000.00101
fin,2019,239852000000
fin,2020,236031999999.99896
fji,1990,1980000000
fji,1991,2042000000
fji,1992,2303200000
fji,1993,2522500000
fji,1994,2673100000
fji,1995,2770900000
fji,1996,2987200000
fji,1997,3017600000
fji,1998,3284500000
fji,1999,3814100000
fji,2000,3572300000
fji,2001,3762000000
fji,2002,4009200000
fji,2003,4361200000
fji,2004,4693100000
fji,2005,5040000000
fji,2006,5325700000
fji,2007,5440100000
fji,2008,5614901400
fji,2009,5614080600
fji,2010,6024438100
fji,2011,6768488300
fji,2012,7109505300
fji,2013,7715729700
fji,2014,9167032400
fji,2015,9822110300
fji,2016,10327298800
fji,2017,11064951600
fji,2018,11650555594.7145
fji,2019,11874130401.2719
fji,2020,9833087146.99713
fra,1990,1053546000000
fra,1991,1091705000000
fra,1992,1130983000000
fra,1993,1142119000000
fra,1994,1179867000000
fra,1995,1218273000000
fra,1996,1252266000000
fra,1997,1292777000000
fra,1998,1351896000000
fra,1999,1400999000000
fra,2000,1478585000000
fra,2001,1538200000000
fra,2002,1587829000000
fra,2003,1630666000000
fra,2004,1704019000000
fra,2005,1765905000000
fra,2006,1848151000000
fra,2007,1941360000000
fra,2008,1992380000000
fra,2009,1936422000000
fra,2010,1995289000000
fra,2011,2058369000000
fra,2012,2088804000000
fra,2013,2117189000000
fra,2014,2149765000000
fra,2015,2198432000000
fra,2016,2234128999999.99023
fra,2017,2297242000000.00977
fra,2018,2363305999999.99023
fra,2019,2437634999999.99023
fra,2020,2302860000000
fsm,1990,147200000
fsm,1991,166200000
fsm,1992,178100000
fsm,1993,198400000
fsm,1994,202500000
fsm,1995,221575300
fsm,1996,218534700
fsm,1997,206626300
fsm,1998,218873100
fsm,1999,220140500
fsm,2000,233271800
fsm,2001,240970900
fsm,2002,242517200
fsm,2003,245432900
fsm,2004,240236000
fsm,2005,250281900
fsm,2006,253541900
fsm,2007,256787200
fsm,2008,263145100
fsm,2009,280284600
fsm,2010,296944100
fsm,2011,311301600
fsm,2012,327248700
fsm,2013,317214400
fsm,2014,319271200
fsm,2015,316489900
fsm,2016,332265200
fsm,2017,366666800
fsm,2018,401932300
fsm,2019,408057100
fsm,2020,410083600
gab,1990,1725772234913.20996
gab,1991,1623117219688.36011
gab,1992,1576324576362.22998
gab,1993,1630187071513.36011
gab,1994,2477762716153.91992
gab,1995,2635833293753.66016
gab,1996,3101832263269.91016
gab,1997,3310871563352.25977
gab,1998,2816652820773.4502
gab,1999,3057319564627.81006
gab,2000,3842361704315.6001
gab,2001,3679028000000
gab,2002,3701272999999.99023
gab,2003,3776236000000.00977
gab,2004,4097532000000.00977
gab,2005,5052603000000
gab,2006,5395402000000.01953
gab,2007,5961578999999.99023
gab,2008,6944821999999.99023
gab,2009,5696992999999.99023
gab,2010,7111476556499.99023
gab,2011,8581582503199.99023
gab,2012,8766489229800
gab,2013,8690531739900
gab,2014,8988342089900
gab,2015,8503461562900.00977
gab,2016,8310636115399.98047
gab,2017,8668907682300
gab,2018,9368896705899.98047
gab,2019,9886899999999.99023
gab,2020,8816150720299.99023
gbm,1990,428885000
gbm,1991,465795000
gbm,1992,487093000
gbm,1993,510534000
gbm,1994,544449000
gbm,1995,584442000
gbm,1996,645619000
gbm,1997,719682000
gbm,1998,836338000
gbm,1999,972730000
gbm,2000,1058134000
gbm,2001,1159235000
gbm,2002,1261677000
gbm,2003,1379730000
gbm,2004,1530565000
gbm,2005,1667820000
gbm,2006,1860211000
gbm,2007,2232157000
gbm,2008,3225061000
gbm,2009,3522159000
gbm,2010,3831539000
gbm,2011,4097902000
gbm,2012,4235229000
gbm,2013,4478379000
gbm,2014,4684659000
gbm,2015,4637321000
gbm,2016,5070660000
gbm,2017,5423135000.00001
gbm,2018,5615231000
gbm,2019,5730875000
gbr,1990,615673000000
gbr,1991,647966000000
gbr,1992,672170000000
gbr,1993,707734000000
gbr,1994,745196000000
gbr,1995,853228000000
gbr,1996,911191000000
gbr,1997,952585000000
gbr,1998,998318000000
gbr,1999,1041970000000
gbr,2000,1098500000000
gbr,2001,1142023000000
gbr,2002,1190336000000
gbr,2003,1259970000000
gbr,2004,1322795000000
gbr,2005,1399656000000
gbr,2006,1476722000000
gbr,2007,1552470000000
gbr,2008,1598752000000
gbr,2009,1557120000000
gbr,2010,1612195000000
gbr,2011,1669509000000
gbr,2012,1721355000000
gbr,2013,1793155000000
gbr,2014,1876162000000
gbr,2015,1935212000000
gbr,2016,2016638000000
gbr,2017,2097143000000
gbr,2018,2174380000000
gbr,2019,2255283000000.00977
gbr,2020,2152646000000
geo,1990,15000
geo,1991,19200
geo,1992,149200
geo,1993,16396900
geo,1994,902300000
geo,1995,2432203500
geo,1996,3868500000
geo,1997,4554900000
geo,1998,5022100000
geo,1999,5668700000
geo,2000,6043100000
geo,2001,6674000000
geo,2002,7456000000
geo,2003,8564100000
geo,2004,9824300000
geo,2005,11620900000
geo,2006,13789900000
geo,2007,16993800000
geo,2008,19074900000
geo,2009,17986000000
geo,2010,21821600000
geo,2011,25478700000
geo,2012,27227300000
geo,2013,28593100000
geo,2014,31124000000
geo,2015,33935000000
geo,2016,35836000000.0001
geo,2017,40761600000
geo,2018,44599400000.0001
geo,2019,49252653900.0001
geo,2020,49266736200.0001
gha,1990,307825066.97731
gha,1991,389034661.76922
gha,1992,449187436.11566
gha,1993,620540934.35613
gha,1994,834150864.73067
gha,1995,1242283815.20322
gha,1996,1817134756.94941
gha,1997,2261806880.74734
gha,1998,2771848867.70062
gha,1999,3298109119.30534
gha,2000,4351446946.12865
gha,2001,6101192569.81788
gha,2002,7830601258.87995
gha,2003,10602402048.7209
gha,2004,12802799079.3518
gha,2005,15586970302.4778
gha,2006,18705461200
gha,2007,23154448200
gha,2008,30178598000
gha,2009,36597592000
gha,2010,46042100100
gha,2011,59816320900
gha,2012,75315365300
gha,2013,124477578800
gha,2014,158683996799.99899
gha,2015,183525639100.00101
gha,2016,219594593000
gha,2017,262797968800
gha,2018,308587391700
gha,2019,356544269800
gha,2020,383486089299.99902
gin,1990,2566939398491.0498
gin,1991,3314094461377.25977
gin,1992,4319882702624.35059
gin,1993,4568357478946.44922
gin,1994,4817551960629.00977
gin,1995,5339448431556.92969
gin,1996,5663900968889.19043
gin,1997,6042818259187.82031
gin,1998,6471248974529.28027
gin,1999,7001945651500.7002
gin,2000,7629381629771.69922
gin,2001,8047081318165.28027
gin,2002,8499305790170.75879
gin,2003,9974611802389.83984
gin,2004,11894557506327.59961
gin,2005,15606741404240.90039
gin,2006,21727824076100
gin,2007,26369932403900
gin,2008,32047000718700
gin,2009,32248417681100
gin,2010,39243443548900
gin,2011,45175655671100
gin,2012,53358078041699.89844
gin,2013,57864627320100.20312
gin,2014,61573256815100.09375
gin,2015,65829149255300.20312
gin,2016,77087903007199.90625
gin,2017,93833883938299.90625
gin,2018,106845291575900
gin,2019,124109147163700
gin,2020,149990791901800
gmb,1990,3511244277.41007
gmb,1991,3919247638.94333
gmb,1992,4340145497.17736
gmb,1993,4700781893.80022
gmb,1994,4885878601.64015
gmb,1995,5124311851.72627
gmb,1996,5390776124.24409
gmb,1997,5872344156.52495
gmb,1998,6230890640.67919
gmb,1999,6917444996.55181
gmb,2000,7459697759.88248
gmb,2001,9086156927.08775
gmb,2002,10206525634.0898
gmb,2003,13895461100
gmb,2004,28885956400
gmb,2005,29367003000
gmb,2006,29584431200
gmb,2007,31830608000
gmb,2008,34659278900
gmb,2009,38638120500
gmb,2010,43230706500
gmb,2011,41531716100
gmb,2012,45389296600
gmb,2013,49463596600
gmb,2014,51309079300.0001
gmb,2015,58581061600
gmb,2016,64389939300.0001
gmb,2017,70142188200
gmb,2018,80445799899.9998
gmb,2019,90739738300.00031
gmb,2020,96209618900.0002
gnb,1990,14369894776.88
gnb,1991,25356682308.3954
gnb,1992,42293927392.4918
gnb,1993,64366756735.6576
gnb,1994,81870307663.87828
gnb,1995,123704528394.252
gnb,1996,192218064033.04599
gnb,1997,274597300904.08801
gnb,1998,213378106160.43896
gnb,1999,242094119822.21701
gnb,2000,263555000000
gnb,2001,287555000000
gnb,2002,289838000000
gnb,2003,276877000000
gnb,2004,280577000000
gnb,2005,309516000000
gnb,2006,309467000000
gnb,2007,333565000000
gnb,2008,387196999999.99902
gnb,2009,390403000000.00098
gnb,2010,420514999999.99902
gnb,2011,518287999999.99902
gnb,2012,505078658699.99902
gnb,2013,516662157299.99902
gnb,2014,520872300699.99902
gnb,2015,619725621200.00098
gnb,2016,698684930600.00098
gnb,2017,783989395300.00195
gnb,2018,835741534500.00098
gnb,2019,843500000000
gnb,2020,824099999999.99805
gnq,1990,38342604890.8256
gnq,1991,39298701741.8854
gnq,1992,44785824413.4787
gnq,1993,48387930561.339
gnq,1994,70299649427.1841
gnq,1995,88936219167.47438
gnq,1996,149366553429.39401
gnq,1997,324287608899.651
gnq,1998,274684363741.28101
gnq,1999,480343459106.78894
gnq,2000,832224712635.7821
gnq,2001,1196912312873.34009
gnq,2002,1407232170049.47998
gnq,2003,1613807869700.09009
gnq,2004,2603910064278.33984
gnq,2005,4334400062300
gnq,2006,5274146000000
gnq,2007,6264840820000.01953
gnq,2008,8844106999999.99023
gnq,2009,7095919000000
gnq,2010,8072293000000.00977
gnq,2011,10064618859100
gnq,2012,11430511000000
gnq,2013,10840521000000
gnq,2014,10746852000000
gnq,2015,7795420000000.03027
gnq,2016,6661366440399.96973
gnq,2017,7084542999999.96973
gnq,2018,7274689036200
gnq,2019,6689508947100
gnq,2020,5768440487100.00977
grc,1990,45538936000.0001
grc,1991,56241115000
grc,1992,65016082000
grc,1993,73206735000
grc,1994,83020483000.00009
grc,1995,93063601000.00009
grc,1996,103036643000
grc,1997,114712185000
grc,1998,125262554000
grc,1999,133788728000
grc,2000,141247276000
grc,2001,152193838000
grc,2002,163460764000
grc,2003,178904903000
grc,2004,193715824000
grc,2005,199242312000
grc,2006,217861568000
grc,2007,232694593000
grc,2008,241990390000
grc,2009,237534181000
grc,2010,224124030000
grc,2011,203308218000
grc,2012,188380636000
grc,2013,179884380000
grc,2014,177235976000
grc,2015,176368863000
grc,2016,174494176000
grc,2017,176903369000
grc,2018,179557676000
grc,2019,183250401000
grc,2020,165326427000
grd,1990,752114234.08732
grd,1991,813395524.80322
grd,1992,838824605.44631
grd,1993,837882743.12643
grd,1994,879260378.53231
grd,1995,925400814.26237
grd,1996,992306895.13335
grd,1997,1060673999.48598
grd,1998,1205940060.45336
grd,1999,1303587633.96334
grd,2000,1404119800
grd,2001,1405199300
grd,2002,1458909700
grd,2003,1595749700
grd,2004,1617620200
grd,2005,1878000000
grd,2006,1886491800
grd,2007,2048445700
grd,2008,2230135299.99999
grd,2009,2082444000.00001
grd,2010,2081735800
grd,2011,2102371000.00001
grd,2012,2159682100
grd,2013,2275074300.00001
grd,2014,2461043000
grd,2015,2691921400
grd,2016,2866430000
grd,2017,3039350000
grd,2018,3149613600
grd,2019,3274274900
