geo,time,dt_nfl_iaea_cd
syc,2012,159999.99642
syc,2013,170000.00179
syc,2014,250000
syc,2015,255341.11261
syc,2016,192235.2165
syc,2017,258989.95996
syr,2006,500000
syr,2007,1039999.96185
syr,2008,730000.01907
syr,2009,910000.02623
syr,2010,870000.00477
syr,2011,469999.99881
syr,2012,259999.99046
syr,2013,50000.00075
syr,2014,239999.99464
syr,2015,473277.86684
syr,2016,174224.7045
syr,2017,218047.57416
syr,2018,217757.9999
syr,2019,304501.71232
tcd,2006,19999.99955
tcd,2007,9999.99978
tcd,2008,90000.00358
tcd,2009,150000.00596
tcd,2010,209999.99344
tcd,2011,79999.99821
tcd,2012,59999.99866
tcd,2013,209999.99344
tcd,2014,50000.00075
tcd,2015,79545.19987
tcd,2016,214269.04202
tcd,2017,213346.85385
tcd,2018,129234.99942
tcd,2019,247103.79541
tgo,2014,29999.99933
tgo,2015,30726.56691
tgo,2016,110641.82222
tgo,2017,290452.03328
tgo,2018,224215.99925
tgo,2019,231799.08097
tha,2006,730000.01907
tha,2007,509999.99046
tha,2008,860000.01431
tha,2009,419999.98689
tha,2010,889999.98569
tha,2011,389999.98569
tha,2012,289999.99166
tha,2013,430000.00715
tha,2014,310000.00238
tha,2015,361053.79462
tha,2016,446886.77788
tha,2017,327088.26661
tha,2018,320448.01116
tha,2019,448586.43413
tjk,2006,1220000.02861
tjk,2007,860000.01431
tjk,2008,409999.99642
tjk,2009,560000.00238
tjk,2010,540000.02146
tjk,2011,340000.00358
tjk,2012,239999.99464
tjk,2013,409999.99642
tjk,2014,259999.99046
tjk,2015,53655.02089
tjk,2016,279764.47344
tjk,2017,208826.5121
tjk,2018,998932.00397
tjk,2019,1238275.17033
tun,2006,639999.98569
tun,2007,319999.99285
tun,2008,660000.02623
tun,2009,540000.02146
tun,2010,400000.00596
tun,2011,180000.00715
tun,2012,330000.01311
tun,2013,560000.00238
tun,2014,389999.98569
tun,2015,206677.76465
tun,2016,219417.45281
tun,2017,284094.24424
tun,2018,134802.99711
tun,2019,125294.40224
tur,2006,280000.00119
tur,2007,310000.00238
tur,2008,400000.00596
tur,2009,200000.00298
tur,2010,39999.99911
tza,2006,740000.00954
tza,2007,730000.01907
tza,2008,759999.99046
tza,2009,569999.99285
tza,2010,1100000.02384
tza,2011,790000.02146
tza,2012,209999.99344
tza,2013,449999.98808
tza,2014,629999.99523
tza,2015,309905.70784
tza,2016,489700.43659
tza,2017,348111.8381
tza,2018,1100222.94521
tza,2019,315152.37689
uga,2006,319999.99285
uga,2007,349999.99404
uga,2008,600000.02384
uga,2009,439999.99762
uga,2010,400000.00596
uga,2011,280000.00119
uga,2012,200000.00298
uga,2013,569999.99285
uga,2014,439999.99762
uga,2015,384758.74066
uga,2016,442121.29712
uga,2017,1066824.43619
uga,2018,697079.00286
uga,2019,509558.9757
ukr,2006,730000.01907
ukr,2007,1100000.02384
ukr,2008,1669999.95708
ukr,2009,660000.02623
ukr,2010,560000.00238
ukr,2011,980000.01907
ukr,2012,460000.00834
ukr,2013,759999.99046
ukr,2014,219999.99881
ukr,2015,207664.99639
ukr,2016,294828.71294
ukr,2017,537605.70288
ukr,2018,462801.00942
ukr,2019,241426.61691
ury,2006,730000.01907
ury,2007,230000.00417
ury,2008,159999.99642
ury,2009,280000.00119
ury,2010,389999.98569
ury,2011,90000.00358
ury,2012,930000.00715
ury,2013,889999.98569
ury,2014,70000.0003
ury,2015,399401.00908
ury,2016,222792.55092
ury,2017,257468.16397
uzb,2006,660000.02623
uzb,2007,490000.00954
uzb,2008,230000.00417
uzb,2009,140000.0006
uzb,2010,389999.98569
uzb,2011,579999.98331
uzb,2012,870000.00477
uzb,2013,419999.98689
uzb,2014,740000.00954
uzb,2015,563937.90245
uzb,2016,1505296.94557
uzb,2017,1471401.2146
uzb,2018,704115.98682
uzb,2019,325403.39231
ven,2006,259999.99046
ven,2007,300000.01192
ven,2008,280000.00119
ven,2009,300000.01192
ven,2010,230000.00417
ven,2011,180000.00715
ven,2012,389999.98569
ven,2013,270000.01073
ven,2014,300000.01192
ven,2015,398158.60987
ven,2016,299732.62548
ven,2017,48303.46256
ven,2018,410746.00816
ven,2019,185205.549
vnm,2006,779999.97139
vnm,2007,639999.98569
vnm,2008,949999.98808
vnm,2009,899999.97616
vnm,2010,839999.97377
vnm,2011,649999.97616
vnm,2012,680000.00715
vnm,2013,589999.97377
vnm,2014,409999.99642
vnm,2015,441242.36703
vnm,2016,476634.97925
vnm,2017,386720.77656
vnm,2018,442176.01418
vnm,2019,429116.99414
vut,2018,46914.99844
vut,2019,117375.46325
yem,2006,639999.98569
yem,2007,959999.97854
yem,2008,610000.01431
yem,2009,490000.00954
yem,2010,569999.99285
yem,2011,649999.97616
yem,2012,400000.00596
yem,2013,750000
yem,2014,649999.97616
yem,2015,253366.61935
yem,2016,346960.06775
yem,2017,252237.61797
yem,2018,12164.99973
yem,2019,54912.89869
zaf,2006,600000.02384
zaf,2007,769999.98093
zaf,2008,330000.01311
zaf,2009,620000.00477
zaf,2010,779999.97139
zaf,2011,219999.99881
zaf,2012,280000.00119
zaf,2013,349999.99404
zaf,2014,959999.97854
zaf,2015,507742.64336
zaf,2016,444175.92883
zaf,2017,596809.80444
zaf,2018,319094.98572
zaf,2019,445241.63008
zmb,2006,490000.00954
zmb,2007,360000.01431
zmb,2008,829999.98331
zmb,2009,340000.00358
zmb,2010,560000.00238
zmb,2011,340000.00358
zmb,2012,349999.99404
zmb,2013,330000.01311
zmb,2014,409999.99642
zmb,2015,241974.4879
zmb,2016,371757.92456
zmb,2017,156949.60952
zmb,2018,441536.00931
zmb,2019,232293.96343
zwe,2006,259999.99046
zwe,2007,379999.99523
zwe,2008,360000.01431
zwe,2009,449999.98808
zwe,2010,500000
zwe,2011,569999.99285
zwe,2012,419999.98689
zwe,2013,270000.01073
zwe,2014,980000.01907
zwe,2015,331968.93334
zwe,2016,299031.85368
zwe,2017,662867.7845
zwe,2018,268559.99231
zwe,2019,380029.61874
