income_groups,time,income_mountain_50bracket_shape_for_log
low_income,1835,"161664,239069,346349,500693,718703,1057161,1619660,2608701,4409949,7713656,13534732,23246574,39548738,66468157,102742381,133853020,150014963,149772677,131860889,101590235,70218677,45051960,27821436,16912083,10260995,6224911,3788947,2342980,1474937,952509,629964,425987,292944,203651,142318,99261,68771,47008,31558,20734,13321,8345,5102,3039,1753,991,548,293,152,68"
low_income,1836,"170199,249571,359625,517026,737576,1078900,1646394,2641980,4451606,7763803,13580638,23280920,39609419,66570067,102911478,134258997,150780982,150704389,132508326,101957021,70550216,45340076,27987682,16978251,10277966,6229955,3795498,2351491,1484290,960988,636926,431537,297231,206915,144739,101061,70069,47920,32196,21162,13607,8538,5228,3113,1810,1018,568,304,158,71"
low_income,1837,"174083,255391,369061,531604,759938,1111744,1690557,2689931,4474404,7706142,13382459,22986158,39165962,65837723,102664064,134919696,151909924,151771983,133308175,102728325,71323160,45889277,28325140,17168524,10379385,6287536,3830651,2373862,1499439,971366,644012,436451,300573,209221,146352,102198,70898,48521,32641,21491,13848,8712,5350,3203,1866,1059,587,322,170,78"
low_income,1838,"176227,258587,374232,539847,770927,1125632,1706494,2706102,4487017,7715078,13404890,23045394,39211653,65673572,102234906,134774237,152367563,152494227,134147238,103639334,72106815,46471979,28715662,17410006,10497794,6346730,3869490,2401702,1520041,985924,654535,443769,305710,212913,148895,104018,72197,49482,33343,22006,14213,8975,5548,3342,1973,1135,647,365,205,100"
low_income,1839,"173115,254923,371507,537594,770658,1129246,1717127,2725484,4513373,7746233,13454724,23115939,39118446,65222976,101766541,135180748,154141022,153926570,134673742,103746300,72441577,46919084,29040534,17597594,10585401,6381696,3877314,2397203,1509568,974462,643228,434017,297641,206353,143789,100089,69234,47280,31763,20905,13472,8492,5240,3159,1865,1077,615,347,193,97"
low_income,1840,"175185,255419,365909,526071,752084,1099840,1668653,2638257,4354557,7470789,13054591,22640421,38502886,64171656,99948944,132860538,151822114,150970294,131513233,100693938,69637467,44573787,27094464,16049352,9422596,5536508,3279366,1975488,1212017,762381,491309,324051,217627,147818,100631,68353,45937,30403,19756,12568,7820,4752,2825,1640,929,509,280,157,87,45"
low_income,1841,"179130,259832,371395,533854,763559,1116385,1689930,2654128,4343166,7396388,12925345,22536004,38475832,63851455,98726816,132277859,153054033,152227369,132730664,102062448,70795430,45424549,27627734,16366126,9613698,5648179,3336301,1999279,1217269,758474,483525,315188,209051,140243,94203,63090,41801,27271,17485,10985,6765,4079,2417,1407,802,448,251,145,81,42"
low_income,1842,"165697,244456,356635,519263,747657,1097038,1663250,2609351,4249545,7196102,12560596,22065986,38245102,64796798,101959242,136710622,157036526,155666575,136464706,105948475,74694064,48956205,30523179,18575353,11202553,6747674,4079162,2498698,1553182,987475,641345,425215,286513,195344,133773,91650,62486,42204,28098,18373,11813,7446,4605,2795,1665,972,559,319,173,90"
low_income,1843,"148185,218964,317247,464884,674839,1001193,1536901,2442330,4026286,6890297,12139511,21504876,37568484,64177119,101637373,136446042,155846596,152649848,132301660,101742786,70891969,45795553,28049004,16725931,9882934,5831107,3454008,2072332,1261532,785940,501332,327292,217598,146343,98533,66114,43843,28608,18309,11463,7011,4184,2436,1377,751,400,204,100,45,15"
low_income,1844,"138978,205475,299472,442357,644261,957561,1472205,2342808,3869816,6644331,11756355,20940880,36909807,63847212,102193785,137713726,156830470,152718823,131720832,101118899,70389771,45478500,27895659,16667849,9862423,5820284,3445538,2067114,1258165,784493,500656,326998,217513,146342,98562,66134,43857,28611,18304,11451,7007,4173,2422,1367,747,392,200,94,42,14"
low_income,1845,"130503,191863,279266,415679,608754,909770,1406297,2247815,3728825,6432122,11432359,20489039,36492836,63832336,102717227,138761244,158002843,153487234,132467562,101930283,70916604,45706974,27994104,16721153,9885392,5820240,3429937,2046295,1237794,767864,487931,317860,211106,142005,95657,64219,42604,27807,17792,11129,6800,4047,2344,1319,713,371,189,88,40,12"
low_income,1846,"127058,188513,274393,409823,602577,904775,1405814,2257806,3758851,6490633,11510591,20576323,36611504,63842461,102313050,138720364,158800933,154736821,133402123,102563555,71284044,45908895,28163429,16863535,9974702,5866936,3451578,2054698,1239127,766593,485721,315836,209325,140612,94547,63347,41921,27300,17405,10847,6598,3909,2259,1262,685,356,179,87,38,12"
low_income,1847,"123234,185143,270550,406237,598949,900105,1398498,2245341,3738982,6461609,11469691,20510163,36512417,63608224,102211384,139406379,159772439,155622494,133915221,103114160,71855323,46313473,28437868,17043912,10085561,5929117,3485426,2071384,1246620,769174,486071,315179,208412,139809,93929,62937,41665,27137,17325,10802,6579,3902,2248,1255,678,351,177,84,36,13"
low_income,1848,"128949,190945,275163,408979,598601,892365,1376704,2199095,3651393,6309409,11244411,20250733,36294823,63511888,102654275,140752313,161349163,156649787,134268797,103318697,72029465,46464985,28597457,17185053,10178162,5980950,3512175,2083974,1252376,771379,486584,314937,207991,139471,93749,62931,41742,27257,17449,10916,6670,3961,2286,1286,698,363,185,84,37,12"
low_income,1849,"134461,199945,287639,425985,620475,919388,1409913,2240745,3708403,6391790,11355758,20396439,36512726,63827723,102833631,140667122,161055252,156468945,134311340,103771100,72710231,47236312,29166773,17506137,10338775,6055384,3546743,2100469,1260584,775180,488523,315745,208363,139555,93751,62899,41694,27228,17425,10899,6652,3953,2282,1281,690,361,180,84,35,12"
low_income,1850,"143302,211706,300597,439753,635725,935856,1427050,2257327,3721720,6387724,11293793,20213488,36173300,63361197,102236897,139685841,159418701,153919428,130695981,99649431,68666451,43654207,26330021,15441149,8928417,5139809,2977369,1758885,1059449,656886,419357,274500,183586,124237,84131,56676,37603,24500,15617,9716,5909,3490,2008,1125,606,319,162,74,33,9"
low_income,1851,"142244,212646,303003,444879,642262,941771,1429615,2254259,3712008,6384012,11315941,20249507,36120287,62986015,101754015,139968275,160796717,156547761,134971956,105302799,74579742,48809920,30264165,18172029,10721685,6270281,3667719,2168568,1300147,798410,503248,325216,214858,144078,96991,65201,43314,28354,18192,11408,6988,4164,2414,1366,748,396,204,98,42,13"
low_income,1852,"150905,223766,315552,458122,657396,958323,1447029,2273832,3740195,6420737,11318248,20132723,35817123,62504910,101203105,139055200,159198104,153848132,131039999,100675215,69956529,44753377,27097469,15927948,9224281,5316520,3082388,1819787,1094645,676910,430803,281087,187477,126644,85657,57647,38240,24903,15868,9885,6007,3555,2049,1154,630,331,169,83,37,10"
low_income,1853,"151395,225056,318432,463744,666303,970957,1464829,2299102,3775111,6473890,11419830,20333287,36138454,62898583,101329095,138947521,159760388,155881174,135132467,106106496,75505258,49546700,30817236,18559737,10976651,6434075,3772556,2234361,1340445,822692,517071,333023,219058,146355,98181,65801,43614,28464,18217,11401,6963,4144,2400,1353,739,390,202,99,45,13"
low_income,1854,"153678,228565,323081,468767,674031,983488,1486691,2337289,3840642,6572538,11514763,20331728,35945705,62559727,100865381,137677942,157446544,152540950,131040801,101571889,70854145,45411749,27613753,16311111,9485621,5484378,3186023,1882097,1131668,698640,443546,288550,191972,129435,87490,58884,39098,25500,16284,10165,6198,3680,2134,1209,659,348,182,90,38,13"
low_income,1855,"154948,231187,326975,474447,681532,990946,1491564,2335276,3822996,6535111,11474607,20290670,35785589,62128364,100583291,137431211,156844802,151734707,130333127,100728326,69984107,44770066,27281693,16200141,9479860,5510899,3215688,1905055,1147984,709534,450657,293237,195112,131623,89026,59987,39876,26043,16654,10416,6357,3782,2190,1235,673,351,179,87,36,11"
low_income,1856,"162419,245396,348816,505492,724805,1050049,1573048,2453319,4001122,6814313,11931566,20972758,36535628,62382897,99957355,136331780,155973506,151524964,130359259,100795629,69964145,44725622,27297138,16253111,9534079,5555722,3248504,1928839,1165267,722738,460912,301371,201494,136504,92659,62646,41801,27421,17638,11097,6821,4085,2380,1346,731,381,189,88,39,13"
low_income,1857,"173139,259787,367918,530873,760252,1099413,1644689,2558569,4154735,7036383,12209389,21228558,36578117,61728413,98127453,134065010,155178682,152163459,131097622,101096315,70012018,44670189,27255004,16233781,9521389,5545685,3240279,1921271,1159360,718610,458548,300381,201429,136917,93326,63372,42495,28046,18147,11509,7130,4307,2520,1429,783,407,200,95,37,12"
low_income,1858,"175283,262799,372542,535678,764733,1102146,1642714,2549335,4135705,7011574,12225308,21372248,36914000,62072467,97771720,133141375,154756502,152717810,131772697,101477386,70105332,44585075,27148934,16186050,9521975,5567409,3266859,1945507,1180278,735539,471767,310542,209079,142611,97497,66374,44633,29522,19164,12188,7568,4581,2695,1533,842,440,219,103,42,13"
low_income,1859,"170225,255783,364300,526224,755911,1096428,1646585,2577336,4220260,7220511,12657170,22068461,37599175,61976231,96316678,131176144,153492461,152770547,132321937,102391427,71008645,45107824,27423446,16330935,9603708,5619261,3300661,1966668,1194635,744931,478102,314936,212288,144995,99297,67727,45639,30276,19721,12572,7841,4769,2811,1602,883,465,231,109,44,17"
low_income,1860,"166819,252128,358966,516156,737406,1065731,1597908,2512093,4139680,7130393,12507450,21745714,37066794,61645557,97058982,132608814,154022868,153265164,132528065,101896250,70669295,44963745,27380478,16340511,9628422,5650415,3335532,2002683,1230633,779384,509522,342789,236036,164665,115182,80220,55234,37422,24866,16164,10241,6303,3748,2151,1176,607,299,135,55,19"
low_income,1861,"163964,248768,354883,510169,728376,1052326,1577356,2480820,4095110,7067136,12419217,21655517,37088633,61918548,97489591,132866842,153688859,153027564,132316318,101393919,70134931,44617763,27221425,16289828,9623362,5654182,3339856,2004525,1231591,780156,510717,344435,237955,166605,116991,81793,56521,38431,25633,16709,10611,6541,3900,2232,1218,627,303,138,53,17"
low_income,1862,"163613,251072,359943,517803,738497,1067100,1600388,2517333,4153063,7156914,12538477,21781981,37132254,61955114,97965656,133713816,154312437,153232603,132206509,101044819,69800865,44430675,27177387,16314176,9667140,5695310,3372557,2028823,1249423,793413,520704,352252,244119,171549,120935,84870,58886,40206,26920,17621,11234,6953,4159,2389,1308,679,332,150,57,20"
low_income,1863,"153134,238011,345387,500301,715915,1035709,1553845,2446152,4048581,7008795,12369021,21691555,37296022,62582781,98780964,134262494,154453065,153422606,132713725,101721893,70455795,45015776,27655838,16687419,9929300,5865484,3478043,2093569,1288857,817912,536067,362073,250438,175710,123693,86710,60122,41026,27460,17972,11455,7091,4238,2436,1334,689,339,152,60,23"
low_income,1864,"143515,226324,332025,482296,689469,997287,1498521,2368519,3945411,6887510,12273359,21686824,37353180,62706945,99024359,134678965,154874056,153330597,132623019,102003398,70852961,45386099,27955279,16900259,10066671,5946836,3522821,2118021,1302050,825031,539646,363784,251032,175804,123625,86623,60066,41012,27474,17993,11474,7103,4239,2442,1335,688,339,153,58,23"
low_income,1865,"146404,227432,333942,484461,692687,1001460,1504520,2380691,3977073,6969051,12461093,22027964,37841489,63326637,99389453,134368376,154225954,153095540,132943240,102429310,71044520,45464162,28046555,17005870,10152289,6003245,3556857,2138830,1315018,833159,544849,367177,253375,177481,124909,87611,60841,41604,27902,18294,11690,7245,4333,2501,1370,713,347,158,65,24"
low_income,1866,"152344,235384,343616,494082,700191,1005249,1502005,2369405,3956321,6942872,12452087,22093004,38043125,63494247,99028780,133730159,153937772,153208628,133249840,102804734,71402133,45726791,28205184,17096507,10204158,6031141,3570167,2143914,1316191,832410,543380,365527,251832,176188,123825,86767,60188,41117,27550,18045,11522,7135,4271,2465,1348,694,336,153,59,22"
low_income,1867,"162713,253484,367939,523588,733249,1040951,1536915,2397374,3968173,6912868,12334744,21857426,37835319,63359607,98688033,133437707,154066163,153553509,133764607,103454878,71965630,46194288,28546871,17321938,10344317,6116973,3622439,2176209,1336580,845392,551856,371109,255480,178570,125382,87769,60839,41547,27827,18209,11624,7195,4304,2486,1360,706,338,152,63,21"
low_income,1868,"184368,283348,404184,565708,781919,1096288,1599573,2466271,4040841,6985415,12416625,21944031,37790005,62957541,98113130,133380252,154663597,154370361,134530767,103870317,71998190,46188515,28576552,17372105,10395208,6160691,3655137,2199672,1352779,856704,559598,376444,259024,180904,126910,88717,61415,41876,28005,18315,11677,7221,4320,2491,1368,710,343,154,62,22"
low_income,1869,"195810,301723,427448,593120,814348,1136096,1652745,2540671,4145715,7135484,12647675,22278821,38126957,63048711,97762137,132788142,154119870,154148065,134869441,104464261,72609090,46720731,28964724,17631789,10568212,6274725,3730742,2249943,1386304,878980,574501,386360,265501,185076,129539,90344,62389,42440,28326,18472,11757,7259,4337,2501,1377,719,352,163,66,25"
low_income,1870,"170709,266182,380307,533436,740589,1045490,1540468,2401413,3972363,6917607,12375028,21993125,38025756,63333310,98230084,133090585,154151671,154526573,135719592,105175956,73332503,47411425,29401046,17853830,10677139,6328562,3757012,2261720,1389144,877719,570991,382004,260993,180941,125988,87456,60144,40746,27085,17601,11160,6875,4097,2362,1303,688,341,158,67,28"
low_income,1871,"148512,236495,341273,483417,677404,967480,1444493,2282936,3824434,6730844,12142841,21706281,37705252,63129349,98500796,133624345,154216812,154629293,136277310,105818874,74106564,48084224,29778328,18037728,10758506,6358306,3766308,2260387,1382800,869275,562389,373921,253973,175032,121117,83568,57068,38361,25273,16267,10205,6226,3677,2103,1152,607,304,142,65,29"
low_income,1872,"111483,187417,279074,406782,584432,854512,1305259,2111443,3613885,6473698,11819464,21311311,37342601,62966259,98502317,133728593,154655849,155644636,137444647,106715480,75246508,49156644,30437135,18387645,10929328,6434206,3796593,2268608,1381062,864241,556343,368175,248921,170775,117679,80894,55043,36880,24207,15528,9715,5910,3484,1994,1093,582,295,145,65,29"
low_income,1873,"104199,175699,262302,384692,555938,818190,1258917,2050548,3529789,6356050,11648159,21029853,36834424,62328599,98178207,133840530,154797765,155232840,135892903,103940102,72263495,46891058,29021534,17558251,10460948,6170218,3644901,2180620,1328609,832533,536627,355757,240878,165497,114203,78585,53540,35902,23596,15159,9489,5785,3417,1964,1081,573,294,145,70,30"
low_income,1874,"103257,176450,264028,387481,560891,825616,1269306,2061290,3527242,6312505,11520946,20752867,36196317,61080401,97113698,134645252,157875916,159313012,140080298,107950563,75758520,49236089,30372141,18296626,10863746,6396763,3772073,2248961,1364596,851180,545917,360368,243052,166496,114630,78789,53652,35988,23671,15220,9543,5829,3440,1980,1089,584,296,150,70,32"
low_income,1875,"97306,164248,245947,361442,523686,772924,1192195,1944999,3345490,6021135,11055045,20084225,35417705,60347011,96632640,134800948,158994256,160179036,139416923,105830775,73446998,47536829,29274293,17623102,10480305,6188242,3657911,2186010,1328314,829483,532380,351792,237607,163117,112596,77660,53089,35781,23666,15315,9667,5954,3553,2060,1145,617,323,161,78,33"
low_income,1876,"104034,172468,253938,371174,536185,790207,1215638,1974477,3370105,6017407,10979857,19882485,34928791,59247810,95355766,134617640,160524931,162535534,141170454,106794952,74159467,48128532,29594976,17751987,10530557,6210600,3670546,2193238,1331917,830501,532158,350849,236522,162038,111651,76942,52573,35437,23433,15179,9588,5905,3529,2048,1137,616,316,160,75,31"
low_income,1877,"104614,171548,252357,368298,531435,781995,1200920,1945955,3310016,5900889,10783349,19606660,34502236,58411281,94248322,134042384,161468977,164383197,143320796,108867908,75523745,48801222,29837090,17786477,10483075,6140358,3601851,2136423,1288930,798753,509187,334320,224662,153589,105639,72718,49661,33466,22126,14329,9053,5579,3335,1941,1083,586,307,156,75,32"
low_income,1878,"105335,173535,256506,374539,539876,791148,1207227,1937165,3264504,5783080,10580000,19361194,34281446,57973243,93306582,133165248,161822297,165273195,144731883,111067567,77292993,49809542,30354850,18024902,10584204,6178012,3604726,2122643,1268248,776196,487611,315010,208296,140235,95105,64649,43629,29078,19050,12234,7683,4724,2822,1648,932,516,274,144,73,32"
low_income,1879,"104087,171690,255537,373869,537742,784104,1188236,1888301,3147950,5523950,10092028,18630419,33528162,57684517,93612293,133571040,162911967,166462019,146439526,112850664,78271973,50371639,30703066,18211762,10666486,6200651,3595487,2104797,1248899,758817,473314,303520,199300,133369,89934,60803,40843,27104,17687,11318,7087,4357,2609,1532,877,491,268,144,70,34"
low_income,1880,"91342,151494,227333,334891,480531,699312,1055608,1673440,2792643,4910153,9005304,16873845,31436699,56280535,93944404,135506856,165145153,167864141,147303802,113537470,78744852,50600273,30735576,18136522,10562947,6110163,3526095,2056589,1216356,737275,459034,293985,192940,129095,87047,58839,39506,26217,17083,10922,6833,4193,2495,1463,829,462,252,133,63,29"
low_income,1881,"84565,139999,210406,310624,445055,645872,971910,1538847,2576871,4567787,8479511,16129240,30617946,55939253,94453957,137042027,167258273,170260694,149730926,115617757,80124338,51351771,31098937,18289649,10615933,6121089,3519516,2044907,1204617,727144,451281,288077,188662,126020,84914,57394,38543,25579,16687,10676,6678,4099,2443,1432,811,452,249,131,60,27"
low_income,1882,"78494,128189,191577,282951,405747,590664,893525,1425455,2409129,4315028,8112670,15661453,30135925,55606276,94191366,137230917,168450999,172183127,151752052,117250190,81365158,52243203,31679706,18598563,10758301,6178394,3536734,2046285,1200520,721634,446301,283964,185496,123672,83226,56202,37714,25029,16320,10451,6544,4012,2402,1410,802,450,246,129,61,28"
low_income,1883,"77983,126615,188310,276273,393960,571322,862165,1375782,2334186,4211058,7991445,15551170,30045478,55393622,93785522,137927122,170081744,174120519,153095623,117542144,80831984,51446545,30957624,18082299,10427528,5975935,3414253,1972415,1156016,694472,429735,273637,179015,119563,80651,54626,36777,24483,16025,10286,6464,3976,2388,1407,805,451,245,126,60,26"
low_income,1884,"72298,118556,174682,255456,363457,526723,794876,1270678,2168492,3948044,7569037,14898562,29245616,54837522,93682334,138474871,171289577,175228355,153892645,118141138,81341831,51802378,31118862,18100367,10384520,5913531,3354398,1923968,1119537,668036,410883,260272,169694,113098,76230,51650,34816,23216,15228,9805,6188,3819,2304,1366,778,444,241,126,61,28"
low_income,1885,"70870,117082,172561,252544,359650,521892,788708,1262616,2152831,3906183,7443693,14585925,28621994,53889926,92456728,137393861,171536625,176730625,156999162,121617997,83967154,53498323,32112860,18633219,10662239,6054505,3424366,1958167,1136357,675858,414841,262170,170677,113555,76454,51771,34891,23276,15269,9830,6198,3828,2315,1369,786,448,244,130,64,30"
low_income,1886,"68559,113570,167640,245851,351979,512065,775352,1243495,2126332,3872920,7426923,14637582,28829927,54424837,93549710,139459238,174520373,179430476,157829363,120683280,82691021,52675472,31640857,18354046,10485356,5944126,3352643,1912491,1107227,657108,402195,253490,164572,109181,73305,49505,33254,22113,14448,9267,5818,3575,2151,1270,729,413,229,120,58,26"
low_income,1887,"64564,99972,146007,214041,307646,452673,694861,1130947,1955145,3593228,6937445,13752339,27239386,51753325,89361904,133273067,167867409,173076873,152854844,117245851,80057315,50354570,29699863,16867823,9445421,5267619,2934656,1657205,951931,559902,340973,213873,138376,91382,61010,40821,27031,17655,11295,7068,4314,2573,1493,837,455,241,123,55,21,4"
low_income,1888,"67822,104695,151257,220187,314665,460654,703575,1139085,1955959,3567465,6830980,13478502,26690224,50899811,88374422,132355233,168516482,175291636,155032241,118560602,80197708,49936889,29290239,16596966,9273905,5161995,2876303,1625674,936628,552847,338122,212961,138168,91417,61058,40844,27007,17597,11234,7009,4265,2530,1458,803,434,220,110,47,17,3"
low_income,1889,"68312,113676,167013,244585,348249,506074,765641,1226438,2081537,3750419,7106232,13932749,27444025,52150965,90820666,137058322,176225670,185459336,164714603,126409485,86284988,54596695,32687565,18911929,10785961,6109606,3456528,1979244,1153585,688349,423822,268058,174479,115864,77892,52667,35423,23570,15426,9894,6210,3810,2283,1330,757,420,228,118,58,26"
low_income,1890,"69178,115252,169998,248727,353471,512618,773746,1235646,2089437,3745517,7060217,13756231,26826993,50428881,87498503,132725368,173763781,186662846,169097380,132329970,91253793,58003406,34769696,20094394,11430477,6455691,3643162,2077655,1207384,717287,439510,276828,179583,118979,79962,54156,36552,24445,16084,10380,6550,4040,2435,1420,813,451,244,127,60,27"
low_income,1891,"75530,122988,178886,259388,367568,531053,799421,1274374,2157247,3874169,7327664,14326122,28077569,53011502,92062463,139939897,181726524,191726608,168180164,126757303,85496097,53947102,32307940,18640856,10563499,5944763,3346778,1910183,1112241,664205,409126,259286,168966,112445,75731,51333,34598,23064,15107,9702,6080,3734,2233,1297,734,404,220,114,50,22"
low_income,1892,"80259,130420,187919,270013,378285,540820,804259,1265546,2113151,3754979,7036359,13676818,26771161,50745234,88700922,135109717,176614573,188973906,169688159,130064953,87021304,53541123,31492786,18237067,10503988,6016141,3442686,1986724,1165996,698606,431132,272868,177624,117902,79296,53725,36256,24256,15960,10297,6496,4010,2420,1416,811,449,242,128,61,27"
low_income,1893,"80648,123299,175404,250419,352064,506008,757725,1198292,2008885,3581134,6720713,13069451,25632590,48809319,85562797,130303799,170370599,182008131,163174452,124782803,82568218,49828442,28641954,16193708,9119959,5131908,2899905,1655822,964039,572703,351360,221602,143811,95147,63704,42842,28583,18835,12178,7711,4768,2871,1685,954,523,277,137,65,27,7"
low_income,1894,"87507,131036,187373,265584,371167,529356,785100,1228649,2039591,3609548,6741438,13038215,25411150,48126200,84242474,128798276,169127099,181741691,164566876,127320632,85094969,51760201,29923929,16966614,9574041,5399189,3056097,1746401,1018231,605089,370769,233644,151536,100262,67205,45243,30259,20012,13005,8279,5151,3131,1861,1073,602,330,182,93,45,19"
low_income,1895,"91695,135394,190321,266770,369764,524567,774911,1211888,2016439,3589317,6764006,13191278,25831042,48871336,85326084,130678979,171157257,183066343,164652824,126072703,83452964,50473093,29071450,16456619,9287649,5240354,2967652,1698297,991911,590357,362467,228632,148502,98435,66088,44580,29885,19807,12912,8253,5147,3147,1892,1102,633,354,198,109,56,23"
low_income,1896,"92142,139106,196259,276172,384219,546535,809137,1265937,2101757,3727921,6995307,13574645,26471482,50055785,87737049,135188817,176104150,186259116,163550237,121553240,78791467,47138333,27079473,15355913,8704903,4942763,2817771,1627678,958404,576436,357584,227663,149038,99392,67027,45347,30463,20212,13194,8440,5284,3244,1949,1145,662,372,210,114,57,25"
low_income,1897,"94926,143904,203475,286286,398297,565703,835014,1300095,2148797,3793820,7076229,13581595,26004751,48316978,83667345,127660256,166515148,179722389,166249513,132923548,90840608,55510401,31937692,17997144,10097842,5679434,3213145,1837305,1072360,637764,390774,246531,159998,106017,71224,48141,32392,21576,14130,9097,5736,3542,2144,1265,742,423,242,129,69,30"
low_income,1898,"97170,142739,203234,286435,399820,569790,843237,1315098,2172288,3823359,7098004,13538177,25757980,47698927,82573091,125925949,164355017,178118234,165770143,133305359,91891472,56739973,32944175,18649683,10490667,5906675,3342628,1908937,1114074,661865,404331,254270,164517,108814,73009,49323,33227,22191,14623,9454,5995,3729,2275,1359,801,461,272,150,83,39"
low_income,1899,"99021,148416,212922,301183,421238,600453,887848,1381367,2274860,3999913,7422341,14160726,26934845,49914148,86408757,131445664,170497691,182546860,166936464,130562228,87850521,53660018,31101715,17677809,10015522,5676732,3230470,1857858,1089249,650439,399907,252591,164182,108910,73198,49473,33297,22198,14580,9408,5942,3687,2236,1330,776,443,256,140,75,36"
low_income,1900,"104900,155287,221844,313826,439248,626397,925675,1435942,2353820,4106664,7537663,14210509,26807045,49516329,85980320,130485731,169249441,181808302,167911619,133412063,90739059,55581543,32180859,18241899,10308586,5833209,3315548,1904380,1115333,665144,408200,257584,167298,110958,74608,50502,34059,22780,15024,9736,6195,3863,2358,1412,826,474,274,154,76,38"
low_income,1901,"109684,164788,235940,334520,467771,666070,980972,1516822,2475182,4293621,7830188,14610618,27187573,49543283,85503729,129726542,168361873,181480082,169077401,135501859,92674391,56937035,33028317,18757391,10634377,6030226,3430042,1969018,1152215,686361,420185,264577,171509,113584,76332,51675,34871,23353,15417,10002,6366,3976,2425,1445,847,479,272,148,71,32"
low_income,1902,"113068,172556,247340,350515,490785,700098,1033123,1598713,2604617,4498586,8148511,15070715,27709342,49748223,84526330,126383131,162847847,176671028,168110915,139318923,97725895,60521931,35018926,19792247,11157200,6303793,3572619,2042950,1190498,706019,430274,270095,174351,115022,76956,51836,34818,23192,15216,9810,6192,3836,2317,1363,779,428,228,116,51,17"
low_income,1903,"117542,175613,250432,355407,499230,713515,1054264,1630408,2646174,4543659,8177043,15085795,27778449,49919091,84477100,125855317,162153125,176382850,168422476,139998312,98735772,61600287,35840897,20254255,11404814,6433829,3637915,2073091,1205784,713901,433834,271746,175072,115412,77253,52102,35095,23493,15507,10079,6408,3999,2429,1445,832,466,252,126,56,20"
low_income,1904,"116511,174186,248994,355316,502912,723690,1076640,1678322,2750028,4770412,8639328,15938617,29059437,51313974,85189972,125944242,161845671,175996570,168692314,140932083,99695499,62287334,36257177,20499229,11545935,6513076,3684737,2100884,1222754,724092,440183,275563,177444,116817,77990,52432,35178,23428,15395,9929,6275,3884,2331,1378,785,427,231,108,48,17"
low_income,1905,"116970,174215,246245,351041,497374,716822,1069417,1678647,2771933,4835386,8740096,16030064,29182640,51896957,87081492,129470591,165856042,180097551,171108244,140032640,97550270,60507330,35098264,19861062,11229863,6358763,3616489,2076729,1219823,731449,451869,287952,188897,126625,85979,58698,39946,26920,17852,11600,7349,4543,2725,1579,883,467,241,110,47,15"
low_income,1906,"114902,167300,233275,330904,466121,672551,1009129,1598583,2668267,4700847,8555784,15764441,28919483,51869922,87026186,128249704,162149866,174928981,165827772,134940080,92829927,56559411,32260899,17999595,10037677,5637410,3201562,1839156,1082351,652288,405356,259879,171080,115023,78270,53460,36345,24428,16146,10440,6582,4038,2398,1375,753,393,195,84,32,6"
low_income,1907,"113181,165269,230595,327093,462556,670112,1009549,1606014,2689602,4748644,8650530,15982334,29556403,53678901,90996157,134535571,169548652,180404664,167498017,132071244,88475939,53322374,30436217,17112508,9636676,5448441,3112549,1798109,1062365,643167,401817,258409,170687,115027,78397,53628,36475,24519,16204,10474,6600,4042,2397,1370,746,387,188,81,29,6"
low_income,1908,"99203,147479,209360,301686,433033,636207,971650,1566340,2656220,4735422,8678076,16064205,29779946,54180690,91326895,133995412,168302907,179758465,168122165,133499483,89858196,54299815,31043675,17472757,9845833,5572826,3187365,1842458,1088421,658483,410765,263835,174017,117142,79783,54535,37064,24909,16451,10625,6692,4102,2428,1385,756,391,191,82,30,5"
low_income,1909,"90655,136340,194533,280613,403269,594061,911695,1480501,2535216,4564814,8444981,15763533,29351603,53464971,89500431,129817283,160813857,172257979,165713462,139937529,99873602,62191832,35846851,20069497,11211362,6306546,3576817,2053091,1200583,720015,443357,282137,184282,123163,83516,56912,38656,25982,17169,11117,7020,4306,2563,1470,807,419,206,93,37,6"
low_income,1910,"90473,137027,196294,283126,406537,597926,915863,1484699,2545244,4592603,8494598,15829353,29519045,54041624,90252528,130273603,161409061,173862097,168576991,142598826,101714504,63453729,36699038,20630134,11572435,6536711,3722669,2144181,1257330,755065,465012,295480,192454,128169,86564,58729,39716,26584,17488,11280,7097,4346,2586,1487,819,431,216,101,39,9"
low_income,1911,"92271,140023,200654,288284,411342,602274,920236,1489474,2559224,4630751,8586565,16039228,30077757,55313359,91957837,131996035,163227444,175493632,169564757,142642933,101201893,62880935,36254717,20340723,11391947,6430825,3664319,2116243,1246062,751125,464491,296552,193860,129446,87508,59375,40120,26794,17597,11319,7101,4338,2566,1473,810,428,216,97,38,10"
low_income,1912,"109639,164245,231377,325543,454896,652196,973769,1539579,2581714,4576852,8378298,15512425,28813450,52728230,88432303,129271435,164121907,179143872,173943825,146777534,104066199,64573862,37241605,20901722,11703817,6609807,3769134,2178358,1283121,772826,477294,304057,198261,132073,89072,60315,40689,27155,17823,11471,7215,4417,2630,1518,842,447,226,106,43,13"
low_income,1913,"157101,231903,318862,432200,582326,801347,1143771,1723021,2751033,4666940,8282284,15047101,27571811,50157523,85063743,126937508,165857224,184028023,179000022,150672265,106355554,65861856,38067257,21460351,12063139,6832239,3906138,2261274,1334687,804183,496777,316152,205744,136771,91938,62047,41688,27715,18121,11618,7282,4443,2636,1522,837,441,225,105,39,12"
