country,time,int_refg_in
lbn,2000,388767
lbn,2001,391410
lbn,2002,392215
lbn,2003,397574
lbn,2004,401576
lbn,2005,406686
lbn,2006,431159
lbn,2007,464867
lbn,2008,473113
lbn,2009,476629
lbn,2010,439538
lbn,2011,446864
lbn,2012,577371
lbn,2013,1306124
lbn,2014,1614133
lbn,2015,1541327
lbn,2016,1490347
lbn,2017,1483752
lbn,2018,1441132
lbn,2019,1404293
lbn,2020,1360233
lbn,2021,1345257
lbr,1969,1000
lbr,1970,0
lbr,1971,60
lbr,1972,0
lbr,1973,0
lbr,1974,0
lbr,1975,0
lbr,1976,0
lbr,1977,1550
lbr,1978,0
lbr,1979,0
lbr,1980,0
lbr,1981,0
lbr,1982,0
lbr,1983,90
lbr,1984,260
lbr,1985,180
lbr,1986,250
lbr,1987,170
lbr,1988,80
lbr,1989,250
lbr,1990,0
lbr,1991,0
lbr,1992,100048
lbr,1993,150155
lbr,1994,120164
lbr,1995,120082
lbr,1996,120060
lbr,1997,126882
lbr,1998,96310
lbr,1999,96310
lbr,2000,69307
lbr,2001,54753
lbr,2002,64953
lbr,2003,33992
lbr,2004,15168
lbr,2005,10186
lbr,2006,16227
lbr,2007,10549
lbr,2008,10246
lbr,2009,7475
lbr,2010,24761
lbr,2011,128852
lbr,2012,65945
lbr,2013,53292
lbr,2014,38620
lbr,2015,36506
lbr,2016,18992
lbr,2017,11139
lbr,2018,9143
lbr,2019,8236
lbr,2020,18881
lbr,2021,38458
lby,1980,0
lby,1981,0
lby,1982,0
lby,1983,0
lby,1984,0
lby,1985,0
lby,1986,0
lby,1987,0
lby,1988,0
lby,1989,0
lby,1990,0
lby,1991,0
lby,1992,0
lby,1993,1183
lby,1994,2001
lby,1995,3973
lby,1996,7747
lby,1997,8477
lby,1998,10555
lby,1999,10531
lby,2000,11749
lby,2001,11674
lby,2002,11695
lby,2003,11954
lby,2004,12360
lby,2005,12360
lby,2006,4745
lby,2007,6861
lby,2008,11546
lby,2009,12311
lby,2010,11107
lby,2011,13013
lby,2012,13609
lby,2013,32153
lby,2014,36850
lby,2015,36768
lby,2016,38532
lby,2017,45002
lby,2018,56195
lby,2019,47526
lby,2020,44188
lby,2021,43135
lca,1997,5
lca,1998,0
lca,1999,0
lca,2000,0
lca,2001,0
lca,2002,0
lca,2003,0
lca,2004,0
lca,2005,0
lca,2006,0
lca,2007,0
lca,2008,0
lca,2009,5
lca,2010,6
lca,2011,5
lca,2012,0
lca,2013,5
lca,2014,0
lca,2015,0
lca,2016,0
lca,2017,0
lca,2018,0
lca,2019,0
lca,2020,0
lca,2021,0
lie,2000,70
lie,2001,324
lie,2002,252
lie,2003,232
lie,2004,208
lie,2005,206
lie,2006,298
lie,2007,288
lie,2008,94
lie,2009,134
lie,2010,121
lie,2011,136
lie,2012,120
lie,2013,116
lie,2014,168
lie,2015,233
lie,2016,239
lie,2017,243
lie,2018,236
lie,2019,154
lie,2020,149
lie,2021,146
lka,1985,0
lka,1986,0
lka,1987,0
lka,1988,0
lka,1989,0
lka,1990,0
lka,1991,15
lka,1992,21
lka,1993,19
lka,1994,11
lka,1995,12
lka,1996,11
lka,1997,21
lka,1998,25
lka,1999,18
lka,2000,32
lka,2001,43
lka,2002,35
lka,2003,31
lka,2004,108
lka,2005,223
lka,2006,292
lka,2007,380
lka,2008,660
lka,2009,589
lka,2010,358
lka,2011,385
lka,2012,364
lka,2013,1748
lka,2014,1453
lka,2015,1383
lka,2016,1175
lka,2017,1449
lka,2018,1540
lka,2019,1402
lka,2020,1232
lka,2021,1163
lso,1970,70
lso,1971,190
lso,1972,60
lso,1973,180
lso,1974,190
lso,1975,190
lso,1976,900
lso,1977,1130
lso,1978,990
lso,1979,690
lso,1980,10000
lso,1981,11500
lso,1982,11500
lso,1983,11500
lso,1984,11850
lso,1985,11500
lso,1986,11500
lso,1987,4000
lso,1988,4230
lso,1989,4248
lso,1990,212
lso,1991,220
lso,1992,117
lso,1993,60
lso,1994,57
lso,1995,0
lso,1996,0
lso,1997,0
lso,1998,0
lso,1999,0
lso,2000,0
lso,2001,39
lso,2002,0
lso,2003,0
lso,2004,0
lso,2005,0
lso,2006,0
lso,2007,0
lso,2008,0
lso,2009,0
lso,2010,0
lso,2011,38
lso,2012,33
lso,2013,29
lso,2014,43
lso,2015,31
lso,2016,51
lso,2017,83
lso,2018,92
lso,2019,221
lso,2020,450
lso,2021,514
ltu,1990,0
ltu,1991,0
ltu,1992,0
ltu,1993,0
ltu,1994,0
ltu,1995,0
ltu,1996,0
ltu,1997,5
ltu,1998,30
ltu,1999,38
ltu,2000,104
ltu,2001,367
ltu,2002,575
ltu,2003,489
ltu,2004,491
ltu,2005,578
ltu,2006,567
ltu,2007,713
ltu,2008,842
ltu,2009,859
ltu,2010,875
ltu,2011,897
ltu,2012,941
ltu,2013,992
ltu,2014,1146
ltu,2015,1169
ltu,2016,1431
ltu,2017,1826
ltu,2018,2004
ltu,2019,2230
ltu,2020,2002
ltu,2021,2335
lux,1951,1800
lux,1952,1800
lux,1953,1800
lux,1954,1800
lux,1955,1800
lux,1956,1900
lux,1957,1900
lux,1958,1900
lux,1959,1900
lux,1960,1900
lux,1961,1900
lux,1962,1900
lux,1963,1900
lux,1964,0
lux,1965,0
lux,1966,0
lux,1967,0
lux,1968,0
lux,1969,0
lux,1970,0
lux,1971,0
lux,1972,0
lux,1973,0
lux,1974,0
lux,1975,0
lux,1976,0
lux,1977,0
lux,1978,0
lux,1979,0
lux,1980,0
lux,1981,0
lux,1982,0
lux,1983,0
lux,1984,0
lux,1985,0
lux,1986,0
lux,1987,0
lux,1988,0
lux,1989,0
lux,1990,687
lux,1991,692
lux,1992,2208
lux,1993,225
lux,1994,300
lux,1995,700
lux,1996,700
lux,1997,700
lux,1998,700
lux,1999,700
lux,2000,759
lux,2001,1201
lux,2002,1201
lux,2003,1201
lux,2004,1590
lux,2005,1822
lux,2006,2256
lux,2007,2775
lux,2008,3138
lux,2009,3672
lux,2010,3914
lux,2011,4549
lux,2012,4149
lux,2013,1904
lux,2014,2317
lux,2015,3655
lux,2016,4206
lux,2017,3515
lux,2018,3505
lux,2019,4333
lux,2020,6558
lux,2021,6738
lva,1992,0
lva,1993,0
lva,1994,0
lva,1995,0
lva,1996,0
lva,1997,0
lva,1998,0
lva,1999,5
lva,2000,5
lva,2001,5
lva,2002,13
lva,2003,16
lva,2004,10
lva,2005,17
lva,2006,22
lva,2007,38
lva,2008,60
lva,2009,94
lva,2010,103
lva,2011,304
lva,2012,284
lva,2013,332
lva,2014,403
lva,2015,375
lva,2016,491
lva,2017,707
lva,2018,709
lva,2019,706
lva,2020,710
lva,2021,701
mar,1951,3000
mar,1952,2900
mar,1953,2800
mar,1954,3500
mar,1955,0
mar,1956,0
mar,1957,0
mar,1958,2700
mar,1959,2700
mar,1960,2700
mar,1961,2900
mar,1962,2900
mar,1963,3200
mar,1964,3000
mar,1965,2360
mar,1966,2180
mar,1967,3000
mar,1968,1480
mar,1969,1440
mar,1970,1440
mar,1971,1430
mar,1972,1380
mar,1973,860
mar,1974,620
mar,1975,510
mar,1976,360
mar,1977,500
mar,1978,500
mar,1979,500
mar,1980,340
mar,1981,500
mar,1982,510
mar,1983,540
mar,1984,800
mar,1985,860
mar,1986,800
mar,1987,800
mar,1988,800
mar,1989,303
mar,1990,311
mar,1991,322
mar,1992,319
mar,1993,336
mar,1994,336
mar,1995,38
mar,1996,36
mar,1997,42
mar,1998,901
mar,1999,901
mar,2000,2107
mar,2001,2541
mar,2002,2238
mar,2003,2293
mar,2004,363
mar,2005,2048
mar,2006,1863
mar,2007,1446
mar,2008,1207
mar,2009,1091
mar,2010,1067
mar,2011,1338
mar,2012,2906
mar,2013,4944
mar,2014,3033
mar,2015,5433
mar,2016,6705
mar,2017,6753
mar,2018,7761
mar,2019,9955
mar,2020,13516
mar,2021,14943
mco,2005,0
mco,2006,0
mco,2007,0
mco,2008,0
mco,2009,0
mco,2010,0
mco,2011,37
mco,2012,37
mco,2013,34
mco,2014,33
mco,2015,32
mco,2016,27
mco,2017,25
mco,2018,25
mco,2019,22
mco,2020,22
mco,2021,22
mda,1993,0
mda,1994,0
mda,1995,0
mda,1996,0
mda,1997,0
mda,1998,0
mda,1999,10
mda,2000,251
mda,2001,261
mda,2002,255
mda,2003,228
mda,2004,235
mda,2005,216
mda,2006,217
mda,2007,203
mda,2008,153
mda,2009,176
mda,2010,206
mda,2011,173
mda,2012,229
mda,2013,299
mda,2014,453
mda,2015,528
mda,2016,494
mda,2017,452
mda,2018,502
mda,2019,511
mda,2020,464
mda,2021,447
mdg,1994,73
mdg,1995,0
mdg,1996,0
mdg,1997,0
mdg,1998,0
mdg,1999,28
mdg,2000,50
mdg,2001,34
mdg,2002,0
mdg,2003,0
mdg,2004,0
mdg,2005,0
mdg,2006,0
mdg,2007,0
mdg,2008,0
mdg,2009,0
mdg,2010,0
mdg,2011,5
mdg,2012,5
mdg,2013,11
mdg,2014,16
mdg,2015,16
mdg,2016,49
mdg,2017,96
mdg,2018,129
mdg,2019,241
mdg,2020,301
mdg,2021,285
mdv,2004,0
mdv,2005,0
mdv,2006,0
mdv,2007,0
mdv,2008,0
mdv,2009,0
mdv,2010,0
mdv,2011,0
mdv,2012,0
mdv,2013,0
mdv,2014,0
mdv,2015,0
mdv,2016,0
mdv,2017,0
mdv,2018,0
mdv,2019,0
mdv,2020,0
mdv,2021,0
mex,1970,3000
mex,1971,3000
mex,1972,3000
mex,1973,4000
mex,1974,3500
mex,1975,0
mex,1976,0
mex,1977,4000
mex,1978,5000
mex,1979,5770
mex,1980,44000
mex,1981,150000
mex,1982,167750
mex,1983,170000
mex,1984,175000
mex,1985,175000
mex,1986,175100
mex,1987,177090
mex,1988,356400
mex,1989,356507
mex,1990,356400
mex,1991,360170
mex,1992,360991
mex,1993,52472
mex,1994,47357
mex,1995,38717
mex,1996,34569
mex,1997,31892
mex,1998,28242
mex,1999,24506
mex,2000,18458
mex,2001,15462
mex,2002,12968
mex,2003,6134
mex,2004,4490
mex,2005,3354
mex,2006,3437
mex,2007,1647
mex,2008,1053
mex,2009,1302
mex,2010,1520
mex,2011,2258
mex,2012,1854
mex,2013,3161
mex,2014,4682
mex,2015,4248
mex,2016,8814
mex,2017,19350
mex,2018,82467
mex,2019,151818
mex,2020,211073
mex,2021,232528
mhl,2013,0
mhl,2014,0
mhl,2015,0
mhl,2016,0
mhl,2017,0
mhl,2018,0
mhl,2019,0
mhl,2020,0
mhl,2021,0
mkd,1992,32000
mkd,1993,31452
mkd,1994,14891
mkd,1995,9048
mkd,1996,5089
mkd,1997,3500
mkd,1998,1700
mkd,1999,21200
mkd,2000,9048
mkd,2001,4415
mkd,2002,2877
mkd,2003,2476
mkd,2004,2235
mkd,2005,1997
mkd,2006,1444
mkd,2007,1400
mkd,2008,1766
mkd,2009,1609
mkd,2010,1546
mkd,2011,1513
mkd,2012,1594
mkd,2013,2071
mkd,2014,2427
mkd,2015,712
mkd,2016,649
mkd,2017,440
mkd,2018,418
mkd,2019,429
mkd,2020,325
mkd,2021,313
mli,1971,60
mli,1972,0
mli,1973,0
mli,1974,0
mli,1975,0
mli,1976,0
mli,1977,0
mli,1978,0
mli,1979,0
mli,1980,0
mli,1981,0
mli,1982,0
mli,1983,0
mli,1984,0
mli,1985,0
mli,1986,50
mli,1987,50
mli,1988,50
mli,1989,50
mli,1990,13411
mli,1991,13120
mli,1992,13109
mli,1993,15224
mli,1994,15800
mli,1995,17916
mli,1996,18234
mli,1997,12552
mli,1998,13594
mli,1999,8302
mli,2000,9122
mli,2001,9243
mli,2002,9809
mli,2003,10720
mli,2004,12337
mli,2005,13061
mli,2006,12463
mli,2007,11107
mli,2008,11484
mli,2009,15234
mli,2010,15254
mli,2011,18115
mli,2012,14166
mli,2013,14604
mli,2014,15826
mli,2015,16249
mli,2016,17809
mli,2017,17590
mli,2018,27455
mli,2019,27676
mli,2020,48349
mli,2021,47890
mlt,1993,505
mlt,1994,424
mlt,1995,410
mlt,1996,357
mlt,1997,334
mlt,1998,291
mlt,1999,271
mlt,2000,201
mlt,2001,228
mlt,2002,334
mlt,2003,948
mlt,2004,1701
mlt,2005,2089
mlt,2006,2612
mlt,2007,3865
mlt,2008,5552
mlt,2009,7775
mlt,2010,7425
mlt,2011,8396
mlt,2012,8996
mlt,2013,10800
mlt,2014,6271
mlt,2015,7642
mlt,2016,8809
mlt,2017,9343
mlt,2018,10439
mlt,2019,12701
mlt,2020,13215
mlt,2021,12348
mmr,1972,0
mmr,1973,0
mmr,1974,0
mmr,1975,0
mmr,1976,0
mmr,1977,0
mmr,1978,0
mmr,1979,0
mmr,1980,0
mmr,1981,0
mmr,1982,0
mmr,1983,0
mmr,1984,0
mmr,1985,0
mmr,1986,0
mmr,1987,0
mmr,1988,0
mmr,1989,0
mmr,1990,0
mmr,1991,0
mmr,1992,0
mmr,1993,0
mmr,1994,0
mmr,1995,0
mmr,1996,0
mmr,1997,0
mmr,1998,0
mmr,1999,0
mmr,2000,0
mmr,2001,0
mmr,2002,0
mmr,2003,0
mmr,2004,0
mmr,2005,0
mmr,2006,0
mmr,2007,0
mmr,2008,0
mmr,2009,0
mmr,2010,0
mmr,2011,0
mmr,2012,0
mmr,2013,0
mmr,2014,0
mmr,2015,0
mmr,2016,0
mmr,2017,0
mmr,2018,0
mmr,2019,0
mmr,2020,0
mmr,2021,0
mne,2006,6937
mne,2007,8527
mne,2008,24739
mne,2009,24024
mne,2010,16368
mne,2011,12905
mne,2012,11301
mne,2013,8660
mne,2014,6525
mne,2015,1780
mne,2016,1043
mne,2017,967
mne,2018,889
mne,2019,1138
mne,2020,359
mne,2021,311
mng,1996,0
mng,1997,0
mng,1998,0
mng,1999,0
mng,2000,0
mng,2001,0
mng,2002,0
mng,2003,0
mng,2004,0
mng,2005,0
mng,2006,5
mng,2007,10
mng,2008,11
mng,2009,11
mng,2010,12
mng,2011,5
mng,2012,16
mng,2013,13
mng,2014,10
mng,2015,16
mng,2016,10
mng,2017,10
mng,2018,5
mng,2019,5
mng,2020,10
mng,2021,0
moz,1964,0
moz,1965,0
moz,1966,0
moz,1967,0
moz,1968,0
moz,1969,0
moz,1970,0
moz,1971,0
moz,1972,0
moz,1973,0
moz,1974,0
moz,1975,44570
moz,1976,30000
moz,1977,42460
moz,1978,100000
moz,1979,150000
moz,1980,100
moz,1981,100
moz,1982,130
moz,1983,900
moz,1984,820
moz,1985,710
moz,1986,660
moz,1987,400
moz,1988,390
moz,1989,400
moz,1990,420
moz,1991,420
moz,1992,299
moz,1993,202
moz,1994,313
moz,1995,130
moz,1996,200
moz,1997,69
moz,1998,51
moz,1999,219
moz,2000,2472
moz,2001,5510
moz,2002,7178
moz,2003,9524
moz,2004,5503
moz,2005,5962
moz,2006,6868
moz,2007,6916
moz,2008,7605
moz,2009,7705
moz,2010,9974
moz,2011,13666
moz,2012,12587
moz,2013,15107
moz,2014,17850
moz,2015,20443
moz,2016,17639
moz,2017,23671
moz,2018,26043
moz,2019,25688
moz,2020,27199
moz,2021,28168
mrt,1987,50
mrt,1988,0
mrt,1989,15000
mrt,1990,60000
mrt,1991,35200
mrt,1992,37500
mrt,1993,51548
mrt,1994,82225
mrt,1995,34392
mrt,1996,15877
mrt,1997,7512
mrt,1998,26
mrt,1999,221
mrt,2000,391
mrt,2001,390
mrt,2002,413
mrt,2003,525
mrt,2004,583
mrt,2005,719
mrt,2006,863
mrt,2007,30483
mrt,2008,27089
mrt,2009,26901
mrt,2010,26946
mrt,2011,26804
mrt,2012,81296
mrt,2013,93606
mrt,2014,76046
mrt,2015,77882
mrt,2016,74720
mrt,2017,78171
mrt,2018,84310
mrt,2019,86441
mrt,2020,95568
mrt,2021,101825
mus,1995,0
mus,1996,0
mus,1997,0
mus,1998,0
mus,1999,43
mus,2000,0
mus,2001,14
mus,2002,0
mus,2003,0
mus,2004,0
mus,2005,0
mus,2006,0
mus,2007,0
mus,2008,0
mus,2009,0
mus,2010,0
mus,2011,0
mus,2012,0
mus,2013,0
mus,2014,0
mus,2015,0
mus,2016,5
mus,2017,5
mus,2018,16
mus,2019,25
mus,2020,20
mus,2021,20
mwi,1966,0
mwi,1967,0
mwi,1968,0
mwi,1969,0
mwi,1970,0
mwi,1971,0
mwi,1972,0
mwi,1973,0
mwi,1974,0
mwi,1975,0
mwi,1976,0
mwi,1977,0
mwi,1978,0
mwi,1979,0
mwi,1980,0
mwi,1981,0
mwi,1982,0
mwi,1983,0
mwi,1984,0
mwi,1985,0
mwi,1986,100000
mwi,1987,401640
mwi,1988,628133
mwi,1989,822503
mwi,1990,926725
mwi,1991,981812
mwi,1992,1058498
mwi,1993,713605
mwi,1994,90242
mwi,1995,1018
mwi,1996,1267
mwi,1997,278
mwi,1998,1241
mwi,1999,1692
mwi,2000,3900
mwi,2001,6200
mwi,2002,13235
mwi,2003,12054
mwi,2004,7014
mwi,2005,9566
mwi,2006,9187
mwi,2007,9703
mwi,2008,10712
mwi,2009,10036
mwi,2010,15094
mwi,2011,16848
mwi,2012,16656
mwi,2013,16930
mwi,2014,20364
mwi,2015,23485
mwi,2016,30408
mwi,2017,34964
mwi,2018,36918
mwi,2019,44911
mwi,2020,48021
mwi,2021,50820
mys,1977,96000
mys,1978,141580
mys,1979,124880
mys,1980,104040
mys,1981,103250
mys,1982,99240
mys,1983,110700
mys,1984,109060
mys,1985,105310
mys,1986,99000
mys,1987,99420
mys,1988,104553
mys,1989,110482
mys,1990,14862
mys,1991,13947
mys,1992,11399
mys,1993,145
mys,1994,5298
mys,1995,5279
mys,1996,5305
mys,1997,5277
mys,1998,50603
mys,1999,50509
mys,2000,50498
mys,2001,50694
mys,2002,52188
mys,2003,16621
mys,2004,35213
mys,2005,44513
mys,2006,46331
mys,2007,39491
mys,2008,45989
mys,2009,76380
mys,2010,92835
mys,2011,97593
mys,2012,101796
mys,2013,140511
mys,2014,150590
mys,2015,154554
mys,2016,148572
mys,2017,151346
mys,2018,163106
mys,2019,179837
mys,2020,179731
mys,2021,183113
nam,1966,0
nam,1967,0
nam,1968,0
nam,1969,0
nam,1970,0
nam,1971,0
nam,1972,0
nam,1973,0
nam,1974,0
nam,1975,0
nam,1976,0
nam,1977,0
nam,1978,0
nam,1979,0
nam,1980,0
nam,1981,0
nam,1982,0
nam,1983,0
nam,1984,0
nam,1985,0
nam,1986,0
nam,1987,0
nam,1988,0
nam,1989,0
nam,1990,0
nam,1991,136
nam,1992,171
nam,1993,584
nam,1994,1145
nam,1995,1679
nam,1996,2198
nam,1997,2502
nam,1998,3816
nam,1999,7612
nam,2000,28404
nam,2001,32703
nam,2002,22410
nam,2003,21789
nam,2004,16813
nam,2005,6361
nam,2006,6569
nam,2007,7723
nam,2008,8120
nam,2009,8494
nam,2010,8660
nam,2011,6975
nam,2012,2892
nam,2013,3483
nam,2014,2581
nam,2015,2832
nam,2016,3411
nam,2017,4071
nam,2018,3910
nam,2019,5088
nam,2020,5792
nam,2021,5802
ner,1977,1500
ner,1978,0
ner,1979,0
ner,1980,0
ner,1981,0
ner,1982,0
ner,1983,0
ner,1984,0
ner,1985,0
ner,1986,0
ner,1987,0
ner,1988,0
ner,1989,0
ner,1990,792
ner,1991,1385
ner,1992,3699
ner,1993,16686
ner,1994,15070
ner,1995,27620
ner,1996,25842
ner,1997,7374
ner,1998,3691
ner,1999,350
ner,2000,501
ner,2001,521
ner,2002,338
ner,2003,360
ner,2004,374
ner,2005,338
ner,2006,330
ner,2007,332
ner,2008,338
ner,2009,356
ner,2010,326
ner,2011,414
ner,2012,50608
ner,2013,57733
ner,2014,77929
ner,2015,124820
ner,2016,166150
ner,2017,166007
ner,2018,178960
ner,2019,218074
ner,2020,236578
ner,2021,248551
nga,1968,0
nga,1969,0
nga,1970,0
nga,1971,0
nga,1972,0
nga,1973,0
nga,1974,0
nga,1975,0
nga,1976,50
nga,1977,300
nga,1978,370
nga,1979,400
nga,1980,100000
nga,1981,89570
nga,1982,5240
nga,1983,4620
nga,1984,4570
nga,1985,5880
nga,1986,4760
nga,1987,5100
nga,1988,5173
nga,1989,3781
nga,1990,3571
nga,1991,3573
nga,1992,4782
nga,1993,4819
nga,1994,6025
nga,1995,8118
nga,1996,8486
nga,1997,9071
nga,1998,6782
nga,1999,6942
nga,2000,7271
nga,2001,7338
nga,2002,7378
nga,2003,10293
nga,2004,9472
nga,2005,9424
nga,2006,9428
nga,2007,9160
nga,2008,11343
nga,2009,10272
nga,2010,10553
nga,2011,10329
nga,2012,4189
nga,2013,2500
nga,2014,2085
nga,2015,1772
nga,2016,1821
nga,2017,10560
nga,2018,35667
nga,2019,55190
nga,2020,68843
nga,2021,73039
nic,1972,50
nic,1973,0
nic,1974,0
nic,1975,0
nic,1976,0
nic,1977,0
nic,1978,0
nic,1979,0
nic,1980,4100
nic,1981,21320
nic,1982,23800
nic,1983,18500
nic,1984,18500
nic,1985,17270
nic,1986,8280
nic,1987,9000
nic,1988,16000
nic,1989,15210
nic,1990,16000
nic,1991,14933
nic,1992,14450
nic,1993,5642
nic,1994,314
nic,1995,577
nic,1996,557
nic,1997,462
nic,1998,471
nic,1999,471
nic,2000,340
nic,2001,337
nic,2002,339
nic,2003,315
nic,2004,288
nic,2005,222
nic,2006,200
nic,2007,201
nic,2008,142
nic,2009,115
nic,2010,74
nic,2011,90
nic,2012,135
nic,2013,199
nic,2014,330
nic,2015,451
nic,2016,663
nic,2017,729
nic,2018,447
nic,2019,448
nic,2020,437
nic,2021,437
nld,1951,14200
nld,1952,14100
nld,1953,13900
nld,1954,12400
nld,1955,11400
nld,1956,13600
nld,1957,13500
nld,1958,13000
nld,1959,12800
nld,1960,12000
nld,1961,10000
nld,1962,10000
nld,1963,9500
nld,1964,9500
nld,1965,9000
nld,1966,8500
nld,1967,8000
nld,1968,8000
nld,1969,8000
nld,1970,8524
nld,1971,8600
nld,1972,8830
nld,1973,8400
nld,1974,8015
nld,1975,7850
nld,1976,7900
nld,1977,8000
nld,1978,8000
nld,1979,10000
nld,1980,12000
nld,1981,13000
nld,1982,14000
nld,1983,14500
nld,1984,15000
nld,1985,15500
nld,1986,16000
nld,1987,24000
nld,1988,25963
nld,1989,16971
nld,1990,17337
nld,1991,19020
nld,1992,29721
nld,1993,43521
nld,1994,62152
nld,1995,79949
nld,1996,102573
nld,1997,118057
nld,1998,131481
nld,1999,138633
nld,2000,230590
nld,2001,230415
nld,2002,206483
nld,2003,185512
nld,2004,155211
nld,2005,132789
nld,2006,113633
nld,2007,92416
nld,2008,87332
nld,2009,92224
nld,2010,87982
nld,2011,84993
nld,2012,82299
nld,2013,74700
nld,2014,89397
nld,2015,116548
nld,2016,112096
nld,2017,109661
nld,2018,114127
nld,2019,110016
nld,2020,107780
nld,2021,105012
nor,1951,2500
nor,1952,2500
nor,1953,2500
nor,1954,2300
nor,1955,2300
nor,1956,2800
nor,1957,3400
nor,1958,3300
nor,1959,3100
nor,1960,3000
nor,1961,3000
nor,1962,3000
nor,1963,3000
nor,1964,0
nor,1965,0
nor,1966,0
nor,1967,0
nor,1968,0
nor,1969,0
nor,1970,2000
nor,1971,3000
nor,1972,3000
nor,1973,3000
nor,1974,3000
nor,1975,3000
nor,1976,1000
nor,1977,6000
nor,1978,6000
nor,1979,6000
nor,1980,6000
nor,1981,6000
nor,1982,6000
nor,1983,10000
nor,1984,10000
nor,1985,11800
nor,1986,13200
nor,1987,15000
nor,1988,10952
nor,1989,18500
nor,1990,19581
nor,1991,29054
nor,1992,29846
nor,1993,38375
nor,1994,44617
nor,1995,47607
nor,1996,48409
nor,1997,47372
nor,1998,45325
nor,1999,43441
nor,2000,47700
nor,2001,50122
nor,2002,50421
nor,2003,46107
nor,2004,44031
nor,2005,43015
nor,2006,51239
nor,2007,41140
nor,2008,49669
nor,2009,54427
nor,2010,52688
nor,2011,51785
nor,2012,52122
nor,2013,52399
nor,2014,54173
nor,2015,75651
nor,2016,67017
nor,2017,62182
nor,2018,59250
nor,2019,55422
nor,2020,50736
nor,2021,48583
npl,1964,7000
npl,1965,7000
npl,1966,7000
npl,1967,7180
npl,1968,7730
npl,1969,7990
npl,1970,8060
npl,1971,7930
npl,1972,8000
npl,1973,8000
npl,1974,8100
npl,1975,8200
npl,1976,8300
npl,1977,8400
npl,1978,8500
npl,1979,8600
npl,1980,8700
npl,1981,8800
npl,1982,9800
npl,1983,10800
npl,1984,11800
npl,1985,12800
npl,1986,13800
npl,1987,14800
npl,1988,15800
npl,1989,16850
npl,1990,17800
npl,1991,28319
npl,1992,95251
npl,1993,105344
npl,1994,123270
npl,1995,124751
npl,1996,126814
npl,1997,129158
npl,1998,126104
npl,1999,127942
npl,2000,129243
npl,2001,130956
npl,2002,132440
npl,2003,123894
npl,2004,125575
npl,2005,127698
npl,2006,129649
npl,2007,132310
npl,2008,125801
npl,2009,109429
npl,2010,90741
npl,2011,73580
npl,2012,56280
npl,2013,46540
npl,2014,38624
npl,2015,32687
npl,2016,25320
npl,2017,21615
npl,2018,20855
npl,2019,19627
npl,2020,19597
npl,2021,19616
nru,1999,0
nru,2000,0
nru,2001,0
nru,2002,0
nru,2003,0
nru,2004,0
nru,2005,0
nru,2006,0
nru,2007,0
nru,2008,0
nru,2009,0
nru,2010,0
nru,2011,0
nru,2012,379
nru,2013,533
nru,2014,1116
nru,2015,817
nru,2016,817
nru,2017,1090
nru,2018,1380
nru,2019,1170
nru,2020,1164
nru,2021,1041
nzl,1967,3000
nzl,1968,2000
nzl,1969,2000
nzl,1970,2000
nzl,1971,0
nzl,1972,0
nzl,1973,0
nzl,1974,0
nzl,1975,0
nzl,1976,0
nzl,1977,0
nzl,1978,10000
nzl,1979,10000
nzl,1980,10000
nzl,1981,10600
nzl,1982,10600
nzl,1983,10600
nzl,1984,4500
nzl,1985,4600
nzl,1986,4400
nzl,1987,4200
nzl,1988,4150
nzl,1989,4666
nzl,1990,4666
nzl,1991,16760
nzl,1992,17310
nzl,1993,3942
nzl,1994,3668
nzl,1995,3766
nzl,1996,3790
nzl,1997,3652
nzl,1998,4099
nzl,1999,4801
nzl,2000,7256
nzl,2001,7168
nzl,2002,7080
nzl,2003,6815
nzl,2004,6054
nzl,2005,5668
nzl,2006,5095
nzl,2007,2864
nzl,2008,2815
nzl,2009,3488
nzl,2010,2455
nzl,2011,2117
nzl,2012,1752
nzl,2013,1679
nzl,2014,1582
nzl,2015,1452
nzl,2016,1706
nzl,2017,1856
nzl,2018,1991
nzl,2019,2267
nzl,2020,2439
nzl,2021,2447
omn,1994,0
omn,1995,0
omn,1996,0
omn,1997,0
omn,1998,0
omn,1999,0
omn,2000,0
omn,2001,21
omn,2002,26
omn,2003,21
omn,2004,28
omn,2005,7
omn,2006,7
omn,2007,42
omn,2008,51
omn,2009,38
omn,2010,91
omn,2011,128
omn,2012,159
omn,2013,218
omn,2014,382
omn,2015,434
omn,2016,681
omn,2017,706
omn,2018,564
omn,2019,562
omn,2020,638
omn,2021,637
pak,1979,400000
pak,1980,1428230
pak,1981,2375330
pak,1982,2877480
pak,1983,2901360
pak,1984,2500000
pak,1985,2732440
pak,1986,2882100
pak,1987,3159000
pak,1988,3257577
pak,1989,3275715
pak,1990,3255975
pak,1991,3099891
pak,1992,1629218
pak,1993,1479266
pak,1994,1055435
pak,1995,1202493
pak,1996,1202703
pak,1997,1202733
pak,1998,1202462
pak,1999,1202015
pak,2000,2002076
pak,2001,2199367
pak,2002,1229026
pak,2003,1137997
pak,2004,1299127
pak,2005,1088102
pak,2006,1047132
pak,2007,2038146
pak,2008,1783885
pak,2009,1743138
pak,2010,1902712
pak,2011,1704315
pak,2012,1641733
pak,2013,1621889
pak,2014,1511045
pak,2015,1567594
pak,2016,1357405
pak,2017,1396619
pak,2018,1409178
