country,time,ilevels3_wb
cri,1988,Middle income
cri,1989,Middle income
cri,1990,Middle income
cri,1991,Middle income
cri,1992,Middle income
cri,1993,Middle income
cri,1994,Middle income
cri,1995,Middle income
cri,1996,Middle income
cri,1997,Middle income
cri,1998,Middle income
cri,1999,Middle income
cri,2000,Middle income
cri,2001,Middle income
cri,2002,Middle income
cri,2003,Middle income
cri,2004,Middle income
cri,2005,Middle income
cri,2006,Middle income
cri,2007,Middle income
cri,2008,Middle income
cri,2009,Middle income
cri,2010,Middle income
cri,2011,Middle income
cri,2012,Middle income
cri,2013,Middle income
cri,2014,Middle income
cri,2015,Middle income
cri,2016,Middle income
cri,2017,Middle income
cri,2018,Middle income
cri,2019,Middle income
cri,2020,Middle income
cub,1987,Middle income
cub,1988,Middle income
cub,1989,Middle income
cub,1990,Middle income
cub,1991,Middle income
cub,1992,Middle income
cub,1993,Middle income
cub,1994,Middle income
cub,1995,Middle income
cub,1996,Middle income
cub,1997,Middle income
cub,1998,Middle income
cub,1999,Middle income
cub,2000,Middle income
cub,2001,Middle income
cub,2002,Middle income
cub,2003,Middle income
cub,2004,Middle income
cub,2005,Middle income
cub,2006,Middle income
cub,2007,Middle income
cub,2008,Middle income
cub,2009,Middle income
cub,2010,Middle income
cub,2011,Middle income
cub,2012,Middle income
cub,2013,Middle income
cub,2014,Middle income
cub,2015,Middle income
cub,2016,Middle income
cub,2017,Middle income
cub,2018,Middle income
cub,2019,Middle income
cub,2020,Middle income
cyp,1987,Middle income
cyp,1988,High income
cyp,1989,High income
cyp,1990,High income
cyp,1991,High income
cyp,1992,High income
cyp,1993,High income
cyp,1994,High income
cyp,1995,High income
cyp,1996,High income
cyp,1997,High income
cyp,1998,High income
cyp,1999,High income
cyp,2000,High income
cyp,2001,High income
cyp,2002,High income
cyp,2003,High income
cyp,2004,High income
cyp,2005,High income
cyp,2006,High income
cyp,2007,High income
cyp,2008,High income
cyp,2009,High income
cyp,2010,High income
cyp,2011,High income
cyp,2012,High income
cyp,2013,High income
cyp,2014,High income
cyp,2015,High income
cyp,2016,High income
cyp,2017,High income
cyp,2018,High income
cyp,2019,High income
cyp,2020,High income
cze,1987,Middle income
cze,1988,Middle income
cze,1989,Middle income
cze,1990,Middle income
cze,1991,Middle income
cze,1992,Middle income
cze,1993,Middle income
cze,1994,Middle income
cze,1995,Middle income
cze,1996,Middle income
cze,1997,Middle income
cze,1998,Middle income
cze,1999,Middle income
cze,2000,Middle income
cze,2001,Middle income
cze,2002,Middle income
cze,2003,Middle income
cze,2004,Middle income
cze,2005,Middle income
cze,2006,High income
cze,2007,High income
cze,2008,High income
cze,2009,High income
cze,2010,High income
cze,2011,High income
cze,2012,High income
cze,2013,High income
cze,2014,High income
cze,2015,High income
cze,2016,High income
cze,2017,High income
cze,2018,High income
cze,2019,High income
cze,2020,High income
deu,1987,High income
deu,1988,High income
deu,1989,High income
deu,1990,High income
deu,1991,High income
deu,1992,High income
deu,1993,High income
deu,1994,High income
deu,1995,High income
deu,1996,High income
deu,1997,High income
deu,1998,High income
deu,1999,High income
deu,2000,High income
deu,2001,High income
deu,2002,High income
deu,2003,High income
deu,2004,High income
deu,2005,High income
deu,2006,High income
deu,2007,High income
deu,2008,High income
deu,2009,High income
deu,2010,High income
deu,2011,High income
deu,2012,High income
deu,2013,High income
deu,2014,High income
deu,2015,High income
deu,2016,High income
deu,2017,High income
deu,2018,High income
deu,2019,High income
deu,2020,High income
dji,1987,Middle income
dji,1988,Middle income
dji,1989,Middle income
dji,1990,Middle income
dji,1991,Middle income
dji,1992,Middle income
dji,1993,Middle income
dji,1994,Middle income
dji,1995,Middle income
dji,1996,Middle income
dji,1997,Middle income
dji,1998,Middle income
dji,1999,Middle income
dji,2000,Middle income
dji,2001,Middle income
dji,2002,Middle income
dji,2003,Middle income
dji,2004,Middle income
dji,2005,Middle income
dji,2006,Middle income
dji,2007,Middle income
dji,2008,Middle income
dji,2009,Middle income
dji,2010,Middle income
dji,2011,Middle income
dji,2012,Middle income
dji,2013,Middle income
dji,2014,Middle income
dji,2015,Middle income
dji,2016,Middle income
dji,2017,Middle income
dji,2018,Middle income
dji,2019,Middle income
dji,2020,Middle income
dma,1987,Middle income
dma,1988,Middle income
dma,1989,Middle income
dma,1990,Middle income
dma,1991,Middle income
dma,1992,Middle income
dma,1993,Middle income
dma,1994,Middle income
dma,1995,Middle income
dma,1996,Middle income
dma,1997,Middle income
dma,1998,Middle income
dma,1999,Middle income
dma,2000,Middle income
dma,2001,Middle income
dma,2002,Middle income
dma,2003,Middle income
dma,2004,Middle income
dma,2005,Middle income
dma,2006,Middle income
dma,2007,Middle income
dma,2008,Middle income
dma,2009,Middle income
dma,2010,Middle income
dma,2011,Middle income
dma,2012,Middle income
dma,2013,Middle income
dma,2014,Middle income
dma,2015,Middle income
dma,2016,Middle income
dma,2017,Middle income
dma,2018,Middle income
dma,2019,Middle income
dma,2020,Middle income
dnk,1987,High income
dnk,1988,High income
dnk,1989,High income
dnk,1990,High income
dnk,1991,High income
dnk,1992,High income
dnk,1993,High income
dnk,1994,High income
dnk,1995,High income
dnk,1996,High income
dnk,1997,High income
dnk,1998,High income
dnk,1999,High income
dnk,2000,High income
dnk,2001,High income
dnk,2002,High income
dnk,2003,High income
dnk,2004,High income
dnk,2005,High income
dnk,2006,High income
dnk,2007,High income
dnk,2008,High income
dnk,2009,High income
dnk,2010,High income
dnk,2011,High income
dnk,2012,High income
dnk,2013,High income
dnk,2014,High income
dnk,2015,High income
dnk,2016,High income
dnk,2017,High income
dnk,2018,High income
dnk,2019,High income
dnk,2020,High income
dom,1987,Middle income
dom,1988,Middle income
dom,1989,Middle income
dom,1990,Middle income
dom,1991,Middle income
dom,1992,Middle income
dom,1993,Middle income
dom,1994,Middle income
dom,1995,Middle income
dom,1996,Middle income
dom,1997,Middle income
dom,1998,Middle income
dom,1999,Middle income
dom,2000,Middle income
dom,2001,Middle income
dom,2002,Middle income
dom,2003,Middle income
dom,2004,Middle income
dom,2005,Middle income
dom,2006,Middle income
dom,2007,Middle income
dom,2008,Middle income
dom,2009,Middle income
dom,2010,Middle income
dom,2011,Middle income
dom,2012,Middle income
dom,2013,Middle income
dom,2014,Middle income
dom,2015,Middle income
dom,2016,Middle income
dom,2017,Middle income
dom,2018,Middle income
dom,2019,Middle income
dom,2020,Middle income
dza,1987,Middle income
dza,1988,Middle income
dza,1989,Middle income
dza,1990,Middle income
dza,1991,Middle income
dza,1992,Middle income
dza,1993,Middle income
dza,1994,Middle income
dza,1995,Middle income
dza,1996,Middle income
dza,1997,Middle income
dza,1998,Middle income
dza,1999,Middle income
dza,2000,Middle income
dza,2001,Middle income
dza,2002,Middle income
dza,2003,Middle income
dza,2004,Middle income
dza,2005,Middle income
dza,2006,Middle income
dza,2007,Middle income
dza,2008,Middle income
dza,2009,Middle income
dza,2010,Middle income
dza,2011,Middle income
dza,2012,Middle income
dza,2013,Middle income
dza,2014,Middle income
dza,2015,Middle income
dza,2016,Middle income
dza,2017,Middle income
dza,2018,Middle income
dza,2019,Middle income
dza,2020,Middle income
ecu,1987,Middle income
ecu,1988,Middle income
ecu,1989,Middle income
ecu,1990,Middle income
ecu,1991,Middle income
ecu,1992,Middle income
ecu,1993,Middle income
ecu,1994,Middle income
ecu,1995,Middle income
ecu,1996,Middle income
ecu,1997,Middle income
ecu,1998,Middle income
ecu,1999,Middle income
ecu,2000,Middle income
ecu,2001,Middle income
ecu,2002,Middle income
ecu,2003,Middle income
ecu,2004,Middle income
ecu,2005,Middle income
ecu,2006,Middle income
ecu,2007,Middle income
ecu,2008,Middle income
ecu,2009,Middle income
ecu,2010,Middle income
ecu,2011,Middle income
ecu,2012,Middle income
ecu,2013,Middle income
ecu,2014,Middle income
ecu,2015,Middle income
ecu,2016,Middle income
ecu,2017,Middle income
ecu,2018,Middle income
ecu,2019,Middle income
ecu,2020,Middle income
egy,1987,Middle income
egy,1988,Middle income
egy,1989,Middle income
egy,1990,Low income
egy,1991,Low income
egy,1992,Low income
egy,1993,Low income
egy,1994,Low income
egy,1995,Middle income
egy,1996,Middle income
egy,1997,Middle income
egy,1998,Middle income
egy,1999,Middle income
egy,2000,Middle income
egy,2001,Middle income
egy,2002,Middle income
egy,2003,Middle income
egy,2004,Middle income
egy,2005,Middle income
egy,2006,Middle income
egy,2007,Middle income
egy,2008,Middle income
egy,2009,Middle income
egy,2010,Middle income
egy,2011,Middle income
egy,2012,Middle income
egy,2013,Middle income
egy,2014,Middle income
egy,2015,Middle income
egy,2016,Middle income
egy,2017,Middle income
egy,2018,Middle income
egy,2019,Middle income
egy,2020,Middle income
eri,1987,Low income
eri,1988,Low income
eri,1989,Low income
eri,1990,Low income
eri,1991,Low income
eri,1992,Low income
eri,1993,Low income
eri,1994,Low income
eri,1995,Low income
eri,1996,Low income
eri,1997,Low income
eri,1998,Low income
eri,1999,Low income
eri,2000,Low income
eri,2001,Low income
eri,2002,Low income
eri,2003,Low income
eri,2004,Low income
eri,2005,Low income
eri,2006,Low income
eri,2007,Low income
eri,2008,Low income
eri,2009,Low income
eri,2010,Low income
eri,2011,Low income
eri,2012,Low income
eri,2013,Low income
eri,2014,Low income
eri,2015,Low income
eri,2016,Low income
eri,2017,Low income
eri,2018,Low income
eri,2019,Low income
eri,2020,Low income
esp,1987,High income
esp,1988,High income
esp,1989,High income
esp,1990,High income
esp,1991,High income
esp,1992,High income
esp,1993,High income
esp,1994,High income
esp,1995,High income
esp,1996,High income
esp,1997,High income
esp,1998,High income
esp,1999,High income
esp,2000,High income
esp,2001,High income
esp,2002,High income
esp,2003,High income
esp,2004,High income
esp,2005,High income
esp,2006,High income
esp,2007,High income
esp,2008,High income
esp,2009,High income
esp,2010,High income
esp,2011,High income
esp,2012,High income
esp,2013,High income
esp,2014,High income
esp,2015,High income
esp,2016,High income
esp,2017,High income
esp,2018,High income
esp,2019,High income
esp,2020,High income
est,1987,Middle income
est,1988,Middle income
est,1989,Middle income
est,1990,Middle income
est,1991,Middle income
est,1992,Middle income
est,1993,Middle income
est,1994,Middle income
est,1995,Middle income
est,1996,Middle income
est,1997,Middle income
est,1998,Middle income
est,1999,Middle income
est,2000,Middle income
est,2001,Middle income
est,2002,Middle income
est,2003,Middle income
est,2004,Middle income
est,2005,Middle income
est,2006,High income
est,2007,High income
est,2008,High income
est,2009,High income
est,2010,High income
est,2011,High income
est,2012,High income
est,2013,High income
est,2014,High income
est,2015,High income
est,2016,High income
est,2017,High income
est,2018,High income
est,2019,High income
est,2020,High income
eth,1987,Low income
eth,1988,Low income
eth,1989,Low income
eth,1990,Low income
eth,1991,Low income
eth,1992,Low income
eth,1993,Low income
eth,1994,Low income
eth,1995,Low income
eth,1996,Low income
eth,1997,Low income
eth,1998,Low income
eth,1999,Low income
eth,2000,Low income
eth,2001,Low income
eth,2002,Low income
eth,2003,Low income
eth,2004,Low income
eth,2005,Low income
eth,2006,Low income
eth,2007,Low income
eth,2008,Low income
eth,2009,Low income
eth,2010,Low income
eth,2011,Low income
eth,2012,Low income
eth,2013,Low income
eth,2014,Low income
eth,2015,Low income
eth,2016,Low income
eth,2017,Low income
eth,2018,Low income
eth,2019,Low income
eth,2020,Low income
fin,1987,High income
fin,1988,High income
fin,1989,High income
fin,1990,High income
fin,1991,High income
fin,1992,High income
fin,1993,High income
fin,1994,High income
fin,1995,High income
fin,1996,High income
fin,1997,High income
fin,1998,High income
fin,1999,High income
fin,2000,High income
fin,2001,High income
fin,2002,High income
fin,2003,High income
fin,2004,High income
fin,2005,High income
fin,2006,High income
fin,2007,High income
fin,2008,High income
fin,2009,High income
fin,2010,High income
fin,2011,High income
fin,2012,High income
fin,2013,High income
fin,2014,High income
fin,2015,High income
fin,2016,High income
fin,2017,High income
fin,2018,High income
fin,2019,High income
fin,2020,High income
fji,1987,Middle income
fji,1988,Middle income
fji,1989,Middle income
fji,1990,Middle income
fji,1991,Middle income
fji,1992,Middle income
fji,1993,Middle income
fji,1994,Middle income
fji,1995,Middle income
fji,1996,Middle income
fji,1997,Middle income
fji,1998,Middle income
fji,1999,Middle income
fji,2000,Middle income
fji,2001,Middle income
fji,2002,Middle income
fji,2003,Middle income
fji,2004,Middle income
fji,2005,Middle income
fji,2006,Middle income
fji,2007,Middle income
fji,2008,Middle income
fji,2009,Middle income
fji,2010,Middle income
fji,2011,Middle income
fji,2012,Middle income
fji,2013,Middle income
fji,2014,Middle income
fji,2015,Middle income
fji,2016,Middle income
fji,2017,Middle income
fji,2018,Middle income
fji,2019,Middle income
fji,2020,Middle income
fra,1987,High income
fra,1988,High income
fra,1989,High income
fra,1990,High income
fra,1991,High income
fra,1992,High income
fra,1993,High income
fra,1994,High income
fra,1995,High income
fra,1996,High income
fra,1997,High income
fra,1998,High income
fra,1999,High income
fra,2000,High income
fra,2001,High income
fra,2002,High income
fra,2003,High income
fra,2004,High income
fra,2005,High income
fra,2006,High income
fra,2007,High income
fra,2008,High income
fra,2009,High income
fra,2010,High income
fra,2011,High income
fra,2012,High income
fra,2013,High income
fra,2014,High income
fra,2015,High income
fra,2016,High income
fra,2017,High income
fra,2018,High income
fra,2019,High income
fra,2020,High income
fsm,1987,Middle income
fsm,1988,Middle income
fsm,1989,Middle income
fsm,1990,Middle income
fsm,1991,Middle income
fsm,1992,Middle income
fsm,1993,Middle income
fsm,1994,Middle income
fsm,1995,Middle income
fsm,1996,Middle income
fsm,1997,Middle income
fsm,1998,Middle income
fsm,1999,Middle income
fsm,2000,Middle income
fsm,2001,Middle income
fsm,2002,Middle income
fsm,2003,Middle income
fsm,2004,Middle income
fsm,2005,Middle income
fsm,2006,Middle income
fsm,2007,Middle income
fsm,2008,Middle income
fsm,2009,Middle income
fsm,2010,Middle income
fsm,2011,Middle income
fsm,2012,Middle income
fsm,2013,Middle income
fsm,2014,Middle income
fsm,2015,Middle income
fsm,2016,Middle income
fsm,2017,Middle income
fsm,2018,Middle income
fsm,2019,Middle income
fsm,2020,Middle income
gab,1987,Middle income
gab,1988,Middle income
gab,1989,Middle income
gab,1990,Middle income
gab,1991,Middle income
gab,1992,Middle income
gab,1993,Middle income
gab,1994,Middle income
gab,1995,Middle income
gab,1996,Middle income
gab,1997,Middle income
gab,1998,Middle income
gab,1999,Middle income
gab,2000,Middle income
gab,2001,Middle income
gab,2002,Middle income
gab,2003,Middle income
gab,2004,Middle income
gab,2005,Middle income
gab,2006,Middle income
gab,2007,Middle income
gab,2008,Middle income
gab,2009,Middle income
gab,2010,Middle income
gab,2011,Middle income
gab,2012,Middle income
gab,2013,Middle income
gab,2014,Middle income
gab,2015,Middle income
gab,2016,Middle income
gab,2017,Middle income
gab,2018,Middle income
gab,2019,Middle income
gab,2020,Middle income
gbr,1987,High income
gbr,1988,High income
gbr,1989,High income
gbr,1990,High income
gbr,1991,High income
gbr,1992,High income
gbr,1993,High income
gbr,1994,High income
gbr,1995,High income
gbr,1996,High income
gbr,1997,High income
gbr,1998,High income
gbr,1999,High income
gbr,2000,High income
gbr,2001,High income
gbr,2002,High income
gbr,2003,High income
gbr,2004,High income
gbr,2005,High income
gbr,2006,High income
gbr,2007,High income
gbr,2008,High income
gbr,2009,High income
gbr,2010,High income
gbr,2011,High income
gbr,2012,High income
gbr,2013,High income
gbr,2014,High income
gbr,2015,High income
gbr,2016,High income
gbr,2017,High income
gbr,2018,High income
gbr,2019,High income
gbr,2020,High income
geo,1987,Middle income
geo,1988,Middle income
geo,1989,Middle income
geo,1990,Middle income
geo,1991,Middle income
geo,1992,Middle income
geo,1993,Low income
geo,1994,Low income
geo,1995,Low income
geo,1996,Middle income
geo,1997,Middle income
geo,1998,Middle income
geo,1999,Low income
geo,2000,Low income
geo,2001,Low income
geo,2002,Low income
geo,2003,Middle income
geo,2004,Middle income
geo,2005,Middle income
geo,2006,Middle income
geo,2007,Middle income
geo,2008,Middle income
geo,2009,Middle income
geo,2010,Middle income
geo,2011,Middle income
geo,2012,Middle income
geo,2013,Middle income
geo,2014,Middle income
geo,2015,Middle income
geo,2016,Middle income
geo,2017,Middle income
geo,2018,Middle income
geo,2019,Middle income
geo,2020,Middle income
gha,1987,Low income
gha,1988,Low income
gha,1989,Low income
gha,1990,Low income
gha,1991,Low income
gha,1992,Low income
gha,1993,Low income
gha,1994,Low income
gha,1995,Low income
gha,1996,Low income
gha,1997,Low income
gha,1998,Low income
gha,1999,Low income
gha,2000,Low income
gha,2001,Low income
gha,2002,Low income
gha,2003,Low income
gha,2004,Low income
gha,2005,Low income
gha,2006,Low income
gha,2007,Low income
gha,2008,Low income
gha,2009,Low income
gha,2010,Middle income
gha,2011,Middle income
gha,2012,Middle income
gha,2013,Middle income
gha,2014,Middle income
gha,2015,Middle income
gha,2016,Middle income
gha,2017,Middle income
gha,2018,Middle income
gha,2019,Middle income
gha,2020,Middle income
gin,1987,Low income
gin,1988,Low income
gin,1989,Low income
gin,1990,Low income
gin,1991,Low income
gin,1992,Low income
gin,1993,Low income
gin,1994,Low income
gin,1995,Low income
gin,1996,Low income
gin,1997,Low income
gin,1998,Low income
gin,1999,Low income
gin,2000,Low income
gin,2001,Low income
gin,2002,Low income
gin,2003,Low income
gin,2004,Low income
gin,2005,Low income
gin,2006,Low income
gin,2007,Low income
gin,2008,Low income
gin,2009,Low income
gin,2010,Low income
gin,2011,Low income
gin,2012,Low income
gin,2013,Low income
gin,2014,Low income
gin,2015,Low income
gin,2016,Low income
gin,2017,Low income
gin,2018,Low income
gin,2019,Low income
gin,2020,Low income
gmb,1987,Low income
gmb,1988,Low income
gmb,1989,Low income
gmb,1990,Low income
gmb,1991,Low income
gmb,1992,Low income
gmb,1993,Low income
gmb,1994,Low income
gmb,1995,Low income
gmb,1996,Low income
gmb,1997,Low income
gmb,1998,Low income
gmb,1999,Low income
gmb,2000,Low income
gmb,2001,Low income
gmb,2002,Low income
gmb,2003,Low income
gmb,2004,Low income
gmb,2005,Low income
gmb,2006,Low income
gmb,2007,Low income
gmb,2008,Low income
gmb,2009,Low income
gmb,2010,Low income
gmb,2011,Low income
gmb,2012,Low income
gmb,2013,Low income
gmb,2014,Low income
gmb,2015,Low income
gmb,2016,Low income
gmb,2017,Low income
gmb,2018,Low income
gmb,2019,Low income
gmb,2020,Low income
gnb,1987,Low income
gnb,1988,Low income
gnb,1989,Low income
gnb,1990,Low income
gnb,1991,Low income
gnb,1992,Low income
gnb,1993,Low income
gnb,1994,Low income
gnb,1995,Low income
gnb,1996,Low income
gnb,1997,Low income
gnb,1998,Low income
gnb,1999,Low income
gnb,2000,Low income
gnb,2001,Low income
gnb,2002,Low income
gnb,2003,Low income
gnb,2004,Low income
gnb,2005,Low income
gnb,2006,Low income
gnb,2007,Low income
gnb,2008,Low income
gnb,2009,Low income
gnb,2010,Low income
gnb,2011,Low income
gnb,2012,Low income
gnb,2013,Low income
gnb,2014,Low income
gnb,2015,Low income
gnb,2016,Low income
gnb,2017,Low income
gnb,2018,Low income
gnb,2019,Low income
gnb,2020,Low income
gnq,1987,Low income
gnq,1988,Low income
gnq,1989,Low income
gnq,1990,Low income
gnq,1991,Low income
gnq,1992,Low income
gnq,1993,Low income
gnq,1994,Low income
gnq,1995,Low income
gnq,1996,Low income
gnq,1997,Middle income
gnq,1998,Middle income
gnq,1999,Middle income
gnq,2000,Middle income
gnq,2001,Low income
gnq,2002,Low income
gnq,2003,Low income
gnq,2004,Middle income
gnq,2005,Middle income
gnq,2006,Middle income
gnq,2007,High income
gnq,2008,High income
gnq,2009,High income
gnq,2010,High income
gnq,2011,High income
gnq,2012,High income
gnq,2013,High income
gnq,2014,High income
gnq,2015,Middle income
gnq,2016,Middle income
gnq,2017,Middle income
gnq,2018,Middle income
gnq,2019,Middle income
gnq,2020,Middle income
grc,1987,Middle income
grc,1988,Middle income
grc,1989,Middle income
grc,1990,Middle income
grc,1991,Middle income
grc,1992,Middle income
grc,1993,Middle income
grc,1994,Middle income
grc,1995,Middle income
grc,1996,High income
grc,1997,High income
grc,1998,High income
grc,1999,High income
grc,2000,High income
grc,2001,High income
grc,2002,High income
grc,2003,High income
grc,2004,High income
grc,2005,High income
grc,2006,High income
grc,2007,High income
grc,2008,High income
grc,2009,High income
grc,2010,High income
grc,2011,High income
grc,2012,High income
grc,2013,High income
grc,2014,High income
grc,2015,High income
grc,2016,High income
grc,2017,High income
grc,2018,High income
grc,2019,High income
grc,2020,High income
grd,1987,Middle income
grd,1988,Middle income
grd,1989,Middle income
grd,1990,Middle income
grd,1991,Middle income
grd,1992,Middle income
grd,1993,Middle income
grd,1994,Middle income
grd,1995,Middle income
grd,1996,Middle income
grd,1997,Middle income
grd,1998,Middle income
grd,1999,Middle income
grd,2000,Middle income
grd,2001,Middle income
grd,2002,Middle income
grd,2003,Middle income
grd,2004,Middle income
grd,2005,Middle income
grd,2006,Middle income
grd,2007,Middle income
grd,2008,Middle income
grd,2009,Middle income
grd,2010,Middle income
grd,2011,Middle income
grd,2012,Middle income
grd,2013,Middle income
grd,2014,Middle income
grd,2015,Middle income
grd,2016,Middle income
grd,2017,Middle income
grd,2018,Middle income
grd,2019,Middle income
grd,2020,Middle income
gtm,1987,Middle income
gtm,1988,Middle income
gtm,1989,Middle income
gtm,1990,Middle income
gtm,1991,Middle income
gtm,1992,Middle income
gtm,1993,Middle income
gtm,1994,Middle income
gtm,1995,Middle income
gtm,1996,Middle income
gtm,1997,Middle income
gtm,1998,Middle income
gtm,1999,Middle income
gtm,2000,Middle income
gtm,2001,Middle income
gtm,2002,Middle income
gtm,2003,Middle income
gtm,2004,Middle income
gtm,2005,Middle income
gtm,2006,Middle income
gtm,2007,Middle income
gtm,2008,Middle income
gtm,2009,Middle income
gtm,2010,Middle income
gtm,2011,Middle income
gtm,2012,Middle income
gtm,2013,Middle income
gtm,2014,Middle income
gtm,2015,Middle income
gtm,2016,Middle income
gtm,2017,Middle income
gtm,2018,Middle income
gtm,2019,Middle income
gtm,2020,Middle income
guy,1987,Low income
guy,1988,Low income
guy,1989,Low income
guy,1990,Low income
guy,1991,Low income
guy,1992,Low income
guy,1993,Low income
guy,1994,Low income
guy,1995,Low income
guy,1996,Low income
guy,1997,Middle income
guy,1998,Middle income
guy,1999,Middle income
guy,2000,Middle income
guy,2001,Middle income
guy,2002,Middle income
guy,2003,Middle income
guy,2004,Middle income
guy,2005,Middle income
guy,2006,Middle income
guy,2007,Middle income
guy,2008,Middle income
guy,2009,Middle income
guy,2010,Middle income
guy,2011,Middle income
guy,2012,Middle income
guy,2013,Middle income
guy,2014,Middle income
guy,2015,Middle income
guy,2016,Middle income
guy,2017,Middle income
guy,2018,Middle income
guy,2019,Middle income
guy,2020,Middle income
hkg,1987,High income
hkg,1988,High income
hkg,1989,High income
hkg,1990,High income
hkg,1991,High income
hkg,1992,High income
hkg,1993,High income
hkg,1994,High income
hkg,1995,High income
hkg,1996,High income
hkg,1997,High income
hkg,1998,High income
hkg,1999,High income
hkg,2000,High income
hkg,2001,High income
hkg,2002,High income
hkg,2003,High income
hkg,2004,High income
hkg,2005,High income
hkg,2006,High income
hkg,2007,High income
hkg,2008,High income
hkg,2009,High income
hkg,2010,High income
hkg,2011,High income
hkg,2012,High income
hkg,2013,High income
hkg,2014,High income
hkg,2015,High income
hkg,2016,High income
hkg,2017,High income
hkg,2018,High income
hkg,2019,High income
hkg,2020,High income
hnd,1987,Middle income
hnd,1988,Middle income
hnd,1989,Middle income
hnd,1990,Low income
hnd,1991,Low income
hnd,1992,Low income
hnd,1993,Low income
hnd,1994,Low income
hnd,1995,Low income
hnd,1996,Low income
hnd,1997,Low income
hnd,1998,Low income
hnd,1999,Middle income
hnd,2000,Middle income
hnd,2001,Middle income
hnd,2002,Middle income
hnd,2003,Middle income
hnd,2004,Middle income
hnd,2005,Middle income
hnd,2006,Middle income
hnd,2007,Middle income
hnd,2008,Middle income
hnd,2009,Middle income
hnd,2010,Middle income
hnd,2011,Middle income
hnd,2012,Middle income
hnd,2013,Middle income
hnd,2014,Middle income
hnd,2015,Middle income
hnd,2016,Middle income
hnd,2017,Middle income
hnd,2018,Middle income
hnd,2019,Middle income
hnd,2020,Middle income
hrv,1987,Middle income
hrv,1988,Middle income
hrv,1989,Middle income
hrv,1990,Middle income
hrv,1991,Middle income
hrv,1992,Middle income
hrv,1993,Middle income
hrv,1994,Middle income
hrv,1995,Middle income
hrv,1996,Middle income
hrv,1997,Middle income
hrv,1998,Middle income
hrv,1999,Middle income
hrv,2000,Middle income
hrv,2001,Middle income
hrv,2002,Middle income
hrv,2003,Middle income
hrv,2004,Middle income
hrv,2005,Middle income
hrv,2006,Middle income
hrv,2007,Middle income
hrv,2008,High income
hrv,2009,High income
hrv,2010,High income
hrv,2011,High income
hrv,2012,High income
hrv,2013,High income
hrv,2014,High income
hrv,2015,High income
hrv,2016,Middle income
hrv,2017,High income
hrv,2018,High income
hrv,2019,High income
hrv,2020,High income
hti,1987,Low income
hti,1988,Low income
hti,1989,Low income
hti,1990,Low income
hti,1991,Low income
hti,1992,Low income
hti,1993,Low income
hti,1994,Low income
hti,1995,Low income
hti,1996,Low income
hti,1997,Low income
hti,1998,Low income
hti,1999,Low income
hti,2000,Low income
hti,2001,Low income
hti,2002,Low income
hti,2003,Low income
hti,2004,Low income
hti,2005,Low income
hti,2006,Low income
hti,2007,Low income
hti,2008,Low income
hti,2009,Low income
hti,2010,Low income
hti,2011,Low income
hti,2012,Low income
hti,2013,Low income
hti,2014,Low income
hti,2015,Low income
hti,2016,Low income
hti,2017,Low income
hti,2018,Low income
hti,2019,Low income
hti,2020,Middle income
hun,1987,Middle income
hun,1988,Middle income
hun,1989,Middle income
hun,1990,Middle income
hun,1991,Middle income
hun,1992,Middle income
hun,1993,Middle income
hun,1994,Middle income
hun,1995,Middle income
hun,1996,Middle income
hun,1997,Middle income
hun,1998,Middle income
hun,1999,Middle income
hun,2000,Middle income
hun,2001,Middle income
hun,2002,Middle income
hun,2003,Middle income
hun,2004,Middle income
hun,2005,Middle income
hun,2006,Middle income
hun,2007,High income
hun,2008,High income
hun,2009,High income
hun,2010,High income
hun,2011,High income
hun,2012,Middle income
hun,2013,Middle income
hun,2014,High income
hun,2015,High income
hun,2016,High income
hun,2017,High income
hun,2018,High income
hun,2019,High income
hun,2020,High income
idn,1987,Low income
idn,1988,Low income
idn,1989,Low income
idn,1990,Low income
idn,1991,Low income
idn,1992,Low income
idn,1993,Middle income
idn,1994,Middle income
idn,1995,Middle income
idn,1996,Middle income
idn,1997,Middle income
idn,1998,Low income
idn,1999,Low income
idn,2000,Low income
idn,2001,Low income
idn,2002,Low income
idn,2003,Middle income
idn,2004,Middle income
idn,2005,Middle income
idn,2006,Middle income
idn,2007,Middle income
idn,2008,Middle income
idn,2009,Middle income
idn,2010,Middle income
idn,2011,Middle income
idn,2012,Middle income
idn,2013,Middle income
idn,2014,Middle income
idn,2015,Middle income
idn,2016,Middle income
idn,2017,Middle income
idn,2018,Middle income
idn,2019,Middle income
idn,2020,Middle income
ind,1987,Low income
ind,1988,Low income
ind,1989,Low income
ind,1990,Low income
ind,1991,Low income
ind,1992,Low income
ind,1993,Low income
ind,1994,Low income
ind,1995,Low income
ind,1996,Low income
ind,1997,Low income
ind,1998,Low income
ind,1999,Low income
ind,2000,Low income
ind,2001,Low income
ind,2002,Low income
ind,2003,Low income
ind,2004,Low income
ind,2005,Low income
ind,2006,Low income
ind,2007,Middle income
ind,2008,Middle income
ind,2009,Middle income
ind,2010,Middle income
ind,2011,Middle income
ind,2012,Middle income
ind,2013,Middle income
ind,2014,Middle income
ind,2015,Middle income
ind,2016,Middle income
ind,2017,Middle income
ind,2018,Middle income
ind,2019,Middle income
ind,2020,Middle income
irl,1987,High income
irl,1988,High income
irl,1989,High income
irl,1990,High income
irl,1991,High income
irl,1992,High income
